actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
170,PT11M16.00S,2021-11-27T03:41:03.3Z,2,REGULAR,steal,,[],1629185,,,1610612744,27,26,2021-11-27T03:41:05Z,1640000,,,0,,C. Chiozza STEAL (1 STL),[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M58.00S,2021-11-27T03:41:20.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629185,91.40932982917214,38.72549019607843,1610612744,27,26,2021-11-27T03:41:24Z,1650000,-56.0,28.0,1,right,MISS C. Chiozza 6' driving Layup,[1629185],1610612744.0,GSW,driving,,,Chiozza,C. Chiozza,,,,,6.31,Missed,,,,,,,,,,,,,,,,,,,
172,PT10M56.00S,2021-11-27T03:41:22.8Z,2,REGULAR,rebound,offensive,[],202357,,,1610612744,27,26,2021-11-27T03:44:10Z,1660000,,,0,,N. Bjelica REBOUND (Off:1 Def:0),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,171.0,1.0,0.0,1.0,,,,,,,
173,PT10M55.00S,2021-11-27T03:41:27.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",202357,94.40999984741211,50.0,1610612744,29,26,2021-11-27T03:44:14Z,1670000,0.0,0.0,1,right,N. Bjelica tip Layup (2 PTS),[202357],1610612744.0,GSW,tip,,,Bjelica,N. Bjelica,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
174,PT10M39.00S,2021-11-27T03:41:40.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626204,9.017739816031538,40.931372549019606,1610612757,29,26,2021-11-27T03:45:28Z,1680000,45.0,32.0,1,left,MISS L. Nance Jr. cutting Layup,[1626204],1610612757.0,POR,cutting,,,Nance Jr.,L. Nance Jr.,,,,,5.56,Missed,,,,,,,,,,,,,,,,,,,
175,PT10M37.00S,2021-11-27T03:41:42.0Z,2,REGULAR,rebound,offensive,[],1626204,,,1610612757,29,26,2021-11-27T03:44:05Z,1690000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:2),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,174.0,3.0,2.0,1.0,,,,,,,
176,PT10M33.00S,2021-11-27T03:41:46.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203503,7.966491458607096,95.83333333333334,1610612757,29,26,2021-11-27T03:41:47Z,1700000,-229.0,22.0,1,left,MISS T. Snell 3PT,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,23.03,Missed,,,,,,,,,,,,,,,,,,,
177,PT10M30.00S,2021-11-27T03:41:48.6Z,2,REGULAR,rebound,defensive,[],1629308,,,1610612744,29,26,2021-11-27T03:41:48Z,1710000,,,0,,J. Toscano-Anderson REBOUND (Off:1 Def:4),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,176.0,5.0,4.0,1.0,,,,,,,
178,PT10M18.00S,2021-11-27T03:42:00.9Z,2,REGULAR,3pt,Jump Shot,[],1629185,70.38436268068331,15.931372549019606,1610612744,32,26,2021-11-27T03:42:03Z,1720000,-170.0,226.0,1,right,C. Chiozza 28' 3PT  (3 PTS) (O. Porter Jr. 1 AST),"[1629185, 203490]",1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,28.29,Made,3.0,,,,,O. Porter Jr.,203490.0,1.0,,,,,,,,,,,
180,PT10M00.00S,2021-11-27T03:42:19.6Z,2,REGULAR,3pt,Jump Shot,[],1629642,18.74178712220762,4.6568627450980395,1610612757,32,26,2021-11-27T03:42:22Z,1740000,227.0,124.0,1,left,MISS N. Little 25' 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
181,PT09M58.00S,2021-11-27T03:42:21.6Z,2,REGULAR,rebound,defensive,[],203490,,,1610612744,32,26,2021-11-27T03:43:56Z,1750000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:3),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,180.0,3.0,3.0,0.0,,,,,,,
182,PT09M45.00S,2021-11-27T03:42:34.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,93.64323258869908,43.13725490196079,1610612744,34,26,2021-11-27T03:42:37Z,1760000,-34.0,7.0,1,right,S. Curry driving Layup (9 PTS) (J. Toscano-Anderson 1 AST),"[201939, 1629308]",1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,3.51,Made,9.0,,,,,J. Toscano-Anderson,1629308.0,1.0,,,,,,,,,,,
184,PT09M31.00S,2021-11-27T03:42:47.4Z,2,REGULAR,3pt,Jump Shot,[],1629014,30.436925098554536,70.34313725490196,1610612757,34,26,2021-11-27T03:42:50Z,1780000,-102.0,234.0,1,left,MISS A. Simons 25' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,25.48,Missed,,,,,,,,,,,,,,,,,,,
185,PT09M29.00S,2021-11-27T03:42:49.4Z,2,REGULAR,rebound,defensive,[],202357,,,1610612744,34,26,2021-11-27T03:43:51Z,1790000,,,0,,N. Bjelica REBOUND (Off:1 Def:1),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,184.0,2.0,1.0,1.0,,,,,,,
186,PT09M22.00S,2021-11-27T03:42:57.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201939,73.14388961892247,13.480392156862745,1610612744,34,26,2021-11-27T03:46:33Z,1800000,-183.0,200.0,1,right,MISS S. Curry 27' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,27.07,Missed,,,,,,,,,,,,,,,,,,,
187,PT09M20.00S,2021-11-27T03:42:59.0Z,2,REGULAR,rebound,defensive,[],203468,,,1610612757,34,26,2021-11-27T03:43:44Z,1810000,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,186.0,2.0,2.0,0.0,,,,,,,
188,PT09M06.00S,2021-11-27T03:43:12.8Z,2,REGULAR,2pt,Jump Shot,[],203468,11.383048620236531,19.11764705882353,1610612757,34,26,2021-11-27T03:43:15Z,1820000,154.0,55.0,1,left,MISS C. McCollum 16' pullup Shot,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,16.37,Missed,,,,,,,,,,,,,,,,,,,
189,PT09M03.00S,2021-11-27T03:43:16.6Z,2,REGULAR,rebound,defensive,[],203490,,,1610612744,34,26,2021-11-27T03:43:16Z,1830000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:4),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,188.0,4.0,4.0,0.0,,,,,,,
190,PT08M57.00S,2021-11-27T03:43:25.6Z,2,REGULAR,turnover,out-of-bounds,[],203490,,,1610612744,34,26,2021-11-27T03:43:28Z,1840000,,,0,,O. Porter Jr. bad pass out-of-bounds TURNOVER (1 TO),[203490],1610612744.0,GSW,bad pass,,,Porter Jr.,O. Porter Jr.,,,,,,,,1201.0,1.0,,,,,,,,,,,,,,,,
191,PT08M57.00S,2021-11-27T03:43:34.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,34,26,2021-11-27T03:43:34Z,1850000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M57.00S,2021-11-27T03:46:15.0Z,2,REGULAR,substitution,out,[],203490,,,1610612757,34,26,2021-11-27T03:46:35Z,1860000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M57.00S,2021-11-27T03:46:15.0Z,2,REGULAR,substitution,out,[],203468,,,1610612757,34,26,2021-11-27T03:46:35Z,1870000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M57.00S,2021-11-27T03:46:15.0Z,2,REGULAR,substitution,out,[],1629642,,,1610612757,34,26,2021-11-27T03:46:35Z,1880000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M57.00S,2021-11-27T03:46:15.0Z,2,REGULAR,substitution,out,[],203503,,,1610612757,34,26,2021-11-27T03:46:35Z,1890000,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M57.00S,2021-11-27T03:46:15.0Z,2,REGULAR,substitution,in,[],203952,,,1610612757,34,26,2021-11-27T03:46:35Z,1900000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M57.00S,2021-11-27T03:46:15.0Z,2,REGULAR,substitution,in,[],203496,,,1610612757,34,26,2021-11-27T03:46:35Z,1910000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M57.00S,2021-11-27T03:46:15.0Z,2,REGULAR,substitution,in,[],1626181,,,1610612757,34,26,2021-11-27T03:46:35Z,1920000,,,0,,SUB in: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M57.00S,2021-11-27T03:46:15.0Z,2,REGULAR,substitution,in,[],203081,,,1610612757,34,26,2021-11-27T03:46:35Z,1930000,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M39.00S,2021-11-27T03:46:54.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203081,9.543363994743759,49.01960784313725,1610612757,34,28,2021-11-27T03:46:59Z,1950000,5.0,37.0,1,left,D. Lillard driving Layup (8 PTS),[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,3.75,Made,8.0,,,,,,,,,,,,,,,,,,
202,PT08M20.00S,2021-11-27T03:47:13.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,93.24901445466492,56.61764705882353,1610612744,36,28,2021-11-27T03:47:20Z,1960000,33.0,11.0,1,right,S. Curry cutting finger roll Layup (11 PTS) (C. Chiozza 1 AST),"[201939, 1629185]",1610612744.0,GSW,cutting finger roll,,,Curry,S. Curry,,,,,3.49,Made,11.0,,,,,C. Chiozza,1629185.0,1.0,,,,,,,,,,,
204,PT07M54.00S,2021-11-27T03:47:39.8Z,2,REGULAR,3pt,Jump Shot,[],203496,28.07161629434954,10.53921568627451,1610612757,36,28,2021-11-27T03:47:43Z,1980000,197.0,211.0,1,left,MISS R. Covington 28' pullup 3PT,[203496],1610612757.0,POR,pullup,,,Covington,R. Covington,,,,,28.92,Missed,,,,,,,,,,,,,,,,,,,
205,PT07M52.00S,2021-11-27T03:47:41.8Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,36,28,2021-11-27T03:50:57Z,1990000,,,0,,A. Wiggins REBOUND (Off:2 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,204.0,3.0,1.0,2.0,,,,,,,
206,PT07M37.00S,2021-11-27T03:47:56.6Z,2,REGULAR,3pt,Jump Shot,[],202357,72.09264126149803,11.27450980392157,1610612744,36,28,2021-11-27T03:47:59Z,2000000,-194.0,210.0,1,right,MISS N. Bjelica 28' 3PT,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,28.55,Missed,,,,,,,,,,,,,,,,,,,
207,PT07M35.00S,2021-11-27T03:47:58.6Z,2,REGULAR,rebound,offensive,[],202357,,,1610612744,36,28,2021-11-27T03:50:52Z,2010000,,,0,,N. Bjelica REBOUND (Off:2 Def:1),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,206.0,3.0,1.0,2.0,,,,,,,
208,PT07M31.00S,2021-11-27T03:48:02.2Z,2,REGULAR,turnover,lost ball,[],202357,,,1610612744,36,28,2021-11-27T03:48:04Z,2020000,,,0,,N. Bjelica lost ball TURNOVER (1 TO),"[202357, 1629014]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,1.0,Simons,1629014.0,,,,,,,,,,,,,,
209,PT07M31.00S,2021-11-27T03:48:02.2Z,2,REGULAR,steal,,[],1629014,,,1610612757,36,28,2021-11-27T03:52:07Z,2030000,,,0,,A. Simons STEAL (1 STL),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M18.00S,2021-11-27T03:48:15.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626181,6.783837056504599,38.72549019607843,1610612757,36,30,2021-11-27T03:48:19Z,2040000,56.0,11.0,1,left,N. Powell driving finger roll Layup (2 PTS),[1626181],1610612757.0,POR,driving finger roll,,,Powell,N. Powell,,,,,5.75,Made,2.0,,,,,,,,,,,,,,,,,,
211,PT06M54.00S,2021-11-27T03:48:38.6Z,2,REGULAR,3pt,Jump Shot,[],1629185,83.65637319316689,96.32352941176471,1610612744,36,30,2021-11-27T03:48:43Z,2050000,232.0,101.0,1,right,MISS C. Chiozza 25' step back 3PT,[1629185],1610612744.0,GSW,step back,,,Chiozza,C. Chiozza,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,,
212,PT06M52.00S,2021-11-27T03:48:40.6Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612757,36,30,2021-11-27T03:50:47Z,2060000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:3),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,211.0,4.0,3.0,1.0,,,,,,,
213,PT06M44.00S,2021-11-27T03:48:50.1Z,2,REGULAR,3pt,Jump Shot,[],203496,30.831143232588698,23.03921568627451,1610612757,36,30,2021-11-27T03:48:53Z,2070000,135.0,237.0,1,left,MISS R. Covington 27' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,27.29,Missed,,,,,,,,,,,,,,,,,,,
214,PT06M42.00S,2021-11-27T03:48:52.1Z,2,REGULAR,rebound,defensive,[],1629308,,,1610612744,36,30,2021-11-27T03:50:44Z,2080000,,,0,,J. Toscano-Anderson REBOUND (Off:1 Def:5),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,213.0,6.0,5.0,1.0,,,,,,,
215,PT06M36.00S,2021-11-27T03:49:04.2Z,2,REGULAR,foul,personal,[],1626181,,,1610612744,36,30,2021-11-27T03:49:06Z,2090000,,,0,,N. Powell personal FOUL (1 PF),"[1626181, 1629308]",1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,1201.0,,,,,,,,,,,,,1.0,0.0,Toscano-Anderson,1629308.0,
217,PT06M36.00S,2021-11-27T03:49:08.0Z,2,REGULAR,substitution,out,[],202357,,,1610612744,36,30,2021-11-27T03:49:16Z,2110000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M36.00S,2021-11-27T03:49:08.0Z,2,REGULAR,substitution,out,[],201939,,,1610612744,36,30,2021-11-27T03:49:16Z,2120000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M36.00S,2021-11-27T03:49:08.0Z,2,REGULAR,substitution,in,[],1629673,,,1610612744,36,30,2021-11-27T03:49:16Z,2130000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M36.00S,2021-11-27T03:49:08.0Z,2,REGULAR,substitution,in,[],1626172,,,1610612744,36,30,2021-11-27T03:49:16Z,2140000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M36.00S,2021-11-27T03:49:08.0Z,2,REGULAR,substitution,out,[],1626204,,,1610612744,36,30,2021-11-27T03:49:56Z,2145000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M36.00S,2021-11-27T03:49:08.0Z,2,REGULAR,substitution,in,[],203994,,,1610612744,36,30,2021-11-27T03:49:56Z,2147500,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M25.00S,2021-11-27T03:49:37.6Z,2,REGULAR,3pt,Jump Shot,[],1629308,70.64717477003943,79.16666666666666,1610612744,36,30,2021-11-27T03:49:40Z,2150000,146.0,223.0,1,right,MISS J. Toscano-Anderson 26' 3PT,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,26.68,Missed,,,,,,,,,,,,,,,,,,,
223,PT06M23.00S,2021-11-27T03:49:39.6Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,36,30,2021-11-27T03:50:31Z,2160000,,,0,,J. Nurkic REBOUND (Off:1 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,222.0,2.0,1.0,1.0,,,,,,,
226,PT06M05.00S,2021-11-27T03:49:56.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,6.389618922470433,55.392156862745104,1610612757,36,30,2021-11-27T03:49:59Z,2170000,-27.0,8.0,1,left,MISS D. Lillard reverse Layup,[203081],1610612757.0,POR,reverse,,,Lillard,D. Lillard,,,,,2.8,Missed,,,,,,,,,,,,,,,,,,,
227,PT06M03.00S,2021-11-27T03:49:58.9Z,2,REGULAR,rebound,defensive,[],1629308,,,1610612744,36,30,2021-11-27T03:50:36Z,2180000,,,0,,J. Toscano-Anderson REBOUND (Off:1 Def:6),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,226.0,7.0,6.0,1.0,,,,,,,
228,PT05M56.00S,2021-11-27T03:50:05.5Z,2,REGULAR,2pt,Jump Shot,[],203952,88.25558475689881,13.970588235294118,1610612744,38,30,2021-11-27T03:51:52Z,2190000,-180.0,58.0,1,right,A. Wiggins 18' step back Jump Shot (9 PTS),[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,18.92,Made,9.0,,,,,,,,,,,,,,,,,,
229,PT05M49.00S,2021-11-27T03:50:19.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,38,30,2021-11-27T03:50:19Z,2200000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M49.00S,2021-11-27T03:52:42.6Z,2,REGULAR,substitution,out,[],1629308,,,1610612757,38,30,2021-11-27T03:53:05Z,2210000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M49.00S,2021-11-27T03:52:42.6Z,2,REGULAR,substitution,out,[],1629014,,,1610612757,38,30,2021-11-27T03:53:05Z,2220000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M49.00S,2021-11-27T03:52:42.6Z,2,REGULAR,substitution,in,[],203110,,,1610612757,38,30,2021-11-27T03:53:05Z,2230000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M49.00S,2021-11-27T03:52:42.6Z,2,REGULAR,substitution,in,[],203468,,,1610612757,38,30,2021-11-27T03:53:05Z,2240000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M35.00S,2021-11-27T03:53:28.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,8.229303547963205,40.44117647058824,1610612757,38,30,2021-11-27T03:53:31Z,2250000,48.0,25.0,1,left,MISS N. Powell driving Layup,[1626181],1610612757.0,POR,driving,,,Powell,N. Powell,,,,,5.39,Missed,,,,,,,,,,,,,,,,,,,
235,PT05M33.00S,2021-11-27T03:53:30.9Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,38,30,2021-11-27T03:54:28Z,2260000,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,234.0,2.0,2.0,0.0,,,,,,,
236,PT05M14.00S,2021-11-27T03:53:49.1Z,2,REGULAR,turnover,lost ball,[],1629185,,,1610612744,38,30,2021-11-27T03:53:50Z,2270000,,,0,,C. Chiozza lost ball TURNOVER (1 TO),"[1629185, 203081]",1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,1.0,Lillard,203081.0,,,,,,,,,,,,,,
237,PT05M14.00S,2021-11-27T03:53:49.1Z,2,REGULAR,steal,,[],203081,,,1610612757,38,30,2021-11-27T03:58:30Z,2280000,,,0,,D. Lillard STEAL (1 STL),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M08.00S,2021-11-27T03:53:54.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626181,3.892904073587385,94.11764705882352,1610612757,38,33,2021-11-27T03:53:58Z,2290000,-221.0,-16.0,1,left,N. Powell 3PT pullup (5 PTS) (C. McCollum 1 AST),"[1626181, 203468]",1610612757.0,POR,pullup,,,Powell,N. Powell,,,,,22.12,Made,5.0,,,,,C. McCollum,203468.0,1.0,,,,,,,,,,,
240,PT04M52.00S,2021-11-27T03:54:13.8Z,2,REGULAR,foul,personal,[],1626181,,,1610612744,38,33,2021-11-27T03:54:17Z,2310000,,,0,,N. Powell personal FOUL (2 PF),"[1626181, 1629673]",1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,2534.0,,,,,,,,,,,,,2.0,0.0,Poole,1629673.0,
242,PT04M40.00S,2021-11-27T03:54:41.4Z,2,REGULAR,3pt,Jump Shot,[],203110,68.15045992115637,27.941176470588236,1610612744,38,33,2021-11-27T03:54:44Z,2330000,-110.0,247.0,1,right,MISS D. Green 27' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,27.04,Missed,,,,,,,,,,,,,,,,,,,
243,PT04M38.00S,2021-11-27T03:54:43.4Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,38,33,2021-11-27T03:58:16Z,2340000,,,0,,J. Nurkic REBOUND (Off:1 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,242.0,3.0,2.0,1.0,,,,,,,
244,PT04M31.00S,2021-11-27T03:54:50.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203468,7.5722733245729295,42.15686274509804,1610612757,38,35,2021-11-27T03:54:54Z,2350000,39.0,19.0,1,left,C. McCollum Layup (8 PTS),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,4.34,Made,8.0,,,,,,,,,,,,,,,,,,
245,PT04M21.00S,2021-11-27T03:55:00.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203952,92.9862023653088,55.63725490196079,1610612744,40,35,2021-11-27T03:55:01Z,2360000,28.0,13.0,1,right,A. Wiggins Layup (11 PTS) (D. Green 4 AST),"[203952, 203110]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,3.12,Made,11.0,,,,,D. Green,203110.0,4.0,,,,,,,,,,,
247,PT04M11.00S,2021-11-27T03:55:12.2Z,2,REGULAR,foul,personal,['2freethrow'],1629185,,,1610612757,40,35,2021-11-27T03:55:29Z,2380000,,,0,,C. Chiozza shooting personal FOUL (1 PF) (Nurkic 2 FT),"[1629185, 203994]",1610612744.0,GSW,shooting,,,Chiozza,C. Chiozza,,,,,,,,1627534.0,,,,,,,,,,,,,1.0,0.0,Nurkic,203994.0,
249,PT04M11.00S,2021-11-27T03:55:33.1Z,2,REGULAR,freethrow,1 of 2,[],203994,,,1610612757,40,35,2021-11-27T03:55:33Z,2400000,,,0,,MISS J. Nurkic Free Throw 1 of 2,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
250,PT04M11.00S,2021-11-27T03:55:33.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,40,35,2021-11-27T03:55:33Z,2410000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,249.0,,,,,,,,,,
251,PT04M11.00S,2021-11-27T03:55:39.9Z,2,REGULAR,substitution,out,[],1629185,,,1610612757,40,35,2021-11-27T03:55:52Z,2420000,,,0,,SUB out: C. Chiozza,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M11.00S,2021-11-27T03:55:39.9Z,2,REGULAR,substitution,in,[],203490,,,1610612757,40,35,2021-11-27T03:55:52Z,2430000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M11.00S,2021-11-27T03:56:02.4Z,2,REGULAR,freethrow,2 of 2,[],203994,,,1610612757,40,35,2021-11-27T03:56:02Z,2440000,,,0,,MISS J. Nurkic Free Throw 2 of 2,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
254,PT04M09.00S,2021-11-27T03:56:03.7Z,2,REGULAR,rebound,offensive,[],203496,,,1610612757,40,35,2021-11-27T03:56:03Z,2450000,,,0,,R. Covington REBOUND (Off:1 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,253.0,3.0,2.0,1.0,,,,,,,
255,PT04M07.00S,2021-11-27T03:56:05.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203468,24.129434954007884,87.00980392156863,1610612757,40,38,2021-11-27T03:56:09Z,2460000,-185.0,174.0,1,left,C. McCollum 25' 3PT step back (11 PTS) (R. Covington 1 AST),"[203468, 203496]",1610612757.0,POR,step back,,,McCollum,C. McCollum,,,,,25.42,Made,11.0,,,,,R. Covington,203496.0,1.0,,,,,,,,,,,
