actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value
18,PT10M41.00S,2021-12-24T03:13:19.0Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,2,4,2021-12-24T03:13:20Z,180000,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 1629630]",1610612744.0,GSW,,,,Green,D. Green,,,,,,1.0,,,,,,,,Morant,1629630.0,,,,,,,,,,
19,PT10M41.00S,2021-12-24T03:13:19.0Z,1,REGULAR,steal,,[],1629630,,,1610612763,2,4,2021-12-24T03:13:21Z,190000,,,0,,J. Morant STEAL (1 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
20,PT10M36.00S,2021-12-24T03:13:23.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630217,94.30026281208936,42.15686274509804,1610612763,2,4,2021-12-24T03:14:22Z,200000,-39.0,1.0,1,right,MISS D. Bane running Layup - blocked,"[1630217, 203490]",1610612763.0,MEM,running,,,Bane,D. Bane,,,,,,,,,,,3.92,Missed,,,,Porter Jr.,203490.0,,,,,,,,
21,PT10M36.00S,2021-12-24T03:13:23.9Z,1,REGULAR,block,,[],203490,,,1610612763,2,4,2021-12-24T03:13:30Z,210000,,,0,,O. Porter Jr. BLOCK (1 BLK),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M34.00S,2021-12-24T03:13:25.9Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,2,4,2021-12-24T03:20:14Z,220000,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,20.0,1.0,1.0,0.0,,,,
23,PT10M28.00S,2021-12-24T03:13:32.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201939,33.98488830486202,43.872549019607845,1610612744,5,4,2021-12-24T03:15:19Z,230000,31.0,267.0,1,left,S. Curry 26' 3PT pullup (5 PTS) (D. Green 1 AST),"[201939, 203110]",1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,,,,,,,26.87,Made,5.0,,,,,,,,,D. Green,203110.0,1.0,
25,PT10M14.00S,2021-12-24T03:13:46.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628415,86.15308804204993,41.42156862745098,1610612763,5,4,2021-12-24T03:15:47Z,250000,-43.0,78.0,1,right,MISS D. Brooks 8' driving Layup - blocked,"[1628415, 203490]",1610612763.0,MEM,driving,,,Brooks,D. Brooks,,,,,,,,,,,8.88,Missed,,,,Porter Jr.,203490.0,,,,,,,,
26,PT10M14.00S,2021-12-24T03:13:46.5Z,1,REGULAR,block,,[],203490,,,1610612763,5,4,2021-12-24T03:13:52Z,260000,,,0,,O. Porter Jr. BLOCK (2 BLK),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT10M12.00S,2021-12-24T03:13:48.5Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,5,4,2021-12-24T03:20:22Z,270000,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,25.0,2.0,2.0,0.0,,,,
28,PT10M06.00S,2021-12-24T03:13:54.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627780,8.623521681997373,42.40196078431372,1610612744,5,4,2021-12-24T03:16:26Z,280000,38.0,29.0,1,left,MISS G. Payton II running Layup,[1627780],1610612744.0,GSW,running,,,Payton II,G. Payton II,,,,,,,,,,,4.76,Missed,,,,,,,,,,,,,
29,PT10M03.00S,2021-12-24T03:13:57.0Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,5,4,2021-12-24T03:13:57Z,290000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,
30,PT10M02.00S,2021-12-24T03:13:58.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,83.78777923784494,58.82352941176471,1610612763,5,6,2021-12-24T03:14:02Z,300000,44.0,100.0,1,right,J. Morant 10' Jump Shot (2 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,10.92,Made,2.0,,,,,,,,,,,,
31,PT09M49.00S,2021-12-24T03:14:11.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,11.12023653088042,52.20588235294118,1610612744,5,6,2021-12-24T03:14:13Z,310000,-11.0,52.0,1,left,MISS K. Looney cutting Layup,[1626172],1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,,,,,,,5.32,Missed,,,,,,,,,,,,,
32,PT09M47.00S,2021-12-24T03:14:13.2Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,5,6,2021-12-24T03:20:28Z,320000,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,31.0,1.0,1.0,0.0,,,,
33,PT09M43.00S,2021-12-24T03:14:17.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,88.51839684625493,44.6078431372549,1610612763,5,6,2021-12-24T03:17:42Z,330000,-27.0,55.0,1,right,MISS D. Brooks 6' running Layup - blocked,"[1628415, 203490]",1610612763.0,MEM,running,,,Brooks,D. Brooks,,,,,,,,,,,6.16,Missed,,,,Porter Jr.,203490.0,,,,,,,,
34,PT09M43.00S,2021-12-24T03:14:17.2Z,1,REGULAR,block,,[],203490,,,1610612763,5,6,2021-12-24T03:14:22Z,340000,,,0,,O. Porter Jr. BLOCK (3 BLK),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M42.00S,2021-12-24T03:14:18.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,5,6,2021-12-24T03:17:42Z,350000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,
36,PT09M42.00S,2021-12-24T03:14:23.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,5,6,2021-12-24T03:14:23Z,360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT09M38.00S,2021-12-24T03:14:46.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628991,88.91261498028909,39.21568627450981,1610612763,5,8,2021-12-24T03:14:51Z,370000,-54.0,52.0,1,right,J. Jackson Jr. 7' driving Layup (2 PTS) (J. Morant 1 AST),"[1628991, 1629630]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,7.47,Made,2.0,,,,,,,,,J. Morant,1629630.0,1.0,
39,PT09M18.00S,2021-12-24T03:15:05.6Z,1,REGULAR,2pt,Layup,[],201939,9.543363994743759,65.93137254901961,1610612744,7,8,2021-12-24T03:15:09Z,390000,-80.0,37.0,1,left,S. Curry 8' driving finger roll Layup (7 PTS),[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,,,,,,,8.8,Made,7.0,,,,,,,,,,,,
40,PT09M04.00S,2021-12-24T03:15:20.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,85.89027595269383,41.911764705882355,1610612763,7,8,2021-12-24T03:15:24Z,400000,-40.0,80.0,1,right,MISS D. Brooks 8' turnaround Shot,[1628415],1610612763.0,MEM,turnaround,,,Brooks,D. Brooks,,,,,,,,,,,8.97,Missed,,,,,,,,,,,,,
41,PT08M58.00S,2021-12-24T03:15:25.7Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,7,8,2021-12-24T03:15:25Z,410000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,40.0,1.0,1.0,0.0,,,,
42,PT08M53.00S,2021-12-24T03:15:56.5Z,1,REGULAR,jumpball,recovered,[],203500,,,1610612744,7,8,2021-12-24T03:15:56Z,420000,,,0,,Jump Ball D. Brooks vs. S. Curry: Tip to S. Adams,"[203500, 1628415, 201939]",1610612763.0,MEM,heldball,S. Adams,203500.0,Adams,S. Adams,Brooks,1628415.0,Curry,201939.0,,,,,,,,,,,,,,,,,,,,,
45,PT08M53.00S,2021-12-24T03:15:56.5Z,1,REGULAR,turnover,lost ball,[],201939,,,1610612744,7,8,2021-12-24T03:15:56Z,450000,,,0,,S. Curry lost ball TURNOVER (1 TO),"[201939, 1628415]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,1.0,,,,,,,,Brooks,1628415.0,,,,,,,,,,
46,PT08M53.00S,2021-12-24T03:15:56.5Z,1,REGULAR,steal,,[],1628415,,,1610612763,7,8,2021-12-24T03:15:56Z,460000,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M36.00S,2021-12-24T03:16:14.6Z,1,REGULAR,foul,offensive,[],1628991,,,1610612763,7,8,2021-12-24T03:16:19Z,470000,,,0,,J. Jackson Jr. charge offensive FOUL (2 PF),"[1628991, 1626172]",1610612763.0,MEM,charge,,,Jackson Jr.,J. Jackson Jr.,,,,,201246.0,,2.0,0.0,Looney,1626172.0,,,,,,,,,,,,,,,
49,PT08M36.00S,2021-12-24T03:16:14.6Z,1,REGULAR,turnover,offensive foul,[],1628991,,,1610612763,7,8,2021-12-24T03:16:14Z,490000,,,0,,J. Jackson Jr. offensive foul TURNOVER (1 TO),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,201246.0,1.0,,,,,,,,,,,,,,,,,,,
50,PT08M24.00S,2021-12-24T03:16:41.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627780,5.863994743758213,49.01960784313725,1610612744,9,8,2021-12-24T03:16:43Z,500000,5.0,3.0,1,left,G. Payton II cutting Layup (2 PTS) (K. Looney 1 AST),"[1627780, 1626172]",1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,,,,,,,0.55,Made,2.0,,,,,,,,,K. Looney,1626172.0,1.0,
52,PT08M01.00S,2021-12-24T03:17:04.3Z,1,REGULAR,3pt,Jump Shot,[],1630217,72.88107752956637,17.892156862745097,1610612763,9,11,2021-12-24T03:17:07Z,520000,-161.0,202.0,1,right,D. Bane 25' 3PT  (3 PTS) (J. Morant 2 AST),"[1630217, 1629630]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,25.83,Made,3.0,,,,,,,,,J. Morant,1629630.0,2.0,
54,PT07M46.00S,2021-12-24T03:17:24.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,9,11,2021-12-24T03:17:24Z,540000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M46.00S,2021-12-24T03:17:29.0Z,1,REGULAR,substitution,out,[],1628991,,,1610612744,9,11,2021-12-24T03:17:32Z,550000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M46.00S,2021-12-24T03:17:29.0Z,1,REGULAR,substitution,in,[],203937,,,1610612744,9,11,2021-12-24T03:17:32Z,560000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M41.00S,2021-12-24T03:17:49.5Z,1,REGULAR,3pt,Jump Shot,[],203490,29.25427069645204,17.892156862745097,1610612744,9,11,2021-12-24T03:17:52Z,570000,161.0,222.0,1,left,MISS O. Porter Jr. 27' 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,27.43,Missed,,,,,,,,,,,,,
58,PT07M39.00S,2021-12-24T03:17:51.5Z,1,REGULAR,rebound,offensive,[],1627780,,,1610612744,9,11,2021-12-24T03:19:52Z,580000,,,0,,G. Payton II REBOUND (Off:1 Def:0),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,57.0,1.0,0.0,1.0,,,,
59,PT07M37.00S,2021-12-24T03:17:53.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627780,8.360709592641262,42.15686274509804,1610612744,9,11,2021-12-24T03:19:57Z,590000,39.0,26.0,1,left,MISS G. Payton II Layup,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,4.71,Missed,,,,,,,,,,,,,
60,PT07M36.00S,2021-12-24T03:17:54.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,9,11,2021-12-24T03:19:57Z,600000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,
61,PT07M36.00S,2021-12-24T03:17:57.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,9,11,2021-12-24T03:17:57Z,610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M31.00S,2021-12-24T03:18:17.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201939,34.510512483574246,73.77450980392157,1610612744,9,11,2021-12-24T03:18:20Z,620000,-119.0,272.0,1,left,MISS S. Curry 29' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,29.68,Missed,,,,,,,,,,,,,
63,PT07M28.00S,2021-12-24T03:18:21.5Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,9,11,2021-12-24T03:18:21Z,630000,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,62.0,1.0,1.0,0.0,,,,
64,PT07M24.00S,2021-12-24T03:18:25.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629630,89.30683311432325,56.127450980392155,1610612763,9,13,2021-12-24T03:21:51Z,640000,31.0,48.0,1,right,J. Morant running DUNK (4 PTS),[1629630],1610612763.0,MEM,running,,,Morant,J. Morant,,,,,,,,,,,5.69,Made,4.0,,,,,,,,,,,,
65,PT07M06.00S,2021-12-24T03:18:42.8Z,1,REGULAR,2pt,Jump Shot,[],1626172,24.917871222076215,34.80392156862745,1610612744,11,13,2021-12-24T03:18:45Z,650000,76.0,182.0,1,left,K. Looney 19' Jump Shot (2 PTS) (D. Green 2 AST),"[1626172, 203110]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,19.7,Made,2.0,,,,,,,,,D. Green,203110.0,2.0,
67,PT06M52.00S,2021-12-24T03:18:57.0Z,1,REGULAR,2pt,Jump Shot,[],1630217,77.34888304862024,47.794117647058826,1610612763,11,13,2021-12-24T03:19:00Z,670000,-11.0,160.0,1,right,MISS D. Bane 16' driving floating Shot,[1630217],1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,,,,,,,16.08,Missed,,,,,,,,,,,,,
68,PT06M50.00S,2021-12-24T03:18:59.0Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,11,13,2021-12-24T03:19:44Z,680000,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,67.0,1.0,1.0,0.0,,,,
70,PT06M33.00S,2021-12-24T03:19:19.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203490,8.886333771353483,45.34313725490196,1610612744,11,13,2021-12-24T03:24:45Z,700000,23.0,31.0,1,left,MISS O. Porter Jr. cutting Layup - blocked,"[203490, 203937]",1610612744.0,GSW,cutting,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,3.88,Missed,,,,Anderson,203937.0,,,,,,,,
71,PT06M33.00S,2021-12-24T03:19:19.2Z,1,REGULAR,block,,[],203937,,,1610612744,11,13,2021-12-24T03:19:37Z,710000,,,0,,K. Anderson BLOCK (1 BLK),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M30.00S,2021-12-24T03:19:22.2Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,11,13,2021-12-24T03:24:45Z,720000,,,0,,J. Morant REBOUND (Off:0 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,70.0,2.0,2.0,0.0,,,,
73,PT06M26.00S,2021-12-24T03:19:25.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,70.64717477003943,76.9607843137255,1610612763,11,16,2021-12-24T03:25:18Z,730000,135.0,223.0,1,right,D. Brooks 26' 3PT running (7 PTS) (J. Morant 3 AST),"[1628415, 1629630]",1610612763.0,MEM,running,,,Brooks,D. Brooks,,,,,,,,,,,26.09,Made,7.0,,,,,,,,,J. Morant,1629630.0,3.0,
75,PT06M24.00S,2021-12-24T03:19:31.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,11,16,2021-12-24T03:19:31Z,750000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M24.00S,2021-12-24T03:20:47.5Z,1,REGULAR,substitution,out,[],1630217,,,1610612744,11,16,2021-12-24T03:22:13Z,760000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M24.00S,2021-12-24T03:20:47.5Z,1,REGULAR,substitution,in,[],1629001,,,1610612744,11,16,2021-12-24T03:22:13Z,770000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M18.00S,2021-12-24T03:22:27.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203110,13.87976346911958,47.30392156862745,1610612744,13,16,2021-12-24T03:22:35Z,780000,13.0,78.0,1,left,D. Green 7' driving floating Jump Shot (2 PTS),[203110],1610612744.0,GSW,driving floating,,,Green,D. Green,,,,,,,,,,,7.92,Made,2.0,,,,,,,,,,,,
79,PT06M07.00S,2021-12-24T03:22:38.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,84.05059132720105,48.529411764705884,1610612763,13,18,2021-12-24T03:23:08Z,790000,-7.0,97.0,1,right,J. Morant 9' driving floating Jump Shot (6 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,,,,,,,9.77,Made,6.0,,,,,,,,,,,,
80,PT05M48.00S,2021-12-24T03:22:58.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,6.521024967148489,54.90196078431373,1610612744,15,18,2021-12-24T03:22:59Z,800000,-25.0,9.0,1,left,G. Payton II Layup (4 PTS) (K. Looney 2 AST),"[1627780, 1626172]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,2.6,Made,4.0,,,,,,,,,K. Looney,1626172.0,2.0,
82,PT05M32.00S,2021-12-24T03:23:13.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,90.48948751642575,45.588235294117645,1610612763,15,20,2021-12-24T03:23:17Z,820000,-22.0,37.0,1,right,D. Melton cutting Layup (2 PTS) (S. Adams 1 AST),"[1629001, 203500]",1610612763.0,MEM,cutting,,,Melton,D. Melton,,,,,,,,,,,4.3,Made,2.0,,,,,,,,,S. Adams,203500.0,1.0,
84,PT05M19.00S,2021-12-24T03:23:26.5Z,1,REGULAR,3pt,Jump Shot,[],1627780,23.078186596583443,9.803921568627452,1610612744,15,20,2021-12-24T03:23:29Z,840000,201.0,164.0,1,left,MISS G. Payton II 25' 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,25.97,Missed,,,,,,,,,,,,,
85,PT05M16.00S,2021-12-24T03:23:30.3Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,15,20,2021-12-24T03:23:30Z,850000,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,84.0,2.0,2.0,0.0,,,,
86,PT05M09.00S,2021-12-24T03:23:36.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629001,86.28449408672799,54.41176470588235,1610612763,15,22,2021-12-24T03:23:40Z,860000,22.0,76.0,1,right,D. Melton 7' fadeaway Jump Shot (4 PTS),[1629001],1610612763.0,MEM,fadeaway,,,Melton,D. Melton,,,,,,,,,,,7.95,Made,4.0,,,,,,,,,,,,
87,PT04M50.00S,2021-12-24T03:23:56.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203490,7.703679369250986,39.21568627450981,1610612744,17,22,2021-12-24T03:27:38Z,870000,54.0,20.0,1,left,O. Porter Jr. Layup (2 PTS) (G. Payton II 1 AST),"[203490, 1627780]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,5.75,Made,2.0,,,,,,,,,G. Payton II,1627780.0,1.0,
89,PT04M36.00S,2021-12-24T03:24:12.7Z,1,REGULAR,turnover,out-of-bounds,[],1628415,,,1610612763,17,22,2021-12-24T03:24:17Z,890000,,,0,,D. Brooks lost ball out-of-bounds TURNOVER (1 TO),[1628415],1610612763.0,MEM,lost ball,,,Brooks,D. Brooks,,,,,201246.0,1.0,,,,,,,,,,,,,,,,,,,
90,PT04M36.00S,2021-12-24T03:24:18.8Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,17,22,2021-12-24T03:24:26Z,900000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M36.00S,2021-12-24T03:24:18.8Z,1,REGULAR,substitution,out,[],201939,,,1610612744,17,22,2021-12-24T03:24:26Z,910000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M36.00S,2021-12-24T03:24:18.8Z,1,REGULAR,substitution,in,[],1629185,,,1610612744,17,22,2021-12-24T03:24:26Z,920000,,,0,,SUB in: C. Chiozza,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
