actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
18,PT10M41.00S,2022-02-11T03:12:03.3Z,1,REGULAR,3pt,Jump Shot,[],1630228,69.72733245729303,78.92156862745098,1610612744,3,0,2022-02-11T03:12:06Z,180000,145.0,232.0,1,right,J. Kuminga 27' 3PT  (3 PTS) (A. Wiggins 1 AST),"[1630228, 203952]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,27.35,Made,,,,,,,3.0,A. Wiggins,203952.0,1.0,,,,,,,,,
20,PT10M26.00S,2022-02-11T03:12:17.5Z,1,REGULAR,3pt,Jump Shot,[],203095,31.61957950065703,25.98039215686275,1610612752,3,3,2022-02-11T03:12:19Z,200000,120.0,245.0,1,left,E. Fournier 27' 3PT  (3 PTS) (J. Randle 1 AST),"[203095, 203944]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,27.26,Made,,,,,,,3.0,J. Randle,203944.0,1.0,,,,,,,,,
22,PT10M15.00S,2022-02-11T03:12:29.5Z,1,REGULAR,2pt,Jump Shot,[],202691,92.46057818659659,77.69607843137256,1610612744,3,3,2022-02-11T03:12:31Z,220000,138.0,18.0,1,right,MISS K. Thompson 13' turnaround Shot,[202691],1610612744.0,GSW,turnaround,,,Thompson,K. Thompson,,,,,13.97,Missed,,,,,,,,,,,,,,,,,,,
23,PT10M12.00S,2022-02-11T03:12:32.6Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,3,3,2022-02-11T03:12:32Z,230000,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
24,PT10M09.00S,2022-02-11T03:12:35.6Z,1,REGULAR,turnover,bad pass,[],202689,,,1610612752,3,3,2022-02-11T03:12:37Z,240000,,,0,,K. Walker bad pass TURNOVER (1 TO),"[202689, 203952]",1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,1.0,Wiggins,203952.0,,,,,,
25,PT10M09.00S,2022-02-11T03:12:35.6Z,1,REGULAR,steal,,[],203952,,,1610612744,3,3,2022-02-11T03:12:37Z,250000,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT10M03.00S,2022-02-11T03:12:41.3Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",202691,70.77858081471747,74.01960784313727,1610612744,3,3,2022-02-11T03:12:48Z,260000,120.0,222.0,1,right,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,,
27,PT10M01.00S,2022-02-11T03:12:43.3Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,3,3,2022-02-11T03:13:05Z,270000,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,26.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
28,PT09M55.00S,2022-02-11T03:12:49.6Z,1,REGULAR,turnover,lost ball,[],203944,,,1610612752,3,3,2022-02-11T03:12:51Z,280000,,,0,,J. Randle lost ball TURNOVER (1 TO),"[203944, 1630228]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,1.0,Kuminga,1630228.0,,,,,,
29,PT09M55.00S,2022-02-11T03:12:49.6Z,1,REGULAR,steal,,[],1630228,,,1610612744,3,3,2022-02-11T03:13:24Z,290000,,,0,,J. Kuminga STEAL (1 STL),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M51.00S,2022-02-11T03:12:53.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202691,67.88764783180025,64.2156862745098,1610612744,6,3,2022-02-11T03:15:10Z,300000,71.0,249.0,1,right,K. Thompson 25' 3PT step back (3 PTS) (S. Curry 1 AST),"[202691, 201939]",1610612744.0,GSW,step back,,,Thompson,K. Thompson,,,,,25.93,Made,,,,,,,3.0,S. Curry,201939.0,1.0,,,,,,,,,
32,PT09M31.00S,2022-02-11T03:13:13.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,19.053876478318003,54.189644607843135,1610612752,6,5,2022-02-11T03:15:44Z,320000,-21.0,127.0,1,left,E. Fournier 12' step back Jump Shot (5 PTS),[203095],1610612752.0,NYK,step back,,,Fournier,E. Fournier,,,,,12.83,Made,,,,,,,5.0,,,,,,,,,,,,
33,PT09M18.00S,2022-02-11T03:13:25.8Z,1,REGULAR,2pt,Jump Shot,[],203952,82.21090670170827,19.852941176470587,1610612744,8,5,2022-02-11T03:13:27Z,330000,-151.0,115.0,1,right,A. Wiggins 18' Jump Shot (2 PTS) (S. Curry 2 AST),"[203952, 201939]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,18.94,Made,,,,,,,2.0,S. Curry,201939.0,2.0,,,,,,,,,
35,PT09M00.00S,2022-02-11T03:13:44.9Z,1,REGULAR,3pt,Jump Shot,[],1629656,12.565703022339028,2.2058823529411766,1610612752,8,5,2022-02-11T03:13:50Z,350000,239.0,66.0,1,left,MISS Q. Grimes 24' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,24.78,Missed,,,,,,,,,,,,,,,,,,,
36,PT08M57.00S,2022-02-11T03:13:51.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,8,5,2022-02-11T03:13:51Z,360000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,
37,PT08M57.00S,2022-02-11T03:13:52.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,8,5,2022-02-11T03:13:52Z,370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M50.00S,2022-02-11T03:14:08.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203944,21.895532194480946,56.86274509803921,1610612752,8,7,2022-02-11T03:14:12Z,380000,-34.0,153.0,1,left,J. Randle 15' step back Jump Shot (2 PTS),[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,15.71,Made,,,,,,,2.0,,,,,,,,,,,,
39,PT08M38.00S,2022-02-11T03:14:22.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,91.40932982917214,39.705882352941174,1610612744,8,7,2022-02-11T03:29:14Z,390000,-51.0,28.0,1,right,MISS K. Looney Layup - blocked,"[1626172, 203944]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,5.88,Missed,,,,,Randle,203944.0,,,,,,,,,,,,,
40,PT08M38.00S,2022-02-11T03:14:22.7Z,1,REGULAR,block,,[],203944,,,1610612744,8,7,2022-02-11T03:14:25Z,400000,,,0,,J. Randle BLOCK (1 BLK),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M36.00S,2022-02-11T03:14:24.7Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,8,7,2022-02-11T03:29:14Z,410000,,,0,,M. Robinson REBOUND (Off:2 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,39.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
42,PT08M31.00S,2022-02-11T03:14:27.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203095,32.933639947437584,43.627450980392155,1610612752,8,7,2022-02-11T03:14:32Z,420000,32.0,257.0,1,left,MISS E. Fournier 25' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,25.91,Missed,,,,,,,,,,,,,,,,,,,
43,PT08M28.00S,2022-02-11T03:14:30.9Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,8,7,2022-02-11T03:14:56Z,430000,,,0,,J. Randle REBOUND (Off:1 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,42.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
44,PT08M25.00S,2022-02-11T03:14:33.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,5.590000152587891,50.0,1610612752,8,9,2022-02-11T03:14:33Z,440000,0.0,0.0,1,left,J. Randle putback Layup (4 PTS),[203944],1610612752.0,NYK,putback,,,Randle,J. Randle,,,,,0.0,Made,,,,,,,4.0,,,,,,,,,,,,
45,PT08M18.00S,2022-02-11T03:14:42.5Z,1,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612744,8,9,2022-02-11T03:14:51Z,450000,,,0,,M. Robinson shooting personal FOUL (1 PF) (Kuminga 2 FT),"[1629011, 1630228]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Kuminga,1630228.0,
47,PT08M18.00S,2022-02-11T03:15:06.7Z,1,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,9,9,2022-02-11T03:15:06Z,470000,,,0,,J. Kuminga Free Throw 1 of 2 (4 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
48,PT08M18.00S,2022-02-11T03:15:18.7Z,1,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,10,9,2022-02-11T03:15:18Z,480000,,,0,,J. Kuminga Free Throw 2 of 2 (5 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
49,PT08M08.00S,2022-02-11T03:15:30.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,10.463206307490145,49.50980392156863,1610612752,10,11,2022-02-11T03:15:32Z,490000,2.0,46.0,1,left,M. Robinson cutting DUNK (2 PTS) (K. Walker 1 AST),"[1629011, 202689]",1610612752.0,NYK,cutting,,,Robinson,M. Robinson,,,,,4.6,Made,,,,,,,2.0,K. Walker,202689.0,1.0,,,,,,,,,
51,PT07M48.00S,2022-02-11T03:15:50.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,88.12417871222075,58.82352941176471,1610612744,10,11,2022-02-11T03:15:52Z,510000,44.0,59.0,1,right,MISS J. Kuminga 7' turnaround Shot,[1630228],1610612744.0,GSW,turnaround,,,Kuminga,J. Kuminga,,,,,7.37,Missed,,,,,,,,,,,,,,,,,,,
52,PT07M45.00S,2022-02-11T03:15:53.3Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,10,11,2022-02-11T03:15:53Z,520000,,,0,,J. Randle REBOUND (Off:1 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,51.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
53,PT07M41.00S,2022-02-11T03:15:59.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,10,11,2022-02-11T03:15:59Z,530000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M39.00S,2022-02-11T03:16:19.6Z,1,REGULAR,3pt,Jump Shot,[],203944,27.151773981603156,16.176470588235293,1610612752,10,11,2022-02-11T03:16:22Z,540000,169.0,203.0,1,left,MISS J. Randle 26' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,26.4,Missed,,,,,,,,,,,,,,,,,,,
55,PT07M36.00S,2022-02-11T03:16:22.5Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,10,11,2022-02-11T03:16:22Z,550000,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
56,PT07M33.00S,2022-02-11T03:16:24.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630228,89.83245729303549,50.98039215686274,1610612744,12,11,2022-02-11T03:21:00Z,560000,5.0,43.0,1,right,J. Kuminga running DUNK (7 PTS) (K. Thompson 1 AST),"[1630228, 202691]",1610612744.0,GSW,running,,,Kuminga,J. Kuminga,,,,,4.34,Made,,,,,,,7.0,K. Thompson,202691.0,1.0,,,,,,,,,
58,PT07M17.00S,2022-02-11T03:16:45.5Z,1,REGULAR,foul,personal,['2freethrow'],203952,,,1610612752,12,11,2022-02-11T03:16:51Z,580000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Randle 2 FT),"[203952, 203944]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Randle,203944.0,
60,PT07M17.00S,2022-02-11T03:17:10.0Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,12,12,2022-02-11T03:17:10Z,600000,,,0,,J. Randle Free Throw 1 of 2 (5 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
61,PT07M17.00S,2022-02-11T03:17:30.6Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,12,13,2022-02-11T03:17:30Z,610000,,,0,,J. Randle Free Throw 2 of 2 (6 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
62,PT07M06.00S,2022-02-11T03:17:44.8Z,1,REGULAR,3pt,Jump Shot,[],203952,90.09526938239159,96.32352941176471,1610612744,12,13,2022-02-11T03:17:47Z,620000,232.0,41.0,1,right,MISS A. Wiggins 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,23.51,Missed,,,,,,,,,,,,,,,,,,,
63,PT07M04.00S,2022-02-11T03:17:47.7Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,12,13,2022-02-11T03:17:47Z,630000,,,0,,J. Randle REBOUND (Off:1 Def:5),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,62.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
64,PT06M49.00S,2022-02-11T03:18:03.8Z,1,REGULAR,turnover,out-of-bounds,[],203095,,,1610612752,12,13,2022-02-11T03:18:05Z,640000,,,0,,E. Fournier bad pass out-of-bounds TURNOVER (1 TO),[203095],1610612752.0,NYK,bad pass,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,1.0,,,2715.0,,,,,
65,PT06M49.00S,2022-02-11T03:18:10.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,12,13,2022-02-11T03:18:10Z,650000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT06M32.00S,2022-02-11T03:19:50.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203952,89.96386333771353,45.83333333333333,1610612744,12,13,2022-02-11T03:28:06Z,655000,-21.0,42.0,1,right,MISS A. Wiggins Jump Shot - blocked,"[203952, 1629656]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,4.67,Missed,,,,,Grimes,1629656.0,,,,,,,,,,,,,
93,PT06M32.00S,2022-02-11T03:19:50.6Z,1,REGULAR,block,,[],1629656,,,1610612744,12,13,2022-02-11T03:24:45Z,657500,,,0,,Q. Grimes BLOCK (1 BLK),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT06M31.00S,2022-02-11T03:19:51.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,12,13,2022-02-11T03:28:06Z,658750,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,92.0,,,,,,,,,,,,,,,,,,
66,PT06M31.00S,2022-02-11T03:21:30.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,12,13,2022-02-11T03:21:30Z,660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M30.00S,2022-02-11T03:21:38.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202691,74.85216819973719,11.76470588235294,1610612744,15,13,2022-02-11T03:24:45Z,670000,-191.0,184.0,1,right,K. Thompson 26' 3PT  (6 PTS) (S. Curry 3 AST),"[202691, 201939]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,26.53,Made,,,,,,,6.0,S. Curry,201939.0,3.0,,,,,,,,,
69,PT06M07.00S,2022-02-11T03:22:00.6Z,1,REGULAR,2pt,Jump Shot,[],203944,17.427726675427067,73.52941176470588,1610612752,15,13,2022-02-11T03:22:04Z,690000,-118.0,111.0,1,left,MISS J. Randle 16' step back Shot,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,16.19,Missed,,,,,,,,,,,,,,,,,,,
70,PT06M04.00S,2022-02-11T03:22:04.6Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,15,13,2022-02-11T03:22:04Z,700000,,,0,,K. Looney REBOUND (Off:0 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,69.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
71,PT05M48.00S,2022-02-11T03:22:20.0Z,1,REGULAR,2pt,Jump Shot,[],201939,73.14388961892247,29.901960784313726,1610612744,17,13,2022-02-11T03:22:23Z,710000,-100.0,200.0,1,right,S. Curry 22' step back Jump Shot (2 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,22.37,Made,,,,,,,2.0,,,,,,,,,,,,
72,PT05M29.00S,2022-02-11T03:22:39.0Z,1,REGULAR,2pt,Layup,[],203095,10.463206307490145,31.61764705882353,1610612752,17,15,2022-02-11T03:23:28Z,720000,92.0,46.0,1,left,E. Fournier 10' driving Layup (7 PTS),[203095],1610612752.0,NYK,driving,,,Fournier,E. Fournier,,,,,10.27,Made,,,,,,,7.0,,,,,,,,,,,,
73,PT05M13.00S,2022-02-11T03:22:54.9Z,1,REGULAR,3pt,Jump Shot,[],202691,66.17936925098554,38.970588235294116,1610612744,17,15,2022-02-11T03:22:57Z,730000,-55.0,265.0,1,right,MISS K. Thompson 27' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,27.11,Missed,,,,,,,,,,,,,,,,,,,
74,PT05M12.00S,2022-02-11T03:22:58.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,17,15,2022-02-11T03:22:58Z,740000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,
75,PT05M12.00S,2022-02-11T03:22:59.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,17,15,2022-02-11T03:22:59Z,750000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M12.00S,2022-02-11T03:22:59.9Z,1,REGULAR,substitution,out,[],1630228,,,1610612752,17,15,2022-02-11T03:23:08Z,760000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M12.00S,2022-02-11T03:22:59.9Z,1,REGULAR,substitution,out,[],202691,,,1610612752,17,15,2022-02-11T03:23:08Z,770000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M12.00S,2022-02-11T03:22:59.9Z,1,REGULAR,substitution,in,[],1627780,,,1610612752,17,15,2022-02-11T03:23:08Z,780000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M12.00S,2022-02-11T03:22:59.9Z,1,REGULAR,substitution,in,[],1629673,,,1610612752,17,15,2022-02-11T03:23:08Z,790000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M02.00S,2022-02-11T03:23:17.7Z,1,REGULAR,3pt,Jump Shot,[],202689,27.151773981603156,82.1078431372549,1610612752,17,15,2022-02-11T03:23:21Z,800000,-161.0,203.0,1,left,MISS K. Walker 25' pullup 3PT,[202689],1610612752.0,NYK,pullup,,,Walker,K. Walker,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,,
81,PT05M00.00S,2022-02-11T03:23:19.7Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,17,15,2022-02-11T03:23:58Z,810000,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
82,PT04M50.00S,2022-02-11T03:23:29.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,82.07950065703022,47.549019607843135,1610612744,19,15,2022-02-11T03:23:33Z,820000,-12.0,116.0,1,right,J. Poole 11' driving floating Jump Shot (2 PTS) (K. Looney 1 AST),"[1629673, 1626172]",1610612744.0,GSW,driving floating,,,Poole,J. Poole,,,,,11.67,Made,,,,,,,2.0,K. Looney,1626172.0,1.0,,,,,,,,,
84,PT04M36.00S,2022-02-11T03:23:44.9Z,1,REGULAR,foul,personal,['2freethrow'],201939,,,1610612752,19,15,2022-02-11T03:23:53Z,840000,,,0,,S. Curry shooting personal FOUL (1 PF) (Fournier 2 FT),"[201939, 203095]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Fournier,203095.0,
