actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
447,PT02M50.00S,2021-12-09T04:50:33.3Z,3,REGULAR,substitution,out,[],203496,,,1610612744,68,59,2021-12-09T04:50:35Z,4430000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT02M50.00S,2021-12-09T04:50:33.3Z,3,REGULAR,substitution,in,[],203503,,,1610612744,68,59,2021-12-09T04:50:35Z,4440000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT02M30.00S,2021-12-09T04:51:04.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627814,8.360709592641262,60.29411764705882,1610612744,68,59,2021-12-09T04:51:07Z,4450000,-51.0,26.0,1,left,MISS D. Lee driving Layup,[1627814],1610612744.0,GSW,driving,,,Lee,D. Lee,,,,,5.77,Missed,,,,,,,,,,,,,,,,,,,
450,PT02M30.00S,2021-12-09T04:51:10.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612757,68,59,2021-12-09T04:51:10Z,4460000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,449.0,,,,,,,,,,,,,,,,,,
451,PT02M30.00S,2021-12-09T04:51:11.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627814,,,1610612757,68,59,2021-12-09T04:51:18Z,4470000,,,0,,D. Lee loose ball personal FOUL (1 PF) (Powell 2 FT),"[1627814, 1626181]",1610612744.0,GSW,loose ball,,,Lee,D. Lee,,,,,,,,,,,200832.0,1.0,0.0,Powell,1626181.0,,,,,,,,,,
453,PT02M30.00S,2021-12-09T04:51:52.7Z,3,REGULAR,freethrow,1 of 2,[],1626181,,,1610612757,68,59,2021-12-09T04:51:52Z,4490000,,,0,,MISS N. Powell Free Throw 1 of 2,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
454,PT02M30.00S,2021-12-09T04:51:52.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,68,59,2021-12-09T04:51:52Z,4500000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,453.0,,,,,,,,,,,,,,,,,,
455,PT02M30.00S,2021-12-09T04:51:53.9Z,3,REGULAR,substitution,out,[],1629673,,,1610612757,68,59,2021-12-09T04:52:03Z,4510000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT02M30.00S,2021-12-09T04:51:53.9Z,3,REGULAR,substitution,out,[],203110,,,1610612757,68,59,2021-12-09T04:52:03Z,4520000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT02M30.00S,2021-12-09T04:51:53.9Z,3,REGULAR,substitution,out,[],1629604,,,1610612757,68,59,2021-12-09T04:52:03Z,4530000,,,0,,SUB out: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT02M30.00S,2021-12-09T04:51:53.9Z,3,REGULAR,substitution,in,[],202357,,,1610612757,68,59,2021-12-09T04:52:03Z,4540000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M30.00S,2021-12-09T04:51:53.9Z,3,REGULAR,substitution,in,[],201939,,,1610612757,68,59,2021-12-09T04:52:03Z,4550000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT02M30.00S,2021-12-09T04:51:53.9Z,3,REGULAR,substitution,in,[],1628372,,,1610612757,68,59,2021-12-09T04:52:03Z,4560000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M30.00S,2021-12-09T04:52:16.8Z,3,REGULAR,freethrow,2 of 2,[],1626181,,,1610612757,68,60,2021-12-09T04:52:16Z,4570000,,,0,,N. Powell Free Throw 2 of 2 (15 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,Made,,,,,,,,,,,15.0,,,,,,,,
462,PT02M20.00S,2021-12-09T04:52:33.4Z,3,REGULAR,foul,offensive,['inpenalty'],1627814,,,1610612744,68,60,2021-12-09T04:52:38Z,4580000,,,0,,D. Lee offensive FOUL (2 PF),"[1627814, 1628372]",1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,1162.0,2.0,0.0,Smith Jr.,1628372.0,,,,,,,,,,
464,PT02M20.00S,2021-12-09T04:52:33.4Z,3,REGULAR,turnover,offensive foul,[],1627814,,,1610612744,68,60,2021-12-09T04:52:33Z,4600000,,,0,,D. Lee offensive foul TURNOVER (1 TO),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,1162.0,,,,,1.0,,,,,,,,,
465,PT02M06.00S,2021-12-09T04:53:04.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202357,,,1610612757,68,60,2021-12-09T04:53:16Z,4610000,,,0,,N. Bjelica shooting personal FOUL (2 PF) (Powell 2 FT),"[202357, 1626181]",1610612744.0,GSW,shooting,,,Bjelica,N. Bjelica,,,,,,,,,,,203593.0,2.0,0.0,Powell,1626181.0,,,,,,,,,,
467,PT02M06.00S,2021-12-09T04:53:33.0Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1626181,,,1610612757,68,61,2021-12-09T04:53:33Z,4630000,,,0,,N. Powell Free Throw 1 of 2 (16 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,Made,,,,,,,,,,,16.0,,,,,,,,
468,PT02M06.00S,2021-12-09T04:53:49.7Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1626181,,,1610612757,68,62,2021-12-09T04:53:49Z,4640000,,,0,,N. Powell Free Throw 2 of 2 (17 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,Made,,,,,,,,,,,17.0,,,,,,,,
469,PT01M45.00S,2021-12-09T04:54:11.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627780,6.783837056504599,54.65686274509803,1610612744,70,62,2021-12-09T04:54:14Z,4650000,-23.0,11.0,1,left,G. Payton II alley-oop DUNK (2 PTS) (N. Bjelica 1 AST),"[1627780, 202357]",1610612744.0,GSW,alley-oop,,,Payton II,G. Payton II,,,,,2.59,Made,,,,,,,,,,,2.0,,,N. Bjelica,202357.0,1.0,,,
471,PT01M35.00S,2021-12-09T04:54:21.4Z,3,REGULAR,2pt,Jump Shot,[],1626181,88.51839684625493,67.40196078431373,1610612757,70,64,2021-12-09T04:54:24Z,4670000,87.0,55.0,1,right,N. Powell 10' driving floating bank Jump Shot (19 PTS),[1626181],1610612757.0,POR,driving floating bank,,,Powell,N. Powell,,,,,10.31,Made,,,,,,,,,,,19.0,,,,,,,,
472,PT01M18.00S,2021-12-09T04:54:37.7Z,3,REGULAR,3pt,Jump Shot,[],203490,24.392247043363994,86.76470588235294,1610612744,73,64,2021-12-09T04:54:40Z,4680000,-184.0,177.0,1,left,O. Porter Jr. 25' 3PT  (8 PTS) (D. Lee 1 AST),"[203490, 1627814]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,25.5,Made,,,,,,,,,,,8.0,,,D. Lee,1627814.0,1.0,,,
474,PT00M55.60S,2021-12-09T04:55:01.8Z,3,REGULAR,3pt,Jump Shot,[],203463,73.9323258869908,12.5,1610612757,73,64,2021-12-09T04:55:04Z,4700000,-188.0,193.0,1,right,MISS B. McLemore 26' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,26.87,Missed,,,,,,,,,,,,,,,,,,,
475,PT00M52.10S,2021-12-09T04:55:05.4Z,3,REGULAR,rebound,defensive,[],203490,,,1610612744,73,64,2021-12-09T04:55:05Z,4710000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:3),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,474.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
476,PT00M43.50S,2021-12-09T04:55:13.9Z,3,REGULAR,turnover,bad pass,[],202357,,,1610612744,73,64,2021-12-09T04:55:15Z,4720000,,,0,,N. Bjelica bad pass TURNOVER (2 TO),"[202357, 203463]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,2.0,,,,,,,McLemore,203463.0,
477,PT00M43.50S,2021-12-09T04:55:13.9Z,3,REGULAR,steal,,[],203463,,,1610612757,73,64,2021-12-09T04:55:16Z,4730000,,,0,,B. McLemore STEAL (1 STL),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT00M36.40S,2021-12-09T04:55:21.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626204,92.59198423127464,57.84313725490197,1610612757,73,66,2021-12-09T04:55:24Z,4740000,39.0,17.0,1,right,L. Nance Jr. cutting DUNK (4 PTS) (D. Smith Jr. 3 AST),"[1626204, 1628372]",1610612757.0,POR,cutting,,,Nance Jr.,L. Nance Jr.,,,,,4.28,Made,,,,,,,,,,,4.0,,,D. Smith Jr.,1628372.0,3.0,,,
480,PT00M33.20S,2021-12-09T04:55:38.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201939,36.48160315374508,48.28431372549019,1610612744,73,66,2021-12-09T04:56:23Z,4760000,9.0,290.0,1,left,MISS S. Curry 29' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,29.05,Missed,,,,,,,,,,,,,,,,,,,
481,PT00M31.00S,2021-12-09T04:55:40.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612757,73,66,2021-12-09T04:55:47Z,4770000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,,,,
482,PT00M31.00S,2021-12-09T04:55:54.2Z,3,REGULAR,substitution,out,[],1627814,,,1610612757,73,66,2021-12-09T04:56:01Z,4780000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT00M31.00S,2021-12-09T04:55:54.2Z,3,REGULAR,substitution,in,[],1629308,,,1610612757,73,66,2021-12-09T04:56:01Z,4790000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT00M18.10S,2021-12-09T04:56:24.8Z,3,REGULAR,turnover,lost ball,[],1626181,,,1610612757,73,66,2021-12-09T04:56:26Z,4800000,,,0,,N. Powell lost ball TURNOVER (4 TO),"[1626181, 201939]",1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,4.0,,,,,,,Curry,201939.0,
485,PT00M18.10S,2021-12-09T04:56:24.8Z,3,REGULAR,steal,,[],201939,,,1610612744,73,66,2021-12-09T05:09:54Z,4810000,,,0,,S. Curry STEAL (1 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT00M01.60S,2021-12-09T04:56:41.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203490,27.020367936925098,15.196078431372548,1610612744,76,66,2021-12-09T04:57:16Z,4820000,174.0,201.0,1,left,O. Porter Jr. 26' 3PT  (11 PTS) (N. Bjelica 2 AST),"[203490, 202357]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,26.62,Made,,,,,,,,,,,11.0,,,N. Bjelica,202357.0,2.0,,,
488,PT00M00.00S,2021-12-09T04:56:49.4Z,3,REGULAR,period,end,[],0,,,1610612757,76,66,2021-12-09T04:56:49Z,4840000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT00M00.00S,2021-12-09T04:57:54.7Z,3,REGULAR,memo,,[],0,,,1610612757,76,66,2021-12-09T04:57:54Z,4850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSW: 393rd consecutive sellout
490,PT12M00.00S,2021-12-09T04:59:33.7Z,4,REGULAR,substitution,out,['startperiod'],1627780,,,1610612757,76,66,2021-12-09T05:00:21Z,4860000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2021-12-09T04:59:33.7Z,4,REGULAR,substitution,out,['startperiod'],1626181,,,1610612757,76,66,2021-12-09T05:00:21Z,4870000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2021-12-09T04:59:33.7Z,4,REGULAR,substitution,in,['startperiod'],1627814,,,1610612757,76,66,2021-12-09T05:00:21Z,4880000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2021-12-09T04:59:33.7Z,4,REGULAR,substitution,in,['startperiod'],203496,,,1610612757,76,66,2021-12-09T05:00:21Z,4890000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2021-12-09T05:00:37.9Z,4,REGULAR,period,start,[],0,,,1610612744,76,66,2021-12-09T05:00:37Z,4900000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT11M43.00S,2021-12-09T05:00:57.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,76,66,2021-12-09T05:00:57Z,4910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT11M38.00S,2021-12-09T05:01:17.5Z,4,REGULAR,2pt,Jump Shot,[],1627814,26.888961892247043,49.01960784313725,1610612744,76,66,2021-12-09T05:01:21Z,4920000,5.0,200.0,1,left,MISS D. Lee 20' step back Shot,[1627814],1610612744.0,GSW,step back,,,Lee,D. Lee,,,,,20.04,Missed,,,,,,,,,,,,,,,,,,,
497,PT11M36.00S,2021-12-09T05:01:19.5Z,4,REGULAR,rebound,defensive,[],203496,,,1610612757,76,66,2021-12-09T05:01:28Z,4930000,,,0,,R. Covington REBOUND (Off:1 Def:3),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,496.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
498,PT11M15.00S,2021-12-09T05:01:40.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626204,91.5407358738502,55.88235294117647,1610612757,76,66,2021-12-09T05:01:44Z,4940000,29.0,27.0,1,right,MISS L. Nance Jr. driving Layup,[1626204],1610612757.0,POR,driving,,,Nance Jr.,L. Nance Jr.,,,,,3.99,Missed,,,,,,,,,,,,,,,,,,,
499,PT11M13.00S,2021-12-09T05:01:42.2Z,4,REGULAR,rebound,defensive,[],1629308,,,1610612744,76,66,2021-12-09T05:02:52Z,4950000,,,0,,J. Toscano-Anderson REBOUND (Off:2 Def:4),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,498.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
500,PT11M04.00S,2021-12-09T05:01:51.6Z,4,REGULAR,3pt,Jump Shot,[],203490,23.209592641261498,12.254901960784313,1610612744,79,66,2021-12-09T05:01:54Z,4960000,189.0,166.0,1,left,O. Porter Jr. 25' 3PT  (14 PTS) (N. Bjelica 3 AST),"[203490, 202357]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,25.11,Made,,,,,,,,,,,14.0,,,N. Bjelica,202357.0,3.0,,,
502,PT11M04.00S,2021-12-09T05:01:56.2Z,4,REGULAR,foul,personal,['1freethrow'],203463,,,1610612744,79,66,2021-12-09T05:02:15Z,4980000,,,0,,B. McLemore shooting personal FOUL (2 PF) (Porter Jr. 1 FT),"[203463, 203490]",1610612757.0,POR,shooting,,,McLemore,B. McLemore,,,,,,,,,,,1162.0,2.0,0.0,Porter Jr.,203490.0,,,,,,,,,,
504,PT11M04.00S,2021-12-09T05:02:23.2Z,4,REGULAR,freethrow,1 of 1,[],203490,,,1610612744,80,66,2021-12-09T05:02:23Z,5000000,,,0,,O. Porter Jr. Free Throw 1 of 1 (15 PTS),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,Made,,,,,,,,,,,15.0,,,,,,,,
505,PT10M49.00S,2021-12-09T05:02:40.6Z,4,REGULAR,foul,personal,['2freethrow'],1627814,,,1610612757,80,66,2021-12-09T05:02:47Z,5010000,,,0,,D. Lee shooting personal FOUL (3 PF) (Smith Jr. 2 FT),"[1627814, 1628372]",1610612744.0,GSW,shooting,,,Lee,D. Lee,,,,,,,,,,,1162.0,3.0,0.0,Smith Jr.,1628372.0,,,,,,,,,,
507,PT10M49.00S,2021-12-09T05:03:04.8Z,4,REGULAR,freethrow,1 of 2,[],1628372,,,1610612757,80,67,2021-12-09T05:03:04Z,5030000,,,0,,D. Smith Jr. Free Throw 1 of 2 (11 PTS),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,Made,,,,,,,,,,,11.0,,,,,,,,
508,PT10M49.00S,2021-12-09T05:03:18.1Z,4,REGULAR,freethrow,2 of 2,[],1628372,,,1610612757,80,68,2021-12-09T05:03:18Z,5040000,,,0,,D. Smith Jr. Free Throw 2 of 2 (12 PTS),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,Made,,,,,,,,,,,12.0,,,,,,,,
509,PT10M35.00S,2021-12-09T05:03:34.3Z,4,REGULAR,foul,personal,['2freethrow'],203496,,,1610612744,80,68,2021-12-09T05:03:45Z,5050000,,,0,,R. Covington shooting personal FOUL (4 PF) (Toscano-Anderson 2 FT),"[203496, 1629308]",1610612757.0,POR,shooting,,,Covington,R. Covington,,,,,,,,,,,1162.0,4.0,0.0,Toscano-Anderson,1629308.0,,,,,,,,,,
511,PT10M35.00S,2021-12-09T05:04:01.4Z,4,REGULAR,freethrow,1 of 2,[],1629308,,,1610612744,80,68,2021-12-09T05:04:01Z,5070000,,,0,,MISS J. Toscano-Anderson Free Throw 1 of 2,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
512,PT10M35.00S,2021-12-09T05:04:01.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,80,68,2021-12-09T05:04:01Z,5080000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,511.0,,,,,,,,,,,,,,,,,,
513,PT10M35.00S,2021-12-09T05:04:20.2Z,4,REGULAR,freethrow,2 of 2,[],1629308,,,1610612744,81,68,2021-12-09T05:04:20Z,5090000,,,0,,J. Toscano-Anderson Free Throw 2 of 2 (3 PTS),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,Made,,,,,,,,,,,3.0,,,,,,,,
514,PT10M25.00S,2021-12-09T05:04:31.6Z,4,REGULAR,3pt,Jump Shot,[],203463,75.77201051248358,11.029411764705882,1610612757,81,68,2021-12-09T05:04:33Z,5100000,-195.0,175.0,1,right,MISS B. McLemore 26' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,26.21,Missed,,,,,,,,,,,,,,,,,,,
515,PT10M22.00S,2021-12-09T05:04:34.4Z,4,REGULAR,rebound,offensive,[],1626204,,,1610612757,81,68,2021-12-09T05:04:34Z,5110000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:5),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,514.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
516,PT10M20.00S,2021-12-09T05:04:36.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203463,92.9862023653088,45.09803921568628,1610612757,81,70,2021-12-09T05:04:40Z,5120000,-25.0,13.0,1,right,B. McLemore cutting Layup (6 PTS) (L. Nance Jr. 3 AST),"[203463, 1626204]",1610612757.0,POR,cutting,,,McLemore,B. McLemore,,,,,2.79,Made,,,,,,,,,,,6.0,,,L. Nance Jr.,1626204.0,3.0,,,
518,PT10M04.00S,2021-12-09T05:04:52.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201939,7.5722733245729295,38.23529411764706,1610612744,83,70,2021-12-09T05:04:55Z,5140000,59.0,19.0,1,left,S. Curry 6' cutting Layup (22 PTS) (J. Toscano-Anderson 2 AST),"[201939, 1629308]",1610612744.0,GSW,cutting,,,Curry,S. Curry,,,,,6.17,Made,,,,,,,,,,,22.0,,,J. Toscano-Anderson,1629308.0,2.0,,,
520,PT09M45.00S,2021-12-09T05:05:11.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203503,85.3646517739816,49.50980392156863,1610612757,83,70,2021-12-09T05:05:14Z,5160000,-2.0,85.0,1,right,MISS T. Snell 8' driving Hook,[203503],1610612757.0,POR,driving,,,Snell,T. Snell,,,,,8.51,Missed,,,,,,,,,,,,,,,,,,,
521,PT09M43.00S,2021-12-09T05:05:13.6Z,4,REGULAR,rebound,defensive,[],202357,,,1610612744,83,70,2021-12-09T05:07:50Z,5170000,,,0,,N. Bjelica REBOUND (Off:1 Def:4),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,520.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
522,PT09M23.00S,2021-12-09T05:05:33.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202357,7.703679369250986,38.48039215686275,1610612744,85,70,2021-12-09T05:05:38Z,5180000,58.0,20.0,1,left,N. Bjelica 6' driving floating bank Jump Shot (4 PTS) (S. Curry 2 AST),"[202357, 201939]",1610612744.0,GSW,driving floating bank,,,Bjelica,N. Bjelica,,,,,6.09,Made,,,,,,,,,,,4.0,,,S. Curry,201939.0,2.0,,,
523,PT09M23.00S,2021-12-09T05:05:39.6Z,4,REGULAR,foul,personal,['1freethrow'],203463,,,1610612744,85,70,2021-12-09T05:06:01Z,5190000,,,0,,B. McLemore shooting personal FOUL (3 PF) (Bjelica 1 FT),"[203463, 202357]",1610612757.0,POR,shooting,,,McLemore,B. McLemore,,,,,,,,,,,203593.0,3.0,0.0,Bjelica,202357.0,,,,,,,,,,
525,PT09M23.00S,2021-12-09T05:05:55.9Z,4,REGULAR,substitution,out,[],203503,,,1610612744,85,70,2021-12-09T05:07:07Z,5210000,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT09M23.00S,2021-12-09T05:05:55.9Z,4,REGULAR,substitution,in,[],1626181,,,1610612744,85,70,2021-12-09T05:07:07Z,5220000,,,0,,SUB in: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT09M23.00S,2021-12-09T05:06:08.0Z,4,REGULAR,freethrow,1 of 1,[],202357,,,1610612744,86,70,2021-12-09T05:06:08Z,5230000,,,0,,N. Bjelica Free Throw 1 of 1 (5 PTS),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,Made,,,,,,,,,,,5.0,,,,,,,,
529,PT09M09.00S,2021-12-09T05:06:26.5Z,4,REGULAR,3pt,Jump Shot,[],203463,72.22404730617609,13.480392156862745,1610612757,86,73,2021-12-09T05:06:29Z,5240000,-183.0,209.0,1,right,B. McLemore 27' 3PT pullup (9 PTS) (D. Smith Jr. 4 AST),"[203463, 1628372]",1610612757.0,POR,pullup,,,McLemore,B. McLemore,,,,,27.72,Made,,,,,,,,,,,9.0,,,D. Smith Jr.,1628372.0,4.0,,,
531,PT08M53.00S,2021-12-09T05:06:43.2Z,4,REGULAR,turnover,out-of-bounds,[],1629308,,,1610612744,86,73,2021-12-09T05:06:45Z,5260000,,,0,,J. Toscano-Anderson bad pass out-of-bounds TURNOVER (3 TO),[1629308],1610612744.0,GSW,bad pass,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,1162.0,,,,,3.0,,,,,,,,,
532,PT08M43.00S,2021-12-09T05:07:00.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628372,89.83245729303549,40.931372549019606,1610612757,86,73,2021-12-09T05:07:03Z,5270000,-45.0,43.0,1,right,MISS D. Smith Jr. 6' driving Layup,[1628372],1610612757.0,POR,driving,,,Smith Jr.,D. Smith Jr.,,,,,6.25,Missed,,,,,,,,,,,,,,,,,,,
533,PT08M41.00S,2021-12-09T05:07:07.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612744,86,73,2021-12-09T05:07:07Z,5280000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,532.0,,,,,,,,,,,,,,,,,,
534,PT08M41.00S,2021-12-09T05:07:08.0Z,4,REGULAR,foul,personal,[],1626204,,,1610612744,86,73,2021-12-09T05:07:14Z,5290000,,,0,,L. Nance Jr. loose ball personal FOUL (3 PF),"[1626204, 1629308]",1610612757.0,POR,loose ball,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,1162.0,3.0,0.0,Toscano-Anderson,1629308.0,,,,,,,,,,
536,PT08M27.00S,2021-12-09T05:07:34.8Z,4,REGULAR,3pt,Jump Shot,[],201939,5.601182654402102,94.85294117647058,1610612744,86,73,2021-12-09T05:07:37Z,5310000,-224.0,0.0,1,left,MISS S. Curry 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,22.43,Missed,,,,,,,,,,,,,,,,,,,
537,PT08M24.00S,2021-12-09T05:07:38.9Z,4,REGULAR,rebound,defensive,[],1628372,,,1610612757,86,73,2021-12-09T05:07:38Z,5320000,,,0,,D. Smith Jr. REBOUND (Off:0 Def:3),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,536.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
538,PT08M04.00S,2021-12-09T05:07:58.2Z,4,REGULAR,3pt,Jump Shot,[],1626204,96.27135348226018,96.81372549019608,1610612757,86,73,2021-12-09T05:08:01Z,5330000,234.0,-17.0,1,right,MISS L. Nance Jr. 3PT,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,23.48,Missed,,,,,,,,,,,,,,,,,,,
