actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
16,PT10M50.00S,2021-12-21T03:12:51.0Z,1,REGULAR,3pt,Jump Shot,[],1627814,65.39093298291722,41.911764705882355,1610612744,4,0,2021-12-21T03:12:53Z,160000,-40.0,273.0,1,right,D. Lee 27' 3PT  (3 PTS) (D. Green 1 AST),"[1627814, 203110]",1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,Made,,3.0,27.58,,,,D. Green,203110.0,1.0,,,
18,PT10M36.00S,2021-12-21T03:13:04.9Z,1,REGULAR,3pt,Jump Shot,[],1627741,27.020367936925098,77.45098039215686,1610612758,4,0,2021-12-21T03:13:07Z,180000,-137.0,201.0,1,left,MISS B. Hield 24' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,Missed,,,24.38,,,,,,,,,
19,PT10M34.00S,2021-12-21T03:13:08.2Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,4,0,2021-12-21T03:13:08Z,190000,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,18.0,,,1.0,1.0,0.0,,,,,,
20,PT10M30.00S,2021-12-21T03:13:11.1Z,1,REGULAR,turnover,bad pass,[],201939,,,1610612744,4,0,2021-12-21T03:13:13Z,200000,,,0,,S. Curry bad pass TURNOVER (1 TO),"[201939, 1627741]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,1.0,Hield,1627741.0,,,,,,,,,,,,,,,,,,
21,PT10M30.00S,2021-12-21T03:13:11.1Z,1,REGULAR,steal,,[],1627741,,,1610612758,4,0,2021-12-21T03:13:13Z,210000,,,0,,B. Hield STEAL (1 STL),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M24.00S,2021-12-21T03:13:17.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630169,25.443495400788436,12.009803921568627,1610612758,4,0,2021-12-21T03:13:21Z,220000,190.0,187.0,1,left,MISS T. Haliburton 26' 3PT,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,Missed,,,26.64,,,,,,,,,
23,PT10M22.00S,2021-12-21T03:13:19.9Z,1,REGULAR,rebound,offensive,[],203084,,,1610612758,4,0,2021-12-21T03:20:19Z,230000,,,0,,H. Barnes REBOUND (Off:1 Def:0),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,22.0,,,1.0,0.0,1.0,,,,,,
24,PT10M18.00S,2021-12-21T03:13:22.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627741,34.37910643889619,43.38235294117647,1610612758,4,0,2021-12-21T03:13:24Z,240000,33.0,271.0,1,left,MISS B. Hield 27' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,Missed,,,27.27,,,,,,,,,
25,PT10M16.00S,2021-12-21T03:13:25.4Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,4,0,2021-12-21T03:13:25Z,250000,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,24.0,,,1.0,1.0,0.0,,,,,,
26,PT10M10.00S,2021-12-21T03:13:30.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201939,91.93495400788436,44.85294117647059,1610612744,6,0,2021-12-21T03:13:36Z,260000,-26.0,23.0,1,right,S. Curry running finger roll Layup (2 PTS),[201939],1610612744.0,GSW,running finger roll,,,Curry,S. Curry,,,,,,,,,,,,,Made,,2.0,3.47,,,,,,,,,
28,PT09M55.00S,2021-12-21T03:13:47.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,11.251642575558476,37.99019607843137,1610612758,6,0,2021-12-21T03:20:03Z,280000,60.0,53.0,1,left,MISS T. Haliburton 8' driving floating Shot,[1630169],1610612758.0,SAC,driving floating,,,Haliburton,T. Haliburton,,,,,,,,,,,,,Missed,,,8.03,,,,,,,,,
29,PT09M53.00S,2021-12-21T03:13:49.4Z,1,REGULAR,rebound,offensive,[],202684,,,1610612758,6,0,2021-12-21T03:20:03Z,290000,,,0,,T. Thompson REBOUND (Off:1 Def:0),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,28.0,,,1.0,0.0,1.0,,,,,,
30,PT09M52.00S,2021-12-21T03:13:52.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202684,5.590000152587891,50.0,1610612758,6,2,2021-12-21T03:20:09Z,300000,0.0,0.0,1,left,T. Thompson putback Layup (2 PTS),[202684],1610612758.0,SAC,putback,,,Thompson,T. Thompson,,,,,,,,,,,,,Made,,2.0,0.0,,,,,,,,,
32,PT09M38.00S,2021-12-21T03:14:02.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,92.85479632063075,42.40196078431372,1610612744,6,2,2021-12-21T03:14:06Z,320000,-38.0,15.0,1,right,MISS J. Kuminga driving Layup,[1630228],1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,,,,,,,,,Missed,,,4.07,,,,,,,,,
33,PT09M36.00S,2021-12-21T03:14:04.6Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,6,2,2021-12-21T03:20:34Z,330000,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,32.0,,,1.0,1.0,0.0,,,,,,
34,PT09M33.00S,2021-12-21T03:14:11.4Z,1,REGULAR,turnover,out-of-bounds,[],1627741,,,1610612758,6,2,2021-12-21T03:14:14Z,340000,,,0,,B. Hield lost ball out-of-bounds TURNOVER (1 TO),[1627741],1610612758.0,SAC,lost ball,,,Hield,B. Hield,,,,,1.0,,,202049.0,,,,,,,,,,,,,,,,,
35,PT09M25.00S,2021-12-21T03:14:21.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630228,94.82588699080158,95.34313725490196,1610612744,6,2,2021-12-21T03:14:24Z,350000,227.0,-4.0,1,right,MISS J. Kuminga 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,Missed,,,22.67,,,,,,,,,
36,PT09M23.00S,2021-12-21T03:14:23.1Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612758,6,2,2021-12-21T03:21:56Z,360000,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,35.0,,,1.0,1.0,0.0,,,,,,
37,PT09M13.00S,2021-12-21T03:14:32.8Z,1,REGULAR,2pt,Jump Shot,[],1629002,11.514454664914586,76.7156862745098,1610612758,6,2,2021-12-21T03:14:35Z,370000,-134.0,56.0,1,left,MISS C. Metu 14' Jump Shot,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,Missed,,,14.47,,,,,,,,,
38,PT09M10.00S,2021-12-21T03:14:36.3Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,6,2,2021-12-21T03:14:36Z,380000,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,37.0,,,1.0,1.0,0.0,,,,,,
39,PT09M08.00S,2021-12-21T03:14:46.4Z,1,REGULAR,foul,offensive,[],203110,,,1610612744,6,2,2021-12-21T03:15:01Z,390000,,,0,,D. Green offensive FOUL (1 PF),"[203110, 203084]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,202056.0,1.0,0.0,Barnes,203084.0,,,,,,,,,,,,,
41,PT09M08.00S,2021-12-21T03:14:46.4Z,1,REGULAR,turnover,offensive foul,[],203110,,,1610612744,6,2,2021-12-21T03:14:46Z,410000,,,0,,D. Green offensive foul TURNOVER (1 TO),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,1.0,,,202056.0,,,,,,,,,,,,,,,,,
42,PT08M53.00S,2021-12-21T03:15:13.9Z,1,REGULAR,turnover,out-of-bounds,[],1627741,,,1610612758,6,2,2021-12-21T03:15:15Z,420000,,,0,,B. Hield bad pass out-of-bounds TURNOVER (2 TO),[1627741],1610612758.0,SAC,bad pass,,,Hield,B. Hield,,,,,2.0,,,202049.0,,,,,,,,,,,,,,,,,
43,PT08M41.00S,2021-12-21T03:15:34.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630228,95.0886990801577,3.431372549019608,1610612744,6,2,2021-12-21T03:15:37Z,430000,-233.0,-6.0,1,right,MISS J. Kuminga 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,Missed,,,23.29,,,,,,,,,
44,PT08M39.00S,2021-12-21T03:15:36.1Z,1,REGULAR,rebound,defensive,[],202684,,,1610612758,6,2,2021-12-21T03:21:48Z,440000,,,0,,T. Thompson REBOUND (Off:1 Def:1),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,43.0,,,2.0,1.0,1.0,,,,,,
45,PT08M28.00S,2021-12-21T03:15:46.8Z,1,REGULAR,turnover,bad pass,[],202684,,,1610612758,6,2,2021-12-21T03:15:48Z,450000,,,0,,T. Thompson bad pass TURNOVER (1 TO),"[202684, 203110]",1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,1.0,Green,203110.0,,,,,,,,,,,,,,,,,,
46,PT08M28.00S,2021-12-21T03:15:46.8Z,1,REGULAR,steal,,[],203110,,,1610612744,6,2,2021-12-21T03:15:49Z,460000,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M23.00S,2021-12-21T03:15:51.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630228,92.59198423127464,43.38235294117647,1610612744,8,2,2021-12-21T03:15:56Z,470000,-33.0,17.0,1,right,J. Kuminga Layup (2 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,Made,,2.0,3.73,,,,,,,,,
48,PT07M57.00S,2021-12-21T03:16:17.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630169,12.828515111695138,46.07843137254902,1610612758,8,2,2021-12-21T03:16:19Z,480000,20.0,68.0,1,left,MISS T. Haliburton 7' driving Hook,[1630169],1610612758.0,SAC,driving,,,Haliburton,T. Haliburton,,,,,,,,,,,,,Missed,,,7.09,,,,,,,,,
49,PT07M54.00S,2021-12-21T03:16:20.5Z,1,REGULAR,rebound,defensive,[],1627814,,,1610612744,8,2,2021-12-21T03:28:32Z,490000,,,0,,D. Lee REBOUND (Off:0 Def:1),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,48.0,,,1.0,1.0,0.0,,,,,,
50,PT07M48.00S,2021-12-21T03:16:27.0Z,1,REGULAR,3pt,Jump Shot,[],201939,78.53153745072274,90.68627450980392,1610612744,8,2,2021-12-21T03:16:30Z,500000,203.0,149.0,1,right,MISS S. Curry 25' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,,,,,,,,,Missed,,,25.23,,,,,,,,,
51,PT07M45.00S,2021-12-21T03:16:31.1Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,8,2,2021-12-21T03:16:31Z,510000,,,0,,C. Metu REBOUND (Off:0 Def:2),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,50.0,,,2.0,2.0,0.0,,,,,,
52,PT07M42.00S,2021-12-21T03:16:36.2Z,1,REGULAR,foul,personal,['2freethrow'],1630228,,,1610612758,8,2,2021-12-21T03:16:46Z,520000,,,0,,J. Kuminga shooting personal FOUL (1 PF) (Barnes 2 FT),"[1630228, 203084]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,,,,202049.0,1.0,0.0,Barnes,203084.0,,,,,,,,,,,,,
54,PT07M42.00S,2021-12-21T03:17:09.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203084,,,1610612758,8,2,2021-12-21T03:17:09Z,540000,,,0,,MISS H. Barnes Free Throw 1 of 2,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,Missed,,,,,,,,,,,,
55,PT07M42.00S,2021-12-21T03:17:09.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,8,2,2021-12-21T03:17:09Z,550000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,
56,PT07M42.00S,2021-12-21T03:17:27.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203084,,,1610612758,8,2,2021-12-21T03:17:27Z,560000,,,0,,MISS H. Barnes Free Throw 2 of 2,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,Missed,,,,,,,,,,,,
57,PT07M40.00S,2021-12-21T03:17:29.2Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,8,2,2021-12-21T03:17:29Z,570000,,,0,,J. Kuminga REBOUND (Off:0 Def:2),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,56.0,,,2.0,2.0,0.0,,,,,,
58,PT07M22.00S,2021-12-21T03:17:47.8Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,8,2,2021-12-21T03:17:49Z,580000,,,0,,D. Green bad pass TURNOVER (2 TO),"[203110, 202684]",1610612744.0,GSW,,,,Green,D. Green,,,,,2.0,Thompson,202684.0,,,,,,,,,,,,,,,,,,
59,PT07M22.00S,2021-12-21T03:17:47.8Z,1,REGULAR,steal,,[],202684,,,1610612758,8,2,2021-12-21T03:17:50Z,590000,,,0,,T. Thompson STEAL (1 STL),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M11.00S,2021-12-21T03:17:58.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202684,6.389618922470433,55.392156862745104,1610612758,8,2,2021-12-21T03:18:00Z,600000,-27.0,8.0,1,left,MISS T. Thompson Layup - blocked,"[202684, 1626172]",1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,Missed,,,2.8,,,,,,,Looney,1626172.0,
61,PT07M11.00S,2021-12-21T03:17:58.8Z,1,REGULAR,block,,[],1626172,,,1610612758,8,2,2021-12-21T03:18:02Z,610000,,,0,,K. Looney BLOCK (1 BLK),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M09.00S,2021-12-21T03:18:00.8Z,1,REGULAR,rebound,offensive,[],202684,,,1610612758,8,2,2021-12-21T03:21:13Z,620000,,,0,,T. Thompson REBOUND (Off:2 Def:1),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,60.0,,,3.0,1.0,2.0,,,,,,
63,PT07M05.00S,2021-12-21T03:18:04.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202684,6.652431011826544,52.450980392156865,1610612758,8,2,2021-12-21T03:18:06Z,630000,-12.0,10.0,1,left,MISS T. Thompson Layup,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,Missed,,,1.59,,,,,,,,,
64,PT07M03.00S,2021-12-21T03:18:06.4Z,1,REGULAR,rebound,defensive,[],1627814,,,1610612744,8,2,2021-12-21T03:18:06Z,640000,,,0,,D. Lee REBOUND (Off:0 Def:2),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,63.0,,,2.0,2.0,0.0,,,,,,
65,PT06M53.00S,2021-12-21T03:18:15.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,90.3580814717477,59.55882352941176,1610612744,10,2,2021-12-21T03:18:20Z,650000,48.0,38.0,1,right,S. Curry 6' driving finger roll Layup (4 PTS),[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,,,,,,,,,Made,,4.0,6.11,,,,,,,,,
67,PT06M39.00S,2021-12-21T03:18:29.8Z,1,REGULAR,2pt,Jump Shot,[],1630169,6.652431011826544,16.666666666666664,1610612758,10,4,2021-12-21T03:18:33Z,670000,167.0,10.0,1,left,T. Haliburton 16' step back Jump Shot (2 PTS),[1630169],1610612758.0,SAC,step back,,,Haliburton,T. Haliburton,,,,,,,,,,,,,Made,,2.0,16.7,,,,,,,,,
68,PT06M22.00S,2021-12-21T03:18:47.0Z,1,REGULAR,3pt,Jump Shot,[],201939,70.38436268068331,77.94117647058823,1610612744,13,4,2021-12-21T03:18:49Z,680000,140.0,226.0,1,right,S. Curry 26' 3PT  (7 PTS) (D. Green 2 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,Made,,7.0,26.56,,,,D. Green,203110.0,2.0,,,
70,PT05M58.00S,2021-12-21T03:19:10.4Z,1,REGULAR,3pt,Jump Shot,[],1630169,34.510512483574246,36.27450980392157,1610612758,13,4,2021-12-21T03:19:17Z,700000,69.0,272.0,1,left,MISS T. Haliburton 28' pullup 3PT,[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,,,,,,,,,Missed,,,28.04,,,,,,,,,
71,PT05M55.00S,2021-12-21T03:19:14.2Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,13,4,2021-12-21T03:19:14Z,710000,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,70.0,,,2.0,2.0,0.0,,,,,,
72,PT05M50.00S,2021-12-21T03:19:19.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203110,92.19776609724047,57.107843137254896,1610612744,13,4,2021-12-21T03:20:17Z,720000,36.0,21.0,1,right,MISS D. Green driving Layup,[203110],1610612744.0,GSW,driving,,,Green,D. Green,,,,,,,,,,,,,Missed,,,4.11,,,,,,,,,
73,PT05M48.00S,2021-12-21T03:19:21.4Z,1,REGULAR,rebound,defensive,[],202684,,,1610612758,13,4,2021-12-21T03:21:35Z,730000,,,0,,T. Thompson REBOUND (Off:2 Def:2),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,72.0,,,4.0,2.0,2.0,,,,,,
74,PT05M41.00S,2021-12-21T03:19:29.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202684,8.492115637319317,46.32352941176471,1610612758,13,6,2021-12-21T03:21:07Z,740000,18.0,27.0,1,left,T. Thompson alley-oop DUNK (4 PTS) (T. Haliburton 1 AST),"[202684, 1630169]",1610612758.0,SAC,alley-oop,,,Thompson,T. Thompson,,,,,,,,,,,,,Made,,4.0,3.29,,,,T. Haliburton,1630169.0,1.0,,,
76,PT05M31.00S,2021-12-21T03:19:42.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,13,6,2021-12-21T03:19:42Z,760000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M31.00S,2021-12-21T03:22:07.0Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,13,6,2021-12-21T03:22:46Z,780000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M31.00S,2021-12-21T03:22:07.0Z,1,REGULAR,substitution,out,[],1630228,,,1610612744,13,6,2021-12-21T03:22:46Z,790000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M31.00S,2021-12-21T03:22:07.0Z,1,REGULAR,substitution,out,[],203084,,,1610612744,13,6,2021-12-21T03:22:46Z,800000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M31.00S,2021-12-21T03:22:07.0Z,1,REGULAR,substitution,out,[],202684,,,1610612744,13,6,2021-12-21T03:22:46Z,810000,,,0,,SUB out: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M31.00S,2021-12-21T03:22:07.0Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,13,6,2021-12-21T03:22:46Z,820000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M31.00S,2021-12-21T03:22:07.0Z,1,REGULAR,substitution,in,[],203490,,,1610612744,13,6,2021-12-21T03:22:46Z,830000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M31.00S,2021-12-21T03:22:07.0Z,1,REGULAR,substitution,in,[],2738,,,1610612744,13,6,2021-12-21T03:22:46Z,840000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M31.00S,2021-12-21T03:22:07.0Z,1,REGULAR,substitution,in,[],1627745,,,1610612744,13,6,2021-12-21T03:22:46Z,850000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M31.00S,2021-12-21T03:22:07.0Z,1,REGULAR,substitution,in,[],203090,,,1610612744,13,6,2021-12-21T03:22:46Z,860000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M31.00S,2021-12-21T03:22:07.0Z,1,REGULAR,substitution,out,[],1627814,,,1610612744,13,6,2021-12-21T03:23:24Z,865000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M19.00S,2021-12-21T03:23:06.8Z,1,REGULAR,3pt,Jump Shot,[],203490,73.80091984231275,81.61764705882352,1610612744,16,6,2021-12-21T03:23:09Z,870000,158.0,194.0,1,right,O. Porter Jr. 25' 3PT  (3 PTS) (S. Curry 1 AST),"[203490, 201939]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,Made,,3.0,25.01,,,,S. Curry,201939.0,1.0,,,
