actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
175,PT10M01.00S,2021-12-21T03:38:30.7Z,2,REGULAR,rebound,offensive,[],202357,,,1610612744,26,23,2021-12-21T03:39:00Z,1730000,,,0,,N. Bjelica REBOUND (Off:1 Def:0),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,174.0,,,1.0,0.0,1.0,,,,,,
176,PT09M59.00S,2021-12-21T03:38:34.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202357,94.40999984741211,50.0,1610612744,28,23,2021-12-21T03:39:11Z,1740000,0.0,0.0,1,right,N. Bjelica putback Layup (2 PTS),[202357],1610612744.0,GSW,putback,,,Bjelica,N. Bjelica,,,,,,,,,,,,,Made,,2.0,0.0,,,,,,,,,
177,PT09M40.00S,2021-12-21T03:38:51.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203090,8.886333771353483,52.69607843137255,1610612758,28,25,2021-12-21T03:38:54Z,1750000,-13.0,31.0,1,left,M. Harkless driving Layup (4 PTS) (C. Metu 2 AST),"[203090, 1629002]",1610612758.0,SAC,driving,,,Harkless,M. Harkless,,,,,,,,,,,,,Made,,4.0,3.38,,,,C. Metu,1629002.0,2.0,,,
179,PT09M26.00S,2021-12-21T03:39:04.6Z,2,REGULAR,3pt,Jump Shot,[],2738,94.03745072273325,3.9215686274509802,1610612744,31,25,2021-12-21T03:39:07Z,1770000,-230.0,4.0,1,right,A. Iguodala 3PT  (5 PTS) (D. Lee 1 AST),"[2738, 1627814]",1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,Made,,5.0,23.04,,,,D. Lee,1627814.0,1.0,,,
181,PT09M11.00S,2021-12-21T03:39:19.8Z,2,REGULAR,3pt,Jump Shot,[],203084,10.5946123521682,4.411764705882353,1610612758,31,28,2021-12-21T03:39:22Z,1790000,228.0,47.0,1,left,H. Barnes 3PT  (3 PTS) (T. Haliburton 4 AST),"[203084, 1630169]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,Made,,3.0,23.27,,,,T. Haliburton,1630169.0,4.0,,,
183,PT09M00.00S,2021-12-21T03:39:31.1Z,2,REGULAR,3pt,Jump Shot,[],1629185,72.35545335085413,86.76470588235294,1610612744,31,28,2021-12-21T03:39:35Z,1810000,184.0,207.0,1,right,MISS C. Chiozza 27' 3PT,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,Missed,,,27.71,,,,,,,,,
184,PT08M58.00S,2021-12-21T03:39:33.1Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,31,28,2021-12-21T03:40:51Z,1820000,,,0,,H. Barnes REBOUND (Off:1 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,183.0,,,3.0,2.0,1.0,,,,,,
185,PT08M50.00S,2021-12-21T03:39:40.8Z,2,REGULAR,turnover,bad pass,[],1627745,,,1610612758,31,28,2021-12-21T03:39:42Z,1830000,,,0,,D. Jones bad pass TURNOVER (2 TO),"[1627745, 203490]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,2.0,Porter Jr.,203490.0,,,,,,,,,,,,,,,,,,
186,PT08M50.00S,2021-12-21T03:39:40.8Z,2,REGULAR,steal,,[],203490,,,1610612744,31,28,2021-12-21T03:39:43Z,1840000,,,0,,O. Porter Jr. STEAL (1 STL),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M45.00S,2021-12-21T03:39:46.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627814,92.59198423127464,2.696078431372549,1610612744,34,28,2021-12-21T03:39:49Z,1850000,-237.0,17.0,1,right,D. Lee 3PT  (6 PTS) (N. Bjelica 2 AST),"[1627814, 202357]",1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,Made,,6.0,23.71,,,,N. Bjelica,202357.0,2.0,,,
189,PT08M25.00S,2021-12-21T03:40:06.1Z,2,REGULAR,3pt,Jump Shot,[],1629002,34.37910643889619,44.11764705882353,1610612758,34,28,2021-12-21T03:40:10Z,1870000,29.0,271.0,1,left,MISS C. Metu 27' step back 3PT,[1629002],1610612758.0,SAC,step back,,,Metu,C. Metu,,,,,,,,,,,,,Missed,,,27.23,,,,,,,,,
190,PT08M23.00S,2021-12-21T03:40:08.1Z,2,REGULAR,rebound,defensive,[],203490,,,1610612744,34,28,2021-12-21T03:40:38Z,1880000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:2),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,189.0,,,2.0,2.0,0.0,,,,,,
191,PT08M06.00S,2021-12-21T03:40:25.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2738,92.46057818659659,57.35294117647059,1610612744,36,28,2021-12-21T03:40:28Z,1890000,37.0,18.0,1,right,A. Iguodala driving reverse Layup (7 PTS),[2738],1610612744.0,GSW,driving reverse,,,Iguodala,A. Iguodala,,,,,,,,,,,,,Made,,7.0,4.11,,,,,,,,,
192,PT07M52.00S,2021-12-21T03:40:40.3Z,2,REGULAR,3pt,Jump Shot,[],203084,21.50131406044678,4.166666666666666,1610612758,36,28,2021-12-21T03:40:42Z,1900000,229.0,150.0,1,left,MISS H. Barnes 27' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,Missed,,,27.37,,,,,,,,,
193,PT07M50.00S,2021-12-21T03:40:44.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,36,28,2021-12-21T03:40:44Z,1910000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,192.0,,,,,,,,,,,
194,PT07M50.00S,2021-12-21T03:40:45.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,36,28,2021-12-21T03:40:45Z,1920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT07M50.00S,2021-12-21T03:40:51.7Z,2,REGULAR,substitution,out,[],203090,,,1610612744,36,28,2021-12-21T03:40:57Z,1930000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT07M50.00S,2021-12-21T03:40:51.7Z,2,REGULAR,substitution,out,[],1627745,,,1610612744,36,28,2021-12-21T03:40:57Z,1940000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M50.00S,2021-12-21T03:40:51.7Z,2,REGULAR,substitution,in,[],1627741,,,1610612744,36,28,2021-12-21T03:40:57Z,1950000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M50.00S,2021-12-21T03:40:51.7Z,2,REGULAR,substitution,in,[],202684,,,1610612744,36,28,2021-12-21T03:40:57Z,1960000,,,0,,SUB in: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M33.00S,2021-12-21T03:41:17.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203490,93.64323258869908,44.85294117647059,1610612744,38,28,2021-12-21T03:41:19Z,1970000,-26.0,7.0,1,right,O. Porter Jr. driving finger roll Layup (5 PTS),[203490],1610612744.0,GSW,driving finger roll,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,Made,,5.0,2.67,,,,,,,,,
200,PT07M13.00S,2021-12-21T03:41:36.6Z,2,REGULAR,3pt,Jump Shot,[],1630169,17.69053876478318,3.6764705882352944,1610612758,38,31,2021-12-21T03:41:44Z,1980000,232.0,114.0,1,left,T. Haliburton 25' 3PT step back (12 PTS),[1630169],1610612758.0,SAC,step back,,,Haliburton,T. Haliburton,,,,,,,,,,,,,Made,,12.0,25.8,,,,,,,,,
201,PT07M00.00S,2021-12-21T03:41:50.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202357,90.09526938239159,48.77450980392157,1610612744,38,31,2021-12-21T03:41:53Z,1990000,-6.0,41.0,1,right,MISS N. Bjelica Layup,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,Missed,,,4.11,,,,,,,,,
202,PT06M57.00S,2021-12-21T03:41:53.6Z,2,REGULAR,rebound,offensive,[],202357,,,1610612744,38,31,2021-12-21T03:42:25Z,2000000,,,0,,N. Bjelica REBOUND (Off:2 Def:0),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,201.0,,,2.0,0.0,2.0,,,,,,
203,PT06M54.00S,2021-12-21T03:41:55.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202357,94.40999984741211,50.0,1610612744,38,31,2021-12-21T03:41:55Z,2010000,0.0,0.0,1,right,MISS N. Bjelica tip Layup,[202357],1610612744.0,GSW,tip,,,Bjelica,N. Bjelica,,,,,,,,,,,,,Missed,,,0.0,,,,,,,,,
204,PT06M53.00S,2021-12-21T03:41:56.5Z,2,REGULAR,rebound,offensive,[],202357,,,1610612744,38,31,2021-12-21T03:41:56Z,2020000,,,0,,N. Bjelica REBOUND (Off:3 Def:0),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,203.0,,,3.0,0.0,3.0,,,,,,
205,PT06M53.00S,2021-12-21T03:41:56.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202357,94.40999984741211,50.0,1610612744,40,31,2021-12-21T03:41:56Z,2030000,0.0,0.0,1,right,N. Bjelica tip Layup (4 PTS),[202357],1610612744.0,GSW,tip,,,Bjelica,N. Bjelica,,,,,,,,,,,,,Made,,4.0,0.0,,,,,,,,,
206,PT06M47.00S,2021-12-21T03:42:03.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202684,7.440867279894875,45.588235294117645,1610612758,40,31,2021-12-21T03:42:06Z,2040000,22.0,17.0,1,left,MISS T. Thompson cutting Layup,[202684],1610612758.0,SAC,cutting,,,Thompson,T. Thompson,,,,,,,,,,,,,Missed,,,2.81,,,,,,,,,
207,PT06M46.00S,2021-12-21T03:42:06.6Z,2,REGULAR,rebound,offensive,[],202684,,,1610612758,40,31,2021-12-21T03:42:06Z,2050000,,,0,,T. Thompson REBOUND (Off:3 Def:2),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,206.0,,,5.0,2.0,3.0,,,,,,
208,PT06M46.00S,2021-12-21T03:42:09.1Z,2,REGULAR,foul,personal,[],202357,,,1610612758,40,31,2021-12-21T03:42:30Z,2060000,,,0,,N. Bjelica personal FOUL (1 PF),"[202357, 202684]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,202049.0,1.0,0.0,Thompson,202684.0,,,,,,,,,,,,,
210,PT06M46.00S,2021-12-21T03:42:33.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,40,31,2021-12-21T03:42:33Z,2080000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M46.00S,2021-12-21T03:44:13.4Z,2,REGULAR,substitution,out,[],202357,,,1610612758,40,31,2021-12-21T03:45:07Z,2090000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M46.00S,2021-12-21T03:44:13.4Z,2,REGULAR,substitution,out,[],2738,,,1610612758,40,31,2021-12-21T03:45:07Z,2100000,,,0,,SUB out: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M46.00S,2021-12-21T03:44:13.4Z,2,REGULAR,substitution,in,[],203110,,,1610612758,40,31,2021-12-21T03:45:07Z,2120000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M46.00S,2021-12-21T03:44:13.4Z,2,REGULAR,substitution,out,[],203490,,,1610612758,40,31,2021-12-21T03:45:14Z,2130000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M46.00S,2021-12-21T03:44:13.4Z,2,REGULAR,substitution,in,[],1629308,,,1610612758,40,31,2021-12-21T03:45:14Z,2140000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M46.00S,2021-12-21T03:44:13.4Z,2,REGULAR,substitution,in,[],1626172,,,1610612758,40,31,2021-12-21T03:45:38Z,2150000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M37.00S,2021-12-21T03:45:39.7Z,2,REGULAR,foul,personal,['2freethrow'],1629185,,,1610612758,40,31,2021-12-21T03:45:46Z,2160000,,,0,,C. Chiozza shooting personal FOUL (2 PF) (Haliburton 2 FT),"[1629185, 1630169]",1610612744.0,GSW,shooting,,,Chiozza,C. Chiozza,,,,,,,,202056.0,2.0,0.0,Haliburton,1630169.0,,,,,,,,,,,,,
220,PT06M37.00S,2021-12-21T03:46:07.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630169,,,1610612758,40,32,2021-12-21T03:46:07Z,2180000,,,0,,T. Haliburton Free Throw 1 of 2 (13 PTS),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,Made,,13.0,,,,,,,,,,
221,PT06M37.00S,2021-12-21T03:46:26.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630169,,,1610612758,40,33,2021-12-21T03:46:26Z,2190000,,,0,,T. Haliburton Free Throw 2 of 2 (14 PTS),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,Made,,14.0,,,,,,,,,,
222,PT06M25.00S,2021-12-21T03:46:41.2Z,2,REGULAR,turnover,out-of-bounds,[],1629185,,,1610612744,40,33,2021-12-21T03:46:42Z,2200000,,,0,,C. Chiozza bad pass out-of-bounds TURNOVER (2 TO),[1629185],1610612744.0,GSW,bad pass,,,Chiozza,C. Chiozza,,,,,2.0,,,202056.0,,,,,,,,,,,,,,,,,
223,PT06M08.00S,2021-12-21T03:47:05.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629002,29.25427069645204,22.794117647058822,1610612758,40,33,2021-12-21T03:47:08Z,2210000,136.0,222.0,1,left,MISS C. Metu 26' 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,Missed,,,26.08,,,,,,,,,
224,PT06M06.00S,2021-12-21T03:47:11.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,40,33,2021-12-21T03:47:11Z,2220000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,223.0,,,,,,,,,,,
225,PT06M06.00S,2021-12-21T03:47:12.7Z,2,REGULAR,foul,personal,[],1626172,,,1610612758,40,33,2021-12-21T03:47:19Z,2230000,,,0,,K. Looney loose ball personal FOUL (1 PF),"[1626172, 202684]",1610612744.0,GSW,loose ball,,,Looney,K. Looney,,,,,,,,202056.0,1.0,0.0,Thompson,202684.0,,,,,,,,,,,,,
227,PT06M06.00S,2021-12-21T03:47:26.6Z,2,REGULAR,substitution,out,[],1629185,,,1610612758,40,33,2021-12-21T03:47:33Z,2250000,,,0,,SUB out: C. Chiozza,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M06.00S,2021-12-21T03:47:26.6Z,2,REGULAR,substitution,in,[],201939,,,1610612758,40,33,2021-12-21T03:47:33Z,2260000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT05M56.00S,2021-12-21T03:47:53.4Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630169,21.76412614980289,60.78431372549019,1610612758,40,33,2021-12-21T03:47:56Z,2270000,-54.0,152.0,1,left,MISS T. Haliburton 16' driving floating Shot,[1630169],1610612758.0,SAC,driving floating,,,Haliburton,T. Haliburton,,,,,,,,,,,,,Missed,,,16.14,,,,,,,,,
230,PT05M53.00S,2021-12-21T03:47:57.2Z,2,REGULAR,rebound,defensive,[],1629308,,,1610612744,40,33,2021-12-21T03:47:57Z,2280000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:1),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,229.0,,,1.0,1.0,0.0,,,,,,
231,PT05M44.00S,2021-12-21T03:48:05.5Z,2,REGULAR,2pt,Jump Shot,[],1627814,80.3712220762155,23.52941176470588,1610612744,42,33,2021-12-21T03:48:08Z,2290000,-132.0,132.0,1,right,D. Lee 18' step back Jump Shot (8 PTS),[1627814],1610612744.0,GSW,step back,,,Lee,D. Lee,,,,,,,,,,,,,Made,,8.0,18.7,,,,,,,,,
232,PT05M32.00S,2021-12-21T03:48:18.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630169,5.469776609724048,37.254901960784316,1610612758,42,33,2021-12-21T03:48:21Z,2300000,64.0,-1.0,1,left,MISS T. Haliburton 6' driving Hook,[1630169],1610612758.0,SAC,driving,,,Haliburton,T. Haliburton,,,,,,,,,,,,,Missed,,,6.37,,,,,,,,,
233,PT05M30.00S,2021-12-21T03:48:20.1Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,42,33,2021-12-21T03:48:49Z,2310000,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,232.0,,,3.0,3.0,0.0,,,,,,
234,PT05M24.00S,2021-12-21T03:48:26.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,94.03745072273325,45.588235294117645,1610612744,44,33,2021-12-21T03:48:31Z,2320000,-22.0,4.0,1,right,S. Curry Layup (11 PTS) (D. Green 3 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,Made,,11.0,2.24,,,,D. Green,203110.0,3.0,,,
236,PT05M11.00S,2021-12-21T03:48:38.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629002,13.222733245729303,42.15686274509804,1610612758,44,33,2021-12-21T03:48:41Z,2340000,39.0,72.0,1,left,MISS C. Metu 8' turnaround Hook,[1629002],1610612758.0,SAC,turnaround,,,Metu,C. Metu,,,,,,,,,,,,,Missed,,,8.18,,,,,,,,,
237,PT05M10.00S,2021-12-21T03:48:43.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,44,33,2021-12-21T03:48:43Z,2350000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,236.0,,,,,,,,,,,
238,PT05M10.00S,2021-12-21T03:48:44.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,44,33,2021-12-21T03:48:44Z,2360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M10.00S,2021-12-21T03:48:50.6Z,2,REGULAR,substitution,out,[],203084,,,1610612758,44,33,2021-12-21T03:48:53Z,2370000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M10.00S,2021-12-21T03:48:50.6Z,2,REGULAR,substitution,in,[],203090,,,1610612758,44,33,2021-12-21T03:48:53Z,2380000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M08.00S,2021-12-21T03:49:03.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,12.302890932982917,94.85294117647058,1610612758,44,33,2021-12-21T03:49:06Z,2390000,-224.0,63.0,1,left,MISS B. Hield 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,Missed,,,23.3,,,,,,,,,
242,PT05M05.00S,2021-12-21T03:49:07.4Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,44,33,2021-12-21T03:49:07Z,2400000,,,0,,D. Green REBOUND (Off:0 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,241.0,,,4.0,4.0,0.0,,,,,,
243,PT04M46.00S,2021-12-21T03:49:25.9Z,2,REGULAR,2pt,Jump Shot,[],201939,93.11760840998686,15.686274509803921,1610612744,44,33,2021-12-21T03:49:29Z,2410000,-172.0,12.0,1,right,MISS S. Curry 17' step back Shot,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,,,,,,,,,Missed,,,17.2,,,,,,,,,
244,PT04M44.00S,2021-12-21T03:49:27.9Z,2,REGULAR,rebound,defensive,[],202684,,,1610612758,44,33,2021-12-21T03:49:37Z,2420000,,,0,,T. Thompson REBOUND (Off:3 Def:3),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,243.0,,,6.0,3.0,3.0,,,,,,
245,PT04M35.00S,2021-12-21T03:49:39.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627814,,,1610612758,44,33,2021-12-21T03:49:49Z,2430000,,,0,,D. Lee personal FOUL (1 PF) (Thompson 2 FT),"[1627814, 202684]",1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,202049.0,1.0,0.0,Thompson,202684.0,,,,,,,,,,,,,
247,PT04M35.00S,2021-12-21T03:50:20.4Z,2,REGULAR,freethrow,1 of 2,[],202684,,,1610612758,44,33,2021-12-21T03:50:20Z,2450000,,,0,,MISS T. Thompson Free Throw 1 of 2,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,Missed,,,,,,,,,,,,
248,PT04M35.00S,2021-12-21T03:50:20.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,44,33,2021-12-21T03:50:20Z,2460000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,247.0,,,,,,,,,,,
249,PT04M35.00S,2021-12-21T03:50:42.5Z,2,REGULAR,freethrow,2 of 2,[],202684,,,1610612758,44,33,2021-12-21T03:50:42Z,2470000,,,0,,MISS T. Thompson Free Throw 2 of 2,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,Missed,,,,,,,,,,,,
250,PT04M33.00S,2021-12-21T03:50:43.7Z,2,REGULAR,rebound,defensive,[],1629308,,,1610612744,44,33,2021-12-21T03:50:43Z,2480000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:2),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,249.0,,,2.0,2.0,0.0,,,,,,
251,PT04M24.00S,2021-12-21T03:50:52.7Z,2,REGULAR,3pt,Jump Shot,[],201939,69.33311432325887,77.69607843137256,1610612744,44,33,2021-12-21T03:50:55Z,2490000,138.0,236.0,1,right,MISS S. Curry 27' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,Missed,,,27.35,,,,,,,,,
252,PT04M22.00S,2021-12-21T03:50:55.8Z,2,REGULAR,rebound,defensive,[],1629002,,,1610612758,44,33,2021-12-21T03:50:55Z,2500000,,,0,,C. Metu REBOUND (Off:0 Def:3),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,251.0,,,3.0,3.0,0.0,,,,,,
253,PT04M08.00S,2021-12-21T03:51:09.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202684,12.959921156373195,44.85294117647059,1610612758,44,35,2021-12-21T03:51:12Z,2510000,26.0,69.0,1,left,T. Thompson 7' driving Hook (6 PTS),[202684],1610612758.0,SAC,driving,,,Thompson,T. Thompson,,,,,,,,,,,,,Made,,6.0,7.39,,,,,,,,,
254,PT03M57.00S,2021-12-21T03:51:22.9Z,2,REGULAR,foul,offensive,['inpenalty'],203110,,,1610612744,44,35,2021-12-21T03:51:29Z,2520000,,,0,,D. Green offensive FOUL (2 PF),"[203110, 1629002]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,202049.0,2.0,0.0,Metu,1629002.0,,,,,,,,,,,,,
256,PT03M57.00S,2021-12-21T03:51:22.9Z,2,REGULAR,turnover,offensive foul,[],203110,,,1610612744,44,35,2021-12-21T03:51:22Z,2540000,,,0,,D. Green offensive foul TURNOVER (3 TO),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,3.0,,,202049.0,,,,,,,,,,,,,,,,,
257,PT03M57.00S,2021-12-21T03:51:32.4Z,2,REGULAR,substitution,out,[],1630169,,,1610612758,44,35,2021-12-21T03:51:54Z,2550000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT03M57.00S,2021-12-21T03:51:32.4Z,2,REGULAR,substitution,out,[],1629002,,,1610612758,44,35,2021-12-21T03:51:54Z,2560000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT03M57.00S,2021-12-21T03:51:32.4Z,2,REGULAR,substitution,in,[],203084,,,1610612758,44,35,2021-12-21T03:51:54Z,2570000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M57.00S,2021-12-21T03:51:32.4Z,2,REGULAR,substitution,in,[],1629620,,,1610612758,44,35,2021-12-21T03:53:37Z,2585000,,,0,,SUB in: J. Robinson,[1629620],1610612758.0,SAC,,,,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT03M43.00S,2021-12-21T03:51:56.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203090,4.155716162943495,95.83333333333334,1610612758,44,38,2021-12-21T03:51:58Z,2590000,-229.0,-13.0,1,left,M. Harkless 3PT  (7 PTS) (J. Robinson 1 AST),"[203090, 1629620]",1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,Made,,7.0,22.96,,,,J. Robinson,1629620.0,1.0,,,
