actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
272,PT03M29.00S,2022-03-15T02:57:52.8Z,2,REGULAR,3pt,Jump Shot,[],1630166,27.020367936925098,14.460784313725492,1610612764,57,48,2022-03-15T02:57:56Z,2700000,178.0,201.0,1,left,MISS D. Avdija 26' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,26.87,Missed,,,,,,,,,,,,,,,,,,,
273,PT03M27.00S,2022-03-15T02:57:56.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,57,48,2022-03-15T02:57:56Z,2710000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,272.0,,,,,,,,,,,,,,,,
274,PT03M27.00S,2022-03-15T02:57:57.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,57,48,2022-03-15T02:57:57Z,2720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M14.00S,2022-03-15T02:58:18.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,92.46057818659659,53.92156862745098,1610612744,57,48,2022-03-15T02:58:21Z,2740000,20.0,18.0,1,right,MISS K. Looney Layup,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,2.69,Missed,,,,,,,,,,,,,,,,,,,
277,PT03M11.00S,2022-03-15T02:58:22.2Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,57,48,2022-03-15T02:58:22Z,2750000,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,276.0,2.0,1.0,1.0,,,,,,,,,,,,,
278,PT03M09.00S,2022-03-15T02:58:23.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201939,69.07030223390277,22.058823529411764,1610612744,60,48,2022-03-15T02:58:26Z,2760000,-140.0,238.0,1,right,S. Curry 27' 3PT  (13 PTS) (D. Green 4 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,27.61,Made,,,,,,,,,,13.0,D. Green,203110.0,4.0,,,,,,
280,PT02M50.00S,2022-03-15T02:58:43.4Z,2,REGULAR,turnover,lost ball,[],1630557,,,1610612764,60,48,2022-03-15T02:58:44Z,2780000,,,0,,C. Kispert lost ball TURNOVER (1 TO),"[1630557, 201939]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,1.0,Curry,201939.0,,,,,,,,,,
281,PT02M50.00S,2022-03-15T02:58:43.4Z,2,REGULAR,steal,,[],201939,,,1610612744,60,48,2022-03-15T02:58:45Z,2790000,,,0,,S. Curry STEAL (1 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT02M45.00S,2022-03-15T02:58:48.7Z,2,REGULAR,foul,personal,['3freethrow'],1630557,,,1610612744,60,48,2022-03-15T02:59:00Z,2800000,,,0,,C. Kispert shooting personal FOUL (1 PF) (Curry 3 FT),"[1630557, 201939]",1610612764.0,WAS,shooting,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Curry,201939.0,
284,PT02M45.00S,2022-03-15T02:59:21.7Z,2,REGULAR,freethrow,1 of 3,"['fromturnover', 'fastbreak']",201939,,,1610612744,61,48,2022-03-15T02:59:21Z,2820000,,,0,,S. Curry Free Throw 1 of 3 (14 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,,,,,,,,,,14.0,,,,,,,,,
285,PT02M45.00S,2022-03-15T02:59:37.1Z,2,REGULAR,freethrow,2 of 3,"['fastbreak', 'fromturnover']",201939,,,1610612744,62,48,2022-03-15T02:59:37Z,2830000,,,0,,S. Curry Free Throw 2 of 3 (15 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,,,,,,,,,,15.0,,,,,,,,,
286,PT02M45.00S,2022-03-15T02:59:37.9Z,2,REGULAR,substitution,out,[],1630541,,,1610612744,62,48,2022-03-15T02:59:45Z,2840000,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M45.00S,2022-03-15T02:59:37.9Z,2,REGULAR,substitution,out,[],1630557,,,1610612744,62,48,2022-03-15T02:59:45Z,2850000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M45.00S,2022-03-15T02:59:37.9Z,2,REGULAR,substitution,in,[],202691,,,1610612744,62,48,2022-03-15T02:59:45Z,2860000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M45.00S,2022-03-15T02:59:37.9Z,2,REGULAR,substitution,in,[],203484,,,1610612744,62,48,2022-03-15T02:59:45Z,2870000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M45.00S,2022-03-15T03:00:01.4Z,2,REGULAR,freethrow,3 of 3,"['fastbreak', 'fromturnover']",201939,,,1610612744,63,48,2022-03-15T03:00:01Z,2880000,,,0,,S. Curry Free Throw 3 of 3 (16 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,,,,,,,,,,16.0,,,,,,,,,
291,PT02M34.00S,2022-03-15T03:00:17.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,9.674770039421814,53.92156862745098,1610612764,63,50,2022-03-15T03:00:19Z,2890000,-20.0,38.0,1,left,D. Gafford cutting Layup (3 PTS) (R. Neto 3 AST),"[1629655, 203526]",1610612764.0,WAS,cutting,,,Gafford,D. Gafford,,,,,4.31,Made,,,,,,,,,,3.0,R. Neto,203526.0,3.0,,,,,,
293,PT02M34.00S,2022-03-15T03:00:20.8Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626172,,,1610612764,63,50,2022-03-15T03:00:32Z,2910000,,,0,,K. Looney shooting personal FOUL (1 PF) (Gafford 1 FT),"[1626172, 1629655]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,1199.0,1.0,0.0,Gafford,1629655.0,
295,PT02M34.00S,2022-03-15T03:00:42.2Z,2,REGULAR,freethrow,1 of 1,[],1629655,,,1610612764,63,50,2022-03-15T03:00:42Z,2930000,,,0,,MISS D. Gafford Free Throw 1 of 1,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,Missed,,,,,,,,,,,,,,,,,,,
296,PT02M32.00S,2022-03-15T03:00:43.3Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,63,50,2022-03-15T03:00:43Z,2940000,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,295.0,3.0,2.0,1.0,,,,,,,,,,,,,
297,PT02M20.00S,2022-03-15T03:00:55.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203110,93.64323258869908,61.029411764705884,1610612744,65,50,2022-03-15T03:00:58Z,2950000,55.0,7.0,1,right,D. Green cutting Layup (5 PTS) (K. Looney 2 AST),"[203110, 1626172]",1610612744.0,GSW,cutting,,,Green,D. Green,,,,,5.56,Made,,,,,,,,,,5.0,K. Looney,1626172.0,2.0,,,,,,
299,PT02M12.00S,2022-03-15T03:01:03.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628398,31.61957950065703,20.833333333333336,1610612764,65,50,2022-03-15T03:01:06Z,2970000,146.0,245.0,1,left,MISS K. Kuzma 28' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,28.48,Missed,,,,,,,,,,,,,,,,,,,
300,PT02M10.00S,2022-03-15T03:01:05.3Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,65,50,2022-03-15T03:01:24Z,2980000,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,299.0,3.0,3.0,0.0,,,,,,,,,,,,,
301,PT02M01.00S,2022-03-15T03:01:16.8Z,2,REGULAR,turnover,traveling,[],201939,,,1610612744,65,50,2022-03-15T03:01:18Z,2990000,,,0,,S. Curry traveling TURNOVER (2 TO),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,2.0,,,,,,,1201.0,,,,,
302,PT01M43.00S,2022-03-15T03:01:50.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629655,6.652431011826544,44.85294117647059,1610612764,65,52,2022-03-15T03:01:53Z,3000000,26.0,10.0,1,left,D. Gafford Layup (5 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,2.76,Made,,,,,,,,,,5.0,,,,,,,,,
303,PT01M37.00S,2022-03-15T03:01:57.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202691,93.9060446780552,45.83333333333333,1610612744,67,52,2022-03-15T03:02:00Z,3010000,-21.0,5.0,1,right,K. Thompson cutting Layup (12 PTS) (D. Green 5 AST),"[202691, 203110]",1610612744.0,GSW,cutting,,,Thompson,K. Thompson,,,,,2.13,Made,,,,,,,,,,12.0,D. Green,203110.0,5.0,,,,,,
305,PT01M21.00S,2022-03-15T03:02:13.4Z,2,REGULAR,2pt,Jump Shot,[],1628398,22.815374507227332,50.0,1610612764,67,52,2022-03-15T03:02:16Z,3030000,0.0,162.0,1,left,MISS K. Kuzma 16' Jump Shot,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,16.2,Missed,,,,,,,,,,,,,,,,,,,
306,PT01M19.00S,2022-03-15T03:02:15.4Z,2,REGULAR,rebound,offensive,[],1628398,,,1610612764,67,52,2022-03-15T03:09:13Z,3040000,,,0,,K. Kuzma REBOUND (Off:1 Def:5),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,305.0,6.0,5.0,1.0,,,,,,,,,,,,,
307,PT01M14.00S,2022-03-15T03:02:19.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628398,32.670827858081466,62.254901960784316,1610612764,67,52,2022-03-15T03:02:22Z,3050000,-61.0,255.0,1,left,MISS K. Kuzma 26' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,,
308,PT01M12.00S,2022-03-15T03:02:23.1Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,67,52,2022-03-15T03:02:23Z,3060000,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,307.0,2.0,2.0,0.0,,,,,,,,,,,,,
310,PT01M04.00S,2022-03-15T03:02:30.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,90.3580814717477,43.38235294117647,1610612744,69,52,2022-03-15T03:02:33Z,3080000,-33.0,38.0,1,right,S. Curry driving finger roll Layup (18 PTS),[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,5.05,Made,,,,,,,,,,18.0,,,,,,,,,
311,PT00M44.60S,2022-03-15T03:02:50.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,10.463206307490145,41.17647058823529,1610612764,69,52,2022-03-15T03:02:52Z,3090000,44.0,46.0,1,left,MISS D. Gafford 6' driving Layup - blocked,"[1629655, 1626172]",1610612764.0,WAS,driving,,,Gafford,D. Gafford,,,,,6.37,Missed,Looney,1626172.0,,,,,,,,,,,,,,,,,
312,PT00M44.60S,2022-03-15T03:02:50.7Z,2,REGULAR,block,,[],1626172,,,1610612764,69,52,2022-03-15T03:02:53Z,3100000,,,0,,K. Looney BLOCK (1 BLK),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M41.50S,2022-03-15T03:02:54.3Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,69,52,2022-03-15T03:02:54Z,3110000,,,0,,D. Green REBOUND (Off:0 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,311.0,4.0,4.0,0.0,,,,,,,,,,,,,
314,PT00M41.50S,2022-03-15T03:02:58.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203526,,,1610612744,69,52,2022-03-15T03:03:13Z,3120000,,,0,,R. Neto take personal FOUL (2 PF) (Curry 2 FT),"[203526, 201939]",1610612764.0,WAS,take,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,1201.0,2.0,0.0,Curry,201939.0,
316,PT00M41.50S,2022-03-15T03:03:32.5Z,2,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,70,52,2022-03-15T03:03:32Z,3140000,,,0,,S. Curry Free Throw 1 of 2 (19 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,,,,,,,,,,19.0,,,,,,,,,
317,PT00M41.50S,2022-03-15T03:03:51.3Z,2,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,71,52,2022-03-15T03:03:51Z,3150000,,,0,,S. Curry Free Throw 2 of 2 (20 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,,,,,,,,,,20.0,,,,,,,,,
318,PT00M33.40S,2022-03-15T03:04:02.0Z,2,REGULAR,3pt,Jump Shot,[],203484,32.933639947437584,47.794117647058826,1610612764,71,55,2022-03-15T03:04:06Z,3160000,11.0,257.0,1,left,K. Caldwell-Pope 25' 3PT bank (9 PTS) (R. Neto 4 AST),"[203484, 203526]",1610612764.0,WAS,bank,,,Caldwell-Pope,K. Caldwell-Pope,,,,,25.73,Made,,,,,,,,,,9.0,R. Neto,203526.0,4.0,,,,,,
320,PT00M19.00S,2022-03-15T03:04:28.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630166,,,1610612744,71,55,2022-03-15T03:04:34Z,3180000,,,0,,D. Avdija personal FOUL (1 PF) (Poole 2 FT),"[1630166, 1629673]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Poole,1629673.0,
322,PT00M19.00S,2022-03-15T03:04:50.5Z,2,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,72,55,2022-03-15T03:04:50Z,3200000,,,0,,J. Poole Free Throw 1 of 2 (13 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,,,,,,,,,,13.0,,,,,,,,,
323,PT00M19.00S,2022-03-15T03:05:04.0Z,2,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,73,55,2022-03-15T03:05:04Z,3210000,,,0,,J. Poole Free Throw 2 of 2 (14 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,,,,,,,,,,14.0,,,,,,,,,
324,PT00M02.40S,2022-03-15T03:05:28.2Z,2,REGULAR,2pt,Jump Shot,[],203484,7.178055190538765,88.72549019607843,1610612764,73,57,2022-03-15T03:06:05Z,3220000,-194.0,15.0,1,left,K. Caldwell-Pope 19' step back Jump Shot (11 PTS) (R. Neto 5 AST),"[203484, 203526]",1610612764.0,WAS,step back,,,Caldwell-Pope,K. Caldwell-Pope,,,,,19.42,Made,,,,,,,,,,11.0,R. Neto,203526.0,5.0,,,,,,
326,PT00M00.60S,2022-03-15T03:05:43.7Z,2,REGULAR,3pt,Jump Shot,[],203110,34.641918528252305,14.950980392156863,1610612744,73,57,2022-03-15T03:06:35Z,3240000,-175.0,562.0,1,right,MISS D. Green 58' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,58.86,Missed,,,,,,,,,,,,,,,,,,,
327,PT00M00.10S,2022-03-15T03:05:44.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,73,57,2022-03-15T03:06:35Z,3250000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,326.0,,,,,,,,,,,,,,,,
328,PT00M00.00S,2022-03-15T03:05:52.1Z,2,REGULAR,period,end,[],0,,,1610612744,73,57,2022-03-15T03:05:52Z,3260000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2022-03-15T03:21:31.1Z,3,REGULAR,substitution,out,['startperiod'],203110,,,1610612744,73,57,2022-03-15T03:21:40Z,3270000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2022-03-15T03:21:31.1Z,3,REGULAR,substitution,out,['startperiod'],1630166,,,1610612744,73,57,2022-03-15T03:21:40Z,3280000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2022-03-15T03:21:31.1Z,3,REGULAR,substitution,out,['startperiod'],1629655,,,1610612744,73,57,2022-03-15T03:21:40Z,3290000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2022-03-15T03:21:31.1Z,3,REGULAR,substitution,in,['startperiod'],1630228,,,1610612744,73,57,2022-03-15T03:21:40Z,3300000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-03-15T03:21:31.1Z,3,REGULAR,substitution,in,['startperiod'],1630557,,,1610612744,73,57,2022-03-15T03:21:40Z,3310000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-03-15T03:21:31.1Z,3,REGULAR,substitution,in,['startperiod'],204001,,,1610612744,73,57,2022-03-15T03:21:40Z,3320000,,,0,,SUB in: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-03-15T03:21:50.5Z,3,REGULAR,period,start,[],0,,,1610612744,73,57,2022-03-15T03:21:50Z,3330000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT11M42.00S,2022-03-15T03:22:08.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,9.017739816031538,40.19607843137255,1610612744,73,57,2022-03-15T03:22:10Z,3340000,49.0,32.0,1,left,MISS K. Looney Layup,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,5.87,Missed,,,,,,,,,,,,,,,,,,,
337,PT11M40.00S,2022-03-15T03:22:10.4Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,73,57,2022-03-15T03:22:10Z,3350000,,,0,,K. Looney REBOUND (Off:2 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,336.0,4.0,2.0,2.0,,,,,,,,,,,,,
338,PT11M37.00S,2022-03-15T03:22:12.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629673,31.488173455978973,81.37254901960785,1610612744,73,57,2022-03-15T03:22:15Z,3360000,-157.0,243.0,1,left,MISS J. Poole 28' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,28.97,Missed,,,,,,,,,,,,,,,,,,,
339,PT11M35.00S,2022-03-15T03:22:14.8Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,73,57,2022-03-15T03:22:20Z,3370000,,,0,,K. Kuzma REBOUND (Off:1 Def:6),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,338.0,7.0,6.0,1.0,,,,,,,,,,,,,
340,PT11M13.00S,2022-03-15T03:22:36.1Z,3,REGULAR,turnover,bad pass,[],204001,,,1610612764,73,57,2022-03-15T03:22:37Z,3380000,,,0,,K. Porzingis bad pass TURNOVER (2 TO),"[204001, 1630228]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,2.0,Kuminga,1630228.0,,,,,,,,,,
341,PT11M13.00S,2022-03-15T03:22:36.1Z,3,REGULAR,steal,,[],1630228,,,1610612744,73,57,2022-03-15T03:22:38Z,3390000,,,0,,J. Kuminga STEAL (2 STL),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT11M04.00S,2022-03-15T03:22:45.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626172,8.229303547963205,44.36274509803921,1610612744,75,57,2022-03-15T03:22:51Z,3400000,28.0,25.0,1,left,K. Looney cutting Layup (2 PTS) (S. Curry 5 AST),"[1626172, 201939]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,3.76,Made,,,,,,,,,,2.0,S. Curry,201939.0,5.0,,,,,,
344,PT10M48.00S,2022-03-15T03:23:02.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628398,91.80354796320631,50.73529411764706,1610612764,75,59,2022-03-15T03:23:04Z,3420000,4.0,25.0,1,right,K. Kuzma cutting DUNK (9 PTS) (K. Porzingis 2 AST),"[1628398, 204001]",1610612764.0,WAS,cutting,,,Kuzma,K. Kuzma,,,,,2.48,Made,,,,,,,,,,9.0,K. Porzingis,204001.0,2.0,,,,,,
346,PT10M34.00S,2022-03-15T03:23:17.8Z,3,REGULAR,3pt,Jump Shot,[],201939,31.61957950065703,50.98039215686274,1610612744,75,59,2022-03-15T03:23:26Z,3440000,-5.0,245.0,1,left,MISS S. Curry 24' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,24.47,Missed,,,,,,,,,,,,,,,,,,,
347,PT10M32.00S,2022-03-15T03:23:19.8Z,3,REGULAR,rebound,defensive,[],204001,,,1610612764,75,59,2022-03-15T03:23:26Z,3450000,,,0,,K. Porzingis REBOUND (Off:1 Def:4),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,346.0,5.0,4.0,1.0,,,,,,,,,,,,,
348,PT10M19.00S,2022-03-15T03:23:30.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203484,86.15308804204993,59.80392156862745,1610612764,75,61,2022-03-15T03:23:33Z,3460000,49.0,78.0,1,right,K. Caldwell-Pope 9' fadeaway Jump Shot (13 PTS) (K. Porzingis 3 AST),"[203484, 204001]",1610612764.0,WAS,fadeaway,,,Caldwell-Pope,K. Caldwell-Pope,,,,,9.19,Made,,,,,,,,,,13.0,K. Porzingis,204001.0,3.0,,,,,,
350,PT10M03.00S,2022-03-15T03:23:46.1Z,3,REGULAR,3pt,Jump Shot,[],202691,7.539421813403408,4.656862745098039,1610612744,78,61,2022-03-15T03:26:39Z,3480000,227.0,18.0,1,left,K. Thompson 3PT  (15 PTS) (S. Curry 6 AST),"[202691, 201939]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,22.74,Made,,,,,,,,,,15.0,S. Curry,201939.0,6.0,,,,,,
352,PT09M40.00S,2022-03-15T03:24:09.2Z,3,REGULAR,3pt,Jump Shot,[],1628398,91.80354796320631,96.56862745098039,1610612764,78,61,2022-03-15T03:24:11Z,3500000,233.0,25.0,1,right,MISS K. Kuzma 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,,
353,PT09M37.00S,2022-03-15T03:24:12.8Z,3,REGULAR,rebound,defensive,[],1629673,,,1610612744,78,61,2022-03-15T03:24:12Z,3510000,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,352.0,2.0,2.0,0.0,,,,,,,,,,,,,
354,PT09M32.00S,2022-03-15T03:24:17.5Z,3,REGULAR,turnover,bad pass,[],1629673,,,1610612744,78,61,2022-03-15T03:24:18Z,3520000,,,0,,J. Poole bad pass TURNOVER (1 TO),"[1629673, 203526]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,1.0,Neto,203526.0,,,,,,,,,,
355,PT09M32.00S,2022-03-15T03:24:17.5Z,3,REGULAR,steal,,[],203526,,,1610612764,78,61,2022-03-15T03:24:19Z,3530000,,,0,,R. Neto STEAL (4 STL),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT09M26.00S,2022-03-15T03:24:22.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630557,91.93495400788436,54.41176470588235,1610612764,78,63,2022-03-15T03:24:27Z,3540000,22.0,23.0,1,right,C. Kispert running DUNK (4 PTS),[1630557],1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,3.21,Made,,,,,,,,,,4.0,,,,,,,,,
358,PT09M01.00S,2022-03-15T03:24:49.3Z,3,REGULAR,2pt,Jump Shot,[],202691,5.206964520367937,18.137254901960784,1610612744,80,63,2022-03-15T03:24:53Z,3560000,159.0,-4.0,1,left,K. Thompson 15' turnaround fadeaway Jump Shot (17 PTS),[202691],1610612744.0,GSW,turnaround fadeaway,,,Thompson,K. Thompson,,,,,15.93,Made,,,,,,,,,,17.0,,,,,,,,,
359,PT08M41.00S,2022-03-15T03:25:08.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,93.51182654402102,55.63725490196079,1610612764,80,65,2022-03-15T03:25:10Z,3570000,28.0,8.0,1,right,K. Porzingis alley-oop DUNK (10 PTS) (K. Kuzma 2 AST),"[204001, 1628398]",1610612764.0,WAS,alley-oop,,,Porzingis,K. Porzingis,,,,,2.95,Made,,,,,,,,,,10.0,K. Kuzma,1628398.0,2.0,,,,,,
361,PT08M27.00S,2022-03-15T03:25:21.6Z,3,REGULAR,3pt,Jump Shot,[],202691,7.966491458607096,3.6764705882352944,1610612744,80,65,2022-03-15T03:25:24Z,3590000,232.0,22.0,1,left,MISS K. Thompson 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,23.27,Missed,,,,,,,,,,,,,,,,,,,
362,PT08M25.00S,2022-03-15T03:25:24.4Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,80,65,2022-03-15T03:25:24Z,3600000,,,0,,K. Looney REBOUND (Off:3 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,361.0,5.0,2.0,3.0,,,,,,,,,,,,,
363,PT08M21.00S,2022-03-15T03:25:31.6Z,3,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612744,80,65,2022-03-15T03:25:36Z,3610000,,,0,,J. Poole step out-of-bounds TURNOVER (2 TO),[1629673],1610612744.0,GSW,step,,,Poole,J. Poole,,,,,,,,,,,,,2.0,,,,,,,1199.0,,,,,
