actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
180,PT10M52.00S,2022-03-21T01:12:21.8Z,2,REGULAR,turnover,out-of-bounds,[],1630170,,,1610612759,27,36,2022-03-21T01:12:24Z,1760000,,,0,,D. Vassell lost ball out-of-bounds TURNOVER (1 TO),[1630170],1610612759.0,SAS,lost ball,,,Vassell,D. Vassell,,,,,,,,,,,1627541.0,,,,,1.0,,,,,,,,,
181,PT10M33.00S,2022-03-21T01:12:41.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202691,77.87450722733246,23.52941176470588,1610612744,29,36,2022-03-21T01:12:45Z,1770000,-132.0,155.0,1,right,K. Thompson 20' pullup Jump Shot (9 PTS),[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,20.42,Made,9.0,,,,,,,,,,,,,,,,,,
182,PT10M15.00S,2022-03-21T01:13:01.7Z,2,REGULAR,foul,personal,['2freethrow'],203110,,,1610612759,29,36,2022-03-21T01:13:17Z,1780000,,,0,,D. Green shooting personal FOUL (3 PF) (Collins 2 FT),"[203110, 1628380]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,,,,,,,1627541.0,3.0,0.0,Collins,1628380.0,,,,,,,,,,
184,PT10M15.00S,2022-03-21T01:13:28.7Z,2,REGULAR,freethrow,1 of 2,[],1628380,,,1610612759,29,36,2022-03-21T01:13:50Z,1800000,,,0,,MISS Z. Collins Free Throw 1 of 2,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,Missed,,,,,,,,,,,,,,,,,,,
186,PT10M15.00S,2022-03-21T01:13:28.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,29,36,2022-03-21T01:13:50Z,1805000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,184.0,,,,,,,,
185,PT10M15.00S,2022-03-21T01:13:28.7Z,2,REGULAR,freethrow,2 of 2,[],1628380,,,1610612759,29,37,2022-03-21T01:13:50Z,1810000,,,0,,Z. Collins Free Throw 2 of 2 (9 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
187,PT10M01.00S,2022-03-21T01:13:56.9Z,2,REGULAR,3pt,Jump Shot,[],202691,87.59855453350855,96.32352941176471,1610612744,32,37,2022-03-21T01:14:00Z,1820000,232.0,64.0,1,right,K. Thompson 24' 3PT step back (12 PTS) (D. Green 2 AST),"[202691, 203110]",1610612744.0,GSW,step back,,,Thompson,K. Thompson,,,,,24.03,Made,12.0,D. Green,203110.0,2.0,,,,,,,,,,,,,,,
189,PT09M43.00S,2022-03-21T01:14:14.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,14.273981603153747,49.754901960784316,1610612759,32,37,2022-03-21T01:14:17Z,1840000,1.0,82.0,1,left,MISS D. Murray 8' driving floating Shot,[1627749],1610612759.0,SAS,driving floating,,,Murray,D. Murray,,,,,8.17,Missed,,,,,,,,,,,,,,,,,,,
190,PT09M41.00S,2022-03-21T01:14:16.3Z,2,REGULAR,rebound,defensive,[],202357,,,1610612744,32,37,2022-03-21T01:15:47Z,1850000,,,0,,N. Bjelica REBOUND (Off:3 Def:1),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,189.0,4.0,1.0,3.0,,,,,
191,PT09M26.00S,2022-03-21T01:14:31.5Z,2,REGULAR,turnover,bad pass,[],202357,,,1610612744,32,37,2022-03-21T01:14:33Z,1860000,,,0,,N. Bjelica bad pass TURNOVER (1 TO),"[202357, 1630170]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,1.0,,,,,,,Vassell,1630170.0,
192,PT09M26.00S,2022-03-21T01:14:31.5Z,2,REGULAR,steal,,[],1630170,,,1610612759,32,37,2022-03-21T01:14:33Z,1870000,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M16.00S,2022-03-21T01:14:41.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628380,9.411957950065702,49.50980392156863,1610612759,32,39,2022-03-21T01:14:44Z,1880000,2.0,36.0,1,left,Z. Collins cutting Layup (11 PTS) (D. Murray 3 AST),"[1628380, 1627749]",1610612759.0,SAS,cutting,,,Collins,Z. Collins,,,,,3.61,Made,11.0,D. Murray,1627749.0,3.0,,,,,,,,,,,,,,,
197,PT09M01.00S,2022-03-21T01:14:56.8Z,2,REGULAR,3pt,Jump Shot,[],202691,71.04139290407359,80.3921568627451,1610612744,32,39,2022-03-21T01:14:59Z,1900000,152.0,220.0,1,right,MISS K. Thompson 26' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,,
198,PT08M59.00S,2022-03-21T01:14:58.8Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612759,32,39,2022-03-21T01:15:43Z,1910000,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,197.0,1.0,1.0,0.0,,,,,
199,PT08M50.00S,2022-03-21T01:15:07.4Z,2,REGULAR,3pt,Jump Shot,[],1629111,7.835085413929041,2.450980392156863,1610612759,32,39,2022-03-21T01:15:32Z,1920000,238.0,21.0,1,left,MISS J. Landale 3PT,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,23.86,Missed,,,,,,,,,,,,,,,,,,,
200,PT08M47.00S,2022-03-21T01:15:10.4Z,2,REGULAR,rebound,offensive,[],1630170,,,1610612759,32,39,2022-03-21T01:16:23Z,1930000,,,0,,D. Vassell REBOUND (Off:1 Def:0),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,199.0,1.0,0.0,1.0,,,,,
202,PT08M43.00S,2022-03-21T01:15:14.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629111,5.863994743758213,55.14705882352941,1610612759,32,39,2022-03-21T01:15:18Z,1950000,-26.0,3.0,1,left,MISS J. Landale reverse Layup,[1629111],1610612759.0,SAS,reverse,,,Landale,J. Landale,,,,,2.58,Missed,,,,,,,,,,,,,,,,,,,
203,PT08M40.00S,2022-03-21T01:15:17.4Z,2,REGULAR,rebound,defensive,[],202357,,,1610612744,32,39,2022-03-21T01:16:17Z,1960000,,,0,,N. Bjelica REBOUND (Off:3 Def:2),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,202.0,5.0,2.0,3.0,,,,,
204,PT08M34.00S,2022-03-21T01:15:25.7Z,2,REGULAR,turnover,traveling,[],202357,,,1610612744,32,39,2022-03-21T01:15:27Z,1970000,,,0,,N. Bjelica traveling TURNOVER (2 TO),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,2530.0,,,,,2.0,,,,,,,,,
205,PT08M28.00S,2022-03-21T01:15:51.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626196,9.411957950065702,95.09803921568627,1610612759,32,42,2022-03-21T01:15:55Z,1980000,-225.0,36.0,1,left,J. Richardson 3PT  (8 PTS) (D. Murray 4 AST),"[1626196, 1627749]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,22.84,Made,8.0,D. Murray,1627749.0,4.0,,,,,,,,,,,,,,,
207,PT08M18.00S,2022-03-21T01:16:03.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,32,42,2022-03-21T01:16:03Z,2000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M18.00S,2022-03-21T01:16:11.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,32,42,2022-03-21T01:16:11Z,2010000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M18.00S,2022-03-21T01:18:38.6Z,2,REGULAR,substitution,out,[],203110,,,1610612744,32,42,2022-03-21T01:18:53Z,2020000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M18.00S,2022-03-21T01:18:38.6Z,2,REGULAR,substitution,out,[],1628380,,,1610612744,32,42,2022-03-21T01:18:53Z,2030000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M18.00S,2022-03-21T01:18:38.6Z,2,REGULAR,substitution,out,[],1630170,,,1610612744,32,42,2022-03-21T01:18:53Z,2040000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M18.00S,2022-03-21T01:18:38.6Z,2,REGULAR,substitution,out,[],1629111,,,1610612744,32,42,2022-03-21T01:18:53Z,2050000,,,0,,SUB out: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M18.00S,2022-03-21T01:18:38.6Z,2,REGULAR,substitution,in,[],203490,,,1610612744,32,42,2022-03-21T01:18:53Z,2060000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M18.00S,2022-03-21T01:18:38.6Z,2,REGULAR,substitution,in,[],1627751,,,1610612744,32,42,2022-03-21T01:18:53Z,2070000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M18.00S,2022-03-21T01:18:38.6Z,2,REGULAR,substitution,in,[],1630580,,,1610612744,32,42,2022-03-21T01:18:53Z,2080000,,,0,,SUB in: J. Wieskamp,[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M18.00S,2022-03-21T01:18:38.6Z,2,REGULAR,substitution,in,[],1629640,,,1610612744,32,42,2022-03-21T01:18:53Z,2090000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M12.00S,2022-03-21T01:19:08.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202357,92.46057818659659,41.911764705882355,1610612744,34,42,2022-03-21T01:19:10Z,2100000,-40.0,18.0,1,right,N. Bjelica alley-oop Layup (4 PTS) (C. Chiozza 3 AST),"[202357, 1629185]",1610612744.0,GSW,alley-oop,,,Bjelica,N. Bjelica,,,,,4.44,Made,4.0,C. Chiozza,1629185.0,3.0,,,,,,,,,,,,,,,
219,PT07M58.00S,2022-03-21T01:19:22.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,17.95335085413929,62.254901960784316,1610612759,34,44,2022-03-21T01:19:24Z,2120000,-61.0,116.0,1,left,J. Richardson 13' pullup Jump Shot (10 PTS) (J. Poeltl 1 AST),"[1626196, 1627751]",1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,13.15,Made,10.0,J. Poeltl,1627751.0,1.0,,,,,,,,,,,,,,,
220,PT07M40.00S,2022-03-21T01:19:40.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,92.72339027595268,44.85294117647059,1610612744,36,44,2022-03-21T01:19:42Z,2130000,-26.0,16.0,1,right,J. Kuminga driving Layup (6 PTS),[1630228],1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,3.02,Made,6.0,,,,,,,,,,,,,,,,,,
221,PT07M29.00S,2022-03-21T01:19:51.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,10.726018396846255,38.48039215686275,1610612759,36,44,2022-03-21T01:19:54Z,2140000,58.0,48.0,1,left,MISS J. Poeltl 7' cutting Layup,[1627751],1610612759.0,SAS,cutting,,,Poeltl,J. Poeltl,,,,,7.52,Missed,,,,,,,,,,,,,,,,,,,
222,PT07M27.00S,2022-03-21T01:19:53.6Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612759,36,44,2022-03-21T01:20:10Z,2150000,,,0,,J. Poeltl REBOUND (Off:3 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,221.0,4.0,1.0,3.0,,,,,
223,PT07M24.00S,2022-03-21T01:19:56.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627751,5.590000152587891,50.0,1610612759,36,44,2022-03-21T01:27:14Z,2160000,0.0,0.0,1,left,MISS J. Poeltl putback Layup,[1627751],1610612759.0,SAS,putback,,,Poeltl,J. Poeltl,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
225,PT07M23.00S,2022-03-21T01:19:57.4Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612759,36,44,2022-03-21T01:27:14Z,2180000,,,0,,J. Poeltl REBOUND (Off:4 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,223.0,5.0,1.0,4.0,,,,,
226,PT07M21.00S,2022-03-21T01:19:59.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629640,22.421156373193167,86.76470588235294,1610612759,36,44,2022-03-21T01:20:02Z,2190000,-184.0,158.0,1,left,MISS K. Johnson 24' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,24.26,Missed,,,,,,,,,,,,,,,,,,,
227,PT07M18.00S,2022-03-21T01:20:03.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,36,44,2022-03-21T01:20:03Z,2200000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,226.0,,,,,,,,
228,PT07M18.00S,2022-03-21T01:20:05.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,36,44,2022-03-21T01:20:05Z,2210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M18.00S,2022-03-21T01:20:12.7Z,2,REGULAR,substitution,out,[],202691,,,1610612744,36,44,2022-03-21T01:20:16Z,2220000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M18.00S,2022-03-21T01:20:12.7Z,2,REGULAR,substitution,in,[],203952,,,1610612744,36,44,2022-03-21T01:20:16Z,2230000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M07.00S,2022-03-21T01:20:32.1Z,2,REGULAR,3pt,Jump Shot,[],203490,70.12155059132719,79.16666666666666,1610612744,36,44,2022-03-21T01:20:34Z,2240000,146.0,228.0,1,right,MISS O. Porter Jr. 27' 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,27.1,Missed,,,,,,,,,,,,,,,,,,,
232,PT07M04.00S,2022-03-21T01:20:36.6Z,2,REGULAR,rebound,offensive,[],1630228,,,1610612744,36,44,2022-03-21T01:20:36Z,2250000,,,0,,J. Kuminga REBOUND (Off:1 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,231.0,2.0,1.0,1.0,,,,,
233,PT07M04.00S,2022-03-21T01:20:42.4Z,2,REGULAR,foul,personal,[],1630580,,,1610612744,36,44,2022-03-21T01:20:53Z,2260000,,,0,,J. Wieskamp personal FOUL (1 PF),"[1630580, 1630228]",1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,,,,,,,2530.0,1.0,0.0,Kuminga,1630228.0,,,,,,,,,,
235,PT06M51.00S,2022-03-21T01:21:09.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203952,89.96386333771353,25.98039215686275,1610612744,36,44,2022-03-21T01:21:11Z,2280000,-120.0,42.0,1,right,MISS A. Wiggins 12' pullup Shot,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,12.72,Missed,,,,,,,,,,,,,,,,,,,
236,PT06M49.00S,2022-03-21T01:21:11.1Z,2,REGULAR,rebound,offensive,[],203490,,,1610612744,36,44,2022-03-21T01:21:18Z,2290000,,,0,,O. Porter Jr. REBOUND (Off:3 Def:0),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,235.0,3.0,0.0,3.0,,,,,
237,PT06M46.00S,2022-03-21T01:21:13.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203490,94.40999984741211,50.0,1610612744,38,44,2022-03-21T01:21:13Z,2300000,0.0,0.0,1,right,O. Porter Jr. putback Layup (10 PTS),[203490],1610612744.0,GSW,putback,,,Porter Jr.,O. Porter Jr.,,,,,0.0,Made,10.0,,,,,,,,,,,,,,,,,,
238,PT06M33.00S,2022-03-21T01:21:26.0Z,2,REGULAR,2pt,Jump Shot,[],1626196,3.3672798948751645,74.01960784313727,1610612759,38,46,2022-03-21T01:21:28Z,2310000,-120.0,-21.0,1,left,J. Richardson 12' Jump Shot (12 PTS) (D. Murray 5 AST),"[1626196, 1627749]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,12.19,Made,12.0,D. Murray,1627749.0,5.0,,,,,,,,,,,,,,,
240,PT06M24.00S,2022-03-21T01:21:38.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,38,46,2022-03-21T01:21:38Z,2330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M24.00S,2022-03-21T01:21:39.2Z,2,REGULAR,substitution,out,[],1629185,,,1610612744,38,46,2022-03-21T01:21:51Z,2340000,,,0,,SUB out: C. Chiozza,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M24.00S,2022-03-21T01:21:39.2Z,2,REGULAR,substitution,out,[],1627749,,,1610612744,38,46,2022-03-21T01:21:51Z,2350000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M24.00S,2022-03-21T01:21:39.2Z,2,REGULAR,substitution,out,[],1626196,,,1610612744,38,46,2022-03-21T01:21:51Z,2360000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M24.00S,2022-03-21T01:21:39.2Z,2,REGULAR,substitution,in,[],1629673,,,1610612744,38,46,2022-03-21T01:21:51Z,2370000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M24.00S,2022-03-21T01:21:39.2Z,2,REGULAR,substitution,in,[],1630200,,,1610612744,38,46,2022-03-21T01:21:51Z,2380000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M24.00S,2022-03-21T01:21:39.2Z,2,REGULAR,substitution,in,[],1630563,,,1610612744,38,46,2022-03-21T01:21:51Z,2390000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M20.00S,2022-03-21T01:22:04.1Z,2,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612744,38,46,2022-03-21T01:22:14Z,2400000,,,0,,J. Poeltl shooting personal FOUL (2 PF) (Wiggins 2 FT),"[1627751, 203952]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,,,,,,,201245.0,2.0,0.0,Wiggins,203952.0,,,,,,,,,,
249,PT06M20.00S,2022-03-21T01:22:29.3Z,2,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,38,46,2022-03-21T01:22:29Z,2420000,,,0,,MISS A. Wiggins Free Throw 1 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Missed,,,,,,,,,,,,,,,,,,,
250,PT06M20.00S,2022-03-21T01:22:29.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,38,46,2022-03-21T01:22:29Z,2430000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,249.0,,,,,,,,
251,PT06M20.00S,2022-03-21T01:22:44.8Z,2,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,39,46,2022-03-21T01:22:44Z,2440000,,,0,,A. Wiggins Free Throw 2 of 2 (3 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
252,PT06M04.00S,2022-03-21T01:23:01.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,11.514454664914586,48.77450980392157,1610612759,39,46,2022-03-21T01:23:04Z,2450000,6.0,56.0,1,left,MISS K. Johnson driving floating Shot,[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,5.6,Missed,,,,,,,,,,,,,,,,,,,
253,PT06M02.00S,2022-03-21T01:23:03.7Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,39,46,2022-03-21T01:23:16Z,2460000,,,0,,A. Wiggins REBOUND (Off:1 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,252.0,3.0,2.0,1.0,,,,,
254,PT05M57.00S,2022-03-21T01:23:08.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202357,64.99671484888306,40.68627450980392,1610612744,42,46,2022-03-21T01:23:11Z,2470000,-47.0,277.0,1,right,N. Bjelica 28' 3PT  (7 PTS) (A. Wiggins 2 AST),"[202357, 203952]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,28.04,Made,7.0,A. Wiggins,203952.0,2.0,,,,,,,,,,,,,,,
256,PT05M44.00S,2022-03-21T01:23:25.7Z,2,REGULAR,foul,personal,[],1630228,,,1610612759,42,46,2022-03-21T01:23:30Z,2490000,,,0,,J. Kuminga personal FOUL (1 PF),"[1630228, 1629640]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,201245.0,1.0,0.0,Johnson,1629640.0,,,,,,,,,,
258,PT05M33.00S,2022-03-21T01:23:54.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,18.00262812089356,36.76087622549019,1610612759,42,46,2022-03-21T01:24:25Z,2510000,66.0,117.0,1,left,MISS J. Poeltl 13' floating Shot,[1627751],1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,13.42,Missed,,,,,,,,,,,,,,,,,,,
259,PT05M31.00S,2022-03-21T01:23:56.5Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612759,42,46,2022-03-21T01:24:25Z,2520000,,,0,,J. Poeltl REBOUND (Off:5 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,258.0,6.0,1.0,5.0,,,,,
260,PT05M31.00S,2022-03-21T01:23:59.7Z,2,REGULAR,foul,personal,['2freethrow'],202357,,,1610612759,42,46,2022-03-21T01:24:11Z,2530000,,,0,,N. Bjelica shooting personal FOUL (1 PF) (Poeltl 2 FT),"[202357, 1627751]",1610612744.0,GSW,shooting,,,Bjelica,N. Bjelica,,,,,,,,,,,2530.0,1.0,0.0,Poeltl,1627751.0,,,,,,,,,,
262,PT05M31.00S,2022-03-21T01:24:23.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627751,,,1610612759,42,46,2022-03-21T01:24:23Z,2550000,,,0,,MISS J. Poeltl Free Throw 1 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,Missed,,,,,,,,,,,,,,,,,,,
263,PT05M31.00S,2022-03-21T01:24:23.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,42,46,2022-03-21T01:24:23Z,2560000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,262.0,,,,,,,,
264,PT05M31.00S,2022-03-21T01:24:40.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627751,,,1610612759,42,47,2022-03-21T01:24:40Z,2570000,,,0,,J. Poeltl Free Throw 2 of 2 (6 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
265,PT05M16.00S,2022-03-21T01:24:57.6Z,2,REGULAR,turnover,bad pass,[],1629673,,,1610612744,42,47,2022-03-21T01:24:59Z,2580000,,,0,,J. Poole bad pass TURNOVER (2 TO),"[1629673, 1630200]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,2.0,,,,,,,Jones,1630200.0,
266,PT05M16.00S,2022-03-21T01:24:57.6Z,2,REGULAR,steal,,[],1630200,,,1610612759,42,47,2022-03-21T01:25:02Z,2590000,,,0,,T. Jones STEAL (1 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M10.00S,2022-03-21T01:25:03.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630563,28.33442838370565,80.63725490196079,1610612759,42,47,2022-03-21T01:25:57Z,2600000,-153.0,214.0,1,left,MISS J. Primo 26' running 3PT,[1630563],1610612759.0,SAS,running,,,Primo,J. Primo,,,,,26.3,Missed,,,,,,,,,,,,,,,,,,,
268,PT05M08.00S,2022-03-21T01:25:05.9Z,2,REGULAR,rebound,offensive,[],1629640,,,1610612759,42,47,2022-03-21T01:25:17Z,2610000,,,0,,K. Johnson REBOUND (Off:1 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,267.0,2.0,1.0,1.0,,,,,
269,PT05M05.00S,2022-03-21T01:25:10.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,42,47,2022-03-21T01:25:10Z,2620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M03.00S,2022-03-21T01:25:35.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630580,24.655059132720105,86.76470588235294,1610612759,42,47,2022-03-21T01:25:38Z,2630000,-184.0,179.0,1,left,MISS J. Wieskamp 25' 3PT,[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,,
