actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
23,PT10M13.00S,2022-04-03T00:42:44.1Z,1,REGULAR,3pt,Jump Shot,[],202711,73.27529566360053,12.745098039215685,1610612762,0,7,2022-04-03T00:42:46Z,230000,-186.0,199.0,1,right,MISS B. Bogdanovic 27' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,27.24,Missed,,,,,,,,,,,,,,,,,,,
24,PT10M11.00S,2022-04-03T00:42:46.1Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,0,7,2022-04-03T00:43:03Z,240000,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,
25,PT10M01.00S,2022-04-03T00:42:56.2Z,1,REGULAR,3pt,Jump Shot,[],203952,5.206964520367937,96.07843137254902,1610612744,3,7,2022-04-03T00:42:58Z,250000,-230.0,-4.0,1,left,A. Wiggins 3PT  (3 PTS) (J. Poole 1 AST),"[203952, 1629673]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,23.04,Made,3.0,J. Poole,1629673.0,1.0,,,,,,,,,,,,,,,
27,PT09M43.00S,2022-04-03T00:43:13.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,85.23324572930355,54.41176470588235,1610612762,3,7,2022-04-03T00:43:16Z,270000,22.0,86.0,1,right,MISS M. Conley 8' driving floating Shot - blocked,"[201144, 203952]",1610612762.0,UTA,driving floating,,,Conley,M. Conley,,,,,8.91,Missed,,,,,,,,,,,,,,,Wiggins,203952.0,,,
28,PT09M43.00S,2022-04-03T00:43:13.8Z,1,REGULAR,block,,[],203952,,,1610612762,3,7,2022-04-03T00:43:17Z,280000,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M41.00S,2022-04-03T00:43:15.8Z,1,REGULAR,rebound,offensive,[],203497,,,1610612762,3,7,2022-04-03T00:45:22Z,290000,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,27.0,2.0,1.0,1.0,,,,,,,,,,,
30,PT09M39.00S,2022-04-03T00:43:18.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203497,91.67214191852825,52.69607843137255,1610612762,3,7,2022-04-03T00:45:28Z,300000,13.0,26.0,1,right,MISS R. Gobert turnaround bank Shot,[203497],1610612762.0,UTA,turnaround bank,,,Gobert,R. Gobert,,,,,2.91,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M37.00S,2022-04-03T00:43:20.7Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,3,7,2022-04-03T00:46:31Z,310000,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,
32,PT09M29.00S,2022-04-03T00:43:28.0Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,3,7,2022-04-03T00:43:29Z,320000,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 203497]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,1.0,,,Gobert,203497.0,
33,PT09M29.00S,2022-04-03T00:43:28.0Z,1,REGULAR,steal,,[],203497,,,1610612762,3,7,2022-04-03T00:43:30Z,330000,,,0,,R. Gobert STEAL (1 STL),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M25.00S,2022-04-03T00:43:33.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202711,90.3580814717477,96.07843137254902,1610612762,3,7,2022-04-03T00:47:10Z,340000,230.0,38.0,1,right,MISS B. Bogdanovic running pullup 3PT,[202711],1610612762.0,UTA,running pullup,,,Bogdanovic,B. Bogdanovic,,,,,23.35,Missed,,,,,,,,,,,,,,,,,,,
35,PT09M23.00S,2022-04-03T00:43:35.0Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,3,7,2022-04-03T00:44:37Z,350000,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,
36,PT09M03.00S,2022-04-03T00:43:54.1Z,1,REGULAR,2pt,Jump Shot,[],202691,23.78449408672799,19.630821078431374,1610612744,5,7,2022-04-03T00:45:49Z,360000,152.0,171.0,1,left,K. Thompson 22' Jump Shot (2 PTS) (D. Green 1 AST),"[202691, 203110]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,22.87,Made,2.0,D. Green,203110.0,1.0,,,,,,,,,,,,,,,
38,PT08M41.00S,2022-04-03T00:44:18.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,89.96386333771353,49.01960784313725,1610612762,5,9,2022-04-03T00:44:21Z,380000,-5.0,42.0,1,right,R. Gobert cutting DUNK (4 PTS) (M. Conley 1 AST),"[203497, 201144]",1610612762.0,UTA,cutting,,,Gobert,R. Gobert,,,,,4.21,Made,4.0,M. Conley,201144.0,1.0,,,,,,,,,,,,,,,
40,PT08M41.00S,2022-04-03T00:44:22.7Z,1,REGULAR,foul,personal,['1freethrow'],203952,,,1610612762,5,9,2022-04-03T00:44:31Z,400000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Gobert 1 FT),"[203952, 203497]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,202027.0,1.0,0.0,Gobert,203497.0,,,,,,
42,PT08M41.00S,2022-04-03T00:44:48.5Z,1,REGULAR,freethrow,1 of 1,[],203497,,,1610612762,5,9,2022-04-03T00:44:48Z,420000,,,0,,MISS R. Gobert Free Throw 1 of 1,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Missed,,,,,,,,,,,,,,,,,,,
43,PT08M39.00S,2022-04-03T00:44:49.2Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,5,9,2022-04-03T00:44:49Z,430000,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,42.0,2.0,2.0,0.0,,,,,,,,,,,
44,PT08M29.00S,2022-04-03T00:44:59.6Z,1,REGULAR,3pt,Jump Shot,[],202691,24.26084099868594,9.313725490196079,1610612744,5,9,2022-04-03T00:45:01Z,440000,203.0,176.0,1,left,MISS K. Thompson 26' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,26.87,Missed,,,,,,,,,,,,,,,,,,,
45,PT08M26.00S,2022-04-03T00:45:02.4Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,5,9,2022-04-03T00:45:02Z,450000,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,44.0,3.0,2.0,1.0,,,,,,,,,,,
46,PT08M19.00S,2022-04-03T00:45:09.3Z,1,REGULAR,3pt,Jump Shot,[],1628378,64.60249671484888,47.794117647058826,1610612762,5,12,2022-04-03T00:45:13Z,460000,-11.0,280.0,1,right,D. Mitchell 28' 3PT pullup (6 PTS),[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,28.04,Made,6.0,,,,,,,,,,,,,,,,,,
47,PT08M18.00S,2022-04-03T00:45:15.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,5,12,2022-04-03T00:45:15Z,470000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M18.00S,2022-04-03T00:46:00.3Z,1,REGULAR,instantreplay,request,[],0,,,1610612744,5,12,2022-04-03T00:46:10Z,480000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,2005.0,,,,,,,,,,Changed to 2-pt FG
49,PT08M04.00S,2022-04-03T00:48:24.8Z,1,REGULAR,3pt,Jump Shot,[],1629673,17.69053876478318,5.147058823529411,1610612744,8,12,2022-04-03T00:48:27Z,490000,224.0,114.0,1,left,J. Poole 25' 3PT  (3 PTS) (D. Green 2 AST),"[1629673, 203110]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,25.15,Made,3.0,D. Green,203110.0,2.0,,,,,,,,,,,,,,,
51,PT07M41.00S,2022-04-03T00:48:48.6Z,1,REGULAR,foul,personal,['3freethrow'],202691,,,1610612762,8,12,2022-04-03T00:48:58Z,510000,,,0,,K. Thompson shooting personal FOUL (1 PF) (Mitchell 3 FT),"[202691, 1628378]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,,,,,,,,,,,202027.0,1.0,0.0,Mitchell,1628378.0,,,,,,
53,PT07M41.00S,2022-04-03T00:49:17.7Z,1,REGULAR,freethrow,1 of 3,[],1628378,,,1610612762,8,13,2022-04-03T00:49:17Z,530000,,,0,,D. Mitchell Free Throw 1 of 3 (7 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
54,PT07M41.00S,2022-04-03T00:49:36.1Z,1,REGULAR,freethrow,2 of 3,[],1628378,,,1610612762,8,13,2022-04-03T00:49:36Z,540000,,,0,,MISS D. Mitchell Free Throw 2 of 3,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
55,PT07M41.00S,2022-04-03T00:49:36.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,8,13,2022-04-03T00:49:36Z,550000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,
56,PT07M41.00S,2022-04-03T00:49:56.2Z,1,REGULAR,freethrow,3 of 3,[],1628378,,,1610612762,8,14,2022-04-03T00:49:56Z,560000,,,0,,D. Mitchell Free Throw 3 of 3 (8 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
57,PT07M27.00S,2022-04-03T00:50:09.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,17.345597897503286,56.15042892156863,1610612744,8,14,2022-04-03T00:50:16Z,570000,-31.0,111.0,1,left,MISS A. Wiggins 11' step back Shot,[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,11.47,Missed,,,,,,,,,,,,,,,,,,,
58,PT07M24.00S,2022-04-03T00:50:12.9Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,8,14,2022-04-03T00:50:16Z,580000,,,0,,R. Gobert REBOUND (Off:1 Def:3),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,57.0,4.0,3.0,1.0,,,,,,,,,,,
59,PT07M09.00S,2022-04-03T00:50:29.4Z,1,REGULAR,3pt,Jump Shot,[],201144,71.04139290407359,22.794117647058822,1610612762,8,17,2022-04-03T00:51:36Z,590000,-136.0,220.0,1,right,M. Conley 25' 3PT pullup (3 PTS),[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,25.84,Made,3.0,,,,,,,,,,,,,,,,,,
61,PT06M59.00S,2022-04-03T00:50:41.5Z,1,REGULAR,foul,personal,[],201144,,,1610612744,8,17,2022-04-03T00:50:45Z,610000,,,0,,M. Conley personal FOUL (1 PF),"[201144, 1629673]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,2005.0,1.0,0.0,Poole,1629673.0,,,,,,
63,PT06M59.00S,2022-04-03T00:50:48.5Z,1,REGULAR,substitution,out,[],203497,,,1610612744,8,17,2022-04-03T00:50:58Z,630000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M59.00S,2022-04-03T00:50:48.5Z,1,REGULAR,substitution,out,[],201144,,,1610612744,8,17,2022-04-03T00:50:58Z,640000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M59.00S,2022-04-03T00:50:48.5Z,1,REGULAR,substitution,in,[],202355,,,1610612744,8,17,2022-04-03T00:50:58Z,650000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M59.00S,2022-04-03T00:50:48.5Z,1,REGULAR,substitution,in,[],203903,,,1610612744,8,17,2022-04-03T00:50:58Z,660000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M51.00S,2022-04-03T00:51:11.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203110,14.011169513797633,47.794117647058826,1610612744,10,17,2022-04-03T00:51:15Z,670000,11.0,79.0,1,left,D. Green 8' driving floating Jump Shot (2 PTS) (K. Thompson 1 AST),"[203110, 202691]",1610612744.0,GSW,driving floating,,,Green,D. Green,,,,,8.0,Made,2.0,K. Thompson,202691.0,1.0,,,,,,,,,,,,,,,
69,PT06M34.00S,2022-04-03T00:51:28.7Z,1,REGULAR,3pt,Jump Shot,[],203903,70.77858081471747,11.029411764705882,1610612762,10,20,2022-04-03T00:51:31Z,690000,-195.0,222.0,1,right,J. Clarkson 29' 3PT  (3 PTS) (D. Mitchell 1 AST),"[203903, 1628378]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,29.56,Made,3.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,,,,,,
71,PT06M20.00S,2022-04-03T00:51:42.4Z,1,REGULAR,3pt,Jump Shot,[],203952,31.488173455978973,64.70588235294117,1610612744,10,20,2022-04-03T00:51:45Z,710000,-74.0,243.0,1,left,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,,
72,PT06M17.00S,2022-04-03T00:51:46.3Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612762,10,20,2022-04-03T00:51:46Z,720000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,71.0,1.0,1.0,0.0,,,,,,,,,,,
73,PT06M09.00S,2022-04-03T00:51:53.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,92.06636005256242,55.392156862745104,1610612762,10,20,2022-04-03T00:51:56Z,730000,27.0,22.0,1,right,MISS B. Bogdanovic driving Layup,[202711],1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,3.49,Missed,,,,,,,,,,,,,,,,,,,
74,PT06M07.00S,2022-04-03T00:51:56.8Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,10,20,2022-04-03T00:51:56Z,740000,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,73.0,2.0,2.0,0.0,,,,,,,,,,,
75,PT06M07.00S,2022-04-03T00:52:02.7Z,1,REGULAR,foul,personal,[],203903,,,1610612744,10,20,2022-04-03T00:53:39Z,750000,,,0,,J. Clarkson take personal FOUL (1 PF),"[203903, 1629673]",1610612762.0,UTA,take,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,202037.0,1.0,0.0,Poole,1629673.0,,,,,,
77,PT06M07.00S,2022-04-03T00:52:10.4Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,10,20,2022-04-03T00:52:16Z,770000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M07.00S,2022-04-03T00:52:10.4Z,1,REGULAR,substitution,out,[],202691,,,1610612744,10,20,2022-04-03T00:52:16Z,780000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M07.00S,2022-04-03T00:52:10.4Z,1,REGULAR,substitution,in,[],203490,,,1610612744,10,20,2022-04-03T00:52:16Z,790000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M07.00S,2022-04-03T00:52:10.4Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,10,20,2022-04-03T00:52:16Z,800000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M59.00S,2022-04-03T00:52:39.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,13.222733245729303,44.85294117647059,1610612744,12,20,2022-04-03T00:52:42Z,810000,26.0,72.0,1,left,A. Wiggins 7' driving floating Jump Shot (5 PTS),[203952],1610612744.0,GSW,driving floating,,,Wiggins,A. Wiggins,,,,,7.63,Made,5.0,,,,,,,,,,,,,,,,,,
82,PT05M46.00S,2022-04-03T00:52:52.5Z,1,REGULAR,3pt,Jump Shot,[],1628378,66.17936925098554,63.23529411764706,1610612762,12,20,2022-04-03T00:52:55Z,820000,66.0,265.0,1,right,MISS D. Mitchell 27' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,27.35,Missed,,,,,,,,,,,,,,,,,,,
83,PT05M43.00S,2022-04-03T00:52:56.4Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,12,20,2022-04-03T00:52:56Z,830000,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,82.0,3.0,3.0,0.0,,,,,,,,,,,
84,PT05M38.00S,2022-04-03T00:53:00.9Z,1,REGULAR,3pt,Jump Shot,[],1629673,23.603810775295663,12.990196078431374,1610612744,12,20,2022-04-03T00:53:04Z,840000,185.0,169.0,1,left,MISS J. Poole 25' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,,
85,PT05M36.00S,2022-04-03T00:53:02.9Z,1,REGULAR,rebound,offensive,[],1629673,,,1610612744,12,20,2022-04-03T00:53:15Z,850000,,,0,,J. Poole REBOUND (Off:1 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,84.0,3.0,2.0,1.0,,,,,,,,,,,
86,PT05M33.00S,2022-04-03T00:53:06.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629673,13.354139290407357,48.77450980392157,1610612744,14,20,2022-04-03T00:54:53Z,860000,6.0,73.0,1,left,J. Poole 7' floating Jump Shot (5 PTS),[1629673],1610612744.0,GSW,floating,,,Poole,J. Poole,,,,,7.33,Made,5.0,,,,,,,,,,,,,,,,,,
87,PT05M12.00S,2022-04-03T00:53:26.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202355,92.59198423127464,42.8921568627451,1610612762,14,20,2022-04-03T00:53:30Z,870000,-36.0,17.0,1,right,MISS H. Whiteside DUNK - blocked,"[202355, 1629673]",1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,3.94,Missed,,,,,,,,,,,,,,,Poole,1629673.0,,,
88,PT05M12.00S,2022-04-03T00:53:26.5Z,1,REGULAR,block,,[],1629673,,,1610612762,14,20,2022-04-03T01:00:06Z,880000,,,0,,J. Poole BLOCK (1 BLK),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M10.00S,2022-04-03T00:53:28.5Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,14,20,2022-04-03T01:00:06Z,890000,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,87.0,1.0,1.0,0.0,,,,,,,,,,,
90,PT05M02.00S,2022-04-03T00:53:37.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203490,8.09789750328515,44.36274509803921,1610612744,16,20,2022-04-03T00:56:44Z,900000,28.0,24.0,1,left,O. Porter Jr. cutting Layup (2 PTS) (D. Green 3 AST),"[203490, 203110]",1610612744.0,GSW,cutting,,,Porter Jr.,O. Porter Jr.,,,,,3.68,Made,2.0,D. Green,203110.0,3.0,,,,,,,,,,,,,,,
92,PT04M40.00S,2022-04-03T00:53:58.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,91.80354796320631,63.725490196078425,1610612762,16,22,2022-04-03T00:54:01Z,920000,69.0,25.0,1,right,B. Bogdanovic 7' driving Layup (4 PTS) (R. O'Neale 1 AST),"[202711, 1626220]",1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,7.28,Made,4.0,R. O'Neale,1626220.0,1.0,,,,,,,,,,,,,,,
