actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
33,PT09M43.00S,2022-01-10T01:44:50.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,8.754927726675426,55.14705882352941,1610612739,4,5,2022-01-10T01:45:01Z,330000,-26.0,30.0,1,left,MISS D. Garland driving finger roll Layup,[1629636],1610612739.0,CLE,driving finger roll,,,Garland,D. Garland,,,,,,,,,,3.94,Missed,,,,,,,,,,,,,,
34,PT09M42.00S,2022-01-10T01:44:51.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,4,5,2022-01-10T01:45:01Z,340000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,
35,PT09M42.00S,2022-01-10T01:44:56.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,4,5,2022-01-10T01:44:56Z,350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT09M38.00S,2022-01-10T01:45:15.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,21.107095926412615,92.40196078431373,1610612739,4,8,2022-01-10T01:45:18Z,360000,-212.0,146.0,1,left,D. Garland 25' 3PT step back (3 PTS),[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,,,,,,25.74,Made,3.0,,,,,,,,,,,,,
37,PT09M19.00S,2022-01-10T01:45:33.8Z,1,REGULAR,3pt,Jump Shot,[],202691,94.82588699080158,3.6764705882352944,1610612744,4,8,2022-01-10T01:45:36Z,370000,-232.0,-4.0,1,right,MISS K. Thompson 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,23.16,Missed,,,,,,,,,,,,,,
38,PT09M17.00S,2022-01-10T01:45:35.8Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,4,8,2022-01-10T01:52:16Z,380000,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,
39,PT09M02.00S,2022-01-10T01:45:51.7Z,1,REGULAR,turnover,bad pass,[],1630596,,,1610612739,4,8,2022-01-10T01:45:53Z,390000,,,0,,E. Mobley bad pass TURNOVER (1 TO),"[1630596, 1629308]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,1.0,Toscano-Anderson,1629308.0,,,
40,PT09M02.00S,2022-01-10T01:45:51.7Z,1,REGULAR,steal,,[],1629308,,,1610612744,4,8,2022-01-10T01:45:54Z,400000,,,0,,J. Toscano-Anderson STEAL (1 STL),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M56.00S,2022-01-10T01:45:57.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201939,71.17279894875165,13.480392156862745,1610612744,7,8,2022-01-10T01:46:00Z,410000,-183.0,218.0,1,right,S. Curry 28' 3PT  (3 PTS) (J. Toscano-Anderson 1 AST),"[201939, 1629308]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,28.48,Made,3.0,J. Toscano-Anderson,1629308.0,1.0,,,,,,,,,,
43,PT08M36.00S,2022-01-10T01:46:19.5Z,1,REGULAR,foul,personal,[],202691,,,1610612739,7,8,2022-01-10T01:46:23Z,430000,,,0,,K. Thompson personal FOUL (1 PF),"[202691, 1628374]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,1363.0,1.0,0.0,Markkanen,1628374.0,,,,,,,,,,,,,,,,
45,PT08M22.00S,2022-01-10T01:46:50.5Z,1,REGULAR,2pt,Jump Shot,[],1630596,5.075558475689881,22.54901960784314,1610612739,7,8,2022-01-10T01:46:54Z,450000,137.0,-5.0,1,left,MISS E. Mobley 13' turnaround Shot,[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,,,,,,13.74,Missed,,,,,,,,,,,,,,
46,PT08M20.00S,2022-01-10T01:46:52.5Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,7,8,2022-01-10T01:50:44Z,460000,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,45.0,2.0,2.0,0.0,,,,,,
47,PT08M12.00S,2022-01-10T01:46:59.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,91.27792378449409,63.725490196078425,1610612744,7,8,2022-01-10T01:48:16Z,470000,69.0,29.0,1,right,MISS K. Thompson 7' turnaround fadeaway Shot,[202691],1610612744.0,GSW,turnaround fadeaway,,,Thompson,K. Thompson,,,,,,,,,,7.47,Missed,,,,,,,,,,,,,,
48,PT08M10.00S,2022-01-10T01:47:01.7Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,7,8,2022-01-10T01:50:37Z,480000,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,47.0,3.0,2.0,1.0,,,,,,
49,PT08M04.00S,2022-01-10T01:47:08.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202691,70.77858081471747,75.24509803921569,1610612744,7,8,2022-01-10T01:47:09Z,490000,126.0,222.0,1,right,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,25.55,Missed,,,,,,,,,,,,,,
50,PT08M02.00S,2022-01-10T01:47:10.1Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,7,8,2022-01-10T01:50:30Z,500000,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,
51,PT07M56.00S,2022-01-10T01:47:16.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,12.434296977660972,50.98039215686274,1610612739,7,10,2022-01-10T01:47:19Z,510000,-5.0,64.0,1,left,J. Allen 6' Hook (5 PTS) (D. Garland 1 AST),"[1628386, 1629636]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,6.46,Made,5.0,D. Garland,1629636.0,1.0,,,,,,,,,,
53,PT07M37.00S,2022-01-10T01:47:37.0Z,1,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612744,7,10,2022-01-10T01:47:54Z,530000,,,0,,E. Mobley shooting personal FOUL (1 PF) (Curry 2 FT),"[1630596, 201939]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,1363.0,1.0,0.0,Curry,201939.0,,,,,,,,,,,,,,,,
55,PT07M37.00S,2022-01-10T01:48:03.8Z,1,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,8,10,2022-01-10T01:48:03Z,550000,,,0,,S. Curry Free Throw 1 of 2 (4 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
56,PT07M37.00S,2022-01-10T01:48:04.6Z,1,REGULAR,substitution,out,[],202691,,,1610612744,8,10,2022-01-10T01:48:07Z,560000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M37.00S,2022-01-10T01:48:04.6Z,1,REGULAR,substitution,in,[],1629673,,,1610612744,8,10,2022-01-10T01:48:07Z,570000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M37.00S,2022-01-10T01:48:23.7Z,1,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,9,10,2022-01-10T01:48:23Z,580000,,,0,,S. Curry Free Throw 2 of 2 (5 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
59,PT07M24.00S,2022-01-10T01:48:42.3Z,1,REGULAR,turnover,bad pass,[],1630596,,,1610612739,9,10,2022-01-10T01:48:43Z,590000,,,0,,E. Mobley bad pass TURNOVER (2 TO),"[1630596, 1626172]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,2.0,Looney,1626172.0,,,
60,PT07M24.00S,2022-01-10T01:48:42.3Z,1,REGULAR,steal,,[],1626172,,,1610612744,9,10,2022-01-10T01:48:44Z,600000,,,0,,K. Looney STEAL (1 STL),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M14.00S,2022-01-10T01:48:52.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203952,90.62089356110381,95.34313725490196,1610612744,9,10,2022-01-10T01:48:56Z,610000,227.0,36.0,1,right,MISS A. Wiggins 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,22.95,Missed,,,,,,,,,,,,,,
62,PT07M12.00S,2022-01-10T01:48:54.8Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,9,10,2022-01-10T01:50:07Z,620000,,,0,,L. Markkanen REBOUND (Off:0 Def:2),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,61.0,2.0,2.0,0.0,,,,,,
63,PT06M53.00S,2022-01-10T01:49:13.4Z,1,REGULAR,3pt,Jump Shot,[],1629636,5.338370565045992,95.34313725490196,1610612739,9,13,2022-01-10T01:49:16Z,630000,-227.0,-2.0,1,left,D. Garland 3PT  (6 PTS) (L. Stevens 1 AST),"[1629636, 1630205]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,22.67,Made,6.0,L. Stevens,1630205.0,1.0,,,,,,,,,,
65,PT06M32.00S,2022-01-10T01:49:34.7Z,1,REGULAR,2pt,Jump Shot,[],203952,73.14388961892247,57.59803921568627,1610612744,9,13,2022-01-10T01:49:37Z,650000,38.0,200.0,1,right,MISS A. Wiggins 20' step back Shot,[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,,,,,,20.35,Missed,,,,,,,,,,,,,,
66,PT06M29.00S,2022-01-10T01:49:38.6Z,1,REGULAR,rebound,offensive,[],201939,,,1610612744,9,13,2022-01-10T01:49:38Z,660000,,,0,,S. Curry REBOUND (Off:1 Def:0),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,65.0,1.0,0.0,1.0,,,,,,
67,PT06M23.00S,2022-01-10T01:49:43.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629308,92.72339027595268,56.86274509803921,1610612744,11,13,2022-01-10T01:49:48Z,670000,34.0,16.0,1,right,J. Toscano-Anderson cutting finger roll Layup (2 PTS) (J. Poole 1 AST),"[1629308, 1629673]",1610612744.0,GSW,cutting finger roll,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,3.78,Made,2.0,J. Poole,1629673.0,1.0,,,,,,,,,,
69,PT06M16.00S,2022-01-10T01:49:53.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,11,13,2022-01-10T01:49:53Z,690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M16.00S,2022-01-10T01:49:57.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,11,13,2022-01-10T01:49:57Z,700000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M16.00S,2022-01-10T01:52:26.8Z,1,REGULAR,substitution,out,[],1629308,,,1610612739,11,13,2022-01-10T01:52:47Z,710000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M16.00S,2022-01-10T01:52:26.8Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,11,13,2022-01-10T01:52:47Z,720000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M16.00S,2022-01-10T01:52:26.8Z,1,REGULAR,substitution,out,[],1630205,,,1610612739,11,13,2022-01-10T01:52:47Z,730000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M16.00S,2022-01-10T01:52:26.8Z,1,REGULAR,substitution,in,[],2738,,,1610612739,11,13,2022-01-10T01:52:47Z,740000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M16.00S,2022-01-10T01:52:26.8Z,1,REGULAR,substitution,in,[],1626224,,,1610612739,11,13,2022-01-10T01:52:47Z,750000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M16.00S,2022-01-10T01:52:26.8Z,1,REGULAR,substitution,in,[],201567,,,1610612739,11,13,2022-01-10T01:52:47Z,760000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M58.00S,2022-01-10T01:53:23.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,7.046649145860711,53.67647058823529,1610612739,11,15,2022-01-10T01:53:27Z,770000,-18.0,14.0,1,left,J. Allen alley-oop DUNK (7 PTS) (K. Love 1 AST),"[1628386, 201567]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,,,,,,2.29,Made,7.0,K. Love,201567.0,1.0,,,,,,,,,,
79,PT05M38.00S,2022-01-10T01:53:43.2Z,1,REGULAR,3pt,Jump Shot,[],201939,77.21747700394218,7.598039215686274,1610612744,14,15,2022-01-10T01:53:46Z,790000,-212.0,162.0,1,right,S. Curry 26' 3PT step back (8 PTS) (A. Iguodala 1 AST),"[201939, 2738]",1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,,,,,,26.66,Made,8.0,A. Iguodala,2738.0,1.0,,,,,,,,,,
81,PT05M21.00S,2022-01-10T01:54:00.1Z,1,REGULAR,2pt,Jump Shot,[],201567,25.969119579500656,54.90196078431373,1610612739,14,15,2022-01-10T01:54:02Z,810000,-25.0,192.0,1,left,MISS K. Love 19' Jump Shot,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,19.32,Missed,,,,,,,,,,,,,,
82,PT05M19.00S,2022-01-10T01:54:02.1Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,14,15,2022-01-10T01:55:49Z,820000,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,81.0,2.0,1.0,1.0,,,,,,
83,PT05M17.00S,2022-01-10T01:54:05.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628386,13.222733245729303,49.50980392156863,1610612739,14,15,2022-01-10T01:55:44Z,830000,2.0,72.0,1,left,MISS J. Allen 7' turnaround Hook,[1628386],1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,,,,,,7.18,Missed,,,,,,,,,,,,,,
84,PT05M16.00S,2022-01-10T01:54:06.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,14,15,2022-01-10T01:55:44Z,840000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,
85,PT05M16.00S,2022-01-10T01:54:11.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,14,15,2022-01-10T01:54:11Z,850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M06.00S,2022-01-10T01:54:23.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203952,85.49605781865965,49.26470588235294,1610612744,14,15,2022-01-10T01:54:26Z,860000,-4.0,84.0,1,right,MISS A. Wiggins 8' driving Hook,[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,,,,,,8.39,Missed,,,,,,,,,,,,,,
87,PT05M03.00S,2022-01-10T01:54:27.4Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,14,15,2022-01-10T01:54:27Z,870000,,,0,,K. Looney REBOUND (Off:2 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,86.0,4.0,2.0,2.0,,,,,,
88,PT05M00.00S,2022-01-10T01:54:28.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201939,69.42961563731932,66.67432598039215,1610612744,17,15,2022-01-10T01:54:40Z,880000,83.0,235.0,1,right,S. Curry 24' 3PT  (11 PTS) (K. Looney 1 AST),"[201939, 1626172]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,24.93,Made,11.0,K. Looney,1626172.0,1.0,,,,,,,,,,
90,PT04M51.00S,2022-01-10T01:54:38.7Z,1,REGULAR,3pt,Jump Shot,[],201567,29.122864651773984,74.75490196078431,1610612739,17,15,2022-01-10T01:54:41Z,900000,-124.0,221.0,1,left,MISS K. Love 25' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,25.36,Missed,,,,,,,,,,,,,,
91,PT04M49.00S,2022-01-10T01:54:40.7Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,17,15,2022-01-10T01:55:38Z,910000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,90.0,1.0,1.0,0.0,,,,,,
