actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
185,PT12M00.00S,2021-11-22T02:08:33.3Z,2,REGULAR,substitution,in,['startperiod'],1627832,,,1610612744,36,24,2021-11-22T02:10:32Z,1747500,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2021-11-22T02:09:41.3Z,2,REGULAR,period,start,[],0,,,1610612761,36,24,2021-11-22T02:09:41Z,1750000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M46.00S,2021-11-22T02:09:55.0Z,2,REGULAR,turnover,bad pass,[],1630625,,,1610612761,36,24,2021-11-22T02:09:57Z,1760000,,,0,,D. Banton bad pass TURNOVER (1 TO),"[1630625, 1626172]",1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,1.0,Looney,1626172.0,
182,PT11M46.00S,2021-11-22T02:09:55.0Z,2,REGULAR,steal,,[],1626172,,,1610612744,36,24,2021-11-22T02:09:57Z,1770000,,,0,,K. Looney STEAL (1 STL),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT11M26.00S,2021-11-22T02:10:35.1Z,2,REGULAR,violation,kicked ball,[],1630173,,,1610612744,36,24,2021-11-22T02:30:31Z,1790000,,,0,,P. Achiuwa kicked ball VIOLATION,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,1626302.0,,,,,,,,
187,PT11M16.00S,2021-11-22T02:10:45.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629308,78.13731931668858,8.333333333333332,1610612744,36,24,2021-11-22T02:10:49Z,1800000,-208.0,153.0,1,right,MISS J. Toscano-Anderson 25' 3PT,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,,
188,PT11M14.00S,2021-11-22T02:10:47.7Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,36,24,2021-11-22T02:17:47Z,1810000,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,187.0,,,,,1.0,1.0,0.0,,,,,,,,,
189,PT11M08.00S,2021-11-22T02:10:55.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,6.1268068331143235,44.85294117647059,1610612761,36,24,2021-11-22T02:19:36Z,1820000,26.0,5.0,1,left,MISS C. Boucher Layup - blocked,"[1628449, 1629308]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,2.62,Missed,Toscano-Anderson,1629308.0,,,,,,,,,,,,,,,,,
190,PT11M08.00S,2021-11-22T02:10:55.9Z,2,REGULAR,block,,[],1629308,,,1610612761,36,24,2021-11-22T02:11:01Z,1830000,,,0,,J. Toscano-Anderson BLOCK (1 BLK),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT11M07.00S,2021-11-22T02:10:56.9Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,36,24,2021-11-22T02:19:42Z,1840000,,,0,,C. Boucher REBOUND (Off:1 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,189.0,,,,,2.0,1.0,1.0,,,,,,,,,
237,PT11M06.00S,2021-11-22T02:11:02.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,9.937582128777924,52.69607843137255,1610612761,36,24,2021-11-22T02:19:29Z,1845000,-13.0,41.0,1,left,MISS C. Boucher Layup - blocked,"[1628449, 1629308]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,4.31,Missed,Toscano-Anderson,1629308.0,,,,,,,,,,,,,,,,,
238,PT11M06.00S,2021-11-22T02:11:02.9Z,2,REGULAR,block,,[],1629308,,,1610612761,36,24,2021-11-22T02:19:29Z,1847500,,,0,,J. Toscano-Anderson BLOCK (2 BLK),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT11M05.00S,2021-11-22T02:11:03.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,36,24,2021-11-22T02:19:29Z,1848750,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,237.0,,,,,,,,,,,,,,,,
192,PT11M05.00S,2021-11-22T02:11:10.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,36,24,2021-11-22T02:11:10Z,1850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT11M01.00S,2021-11-22T02:11:21.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629018,33.98488830486202,38.48039215686275,1610612761,36,27,2021-11-22T02:19:29Z,1860000,58.0,267.0,1,left,G. Trent Jr. 27' 3PT  (6 PTS) (F. VanVleet 2 AST),"[1629018, 1627832]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,27.31,Made,,,,6.0,F. VanVleet,1627832.0,2.0,,,,,,,,,,,,
195,PT10M34.00S,2021-11-22T02:11:47.7Z,2,REGULAR,2pt,Jump Shot,[],1627814,91.59001314060447,30.24280024509804,1610612744,38,27,2021-11-22T02:12:04Z,1880000,-99.0,27.0,1,right,D. Lee 10' driving floating Jump Shot (2 PTS),[1627814],1610612744.0,GSW,driving floating,,,Lee,D. Lee,,,,,10.23,Made,,,,2.0,,,,,,,,,,,,,,,
196,PT10M14.00S,2021-11-22T02:12:08.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,10.068988173455978,50.73529411764706,1610612761,38,27,2021-11-22T02:12:14Z,1890000,-4.0,42.0,1,left,MISS F. VanVleet driving finger roll Layup,[1627832],1610612761.0,TOR,driving finger roll,,,VanVleet,F. VanVleet,,,,,4.23,Missed,,,,,,,,,,,,,,,,,,,
197,PT10M12.00S,2021-11-22T02:12:10.5Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,38,27,2021-11-22T02:17:39Z,1900000,,,0,,C. Boucher REBOUND (Off:2 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,196.0,,,,,3.0,1.0,2.0,,,,,,,,,
198,PT10M06.00S,2021-11-22T02:12:16.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,5.590000152587891,50.0,1610612761,38,29,2021-11-22T02:12:16Z,1910000,0.0,0.0,1,left,C. Boucher tip Layup (2 PTS),[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,0.0,Made,,,,2.0,,,,,,,,,,,,,,,
199,PT10M00.00S,2021-11-22T02:12:22.2Z,2,REGULAR,3pt,Jump Shot,[],203490,70.25295663600527,21.568627450980394,1610612744,41,29,2021-11-22T02:12:49Z,1920000,-142.0,227.0,1,right,O. Porter Jr. 26' 3PT  (3 PTS) (S. Curry 3 AST),"[203490, 201939]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,26.79,Made,,,,3.0,S. Curry,201939.0,3.0,,,,,,,,,,,,
201,PT09M42.00S,2021-11-22T02:12:41.1Z,2,REGULAR,foul,personal,['2freethrow'],203490,,,1610612761,41,29,2021-11-22T02:12:57Z,1940000,,,0,,O. Porter Jr. shooting personal FOUL (1 PF) (Trent Jr. 2 FT),"[203490, 1629018]",1610612744.0,GSW,shooting,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,1662.0,1.0,0.0,Trent Jr.,1629018.0,,,,
203,PT09M42.00S,2021-11-22T02:13:09.7Z,2,REGULAR,freethrow,1 of 2,[],1629018,,,1610612761,41,30,2021-11-22T02:13:09Z,1960000,,,0,,G. Trent Jr. Free Throw 1 of 2 (7 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,Made,,,,7.0,,,,,,,,,,,,,,,
204,PT09M42.00S,2021-11-22T02:13:24.3Z,2,REGULAR,freethrow,2 of 2,[],1629018,,,1610612761,41,31,2021-11-22T02:13:24Z,1970000,,,0,,G. Trent Jr. Free Throw 2 of 2 (8 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,Made,,,,8.0,,,,,,,,,,,,,,,
205,PT09M29.00S,2021-11-22T02:13:38.6Z,2,REGULAR,3pt,Jump Shot,[],203490,93.77463863337714,3.9215686274509802,1610612744,44,31,2021-11-22T02:13:41Z,1980000,-230.0,6.0,1,right,O. Porter Jr. 3PT  (6 PTS) (J. Toscano-Anderson 1 AST),"[203490, 1629308]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,23.05,Made,,,,6.0,J. Toscano-Anderson,1629308.0,1.0,,,,,,,,,,,,
207,PT09M07.00S,2021-11-22T02:14:00.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,12.171484888304862,55.63725490196079,1610612761,44,31,2021-11-22T02:14:12Z,2000000,-28.0,62.0,1,left,MISS G. Trent Jr. 6' driving floating Shot - blocked,"[1629018, 1627814]",1610612761.0,TOR,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,6.8,Missed,Lee,1627814.0,,,,,,,,,,,,,,,,,
208,PT09M07.00S,2021-11-22T02:14:00.7Z,2,REGULAR,block,,[],1627814,,,1610612761,44,31,2021-11-22T02:14:05Z,2010000,,,0,,D. Lee BLOCK (1 BLK),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M06.00S,2021-11-22T02:14:01.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,44,31,2021-11-22T02:14:12Z,2020000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,207.0,,,,,,,,,,,,,,,,
210,PT09M06.00S,2021-11-22T02:14:07.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,44,31,2021-11-22T02:14:07Z,2030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M04.00S,2021-11-22T02:14:28.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629018,6.521024967148489,95.83333333333334,1610612761,44,31,2021-11-22T02:15:13Z,2040000,-229.0,9.0,1,left,MISS G. Trent Jr. step back 3PT,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,22.94,Missed,,,,,,,,,,,,,,,,,,,
212,PT09M03.00S,2021-11-22T02:14:29.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,44,31,2021-11-22T02:14:46Z,2050000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,211.0,,,,,,,,,,,,,,,,
213,PT09M03.00S,2021-11-22T02:14:33.2Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612761,44,31,2021-11-22T02:14:35Z,2060000,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,1626302.0,,,,,,,,
214,PT08M49.00S,2021-11-22T02:15:00.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203490,92.85479632063075,3.431372549019608,1610612744,44,31,2021-11-22T02:15:04Z,2070000,-233.0,15.0,1,right,MISS O. Porter Jr. 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,23.33,Missed,,,,,,,,,,,,,,,,,,,
215,PT08M47.00S,2021-11-22T02:15:02.9Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,44,31,2021-11-22T02:17:28Z,2080000,,,0,,K. Looney REBOUND (Off:3 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,214.0,,,,,4.0,1.0,3.0,,,,,,,,,
216,PT08M44.00S,2021-11-22T02:15:08.6Z,2,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,44,31,2021-11-22T02:15:13Z,2090000,,,0,,S. Curry step out-of-bounds TURNOVER (2 TO),[201939],1610612744.0,GSW,step,,,Curry,S. Curry,,,,,,,,,,,,,,,,,1626302.0,,,,,2.0,,,
217,PT08M30.00S,2021-11-22T02:15:35.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,26.62614980289093,81.37254901960785,1610612761,44,31,2021-11-22T02:15:38Z,2100000,-157.0,198.0,1,left,MISS F. VanVleet 25' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,,
218,PT08M27.00S,2021-11-22T02:15:39.2Z,2,REGULAR,rebound,offensive,[],1627832,,,1610612761,44,31,2021-11-22T02:15:39Z,2110000,,,0,,F. VanVleet REBOUND (Off:1 Def:0),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,217.0,,,,,1.0,0.0,1.0,,,,,,,,,
219,PT08M17.00S,2021-11-22T02:15:49.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630173,10.85742444152431,42.64705882352941,1610612761,44,31,2021-11-22T02:15:52Z,2120000,37.0,50.0,1,left,MISS P. Achiuwa 6' cutting Layup,[1630173],1610612761.0,TOR,cutting,,,Achiuwa,P. Achiuwa,,,,,6.18,Missed,,,,,,,,,,,,,,,,,,,
220,PT08M15.00S,2021-11-22T02:15:53.6Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,44,31,2021-11-22T02:15:53Z,2130000,,,0,,C. Boucher REBOUND (Off:3 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,219.0,,,,,4.0,1.0,3.0,,,,,,,,,
221,PT08M15.00S,2021-11-22T02:15:54.6Z,2,REGULAR,foul,personal,['2freethrow'],1627814,,,1610612761,44,31,2021-11-22T02:16:19Z,2140000,,,0,,D. Lee shooting personal FOUL (1 PF) (Boucher 2 FT),"[1627814, 1628449]",1610612744.0,GSW,shooting,,,Lee,D. Lee,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Boucher,1628449.0,,,,
223,PT08M15.00S,2021-11-22T02:16:21.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628449,,,1610612761,44,31,2021-11-22T02:16:21Z,2160000,,,0,,MISS C. Boucher Free Throw 1 of 2,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Missed,,,,,,,,,,,,,,,,,,,
224,PT08M15.00S,2021-11-22T02:16:21.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,44,31,2021-11-22T02:16:21Z,2170000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,223.0,,,,,,,,,,,,,,,,
225,PT08M15.00S,2021-11-22T02:16:25.1Z,2,REGULAR,substitution,out,[],201939,,,1610612761,44,31,2021-11-22T02:16:31Z,2180000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M15.00S,2021-11-22T02:16:25.1Z,2,REGULAR,substitution,in,[],1629673,,,1610612761,44,31,2021-11-22T02:16:31Z,2190000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M15.00S,2021-11-22T02:16:43.5Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628449,,,1610612761,44,32,2021-11-22T02:16:43Z,2200000,,,0,,C. Boucher Free Throw 2 of 2 (3 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,,,,3.0,,,,,,,,,,,,,,,
228,PT08M06.00S,2021-11-22T02:16:55.9Z,2,REGULAR,foul,personal,[],1629018,,,1610612744,44,32,2021-11-22T02:16:59Z,2210000,,,0,,G. Trent Jr. personal FOUL (1 PF),"[1629018, 1629308]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Toscano-Anderson,1629308.0,,,,
230,PT08M06.00S,2021-11-22T02:17:02.0Z,2,REGULAR,substitution,out,[],1627814,,,1610612744,44,32,2021-11-22T02:17:14Z,2230000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M06.00S,2021-11-22T02:17:02.0Z,2,REGULAR,substitution,out,[],1627832,,,1610612744,44,32,2021-11-22T02:17:14Z,2240000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M06.00S,2021-11-22T02:17:02.0Z,2,REGULAR,substitution,out,[],1628449,,,1610612744,44,32,2021-11-22T02:17:14Z,2250000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M06.00S,2021-11-22T02:17:02.0Z,2,REGULAR,substitution,in,[],203952,,,1610612744,44,32,2021-11-22T02:17:14Z,2260000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M06.00S,2021-11-22T02:17:02.0Z,2,REGULAR,substitution,in,[],1630567,,,1610612744,44,32,2021-11-22T02:17:14Z,2270000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M06.00S,2021-11-22T02:17:02.0Z,2,REGULAR,substitution,in,[],1629004,,,1610612744,44,32,2021-11-22T02:17:14Z,2280000,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M06.00S,2021-11-22T02:17:19.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,44,32,2021-11-22T02:17:19Z,2290000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M50.00S,2021-11-22T02:20:24.0Z,2,REGULAR,3pt,Jump Shot,[],1629673,70.51576872536137,81.12745098039215,1610612744,47,32,2021-11-22T02:20:27Z,2300000,156.0,225.0,1,right,J. Poole 27' 3PT pullup (13 PTS) (A. Wiggins 1 AST),"[1629673, 203952]",1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,27.33,Made,,,,13.0,A. Wiggins,203952.0,1.0,,,,,,,,,,,,
242,PT07M27.00S,2021-11-22T02:20:46.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630625,18.347568988173457,49.26470588235294,1610612761,47,32,2021-11-22T02:20:50Z,2320000,4.0,120.0,1,left,MISS D. Banton 12' step back Shot,[1630625],1610612761.0,TOR,step back,,,Banton,D. Banton,,,,,12.01,Missed,,,,,,,,,,,,,,,,,,,
243,PT07M25.00S,2021-11-22T02:20:48.9Z,2,REGULAR,rebound,defensive,[],203490,,,1610612744,47,32,2021-11-22T02:21:11Z,2330000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,242.0,,,,,1.0,1.0,0.0,,,,,,,,,
244,PT07M11.00S,2021-11-22T02:21:02.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,93.9060446780552,55.14705882352941,1610612744,49,32,2021-11-22T02:21:04Z,2340000,26.0,5.0,1,right,K. Looney Layup (2 PTS) (O. Porter Jr. 1 AST),"[1626172, 203490]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,2.61,Made,,,,2.0,O. Porter Jr.,203490.0,1.0,,,,,,,,,,,,
246,PT06M56.00S,2021-11-22T02:21:18.7Z,2,REGULAR,3pt,Jump Shot,[],1630173,6.915243101182654,3.431372549019608,1610612761,49,35,2021-11-22T02:21:22Z,2360000,233.0,13.0,1,left,P. Achiuwa 3PT  (7 PTS) (S. Mykhailiuk 1 AST),"[1630173, 1629004]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,23.31,Made,,,,7.0,S. Mykhailiuk,1629004.0,1.0,,,,,,,,,,,,
248,PT06M41.00S,2021-11-22T02:21:36.0Z,2,REGULAR,turnover,out-of-bounds,[],203490,,,1610612744,49,35,2021-11-22T02:21:39Z,2380000,,,0,,O. Porter Jr. step out-of-bounds TURNOVER (1 TO),[203490],1610612744.0,GSW,step,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,1628172.0,,,,,1.0,,,
249,PT06M19.00S,2021-11-22T02:22:05.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630625,30.305519053876477,75.0,1610612761,49,35,2021-11-22T02:22:08Z,2390000,-125.0,232.0,1,left,MISS D. Banton 26' pullup 3PT,[1630625],1610612761.0,TOR,pullup,,,Banton,D. Banton,,,,,26.39,Missed,,,,,,,,,,,,,,,,,,,
250,PT06M17.00S,2021-11-22T02:22:07.5Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,49,35,2021-11-22T02:22:15Z,2400000,,,0,,K. Looney REBOUND (Off:3 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,249.0,,,,,5.0,2.0,3.0,,,,,,,,,
251,PT06M05.00S,2021-11-22T02:22:19.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629308,92.06636005256242,54.166666666666664,1610612744,49,35,2021-11-22T02:22:22Z,2410000,21.0,22.0,1,right,MISS J. Toscano-Anderson driving reverse Layup,[1629308],1610612744.0,GSW,driving reverse,,,Toscano-Anderson,J. Toscano-Anderson,,,,,3.03,Missed,,,,,,,,,,,,,,,,,,,
252,PT06M03.00S,2021-11-22T02:22:21.0Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,49,35,2021-11-22T02:22:42Z,2420000,,,0,,K. Looney REBOUND (Off:4 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,251.0,,,,,6.0,2.0,4.0,,,,,,,,,
253,PT06M02.00S,2021-11-22T02:22:25.6Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1626172,94.40999984741211,50.0,1610612744,51,35,2021-11-22T02:22:46Z,2430000,0.0,0.0,1,right,K. Looney putback DUNK (4 PTS),[1626172],1610612744.0,GSW,putback,,,Looney,K. Looney,,,,,0.0,Made,,,,4.0,,,,,,,,,,,,,,,
254,PT05M50.00S,2021-11-22T02:22:33.8Z,2,REGULAR,3pt,Jump Shot,[],1629004,32.802233902759525,41.17647058823529,1610612761,51,38,2021-11-22T02:22:37Z,2440000,44.0,256.0,1,left,S. Mykhailiuk 25' 3PT pullup (5 PTS),[1629004],1610612761.0,TOR,pullup,,,Mykhailiuk,S. Mykhailiuk,,,,,25.96,Made,,,,5.0,,,,,,,,,,,,,,,
255,PT05M37.00S,2021-11-22T02:22:48.2Z,2,REGULAR,foul,personal,['2freethrow'],1630625,,,1610612744,51,38,2021-11-22T02:23:04Z,2450000,,,0,,D. Banton shooting personal FOUL (1 PF) (Poole 2 FT),"[1630625, 1629673]",1610612761.0,TOR,shooting,,,Banton,D. Banton,,,,,,,,,,,,,,,,,1662.0,1.0,0.0,Poole,1629673.0,,,,
257,PT05M37.00S,2021-11-22T02:23:26.5Z,2,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,52,38,2021-11-22T02:23:26Z,2470000,,,0,,J. Poole Free Throw 1 of 2 (14 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,,,,14.0,,,,,,,,,,,,,,,
258,PT05M37.00S,2021-11-22T02:23:27.3Z,2,REGULAR,substitution,out,[],1626172,,,1610612744,52,38,2021-11-22T02:23:42Z,2480000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M37.00S,2021-11-22T02:23:27.3Z,2,REGULAR,substitution,out,[],1630173,,,1610612744,52,38,2021-11-22T02:23:42Z,2490000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M37.00S,2021-11-22T02:23:27.3Z,2,REGULAR,substitution,out,[],1629018,,,1610612744,52,38,2021-11-22T02:23:42Z,2500000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M37.00S,2021-11-22T02:23:27.3Z,2,REGULAR,substitution,out,[],1630625,,,1610612744,52,38,2021-11-22T02:23:42Z,2510000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M37.00S,2021-11-22T02:23:27.3Z,2,REGULAR,substitution,in,[],203110,,,1610612744,52,38,2021-11-22T02:23:42Z,2520000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M37.00S,2021-11-22T02:23:27.3Z,2,REGULAR,substitution,in,[],203920,,,1610612744,52,38,2021-11-22T02:23:42Z,2530000,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M37.00S,2021-11-22T02:23:27.3Z,2,REGULAR,substitution,in,[],1627832,,,1610612744,52,38,2021-11-22T02:23:42Z,2540000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M37.00S,2021-11-22T02:23:27.3Z,2,REGULAR,substitution,in,[],1627783,,,1610612744,52,38,2021-11-22T02:23:42Z,2550000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M37.00S,2021-11-22T02:23:54.7Z,2,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,53,38,2021-11-22T02:23:54Z,2560000,,,0,,J. Poole Free Throw 2 of 2 (15 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,,,,15.0,,,,,,,,,,,,,,,
267,PT05M20.00S,2021-11-22T02:24:12.7Z,2,REGULAR,turnover,lost ball,[],1629004,,,1610612761,53,38,2021-11-22T02:24:14Z,2570000,,,0,,S. Mykhailiuk lost ball TURNOVER (1 TO),"[1629004, 203490]",1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,1.0,Porter Jr.,203490.0,
