actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
22,PT10M23.00S,2021-11-22T01:43:36.1Z,1,REGULAR,steal,,[],1630567,,,1610612761,5,0,2021-11-22T01:43:38Z,220000,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT10M19.00S,2021-11-22T01:43:42.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203920,8.754927726675426,38.970588235294116,1610612761,5,2,2021-11-22T01:43:45Z,230000,55.0,30.0,1,left,K. Birch 6' running Layup (2 PTS) (F. VanVleet 1 AST),"[203920, 1627832]",1610612761.0,TOR,running,,,Birch,K. Birch,,,,,6.26,Made,,,,2.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,,,
25,PT10M19.00S,2021-11-22T01:43:47.1Z,1,REGULAR,foul,personal,['1freethrow'],1629673,,,1610612761,5,2,2021-11-22T01:43:53Z,250000,,,0,,J. Poole shooting personal FOUL (1 PF) (Birch 1 FT),"[1629673, 203920]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,,,,,,,,,,,,,1662.0,1.0,0.0,Birch,203920.0,,,,
27,PT10M19.00S,2021-11-22T01:44:02.7Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",203920,,,1610612761,5,3,2021-11-22T01:44:02Z,270000,,,0,,K. Birch Free Throw 1 of 1 (3 PTS),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,Made,,,,3.0,,,,,,,,,,,,,,,
28,PT10M08.00S,2021-11-22T01:44:18.2Z,1,REGULAR,foul,offensive,[],1626172,,,1610612744,5,3,2021-11-22T01:44:22Z,280000,,,0,,K. Looney offensive FOUL (1 PF),"[1626172, 1627783]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Siakam,1627783.0,,,,
30,PT10M08.00S,2021-11-22T01:44:18.2Z,1,REGULAR,turnover,offensive foul,[],1626172,,,1610612744,5,3,2021-11-22T01:44:18Z,300000,,,0,,K. Looney offensive foul TURNOVER (1 TO),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,1628172.0,,,,,1.0,,,
31,PT09M51.00S,2021-11-22T01:44:43.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627783,10.988830486202366,65.19607843137256,1610612761,5,3,2021-11-22T01:44:47Z,310000,-76.0,51.0,1,left,MISS P. Siakam 9' turnaround fadeaway Shot,[1627783],1610612761.0,TOR,turnaround fadeaway,,,Siakam,P. Siakam,,,,,9.14,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M49.00S,2021-11-22T01:44:45.1Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,5,3,2021-11-22T01:45:04Z,320000,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,31.0,,,,,1.0,1.0,0.0,,,,,,,,,
33,PT09M44.00S,2021-11-22T01:44:50.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203952,95.22010512483574,2.2058823529411766,1610612744,8,3,2021-11-22T01:44:54Z,330000,-239.0,-8.0,1,right,A. Wiggins 3PT  (3 PTS) (J. Poole 1 AST),"[203952, 1629673]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,23.91,Made,,,,3.0,J. Poole,1629673.0,1.0,,,,,,,,,,,,
35,PT09M21.00S,2021-11-22T01:45:12.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203920,7.703679369250986,41.42156862745098,1610612761,8,3,2021-11-22T01:45:15Z,350000,43.0,20.0,1,left,MISS K. Birch cutting Layup,[203920],1610612761.0,TOR,cutting,,,Birch,K. Birch,,,,,4.73,Missed,,,,,,,,,,,,,,,,,,,
36,PT09M18.00S,2021-11-22T01:45:16.2Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,8,3,2021-11-22T01:45:16Z,360000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,35.0,,,,,1.0,1.0,0.0,,,,,,,,,
37,PT09M17.00S,2021-11-22T01:45:17.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201939,64.73390275952694,73.52941176470588,1610612744,8,3,2021-11-22T01:45:22Z,370000,118.0,279.0,1,right,MISS S. Curry 30' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,30.28,Missed,,,,,,,,,,,,,,,,,,,
38,PT09M15.00S,2021-11-22T01:45:19.6Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,8,3,2021-11-22T01:47:53Z,380000,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,37.0,,,,,1.0,1.0,0.0,,,,,,,,,
39,PT09M09.00S,2021-11-22T01:45:25.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,11.383048620236531,95.83333333333334,1610612761,8,3,2021-11-22T01:45:29Z,390000,-229.0,55.0,1,left,MISS F. VanVleet 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,23.56,Missed,,,,,,,,,,,,,,,,,,,
40,PT09M07.00S,2021-11-22T01:45:27.5Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,8,3,2021-11-22T01:47:48Z,400000,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,39.0,,,,,1.0,1.0,0.0,,,,,,,,,
41,PT09M00.00S,2021-11-22T01:45:37.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203952,92.85479632063075,56.86274509803921,1610612744,10,3,2021-11-22T01:46:23Z,410000,34.0,15.0,1,right,A. Wiggins driving Layup (5 PTS) (J. Poole 2 AST),"[203952, 1629673]",1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,3.73,Made,,,,5.0,J. Poole,1629673.0,2.0,,,,,,,,,,,,
43,PT09M00.00S,2021-11-22T01:45:42.7Z,1,REGULAR,foul,personal,['1freethrow'],203920,,,1610612744,10,3,2021-11-22T01:45:52Z,430000,,,0,,K. Birch shooting personal FOUL (1 PF) (Wiggins 1 FT),"[203920, 203952]",1610612761.0,TOR,shooting,,,Birch,K. Birch,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Wiggins,203952.0,,,,
45,PT09M00.00S,2021-11-22T01:46:06.4Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],203952,,,1610612744,11,3,2021-11-22T01:46:06Z,450000,,,0,,A. Wiggins Free Throw 1 of 1 (6 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Made,,,,6.0,,,,,,,,,,,,,,,
46,PT08M43.00S,2021-11-22T01:46:25.8Z,1,REGULAR,2pt,Jump Shot,[],1629018,23.340998685939553,29.901960784313726,1610612761,11,3,2021-11-22T01:46:29Z,460000,100.0,167.0,1,left,MISS G. Trent Jr. 19' step back Shot,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,19.48,Missed,,,,,,,,,,,,,,,,,,,
47,PT08M41.00S,2021-11-22T01:46:27.8Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,11,3,2021-11-22T01:47:40Z,470000,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,46.0,,,,,2.0,1.0,1.0,,,,,,,,,
48,PT08M36.00S,2021-11-22T01:46:31.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629018,13.354139290407357,44.85294117647059,1610612761,11,3,2021-11-22T01:46:35Z,480000,26.0,73.0,1,left,MISS G. Trent Jr. 7' driving floating Shot,[1629018],1610612761.0,TOR,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,7.74,Missed,,,,,,,,,,,,,,,,,,,
49,PT08M34.00S,2021-11-22T01:46:33.9Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,11,3,2021-11-22T01:47:36Z,490000,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,48.0,,,,,2.0,2.0,0.0,,,,,,,,,
50,PT08M29.00S,2021-11-22T01:46:39.7Z,1,REGULAR,turnover,out-of-bounds,[],203952,,,1610612744,11,3,2021-11-22T01:46:43Z,500000,,,0,,A. Wiggins lost ball out-of-bounds TURNOVER (1 TO),[203952],1610612744.0,GSW,lost ball,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,1662.0,,,,,1.0,,,
51,PT08M17.00S,2021-11-22T01:46:54.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627783,7.178055190538765,60.78431372549019,1610612761,11,5,2021-11-22T01:47:02Z,510000,-54.0,15.0,1,left,P. Siakam driving Layup (2 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,5.59,Made,,,,2.0,,,,,,,,,,,,,,,
52,PT07M56.00S,2021-11-22T01:47:14.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203952,90.62089356110381,49.50980392156863,1610612744,13,5,2021-11-22T01:47:16Z,520000,-2.0,36.0,1,right,A. Wiggins cutting DUNK (8 PTS) (K. Looney 1 AST),"[203952, 1626172]",1610612744.0,GSW,cutting,,,Wiggins,A. Wiggins,,,,,3.58,Made,,,,8.0,K. Looney,1626172.0,1.0,,,,,,,,,,,,
54,PT07M50.00S,2021-11-22T01:47:23.7Z,1,REGULAR,foul,offensive,[],1630567,,,1610612761,13,5,2021-11-22T01:47:27Z,540000,,,0,,S. Barnes charge offensive FOUL (2 PF),"[1630567, 203110]",1610612761.0,TOR,charge,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,1626302.0,2.0,0.0,Green,203110.0,,,,
56,PT07M50.00S,2021-11-22T01:47:23.7Z,1,REGULAR,turnover,offensive foul,[],1630567,,,1610612761,13,5,2021-11-22T01:47:23Z,560000,,,0,,S. Barnes offensive foul TURNOVER (1 TO),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,1626302.0,,,,,1.0,,,
57,PT07M50.00S,2021-11-22T01:48:02.2Z,1,REGULAR,stoppage,court clean up,[],0,,,1610612744,13,5,2021-11-22T01:48:02Z,570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M46.00S,2021-11-22T01:48:10.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203952,96.92838370565046,3.6764705882352944,1610612744,16,5,2021-11-22T01:48:13Z,580000,-232.0,-24.0,1,right,A. Wiggins 3PT  (11 PTS) (D. Green 1 AST),"[203952, 203110]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,23.28,Made,,,,11.0,D. Green,203110.0,1.0,,,,,,,,,,,,
60,PT07M38.00S,2021-11-22T01:48:22.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,16,5,2021-11-22T01:48:22Z,600000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M38.00S,2021-11-22T01:49:24.0Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,16,5,2021-11-22T01:51:08Z,610000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M38.00S,2021-11-22T01:49:24.0Z,1,REGULAR,substitution,in,[],1629004,,,1610612761,16,5,2021-11-22T01:51:08Z,620000,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M21.00S,2021-11-22T01:51:35.3Z,1,REGULAR,3pt,Jump Shot,[],1627832,28.203022339027594,17.401960784313726,1610612761,16,5,2021-11-22T01:51:39Z,630000,163.0,213.0,1,left,MISS F. VanVleet 26' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,26.79,Missed,,,,,,,,,,,,,,,,,,,
64,PT07M19.00S,2021-11-22T01:51:37.3Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,16,5,2021-11-22T01:57:37Z,640000,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,63.0,,,,,2.0,2.0,0.0,,,,,,,,,
65,PT07M14.00S,2021-11-22T01:51:42.8Z,1,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612744,16,5,2021-11-22T01:51:45Z,650000,,,0,,J. Poole bad pass out-of-bounds TURNOVER (1 TO),[1629673],1610612744.0,GSW,bad pass,,,Poole,J. Poole,,,,,,,,,,,,,,,,,1628172.0,,,,,1.0,,,
66,PT07M07.00S,2021-11-22T01:51:56.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627832,7.440867279894875,54.65686274509803,1610612761,16,7,2021-11-22T01:51:58Z,660000,-23.0,17.0,1,left,F. VanVleet driving finger roll Layup (2 PTS),[1627832],1610612761.0,TOR,driving finger roll,,,VanVleet,F. VanVleet,,,,,2.91,Made,,,,2.0,,,,,,,,,,,,,,,
67,PT06M53.00S,2021-11-22T01:52:09.6Z,1,REGULAR,turnover,bad pass,[],1629673,,,1610612744,16,7,2021-11-22T01:52:11Z,670000,,,0,,J. Poole bad pass TURNOVER (2 TO),"[1629673, 1627832]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,2.0,VanVleet,1627832.0,
68,PT06M53.00S,2021-11-22T01:52:09.6Z,1,REGULAR,steal,,[],1627832,,,1610612761,16,7,2021-11-22T01:58:58Z,680000,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M48.00S,2021-11-22T01:52:15.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627832,10.85742444152431,49.01960784313725,1610612761,16,7,2021-11-22T01:55:42Z,690000,5.0,50.0,1,left,MISS F. VanVleet driving Layup,[1627832],1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,4.98,Missed,,,,,,,,,,,,,,,,,,,
70,PT06M46.00S,2021-11-22T01:52:17.3Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,16,7,2021-11-22T01:57:11Z,700000,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,69.0,,,,,2.0,2.0,0.0,,,,,,,,,
71,PT06M31.00S,2021-11-22T01:52:31.6Z,1,REGULAR,3pt,Jump Shot,[],201939,84.57621550591328,4.166666666666666,1610612744,19,7,2021-11-22T01:52:36Z,710000,-229.0,92.0,1,right,S. Curry 24' 3PT step back (3 PTS) (J. Poole 3 AST),"[201939, 1629673]",1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,24.72,Made,,,,3.0,J. Poole,1629673.0,3.0,,,,,,,,,,,,
73,PT06M13.00S,2021-11-22T01:52:49.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,5.732588699080158,55.14705882352941,1610612761,19,7,2021-11-22T01:52:52Z,730000,-26.0,1.0,1,left,MISS G. Trent Jr. driving Layup - blocked,"[1629018, 1626172]",1610612761.0,TOR,driving,,,Trent Jr.,G. Trent Jr.,,,,,2.57,Missed,Looney,1626172.0,,,,,,,,,,,,,,,,,
74,PT06M13.00S,2021-11-22T01:52:49.7Z,1,REGULAR,block,,[],1626172,,,1610612761,19,7,2021-11-22T01:52:53Z,740000,,,0,,K. Looney BLOCK (1 BLK),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M11.00S,2021-11-22T01:52:56.4Z,1,REGULAR,rebound,offensive,[],1629018,,,1610612761,19,7,2021-11-22T01:52:56Z,750000,,,0,,G. Trent Jr. REBOUND (Off:1 Def:0),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,73.0,,,,,1.0,0.0,1.0,,,,,,,,,
76,PT06M11.00S,2021-11-22T01:52:56.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629018,5.590000152587891,50.0,1610612761,19,7,2021-11-22T01:53:37Z,760000,0.0,0.0,1,left,MISS G. Trent Jr. putback Layup - blocked,"[1629018, 1626172]",1610612761.0,TOR,putback,,,Trent Jr.,G. Trent Jr.,,,,,0.0,Missed,Looney,1626172.0,,,,,,,,,,,,,,,,,
77,PT06M11.00S,2021-11-22T01:52:56.4Z,1,REGULAR,block,,[],1626172,,,1610612761,19,7,2021-11-22T01:52:57Z,770000,,,0,,K. Looney BLOCK (2 BLK),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M11.00S,2021-11-22T01:52:56.4Z,1,REGULAR,rebound,offensive,[],1629018,,,1610612761,19,7,2021-11-22T01:53:37Z,780000,,,0,,G. Trent Jr. REBOUND (Off:2 Def:0),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,76.0,,,,,2.0,0.0,2.0,,,,,,,,,
79,PT06M11.00S,2021-11-22T01:53:00.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,19,7,2021-11-22T01:53:00Z,790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M04.00S,2021-11-22T01:53:14.1Z,1,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612761,19,7,2021-11-22T01:54:19Z,800000,,,0,,J. Poole shooting personal FOUL (2 PF) (Siakam 2 FT),"[1629673, 1627783]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,,,,,,,,,,,,,1626302.0,2.0,0.0,Siakam,1627783.0,,,,
82,PT06M04.00S,2021-11-22T01:53:43.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627783,,,1610612761,19,7,2021-11-22T01:53:43Z,820000,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Missed,,,,,,,,,,,,,,,,,,,
83,PT06M04.00S,2021-11-22T01:53:43.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,19,7,2021-11-22T01:53:43Z,830000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,
84,PT06M04.00S,2021-11-22T01:53:49.8Z,1,REGULAR,substitution,out,[],1629673,,,1610612761,19,7,2021-11-22T01:53:57Z,840000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M04.00S,2021-11-22T01:53:49.8Z,1,REGULAR,substitution,in,[],1629185,,,1610612761,19,7,2021-11-22T01:53:57Z,850000,,,0,,SUB in: C. Chiozza,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M04.00S,2021-11-22T01:54:11.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627783,,,1610612761,19,7,2021-11-22T01:54:11Z,860000,,,0,,MISS P. Siakam Free Throw 2 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Missed,,,,,,,,,,,,,,,,,,,
87,PT06M01.00S,2021-11-22T01:54:12.8Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,19,7,2021-11-22T01:54:12Z,870000,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,86.0,,,,,3.0,3.0,0.0,,,,,,,,,
88,PT05M51.00S,2021-11-22T01:54:23.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,91.93495400788436,47.30392156862745,1610612744,19,7,2021-11-22T01:54:26Z,880000,-13.0,23.0,1,right,MISS S. Curry cutting Layup - blocked,"[201939, 203920]",1610612744.0,GSW,cutting,,,Curry,S. Curry,,,,,2.69,Missed,Birch,203920.0,,,,,,,,,,,,,,,,,
89,PT05M51.00S,2021-11-22T01:54:23.3Z,1,REGULAR,block,,[],203920,,,1610612744,19,7,2021-11-22T01:54:28Z,890000,,,0,,K. Birch BLOCK (1 BLK),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
