actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
17,PT10M40.00S,2021-11-06T02:14:09.1Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,2,3,2021-11-06T02:14:32Z,170000,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M27.00S,2021-11-06T02:14:23.2Z,1,REGULAR,3pt,Jump Shot,[],1628404,67.49342969776609,72.05882352941177,1610612740,2,6,2021-11-06T02:14:26Z,180000,110.0,253.0,1,right,J. Hart 27' 3PT pullup (3 PTS) (J. Valanciunas 1 AST),"[1628404, 202685]",1610612740.0,NOP,pullup,,,Hart,J. Hart,,,,,,,,,,27.61,Made,,,,,,,,3.0,J. Valanciunas,202685.0,1.0,,,
20,PT10M10.00S,2021-11-06T02:14:39.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,13.091327201051248,48.77450980392157,1610612744,4,6,2021-11-06T02:14:42Z,200000,6.0,71.0,1,left,A. Wiggins 7' cutting Layup (4 PTS) (J. Poole 1 AST),"[203952, 1629673]",1610612744.0,GSW,cutting,,,Wiggins,A. Wiggins,,,,,,,,,,7.09,Made,,,,,,,,4.0,J. Poole,1629673.0,1.0,,,
22,PT10M00.00S,2021-11-06T02:14:49.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,89.17542706964521,56.86274509803921,1610612740,4,6,2021-11-06T02:14:55Z,220000,34.0,49.0,1,right,MISS N. Alexander-Walker 6' driving Layup,[1629638],1610612740.0,NOP,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,6.01,Missed,,,,,,,,,,,,,,
23,PT09M59.00S,2021-11-06T02:14:55.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,4,6,2021-11-06T02:14:55Z,230000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,
24,PT09M59.00S,2021-11-06T02:14:56.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,4,6,2021-11-06T02:14:57Z,240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT09M57.00S,2021-11-06T02:15:09.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202066,91.5407358738502,95.09803921568627,1610612740,4,6,2021-11-06T02:15:12Z,250000,225.0,27.0,1,right,MISS G. Temple 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,22.71,Missed,,,,,,,,,,,,,,
26,PT09M55.00S,2021-11-06T02:15:11.8Z,1,REGULAR,rebound,offensive,[],1628984,,,1610612740,4,6,2021-11-06T02:16:03Z,260000,,,0,,D. Graham REBOUND (Off:1 Def:0),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,25.0,1.0,0.0,1.0,,,,,,,,,,
27,PT09M52.00S,2021-11-06T02:15:14.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628984,94.40999984741211,50.0,1610612740,4,8,2021-11-06T02:15:14Z,270000,0.0,0.0,1,right,D. Graham putback Layup (5 PTS),[1628984],1610612740.0,NOP,putback,,,Graham,D. Graham,,,,,,,,,,0.0,Made,,,,,,,,5.0,,,,,,
28,PT09M44.00S,2021-11-06T02:15:26.2Z,1,REGULAR,foul,offensive,[],203952,,,1610612744,4,8,2021-11-06T02:15:40Z,280000,,,0,,A. Wiggins off-the-ball offensive FOUL (1 PF),"[203952, 202685]",1610612744.0,GSW,off-the-ball,,,Wiggins,A. Wiggins,,,,,1201.0,1.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,
30,PT09M44.00S,2021-11-06T02:15:26.2Z,1,REGULAR,turnover,offensive foul,[],203952,,,1610612744,4,8,2021-11-06T02:15:26Z,300000,,,0,,A. Wiggins offensive foul TURNOVER (1 TO),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,1201.0,,,,,,,,,,,1.0,,,,,,,,,
31,PT09M29.00S,2021-11-06T02:15:55.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629638,73.14388961892247,82.1078431372549,1610612740,4,11,2021-11-06T02:15:57Z,310000,161.0,200.0,1,right,N. Alexander-Walker 25' 3PT  (3 PTS) (D. Graham 1 AST),"[1629638, 1628984]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,25.64,Made,,,,,,,,3.0,D. Graham,1628984.0,1.0,,,
33,PT09M08.00S,2021-11-06T02:16:15.7Z,1,REGULAR,2pt,Jump Shot,[],203952,9.280551905387648,77.94117647058823,1610612744,6,11,2021-11-06T02:16:19Z,330000,-140.0,35.0,1,left,A. Wiggins 14' pullup Jump Shot (6 PTS) (K. Looney 1 AST),"[203952, 1626172]",1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,,,,,,14.39,Made,,,,,,,,6.0,K. Looney,1626172.0,1.0,,,
35,PT08M58.00S,2021-11-06T02:16:25.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,82.60512483574244,50.0,1610612740,6,11,2021-11-06T02:16:30Z,350000,0.0,111.0,1,right,MISS J. Valanciunas 11' floating Shot,[202685],1610612740.0,NOP,floating,,,Valanciunas,J. Valanciunas,,,,,,,,,,11.1,Missed,,,,,,,,,,,,,,
36,PT08M56.00S,2021-11-06T02:16:27.9Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,6,11,2021-11-06T02:16:43Z,360000,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,
37,PT08M48.00S,2021-11-06T02:16:35.7Z,1,REGULAR,3pt,Jump Shot,[],201939,33.722076215505915,25.245098039215684,1610612744,9,11,2021-11-06T02:16:38Z,370000,124.0,264.0,1,left,S. Curry 29' 3PT  (3 PTS) (D. Green 1 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,29.2,Made,,,,,,,,3.0,D. Green,203110.0,1.0,,,
39,PT08M33.00S,2021-11-06T02:16:51.2Z,1,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612740,9,11,2021-11-06T02:16:58Z,390000,,,0,,K. Looney shooting personal FOUL (1 PF) (Valanciunas 2 FT),"[1626172, 202685]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,2714.0,1.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,
41,PT08M33.00S,2021-11-06T02:17:21.1Z,1,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,9,11,2021-11-06T02:17:21Z,410000,,,0,,MISS J. Valanciunas Free Throw 1 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,Missed,,,,,,,,,,,,,,
42,PT08M33.00S,2021-11-06T02:17:21.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,9,11,2021-11-06T02:17:21Z,420000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,
43,PT08M33.00S,2021-11-06T02:17:37.7Z,1,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,9,12,2021-11-06T02:17:37Z,430000,,,0,,J. Valanciunas Free Throw 2 of 2 (1 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,Made,,,,,,,,1.0,,,,,,
44,PT08M22.00S,2021-11-06T02:17:51.5Z,1,REGULAR,3pt,Jump Shot,[],201939,27.54599211563732,80.88235294117648,1610612744,12,12,2021-11-06T02:17:56Z,440000,-154.0,206.0,1,left,S. Curry 25' 3PT step back (6 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,,,,,,25.78,Made,,,,,,,,6.0,,,,,,
45,PT08M09.00S,2021-11-06T02:18:04.2Z,1,REGULAR,3pt,Jump Shot,[],202066,68.28186596583443,69.11764705882352,1610612740,12,12,2021-11-06T02:18:06Z,450000,96.0,246.0,1,right,MISS G. Temple 26' 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,26.36,Missed,,,,,,,,,,,,,,
46,PT08M07.00S,2021-11-06T02:18:06.2Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,12,12,2021-11-06T02:18:26Z,460000,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,45.0,2.0,2.0,0.0,,,,,,,,,,
47,PT07M56.00S,2021-11-06T02:18:16.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,13.87976346911958,52.450980392156865,1610612744,14,12,2021-11-06T02:18:20Z,470000,-12.0,78.0,1,left,J. Poole 7' driving floating Jump Shot (2 PTS) (S. Curry 2 AST),"[1629673, 201939]",1610612744.0,GSW,driving floating,,,Poole,J. Poole,,,,,,,,,,7.9,Made,,,,,,,,2.0,S. Curry,201939.0,2.0,,,
49,PT07M38.00S,2021-11-06T02:18:36.2Z,1,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612740,14,12,2021-11-06T02:18:44Z,490000,,,0,,K. Looney shooting personal FOUL (2 PF) (Valanciunas 2 FT),"[1626172, 202685]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,1627962.0,2.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,
51,PT07M38.00S,2021-11-06T02:19:04.1Z,1,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,14,13,2021-11-06T02:19:04Z,510000,,,0,,J. Valanciunas Free Throw 1 of 2 (2 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,Made,,,,,,,,2.0,,,,,,
52,PT07M38.00S,2021-11-06T02:19:20.2Z,1,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,14,14,2021-11-06T02:19:20Z,520000,,,0,,J. Valanciunas Free Throw 2 of 2 (3 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,Made,,,,,,,,3.0,,,,,,
53,PT07M27.00S,2021-11-06T02:19:35.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,12.434296977660972,46.568627450980394,1610612744,16,14,2021-11-06T02:19:37Z,530000,17.0,64.0,1,left,D. Green 6' cutting Layup (2 PTS) (S. Curry 3 AST),"[203110, 201939]",1610612744.0,GSW,cutting,,,Green,D. Green,,,,,,,,,,6.67,Made,,,,,,,,2.0,S. Curry,201939.0,3.0,,,
55,PT07M12.00S,2021-11-06T02:19:49.8Z,1,REGULAR,2pt,Jump Shot,[],202685,86.15308804204993,78.18627450980392,1610612740,16,16,2021-11-06T02:19:52Z,550000,141.0,78.0,1,right,J. Valanciunas 16' Jump Shot (5 PTS) (N. Alexander-Walker 1 AST),"[202685, 1629638]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,16.09,Made,,,,,,,,5.0,N. Alexander-Walker,1629638.0,1.0,,,
57,PT06M53.00S,2021-11-06T02:20:08.4Z,1,REGULAR,3pt,Jump Shot,[],201939,7.703679369250986,4.166666666666666,1610612744,16,16,2021-11-06T02:20:11Z,570000,229.0,20.0,1,left,MISS S. Curry 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,23.01,Missed,,,,,,,,,,,,,,
58,PT06M51.00S,2021-11-06T02:20:11.5Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,16,16,2021-11-06T02:20:11Z,580000,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,57.0,2.0,2.0,0.0,,,,,,,,,,
59,PT06M48.00S,2021-11-06T02:20:14.3Z,1,REGULAR,foul,personal,['2freethrow'],203110,,,1610612740,16,16,2021-11-06T02:20:34Z,590000,,,0,,D. Green shooting personal FOUL (1 PF) (Temple 2 FT),"[203110, 202066]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,1201.0,1.0,0.0,Temple,202066.0,,,,,,,,,,,,,,,,
61,PT06M48.00S,2021-11-06T02:20:37.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,16,16,2021-11-06T02:20:37Z,610000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M48.00S,2021-11-06T02:20:39.9Z,1,REGULAR,substitution,out,[],1626172,,,1610612740,16,16,2021-11-06T02:23:57Z,620000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M48.00S,2021-11-06T02:20:39.9Z,1,REGULAR,substitution,in,[],202357,,,1610612740,16,16,2021-11-06T02:23:57Z,630000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M48.00S,2021-11-06T02:24:13.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],202066,,,1610612740,16,17,2021-11-06T02:24:13Z,640000,,,0,,G. Temple Free Throw 1 of 2 (1 PTS),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,Made,,,,,,,,1.0,,,,,,
65,PT06M48.00S,2021-11-06T02:24:27.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],202066,,,1610612740,16,18,2021-11-06T02:24:27Z,650000,,,0,,G. Temple Free Throw 2 of 2 (2 PTS),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,Made,,,,,,,,2.0,,,,,,
66,PT06M34.00S,2021-11-06T02:24:46.2Z,1,REGULAR,foul,personal,['2freethrow'],202685,,,1610612744,16,18,2021-11-06T02:24:58Z,660000,,,0,,J. Valanciunas shooting personal FOUL (1 PF) (Wiggins 2 FT),"[202685, 203952]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,1201.0,1.0,0.0,Wiggins,203952.0,,,,,,,,,,,,,,,,
68,PT06M34.00S,2021-11-06T02:25:11.6Z,1,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,17,18,2021-11-06T02:25:11Z,680000,,,0,,A. Wiggins Free Throw 1 of 2 (7 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,Made,,,,,,,,7.0,,,,,,
69,PT06M34.00S,2021-11-06T02:25:27.9Z,1,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,18,18,2021-11-06T02:25:27Z,690000,,,0,,A. Wiggins Free Throw 2 of 2 (8 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,Made,,,,,,,,8.0,,,,,,
70,PT06M21.00S,2021-11-06T02:25:44.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202685,93.64323258869908,48.529411764705884,1610612740,18,20,2021-11-06T02:25:47Z,700000,-7.0,7.0,1,right,J. Valanciunas driving Layup (7 PTS) (N. Alexander-Walker 2 AST),"[202685, 1629638]",1610612740.0,NOP,driving,,,Valanciunas,J. Valanciunas,,,,,,,,,,1.04,Made,,,,,,,,7.0,N. Alexander-Walker,1629638.0,2.0,,,
72,PT06M08.00S,2021-11-06T02:25:57.2Z,1,REGULAR,3pt,Jump Shot,[],202357,28.597240473061763,80.14705882352942,1610612744,18,20,2021-11-06T02:26:00Z,720000,-151.0,216.0,1,left,MISS N. Bjelica 26' 3PT,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,26.36,Missed,,,,,,,,,,,,,,
73,PT06M06.00S,2021-11-06T02:25:59.2Z,1,REGULAR,rebound,offensive,[],203110,,,1610612744,18,20,2021-11-06T02:27:03Z,730000,,,0,,D. Green REBOUND (Off:1 Def:0),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,72.0,1.0,0.0,1.0,,,,,,,,,,
74,PT06M01.00S,2021-11-06T02:26:04.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202357,25.443495400788436,86.76470588235294,1610612744,18,20,2021-11-06T02:26:08Z,740000,-184.0,187.0,1,left,MISS N. Bjelica 26' 3PT,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,26.2,Missed,,,,,,,,,,,,,,
75,PT05M59.00S,2021-11-06T02:26:06.5Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612740,18,20,2021-11-06T02:26:59Z,750000,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,74.0,2.0,2.0,0.0,,,,,,,,,,
76,PT05M51.00S,2021-11-06T02:26:15.3Z,1,REGULAR,3pt,Jump Shot,[],1628984,64.73390275952694,48.529411764705884,1610612740,18,20,2021-11-06T02:26:18Z,760000,-7.0,279.0,1,right,MISS D. Graham 27' pullup 3PT,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,,,,,,27.91,Missed,,,,,,,,,,,,,,
77,PT05M49.00S,2021-11-06T02:26:17.3Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,18,20,2021-11-06T02:26:54Z,770000,,,0,,J. Valanciunas REBOUND (Off:1 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,76.0,3.0,2.0,1.0,,,,,,,,,,
78,PT05M46.00S,2021-11-06T02:26:20.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629638,69.46452036793693,77.94117647058823,1610612740,18,20,2021-11-06T02:26:22Z,780000,140.0,235.0,1,right,MISS N. Alexander-Walker 27' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,27.3,Missed,,,,,,,,,,,,,,
79,PT05M44.00S,2021-11-06T02:26:22.3Z,1,REGULAR,rebound,defensive,[],202357,,,1610612744,18,20,2021-11-06T02:26:50Z,790000,,,0,,N. Bjelica REBOUND (Off:0 Def:1),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,78.0,1.0,1.0,0.0,,,,,,,,,,
80,PT05M38.00S,2021-11-06T02:26:27.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,29.38567674113009,19.852941176470587,1610612744,18,20,2021-11-06T02:26:31Z,800000,151.0,224.0,1,left,MISS J. Poole 26' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,26.97,Missed,,,,,,,,,,,,,,
81,PT05M36.00S,2021-11-06T02:26:29.4Z,1,REGULAR,rebound,offensive,[],202357,,,1610612744,18,20,2021-11-06T02:26:46Z,810000,,,0,,N. Bjelica REBOUND (Off:1 Def:1),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,80.0,2.0,1.0,1.0,,,,,,,,,,
82,PT05M33.00S,2021-11-06T02:26:32.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201939,33.85348226018397,65.68627450980392,1610612744,21,20,2021-11-06T02:26:34Z,820000,-78.0,266.0,1,left,S. Curry 27' 3PT  (9 PTS) (N. Bjelica 1 AST),"[201939, 202357]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,27.7,Made,,,,,,,,9.0,N. Bjelica,202357.0,1.0,,,
84,PT05M32.00S,2021-11-06T02:26:41.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,21,20,2021-11-06T02:26:41Z,840000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M32.00S,2021-11-06T02:27:15.8Z,1,REGULAR,substitution,out,[],1629673,,,1610612740,21,20,2021-11-06T02:30:06Z,850000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M32.00S,2021-11-06T02:27:15.8Z,1,REGULAR,substitution,out,[],202066,,,1610612740,21,20,2021-11-06T02:30:06Z,870000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M32.00S,2021-11-06T02:27:15.8Z,1,REGULAR,substitution,in,[],1627780,,,1610612740,21,20,2021-11-06T02:30:06Z,880000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M32.00S,2021-11-06T02:27:15.8Z,1,REGULAR,substitution,in,[],1630230,,,1610612740,21,20,2021-11-06T02:30:06Z,900000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M12.00S,2021-11-06T02:30:20.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,90.40735873850197,61.78768382352941,1610612740,21,20,2021-11-06T02:38:13Z,910000,59.0,38.0,1,right,MISS J. Valanciunas 6' driving floating Shot,[202685],1610612740.0,NOP,driving floating,,,Valanciunas,J. Valanciunas,,,,,,,,,,6.99,Missed,,,,,,,,,,,,,,
92,PT05M10.00S,2021-11-06T02:30:22.4Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,21,20,2021-11-06T02:38:13Z,920000,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,,,
93,PT04M55.00S,2021-11-06T02:30:37.7Z,1,REGULAR,3pt,Jump Shot,[],203952,6.521024967148489,4.166666666666666,1610612744,21,20,2021-11-06T02:30:41Z,930000,229.0,9.0,1,left,MISS A. Wiggins 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,22.94,Missed,,,,,,,,,,,,,,
94,PT04M53.00S,2021-11-06T02:30:39.7Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612740,21,20,2021-11-06T02:32:23Z,940000,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,93.0,3.0,3.0,0.0,,,,,,,,,,
