actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
542,PT09M17.00S,2021-11-04T04:05:29.4Z,4,REGULAR,substitution,in,[],1627780,,,1610612766,87,79,2021-11-04T04:05:32Z,5350000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT09M17.00S,2021-11-04T04:05:47.7Z,4,REGULAR,freethrow,2 of 2,[],1630163,,,1610612766,87,80,2021-11-04T04:05:47Z,5360000,,,0,,L. Ball Free Throw 2 of 2 (12 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Made,,,,,12.0,,,,,,,,,,,,,,
544,PT09M04.00S,2021-11-04T04:06:02.7Z,4,REGULAR,2pt,Jump Shot,[],203490,22.552562417871222,70.58823529411765,1610612744,89,80,2021-11-04T04:06:06Z,5370000,-103.0,159.0,1,left,O. Porter Jr. 18' pullup Jump Shot (2 PTS) (S. Curry 7 AST),"[203490, 201939]",1610612744.0,GSW,pullup,,,Porter Jr.,O. Porter Jr.,,,,,18.98,Made,,,,,2.0,S. Curry,201939.0,7.0,,,,,,,,,,,
546,PT08M46.00S,2021-11-04T04:06:19.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,83.26215505913272,53.18627450980392,1610612766,89,82,2021-11-04T04:06:23Z,5390000,16.0,105.0,1,right,G. Hayward 10' turnaround Jump Shot (19 PTS) (T. Rozier 2 AST),"[202330, 1626179]",1610612766.0,CHA,turnaround,,,Hayward,G. Hayward,,,,,10.6,Made,,,,,19.0,T. Rozier,1626179.0,2.0,,,,,,,,,,,
548,PT08M28.00S,2021-11-04T04:06:38.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201939,7.703679369250986,52.94117647058824,1610612744,91,82,2021-11-04T04:06:41Z,5410000,-15.0,20.0,1,left,S. Curry cutting Layup (12 PTS) (A. Iguodala 5 AST),"[201939, 2738]",1610612744.0,GSW,cutting,,,Curry,S. Curry,,,,,2.47,Made,,,,,12.0,A. Iguodala,2738.0,5.0,,,,,,,,,,,
550,PT08M12.00S,2021-11-04T04:06:54.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,96.13994743758212,60.5392156862745,1610612766,91,82,2021-11-04T04:06:57Z,5430000,53.0,-16.0,1,right,MISS C. Martin driving Layup,[1628998],1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,5.51,Missed,,,,,,,,,,,,,,,,,,,
552,PT08M10.00S,2021-11-04T04:06:56.3Z,4,REGULAR,rebound,offensive,[],1628998,,,1610612766,91,82,2021-11-04T04:07:33Z,5450000,,,0,,C. Martin REBOUND (Off:3 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,550.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
553,PT08M07.00S,2021-11-04T04:07:00.6Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628998,92.06636005256242,80.63725490196079,1610612766,91,84,2021-11-04T04:07:05Z,5460000,153.0,22.0,1,right,C. Martin 15' Jump Shot (2 PTS),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,15.48,Made,,,,,2.0,,,,,,,,,,,,,,
554,PT08M07.00S,2021-11-04T04:07:08.0Z,4,REGULAR,foul,personal,['1freethrow'],201939,,,1610612766,91,84,2021-11-04T04:07:13Z,5470000,,,0,,S. Curry shooting personal FOUL (3 PF) (Martin 1 FT),"[201939, 1628998]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,,,,,,,,,,,202041.0,,,,3.0,0.0,Martin,1628998.0,,,
556,PT08M07.00S,2021-11-04T04:07:26.6Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1628998,,,1610612766,91,84,2021-11-04T04:07:26Z,5490000,,,0,,MISS C. Martin Free Throw 1 of 1,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,Missed,,,,,,,,,,,,,,,,,,,
557,PT08M05.00S,2021-11-04T04:07:27.3Z,4,REGULAR,rebound,defensive,[],1627814,,,1610612744,91,84,2021-11-04T04:07:27Z,5500000,,,0,,D. Lee REBOUND (Off:1 Def:3),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,556.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
558,PT07M53.00S,2021-11-04T04:07:38.9Z,4,REGULAR,3pt,Jump Shot,[],201939,36.74441524310118,41.911764705882355,1610612744,94,84,2021-11-04T04:07:43Z,5510000,40.0,293.0,1,left,S. Curry 29' 3PT step back (15 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,29.57,Made,,,,,15.0,,,,,,,,,,,,,,
559,PT07M44.00S,2021-11-04T04:07:47.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,94.82588699080158,39.705882352941174,1610612766,94,86,2021-11-04T04:07:53Z,5520000,-51.0,-4.0,1,right,M. Bridges Layup (32 PTS) (L. Ball 8 AST),"[1628970, 1630163]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,5.16,Made,,,,,32.0,L. Ball,1630163.0,8.0,,,,,,,,,,,
560,PT07M26.00S,2021-11-04T04:08:05.4Z,4,REGULAR,3pt,Jump Shot,[],1627814,33.459264126149804,24.509803921568626,1610612744,94,86,2021-11-04T04:08:08Z,5530000,127.0,262.0,1,left,MISS D. Lee 29' 3PT,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,29.14,Missed,,,,,,,,,,,,,,,,,,,
561,PT07M24.00S,2021-11-04T04:08:07.4Z,4,REGULAR,rebound,offensive,[],1627780,,,1610612744,94,86,2021-11-04T04:08:16Z,5540000,,,0,,G. Payton II REBOUND (Off:1 Def:2),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,560.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
562,PT07M22.00S,2021-11-04T04:08:10.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627780,5.590000152587891,50.0,1610612744,96,86,2021-11-04T04:08:10Z,5550000,0.0,0.0,1,left,G. Payton II putback Layup (10 PTS),[1627780],1610612744.0,GSW,putback,,,Payton II,G. Payton II,,,,,0.0,Made,,,,,10.0,,,,,,,,,,,,,,
563,PT07M11.00S,2021-11-04T04:08:21.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202330,91.67214191852825,49.754901960784316,1610612766,96,86,2021-11-04T04:08:23Z,5560000,-1.0,26.0,1,right,MISS G. Hayward Layup - blocked,"[202330, 203490]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,2.58,Missed,,,,,,,,,,,,,,,,,,Porter Jr.,203490.0
685,PT07M11.00S,2021-11-04T04:08:21.6Z,4,REGULAR,block,,[],203490,,,1610612766,96,86,2021-11-04T04:37:41Z,5565000,,,0,,O. Porter Jr. BLOCK (1 BLK),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT07M09.00S,2021-11-04T04:08:23.6Z,4,REGULAR,rebound,defensive,[],203490,,,1610612744,96,86,2021-11-04T04:08:46Z,5570000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:3),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,563.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
566,PT07M02.00S,2021-11-04T04:08:30.1Z,4,REGULAR,turnover,bad pass,[],201939,,,1610612744,96,86,2021-11-04T04:08:32Z,5580000,,,0,,S. Curry bad pass TURNOVER (4 TO),"[201939, 1628970]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,4.0,Bridges,1628970.0,,,,,,,
567,PT07M02.00S,2021-11-04T04:08:30.1Z,4,REGULAR,steal,,[],1628970,,,1610612766,96,86,2021-11-04T04:08:32Z,5590000,,,0,,M. Bridges STEAL (2 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT06M57.00S,2021-11-04T04:08:35.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202330,91.93495400788436,47.794117647058826,1610612766,96,88,2021-11-04T04:11:32Z,5600000,-11.0,23.0,1,right,G. Hayward running Layup (21 PTS) (M. Bridges 2 AST),"[202330, 1628970]",1610612766.0,CHA,running,,,Hayward,G. Hayward,,,,,2.58,Made,,,,,21.0,M. Bridges,1628970.0,2.0,,,,,,,,,,,
570,PT06M44.00S,2021-11-04T04:08:51.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,96,88,2021-11-04T04:08:51Z,5620000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT06M44.00S,2021-11-04T04:09:48.8Z,4,REGULAR,substitution,out,[],1627814,,,1610612744,96,88,2021-11-04T04:12:19Z,5630000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT06M44.00S,2021-11-04T04:09:48.8Z,4,REGULAR,substitution,out,[],2738,,,1610612744,96,88,2021-11-04T04:12:19Z,5640000,,,0,,SUB out: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT06M44.00S,2021-11-04T04:09:48.8Z,4,REGULAR,substitution,out,[],203490,,,1610612744,96,88,2021-11-04T04:12:19Z,5650000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT06M44.00S,2021-11-04T04:09:48.8Z,4,REGULAR,substitution,in,[],203110,,,1610612744,96,88,2021-11-04T04:12:19Z,5660000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT06M44.00S,2021-11-04T04:09:48.8Z,4,REGULAR,substitution,in,[],203952,,,1610612744,96,88,2021-11-04T04:12:19Z,5670000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT06M44.00S,2021-11-04T04:09:48.8Z,4,REGULAR,substitution,in,[],1629673,,,1610612744,96,88,2021-11-04T04:12:19Z,5680000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT06M31.00S,2021-11-04T04:12:35.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203952,9.017739816031538,46.32352941176471,1610612744,96,88,2021-11-04T04:12:38Z,5690000,18.0,32.0,1,left,MISS A. Wiggins driving Layup,[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,3.72,Missed,,,,,,,,,,,,,,,,,,,
578,PT06M29.00S,2021-11-04T04:12:37.5Z,4,REGULAR,rebound,offensive,[],1627780,,,1610612744,96,88,2021-11-04T04:17:25Z,5700000,,,0,,G. Payton II REBOUND (Off:2 Def:2),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,577.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
579,PT06M28.00S,2021-11-04T04:12:43.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627780,5.590000152587891,50.0,1610612744,96,88,2021-11-04T04:26:43Z,5712500,0.0,0.0,1,left,MISS G. Payton II tip Layup,[1627780],1610612744.0,GSW,tip,,,Payton II,G. Payton II,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
580,PT06M27.00S,2021-11-04T04:12:44.3Z,4,REGULAR,rebound,offensive,[],203110,,,1610612744,96,88,2021-11-04T04:26:43Z,5718750,,,0,,D. Green REBOUND (Off:1 Def:7),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,579.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
650,PT06M27.00S,2021-11-04T04:12:44.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203110,6.783837056504599,49.50980392156863,1610612744,96,88,2021-11-04T04:23:44Z,5725000,2.0,11.0,1,left,MISS D. Green tip Layup,[203110],1610612744.0,GSW,tip,,,Green,D. Green,,,,,1.16,Missed,,,,,,,,,,,,,,,,,,,
651,PT06M27.00S,2021-11-04T04:12:44.5Z,4,REGULAR,rebound,defensive,[],202330,,,1610612766,96,88,2021-11-04T04:23:44Z,5727500,,,0,,G. Hayward REBOUND (Off:0 Def:11),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,650.0,11.0,11.0,0.0,,,,,,,,,,,,,,,
583,PT06M19.00S,2021-11-04T04:12:48.1Z,4,REGULAR,turnover,lost ball,[],1626179,,,1610612766,96,88,2021-11-04T04:12:49Z,5750000,,,0,,T. Rozier lost ball TURNOVER (3 TO),"[1626179, 201939]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,3.0,Curry,201939.0,,,,,,,
584,PT06M19.00S,2021-11-04T04:12:48.1Z,4,REGULAR,steal,,[],201939,,,1610612744,96,88,2021-11-04T04:12:50Z,5760000,,,0,,S. Curry STEAL (1 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT06M14.00S,2021-11-04T04:12:52.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627780,7.046649145860711,53.18627450980392,1610612744,98,88,2021-11-04T04:13:02Z,5770000,-16.0,14.0,1,left,G. Payton II running alley-oop DUNK (12 PTS) (S. Curry 8 AST),"[1627780, 201939]",1610612744.0,GSW,running alley-oop,,,Payton II,G. Payton II,,,,,2.1,Made,,,,,12.0,S. Curry,201939.0,8.0,,,,,,,,,,,
587,PT05M55.00S,2021-11-04T04:13:11.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,92.85479632063075,44.36274509803921,1610612766,98,90,2021-11-04T04:13:15Z,5790000,-28.0,15.0,1,right,L. Ball driving reverse Layup (14 PTS) (G. Hayward 2 AST),"[1630163, 202330]",1610612766.0,CHA,driving reverse,,,Ball,L. Ball,,,,,3.18,Made,,,,,14.0,G. Hayward,202330.0,2.0,,,,,,,,,,,
588,PT05M37.00S,2021-11-04T04:13:28.8Z,4,REGULAR,3pt,Jump Shot,[],1629673,28.597240473061763,79.41176470588235,1610612744,98,90,2021-11-04T04:13:32Z,5800000,-147.0,216.0,1,left,MISS J. Poole 26' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,26.16,Missed,,,,,,,,,,,,,,,,,,,
589,PT05M34.00S,2021-11-04T04:13:32.7Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,98,90,2021-11-04T04:13:32Z,5810000,,,0,,M. Bridges REBOUND (Off:0 Def:6),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,588.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
590,PT05M28.00S,2021-11-04T04:13:40.7Z,4,REGULAR,foul,personal,[],1629673,,,1610612766,98,90,2021-11-04T04:13:48Z,5820000,,,0,,J. Poole personal FOUL (3 PF),"[1629673, 202330]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,1155.0,,,,3.0,1.0,Hayward,202330.0,,,
593,PT05M23.00S,2021-11-04T04:14:06.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203952,,,1610612766,98,90,2021-11-04T04:14:19Z,5840000,,,0,,A. Wiggins shooting personal FOUL (3 PF) (Hayward 2 FT),"[203952, 202330]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,202041.0,,,,3.0,0.0,Hayward,202330.0,,,
595,PT05M23.00S,2021-11-04T04:14:30.7Z,4,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,98,91,2021-11-04T04:14:30Z,5860000,,,0,,G. Hayward Free Throw 1 of 2 (22 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Made,,,,,22.0,,,,,,,,,,,,,,
596,PT05M23.00S,2021-11-04T04:14:49.9Z,4,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,98,92,2021-11-04T04:14:49Z,5870000,,,0,,G. Hayward Free Throw 2 of 2 (23 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Made,,,,,23.0,,,,,,,,,,,,,,
598,PT05M12.00S,2021-11-04T04:15:14.0Z,4,REGULAR,foul,offensive,['inpenalty'],1627780,,,1610612744,98,92,2021-11-04T04:15:20Z,5890000,,,0,,G. Payton II offensive FOUL (3 PF),"[1627780, 1626179]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,1155.0,,,,3.0,0.0,Rozier,1626179.0,,,
600,PT05M12.00S,2021-11-04T04:15:14.0Z,4,REGULAR,turnover,offensive foul,[],1627780,,,1610612744,98,92,2021-11-04T04:15:14Z,5910000,,,0,,G. Payton II offensive foul TURNOVER (1 TO),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,1155.0,1.0,,,,,,,,,
601,PT04M59.00S,2021-11-04T04:15:32.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202330,90.48948751642575,52.94117647058824,1610612766,98,92,2021-11-04T04:15:34Z,5920000,15.0,37.0,1,right,MISS G. Hayward driving Layup,[202330],1610612766.0,CHA,driving,,,Hayward,G. Hayward,,,,,3.97,Missed,,,,,,,,,,,,,,,,,,,
602,PT04M59.00S,2021-11-04T04:15:37.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612744,98,92,2021-11-04T04:15:37Z,5930000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,601.0,,,,,,,,,,,,,,,,,,
603,PT04M59.00S,2021-11-04T04:15:39.2Z,4,REGULAR,foul,personal,[],1628970,,,1610612744,98,92,2021-11-04T04:15:56Z,5940000,,,0,,M. Bridges loose ball personal FOUL (1 PF),"[1628970, 203952]",1610612766.0,CHA,loose ball,,,Bridges,M. Bridges,,,,,,,,,,,,,,,1155.0,,,,1.0,0.0,Wiggins,203952.0,,,
605,PT04M47.00S,2021-11-04T04:16:06.7Z,4,REGULAR,3pt,Jump Shot,[],203952,4.5499342969776615,95.58823529411765,1610612744,101,92,2021-11-04T04:16:09Z,5960000,-228.0,-10.0,1,left,A. Wiggins 3PT  (12 PTS) (D. Green 8 AST),"[203952, 203110]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,22.81,Made,,,,,12.0,D. Green,203110.0,8.0,,,,,,,,,,,
607,PT04M28.00S,2021-11-04T04:16:26.0Z,4,REGULAR,3pt,Jump Shot,[],1630163,74.72076215505913,13.970588235294118,1610612766,101,92,2021-11-04T04:16:31Z,5980000,-180.0,185.0,1,right,MISS L. Ball 25' step back 3PT,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
608,PT04M26.00S,2021-11-04T04:16:28.0Z,4,REGULAR,rebound,defensive,[],203952,,,1610612744,101,92,2021-11-04T04:17:12Z,5990000,,,0,,A. Wiggins REBOUND (Off:0 Def:5),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,607.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
609,PT04M08.00S,2021-11-04T04:16:45.7Z,4,REGULAR,3pt,Jump Shot,[],201939,8.492115637319317,2.696078431372549,1610612744,101,92,2021-11-04T04:27:03Z,6000000,237.0,27.0,1,left,MISS S. Curry fadeaway 3PT,[201939],1610612744.0,GSW,fadeaway,,,Curry,S. Curry,,,,,23.81,Missed,,,,,,,,,,,,,,,,,,,
610,PT04M06.00S,2021-11-04T04:16:47.7Z,4,REGULAR,rebound,offensive,[],203952,,,1610612744,101,92,2021-11-04T04:18:11Z,6010000,,,0,,A. Wiggins REBOUND (Off:1 Def:5),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,609.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
611,PT04M02.00S,2021-11-04T04:16:52.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627780,7.30946123521682,48.03921568627451,1610612744,103,92,2021-11-04T04:18:23Z,6020000,10.0,16.0,1,left,G. Payton II Layup (14 PTS) (A. Wiggins 3 AST),"[1627780, 203952]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,1.89,Made,,,,,14.0,A. Wiggins,203952.0,3.0,,,,,,,,,,,
612,PT04M02.00S,2021-11-04T04:17:01.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612766,103,92,2021-11-04T04:17:01Z,6030000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT03M57.00S,2021-11-04T04:18:37.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1626179,94.03745072273325,4.411764705882353,1610612766,103,92,2021-11-04T04:18:41Z,6040000,-228.0,4.0,1,right,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,22.79,Missed,,,,,,,,,,,,,,,,,,,
615,PT03M55.00S,2021-11-04T04:18:39.7Z,4,REGULAR,rebound,defensive,[],1627780,,,1610612744,103,92,2021-11-04T04:18:50Z,6050000,,,0,,G. Payton II REBOUND (Off:2 Def:3),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,614.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
616,PT03M53.00S,2021-11-04T04:18:45.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,103,92,2021-11-04T04:18:45Z,6060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT03M45.00S,2021-11-04T04:19:00.3Z,4,REGULAR,3pt,Jump Shot,[],201939,33.196452036793694,68.13725490196079,1610612744,103,92,2021-11-04T04:19:08Z,6070000,-91.0,260.0,1,left,MISS S. Curry 27' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,27.49,Missed,,,,,,,,,,,,,,,,,,,
618,PT03M42.00S,2021-11-04T04:19:03.8Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,103,92,2021-11-04T04:19:03Z,6080000,,,0,,M. Bridges REBOUND (Off:0 Def:7),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,617.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
619,PT03M36.00S,2021-11-04T04:19:09.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628970,66.44218134034165,57.107843137254896,1610612766,103,92,2021-11-04T04:19:13Z,6090000,36.0,263.0,1,right,MISS M. Bridges 26' step back 3PT,[1628970],1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,26.53,Missed,,,,,,,,,,,,,,,,,,,
620,PT03M34.00S,2021-11-04T04:19:11.2Z,4,REGULAR,rebound,defensive,[],201939,,,1610612744,103,92,2021-11-04T04:22:33Z,6100000,,,0,,S. Curry REBOUND (Off:1 Def:7),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,619.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
621,PT03M20.00S,2021-11-04T04:19:25.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203952,7.046649145860711,47.30392156862745,1610612744,105,92,2021-11-04T04:19:27Z,6110000,13.0,14.0,1,left,A. Wiggins cutting Layup (14 PTS) (J. Poole 1 AST),"[203952, 1629673]",1610612744.0,GSW,cutting,,,Wiggins,A. Wiggins,,,,,1.92,Made,,,,,14.0,J. Poole,1629673.0,1.0,,,,,,,,,,,
623,PT03M05.00S,2021-11-04T04:19:40.3Z,4,REGULAR,turnover,lost ball,[],1630163,,,1610612766,105,92,2021-11-04T04:19:42Z,6130000,,,0,,L. Ball lost ball TURNOVER (4 TO),"[1630163, 1627780]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,4.0,Payton II,1627780.0,,,,,,,
624,PT03M05.00S,2021-11-04T04:19:40.3Z,4,REGULAR,steal,,[],1627780,,,1610612744,105,92,2021-11-04T04:19:43Z,6140000,,,0,,G. Payton II STEAL (3 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT03M01.00S,2021-11-04T04:19:44.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629673,5.995400788436268,45.83333333333333,1610612744,107,92,2021-11-04T04:27:14Z,6150000,21.0,4.0,1,left,J. Poole running finger roll Layup (31 PTS),[1629673],1610612744.0,GSW,running finger roll,,,Poole,J. Poole,,,,,2.12,Made,,,,,31.0,,,,,,,,,,,,,,
626,PT02M49.00S,2021-11-04T04:19:55.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,90.88370565045992,46.568627450980394,1610612766,107,92,2021-11-04T04:19:58Z,6160000,-17.0,33.0,1,right,MISS T. Rozier driving Layup,[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,3.74,Missed,,,,,,,,,,,,,,,,,,,
627,PT02M47.00S,2021-11-04T04:19:57.5Z,4,REGULAR,rebound,defensive,[],203110,,,1610612744,107,92,2021-11-04T04:22:27Z,6170000,,,0,,D. Green REBOUND (Off:1 Def:8),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,626.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
628,PT02M43.00S,2021-11-04T04:20:01.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,19.398817345597898,95.83333333333334,1610612744,107,92,2021-11-04T04:20:06Z,6180000,-229.0,130.0,1,left,MISS J. Poole 26' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,26.34,Missed,,,,,,,,,,,,,,,,,,,
629,PT02M41.00S,2021-11-04T04:20:03.1Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,107,92,2021-11-04T04:22:21Z,6190000,,,0,,M. Bridges REBOUND (Off:0 Def:8),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,628.0,8.0,8.0,0.0,,,,,,,,,,,,,,,
630,PT02M34.00S,2021-11-04T04:20:11.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628970,92.06636005256242,56.61764705882353,1610612766,107,92,2021-11-04T04:20:14Z,6200000,33.0,22.0,1,right,MISS M. Bridges Layup - blocked,"[1628970, 1627780]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,3.98,Missed,,,,,,,,,,,,,,,,,,Payton II,1627780.0
