actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
16,PT10M40.00S,2022-02-17T03:13:30.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,92.46057818659659,43.872549019607845,1610612744,5,0,2022-02-17T03:13:33Z,160000,-31.0,18.0,1,right,G. Payton II Layup (2 PTS) (S. Curry 1 AST),"[1627780, 201939]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,3.57,Made,2.0,S. Curry,201939.0,1.0,,,,,,,,,,,,,
18,PT10M17.00S,2022-02-17T03:13:53.5Z,1,REGULAR,2pt,Jump Shot,[],201145,7.703679369250986,70.09803921568627,1610612743,5,2,2022-02-17T03:13:57Z,180000,-100.0,20.0,1,left,J. Green 10' turnaround fadeaway Jump Shot (2 PTS),[201145],1610612743.0,DEN,turnaround fadeaway,,,Green,J. Green,,,,,,,10.25,Made,2.0,,,,,,,,,,,,,,,,
19,PT09M58.00S,2022-02-17T03:14:11.4Z,1,REGULAR,3pt,Jump Shot,[],202691,96.40275952693824,2.941176470588235,1610612744,5,2,2022-02-17T03:14:13Z,190000,-235.0,-19.0,1,right,MISS K. Thompson 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,23.6,Missed,,,,,,,,,,,,,,,,,
20,PT09M55.00S,2022-02-17T03:14:14.7Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,5,2,2022-02-17T03:14:14Z,200000,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,19.0,2.0,2.0,0.0,,,,,,,,,
21,PT09M52.00S,2022-02-17T03:14:20.2Z,1,REGULAR,turnover,out-of-bounds,[],203115,,,1610612743,5,2,2022-02-17T03:15:07Z,210000,,,0,,W. Barton lost ball out-of-bounds TURNOVER (1 TO),[203115],1610612743.0,DEN,lost ball,,,Barton,W. Barton,,,,,1662.0,1.0,,,,,,,,,,,,,,,,,,,
22,PT09M36.00S,2022-02-17T03:14:41.9Z,1,REGULAR,foul,personal,['2freethrow'],203115,,,1610612744,5,2,2022-02-17T03:14:51Z,220000,,,0,,W. Barton shooting personal FOUL (1 PF) (Thompson 2 FT),"[203115, 202691]",1610612743.0,DEN,shooting,,,Barton,W. Barton,,,,,203593.0,,,,,,,,,,,,1.0,0.0,Thompson,202691.0,,,,,
24,PT09M36.00S,2022-02-17T03:15:11.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],202691,,,1610612744,6,2,2022-02-17T03:15:11Z,240000,,,0,,K. Thompson Free Throw 1 of 2 (1 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
25,PT09M36.00S,2022-02-17T03:15:31.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],202691,,,1610612744,7,2,2022-02-17T03:15:31Z,250000,,,0,,K. Thompson Free Throw 2 of 2 (2 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,
26,PT09M18.00S,2022-02-17T03:15:51.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,10.463206307490145,50.0,1610612743,7,4,2022-02-17T03:15:55Z,260000,0.0,46.0,1,left,N. Jokic Hook (2 PTS) (M. Morris 1 AST),"[203999, 1628420]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,4.59,Made,2.0,M. Morris,1628420.0,1.0,,,,,,,,,,,,,
28,PT09M05.00S,2022-02-17T03:16:04.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,92.46057818659659,57.107843137254896,1610612744,9,4,2022-02-17T03:16:07Z,280000,36.0,18.0,1,right,G. Payton II driving Layup (4 PTS) (K. Looney 2 AST),"[1627780, 1626172]",1610612744.0,GSW,driving,,,Payton II,G. Payton II,,,,,,,4.0,Made,4.0,K. Looney,1626172.0,2.0,,,,,,,,,,,,,
30,PT08M56.00S,2022-02-17T03:16:13.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203115,20.844283837056505,7.352941176470589,1610612743,9,4,2022-02-17T03:16:16Z,300000,213.0,143.0,1,left,MISS W. Barton 25' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,25.69,Missed,,,,,,,,,,,,,,,,,
31,PT08M54.00S,2022-02-17T03:16:15.0Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,9,4,2022-02-17T03:16:37Z,310000,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,
32,PT08M45.00S,2022-02-17T03:16:24.6Z,1,REGULAR,3pt,Jump Shot,[],202691,94.1688567674113,95.83333333333334,1610612744,12,4,2022-02-17T03:16:27Z,320000,229.0,2.0,1,right,K. Thompson 3PT  (5 PTS) (K. Looney 3 AST),"[202691, 1626172]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,22.92,Made,5.0,K. Looney,1626172.0,3.0,,,,,,,,,,,,,
34,PT08M43.00S,2022-02-17T03:16:31.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,12,4,2022-02-17T03:16:31Z,340000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT08M33.00S,2022-02-17T03:19:33.3Z,1,REGULAR,2pt,Jump Shot,[],203999,22.683968462549277,49.50980392156863,1610612743,12,4,2022-02-17T03:19:36Z,350000,2.0,161.0,1,left,MISS N. Jokic 16' Jump Shot,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,16.07,Missed,,,,,,,,,,,,,,,,,
36,PT08M30.00S,2022-02-17T03:19:36.8Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,12,4,2022-02-17T03:19:36Z,360000,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,35.0,2.0,2.0,0.0,,,,,,,,,
37,PT08M18.00S,2022-02-17T03:19:48.4Z,1,REGULAR,3pt,Jump Shot,[],201939,64.07687253613666,49.50980392156863,1610612744,12,4,2022-02-17T03:19:51Z,370000,-2.0,285.0,1,right,MISS S. Curry 28' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,28.52,Missed,,,,,,,,,,,,,,,,,
38,PT08M16.00S,2022-02-17T03:19:50.4Z,1,REGULAR,rebound,offensive,[],203952,,,1610612744,12,4,2022-02-17T03:20:59Z,380000,,,0,,A. Wiggins REBOUND (Off:1 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,37.0,3.0,2.0,1.0,,,,,,,,,
39,PT08M13.00S,2022-02-17T03:19:53.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202691,81.68528252299606,95.34313725490196,1610612744,12,4,2022-02-17T03:19:56Z,390000,227.0,120.0,1,right,MISS K. Thompson 25' pullup 3PT,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,,,25.64,Missed,,,,,,,,,,,,,,,,,
40,PT08M11.00S,2022-02-17T03:19:55.1Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612743,12,4,2022-02-17T03:20:49Z,400000,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,
41,PT08M00.00S,2022-02-17T03:20:05.7Z,1,REGULAR,2pt,Jump Shot,[],203932,8.623521681997373,67.40196078431373,1610612743,12,4,2022-02-17T03:20:09Z,410000,-87.0,29.0,1,left,MISS A. Gordon 9' turnaround fadeaway Shot,[203932],1610612743.0,DEN,turnaround fadeaway,,,Gordon,A. Gordon,,,,,,,9.16,Missed,,,,,,,,,,,,,,,,,
42,PT07M58.00S,2022-02-17T03:20:07.7Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,12,4,2022-02-17T03:20:45Z,420000,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,
43,PT07M51.00S,2022-02-17T03:20:15.0Z,1,REGULAR,2pt,Jump Shot,[],201939,74.98357424441524,30.14705882352941,1610612744,12,4,2022-02-17T03:20:46Z,430000,-99.0,183.0,1,right,MISS S. Curry 20' pullup Shot,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,,,20.79,Missed,,,,,,,,,,,,,,,,,
44,PT07M49.00S,2022-02-17T03:20:17.0Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,12,4,2022-02-17T03:20:38Z,440000,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,43.0,3.0,3.0,0.0,,,,,,,,,
45,PT07M42.00S,2022-02-17T03:20:25.3Z,1,REGULAR,foul,personal,['2freethrow'],1627780,,,1610612743,12,4,2022-02-17T03:20:33Z,450000,,,0,,G. Payton II shooting personal FOUL (1 PF) (Morris 2 FT),"[1627780, 1628420]",1610612744.0,GSW,shooting,,,Payton II,G. Payton II,,,,,1662.0,,,,,,,,,,,,1.0,0.0,Morris,1628420.0,,,,,
47,PT07M42.00S,2022-02-17T03:20:50.9Z,1,REGULAR,freethrow,1 of 2,[],1628420,,,1610612743,12,5,2022-02-17T03:20:50Z,470000,,,0,,M. Morris Free Throw 1 of 2 (1 PTS),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
48,PT07M42.00S,2022-02-17T03:21:04.4Z,1,REGULAR,freethrow,2 of 2,[],1628420,,,1610612743,12,6,2022-02-17T03:21:04Z,480000,,,0,,M. Morris Free Throw 2 of 2 (2 PTS),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,
49,PT07M36.00S,2022-02-17T03:21:16.8Z,1,REGULAR,foul,personal,[],1628420,,,1610612744,12,6,2022-02-17T03:21:19Z,490000,,,0,,M. Morris personal FOUL (1 PF),"[1628420, 1627780]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,201246.0,,,,,,,,,,,,1.0,0.0,Payton II,1627780.0,,,,,
51,PT07M30.00S,2022-02-17T03:21:43.5Z,1,REGULAR,3pt,Jump Shot,[],202691,66.04796320630749,47.30392156862745,1610612744,12,6,2022-02-17T03:21:45Z,510000,-13.0,267.0,1,right,MISS K. Thompson 26' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,26.69,Missed,,,,,,,,,,,,,,,,,
52,PT07M28.00S,2022-02-17T03:21:45.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,12,6,2022-02-17T03:29:28Z,520000,,,0,,N. Jokic REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,51.0,4.0,4.0,0.0,,,,,,,,,
53,PT07M17.00S,2022-02-17T03:21:55.7Z,1,REGULAR,turnover,lost ball,[],203115,,,1610612743,12,6,2022-02-17T03:21:56Z,530000,,,0,,W. Barton lost ball TURNOVER (2 TO),"[203115, 1626172]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,2.0,,,,,,,,,,,,,,,Looney,1626172.0,,,
54,PT07M17.00S,2022-02-17T03:21:55.7Z,1,REGULAR,steal,,[],1626172,,,1610612744,12,6,2022-02-17T03:21:57Z,540000,,,0,,K. Looney STEAL (1 STL),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M11.00S,2022-02-17T03:22:01.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202691,95.22010512483574,97.05882352941177,1610612744,12,6,2022-02-17T03:23:08Z,550000,235.0,-8.0,1,right,MISS K. Thompson running 3PT,[202691],1610612744.0,GSW,running,,,Thompson,K. Thompson,,,,,,,23.54,Missed,,,,,,,,,,,,,,,,,
56,PT07M09.00S,2022-02-17T03:22:03.7Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,12,6,2022-02-17T03:22:27Z,560000,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,55.0,2.0,1.0,1.0,,,,,,,,,
57,PT07M05.00S,2022-02-17T03:22:07.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626172,92.46057818659659,55.14705882352941,1610612744,14,6,2022-02-17T03:22:10Z,570000,26.0,18.0,1,right,K. Looney reverse Layup (2 PTS),[1626172],1610612744.0,GSW,reverse,,,Looney,K. Looney,,,,,,,3.16,Made,2.0,,,,,,,,,,,,,,,,
58,PT06M51.00S,2022-02-17T03:22:20.8Z,1,REGULAR,2pt,Jump Shot,[],203115,12.565703022339028,16.911764705882355,1610612743,14,8,2022-02-17T03:22:23Z,580000,165.0,66.0,1,left,W. Barton 17' pullup Jump Shot (2 PTS),[203115],1610612743.0,DEN,pullup,,,Barton,W. Barton,,,,,,,17.79,Made,2.0,,,,,,,,,,,,,,,,
59,PT06M35.00S,2022-02-17T03:22:37.6Z,1,REGULAR,turnover,bad pass,[],203952,,,1610612744,14,8,2022-02-17T03:22:39Z,590000,,,0,,A. Wiggins bad pass TURNOVER (1 TO),"[203952, 201145]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,1.0,,,,,,,,,,,,,,,Green,201145.0,,,
60,PT06M35.00S,2022-02-17T03:22:37.6Z,1,REGULAR,steal,,[],201145,,,1610612743,14,8,2022-02-17T03:22:40Z,600000,,,0,,J. Green STEAL (1 STL),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M31.00S,2022-02-17T03:22:41.3Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,14,8,2022-02-17T03:22:42Z,610000,,,0,,N. Jokic bad pass TURNOVER (2 TO),"[203999, 1627780]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,2.0,,,,,,,,,,,,,,,Payton II,1627780.0,,,
62,PT06M31.00S,2022-02-17T03:22:41.3Z,1,REGULAR,steal,,[],1627780,,,1610612744,14,8,2022-02-17T03:22:44Z,620000,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M27.00S,2022-02-17T03:22:45.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201939,71.56701708278581,85.29411764705883,1610612744,17,8,2022-02-17T03:24:55Z,630000,176.0,215.0,1,right,S. Curry 27' 3PT running (3 PTS) (K. Thompson 1 AST),"[201939, 202691]",1610612744.0,GSW,running,,,Curry,S. Curry,,,,,,,27.8,Made,3.0,K. Thompson,202691.0,1.0,,,,,,,,,,,,,
65,PT06M10.00S,2022-02-17T03:23:02.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201145,10.726018396846255,50.73529411764706,1610612743,17,8,2022-02-17T03:23:05Z,650000,-4.0,48.0,1,left,MISS J. Green turnaround Hook,[201145],1610612743.0,DEN,turnaround,,,Green,J. Green,,,,,,,4.84,Missed,,,,,,,,,,,,,,,,,
66,PT06M08.00S,2022-02-17T03:23:04.6Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,17,8,2022-02-17T03:24:27Z,660000,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,65.0,3.0,2.0,1.0,,,,,,,,,
67,PT05M57.00S,2022-02-17T03:23:15.2Z,1,REGULAR,3pt,Jump Shot,[],203952,75.77201051248358,11.76470588235294,1610612744,17,8,2022-02-17T03:23:17Z,670000,-191.0,175.0,1,right,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,25.93,Missed,,,,,,,,,,,,,,,,,
68,PT05M55.00S,2022-02-17T03:23:18.3Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,17,8,2022-02-17T03:23:18Z,680000,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,67.0,1.0,1.0,0.0,,,,,,,,,
69,PT05M48.00S,2022-02-17T03:23:25.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,15.062417871222076,44.6078431372549,1610612743,17,8,2022-02-17T03:23:28Z,690000,27.0,89.0,1,left,MISS A. Gordon 9' pullup Shot,[203932],1610612743.0,DEN,pullup,,,Gordon,A. Gordon,,,,,,,9.31,Missed,,,,,,,,,,,,,,,,,
70,PT05M46.00S,2022-02-17T03:23:27.1Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,17,8,2022-02-17T03:24:20Z,700000,,,0,,K. Looney REBOUND (Off:1 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,69.0,4.0,3.0,1.0,,,,,,,,,
71,PT05M40.00S,2022-02-17T03:23:36.1Z,1,REGULAR,turnover,out-of-bounds,[],203952,,,1610612744,17,8,2022-02-17T03:23:43Z,710000,,,0,,A. Wiggins lost ball out-of-bounds TURNOVER (2 TO),[203952],1610612744.0,GSW,lost ball,,,Wiggins,A. Wiggins,,,,,201246.0,2.0,,,,,,,,,,,,,,,,,,,
72,PT05M40.00S,2022-02-17T03:23:44.7Z,1,REGULAR,substitution,out,[],1627780,,,1610612743,17,8,2022-02-17T03:23:55Z,720000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M40.00S,2022-02-17T03:23:44.7Z,1,REGULAR,substitution,out,[],202691,,,1610612743,17,8,2022-02-17T03:23:55Z,730000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M40.00S,2022-02-17T03:23:44.7Z,1,REGULAR,substitution,out,[],203115,,,1610612743,17,8,2022-02-17T03:23:55Z,740000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M40.00S,2022-02-17T03:23:44.7Z,1,REGULAR,substitution,out,[],201145,,,1610612743,17,8,2022-02-17T03:23:55Z,750000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M40.00S,2022-02-17T03:23:44.7Z,1,REGULAR,substitution,in,[],1629673,,,1610612743,17,8,2022-02-17T03:23:55Z,760000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M40.00S,2022-02-17T03:23:44.7Z,1,REGULAR,substitution,in,[],1630228,,,1610612743,17,8,2022-02-17T03:23:55Z,770000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M40.00S,2022-02-17T03:23:44.7Z,1,REGULAR,substitution,in,[],203085,,,1610612743,17,8,2022-02-17T03:23:55Z,780000,,,0,,SUB in: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M40.00S,2022-02-17T03:23:44.7Z,1,REGULAR,substitution,in,[],1627854,,,1610612743,17,8,2022-02-17T03:23:55Z,790000,,,0,,SUB in: B. Forbes,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M40.00S,2022-02-17T03:24:00.7Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612743,17,8,2022-02-17T03:24:03Z,800000,,,0,,TEAM delay-of-game VIOLATION,[],1610612744.0,GSW,,,,,,,,,,1662.0,,,,,,,,,,,,,,,,,,,,
81,PT05M40.00S,2022-02-17T03:24:06.4Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612743,17,8,2022-02-17T03:24:08Z,810000,,,0,,TEAM delay-of-game VIOLATION,[],1610612743.0,DEN,,,,,,,,,,1662.0,,,,,,,,,,,,,,,,,,,,
82,PT05M23.00S,2022-02-17T03:24:38.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203999,11.514454664914586,53.18627450980392,1610612743,17,10,2022-02-17T03:24:41Z,820000,-16.0,56.0,1,left,N. Jokic driving floating Jump Shot (4 PTS),[203999],1610612743.0,DEN,driving floating,,,Jokic,N. Jokic,,,,,,,5.79,Made,4.0,,,,,,,,,,,,,,,,
83,PT05M23.00S,2022-02-17T03:24:42.7Z,1,REGULAR,foul,personal,['1freethrow'],1626172,,,1610612743,17,10,2022-02-17T03:24:49Z,830000,,,0,,K. Looney shooting personal FOUL (1 PF) (Jokic 1 FT),"[1626172, 203999]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,1662.0,,,,,,,,,,,,1.0,0.0,Jokic,203999.0,,,,,
85,PT05M23.00S,2022-02-17T03:25:04.6Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],203999,,,1610612743,17,11,2022-02-17T03:25:04Z,850000,,,0,,N. Jokic Free Throw 1 of 1 (5 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
86,PT05M05.00S,2022-02-17T03:25:24.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,90.09526938239159,44.11764705882353,1610612744,17,11,2022-02-17T03:25:49Z,860000,-29.0,41.0,1,right,MISS A. Wiggins driving Layup,[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,,,5.01,Missed,,,,,,,,,,,,,,,,,
87,PT05M04.00S,2022-02-17T03:25:25.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,17,11,2022-02-17T03:25:49Z,870000,,,0,,N. Jokic REBOUND (Off:0 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,86.0,5.0,5.0,0.0,,,,,,,,,
