actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
265,PT04M36.00S,2022-01-26T03:52:11.6Z,2,REGULAR,freethrow,1 of 1,[],1629673,,,1610612744,52,40,2022-01-26T03:52:11Z,2630000,,,0,,J. Poole Free Throw 1 of 1 (3 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,,,,,,,,,3.0,,,,,,,,,,
266,PT04M12.00S,2022-01-26T03:52:38.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,5.075558475689881,55.14705882352941,1610612742,52,40,2022-01-26T03:52:41Z,2640000,-26.0,-5.0,1,left,MISS L. Doncic driving Layup,[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,2.61,Missed,,,,,,,,,,,,,,,,,,,
267,PT04M10.00S,2022-01-26T03:52:40.4Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,52,40,2022-01-26T03:52:59Z,2650000,,,0,,K. Looney REBOUND (Off:0 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,266.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
268,PT04M00.00S,2022-01-26T03:52:49.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,90.3580814717477,43.13725490196079,1610612744,54,40,2022-01-26T03:52:52Z,2660000,-34.0,38.0,1,right,J. Poole driving finger roll Layup (5 PTS),[1629673],1610612744.0,GSW,driving finger roll,,,Poole,J. Poole,,,,,5.13,Made,,,,,,,,,5.0,,,,,,,,,,
269,PT03M42.00S,2022-01-26T03:53:08.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,13.222733245729303,36.76470588235294,1610612742,54,40,2022-01-26T03:53:11Z,2670000,66.0,72.0,1,left,MISS J. Brunson 9' driving Layup,[1628973],1610612742.0,DAL,driving,,,Brunson,J. Brunson,,,,,9.77,Missed,,,,,,,,,,,,,,,,,,,
271,PT03M40.00S,2022-01-26T03:53:10.1Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,54,40,2022-01-26T03:53:26Z,2690000,,,0,,K. Looney REBOUND (Off:0 Def:5),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,269.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
272,PT03M33.00S,2022-01-26T03:53:18.0Z,2,REGULAR,3pt,Jump Shot,[],203490,93.11760840998686,98.2843137254902,1610612744,57,40,2022-01-26T03:53:21Z,2700000,241.0,12.0,1,right,O. Porter Jr. 24' 3PT  (3 PTS) (A. Wiggins 2 AST),"[203490, 203952]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,24.17,Made,,,,,,,,,3.0,A. Wiggins,203952.0,2.0,,,,,,,
274,PT03M06.00S,2022-01-26T03:53:46.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203952,,,1610612742,57,40,2022-01-26T03:54:32Z,2720000,,,0,,A. Wiggins personal FOUL (2 PF) (Doncic 2 FT),"[203952, 1629029]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,1627964.0,,,,,,,,,,2.0,0.0,Doncic,1629029.0,
276,PT03M06.00S,2022-01-26T03:54:12.3Z,2,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,57,41,2022-01-26T03:54:12Z,2740000,,,0,,L. Doncic Free Throw 1 of 2 (17 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,,,,,,17.0,,,,,,,,,,
277,PT03M06.00S,2022-01-26T03:54:33.6Z,2,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,57,42,2022-01-26T03:54:33Z,2750000,,,0,,L. Doncic Free Throw 2 of 2 (18 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,,,,,,18.0,,,,,,,,,,
278,PT02M53.00S,2022-01-26T03:54:47.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,92.24704336399473,38.30039828431372,1610612744,59,42,2022-01-26T04:00:23Z,2760000,-58.0,20.0,1,right,J. Poole 6' driving Layup (7 PTS),[1629673],1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,6.2,Made,,,,,,,,,7.0,,,,,,,,,,
279,PT02M45.00S,2022-01-26T03:54:56.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627827,7.835085413929041,50.0,1610612742,59,44,2022-01-26T03:54:58Z,2770000,0.0,21.0,1,left,D. Finney-Smith cutting DUNK (2 PTS) (J. Brunson 1 AST),"[1627827, 1628973]",1610612742.0,DAL,cutting,,,Finney-Smith,D. Finney-Smith,,,,,2.11,Made,,,,,,,,,2.0,J. Brunson,1628973.0,1.0,,,,,,,
281,PT02M22.00S,2022-01-26T03:55:17.9Z,2,REGULAR,3pt,Jump Shot,[],203952,78.66294349540078,8.088235294117647,1610612744,59,44,2022-01-26T03:55:21Z,2790000,-210.0,148.0,1,right,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,,
282,PT02M19.00S,2022-01-26T03:55:20.9Z,2,REGULAR,rebound,offensive,[],203490,,,1610612744,59,44,2022-01-26T03:55:29Z,2800000,,,0,,O. Porter Jr. REBOUND (Off:1 Def:2),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,281.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
283,PT02M18.00S,2022-01-26T03:55:23.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203490,94.40999984741211,50.0,1610612744,61,44,2022-01-26T03:56:58Z,2810000,0.0,0.0,1,right,O. Porter Jr. tip Layup (5 PTS),[203490],1610612744.0,GSW,tip,,,Porter Jr.,O. Porter Jr.,,,,,0.0,Made,,,,,,,,,5.0,,,,,,,,,,
284,PT02M07.00S,2022-01-26T03:55:34.1Z,2,REGULAR,3pt,Jump Shot,[],1627827,7.30946123521682,5.147058823529411,1610612742,61,44,2022-01-26T03:55:36Z,2820000,224.0,16.0,1,left,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,22.49,Missed,,,,,,,,,,,,,,,,,,,
285,PT02M05.00S,2022-01-26T03:55:36.1Z,2,REGULAR,rebound,defensive,[],1629673,,,1610612744,61,44,2022-01-26T03:55:41Z,2830000,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,284.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
286,PT01M56.00S,2022-01-26T03:55:45.1Z,2,REGULAR,turnover,lost ball,[],1629673,,,1610612744,61,44,2022-01-26T03:55:46Z,2840000,,,0,,J. Poole lost ball TURNOVER (1 TO),"[1629673, 1627827]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,1.0,,,,,,,Finney-Smith,1627827.0,,,,,
287,PT01M56.00S,2022-01-26T03:55:45.1Z,2,REGULAR,steal,,[],1627827,,,1610612742,61,44,2022-01-26T03:55:47Z,2850000,,,0,,D. Finney-Smith STEAL (2 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT01M53.00S,2022-01-26T03:55:48.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627827,7.966491458607096,51.225490196078425,1610612742,61,46,2022-01-26T03:58:05Z,2860000,-6.0,22.0,1,left,D. Finney-Smith running DUNK (4 PTS),[1627827],1610612742.0,DAL,running,,,Finney-Smith,D. Finney-Smith,,,,,2.32,Made,,,,,,,,,4.0,,,,,,,,,,
289,PT01M33.00S,2022-01-26T03:56:07.4Z,2,REGULAR,3pt,Jump Shot,[],203490,79.188567674113,6.61764705882353,1610612744,61,46,2022-01-26T03:56:10Z,2870000,-217.0,143.0,1,right,MISS O. Porter Jr. 25' 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,25.99,Missed,,,,,,,,,,,,,,,,,,,
290,PT01M30.00S,2022-01-26T03:56:11.0Z,2,REGULAR,rebound,defensive,[],203493,,,1610612742,61,46,2022-01-26T03:56:11Z,2880000,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,289.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
291,PT01M13.00S,2022-01-26T03:56:27.5Z,2,REGULAR,3pt,Jump Shot,[],1629029,32.14520367936925,69.11764705882352,1610612742,61,49,2022-01-26T03:56:31Z,2890000,-96.0,250.0,1,left,L. Doncic 26' 3PT step back (21 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,26.74,Made,,,,,,,,,21.0,,,,,,,,,,
292,PT00M49.00S,2022-01-26T03:56:53.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203490,91.27792378449409,46.81372549019608,1610612744,63,49,2022-01-26T03:56:59Z,2900000,-16.0,29.0,1,right,O. Porter Jr. cutting Layup (7 PTS) (J. Poole 3 AST),"[203490, 1629673]",1610612744.0,GSW,cutting,,,Porter Jr.,O. Porter Jr.,,,,,3.35,Made,,,,,,,,,7.0,J. Poole,1629673.0,3.0,,,,,,,
294,PT00M44.70S,2022-01-26T03:57:00.1Z,2,REGULAR,turnover,bad pass,[],1629029,,,1610612742,63,49,2022-01-26T03:57:01Z,2920000,,,0,,L. Doncic bad pass TURNOVER (2 TO),"[1629029, 203952]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,2.0,,,,,,,Wiggins,203952.0,,,,,
295,PT00M44.70S,2022-01-26T03:57:00.1Z,2,REGULAR,steal,,[],203952,,,1610612744,63,49,2022-01-26T03:57:02Z,2930000,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT00M38.30S,2022-01-26T03:57:06.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203490,85.89027595269383,50.73529411764706,1610612744,63,49,2022-01-26T03:57:09Z,2940000,4.0,80.0,1,right,MISS O. Porter Jr. 8' driving floating Shot,[203490],1610612744.0,GSW,driving floating,,,Porter Jr.,O. Porter Jr.,,,,,8.02,Missed,,,,,,,,,,,,,,,,,,,
297,PT00M36.40S,2022-01-26T03:57:08.2Z,2,REGULAR,rebound,offensive,[],203490,,,1610612744,63,49,2022-01-26T03:57:29Z,2950000,,,0,,O. Porter Jr. REBOUND (Off:2 Def:2),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,296.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
298,PT00M33.70S,2022-01-26T03:57:11.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203952,74.19513797634691,11.76470588235294,1610612744,63,49,2022-01-26T03:57:12Z,2960000,-191.0,190.0,1,right,MISS A. Wiggins 26' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,26.96,Missed,,,,,,,,,,,,,,,,,,,
299,PT00M31.10S,2022-01-26T03:57:13.7Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612742,63,49,2022-01-26T03:57:13Z,2970000,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,298.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
300,PT00M29.70S,2022-01-26T03:57:15.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203493,12.171484888304862,49.01960784313725,1610612742,63,51,2022-01-26T03:57:22Z,2980000,5.0,62.0,1,left,R. Bullock 6' running finger roll Layup (2 PTS) (J. Brunson 2 AST),"[203493, 1628973]",1610612742.0,DAL,running finger roll,,,Bullock,R. Bullock,,,,,6.21,Made,,,,,,,,,2.0,J. Brunson,1628973.0,2.0,,,,,,,
302,PT00M07.30S,2022-01-26T03:57:41.8Z,2,REGULAR,3pt,Jump Shot,[],1629673,74.06373193166885,8.333333333333332,1610612744,63,51,2022-01-26T03:57:45Z,3000000,-208.0,191.0,1,right,MISS J. Poole 28' step back 3PT,[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,28.28,Missed,,,,,,,,,,,,,,,,,,,
303,PT00M05.10S,2022-01-26T03:57:44.0Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,63,51,2022-01-26T04:03:36Z,3010000,,,0,,M. Kleber REBOUND (Off:0 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,302.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
304,PT00M01.00S,2022-01-26T03:57:49.7Z,2,REGULAR,2pt,Jump Shot,[],1628973,8.360709592641262,67.64705882352942,1610612742,63,51,2022-01-26T03:58:21Z,3020000,-88.0,26.0,1,left,MISS J. Brunson 9' driving floating Shot,[1628973],1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,9.2,Missed,,,,,,,,,,,,,,,,,,,
305,PT00M00.10S,2022-01-26T03:57:50.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,63,51,2022-01-26T03:58:21Z,3030000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,304.0,,,,,,,,,,,,,,,,,,
306,PT00M00.00S,2022-01-26T03:58:11.2Z,2,REGULAR,period,end,[],0,,,1610612742,63,51,2022-01-26T03:58:11Z,3040000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2022-01-26T04:14:15.3Z,3,REGULAR,substitution,out,['startperiod'],1627814,,,1610612742,63,51,2022-01-26T04:14:34Z,3050000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2022-01-26T04:14:15.3Z,3,REGULAR,substitution,out,['startperiod'],1629673,,,1610612742,63,51,2022-01-26T04:14:34Z,3060000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2022-01-26T04:14:15.3Z,3,REGULAR,substitution,out,['startperiod'],203493,,,1610612742,63,51,2022-01-26T04:14:34Z,3070000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2022-01-26T04:14:15.3Z,3,REGULAR,substitution,in,['startperiod'],201939,,,1610612742,63,51,2022-01-26T04:14:34Z,3080000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2022-01-26T04:14:15.3Z,3,REGULAR,substitution,in,['startperiod'],202691,,,1610612742,63,51,2022-01-26T04:14:34Z,3090000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2022-01-26T04:14:15.3Z,3,REGULAR,substitution,in,['startperiod'],204001,,,1610612742,63,51,2022-01-26T04:14:34Z,3100000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2022-01-26T04:15:06.5Z,3,REGULAR,period,start,[],0,,,1610612744,63,51,2022-01-26T04:15:06Z,3110000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT11M46.00S,2022-01-26T04:15:19.8Z,3,REGULAR,2pt,Jump Shot,[],202691,4.02431011826544,82.84313725490196,1610612744,65,51,2022-01-26T04:15:22Z,3120000,-164.0,-15.0,1,left,K. Thompson 16' Jump Shot (13 PTS) (S. Curry 3 AST),"[202691, 201939]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,16.49,Made,,,,,,,,,13.0,S. Curry,201939.0,3.0,,,,,,,
316,PT11M31.00S,2022-01-26T04:15:33.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],204001,91.27792378449409,58.57843137254902,1610612742,65,53,2022-01-26T04:15:38Z,3140000,43.0,29.0,1,right,K. Porzingis driving Layup (7 PTS) (J. Brunson 3 AST),"[204001, 1628973]",1610612742.0,DAL,driving,,,Porzingis,K. Porzingis,,,,,5.21,Made,,,,,,,,,7.0,J. Brunson,1628973.0,3.0,,,,,,,
318,PT11M07.00S,2022-01-26T04:15:58.0Z,3,REGULAR,3pt,Jump Shot,[],202691,25.443495400788436,10.53921568627451,1610612744,65,53,2022-01-26T04:16:00Z,3160000,197.0,187.0,1,left,MISS K. Thompson 27' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,27.16,Missed,,,,,,,,,,,,,,,,,,,
319,PT11M05.00S,2022-01-26T04:16:01.3Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612742,65,53,2022-01-26T04:16:01Z,3170000,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,318.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
320,PT11M00.00S,2022-01-26T04:16:06.1Z,3,REGULAR,turnover,lost ball,[],1628973,,,1610612742,65,53,2022-01-26T04:16:07Z,3180000,,,0,,J. Brunson lost ball TURNOVER (1 TO),"[1628973, 201939]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,1.0,,,,,,,Curry,201939.0,,,,,
321,PT11M00.00S,2022-01-26T04:16:06.1Z,3,REGULAR,steal,,[],201939,,,1610612744,65,53,2022-01-26T04:16:07Z,3190000,,,0,,S. Curry STEAL (1 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT10M55.00S,2022-01-26T04:16:11.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203952,7.966491458607096,56.372549019607845,1610612744,67,53,2022-01-26T04:16:15Z,3200000,-32.0,22.0,1,left,A. Wiggins running Layup (11 PTS) (K. Thompson 3 AST),"[203952, 202691]",1610612744.0,GSW,running,,,Wiggins,A. Wiggins,,,,,3.9,Made,,,,,,,,,11.0,K. Thompson,202691.0,3.0,,,,,,,
324,PT10M55.00S,2022-01-26T04:16:17.6Z,3,REGULAR,foul,personal,['1freethrow'],204001,,,1610612744,67,53,2022-01-26T04:16:23Z,3220000,,,0,,K. Porzingis shooting personal FOUL (2 PF) (Wiggins 1 FT),"[204001, 203952]",1610612742.0,DAL,shooting,,,Porzingis,K. Porzingis,,,,,,,,,,,2715.0,,,,,,,,,,2.0,0.0,Wiggins,203952.0,
326,PT10M55.00S,2022-01-26T04:16:41.2Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",203952,,,1610612744,68,53,2022-01-26T04:16:41Z,3240000,,,0,,A. Wiggins Free Throw 1 of 1 (12 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Made,,,,,,,,,12.0,,,,,,,,,,
327,PT10M48.00S,2022-01-26T04:16:56.7Z,3,REGULAR,foul,personal,[],1626172,,,1610612742,68,53,2022-01-26T04:16:59Z,3250000,,,0,,K. Looney personal FOUL (2 PF),"[1626172, 204001]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,2715.0,,,,,,,,,,2.0,0.0,Porzingis,204001.0,
329,PT10M47.00S,2022-01-26T04:17:11.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,90.88370565045992,53.67647058823529,1610612742,68,53,2022-01-26T04:17:15Z,3270000,18.0,33.0,1,right,MISS D. Finney-Smith alley-oop Layup,[1627827],1610612742.0,DAL,alley-oop,,,Finney-Smith,D. Finney-Smith,,,,,3.8,Missed,,,,,,,,,,,,,,,,,,,
330,PT10M45.00S,2022-01-26T04:17:13.4Z,3,REGULAR,rebound,offensive,[],1627827,,,1610612742,68,53,2022-01-26T04:18:44Z,3280000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,329.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
331,PT10M42.00S,2022-01-26T04:17:16.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627827,94.40999984741211,50.0,1610612742,68,53,2022-01-26T04:17:17Z,3290000,0.0,0.0,1,right,MISS D. Finney-Smith tip Layup,[1627827],1610612742.0,DAL,tip,,,Finney-Smith,D. Finney-Smith,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
332,PT10M41.00S,2022-01-26T04:17:18.0Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,68,53,2022-01-26T04:17:18Z,3300000,,,0,,K. Looney REBOUND (Off:0 Def:6),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,331.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
333,PT10M33.00S,2022-01-26T04:17:24.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203490,8.229303547963205,42.8921568627451,1610612744,68,53,2022-01-26T04:17:27Z,3310000,36.0,25.0,1,left,MISS O. Porter Jr. cutting Layup,[203490],1610612744.0,GSW,cutting,,,Porter Jr.,O. Porter Jr.,,,,,4.34,Missed,,,,,,,,,,,,,,,,,,,
334,PT10M31.00S,2022-01-26T04:17:26.6Z,3,REGULAR,rebound,offensive,[],203490,,,1610612744,68,53,2022-01-26T04:18:38Z,3320000,,,0,,O. Porter Jr. REBOUND (Off:3 Def:2),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,333.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
335,PT10M29.00S,2022-01-26T04:17:28.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203490,5.590000152587891,50.0,1610612744,70,53,2022-01-26T04:17:28Z,3330000,0.0,0.0,1,left,O. Porter Jr. tip Layup (9 PTS),[203490],1610612744.0,GSW,tip,,,Porter Jr.,O. Porter Jr.,,,,,0.0,Made,,,,,,,,,9.0,,,,,,,,,,
336,PT10M23.00S,2022-01-26T04:17:35.6Z,3,REGULAR,2pt,Jump Shot,[],1629029,75.24638633377135,64.4607843137255,1610612742,70,53,2022-01-26T04:17:38Z,3340000,72.0,180.0,1,right,MISS L. Doncic 19' step back Shot,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,19.42,Missed,,,,,,,,,,,,,,,,,,,
337,PT10M21.00S,2022-01-26T04:17:37.6Z,3,REGULAR,rebound,offensive,[],204001,,,1610612742,70,53,2022-01-26T04:18:32Z,3350000,,,0,,K. Porzingis REBOUND (Off:1 Def:5),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,336.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
338,PT10M06.00S,2022-01-26T04:17:52.1Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],204001,83.919185282523,20.588235294117645,1610612742,70,53,2022-01-26T04:17:54Z,3360000,-147.0,99.0,1,right,MISS K. Porzingis 17' turnaround bank Shot,[204001],1610612742.0,DAL,turnaround bank,,,Porzingis,K. Porzingis,,,,,17.71,Missed,,,,,,,,,,,,,,,,,,,
339,PT10M04.00S,2022-01-26T04:17:54.1Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,70,53,2022-01-26T04:18:28Z,3370000,,,0,,K. Looney REBOUND (Off:0 Def:7),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,338.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
340,PT09M50.00S,2022-01-26T04:18:08.4Z,3,REGULAR,turnover,bad pass,[],203952,,,1610612744,70,53,2022-01-26T04:18:09Z,3380000,,,0,,A. Wiggins bad pass TURNOVER (1 TO),"[203952, 1628467]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,1.0,,,,,,,Kleber,1628467.0,,,,,
341,PT09M50.00S,2022-01-26T04:18:08.4Z,3,REGULAR,steal,,[],1628467,,,1610612742,70,53,2022-01-26T04:18:10Z,3390000,,,0,,M. Kleber STEAL (1 STL),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT09M46.00S,2022-01-26T04:18:14.1Z,3,REGULAR,foul,personal,['2freethrow'],201939,,,1610612742,70,53,2022-01-26T04:18:22Z,3400000,,,0,,S. Curry shooting personal FOUL (3 PF) (Doncic 2 FT),"[201939, 1629029]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,,,,,,,2715.0,,,,,,,,,,3.0,0.0,Doncic,1629029.0,
344,PT09M46.00S,2022-01-26T04:18:51.5Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629029,,,1610612742,70,54,2022-01-26T04:18:51Z,3420000,,,0,,L. Doncic Free Throw 1 of 2 (22 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,,,,,,22.0,,,,,,,,,,
345,PT09M46.00S,2022-01-26T04:19:09.9Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1629029,,,1610612742,70,55,2022-01-26T04:19:09Z,3430000,,,0,,L. Doncic Free Throw 2 of 2 (23 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,,,,,,23.0,,,,,,,,,,
346,PT09M33.00S,2022-01-26T04:19:27.2Z,3,REGULAR,3pt,Jump Shot,[],203490,3.630091984231275,94.36274509803921,1610612744,73,55,2022-01-26T04:19:31Z,3440000,-222.0,-18.0,1,left,O. Porter Jr. 3PT  (12 PTS) (A. Wiggins 3 AST),"[203490, 203952]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,22.26,Made,,,,,,,,,12.0,A. Wiggins,203952.0,3.0,,,,,,,
348,PT09M16.00S,2022-01-26T04:19:43.0Z,3,REGULAR,3pt,Jump Shot,[],1627827,71.04139290407359,79.90196078431373,1610612742,73,55,2022-01-26T04:19:45Z,3460000,150.0,220.0,1,right,MISS D. Finney-Smith 26' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,,
349,PT09M13.00S,2022-01-26T04:19:46.6Z,3,REGULAR,rebound,defensive,[],203490,,,1610612744,73,55,2022-01-26T04:19:46Z,3470000,,,0,,O. Porter Jr. REBOUND (Off:3 Def:3),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,348.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
