actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
19,PT10M37.00S,2021-11-11T03:12:35.6Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,2,2,2021-11-11T03:19:51Z,190000,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,
20,PT10M25.00S,2021-11-11T03:12:46.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,89.83245729303549,59.068627450980394,1610612744,2,2,2021-11-11T03:12:49Z,200000,45.0,43.0,1,right,MISS J. Poole 6' driving Layup - blocked,"[1629673, 1626156]",1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,,,,,,6.25,Missed,,,,,,,,,Russell,1626156.0,,,,
21,PT10M25.00S,2021-11-11T03:12:46.3Z,1,REGULAR,block,,[],1626156,,,1610612744,2,2,2021-11-11T03:22:20Z,210000,,,0,,D. Russell BLOCK (1 BLK),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M23.00S,2021-11-11T03:12:48.3Z,1,REGULAR,rebound,offensive,[],203110,,,1610612744,2,2,2021-11-11T03:15:19Z,220000,,,0,,D. Green REBOUND (Off:1 Def:0),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,20.0,1.0,0.0,1.0,,,,,,
23,PT10M19.00S,2021-11-11T03:12:53.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629673,70.25295663600527,81.12745098039215,1610612744,2,2,2021-11-11T03:14:56Z,230000,156.0,227.0,1,right,MISS J. Poole 27' step back 3PT,[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,,,,,,27.53,Missed,,,,,,,,,,,,,,
24,PT10M17.00S,2021-11-11T03:12:55.3Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,2,2,2021-11-11T03:15:15Z,240000,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,23.0,1.0,0.0,1.0,,,,,,
25,PT10M13.00S,2021-11-11T03:12:59.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203952,94.56307490144546,4.166666666666666,1610612744,5,2,2021-11-11T03:13:01Z,250000,-229.0,-1.0,1,right,A. Wiggins 3PT  (5 PTS) (K. Looney 1 AST),"[203952, 1626172]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,22.92,Made,5.0,K. Looney,1626172.0,1.0,,,,,,,,,,
27,PT10M03.00S,2021-11-11T03:13:08.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,10.200394218134035,39.46078431372549,1610612750,5,4,2021-11-11T03:13:16Z,270000,53.0,43.0,1,left,A. Edwards 6' pullup bank Jump Shot (4 PTS),[1630162],1610612750.0,MIN,pullup bank,,,Edwards,A. Edwards,,,,,,,,,,6.83,Made,4.0,,,,,,,,,,,,,
28,PT09M47.00S,2021-11-11T03:13:24.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,92.72339027595268,48.28431372549019,1610612744,7,4,2021-11-11T03:13:27Z,280000,-9.0,16.0,1,right,A. Wiggins Layup (7 PTS) (D. Green 1 AST),"[203952, 203110]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,1.81,Made,7.0,D. Green,203110.0,1.0,,,,,,,,,,
30,PT09M31.00S,2021-11-11T03:13:40.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,8.360709592641262,56.86274509803921,1610612750,7,6,2021-11-11T03:13:44Z,300000,-34.0,26.0,1,left,A. Edwards driving Layup (6 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,,,,,4.31,Made,6.0,,,,,,,,,,,,,
31,PT09M22.00S,2021-11-11T03:13:50.8Z,1,REGULAR,3pt,Jump Shot,[],1629673,94.82588699080158,4.166666666666666,1610612744,10,6,2021-11-11T03:13:54Z,310000,-229.0,-4.0,1,right,J. Poole 3PT  (3 PTS) (D. Green 2 AST),"[1629673, 203110]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,22.92,Made,3.0,D. Green,203110.0,2.0,,,,,,,,,,
33,PT09M02.00S,2021-11-11T03:14:08.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,14.14257555847569,49.26470588235294,1610612750,10,8,2021-11-11T03:14:13Z,330000,4.0,80.0,1,left,J. McDaniels 8' floating Jump Shot (2 PTS) (P. Beverley 1 AST),"[1630183, 201976]",1610612750.0,MIN,floating,,,McDaniels,J. McDaniels,,,,,,,,,,8.05,Made,2.0,P. Beverley,201976.0,1.0,,,,,,,,,,
35,PT08M53.00S,2021-11-11T03:14:18.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,86.15308804204993,95.83333333333334,1610612744,10,8,2021-11-11T03:14:22Z,350000,229.0,78.0,1,right,MISS J. Poole 24' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,24.2,Missed,,,,,,,,,,,,,,
36,PT08M51.00S,2021-11-11T03:14:20.8Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612750,10,8,2021-11-11T03:15:09Z,360000,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,35.0,1.0,1.0,0.0,,,,,,
37,PT08M35.00S,2021-11-11T03:14:36.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,15.719448094612352,51.71568627450981,1610612750,10,10,2021-11-11T03:14:39Z,370000,-9.0,95.0,1,left,D. Russell 9' pullup Jump Shot (2 PTS) (K. Towns 1 AST),"[1626156, 1626157]",1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,,,,,,9.57,Made,2.0,K. Towns,1626157.0,1.0,,,,,,,,,,
40,PT08M23.00S,2021-11-11T03:14:48.2Z,1,REGULAR,foul,personal,['2freethrow'],1626156,,,1610612744,10,10,2021-11-11T03:14:59Z,400000,,,0,,D. Russell shooting personal FOUL (2 PF) (Looney 2 FT),"[1626156, 1626172]",1610612750.0,MIN,shooting,,,Russell,D. Russell,,,,,2882.0,2.0,0.0,Looney,1626172.0,,,,,,,,,,,,,,,,
42,PT08M23.00S,2021-11-11T03:15:22.1Z,1,REGULAR,freethrow,1 of 2,[],1626172,,,1610612744,10,10,2021-11-11T03:15:22Z,420000,,,0,,MISS K. Looney Free Throw 1 of 2,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,Missed,,,,,,,,,,,,,,
43,PT08M23.00S,2021-11-11T03:15:22.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,10,10,2021-11-11T03:15:22Z,430000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,
44,PT08M23.00S,2021-11-11T03:15:42.4Z,1,REGULAR,freethrow,2 of 2,[],1626172,,,1610612744,11,10,2021-11-11T03:15:42Z,440000,,,0,,K. Looney Free Throw 2 of 2 (1 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
45,PT08M10.00S,2021-11-11T03:15:57.7Z,1,REGULAR,3pt,Jump Shot,[],1626157,12.697109067017081,4.166666666666666,1610612750,11,13,2021-11-11T03:16:00Z,450000,229.0,67.0,1,left,K. Towns 3PT  (3 PTS) (P. Beverley 2 AST),"[1626157, 201976]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,23.88,Made,3.0,P. Beverley,201976.0,2.0,,,,,,,,,,
47,PT08M02.00S,2021-11-11T03:16:10.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,11,13,2021-11-11T03:16:10Z,470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M54.00S,2021-11-11T03:16:28.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,91.40932982917214,56.61764705882353,1610612744,11,13,2021-11-11T03:18:53Z,480000,33.0,28.0,1,right,MISS J. Poole driving Layup,[1629673],1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,,,,,,4.35,Missed,,,,,,,,,,,,,,
49,PT07M53.00S,2021-11-11T03:16:29.2Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,11,13,2021-11-11T03:19:25Z,490000,,,0,,K. Looney REBOUND (Off:2 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,48.0,2.0,0.0,2.0,,,,,,
63,PT07M53.00S,2021-11-11T03:16:30.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,92.85479632063075,47.794117647058826,1610612744,11,13,2021-11-11T03:18:08Z,495000,-11.0,15.0,1,right,MISS K. Looney tip Layup,[1626172],1610612744.0,GSW,tip,,,Looney,K. Looney,,,,,,,,,,1.84,Missed,,,,,,,,,,,,,,
64,PT07M52.00S,2021-11-11T03:16:31.9Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,11,13,2021-11-11T03:18:08Z,497500,,,0,,K. Looney REBOUND (Off:3 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,63.0,3.0,0.0,3.0,,,,,,
50,PT07M47.00S,2021-11-11T03:16:33.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,94.40999984741211,50.0,1610612744,13,13,2021-11-11T03:18:08Z,500000,0.0,0.0,1,right,K. Looney tip Layup (3 PTS),[1626172],1610612744.0,GSW,tip,,,Looney,K. Looney,,,,,,,,,,0.0,Made,3.0,,,,,,,,,,,,,
51,PT07M40.00S,2021-11-11T03:16:40.4Z,1,REGULAR,turnover,bad pass,[],1626156,,,1610612750,13,13,2021-11-11T03:16:41Z,510000,,,0,,D. Russell bad pass TURNOVER (1 TO),"[1626156, 203952]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,1.0,Wiggins,203952.0,
52,PT07M40.00S,2021-11-11T03:16:40.4Z,1,REGULAR,steal,,[],203952,,,1610612744,13,13,2021-11-11T03:16:43Z,520000,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M36.00S,2021-11-11T03:16:45.8Z,1,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612744,13,13,2021-11-11T03:17:02Z,530000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Green 2 FT),"[1630183, 203110]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,202026.0,1.0,0.0,Green,203110.0,,,,,,,,,,,,,,,,
55,PT07M36.00S,2021-11-11T03:17:15.4Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203110,,,1610612744,13,13,2021-11-11T03:17:15Z,550000,,,0,,MISS D. Green Free Throw 1 of 2,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,Missed,,,,,,,,,,,,,,
56,PT07M36.00S,2021-11-11T03:17:15.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,13,13,2021-11-11T03:17:15Z,560000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,
57,PT07M36.00S,2021-11-11T03:17:28.8Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203110,,,1610612744,14,13,2021-11-11T03:17:28Z,570000,,,0,,D. Green Free Throw 2 of 2 (1 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
58,PT07M20.00S,2021-11-11T03:17:45.5Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,14,13,2021-11-11T03:17:46Z,580000,,,0,,A. Edwards bad pass TURNOVER (1 TO),"[1630162, 201939]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,1.0,Curry,201939.0,
59,PT07M20.00S,2021-11-11T03:17:45.5Z,1,REGULAR,steal,,[],201939,,,1610612744,14,13,2021-11-11T03:17:47Z,590000,,,0,,S. Curry STEAL (1 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M15.00S,2021-11-11T03:17:50.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203952,89.96386333771353,54.166666666666664,1610612744,16,13,2021-11-11T03:22:09Z,600000,21.0,42.0,1,right,A. Wiggins running Layup (9 PTS) (S. Curry 1 AST),"[203952, 201939]",1610612744.0,GSW,running,,,Wiggins,A. Wiggins,,,,,,,,,,4.67,Made,9.0,S. Curry,201939.0,1.0,,,,,,,,,,
62,PT07M00.00S,2021-11-11T03:18:04.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,10.726018396846255,49.01960784313725,1610612750,16,13,2021-11-11T03:18:07Z,620000,5.0,48.0,1,left,MISS K. Towns turnaround Hook,[1626157],1610612750.0,MIN,turnaround,,,Towns,K. Towns,,,,,,,,,,4.85,Missed,,,,,,,,,,,,,,
65,PT06M57.00S,2021-11-11T03:18:08.3Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,16,13,2021-11-11T03:18:08Z,630000,,,0,,K. Looney REBOUND (Off:3 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,62.0,4.0,1.0,3.0,,,,,,
66,PT06M49.00S,2021-11-11T03:18:18.5Z,1,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612744,16,13,2021-11-11T03:18:35Z,640000,,,0,,J. McDaniels shooting personal FOUL (2 PF) (Curry 2 FT),"[1630183, 201939]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,202026.0,2.0,0.0,Curry,201939.0,,,,,,,,,,,,,,,,
68,PT06M49.00S,2021-11-11T03:19:15.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,16,13,2021-11-11T03:19:15Z,660000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M49.00S,2021-11-11T03:20:27.4Z,1,REGULAR,substitution,out,[],1630183,,,1610612744,16,13,2021-11-11T03:21:24Z,670000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M49.00S,2021-11-11T03:20:27.4Z,1,REGULAR,substitution,out,[],1626156,,,1610612744,16,13,2021-11-11T03:21:24Z,680000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M49.00S,2021-11-11T03:20:27.4Z,1,REGULAR,substitution,in,[],1629020,,,1610612744,16,13,2021-11-11T03:21:24Z,690000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M49.00S,2021-11-11T03:20:27.4Z,1,REGULAR,substitution,in,[],1627736,,,1610612744,16,13,2021-11-11T03:21:24Z,700000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M49.00S,2021-11-11T03:21:50.4Z,1,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,16,13,2021-11-11T03:21:50Z,710000,,,0,,MISS S. Curry Free Throw 1 of 2,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,Missed,,,,,,,,,,,,,,
74,PT06M49.00S,2021-11-11T03:21:50.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,16,13,2021-11-11T03:21:50Z,720000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,
75,PT06M49.00S,2021-11-11T03:22:06.7Z,1,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,17,13,2021-11-11T03:22:06Z,730000,,,0,,S. Curry Free Throw 2 of 2 (1 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
76,PT06M37.00S,2021-11-11T03:22:19.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,10.068988173455978,55.392156862745104,1610612750,17,13,2021-11-11T03:22:22Z,740000,-27.0,42.0,1,left,MISS K. Towns driving Layup - blocked,"[1626157, 203110]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,,,,,,5.0,Missed,,,,,,,,,Green,203110.0,,,,
77,PT06M37.00S,2021-11-11T03:22:19.6Z,1,REGULAR,block,,[],203110,,,1610612750,17,13,2021-11-11T03:22:23Z,750000,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M36.00S,2021-11-11T03:22:24.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,17,13,2021-11-11T03:22:24Z,760000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,
79,PT06M36.00S,2021-11-11T03:22:25.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,17,13,2021-11-11T03:22:25Z,770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M34.00S,2021-11-11T03:22:36.6Z,1,REGULAR,foul,personal,[],1626172,,,1610612750,17,13,2021-11-11T03:22:39Z,780000,,,0,,K. Looney personal FOUL (1 PF),"[1626172, 1626157]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,1628951.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,,
82,PT06M29.00S,2021-11-11T03:22:58.1Z,1,REGULAR,foul,personal,[],203952,,,1610612750,17,13,2021-11-11T03:23:00Z,800000,,,0,,A. Wiggins personal FOUL (1 PF),"[203952, 1626157]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,2882.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,,
84,PT06M24.00S,2021-11-11T03:23:14.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201976,14.273981603153747,40.931372549019606,1610612750,17,13,2021-11-11T03:23:17Z,820000,45.0,82.0,1,left,MISS P. Beverley 9' driving floating Shot,[201976],1610612750.0,MIN,driving floating,,,Beverley,P. Beverley,,,,,,,,,,9.34,Missed,,,,,,,,,,,,,,
85,PT06M22.00S,2021-11-11T03:23:16.3Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,17,13,2021-11-11T03:39:39Z,830000,,,0,,K. Looney REBOUND (Off:3 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,84.0,5.0,2.0,3.0,,,,,,
86,PT06M09.00S,2021-11-11T03:23:29.7Z,1,REGULAR,3pt,Jump Shot,[],201939,71.30420499342969,17.892156862745097,1610612744,17,13,2021-11-11T03:23:33Z,840000,-161.0,217.0,1,right,MISS S. Curry 27' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,27.01,Missed,,,,,,,,,,,,,,
87,PT06M07.00S,2021-11-11T03:23:31.7Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612750,17,13,2021-11-11T03:39:33Z,850000,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,86.0,1.0,1.0,0.0,,,,,,
88,PT05M57.00S,2021-11-11T03:23:42.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,12.565703022339028,50.245098039215684,1610612750,17,13,2021-11-11T03:23:45Z,860000,-1.0,66.0,1,left,MISS K. Towns 6' driving Hook,[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,,,,,,6.56,Missed,,,,,,,,,,,,,,
89,PT05M55.00S,2021-11-11T03:23:44.3Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612750,17,13,2021-11-11T03:39:25Z,870000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:0),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,88.0,1.0,0.0,1.0,,,,,,
90,PT05M49.00S,2021-11-11T03:23:49.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630162,23.078186596583443,8.088235294117647,1610612750,17,13,2021-11-11T03:23:52Z,880000,210.0,164.0,1,left,MISS A. Edwards 26' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,26.64,Missed,,,,,,,,,,,,,,
91,PT05M47.00S,2021-11-11T03:23:51.5Z,1,REGULAR,rebound,offensive,[],201976,,,1610612750,17,13,2021-11-11T03:24:05Z,890000,,,0,,P. Beverley REBOUND (Off:1 Def:0),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,90.0,1.0,0.0,1.0,,,,,,
92,PT05M43.00S,2021-11-11T03:23:55.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630162,32.933639947437584,55.88235294117647,1610612750,17,16,2021-11-11T03:23:58Z,900000,-29.0,257.0,1,left,A. Edwards 25' 3PT  (9 PTS) (P. Beverley 3 AST),"[1630162, 201976]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,25.88,Made,9.0,P. Beverley,201976.0,3.0,,,,,,,,,,
94,PT05M17.00S,2021-11-11T03:24:23.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,90.22667542706965,59.55882352941176,1610612744,17,16,2021-11-11T03:34:02Z,920000,48.0,39.0,1,right,MISS S. Curry 6' driving reverse Layup,[201939],1610612744.0,GSW,driving reverse,,,Curry,S. Curry,,,,,,,,,,6.19,Missed,,,,,,,,,,,,,,
