actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
268,PT05M10.00S,2022-04-08T02:52:24.3Z,2,REGULAR,2pt,Jump Shot,[],202691,80.3712220762155,74.75490196078431,1610612744,48,47,2022-04-08T02:52:27Z,2680000,124.0,132.0,1,right,K. Thompson 18' pullup Jump Shot (16 PTS) (D. Green 3 AST),"[202691, 203110]",1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,18.1,Made,,,,,,,,,,16.0,D. Green,203110.0,3.0,,,,,,
270,PT05M01.00S,2022-04-08T02:52:36.5Z,2,REGULAR,turnover,traveling,[],1628370,,,1610612747,48,47,2022-04-08T02:52:38Z,2700000,,,0,,M. Monk traveling TURNOVER (2 TO),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,1193.0,,,,,,,,,2.0,,,,,
272,PT05M01.00S,2022-04-08T02:52:55.8Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612744,48,47,2022-04-08T02:52:57Z,2720000,,,0,,TEAM delay-of-game VIOLATION,[],1610612747.0,LAL,,,,,,,,,,,,,,,,201640.0,,,,,,,,,,,,,,
273,PT05M01.00S,2022-04-08T02:53:00.0Z,2,REGULAR,substitution,out,[],1628370,,,1610612744,48,47,2022-04-08T02:53:09Z,2730000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M01.00S,2022-04-08T02:53:00.0Z,2,REGULAR,substitution,out,[],1629117,,,1610612744,48,47,2022-04-08T02:53:09Z,2740000,,,0,,SUB out: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M01.00S,2022-04-08T02:53:00.0Z,2,REGULAR,substitution,in,[],2730,,,1610612744,48,47,2022-04-08T02:53:09Z,2750000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M01.00S,2022-04-08T02:53:00.0Z,2,REGULAR,substitution,in,[],1629659,,,1610612744,48,47,2022-04-08T02:53:09Z,2760000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M49.00S,2022-04-08T02:53:27.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203110,92.06636005256242,58.08823529411765,1610612744,50,47,2022-04-08T02:53:30Z,2770000,40.0,22.0,1,right,D. Green driving Layup (4 PTS) (J. Poole 4 AST),"[203110, 1629673]",1610612744.0,GSW,driving,,,Green,D. Green,,,,,4.6,Made,,,,,,,,,,4.0,J. Poole,1629673.0,4.0,,,,,,
279,PT04M31.00S,2022-04-08T02:53:48.3Z,2,REGULAR,foul,personal,['2freethrow'],203110,,,1610612747,50,47,2022-04-08T02:53:54Z,2790000,,,0,,D. Green shooting personal FOUL (2 PF) (Howard 2 FT),"[203110, 2730]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,,,,,,,1627961.0,2.0,0.0,Howard,2730.0,,,,,,,,,,
281,PT04M31.00S,2022-04-08T02:54:28.7Z,2,REGULAR,freethrow,1 of 2,[],2730,,,1610612747,50,48,2022-04-08T02:54:28Z,2810000,,,0,,D. Howard Free Throw 1 of 2 (3 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
282,PT04M31.00S,2022-04-08T02:54:47.7Z,2,REGULAR,freethrow,2 of 2,[],2730,,,1610612747,50,49,2022-04-08T02:54:47Z,2820000,,,0,,D. Howard Free Throw 2 of 2 (4 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Made,,,,,,,,,,4.0,,,,,,,,,
283,PT04M11.00S,2022-04-08T02:55:09.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,86.02168199737189,51.470588235294116,1610612744,50,49,2022-04-08T02:55:11Z,2830000,7.0,79.0,1,right,MISS J. Kuminga 7' turnaround Shot,[1630228],1610612744.0,GSW,turnaround,,,Kuminga,J. Kuminga,,,,,7.92,Missed,,,,,,,,,,,,,,,,,,,
284,PT04M08.00S,2022-04-08T02:55:12.4Z,2,REGULAR,rebound,defensive,[],2730,,,1610612747,50,49,2022-04-08T02:55:12Z,2840000,,,0,,D. Howard REBOUND (Off:1 Def:4),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,283.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
285,PT04M06.00S,2022-04-08T02:55:19.8Z,2,REGULAR,foul,personal,['2freethrow'],203110,,,1610612747,50,49,2022-04-08T02:55:34Z,2850000,,,0,,D. Green shooting personal FOUL (3 PF) (Johnson 2 FT),"[203110, 1626169]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,,,,,,,201640.0,3.0,0.0,Johnson,1626169.0,,,,,,,,,,
287,PT04M06.00S,2022-04-08T02:55:39.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1626169,,,1610612747,50,49,2022-04-08T02:55:39Z,2870000,,,0,,MISS S. Johnson Free Throw 1 of 2,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
288,PT04M06.00S,2022-04-08T02:55:39.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,50,49,2022-04-08T02:55:39Z,2880000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,287.0,,,,,,,,,,,,,,,,,,
289,PT04M06.00S,2022-04-08T02:55:40.6Z,2,REGULAR,substitution,out,[],201571,,,1610612747,50,49,2022-04-08T02:55:42Z,2890000,,,0,,SUB out: D. Augustin,[201571],1610612747.0,LAL,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT04M06.00S,2022-04-08T02:55:40.6Z,2,REGULAR,substitution,in,[],1628370,,,1610612747,50,49,2022-04-08T02:55:42Z,2900000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M06.00S,2022-04-08T02:55:53.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1626169,,,1610612747,50,50,2022-04-08T02:55:53Z,2910000,,,0,,S. Johnson Free Throw 2 of 2 (7 PTS),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,Made,,,,,,,,,,7.0,,,,,,,,,
292,PT03M55.00S,2022-04-08T02:56:05.3Z,2,REGULAR,turnover,bad pass,[],1629673,,,1610612744,50,50,2022-04-08T02:56:07Z,2920000,,,0,,J. Poole bad pass TURNOVER (2 TO),"[1629673, 2730]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,2.0,Howard,2730.0,,,
293,PT03M55.00S,2022-04-08T02:56:05.3Z,2,REGULAR,steal,,[],2730,,,1610612747,50,50,2022-04-08T02:56:07Z,2930000,,,0,,D. Howard STEAL (1 STL),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M48.00S,2022-04-08T02:56:12.7Z,2,REGULAR,turnover,bad pass,[],1628370,,,1610612747,50,50,2022-04-08T02:56:14Z,2940000,,,0,,M. Monk bad pass TURNOVER (3 TO),"[1628370, 203110]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,3.0,Green,203110.0,,,
295,PT03M48.00S,2022-04-08T02:56:12.7Z,2,REGULAR,steal,,[],203110,,,1610612744,50,50,2022-04-08T02:56:15Z,2950000,,,0,,D. Green STEAL (2 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M42.00S,2022-04-08T02:56:18.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203110,89.70105124835742,58.57843137254902,1610612744,50,50,2022-04-08T02:56:21Z,2960000,43.0,44.0,1,right,MISS D. Green 6' running Layup,[203110],1610612744.0,GSW,running,,,Green,D. Green,,,,,6.17,Missed,,,,,,,,,,,,,,,,,,,
297,PT03M39.00S,2022-04-08T02:56:21.7Z,2,REGULAR,rebound,defensive,[],1629659,,,1610612747,50,50,2022-04-08T02:56:21Z,2970000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,296.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
298,PT03M35.00S,2022-04-08T02:56:25.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630559,8.492115637319317,39.950980392156865,1610612747,50,52,2022-04-08T02:56:28Z,2980000,50.0,27.0,1,left,A. Reaves Layup (12 PTS) (D. Howard 1 AST),"[1630559, 2730]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,5.71,Made,,,,,,,,,,12.0,D. Howard,2730.0,1.0,,,,,,
300,PT03M35.00S,2022-04-08T02:56:35.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,50,52,2022-04-08T02:56:35Z,3000000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT03M35.00S,2022-04-08T02:58:59.8Z,2,REGULAR,substitution,out,[],1630228,,,1610612744,50,52,2022-04-08T02:59:29Z,3010000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT03M35.00S,2022-04-08T02:58:59.8Z,2,REGULAR,substitution,out,[],203110,,,1610612744,50,52,2022-04-08T02:59:29Z,3020000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT03M35.00S,2022-04-08T02:58:59.8Z,2,REGULAR,substitution,in,[],1626172,,,1610612744,50,52,2022-04-08T02:59:29Z,3030000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT03M35.00S,2022-04-08T02:58:59.8Z,2,REGULAR,substitution,in,[],203490,,,1610612744,50,52,2022-04-08T02:59:29Z,3040000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT03M29.00S,2022-04-08T02:59:58.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,50,52,2022-04-08T02:59:58Z,3050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT03M18.00S,2022-04-08T03:00:20.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626172,91.80354796320631,57.84313725490197,1610612744,52,52,2022-04-08T03:00:47Z,3060000,39.0,25.0,1,right,K. Looney bank Jump Shot (2 PTS) (J. Poole 5 AST),"[1626172, 1629673]",1610612744.0,GSW,bank,,,Looney,K. Looney,,,,,4.62,Made,,,,,,,,,,2.0,J. Poole,1629673.0,5.0,,,,,,
308,PT02M59.00S,2022-04-08T03:00:38.9Z,2,REGULAR,2pt,Jump Shot,[],1629659,17.427726675427067,72.05882352941177,1610612747,52,54,2022-04-08T03:00:41Z,3080000,-110.0,111.0,1,left,T. Horton-Tucker 15' step back Jump Shot (13 PTS),[1629659],1610612747.0,LAL,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,15.67,Made,,,,,,,,,,13.0,,,,,,,,,
309,PT02M44.00S,2022-04-08T03:00:53.9Z,2,REGULAR,2pt,Jump Shot,[],203952,75.24638633377135,48.77450980392157,1610612744,54,54,2022-04-08T03:00:56Z,3090000,-6.0,180.0,1,right,A. Wiggins 18' step back Jump Shot (9 PTS) (K. Looney 1 AST),"[203952, 1626172]",1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,18.03,Made,,,,,,,,,,9.0,K. Looney,1626172.0,1.0,,,,,,
310,PT02M34.00S,2022-04-08T03:01:04.8Z,2,REGULAR,turnover,out-of-bounds,[],1626169,,,1610612747,54,54,2022-04-08T03:01:08Z,3100000,,,0,,S. Johnson bad pass out-of-bounds TURNOVER (3 TO),[1626169],1610612747.0,LAL,bad pass,,,Johnson,S. Johnson,,,,,,,,,,,1627961.0,,,,,,,,,3.0,,,,,
311,PT02M25.00S,2022-04-08T03:01:17.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203952,84.4940867279895,28.848805147058826,1610612744,54,54,2022-04-08T03:01:32Z,3110000,-106.0,93.0,1,right,MISS A. Wiggins 14' turnaround fadeaway Shot,[203952],1610612744.0,GSW,turnaround fadeaway,,,Wiggins,A. Wiggins,,,,,14.11,Missed,,,,,,,,,,,,,,,,,,,
312,PT02M22.00S,2022-04-08T03:01:20.7Z,2,REGULAR,rebound,defensive,[],1629659,,,1610612747,54,54,2022-04-08T03:01:32Z,3120000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:2),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,311.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
314,PT02M19.00S,2022-04-08T03:01:23.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629659,8.492115637319317,42.8921568627451,1610612747,54,56,2022-04-08T03:03:13Z,3130000,36.0,27.0,1,left,T. Horton-Tucker driving Layup (15 PTS),[1629659],1610612747.0,LAL,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,4.48,Made,,,,,,,,,,15.0,,,,,,,,,
315,PT02M08.00S,2022-04-08T03:01:34.5Z,2,REGULAR,3pt,Jump Shot,[],202691,66.04796320630749,46.568627450980394,1610612744,57,56,2022-04-08T03:01:37Z,3140000,-17.0,267.0,1,right,K. Thompson 26' 3PT pullup (19 PTS) (J. Poole 6 AST),"[202691, 1629673]",1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,26.72,Made,,,,,,,,,,19.0,J. Poole,1629673.0,6.0,,,,,,
317,PT01M47.00S,2022-04-08T03:01:55.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],2730,8.754927726675426,50.73529411764706,1610612747,57,58,2022-04-08T03:01:57Z,3160000,-4.0,30.0,1,left,D. Howard DUNK (6 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,3.0,Made,,,,,,,,,,6.0,,,,,,,,,
318,PT01M47.00S,2022-04-08T03:02:02.5Z,2,REGULAR,foul,technical,['1freethrow'],2730,,,1610612744,57,58,2022-04-08T03:02:11Z,3170000,,,0,,D. Howard rim-hanging technical FOUL (1 Tech),[2730],1610612747.0,LAL,rim-hanging,,,Howard,D. Howard,,,,,,,,,,,1193.0,0.0,1.0,,,,,,,,,,,,
319,PT01M47.00S,2022-04-08T03:02:20.1Z,2,REGULAR,freethrow,1 of 1,[],202691,,,1610612744,58,58,2022-04-08T03:02:20Z,3180000,,,0,,K. Thompson technical Free Throw 1 of 1 (20 PTS),[202691],1610612744.0,GSW,technical,,,Thompson,K. Thompson,,,,,,Made,,,,,,,,,,20.0,,,,,,,,,
320,PT01M36.00S,2022-04-08T03:02:49.4Z,2,REGULAR,turnover,lost ball,[],1626172,,,1610612744,58,58,2022-04-08T03:02:50Z,3190000,,,0,,K. Looney lost ball TURNOVER (1 TO),"[1626172, 1629659]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,1.0,Horton-Tucker,1629659.0,,,
321,PT01M36.00S,2022-04-08T03:02:49.4Z,2,REGULAR,steal,,[],1629659,,,1610612747,58,58,2022-04-08T03:02:51Z,3200000,,,0,,T. Horton-Tucker STEAL (2 STL),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT01M33.00S,2022-04-08T03:02:56.5Z,2,REGULAR,foul,personal,['2freethrow'],202691,,,1610612747,58,58,2022-04-08T03:03:05Z,3210000,,,0,,K. Thompson shooting personal FOUL (2 PF) (Horton-Tucker 2 FT),"[202691, 1629659]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,,,,,,,1193.0,2.0,0.0,Horton-Tucker,1629659.0,,,,,,,,,,
324,PT01M33.00S,2022-04-08T03:03:24.0Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629659,,,1610612747,58,59,2022-04-08T03:03:24Z,3230000,,,0,,T. Horton-Tucker Free Throw 1 of 2 (16 PTS),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,Made,,,,,,,,,,16.0,,,,,,,,,
325,PT01M33.00S,2022-04-08T03:03:45.6Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629659,,,1610612747,58,60,2022-04-08T03:03:45Z,3240000,,,0,,T. Horton-Tucker Free Throw 2 of 2 (17 PTS),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,Made,,,,,,,,,,17.0,,,,,,,,,
326,PT01M23.00S,2022-04-08T03:03:57.7Z,2,REGULAR,3pt,Jump Shot,[],202691,66.70499342969777,45.83333333333333,1610612744,58,60,2022-04-08T03:03:59Z,3250000,-21.0,260.0,1,right,MISS K. Thompson 26' 3PT - blocked,"[202691, 2730]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,Howard,2730.0
327,PT01M23.00S,2022-04-08T03:03:57.7Z,2,REGULAR,block,,[],2730,,,1610612744,58,60,2022-04-08T03:04:01Z,3260000,,,0,,D. Howard BLOCK (1 BLK),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT01M21.00S,2022-04-08T03:03:59.7Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,58,60,2022-04-08T03:04:20Z,3270000,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,326.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
329,PT01M17.00S,2022-04-08T03:04:03.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202691,66.5735873850197,44.6078431372549,1610612744,61,60,2022-04-08T03:04:05Z,3280000,-27.0,262.0,1,right,K. Thompson 26' 3PT  (23 PTS) (K. Looney 2 AST),"[202691, 1626172]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,26.31,Made,,,,,,,,,,23.0,K. Looney,1626172.0,2.0,,,,,,
331,PT01M08.00S,2022-04-08T03:04:12.9Z,2,REGULAR,2pt,Jump Shot,[],1628370,8.09789750328515,73.77450980392157,1610612747,61,62,2022-04-08T03:04:15Z,3300000,-119.0,24.0,1,left,M. Monk 12' pullup Jump Shot (13 PTS),[1628370],1610612747.0,LAL,pullup,,,Monk,M. Monk,,,,,12.12,Made,,,,,,,,,,13.0,,,,,,,,,
332,PT00M58.10S,2022-04-08T03:04:24.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,91.14651773981603,46.07843137254902,1610612744,63,62,2022-04-08T03:04:26Z,3310000,-20.0,31.0,1,right,J. Poole driving Layup (4 PTS),[1629673],1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,3.64,Made,,,,,,,,,,4.0,,,,,,,,,
333,PT00M51.30S,2022-04-08T03:04:35.4Z,2,REGULAR,turnover,traveling,[],1629659,,,1610612747,63,62,2022-04-08T03:04:37Z,3320000,,,0,,T. Horton-Tucker traveling TURNOVER (1 TO),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,1627961.0,,,,,,,,,1.0,,,,,
334,PT00M47.40S,2022-04-08T03:04:53.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203952,90.3580814717477,52.450980392156865,1610612744,65,62,2022-04-08T03:05:02Z,3330000,12.0,38.0,1,right,A. Wiggins driving DUNK (11 PTS) (J. Poole 7 AST),"[203952, 1629673]",1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,4.0,Made,,,,,,,,,,11.0,J. Poole,1629673.0,7.0,,,,,,
336,PT00M47.40S,2022-04-08T03:05:04.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612747,65,62,2022-04-08T03:05:04Z,3350000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M34.10S,2022-04-08T03:06:48.1Z,2,REGULAR,3pt,Jump Shot,[],1628370,30.699737187910642,12.254901960784313,1610612747,65,62,2022-04-08T03:06:50Z,3360000,189.0,236.0,1,left,MISS M. Monk 30' 3PT,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,30.22,Missed,,,,,,,,,,,,,,,,,,,
338,PT00M32.50S,2022-04-08T03:06:49.7Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,65,62,2022-04-08T03:07:38Z,3370000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,337.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
339,PT00M10.10S,2022-04-08T03:07:12.1Z,2,REGULAR,3pt,Jump Shot,[],202691,66.83639947437582,71.56862745098039,1610612744,65,62,2022-04-08T03:07:15Z,3380000,108.0,259.0,1,right,MISS K. Thompson 28' pullup 3PT,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,28.07,Missed,,,,,,,,,,,,,,,,,,,
340,PT00M08.50S,2022-04-08T03:07:13.7Z,2,REGULAR,rebound,defensive,[],2730,,,1610612747,65,62,2022-04-08T03:07:42Z,3390000,,,0,,D. Howard REBOUND (Off:1 Def:5),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,339.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
341,PT00M00.20S,2022-04-08T03:07:23.0Z,2,REGULAR,3pt,Jump Shot,[],1626169,12.959921156373195,3.9215686274509802,1610612747,65,62,2022-04-08T03:08:39Z,3400000,230.0,69.0,1,left,MISS S. Johnson 24' 3PT - blocked,"[1626169, 203952]",1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,24.06,Missed,,,,,,,,,,,,,,,,,,Wiggins,203952.0
342,PT00M00.20S,2022-04-08T03:07:23.0Z,2,REGULAR,block,,[],203952,,,1610612747,65,62,2022-04-08T03:07:26Z,3410000,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT00M00.10S,2022-04-08T03:07:23.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,65,62,2022-04-08T03:08:39Z,3420000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,341.0,,,,,,,,,,,,,,,,,,
344,PT00M00.00S,2022-04-08T03:07:29.4Z,2,REGULAR,period,end,[],0,,,1610612747,65,62,2022-04-08T03:07:29Z,3430000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2022-04-08T03:23:00.4Z,3,REGULAR,substitution,out,['startperiod'],203490,,,1610612747,65,62,2022-04-08T03:23:30Z,3440000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2022-04-08T03:23:00.4Z,3,REGULAR,substitution,in,['startperiod'],203110,,,1610612747,65,62,2022-04-08T03:23:30Z,3450000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2022-04-08T03:24:06.0Z,3,REGULAR,period,start,[],0,,,1610612747,65,62,2022-04-08T03:24:06Z,3460000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT11M39.00S,2022-04-08T03:24:26.0Z,3,REGULAR,2pt,Jump Shot,[],1628370,75.24638633377135,40.44117647058824,1610612747,65,62,2022-04-08T03:24:28Z,3470000,-48.0,180.0,1,right,MISS M. Monk 18' step back Shot,[1628370],1610612747.0,LAL,step back,,,Monk,M. Monk,,,,,18.64,Missed,,,,,,,,,,,,,,,,,,,
349,PT11M37.00S,2022-04-08T03:24:28.0Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,65,62,2022-04-08T03:25:28Z,3480000,,,0,,K. Looney REBOUND (Off:1 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,348.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
350,PT11M24.00S,2022-04-08T03:24:40.6Z,3,REGULAR,turnover,lost ball,[],202691,,,1610612744,65,62,2022-04-08T03:24:42Z,3490000,,,0,,K. Thompson lost ball TURNOVER (1 TO),"[202691, 1626169]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,1.0,Johnson,1626169.0,,,
351,PT11M24.00S,2022-04-08T03:24:40.6Z,3,REGULAR,steal,,[],1626169,,,1610612747,65,62,2022-04-08T03:26:53Z,3500000,,,0,,S. Johnson STEAL (2 STL),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT11M20.00S,2022-04-08T03:24:45.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629659,91.5407358738502,58.333333333333336,1610612747,65,64,2022-04-08T03:27:44Z,3510000,42.0,27.0,1,right,T. Horton-Tucker running Layup (19 PTS) (S. Johnson 2 AST),"[1629659, 1626169]",1610612747.0,LAL,running,,,Horton-Tucker,T. Horton-Tucker,,,,,4.97,Made,,,,,,,,,,19.0,S. Johnson,1626169.0,2.0,,,,,,
354,PT11M03.00S,2022-04-08T03:25:01.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203110,13.354139290407357,45.83333333333333,1610612744,65,64,2022-04-08T03:25:04Z,3530000,21.0,73.0,1,left,MISS D. Green 7' turnaround Hook,[203110],1610612744.0,GSW,turnaround,,,Green,D. Green,,,,,7.59,Missed,,,,,,,,,,,,,,,,,,,
355,PT11M01.00S,2022-04-08T03:25:04.8Z,3,REGULAR,rebound,defensive,[],1626169,,,1610612747,65,64,2022-04-08T03:25:04Z,3540000,,,0,,S. Johnson REBOUND (Off:1 Def:2),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,354.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
