actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
543,PT11M30.00S,2021-10-22T04:05:44.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612746,90,93,2021-10-22T04:05:44Z,5380000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,542.0,,,,,,,,,,,,,
544,PT11M30.00S,2021-10-22T04:05:45.1Z,4,REGULAR,foul,personal,[],1627814,,,1610612746,90,93,2021-10-22T04:05:56Z,5390000,,,0,,D. Lee loose ball personal FOUL (2 PF),"[1627814, 1626159]",1610612744.0,GSW,loose ball,,,Lee,D. Lee,,,,,1199.0,2.0,0.0,Winslow,1626159.0,,,,,,,,,,,,,,,,
546,PT11M19.00S,2021-10-22T04:06:10.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202704,21.50131406044678,87.74509803921569,1610612746,90,96,2021-10-22T04:06:16Z,5410000,-189.0,150.0,1,left,R. Jackson 24' 3PT step back (8 PTS),[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,,,,,,24.08,Made,,,,,,,8.0,,,,,,,
547,PT11M03.00S,2021-10-22T04:06:25.7Z,4,REGULAR,2pt,Jump Shot,[],1627814,93.9060446780552,72.05882352941177,1610612744,90,96,2021-10-22T04:06:30Z,5420000,110.0,5.0,1,right,MISS D. Lee 11' pullup Shot,[1627814],1610612744.0,GSW,pullup,,,Lee,D. Lee,,,,,,,,,,11.04,Missed,,,,,,,,,,,,,,
548,PT11M00.00S,2021-10-22T04:06:28.7Z,4,REGULAR,rebound,defensive,[],1629611,,,1610612746,90,96,2021-10-22T04:06:30Z,5430000,,,0,,T. Mann REBOUND (Off:1 Def:4),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,547.0,5.0,4.0,1.0,,,,,,,,,,
549,PT10M48.00S,2021-10-22T04:06:44.0Z,4,REGULAR,violation,kicked ball,[],2738,,,1610612746,90,96,2021-10-22T04:06:54Z,5440000,,,0,,A. Iguodala kicked ball VIOLATION,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,2534.0,,,,,,,,,,,,,,,,,,,,
550,PT10M36.00S,2021-10-22T04:07:16.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626159,5.732588699080158,53.67647058823529,1610612746,90,98,2021-10-22T04:07:23Z,5450000,-18.0,1.0,1,left,J. Winslow Layup (4 PTS) (L. Kennard 4 AST),"[1626159, 1628379]",1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,1.85,Made,,,,,,,4.0,L. Kennard,1628379.0,4.0,,,,
552,PT10M21.00S,2021-10-22T04:07:39.5Z,4,REGULAR,foul,offensive,[],1629673,,,1610612744,90,98,2021-10-22T04:07:47Z,5470000,,,0,,J. Poole charge offensive FOUL (4 PF),"[1629673, 1628379]",1610612744.0,GSW,charge,,,Poole,J. Poole,,,,,1199.0,4.0,0.0,Kennard,1628379.0,,,,,,,,,,,,,,,,
554,PT10M21.00S,2021-10-22T04:07:39.5Z,4,REGULAR,turnover,offensive foul,[],1629673,,,1610612744,90,98,2021-10-22T04:07:39Z,5490000,,,0,,J. Poole offensive foul TURNOVER (6 TO),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,1199.0,,,,,,,,,,,,,,,,,6.0,,,
555,PT10M21.00S,2021-10-22T04:07:46.4Z,4,REGULAR,substitution,out,[],1629308,,,1610612746,90,98,2021-10-22T04:07:50Z,5500000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT10M21.00S,2021-10-22T04:07:46.4Z,4,REGULAR,substitution,in,[],203952,,,1610612746,90,98,2021-10-22T04:07:50Z,5510000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT10M02.00S,2021-10-22T04:08:14.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202704,29.25427069645204,77.20588235294117,1610612746,90,98,2021-10-22T04:08:18Z,5520000,-136.0,222.0,1,left,MISS R. Jackson 26' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,26.08,Missed,,,,,,,,,,,,,,
558,PT09M58.00S,2021-10-22T04:08:18.1Z,4,REGULAR,rebound,defensive,[],2738,,,1610612744,90,98,2021-10-22T04:08:18Z,5530000,,,0,,A. Iguodala REBOUND (Off:0 Def:5),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,557.0,5.0,5.0,0.0,,,,,,,,,,
559,PT09M49.00S,2021-10-22T04:08:26.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,90.62089356110381,47.549019607843135,1610612744,92,98,2021-10-22T04:08:36Z,5540000,-12.0,36.0,1,right,J. Poole driving floating Jump Shot (7 PTS),[1629673],1610612744.0,GSW,driving floating,,,Poole,J. Poole,,,,,,,,,,3.78,Made,,,,,,,7.0,,,,,,,
560,PT09M35.00S,2021-10-22T04:08:40.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626159,10.988830486202366,44.11764705882353,1610612746,92,98,2021-10-22T04:08:46Z,5550000,29.0,51.0,1,left,MISS J. Winslow driving Layup,[1626159],1610612746.0,LAC,driving,,,Winslow,J. Winslow,,,,,,,,,,5.87,Missed,,,,,,,,,,,,,,
561,PT09M33.00S,2021-10-22T04:08:42.9Z,4,REGULAR,rebound,offensive,[],1626159,,,1610612746,92,98,2021-10-22T04:14:34Z,5560000,,,0,,J. Winslow REBOUND (Off:2 Def:4),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,560.0,6.0,4.0,2.0,,,,,,,,,,
562,PT09M32.00S,2021-10-22T04:08:43.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626159,7.178055190538765,49.754901960784316,1610612746,92,98,2021-10-22T04:14:26Z,5570000,1.0,15.0,1,left,MISS J. Winslow tip Layup,[1626159],1610612746.0,LAC,tip,,,Winslow,J. Winslow,,,,,,,,,,1.5,Missed,,,,,,,,,,,,,,
563,PT09M30.00S,2021-10-22T04:08:45.5Z,4,REGULAR,rebound,defensive,[],203490,,,1610612744,92,98,2021-10-22T04:14:26Z,5580000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:5),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,562.0,5.0,5.0,0.0,,,,,,,,,,
564,PT09M24.00S,2021-10-22T04:08:56.5Z,4,REGULAR,turnover,out-of-bounds,[],2738,,,1610612744,92,98,2021-10-22T04:09:05Z,5590000,,,0,,A. Iguodala lost ball out-of-bounds TURNOVER (1 TO),[2738],1610612744.0,GSW,lost ball,,,Iguodala,A. Iguodala,,,,,1199.0,,,,,,,,,,,,,,,,,1.0,,,
565,PT09M13.00S,2021-10-22T04:09:25.1Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628379,6.652431011826544,41.42156862745098,1610612746,92,98,2021-10-22T04:09:30Z,5600000,43.0,10.0,1,left,MISS L. Kennard driving Hook,[1628379],1610612746.0,LAC,driving,,,Kennard,L. Kennard,,,,,,,,,,4.41,Missed,,,,,,,,,,,,,,
566,PT09M09.00S,2021-10-22T04:09:29.1Z,4,REGULAR,rebound,defensive,[],203490,,,1610612744,92,98,2021-10-22T04:09:30Z,5610000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:6),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,565.0,6.0,6.0,0.0,,,,,,,,,,
567,PT08M57.00S,2021-10-22T04:09:40.4Z,4,REGULAR,2pt,Jump Shot,[],203952,77.7431011826544,21.568627450980394,1610612744,92,98,2021-10-22T04:09:45Z,5620000,-142.0,157.0,1,right,MISS A. Wiggins 21' pullup Shot,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,,,,,,21.16,Missed,,,,,,,,,,,,,,
568,PT08M55.00S,2021-10-22T04:09:42.4Z,4,REGULAR,rebound,defensive,[],1629611,,,1610612746,92,98,2021-10-22T04:09:45Z,5630000,,,0,,T. Mann REBOUND (Off:1 Def:5),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,567.0,6.0,5.0,1.0,,,,,,,,,,
569,PT08M46.00S,2021-10-22T04:09:52.4Z,4,REGULAR,2pt,Jump Shot,[],202704,12.171484888304862,33.088235294117645,1610612746,92,98,2021-10-22T04:09:58Z,5640000,85.0,62.0,1,left,MISS R. Jackson 10' driving floating Shot,[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,,,,,,10.48,Missed,,,,,,,,,,,,,,
570,PT08M43.00S,2021-10-22T04:09:55.4Z,4,REGULAR,rebound,defensive,[],1629673,,,1610612744,92,98,2021-10-22T04:20:07Z,5650000,,,0,,J. Poole REBOUND (Off:0 Def:3),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,569.0,3.0,3.0,0.0,,,,,,,,,,
571,PT08M22.00S,2021-10-22T04:10:16.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627814,93.11760840998686,45.34313725490196,1610612744,94,98,2021-10-22T04:10:23Z,5660000,-23.0,12.0,1,right,D. Lee driving Layup (5 PTS) (J. Poole 4 AST),"[1627814, 1629673]",1610612744.0,GSW,driving,,,Lee,D. Lee,,,,,,,,,,2.63,Made,,,,,,,5.0,J. Poole,1629673.0,4.0,,,,
573,PT08M13.00S,2021-10-22T04:10:25.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628379,31.61957950065703,45.83333333333333,1610612746,94,98,2021-10-22T04:15:40Z,5680000,21.0,245.0,1,left,MISS L. Kennard 24' pullup 3PT,[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,,,,,,24.56,Missed,,,,,,,,,,,,,,
574,PT08M08.00S,2021-10-22T04:10:30.2Z,4,REGULAR,rebound,defensive,[],203952,,,1610612744,94,98,2021-10-22T04:10:32Z,5690000,,,0,,A. Wiggins REBOUND (Off:3 Def:3),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,573.0,6.0,3.0,3.0,,,,,,,,,,
575,PT07M53.00S,2021-10-22T04:10:44.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627814,90.09526938239159,45.83333333333333,1610612744,94,98,2021-10-22T04:10:51Z,5700000,-21.0,41.0,1,right,MISS D. Lee driving Layup,[1627814],1610612744.0,GSW,driving,,,Lee,D. Lee,,,,,,,,,,4.56,Missed,,,,,,,,,,,,,,
576,PT07M53.00S,2021-10-22T04:10:48.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612744,94,98,2021-10-22T04:10:48Z,5710000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,575.0,,,,,,,,,,,,,
577,PT07M53.00S,2021-10-22T04:10:48.9Z,4,REGULAR,foul,personal,[],202704,,,1610612744,94,98,2021-10-22T04:11:58Z,5720000,,,0,,R. Jackson loose ball personal FOUL (1 PF),"[202704, 1627814]",1610612746.0,LAC,loose ball,,,Jackson,R. Jackson,,,,,1199.0,1.0,0.0,Lee,1627814.0,,,,,,,,,,,,,,,,
579,PT07M53.00S,2021-10-22T04:11:03.7Z,4,REGULAR,substitution,out,[],203952,,,1610612744,94,98,2021-10-22T04:11:47Z,5740000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT07M53.00S,2021-10-22T04:11:03.7Z,4,REGULAR,substitution,out,[],1628379,,,1610612744,94,98,2021-10-22T04:11:47Z,5750000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT07M53.00S,2021-10-22T04:11:03.7Z,4,REGULAR,substitution,out,[],1629599,,,1610612744,94,98,2021-10-22T04:11:47Z,5760000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT07M53.00S,2021-10-22T04:11:03.7Z,4,REGULAR,substitution,out,[],1626159,,,1610612744,94,98,2021-10-22T04:11:47Z,5770000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT07M53.00S,2021-10-22T04:11:03.7Z,4,REGULAR,substitution,in,[],203110,,,1610612744,94,98,2021-10-22T04:11:47Z,5780000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT07M53.00S,2021-10-22T04:11:03.7Z,4,REGULAR,substitution,in,[],202339,,,1610612744,94,98,2021-10-22T04:11:47Z,5790000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT07M53.00S,2021-10-22T04:11:03.7Z,4,REGULAR,substitution,in,[],202331,,,1610612744,94,98,2021-10-22T04:11:47Z,5800000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT07M53.00S,2021-10-22T04:11:03.7Z,4,REGULAR,substitution,in,[],202694,,,1610612744,94,98,2021-10-22T04:11:47Z,5810000,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT07M50.00S,2021-10-22T04:11:48.4Z,4,REGULAR,foul,personal,[],202704,,,1610612744,94,98,2021-10-22T04:11:52Z,5820000,,,0,,R. Jackson personal FOUL (2 PF),"[202704, 1627814]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,1199.0,2.0,0.0,Lee,1627814.0,,,,,,,,,,,,,,,,
589,PT07M49.00S,2021-10-22T04:11:56.7Z,4,REGULAR,foul,personal,[],202339,,,1610612744,94,98,2021-10-22T04:12:03Z,5840000,,,0,,E. Bledsoe personal FOUL (3 PF),"[202339, 2738]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,1199.0,3.0,0.0,Iguodala,2738.0,,,,,,,,,,,,,,,,
591,PT07M49.00S,2021-10-22T04:12:10.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,94,98,2021-10-22T04:12:10Z,5860000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT07M39.00S,2021-10-22T04:15:50.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629673,73.53810775295663,13.970588235294118,1610612744,94,98,2021-10-22T04:15:54Z,5870000,-180.0,196.0,1,right,MISS J. Poole 26' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,26.63,Missed,,,,,,,,,,,,,,
593,PT07M35.00S,2021-10-22T04:15:54.4Z,4,REGULAR,rebound,defensive,[],202331,,,1610612746,94,98,2021-10-22T04:15:54Z,5880000,,,0,,P. George REBOUND (Off:0 Def:7),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,592.0,7.0,7.0,0.0,,,,,,,,,,
594,PT07M29.00S,2021-10-22T04:16:00.6Z,4,REGULAR,3pt,Jump Shot,[],202331,29.38567674113009,26.96078431372549,1610612746,94,98,2021-10-22T04:16:07Z,5890000,115.0,224.0,1,left,MISS P. George 25' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,,,,,,25.16,Missed,,,,,,,,,,,,,,
595,PT07M25.00S,2021-10-22T04:16:04.6Z,4,REGULAR,rebound,defensive,[],203110,,,1610612744,94,98,2021-10-22T04:16:07Z,5900000,,,0,,D. Green REBOUND (Off:0 Def:5),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,594.0,5.0,5.0,0.0,,,,,,,,,,
596,PT07M08.00S,2021-10-22T04:16:25.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,92.85479632063075,45.83333333333333,1610612744,94,98,2021-10-22T04:16:38Z,5910000,-21.0,15.0,1,right,MISS J. Poole driving Layup - blocked,"[1629673, 202694]",1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,,,,,,2.55,Missed,,,,,Morris Sr.,202694.0,,,,,,,,
597,PT07M08.00S,2021-10-22T04:16:25.2Z,4,REGULAR,block,,[],202694,,,1610612744,94,98,2021-10-22T04:16:30Z,5920000,,,0,,M. Morris Sr. BLOCK (1 BLK),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT07M08.00S,2021-10-22T04:16:25.2Z,4,REGULAR,rebound,offensive,[],1629673,,,1610612744,94,98,2021-10-22T04:16:56Z,5930000,,,0,,J. Poole REBOUND (Off:1 Def:3),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,596.0,4.0,3.0,1.0,,,,,,,,,,
599,PT07M06.00S,2021-10-22T04:16:58.7Z,4,REGULAR,jumpball,recovered,[],202331,,,1610612744,94,98,2021-10-22T04:17:44Z,5940000,,,0,,Jump Ball M. Morris Sr. vs. J. Poole: Tip to P. George,"[202331, 202694, 1629673]",1610612746.0,LAC,heldball,P. George,202331.0,George,P. George,Morris Sr.,202694.0,Poole,1629673.0,,,,,,,,,,,,,,,,,,,,,
602,PT07M06.00S,2021-10-22T04:16:58.7Z,4,REGULAR,turnover,lost ball,[],1629673,,,1610612744,94,98,2021-10-22T04:16:58Z,5970000,,,0,,J. Poole lost ball TURNOVER (7 TO),"[1629673, 202694]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,7.0,Morris Sr.,202694.0,
603,PT07M06.00S,2021-10-22T04:16:58.7Z,4,REGULAR,steal,,[],202694,,,1610612746,94,98,2021-10-22T04:16:58Z,5980000,,,0,,M. Morris Sr. STEAL (2 STL),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT07M06.00S,2021-10-22T04:17:03.4Z,4,REGULAR,foul,personal,[],203110,,,1610612746,94,98,2021-10-22T04:17:11Z,5990000,,,0,,D. Green personal FOUL (3 PF),"[203110, 202331]",1610612744.0,GSW,,,,Green,D. Green,,,,,1199.0,3.0,0.0,George,202331.0,,,,,,,,,,,,,,,,
606,PT06M52.00S,2021-10-22T04:17:29.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202331,16.63929040735874,48.28431372549019,1610612746,94,98,2021-10-22T04:17:36Z,6010000,9.0,104.0,1,left,MISS P. George 10' fadeaway Shot,[202331],1610612746.0,LAC,fadeaway,,,George,P. George,,,,,,,,,,10.43,Missed,,,,,,,,,,,,,,
607,PT06M48.00S,2021-10-22T04:17:33.0Z,4,REGULAR,rebound,defensive,[],2738,,,1610612744,94,98,2021-10-22T04:17:36Z,6020000,,,0,,A. Iguodala REBOUND (Off:0 Def:6),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,606.0,6.0,6.0,0.0,,,,,,,,,,
608,PT06M41.00S,2021-10-22T04:17:39.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,91.14651773981603,51.225490196078425,1610612744,94,98,2021-10-22T04:17:52Z,6030000,6.0,31.0,1,right,MISS J. Poole driving Layup - blocked,"[1629673, 202339]",1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,,,,,,3.13,Missed,,,,,Bledsoe,202339.0,,,,,,,,
609,PT06M41.00S,2021-10-22T04:17:39.6Z,4,REGULAR,block,,[],202339,,,1610612744,94,98,2021-10-22T04:17:42Z,6040000,,,0,,E. Bledsoe BLOCK (1 BLK),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT06M38.00S,2021-10-22T04:17:42.6Z,4,REGULAR,rebound,defensive,[],202331,,,1610612746,94,98,2021-10-22T04:17:52Z,6050000,,,0,,P. George REBOUND (Off:0 Def:8),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,608.0,8.0,8.0,0.0,,,,,,,,,,
611,PT06M36.00S,2021-10-22T04:17:45.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],202694,19.398817345597898,93.38235294117648,1610612746,94,98,2021-10-22T04:17:56Z,6060000,-217.0,130.0,1,left,MISS M. Morris Sr. 25' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,25.28,Missed,,,,,,,,,,,,,,
612,PT06M31.00S,2021-10-22T04:17:50.7Z,4,REGULAR,rebound,defensive,[],1627814,,,1610612744,94,98,2021-10-22T04:17:56Z,6070000,,,0,,D. Lee REBOUND (Off:0 Def:1),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,611.0,1.0,1.0,0.0,,,,,,,,,,
613,PT06M20.00S,2021-10-22T04:18:01.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,94.82588699080158,54.166666666666664,1610612744,96,98,2021-10-22T04:18:06Z,6080000,21.0,-4.0,1,right,J. Poole driving Layup (9 PTS),[1629673],1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,,,,,,2.12,Made,,,,,,,9.0,,,,,,,
614,PT06M10.00S,2021-10-22T04:18:11.0Z,4,REGULAR,3pt,Jump Shot,[],202694,25.837713534822605,80.3921568627451,1610612746,96,98,2021-10-22T04:18:17Z,6090000,-152.0,190.0,1,left,MISS M. Morris Sr. 24' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,24.36,Missed,,,,,,,,,,,,,,
615,PT06M06.00S,2021-10-22T04:18:15.0Z,4,REGULAR,rebound,defensive,[],203110,,,1610612744,96,98,2021-10-22T04:18:17Z,6100000,,,0,,D. Green REBOUND (Off:0 Def:6),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,614.0,6.0,6.0,0.0,,,,,,,,,,
616,PT06M00.00S,2021-10-22T04:18:21.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,85.62746386333771,57.59803921568627,1610612744,96,98,2021-10-22T04:18:35Z,6110000,38.0,83.0,1,right,MISS J. Poole 9' driving floating Shot,[1629673],1610612744.0,GSW,driving floating,,,Poole,J. Poole,,,,,,,,,,9.09,Missed,,,,,,,,,,,,,,
617,PT05M57.00S,2021-10-22T04:18:24.8Z,4,REGULAR,rebound,offensive,[],203490,,,1610612744,96,98,2021-10-22T04:18:24Z,6120000,,,0,,O. Porter Jr. REBOUND (Off:1 Def:6),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,616.0,7.0,6.0,1.0,,,,,,,,,,
618,PT05M55.00S,2021-10-22T04:18:26.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627814,91.80354796320631,96.81372549019608,1610612744,99,98,2021-10-22T04:18:33Z,6130000,234.0,25.0,1,right,D. Lee 3PT  (8 PTS) (O. Porter Jr. 2 AST),"[1627814, 203490]",1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,23.54,Made,,,,,,,8.0,O. Porter Jr.,203490.0,2.0,,,,
620,PT05M53.00S,2021-10-22T04:18:38.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,99,98,2021-10-22T04:18:38Z,6150000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT05M53.00S,2021-10-22T04:22:01.4Z,4,REGULAR,substitution,out,[],1629673,,,1610612746,99,98,2021-10-22T04:22:18Z,6160000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT05M53.00S,2021-10-22T04:22:01.4Z,4,REGULAR,substitution,out,[],2738,,,1610612746,99,98,2021-10-22T04:22:18Z,6170000,,,0,,SUB out: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT05M53.00S,2021-10-22T04:22:01.4Z,4,REGULAR,substitution,in,[],201939,,,1610612746,99,98,2021-10-22T04:22:18Z,6180000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT05M53.00S,2021-10-22T04:22:01.4Z,4,REGULAR,substitution,in,[],203952,,,1610612746,99,98,2021-10-22T04:22:18Z,6190000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT05M30.00S,2021-10-22T04:22:28.8Z,4,REGULAR,3pt,Jump Shot,[],202704,35.03613666228647,34.55882352941176,1610612746,99,98,2021-10-22T04:22:34Z,6200000,77.0,277.0,1,left,MISS R. Jackson 28' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,28.74,Missed,,,,,,,,,,,,,,
626,PT05M25.00S,2021-10-22T04:22:33.8Z,4,REGULAR,rebound,defensive,[],201939,,,1610612744,99,98,2021-10-22T04:22:34Z,6210000,,,0,,S. Curry REBOUND (Off:0 Def:7),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,625.0,7.0,7.0,0.0,,,,,,,,,,
627,PT05M15.00S,2021-10-22T04:22:47.8Z,4,REGULAR,foul,personal,[],202704,,,1610612744,99,98,2021-10-22T04:22:58Z,6220000,,,0,,R. Jackson personal FOUL (3 PF),"[202704, 203490]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,203593.0,3.0,0.0,Porter Jr.,203490.0,,,,,,,,,,,,,,,,
629,PT05M06.00S,2021-10-22T04:23:24.2Z,4,REGULAR,3pt,Jump Shot,[],1627814,89.48751642575559,4.434742647058823,1610612744,102,98,2021-10-22T04:23:31Z,6240000,-228.0,46.0,1,right,D. Lee 3PT  (11 PTS) (A. Wiggins 3 AST),"[1627814, 203952]",1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,23.25,Made,,,,,,,11.0,A. Wiggins,203952.0,3.0,,,,
631,PT04M54.00S,2021-10-22T04:23:35.2Z,4,REGULAR,3pt,Jump Shot,[],202694,24.129434954007884,86.51960784313727,1610612746,102,98,2021-10-22T04:23:39Z,6260000,-183.0,174.0,1,left,MISS M. Morris Sr. 25' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,25.24,Missed,,,,,,,,,,,,,,
