actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
18,PT10M52.00S,2023-04-09T17:13:19.8Z,1,REGULAR,rebound,defensive,[],1627863,,,1610612755,3,0,2023-04-09T17:13:21Z,180000,False,,,0,,D. House Jr. REBOUND (Off:0 Def:1),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,
19,PT10M47.00S,2023-04-09T17:13:25.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629667,6.258212877792378,50.98039215686274,1610612755,3,2,2023-04-09T17:14:34Z,190000,False,-5.0,6.0,1,left,J. McDaniels running reverse Layup (2 PTS) (D. House Jr. 1 AST),"[1629667, 1627863]",1610612755.0,PHI,running reverse,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,0.8,Made,,,,,2.0,D. House Jr.,1627863.0,1.0,,,,,
21,PT10M31.00S,2023-04-09T17:13:40.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630549,90.09526938239159,55.14705882352941,1610612751,3,2,2023-04-09T17:14:58Z,210000,False,26.0,41.0,1,right,MISS D. Sharpe driving floating Shot,[1630549],1610612751.0,BKN,driving floating,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.81,Missed,,,,,,,,,,,,,
22,PT10M28.00S,2023-04-09T17:13:43.9Z,1,REGULAR,rebound,defensive,[],1630194,,,1610612755,3,2,2023-04-09T17:13:45Z,220000,False,,,0,,P. Reed REBOUND (Off:0 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,
23,PT10M19.00S,2023-04-09T17:13:54.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627863,8.09789750328515,43.872549019607845,1610612755,3,2,2023-04-09T17:15:21Z,230000,False,31.0,24.0,1,left,MISS D. House Jr. driving finger roll Layup,[1627863],1610612755.0,PHI,driving finger roll,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,,,,,,3.86,Missed,,,,,,,,,,,,,
24,PT10M15.00S,2023-04-09T17:13:58.0Z,1,REGULAR,rebound,offensive,[],1630194,,,1610612755,3,2,2023-04-09T17:15:21Z,240000,False,,,0,,P. Reed REBOUND (Off:1 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,23.0,2.0,1.0,1.0,,,,,,,,,
25,PT10M15.00S,2023-04-09T17:13:57.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630194,5.590000152587891,50.0,1610612755,3,2,2023-04-09T17:13:57Z,250000,False,0.0,0.0,1,left,MISS P. Reed tip Layup,[1630194],1610612755.0,PHI,tip,,,Reed,P. Reed,,,,,Mid-Range,8-16 Left,,,,,,0.0,Missed,,,,,,,,,,,,,
26,PT10M13.00S,2023-04-09T17:13:59.0Z,1,REGULAR,rebound,offensive,[],1630194,,,1610612755,3,2,2023-04-09T17:13:59Z,260000,False,,,0,,P. Reed REBOUND (Off:2 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Mid-Range,8-16 Left,,,,,,,,25.0,3.0,1.0,2.0,,,,,,,,,
27,PT10M13.00S,2023-04-09T17:13:59.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630194,5.590000152587891,50.0,1610612755,3,4,2023-04-09T17:13:59Z,270000,False,0.0,0.0,1,left,P. Reed tip Layup (2 PTS),[1630194],1610612755.0,PHI,tip,,,Reed,P. Reed,,,,,Mid-Range,8-16 Left,,,,,,0.0,Made,,,,,2.0,,,,,,,,
28,PT10M04.00S,2023-04-09T17:14:08.8Z,1,REGULAR,turnover,bad pass,[],1630560,,,1610612751,3,4,2023-04-09T17:14:12Z,280000,False,,,0,,C. Thomas bad pass TURNOVER (1 TO),"[1630560, 1630194]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1.0,Reed,1630194.0,,
29,PT10M04.00S,2023-04-09T17:14:08.8Z,1,REGULAR,steal,,[],1630194,,,1610612755,3,4,2023-04-09T17:14:39Z,290000,False,,,0,,P. Reed STEAL (1 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
30,PT09M59.00S,2023-04-09T17:14:13.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629003,5.206964520367937,55.88235294117647,1610612755,3,4,2023-04-09T17:14:18Z,300000,False,-29.0,-4.0,1,left,MISS S. Milton running Layup,[1629003],1610612755.0,PHI,running,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,,,,,,2.96,Missed,,,,,,,,,,,,,
31,PT09M56.00S,2023-04-09T17:14:16.4Z,1,REGULAR,rebound,defensive,[],201988,,,1610612751,3,4,2023-04-09T17:14:18Z,310000,False,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,Restricted Area,0-8 Center,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,
32,PT09M53.00S,2023-04-09T17:14:20.8Z,1,REGULAR,turnover,out-of-bounds,[],1629139,,,1610612751,3,4,2023-04-09T17:14:28Z,320000,False,,,0,,Y. Watanabe bad pass out-of-bounds TURNOVER (1 TO),[1629139],1610612751.0,BKN,bad pass,,,Watanabe,Y. Watanabe,,,,,Above the Break 3,24+ Left Center,1627541.0,,,,,,,,,,,,,,,1.0,,,,
33,PT09M53.00S,2023-04-09T17:14:23.3Z,1,REGULAR,substitution,out,[],1630531,,,1610612755,3,4,2023-04-09T17:14:29Z,330000,False,,,0,,SUB out: J. Springer,[1630531],1610612755.0,PHI,,,,Springer,J. Springer,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M53.00S,2023-04-09T17:14:23.3Z,1,REGULAR,substitution,in,[],1630644,,,1610612755,3,4,2023-04-09T17:14:29Z,340000,False,,,0,,SUB in: M. McClung,[1630644],1610612755.0,PHI,,,,McClung,M. McClung,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M41.00S,2023-04-09T17:14:46.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630644,25.312089356110377,80.88235294117648,1610612755,3,4,2023-04-09T17:14:49Z,350000,False,-154.0,185.0,1,left,MISS M. McClung 24' 3PT,[1630644],1610612755.0,PHI,,,,McClung,M. McClung,,,,,Above the Break 3,24+ Left Center,,,,,,24.13,Missed,,,,,,,,,,,,,
36,PT09M39.00S,2023-04-09T17:14:48.0Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,3,4,2023-04-09T17:14:49Z,360000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,,,,,35.0,2.0,2.0,0.0,,,,,,,,,
37,PT09M26.00S,2023-04-09T17:15:01.1Z,1,REGULAR,3pt,Jump Shot,[],1629139,74.32654402102497,81.86274509803921,1610612751,6,4,2023-04-09T17:15:06Z,370000,False,159.0,189.0,1,right,Y. Watanabe 24' 3PT  (3 PTS) (D. Sharpe 2 AST),"[1629139, 1630549]",1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,Above the Break 3,24+ Right Center,,,,,,24.7,Made,,,,,3.0,D. Sharpe,1630549.0,2.0,,,,,
39,PT09M13.00S,2023-04-09T17:15:16.8Z,1,REGULAR,foul,personal,[],201988,,,1610612755,6,4,2023-04-09T17:15:25Z,390000,False,,,0,,P. Mills personal FOUL (1 PF),"[201988, 1629003]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,Mid-Range,16-24 Left Center,201638.0,1.0,0.0,Milton,1629003.0,,,,,,,,,,,,,,,
41,PT09M05.00S,2023-04-09T17:15:44.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630194,8.623521681997373,49.01960784313725,1610612755,6,6,2023-04-09T17:15:47Z,410000,False,5.0,29.0,1,left,P. Reed Hook (4 PTS),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,2.9,Made,,,,,4.0,,,,,,,,
43,PT08M56.00S,2023-04-09T17:15:54.6Z,1,REGULAR,turnover,out-of-bounds,[],1630560,,,1610612751,6,6,2023-04-09T17:16:00Z,430000,False,,,0,,C. Thomas lost ball out-of-bounds TURNOVER (2 TO),[1630560],1610612751.0,BKN,lost ball,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Right Center,2714.0,,,,,,,,,,,,,,,2.0,,,,
44,PT08M46.00S,2023-04-09T17:16:15.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629003,14.4053876478318,42.15686274509804,1610612755,6,6,2023-04-09T17:18:40Z,440000,False,39.0,83.0,1,left,MISS S. Milton 9' floating Shot - blocked,"[1629003, 1630549]",1610612755.0,PHI,floating,,,Milton,S. Milton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,9.17,Missed,,,,,,,,,,,,Sharpe,1630549.0
45,PT08M46.00S,2023-04-09T17:16:15.0Z,1,REGULAR,block,,[],1630549,,,1610612755,6,6,2023-04-09T17:16:18Z,450000,False,,,0,,D. Sharpe BLOCK (1 BLK),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
46,PT08M46.00S,2023-04-09T17:16:15.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,6,6,2023-04-09T17:16:20Z,460000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,44.0,,,,,,,,,,,,
48,PT08M35.00S,2023-04-09T17:16:40.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630194,5.469776609724048,46.81372549019608,1610612755,6,8,2023-04-09T17:19:02Z,480000,False,16.0,-1.0,1,left,P. Reed DUNK (6 PTS) (M. McClung 1 AST),"[1630194, 1630644]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,1.59,Made,,,,,6.0,M. McClung,1630644.0,1.0,,,,,
50,PT08M20.00S,2023-04-09T17:16:55.0Z,1,REGULAR,2pt,Jump Shot,[],1630560,82.34231274638634,71.81372549019608,1610612751,6,8,2023-04-09T17:17:01Z,500000,False,109.0,113.0,1,right,MISS C. Thomas 15' turnaround Shot,[1630560],1610612751.0,BKN,turnaround,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Right,,,,,,15.74,Missed,,,,,,,,,,,,,
51,PT08M17.00S,2023-04-09T17:16:58.0Z,1,REGULAR,rebound,defensive,[],1630194,,,1610612755,6,8,2023-04-09T17:17:01Z,510000,False,,,0,,P. Reed REBOUND (Off:2 Def:2),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Mid-Range,8-16 Right,,,,,,,,50.0,4.0,2.0,2.0,,,,,,,,,
52,PT08M09.00S,2023-04-09T17:17:05.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627863,19.136005256241788,36.27450980392157,1610612755,6,8,2023-04-09T17:17:09Z,520000,False,69.0,127.0,1,left,MISS D. House Jr. 14' pullup Shot,[1627863],1610612755.0,PHI,pullup,,,House Jr.,D. House Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,14.47,Missed,,,,,,,,,,,,,
53,PT08M05.00S,2023-04-09T17:17:09.9Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,6,8,2023-04-09T17:17:09Z,530000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:3),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,52.0,3.0,3.0,0.0,,,,,,,,,
54,PT08M00.00S,2023-04-09T17:17:14.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630560,93.9060446780552,45.34313725490196,1610612751,6,8,2023-04-09T17:17:20Z,540000,False,-23.0,5.0,1,right,MISS C. Thomas running Layup,[1630560],1610612751.0,BKN,running,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,,,,2.38,Missed,,,,,,,,,,,,,
55,PT07M58.00S,2023-04-09T17:17:16.9Z,1,REGULAR,rebound,defensive,[],1629003,,,1610612755,6,8,2023-04-09T17:17:20Z,550000,False,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,,
56,PT07M51.00S,2023-04-09T17:17:24.2Z,1,REGULAR,3pt,Jump Shot,[],1630644,8.492115637319317,2.941176470588235,1610612755,6,8,2023-04-09T17:17:32Z,560000,False,235.0,27.0,1,left,MISS M. McClung 3PT,[1630644],1610612755.0,PHI,,,,McClung,M. McClung,,,,,Right Corner 3,24+ Right,,,,,,23.69,Missed,,,,,,,,,,,,,
57,PT07M44.00S,2023-04-09T17:17:31.2Z,1,REGULAR,rebound,offensive,[],1629667,,,1610612755,6,8,2023-04-09T17:17:32Z,570000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:0),[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,,,,,,,,56.0,1.0,0.0,1.0,,,,,,,,,
58,PT07M44.00S,2023-04-09T17:17:30.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629667,5.590000152587891,50.0,1610612755,6,10,2023-04-09T17:17:30Z,580000,False,0.0,0.0,1,left,J. McDaniels putback DUNK (4 PTS),[1629667],1610612755.0,PHI,putback,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,,,,0.0,Made,,,,,4.0,,,,,,,,
59,PT07M34.00S,2023-04-09T17:17:40.6Z,1,REGULAR,2pt,Jump Shot,[],201988,88.78120893561103,75.73529411764706,1610612751,6,10,2023-04-09T17:17:45Z,590000,False,129.0,53.0,1,right,MISS P. Mills 13' fadeaway Shot,[201988],1610612751.0,BKN,fadeaway,,,Mills,P. Mills,,,,,Mid-Range,8-16 Right,,,,,,13.92,Missed,,,,,,,,,,,,,
60,PT07M31.00S,2023-04-09T17:17:43.6Z,1,REGULAR,rebound,defensive,[],1629003,,,1610612755,6,10,2023-04-09T17:17:45Z,600000,False,,,0,,S. Milton REBOUND (Off:0 Def:2),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Mid-Range,8-16 Right,,,,,,,,59.0,2.0,2.0,0.0,,,,,,,,,
61,PT07M24.00S,2023-04-09T17:17:50.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,8.229303547963205,48.77450980392157,1610612755,6,12,2023-04-09T17:17:54Z,610000,False,6.0,25.0,1,left,P. Reed Layup (8 PTS) (S. Milton 1 AST),"[1630194, 1629003]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,2.56,Made,,,,,8.0,S. Milton,1629003.0,1.0,,,,,
63,PT07M24.00S,2023-04-09T17:17:54.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,6,12,2023-04-09T17:17:54Z,630000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M08.00S,2023-04-09T17:21:02.2Z,1,REGULAR,turnover,lost ball,[],1630561,,,1610612751,6,12,2023-04-09T17:21:06Z,640000,False,,,0,,D. Duke Jr. lost ball TURNOVER (1 TO),"[1630561, 1629667]",1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,McDaniels,1629667.0,,
65,PT07M08.00S,2023-04-09T17:21:02.2Z,1,REGULAR,steal,,[],1629667,,,1610612755,6,12,2023-04-09T17:21:04Z,650000,False,,,0,,J. McDaniels STEAL (1 STL),[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
66,PT07M05.00S,2023-04-09T17:21:05.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630644,6.652431011826544,48.529411764705884,1610612755,6,14,2023-04-09T17:21:11Z,660000,False,7.0,10.0,1,left,M. McClung running DUNK (2 PTS) (J. McDaniels 1 AST),"[1630644, 1629667]",1610612755.0,PHI,running,,,McClung,M. McClung,,,,,Restricted Area,0-8 Center,,,,,,1.24,Made,,,,,2.0,J. McDaniels,1629667.0,1.0,,,,,
68,PT06M56.00S,2023-04-09T17:21:17.6Z,1,REGULAR,turnover,out-of-bounds,[],201988,,,1610612751,6,14,2023-04-09T17:21:25Z,680000,False,,,0,,P. Mills bad pass out-of-bounds TURNOVER (1 TO),[201988],1610612751.0,BKN,bad pass,,,Mills,P. Mills,,,,,Mid-Range,16-24 Left Center,1627541.0,,,,,,,,,,,,,,,1.0,,,,
69,PT06M45.00S,2023-04-09T17:21:32.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629667,12.434296977660972,24.509803921568626,1610612755,6,14,2023-04-09T17:21:36Z,690000,False,127.0,64.0,1,left,MISS J. McDaniels 14' fadeaway Shot,[1629667],1610612755.0,PHI,fadeaway,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,,,,,,14.28,Missed,,,,,,,,,,,,,
70,PT06M42.00S,2023-04-09T17:21:35.5Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,6,14,2023-04-09T17:21:36Z,700000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:4),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,8-16 Right,,,,,,,,69.0,4.0,4.0,0.0,,,,,,,,,
71,PT06M37.00S,2023-04-09T17:21:40.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629139,74.45795006570303,82.35294117647058,1610612751,6,14,2023-04-09T17:22:02Z,710000,False,162.0,188.0,1,right,MISS Y. Watanabe 24' running 3PT,[1629139],1610612751.0,BKN,running,,,Watanabe,Y. Watanabe,,,,,Above the Break 3,24+ Right Center,,,,,,24.77,Missed,,,,,,,,,,,,,
72,PT06M33.00S,2023-04-09T17:21:44.4Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,6,14,2023-04-09T17:21:47Z,720000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:4),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,,,71.0,5.0,4.0,1.0,,,,,,,,,
73,PT06M33.00S,2023-04-09T17:21:44.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,92.9862023653088,48.529411764705884,1610612751,6,14,2023-04-09T17:21:49Z,730000,False,-7.0,13.0,1,right,MISS D. Sharpe putback Layup - blocked,"[1630549, 1630194]",1610612751.0,BKN,putback,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,1.53,Missed,,,,,,,,,,,,Reed,1630194.0
74,PT06M33.00S,2023-04-09T17:21:44.5Z,1,REGULAR,block,,[],1630194,,,1610612751,6,14,2023-04-09T17:21:46Z,740000,False,,,0,,P. Reed BLOCK (1 BLK),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
75,PT06M33.00S,2023-04-09T17:21:44.5Z,1,REGULAR,rebound,defensive,[],1630644,,,1610612755,6,14,2023-04-09T17:21:49Z,750000,False,,,0,,M. McClung REBOUND (Off:0 Def:1),[1630644],1610612755.0,PHI,,,,McClung,M. McClung,,,,,Restricted Area,0-8 Center,,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,,
76,PT06M22.00S,2023-04-09T17:21:55.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,6.258212877792378,53.67647058823529,1610612755,6,16,2023-04-09T17:22:08Z,760000,False,-18.0,6.0,1,left,P. Reed Layup (10 PTS) (D. House Jr. 2 AST),"[1630194, 1627863]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,1.94,Made,,,,,10.0,D. House Jr.,1627863.0,2.0,,,,,
78,PT06M07.00S,2023-04-09T17:22:09.6Z,1,REGULAR,2pt,Jump Shot,[],1630560,94.82588699080158,66.91176470588235,1610612751,8,16,2023-04-09T17:22:32Z,780000,False,85.0,-4.0,1,right,C. Thomas 8' turnaround Jump Shot (2 PTS) (P. Mills 1 AST),"[1630560, 201988]",1610612751.0,BKN,turnaround,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Right,,,,,,8.47,Made,,,,,2.0,P. Mills,201988.0,1.0,,,,,
80,PT05M47.00S,2023-04-09T17:22:30.5Z,1,REGULAR,turnover,bad pass,[],1627863,,,1610612755,8,16,2023-04-09T17:22:35Z,800000,False,,,0,,D. House Jr. bad pass TURNOVER (1 TO),"[1627863, 1630561]",1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,Duke Jr.,1630561.0,,
81,PT05M47.00S,2023-04-09T17:22:30.5Z,1,REGULAR,steal,,[],1630561,,,1610612751,8,16,2023-04-09T17:22:33Z,810000,False,,,0,,D. Duke Jr. STEAL (1 STL),[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
