actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
24,PT10M03.00S,2022-10-31T23:42:52.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,91.93495400788436,49.50980392156863,1610612751,4,2,2022-10-31T23:42:56Z,220000,-2.0,23.0,1,right,N. Claxton cutting DUNK (4 PTS) (K. Durant 1 AST),"[1629651, 201142]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,2.34,Made,,,,,,,,4.0,K. Durant,201142.0,1.0,,,,,,,
26,PT09M46.00S,2022-10-31T23:43:11.8Z,1,REGULAR,foul,personal,[],203925,,,1610612754,4,2,2022-10-31T23:43:23Z,240000,,,0,,J. Harris personal FOUL (1 PF),"[203925, 1630169]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,1204.0,1.0,0.0,Haliburton,1630169.0,,
28,PT09M35.00S,2022-10-31T23:43:35.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,5.469776609724048,47.30392156862745,1610612754,4,4,2022-10-31T23:43:39Z,260000,13.0,-1.0,1,left,M. Turner alley-oop Layup (2 PTS) (B. Hield 1 AST),"[1626167, 1627741]",1610612754.0,IND,alley-oop,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,,,,2.0,B. Hield,1627741.0,1.0,,,,,,,
30,PT09M18.00S,2022-10-31T23:43:51.2Z,1,REGULAR,3pt,Jump Shot,[],203925,84.70762155059133,95.58823529411765,1610612751,7,4,2022-10-31T23:43:55Z,280000,228.0,91.0,1,right,J. Harris 24' 3PT  (3 PTS) (R. O'Neale 1 AST),"[203925, 1626220]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Right,24.55,Made,,,,,,,,3.0,R. O'Neale,1626220.0,1.0,,,,,,,
32,PT09M04.00S,2022-10-31T23:44:07.7Z,1,REGULAR,turnover,out-of-bounds,[],1627741,,,1610612754,7,4,2022-10-31T23:44:12Z,300000,,,0,,B. Hield lost ball out-of-bounds TURNOVER (1 TO),[1627741],1610612754.0,IND,lost ball,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,,,,,,,1204.0,,,,,,
33,PT08M49.00S,2022-10-31T23:44:31.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201142,89.43823915900131,78.18627450980392,1610612751,7,4,2022-10-31T23:44:36Z,310000,141.0,47.0,1,right,MISS K. Durant 14' fadeaway Shot,[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,14.85,Missed,,,,,,,,,,,,,,,,,,
34,PT08M46.00S,2022-10-31T23:44:34.0Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,7,4,2022-10-31T23:44:36Z,320000,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Right,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT08M33.00S,2022-10-31T23:44:49.4Z,1,REGULAR,turnover,out-of-bounds,[],1630188,,,1610612754,7,4,2022-10-31T23:44:55Z,330000,,,0,,J. Smith bad pass out-of-bounds TURNOVER (1 TO),[1630188],1610612754.0,IND,bad pass,,,Smith,J. Smith,,,,,Mid-Range,8-16 Left,,,,,,,1.0,,,,,,,202049.0,,,,,,
36,PT08M22.00S,2022-10-31T23:45:07.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201142,76.5604467805519,50.98039215686274,1610612751,9,4,2022-10-31T23:45:14Z,340000,5.0,168.0,1,right,K. Durant 16' pullup Jump Shot (2 PTS) (N. Claxton 1 AST),"[201142, 1629651]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,16.79,Made,,,,,,,,2.0,N. Claxton,1629651.0,1.0,,,,,,,
38,PT08M09.00S,2022-10-31T23:45:20.2Z,1,REGULAR,3pt,Jump Shot,[],1630537,31.488173455978973,36.51960784313725,1610612754,9,4,2022-10-31T23:45:26Z,360000,67.0,243.0,1,left,MISS C. Duarte 25' 3PT,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Center,25.27,Missed,,,,,,,,,,,,,,,,,,
39,PT08M06.00S,2022-10-31T23:45:23.2Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,9,4,2022-10-31T23:45:26Z,370000,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,
40,PT08M01.00S,2022-10-31T23:45:28.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201142,71.56701708278581,84.55882352941177,1610612751,12,4,2022-10-31T23:45:42Z,380000,173.0,215.0,1,right,K. Durant 27' 3PT running pullup (5 PTS),[201142],1610612751.0,BKN,running pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,27.57,Made,,,,,,,,5.0,,,,,,,,,,
41,PT08M00.00S,2022-10-31T23:45:33.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,12,4,2022-10-31T23:45:33Z,390000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT07M37.00S,2022-10-31T23:48:48.6Z,1,REGULAR,3pt,Jump Shot,[],1630188,6.915243101182654,2.696078431372549,1610612754,12,4,2022-10-31T23:48:52Z,400000,237.0,13.0,1,left,MISS J. Smith 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Right Corner 3,24+ Right,23.68,Missed,,,,,,,,,,,,,,,,,,
43,PT07M35.00S,2022-10-31T23:48:50.6Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,12,4,2022-10-31T23:48:52Z,410000,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Right Corner 3,24+ Right,,,42.0,3.0,3.0,0.0,,,,,,,,,,,,,,
44,PT07M19.00S,2022-10-31T23:49:06.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,91.93495400788436,54.166666666666664,1610612751,12,4,2022-10-31T23:49:14Z,420000,21.0,23.0,1,right,MISS N. Claxton turnaround Hook,[1629651],1610612751.0,BKN,turnaround,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,3.12,Missed,,,,,,,,,,,,,,,,,,
45,PT07M13.00S,2022-10-31T23:49:11.5Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,12,4,2022-10-31T23:49:11Z,430000,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,44.0,2.0,1.0,1.0,,,,,,,,,,,,,,
46,PT07M13.00S,2022-10-31T23:49:11.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629651,94.40999984741211,50.0,1610612751,14,4,2022-10-31T23:49:11Z,440000,0.0,0.0,1,right,N. Claxton putback DUNK (6 PTS),[1629651],1610612751.0,BKN,putback,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,6.0,,,,,,,,,,
47,PT07M00.00S,2022-10-31T23:49:26.4Z,1,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612754,14,4,2022-10-31T23:49:34Z,450000,,,0,,N. Claxton shooting personal FOUL (1 PF) (Duarte 2 FT),"[1629651, 1630537]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202049.0,1.0,0.0,Duarte,1630537.0,,
49,PT07M00.00S,2022-10-31T23:49:49.5Z,1,REGULAR,freethrow,1 of 2,[],1630537,,,1610612754,14,5,2022-10-31T23:49:49Z,470000,,,0,,C. Duarte Free Throw 1 of 2 (1 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
50,PT07M00.00S,2022-10-31T23:50:03.6Z,1,REGULAR,freethrow,2 of 2,[],1630537,,,1610612754,14,6,2022-10-31T23:50:03Z,480000,,,0,,C. Duarte Free Throw 2 of 2 (2 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
51,PT06M48.00S,2022-10-31T23:50:17.1Z,1,REGULAR,2pt,Jump Shot,[],202681,84.31340341655716,20.098039215686274,1610612751,14,6,2022-10-31T23:50:20Z,490000,-150.0,95.0,1,right,MISS K. Irving 17' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Mid-Range,16-24 Left,17.71,Missed,,,,,,,,,,,,,,,,,,
52,PT06M46.00S,2022-10-31T23:50:19.1Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,14,6,2022-10-31T23:50:20Z,500000,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Left,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,,
53,PT06M35.00S,2022-10-31T23:50:31.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,5.338370565045992,41.911764705882355,1610612754,14,8,2022-10-31T23:51:32Z,510000,40.0,-2.0,1,left,M. Turner Layup (4 PTS) (J. Smith 1 AST),"[1626167, 1630188]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,4.05,Made,,,,,,,,4.0,J. Smith,1630188.0,1.0,,,,,,,
55,PT06M21.00S,2022-10-31T23:50:44.2Z,1,REGULAR,2pt,Jump Shot,[],203925,94.69448094612353,75.98039215686273,1610612751,14,8,2022-10-31T23:50:51Z,530000,130.0,-3.0,1,right,MISS J. Harris 12' Jump Shot - blocked,"[203925, 1626167]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,Mid-Range,8-16 Right,12.99,Missed,,,,,,,,,,,,,,,,,Turner,1626167.0
56,PT06M21.00S,2022-10-31T23:50:44.2Z,1,REGULAR,block,,[],1626167,,,1610612751,14,8,2022-10-31T23:50:46Z,540000,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
57,PT06M18.00S,2022-10-31T23:50:47.2Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,14,8,2022-10-31T23:50:51Z,550000,,,0,,T. Haliburton REBOUND (Off:0 Def:3),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Right,,,55.0,3.0,3.0,0.0,,,,,,,,,,,,,,
59,PT06M13.00S,2022-10-31T23:51:01.2Z,1,REGULAR,substitution,out,[],203925,,,1610612754,14,8,2022-10-31T23:51:06Z,570000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M13.00S,2022-10-31T23:51:01.2Z,1,REGULAR,substitution,in,[],1629139,,,1610612754,14,8,2022-10-31T23:51:06Z,580000,,,0,,SUB in: Y. Watanabe,[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M01.00S,2022-10-31T23:51:33.7Z,1,REGULAR,3pt,Jump Shot,[],1627741,27.677398160315374,79.16666666666666,1610612754,14,8,2022-10-31T23:52:14Z,600000,-146.0,208.0,1,left,MISS B. Hield 25' pullup 3PT,[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,25.38,Missed,,,,,,,,,,,,,,,,,,
63,PT06M00.00S,2022-10-31T23:51:34.7Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,14,8,2022-10-31T23:52:14Z,610000,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,62.0,1.0,1.0,0.0,,,,,,,,,,,,,,
64,PT05M54.00S,2022-10-31T23:51:38.5Z,1,REGULAR,2pt,Jump Shot,[],201142,93.9060446780552,76.7156862745098,1610612751,16,8,2022-10-31T23:54:11Z,620000,134.0,5.0,1,right,K. Durant 13' fadeaway Jump Shot (7 PTS),[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,13.37,Made,,,,,,,,7.0,,,,,,,,,,
65,PT05M35.00S,2022-10-31T23:51:57.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,6.521024967148489,39.705882352941174,1610612754,16,10,2022-10-31T23:52:04Z,630000,51.0,9.0,1,left,T. Haliburton cutting Layup (2 PTS) (M. Turner 1 AST),"[1630169, 1626167]",1610612754.0,IND,cutting,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,5.22,Made,,,,,,,,2.0,M. Turner,1626167.0,1.0,,,,,,,
67,PT05M21.00S,2022-10-31T23:52:12.1Z,1,REGULAR,turnover,bad pass,[],202681,,,1610612751,16,10,2022-10-31T23:52:18Z,650000,,,0,,K. Irving bad pass TURNOVER (1 TO),"[202681, 1630169]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Haliburton,1630169.0,,,,,,,,,,,
68,PT05M21.00S,2022-10-31T23:52:12.1Z,1,REGULAR,steal,,[],1630169,,,1610612754,16,10,2022-10-31T23:52:14Z,660000,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
69,PT05M16.00S,2022-10-31T23:52:16.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627741,4.944152431011826,55.392156862745104,1610612754,16,12,2022-10-31T23:52:22Z,670000,-27.0,-6.0,1,left,B. Hield running Layup (4 PTS) (T. Haliburton 1 AST),"[1627741, 1630169]",1610612754.0,IND,running,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,2.77,Made,,,,,,,,4.0,T. Haliburton,1630169.0,1.0,,,,,,,
71,PT05M07.00S,2022-10-31T23:52:30.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,16,12,2022-10-31T23:52:30Z,690000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M07.00S,2022-10-31T23:52:31.7Z,1,REGULAR,substitution,out,[],202681,,,1610612751,16,12,2022-10-31T23:55:14Z,700000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M07.00S,2022-10-31T23:52:31.7Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,16,12,2022-10-31T23:55:14Z,710000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M07.00S,2022-10-31T23:52:31.7Z,1,REGULAR,substitution,out,[],1627741,,,1610612751,16,12,2022-10-31T23:55:14Z,720000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M07.00S,2022-10-31T23:52:31.7Z,1,REGULAR,substitution,out,[],1630188,,,1610612751,16,12,2022-10-31T23:55:14Z,730000,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M07.00S,2022-10-31T23:52:31.7Z,1,REGULAR,substitution,out,[],1626167,,,1610612751,16,12,2022-10-31T23:55:14Z,740000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M07.00S,2022-10-31T23:52:31.7Z,1,REGULAR,substitution,in,[],1628410,,,1610612751,16,12,2022-10-31T23:55:14Z,750000,,,0,,SUB in: E. Sumner,[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M07.00S,2022-10-31T23:52:31.7Z,1,REGULAR,substitution,in,[],1630549,,,1610612751,16,12,2022-10-31T23:55:14Z,760000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M07.00S,2022-10-31T23:52:31.7Z,1,REGULAR,substitution,in,[],1630543,,,1610612751,16,12,2022-10-31T23:55:14Z,770000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M07.00S,2022-10-31T23:52:31.7Z,1,REGULAR,substitution,in,[],1631097,,,1610612751,16,12,2022-10-31T23:55:14Z,780000,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M07.00S,2022-10-31T23:52:31.7Z,1,REGULAR,substitution,in,[],201949,,,1610612751,16,12,2022-10-31T23:55:14Z,790000,,,0,,SUB in: J. Johnson,[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M55.00S,2022-10-31T23:55:33.6Z,1,REGULAR,2pt,Jump Shot,[],201142,76.03482260183968,53.92156862745098,1610612751,18,12,2022-10-31T23:55:37Z,800000,20.0,173.0,1,right,K. Durant 17' pullup Jump Shot (9 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,17.39,Made,,,,,,,,9.0,,,,,,,,,,
83,PT04M43.00S,2022-10-31T23:55:46.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,6.521024967148489,38.970588235294116,1610612754,18,14,2022-10-31T23:55:49Z,810000,55.0,9.0,1,left,T. Haliburton driving floating bank Jump Shot (4 PTS),[1630169],1610612754.0,IND,driving floating bank,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,5.58,Made,,,,,,,,4.0,,,,,,,,,,
84,PT04M26.00S,2022-10-31T23:56:03.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629139,93.38042049934296,46.32352941176471,1610612751,20,14,2022-10-31T23:56:10Z,820000,-18.0,10.0,1,right,Y. Watanabe driving Layup (2 PTS) (R. O'Neale 2 AST),"[1629139, 1626220]",1610612751.0,BKN,driving,,,Watanabe,Y. Watanabe,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,,,,2.0,R. O'Neale,1626220.0,2.0,,,,,,,
86,PT04M14.00S,2022-10-31T23:56:14.6Z,1,REGULAR,3pt,Jump Shot,[],1630537,20.05584756898817,7.107843137254902,1610612754,20,14,2022-10-31T23:56:19Z,840000,214.0,136.0,1,left,MISS C. Duarte 25' 3PT,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Right Center,25.4,Missed,,,,,,,,,,,,,,,,,,
87,PT04M11.00S,2022-10-31T23:56:17.6Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612751,20,14,2022-10-31T23:56:19Z,850000,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,86.0,2.0,2.0,0.0,,,,,,,,,,,,,,
