actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT11M01.00S,2022-10-19T23:45:57.7Z,1,REGULAR,block,,[],1626220,,,1610612740,0,0,2022-10-19T23:46:08Z,170000,,,0,,R. O'Neale BLOCK (1 BLK),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
18,PT10M59.00S,2022-10-19T23:45:59.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,0,0,2022-10-19T23:46:20Z,180000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,,,16.0,,,,,,,,,,,,,,
20,PT10M55.00S,2022-10-19T23:46:20.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,89.96386333771353,50.49019607843137,1610612740,0,2,2022-10-19T23:46:41Z,200000,2.0,42.0,1,right,J. Valanciunas cutting Layup (2 PTS) (C. McCollum 1 AST),"[202685, 203468]",1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,4.19,Made,,,,,,,2.0,C. McCollum,203468.0,1.0,,,,,
22,PT10M45.00S,2022-10-19T23:46:33.3Z,1,REGULAR,turnover,traveling,[],1629651,,,1610612751,0,2,2022-10-19T23:46:38Z,220000,,,0,,N. Claxton traveling TURNOVER (1 TO),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Center,1.0,,,,,,,,,,,,,,,202041.0,,,,
23,PT10M28.00S,2022-10-19T23:47:03.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",202685,94.30026281208936,46.568627450980394,1610612740,0,4,2022-10-19T23:47:07Z,230000,-17.0,1.0,1,right,J. Valanciunas DUNK (4 PTS) (Z. Williamson 1 AST),"[202685, 1629627]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,1.72,Made,,,,,,,4.0,Z. Williamson,1629627.0,1.0,,,,,
31,PT10M14.00S,2022-10-19T23:47:34.2Z,1,REGULAR,violation,kicked ball,[],1630529,,,1610612751,0,4,2022-10-19T23:48:34Z,265000,,,0,,H. Jones kicked ball VIOLATION,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,1628951.0,,,,
27,PT10M04.00S,2022-10-19T23:47:47.3Z,1,REGULAR,2pt,Jump Shot,[],202681,6.389618922470433,72.05882352941177,1610612751,0,4,2022-10-19T23:47:53Z,270000,-110.0,8.0,1,left,MISS K. Irving 11' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,,,,11.06,Missed,,,,,,,,,,,,,,,
28,PT10M01.00S,2022-10-19T23:47:50.3Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,0,4,2022-10-19T23:47:53Z,280000,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,
29,PT09M49.00S,2022-10-19T23:48:02.4Z,1,REGULAR,3pt,Jump Shot,[],1630529,72.61826544021025,18.137254901960784,1610612740,0,7,2022-10-19T23:48:19Z,290000,-159.0,205.0,1,right,H. Jones 25' 3PT  (3 PTS) (B. Ingram 1 AST),"[1630529, 1627742]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,,25.95,Made,,,,,,,3.0,B. Ingram,1627742.0,1.0,,,,,
32,PT09M32.00S,2022-10-19T23:48:19.1Z,1,REGULAR,2pt,Jump Shot,[],201142,23.866622864651774,38.970588235294116,1610612751,0,7,2022-10-19T23:48:23Z,310000,55.0,172.0,1,left,MISS K. Durant 18' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,,,,18.04,Missed,,,,,,,,,,,,,,,
33,PT09M29.00S,2022-10-19T23:48:22.1Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,0,7,2022-10-19T23:48:23Z,320000,,,0,,J. Valanciunas REBOUND (Off:1 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Center,,,,,,32.0,2.0,1.0,1.0,,,,,,,,,,,
34,PT09M22.00S,2022-10-19T23:48:29.8Z,1,REGULAR,turnover,lost ball,[],1627742,,,1610612740,0,7,2022-10-19T23:51:42Z,330000,,,0,,B. Ingram lost ball TURNOVER (1 TO),"[1627742, 202681]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,1.0,Irving,202681.0,,,,,,,,,,,,,,,,,
35,PT09M22.00S,2022-10-19T23:48:29.8Z,1,REGULAR,steal,,[],202681,,,1610612751,0,7,2022-10-19T23:48:32Z,340000,,,0,,K. Irving STEAL (1 STL),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
36,PT09M18.00S,2022-10-19T23:48:33.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627732,4.28712220762155,48.529411764705884,1610612751,2,7,2022-10-19T23:48:47Z,350000,7.0,-12.0,1,left,B. Simmons DUNK (2 PTS) (R. O'Neale 1 AST),"[1627732, 1626220]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,,1.43,Made,,,,,,,2.0,R. O'Neale,1626220.0,1.0,,,,,
38,PT09M01.00S,2022-10-19T23:48:50.3Z,1,REGULAR,2pt,Jump Shot,[],203468,78.26872536136662,67.40196078431373,1610612740,2,7,2022-10-19T23:48:54Z,370000,87.0,152.0,1,right,MISS C. McCollum 17' pullup Shot,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right Center,,,,17.5,Missed,,,,,,,,,,,,,,,
39,PT08M56.00S,2022-10-19T23:48:55.3Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,2,7,2022-10-19T23:48:54Z,380000,,,0,,J. Valanciunas REBOUND (Off:2 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Right Center,,,,,,38.0,3.0,1.0,2.0,,,,,,,,,,,
40,PT08M56.00S,2022-10-19T23:48:54.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202685,94.40999984741211,50.0,1610612740,2,7,2022-10-19T23:48:56Z,390000,0.0,0.0,1,right,MISS J. Valanciunas tip Layup,[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
41,PT08M56.00S,2022-10-19T23:48:54.8Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,2,7,2022-10-19T23:48:56Z,400000,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,
42,PT08M53.00S,2022-10-19T23:49:03.6Z,1,REGULAR,turnover,backcourt,[],1629651,,,1610612751,2,7,2022-10-19T23:54:13Z,410000,,,0,,N. Claxton backcourt TURNOVER (2 TO),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,2.0,,,,,,,,,,,,,,,202027.0,,,,
43,PT08M42.00S,2022-10-19T23:49:29.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629627,91.5407358738502,43.627450980392155,1610612740,2,7,2022-10-19T23:49:32Z,420000,-32.0,27.0,1,right,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,4.18,Missed,,,,,,,,,,,,,,,
44,PT08M40.00S,2022-10-19T23:49:31.2Z,1,REGULAR,rebound,offensive,[],1629627,,,1610612740,2,7,2022-10-19T23:49:31Z,430000,,,0,,Z. Williamson REBOUND (Off:1 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,43.0,2.0,1.0,1.0,,,,,,,,,,,
45,PT08M39.00S,2022-10-19T23:49:32.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629627,92.90407358738501,45.40824142156863,1610612740,2,9,2022-10-19T23:49:42Z,440000,-23.0,14.0,1,right,Z. Williamson reverse Layup (2 PTS),[1629627],1610612740.0,NOP,reverse,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,2.7,Made,,,,,,,2.0,,,,,,,,
46,PT08M27.00S,2022-10-19T23:49:44.8Z,1,REGULAR,turnover,lost ball,[],201142,,,1610612751,2,9,2022-10-19T23:49:49Z,450000,,,0,,K. Durant lost ball TURNOVER (2 TO),"[201142, 203468]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,2.0,McCollum,203468.0,,,,,,,,,,,,,,,,,
47,PT08M27.00S,2022-10-19T23:49:44.8Z,1,REGULAR,steal,,[],203468,,,1610612740,2,9,2022-10-19T23:49:46Z,460000,,,0,,C. McCollum STEAL (1 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
48,PT08M23.00S,2022-10-19T23:49:48.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629627,92.85479632063075,49.26470588235294,1610612740,2,11,2022-10-19T23:49:59Z,470000,-4.0,15.0,1,right,Z. Williamson running finger roll Layup (4 PTS) (C. McCollum 2 AST),"[1629627, 203468]",1610612740.0,NOP,running finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,1.52,Made,,,,,,,4.0,C. McCollum,203468.0,2.0,,,,,
50,PT08M23.00S,2022-10-19T23:49:52.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,2,11,2022-10-19T23:49:52Z,490000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M10.00S,2022-10-19T23:53:03.5Z,1,REGULAR,foul,personal,[],1627742,,,1610612751,2,11,2022-10-19T23:53:15Z,500000,,,0,,B. Ingram personal FOUL (1 PF),"[1627742, 1629651]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Claxton,1629651.0
53,PT08M05.00S,2022-10-19T23:53:26.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202681,6.258212877792378,50.49019607843137,1610612751,4,11,2022-10-19T23:53:31Z,520000,-2.0,6.0,1,left,K. Irving Layup (2 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,0.68,Made,,,,,,,2.0,,,,,,,,
54,PT07M52.00S,2022-10-19T23:53:39.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,94.95729303547962,44.85294117647059,1610612740,4,13,2022-10-19T23:53:45Z,530000,-26.0,-5.0,1,right,Z. Williamson driving finger roll Layup (6 PTS) (B. Ingram 2 AST),"[1629627, 1627742]",1610612740.0,NOP,driving finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,2.62,Made,,,,,,,6.0,B. Ingram,1627742.0,2.0,,,,,
56,PT07M44.00S,2022-10-19T23:53:46.9Z,1,REGULAR,3pt,Jump Shot,[],202681,33.85348226018397,47.549019607843135,1610612751,4,13,2022-10-19T23:53:53Z,550000,12.0,266.0,1,left,MISS K. Irving 26' pullup 3PT,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,,26.6,Missed,,,,,,,,,,,,,,,
57,PT07M41.00S,2022-10-19T23:53:49.9Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,4,13,2022-10-19T23:53:53Z,560000,,,0,,Z. Williamson REBOUND (Off:1 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Center,,,,,,56.0,3.0,2.0,1.0,,,,,,,,,,,
58,PT07M23.00S,2022-10-19T23:54:08.2Z,1,REGULAR,3pt,Jump Shot,[],203468,70.90998685939553,74.75490196078431,1610612740,4,13,2022-10-19T23:54:12Z,570000,124.0,221.0,1,right,MISS C. McCollum 25' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,25.32,Missed,,,,,,,,,,,,,,,
59,PT07M20.00S,2022-10-19T23:54:11.2Z,1,REGULAR,rebound,offensive,[],1630529,,,1610612740,4,13,2022-10-19T23:54:12Z,580000,,,0,,H. Jones REBOUND (Off:1 Def:0),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,58.0,1.0,0.0,1.0,,,,,,,,,,,
60,PT07M18.00S,2022-10-19T23:54:13.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627742,67.23061760840999,42.15686274509804,1610612740,4,16,2022-10-19T23:54:16Z,590000,-39.0,256.0,1,right,B. Ingram 25' 3PT  (3 PTS) (H. Jones 1 AST),"[1627742, 1630529]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,25.85,Made,,,,,,,3.0,H. Jones,1630529.0,1.0,,,,,
62,PT06M59.00S,2022-10-19T23:54:32.5Z,1,REGULAR,turnover,lost ball,[],201142,,,1610612751,4,16,2022-10-19T23:54:38Z,610000,,,0,,K. Durant lost ball TURNOVER (3 TO),"[201142, 1629627]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,3.0,Williamson,1629627.0,,,,,,,,,,,,,,,,,
63,PT06M59.00S,2022-10-19T23:54:32.5Z,1,REGULAR,steal,,[],1629627,,,1610612740,4,16,2022-10-19T23:54:34Z,620000,,,0,,Z. Williamson STEAL (2 STL),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
64,PT06M37.00S,2022-10-19T23:54:54.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627742,82.34231274638634,31.372549019607842,1610612740,4,16,2022-10-19T23:54:58Z,630000,-93.0,113.0,1,right,MISS B. Ingram 14' turnaround fadeaway Shot,[1627742],1610612740.0,NOP,turnaround fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,,,,14.68,Missed,,,,,,,,,,,,,,,
65,PT06M35.00S,2022-10-19T23:54:56.3Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612751,4,16,2022-10-19T23:54:58Z,640000,,,0,,B. Simmons REBOUND (Off:0 Def:2),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,8-16 Left,,,,,,64.0,2.0,2.0,0.0,,,,,,,,,,,
66,PT06M27.00S,2022-10-19T23:55:04.6Z,1,REGULAR,turnover,lost ball,[],1627732,,,1610612751,4,16,2022-10-19T23:55:08Z,650000,,,0,,B. Simmons lost ball TURNOVER (1 TO),"[1627732, 203468]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,1.0,McCollum,203468.0,,,,,,,,,,,,,,,,,
67,PT06M27.00S,2022-10-19T23:55:04.6Z,1,REGULAR,steal,,[],203468,,,1610612740,4,16,2022-10-20T00:37:20Z,660000,,,0,,C. McCollum STEAL (2 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
68,PT06M21.00S,2022-10-19T23:55:10.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203468,92.59198423127464,58.333333333333336,1610612740,4,18,2022-10-19T23:55:15Z,670000,42.0,17.0,1,right,C. McCollum driving floating bank Jump Shot (2 PTS),[203468],1610612740.0,NOP,driving floating bank,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,4.51,Made,,,,,,,2.0,,,,,,,,
69,PT06M02.00S,2022-10-19T23:55:34.2Z,1,REGULAR,foul,offensive,[],1627732,,,1610612751,4,18,2022-10-19T23:56:10Z,680000,,,0,,B. Simmons offensive FOUL (1 PF),"[1627732, 1627742]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Ingram,1627742.0
71,PT06M02.00S,2022-10-19T23:55:34.2Z,1,REGULAR,turnover,offensive foul,[],1627732,,,1610612751,4,18,2022-10-19T23:55:34Z,700000,,,0,,B. Simmons offensive foul TURNOVER (2 TO),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),8-16 Center,2.0,,,,,,,,,,,,,,,202041.0,,,,
72,PT06M02.00S,2022-10-19T23:55:46.8Z,1,REGULAR,substitution,out,[],1627732,,,1610612740,4,18,2022-10-19T23:56:06Z,710000,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M02.00S,2022-10-19T23:55:46.8Z,1,REGULAR,substitution,out,[],1629651,,,1610612740,4,18,2022-10-19T23:56:06Z,720000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M02.00S,2022-10-19T23:55:46.8Z,1,REGULAR,substitution,out,[],1629627,,,1610612740,4,18,2022-10-19T23:56:06Z,730000,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M02.00S,2022-10-19T23:55:46.8Z,1,REGULAR,substitution,out,[],203468,,,1610612740,4,18,2022-10-19T23:56:06Z,740000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M02.00S,2022-10-19T23:55:46.8Z,1,REGULAR,substitution,in,[],1630549,,,1610612740,4,18,2022-10-19T23:56:06Z,750000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M02.00S,2022-10-19T23:55:46.8Z,1,REGULAR,substitution,in,[],201988,,,1610612740,4,18,2022-10-19T23:56:06Z,760000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M02.00S,2022-10-19T23:55:46.8Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,4,18,2022-10-19T23:56:06Z,770000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M02.00S,2022-10-19T23:55:46.8Z,1,REGULAR,substitution,in,[],1630530,,,1610612740,4,18,2022-10-19T23:56:06Z,780000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M44.00S,2022-10-19T23:56:12.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630631,92.19776609724047,52.94117647058824,1610612740,4,20,2022-10-19T23:56:16Z,790000,15.0,21.0,1,right,J. Alvarado driving Layup (2 PTS),[1630631],1610612740.0,NOP,driving,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,2.55,Made,,,,,,,2.0,,,,,,,,
82,PT05M31.00S,2022-10-19T23:56:31.2Z,1,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612751,4,20,2022-10-19T23:56:39Z,810000,,,0,,H. Jones shooting personal FOUL (1 PF) (Durant 2 FT),"[1630529, 201142]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Durant,201142.0
84,PT05M31.00S,2022-10-19T23:56:58.9Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,5,20,2022-10-19T23:56:58Z,830000,,,0,,K. Durant Free Throw 1 of 2 (1 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,Made,,,,,,,1.0,,,,,,,,
85,PT05M31.00S,2022-10-19T23:56:59.5Z,1,REGULAR,substitution,out,[],202681,,,1610612751,5,20,2022-10-19T23:57:05Z,840000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M31.00S,2022-10-19T23:56:59.5Z,1,REGULAR,substitution,in,[],1628410,,,1610612751,5,20,2022-10-19T23:57:05Z,850000,,,0,,SUB in: E. Sumner,[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M31.00S,2022-10-19T23:57:18.7Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,6,20,2022-10-19T23:57:18Z,860000,,,0,,K. Durant Free Throw 2 of 2 (2 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,Made,,,,,,,2.0,,,,,,,,
