actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
18,PT10M11.00S,2022-11-27T20:13:17.6Z,1,REGULAR,3pt,Jump Shot,[],1626159,6.1268068331143235,2.941176470588235,1610612757,4,6,2022-11-27T20:13:22Z,180000,False,235.0,5.0,1,left,J. Winslow 3PT  (3 PTS) (J. Hart 1 AST),"[1626159, 1628404]",1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Right Corner 3,24+ Right,,,,,,23.54,Made,,,,,3.0,J. Hart,1628404.0,1.0,,,,,
20,PT10M03.00S,2022-11-27T20:13:26.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627732,94.43166885676742,51.225490196078425,1610612751,6,6,2022-11-27T20:14:02Z,200000,False,6.0,0.0,1,right,B. Simmons driving Layup (2 PTS),[1627732],1610612751.0,BKN,driving,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,,,,0.61,Made,,,,,2.0,,,,,,,,
21,PT09M48.00S,2022-11-27T20:13:41.5Z,1,REGULAR,3pt,Jump Shot,[],1626159,11.251642575558476,2.696078431372549,1610612757,6,6,2022-11-27T20:13:46Z,210000,False,237.0,53.0,1,left,MISS J. Winslow 24' 3PT,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Right Corner 3,24+ Right,,,,,,24.24,Missed,,,,,,,,,,,,,
22,PT09M44.00S,2022-11-27T20:13:45.5Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612751,6,6,2022-11-27T20:13:46Z,220000,False,,,0,,B. Simmons REBOUND (Off:0 Def:1),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Right Corner 3,24+ Right,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,
23,PT09M23.00S,2022-11-27T20:14:06.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626220,85.10183968462549,53.92156862745098,1610612751,8,6,2022-11-27T20:14:11Z,230000,False,20.0,88.0,1,right,R. O'Neale 8' turnaround fadeaway Jump Shot (2 PTS) (B. Simmons 1 AST),"[1626220, 1627732]",1610612751.0,BKN,turnaround fadeaway,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.97,Made,,,,,2.0,B. Simmons,1627732.0,1.0,,,,,
25,PT08M58.00S,2022-11-27T20:14:31.0Z,1,REGULAR,3pt,Jump Shot,[],203994,24.655059132720105,15.686274509803921,1610612757,8,6,2022-11-27T20:14:35Z,250000,False,172.0,179.0,1,left,MISS J. Nurkic 24' 3PT,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Right Center,,,,,,24.82,Missed,,,,,,,,,,,,,
26,PT08M55.00S,2022-11-27T20:14:34.0Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612751,8,6,2022-11-27T20:14:35Z,260000,False,,,0,,B. Simmons REBOUND (Off:0 Def:2),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Right Center,,,,,,,,25.0,2.0,2.0,0.0,,,,,,,,,
27,PT08M48.00S,2022-11-27T20:14:41.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,80.76544021024968,59.31372549019608,1610612751,10,6,2022-11-27T20:14:45Z,270000,False,47.0,128.0,1,right,K. Durant 13' pullup Jump Shot (2 PTS) (B. Simmons 2 AST),"[201142, 1627732]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,13.65,Made,,,,,2.0,B. Simmons,1627732.0,2.0,,,,,
29,PT08M28.00S,2022-11-27T20:15:00.6Z,1,REGULAR,3pt,Jump Shot,[],1629014,33.85348226018397,35.53921568627451,1610612757,10,6,2022-11-27T20:16:17Z,290000,False,72.0,266.0,1,left,MISS A. Simons 27' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,,,,27.54,Missed,,,,,,,,,,,,,
30,PT08M25.00S,2022-11-27T20:15:03.6Z,1,REGULAR,rebound,offensive,[],1626159,,,1610612757,10,6,2022-11-27T20:15:05Z,300000,False,,,0,,J. Winslow REBOUND (Off:1 Def:0),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Above the Break 3,24+ Center,,,,,,,,29.0,1.0,0.0,1.0,,,,,,,,,
31,PT08M22.00S,2022-11-27T20:15:07.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203924,27.808804204993432,20.588235294117645,1610612757,10,6,2022-11-27T20:15:10Z,310000,False,147.0,209.0,1,left,MISS J. Grant 25' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,,,,25.55,Missed,,,,,,,,,,,,,
32,PT08M20.00S,2022-11-27T20:15:09.3Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,10,6,2022-11-27T20:15:10Z,320000,False,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,,,,,,31.0,2.0,1.0,1.0,,,,,,,,,
33,PT08M09.00S,2022-11-27T20:15:21.0Z,1,REGULAR,3pt,Jump Shot,[],202681,91.80354796320631,4.901960784313726,1610612751,10,6,2022-11-27T20:15:25Z,330000,False,-225.0,25.0,1,right,MISS K. Irving 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Left Corner 3,24+ Left,,,,,,22.68,Missed,,,,,,,,,,,,,
34,PT08M06.00S,2022-11-27T20:15:24.0Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,10,6,2022-11-27T20:15:25Z,340000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Left Corner 3,24+ Left,,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,,
35,PT07M52.00S,2022-11-27T20:15:38.0Z,1,REGULAR,3pt,Jump Shot,[],203924,29.122864651773984,22.794117647058822,1610612757,10,9,2022-11-27T20:15:43Z,350000,False,136.0,221.0,1,left,J. Grant 25' 3PT  (3 PTS) (A. Simons 1 AST),"[203924, 1629014]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,,,,25.97,Made,,,,,3.0,A. Simons,1629014.0,1.0,,,,,
37,PT07M38.00S,2022-11-27T20:15:56.6Z,1,REGULAR,violation,kicked ball,[],1626159,,,1610612751,10,9,2022-11-27T20:16:00Z,370000,False,,,0,,J. Winslow kicked ball VIOLATION,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,2715.0,,,,,,,,,,,,,,,,,,,
38,PT07M27.00S,2022-11-27T20:16:25.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627732,88.25558475689881,54.90196078431373,1610612751,10,9,2022-11-27T20:18:24Z,380000,False,25.0,58.0,1,right,MISS B. Simmons 6' turnaround Shot,[1627732],1610612751.0,BKN,turnaround,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.29,Missed,,,,,,,,,,,,,
39,PT07M21.00S,2022-11-27T20:16:31.3Z,1,REGULAR,rebound,defensive,[],1626159,,,1610612757,10,9,2022-11-27T20:16:31Z,390000,False,,,0,,J. Winslow REBOUND (Off:1 Def:1),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,38.0,2.0,1.0,1.0,,,,,,,,,
40,PT07M19.00S,2022-11-27T20:16:33.7Z,1,REGULAR,foul,personal,['2freethrow'],202681,,,1610612757,10,9,2022-11-27T20:17:00Z,400000,False,,,0,,K. Irving shooting personal FOUL (1 PF) (Simons 2 FT),"[202681, 1629014]",1610612751.0,BKN,shooting,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,203054.0,1.0,0.0,Simons,1629014.0,,,,,,,,,,,,,,,
42,PT07M19.00S,2022-11-27T20:17:01.1Z,1,REGULAR,freethrow,1 of 2,[],1629014,,,1610612757,10,10,2022-11-27T20:17:01Z,420000,False,,,0,,A. Simons Free Throw 1 of 2 (4 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,Made,,,,,4.0,,,,,,,,
43,PT07M19.00S,2022-11-27T20:17:15.3Z,1,REGULAR,freethrow,2 of 2,[],1629014,,,1610612757,10,11,2022-11-27T20:17:15Z,430000,False,,,0,,A. Simons Free Throw 2 of 2 (5 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,Made,,,,,5.0,,,,,,,,
44,PT07M03.00S,2022-11-27T20:17:34.7Z,1,REGULAR,3pt,Jump Shot,[],1626220,80.3712220762155,92.40196078431373,1610612751,10,11,2022-11-27T20:17:41Z,440000,False,212.0,132.0,1,right,MISS R. O'Neale 24' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,,,,24.97,Missed,,,,,,,,,,,,,
45,PT06M58.00S,2022-11-27T20:17:39.7Z,1,REGULAR,rebound,offensive,[],1627732,,,1610612751,10,11,2022-11-27T20:17:41Z,450000,False,,,0,,B. Simmons REBOUND (Off:1 Def:2),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Right Center,,,,,,,,44.0,3.0,2.0,1.0,,,,,,,,,
46,PT06M58.00S,2022-11-27T20:17:39.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627732,94.40999984741211,50.0,1610612751,10,11,2022-11-27T20:18:04Z,460000,False,0.0,0.0,1,right,MISS B. Simmons tip Layup,[1627732],1610612751.0,BKN,tip,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,,,,0.0,Missed,,,,,,,,,,,,,
47,PT06M58.00S,2022-11-27T20:17:39.7Z,1,REGULAR,rebound,defensive,[],1626159,,,1610612757,10,11,2022-11-27T20:18:04Z,470000,False,,,0,,J. Winslow REBOUND (Off:1 Def:2),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Restricted Area,0-8 Center,,,,,,,,46.0,3.0,2.0,1.0,,,,,,,,,
48,PT06M54.00S,2022-11-27T20:17:44.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628404,5.469776609724048,46.81372549019608,1610612757,10,13,2022-11-27T20:20:52Z,480000,False,16.0,-1.0,1,left,J. Hart running reverse Layup (2 PTS) (J. Grant 1 AST),"[1628404, 203924]",1610612757.0,POR,running reverse,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,1.59,Made,,,,,2.0,J. Grant,203924.0,1.0,,,,,
50,PT06M53.00S,2022-11-27T20:17:51.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,10,13,2022-11-27T20:17:51Z,500000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M53.00S,2022-11-27T20:17:52.5Z,1,REGULAR,substitution,out,[],202681,,,1610612751,10,13,2022-11-27T20:20:35Z,510000,False,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M53.00S,2022-11-27T20:17:52.5Z,1,REGULAR,substitution,out,[],1627732,,,1610612751,10,13,2022-11-27T20:20:35Z,520000,False,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M53.00S,2022-11-27T20:17:52.5Z,1,REGULAR,substitution,out,[],203924,,,1610612751,10,13,2022-11-27T20:20:35Z,530000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M53.00S,2022-11-27T20:17:52.5Z,1,REGULAR,substitution,in,[],1628410,,,1610612751,10,13,2022-11-27T20:20:35Z,540000,False,,,0,,SUB in: E. Sumner,[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M53.00S,2022-11-27T20:17:52.5Z,1,REGULAR,substitution,in,[],203552,,,1610612751,10,13,2022-11-27T20:20:35Z,550000,False,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M53.00S,2022-11-27T20:17:52.5Z,1,REGULAR,substitution,in,[],1630570,,,1610612751,10,13,2022-11-27T20:20:35Z,560000,False,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M36.00S,2022-11-27T20:21:04.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,89.96386333771353,57.59803921568627,1610612751,12,13,2022-11-27T20:21:47Z,570000,False,38.0,42.0,1,right,K. Durant driving floating Jump Shot (4 PTS),[201142],1610612751.0,BKN,driving floating,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.65,Made,,,,,4.0,,,,,,,,
58,PT06M18.00S,2022-11-27T20:21:22.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,5.601182654402102,46.81372549019608,1610612757,12,15,2022-11-27T20:22:04Z,580000,False,16.0,0.0,1,left,T. Watford reverse Layup (2 PTS) (J. Nurkic 2 AST),"[1630570, 203994]",1610612757.0,POR,reverse,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,,,1.59,Made,,,,,2.0,J. Nurkic,203994.0,2.0,,,,,
60,PT05M57.00S,2022-11-27T20:21:42.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,85.10183968462549,44.36274509803921,1610612751,12,15,2022-11-27T20:22:26Z,600000,False,-28.0,88.0,1,right,MISS N. Claxton 9' floating Shot - blocked,"[1629651, 203994]",1610612751.0,BKN,floating,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,9.19,Missed,,,,,,,,,Nurkic,203994.0,,,
61,PT05M57.00S,2022-11-27T20:21:42.9Z,1,REGULAR,block,,[],203994,,,1610612751,12,15,2022-11-27T20:21:45Z,610000,False,,,0,,J. Nurkic BLOCK (1 BLK),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
62,PT05M53.00S,2022-11-27T20:21:46.9Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612757,12,15,2022-11-27T20:21:48Z,620000,False,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,60.0,1.0,1.0,0.0,,,,,,,,,
63,PT05M50.00S,2022-11-27T20:21:50.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629014,6.783837056504599,3.6764705882352944,1610612757,12,15,2022-11-27T20:24:23Z,630000,False,232.0,11.0,1,left,MISS A. Simons running 3PT,[1629014],1610612757.0,POR,running,,,Simons,A. Simons,,,,,Right Corner 3,24+ Right,,,,,,23.19,Missed,,,,,,,,,,,,,
64,PT05M47.00S,2022-11-27T20:21:53.5Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,12,15,2022-11-27T20:21:55Z,640000,False,,,0,,N. Claxton REBOUND (Off:1 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Right Corner 3,24+ Right,,,,,,,,63.0,3.0,2.0,1.0,,,,,,,,,
65,PT05M40.00S,2022-11-27T20:21:59.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203552,74.72076215505913,85.29411764705883,1610612751,15,15,2022-11-27T20:24:45Z,650000,False,176.0,185.0,1,right,S. Curry 25' 3PT running (3 PTS) (R. O'Neale 1 AST),"[203552, 1626220]",1610612751.0,BKN,running,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,25.58,Made,,,,,3.0,R. O'Neale,1626220.0,1.0,,,,,
67,PT05M26.00S,2022-11-27T20:22:14.1Z,1,REGULAR,3pt,Jump Shot,[],1629014,32.670827858081466,50.98039215686274,1610612757,15,18,2022-11-27T20:22:18Z,670000,False,-5.0,255.0,1,left,A. Simons 25' 3PT  (8 PTS) (J. Winslow 1 AST),"[1629014, 1626159]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,,,,25.46,Made,,,,,8.0,J. Winslow,1626159.0,1.0,,,,,
69,PT05M07.00S,2022-11-27T20:22:35.3Z,1,REGULAR,2pt,Jump Shot,[],201142,92.46057818659659,30.88235294117647,1610612751,17,18,2022-11-27T20:22:56Z,690000,False,-96.0,18.0,1,right,K. Durant 9' turnaround fadeaway Jump Shot (6 PTS),[201142],1610612751.0,BKN,turnaround fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,,,,,,9.74,Made,,,,,6.0,,,,,,,,
70,PT05M07.00S,2022-11-27T20:22:39.1Z,1,REGULAR,foul,personal,['1freethrow'],1628404,,,1610612751,17,18,2022-11-27T20:23:13Z,700000,False,,,0,,J. Hart shooting personal FOUL (1 PF) (Durant 1 FT),"[1628404, 201142]",1610612757.0,POR,shooting,,,Hart,J. Hart,,,,,Mid-Range,8-16 Left,204059.0,1.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,
72,PT05M07.00S,2022-11-27T20:23:12.1Z,1,REGULAR,freethrow,1 of 1,[],201142,,,1610612751,18,18,2022-11-27T20:23:12Z,720000,False,,,0,,K. Durant Free Throw 1 of 1 (7 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,Made,,,,,7.0,,,,,,,,
73,PT04M50.00S,2022-11-27T20:23:33.4Z,1,REGULAR,foul,offensive,[],203994,,,1610612757,18,18,2022-11-27T20:23:53Z,730000,False,,,0,,J. Nurkic offensive FOUL (1 PF),"[203994, 1626220]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Right,204059.0,1.0,0.0,O'Neale,1626220.0,,,,,,,,,,,,,,,
75,PT04M50.00S,2022-11-27T20:23:33.4Z,1,REGULAR,turnover,offensive foul,[],203994,,,1610612757,18,18,2022-11-27T20:23:33Z,750000,False,,,0,,J. Nurkic offensive foul TURNOVER (1 TO),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Right,204059.0,,,,,,,,,,,,,,,,,1.0,,
76,PT04M50.00S,2022-11-27T20:23:45.9Z,1,REGULAR,substitution,out,[],1626159,,,1610612751,18,18,2022-11-27T20:23:49Z,760000,False,,,0,,SUB out: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M50.00S,2022-11-27T20:23:45.9Z,1,REGULAR,substitution,in,[],1631101,,,1610612751,18,18,2022-11-27T20:23:49Z,770000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M33.00S,2022-11-27T20:24:10.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,87.59855453350855,54.90196078431373,1610612751,20,18,2022-11-27T20:26:25Z,780000,False,25.0,64.0,1,right,K. Durant 6' pullup Jump Shot (9 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.86,Made,,,,,9.0,,,,,,,,
79,PT04M18.00S,2022-11-27T20:24:24.9Z,1,REGULAR,2pt,Jump Shot,[],1629014,24.655059132720105,69.11764705882352,1610612757,20,18,2022-11-27T20:24:32Z,790000,False,-96.0,179.0,1,left,MISS A. Simons 20' pullup Shot,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Mid-Range,16-24 Left Center,,,,,,20.32,Missed,,,,,,,,,,,,,
80,PT04M18.00S,2022-11-27T20:24:24.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,20,18,2022-11-27T20:24:32Z,800000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,79.0,,,,,,,,,,,,
81,PT04M18.00S,2022-11-27T20:24:33.1Z,1,REGULAR,foul,personal,[],201142,,,1610612757,20,18,2022-11-27T20:24:48Z,810000,False,,,0,,K. Durant loose ball personal FOUL (1 PF),"[201142, 203994]",1610612751.0,BKN,loose ball,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,2715.0,1.0,0.0,Nurkic,203994.0,,,,,,,,,,,,,,,
83,PT04M13.00S,2022-11-27T20:24:53.8Z,1,REGULAR,turnover,out-of-bounds,[],203994,,,1610612757,20,18,2022-11-27T20:25:02Z,830000,False,,,0,,J. Nurkic bad pass out-of-bounds TURNOVER (2 TO),[203994],1610612757.0,POR,bad pass,,,Nurkic,J. Nurkic,,,,,Mid-Range,16-24 Left Center,203054.0,,,,,,,,,,,,,,,,,2.0,,
84,PT03M57.00S,2022-11-27T20:25:16.6Z,1,REGULAR,foul,personal,['2freethrow'],203994,,,1610612751,20,18,2022-11-27T20:25:27Z,840000,False,,,0,,J. Nurkic shooting personal FOUL (2 PF) (Claxton 2 FT),"[203994, 1629651]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,2715.0,2.0,0.0,Claxton,1629651.0,,,,,,,,,,,,,,,
86,PT03M57.00S,2022-11-27T20:25:47.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629651,,,1610612751,20,18,2022-11-27T20:25:47Z,860000,False,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
