actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
16,PT11M16.00S,2022-12-24T00:43:00.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,6.389618922470433,50.73529411764706,1610612751,2,2,2022-12-24T00:43:07Z,160000,False,-4.0,8.0,1,left,N. Claxton cutting DUNK (2 PTS) (B. Simmons 1 AST),"[1629651, 1627732]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,0.85,Made,,,,,,,,2.0,,,,,,B. Simmons,1627732.0,1.0,,
18,PT10M57.00S,2022-12-24T00:43:18.2Z,1,REGULAR,3pt,Jump Shot,[],201950,90.88370565045992,94.85294117647058,1610612749,2,2,2022-12-24T00:43:24Z,180000,False,224.0,33.0,1,right,MISS J. Holiday 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,22.67,Missed,,,,,,,,,,,,,,,,,,
19,PT10M53.00S,2022-12-24T00:43:22.2Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,2,2,2022-12-24T00:43:24Z,190000,False,,,0,,N. Claxton REBOUND (Off:0 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Right Corner 3,24+ Right,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,,,
20,PT10M47.00S,2022-12-24T00:43:28.9Z,1,REGULAR,2pt,Jump Shot,[],202681,21.895532194480946,68.62745098039215,1610612751,2,2,2022-12-24T00:43:33Z,200000,False,-93.0,153.0,1,left,MISS K. Irving 17' Jump Shot,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Mid-Range,16-24 Left Center,17.94,Missed,,,,,,,,,,,,,,,,,,
21,PT10M44.00S,2022-12-24T00:43:31.9Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,2,2,2022-12-24T00:43:33Z,210000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Mid-Range,16-24 Left Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M36.00S,2022-12-24T00:43:40.1Z,1,REGULAR,3pt,Jump Shot,[],201572,94.95729303547962,95.34313725490196,1610612749,2,2,2022-12-24T00:43:44Z,220000,False,227.0,-5.0,1,right,MISS B. Lopez 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Right Corner 3,24+ Right,22.68,Missed,,,,,,,,,,,,,,,,,,
23,PT10M32.00S,2022-12-24T00:43:44.1Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,2,2,2022-12-24T00:43:44Z,230000,False,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Right Corner 3,24+ Right,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT10M25.00S,2022-12-24T00:43:50.7Z,1,REGULAR,3pt,Jump Shot,[],1626220,31.61957950065703,34.068627450980394,1610612751,5,2,2022-12-24T00:43:55Z,240000,False,80.0,245.0,1,left,R. O'Neale 25' 3PT  (3 PTS) (K. Durant 1 AST),"[1626220, 201142]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,25.74,Made,,,,,,,,3.0,,,,,,K. Durant,201142.0,1.0,,
26,PT10M16.00S,2022-12-24T00:44:00.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,94.30026281208936,50.49019607843137,1610612749,5,4,2022-12-24T00:44:11Z,260000,False,2.0,1.0,1,right,G. Antetokounmpo running alley-oop DUNK (4 PTS) (J. Holiday 1 AST),"[203507, 201950]",1610612749.0,MIL,running alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.27,Made,,,,,,,,4.0,,,,,,J. Holiday,201950.0,1.0,,
28,PT10M01.00S,2022-12-24T00:44:14.0Z,1,REGULAR,2pt,Jump Shot,[],201142,25.04927726675427,28.921568627450984,1610612751,5,4,2022-12-24T00:44:18Z,280000,False,105.0,183.0,1,left,MISS K. Durant 21' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,21.12,Missed,,,,,,,,,,,,,,,,,,
29,PT09M58.00S,2022-12-24T00:44:17.0Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,5,4,2022-12-24T00:44:18Z,290000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Right Center,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT09M47.00S,2022-12-24T00:44:29.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201572,94.1688567674113,53.92156862745098,1610612749,5,6,2022-12-24T00:44:35Z,300000,False,20.0,2.0,1,right,B. Lopez cutting Layup (2 PTS) (J. Holiday 2 AST),"[201572, 201950]",1610612749.0,MIL,cutting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,1.97,Made,,,,,,,,2.0,,,,,,J. Holiday,201950.0,2.0,,
32,PT09M30.00S,2022-12-24T00:44:45.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627732,10.988830486202366,39.705882352941174,1610612751,7,6,2022-12-24T01:43:07Z,320000,False,51.0,51.0,1,left,B. Simmons 7' bank Jump Shot (2 PTS) (N. Claxton 1 AST),"[1627732, 1629651]",1610612751.0,BKN,bank,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,7.23,Made,,,,,,,,2.0,,,,,,N. Claxton,1629651.0,1.0,,
34,PT09M17.00S,2022-12-24T00:44:59.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,94.1688567674113,49.26470588235294,1610612749,7,8,2022-12-24T00:45:02Z,340000,False,-4.0,2.0,1,right,G. Antetokounmpo driving DUNK (6 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.44,Made,,,,,,,,6.0,,,,,,,,,,
35,PT08M59.00S,2022-12-24T00:45:16.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,14.536793692509855,64.95098039215686,1610612751,7,8,2022-12-24T00:45:20Z,350000,False,-75.0,84.0,1,left,MISS K. Durant 11' driving floating Shot,[201142],1610612751.0,BKN,driving floating,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Left,11.26,Missed,,,,,,,,,,,,,,,,,,
36,PT08M57.00S,2022-12-24T00:45:18.1Z,1,REGULAR,rebound,defensive,[],1628975,,,1610612749,7,8,2022-12-24T00:45:20Z,360000,False,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,In The Paint (Non-RA),8-16 Left,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT08M35.00S,2022-12-24T00:45:41.4Z,1,REGULAR,2pt,Jump Shot,[],201950,90.88370565045992,32.1078431372549,1610612749,7,8,2022-12-24T00:45:47Z,370000,False,-89.0,33.0,1,right,MISS J. Holiday 9' driving floating Shot,[201950],1610612749.0,MIL,driving floating,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,9.55,Missed,,,,,,,,,,,,,,,,,,
38,PT08M32.00S,2022-12-24T00:45:44.4Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,7,8,2022-12-24T00:45:47Z,380000,False,,,0,,N. Claxton REBOUND (Off:0 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,,,37.0,3.0,3.0,0.0,,,,,,,,,,,,,,
39,PT08M26.00S,2022-12-24T00:45:50.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627732,15.456636005256241,36.029411764705884,1610612751,7,8,2022-12-24T00:46:28Z,390000,False,70.0,93.0,1,left,MISS B. Simmons 11' floating Shot,[1627732],1610612751.0,BKN,floating,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),8-16 Right,11.62,Missed,,,,,,,,,,,,,,,,,,
40,PT08M22.00S,2022-12-24T00:45:54.0Z,1,REGULAR,rebound,defensive,[],1628975,,,1610612749,7,8,2022-12-24T00:45:54Z,400000,False,,,0,,J. Carter REBOUND (Off:0 Def:2),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,In The Paint (Non-RA),8-16 Right,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,,,
41,PT08M17.00S,2022-12-24T00:45:58.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201950,73.14388961892247,79.65686274509804,1610612749,7,8,2022-12-24T00:47:31Z,410000,False,148.0,200.0,1,right,MISS J. Holiday 24' step back 3PT,[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,24.89,Missed,,,,,,,,,,,,,,,,,,
42,PT08M15.00S,2022-12-24T00:46:00.5Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,7,8,2022-12-24T00:46:04Z,420000,False,,,0,,K. Irving REBOUND (Off:0 Def:2),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,41.0,2.0,2.0,0.0,,,,,,,,,,,,,,
43,PT07M54.00S,2022-12-24T00:46:21.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626220,9.806176084099869,58.333333333333336,1610612751,9,8,2022-12-24T00:47:59Z,430000,False,-42.0,40.0,1,left,R. O'Neale driving floating bank Jump Shot (5 PTS),[1626220],1610612751.0,BKN,driving floating bank,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,5.76,Made,,,,,,,,5.0,,,,,,,,,,
45,PT07M32.00S,2022-12-24T00:46:59.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201572,93.24901445466492,49.26470588235294,1610612749,9,10,2022-12-24T00:47:04Z,450000,False,-4.0,11.0,1,right,B. Lopez cutting DUNK (4 PTS) (G. Antetokounmpo 1 AST),"[201572, 203507]",1610612749.0,MIL,cutting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,1.16,Made,,,,,,,,4.0,,,,,,G. Antetokounmpo,203507.0,1.0,,
47,PT07M31.00S,2022-12-24T00:47:02.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,9,10,2022-12-24T00:47:02Z,470000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M31.00S,2022-12-24T00:47:03.6Z,1,REGULAR,substitution,out,[],1628960,,,1610612751,9,10,2022-12-24T00:49:30Z,480000,False,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M31.00S,2022-12-24T00:47:03.6Z,1,REGULAR,substitution,in,[],204060,,,1610612751,9,10,2022-12-24T00:49:30Z,490000,False,,,0,,SUB in: J. Ingles,[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M20.00S,2022-12-24T00:50:07.2Z,1,REGULAR,2pt,Jump Shot,[],201142,18.347568988173457,32.59803921568628,1610612751,9,10,2022-12-24T00:50:12Z,500000,False,87.0,120.0,1,left,MISS K. Durant 14' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,14.82,Missed,,,,,,,,,,,,,,,,,,
51,PT07M18.00S,2022-12-24T00:50:09.2Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,9,10,2022-12-24T00:50:12Z,510000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Right,,,50.0,2.0,2.0,0.0,,,,,,,,,,,,,,
52,PT07M07.00S,2022-12-24T00:50:24.4Z,1,REGULAR,turnover,palming,[],1628975,,,1610612749,9,10,2022-12-24T00:50:38Z,520000,False,,,0,,J. Carter palming TURNOVER (1 TO),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,Mid-Range,16-24 Center,,,,,,,1.0,,,,1627529.0,,,,,,,,,
53,PT07M07.00S,2022-12-24T00:50:30.1Z,1,REGULAR,substitution,out,[],1628975,,,1610612751,9,10,2022-12-24T00:50:33Z,530000,False,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M07.00S,2022-12-24T00:50:30.1Z,1,REGULAR,substitution,in,[],1628960,,,1610612751,9,10,2022-12-24T00:50:33Z,540000,False,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M56.00S,2022-12-24T00:50:45.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201142,31.225361366622867,65.44117647058823,1610612751,12,10,2022-12-24T00:50:50Z,550000,False,-77.0,241.0,1,left,K. Durant 25' 3PT  (3 PTS) (B. Simmons 2 AST),"[201142, 1627732]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,25.31,Made,,,,,,,,3.0,,,,,,B. Simmons,1627732.0,2.0,,
57,PT06M33.00S,2022-12-24T00:51:07.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,91.67214191852825,52.20588235294118,1610612749,12,10,2022-12-24T00:51:12Z,570000,False,11.0,26.0,1,right,MISS J. Holiday driving floating Shot,[201950],1610612749.0,MIL,driving floating,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,,,,
58,PT06M31.00S,2022-12-24T00:51:10.2Z,1,REGULAR,rebound,offensive,[],201572,,,1610612749,12,10,2022-12-24T00:51:10Z,580000,False,,,0,,B. Lopez REBOUND (Off:1 Def:0),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,57.0,1.0,0.0,1.0,,,,,,,,,,,,,,
59,PT06M31.00S,2022-12-24T00:51:10.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201572,94.40999984741211,50.0,1610612749,12,10,2022-12-24T00:51:10Z,590000,False,0.0,0.0,1,right,MISS B. Lopez tip Layup,[201572],1610612749.0,MIL,tip,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
60,PT06M30.00S,2022-12-24T00:51:10.8Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612751,12,10,2022-12-24T00:51:10Z,600000,False,,,0,,B. Simmons REBOUND (Off:0 Def:1),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,8-16 Left,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,,
61,PT06M28.00S,2022-12-24T00:51:13.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202681,25.18068331143233,83.33333333333334,1610612751,15,10,2022-12-24T00:51:18Z,610000,False,-167.0,184.0,1,left,K. Irving 24' 3PT running (3 PTS) (B. Simmons 3 AST),"[202681, 1627732]",1610612751.0,BKN,running,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,24.84,Made,,,,,,,,3.0,,,,,,B. Simmons,1627732.0,3.0,,
63,PT06M15.00S,2022-12-24T00:51:32.0Z,1,REGULAR,foul,personal,[],1627732,,,1610612749,15,10,2022-12-24T00:52:09Z,630000,False,,,0,,B. Simmons personal FOUL (1 PF),"[1627732, 203507]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1627529.0,1.0,0.0,Antetokounmpo,203507.0,,,,,
65,PT06M15.00S,2022-12-24T00:51:38.7Z,1,REGULAR,substitution,out,[],201572,,,1610612749,15,10,2022-12-24T00:51:42Z,650000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M15.00S,2022-12-24T00:51:38.7Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,15,10,2022-12-24T00:51:42Z,660000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M02.00S,2022-12-24T00:52:01.4Z,1,REGULAR,3pt,Jump Shot,[],204060,71.17279894875165,77.69607843137256,1610612749,15,10,2022-12-24T00:52:11Z,670000,False,138.0,218.0,1,right,MISS J. Ingles 25' 3PT,[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Right Center,25.87,Missed,,,,,,,,,,,,,,,,,,
68,PT05M56.00S,2022-12-24T00:52:06.7Z,1,REGULAR,rebound,offensive,[],1628960,,,1610612749,15,10,2022-12-24T00:52:06Z,680000,False,,,0,,G. Allen REBOUND (Off:1 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,,,67.0,2.0,1.0,1.0,,,,,,,,,,,,,,
69,PT05M56.00S,2022-12-24T00:52:07.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628960,81.02825229960578,5.637254901960785,1610612749,15,13,2022-12-24T00:52:13Z,690000,False,-222.0,126.0,1,right,G. Allen 25' 3PT pullup (3 PTS),[1628960],1610612749.0,MIL,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,25.5,Made,,,,,,,,3.0,,,,,,,,,,
70,PT05M43.00S,2022-12-24T00:52:19.0Z,1,REGULAR,3pt,Jump Shot,[],1626220,32.53942181340342,53.18627450980392,1610612751,18,13,2022-12-24T00:52:23Z,700000,False,-16.0,253.0,1,left,R. O'Neale 25' 3PT  (8 PTS) (K. Durant 2 AST),"[1626220, 201142]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,25.39,Made,,,,,,,,8.0,,,,,,K. Durant,201142.0,2.0,,
72,PT05M24.00S,2022-12-24T00:52:38.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.59198423127464,55.88235294117647,1610612749,18,15,2022-12-24T00:52:43Z,720000,False,29.0,17.0,1,right,G. Antetokounmpo driving finger roll Layup (8 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.4,Made,,,,,,,,8.0,,,,,,,,,,
73,PT05M03.00S,2022-12-24T00:53:00.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,6.1268068331143235,47.794117647058826,1610612751,20,15,2022-12-24T00:53:04Z,730000,False,11.0,5.0,1,left,N. Claxton alley-oop DUNK (4 PTS) (K. Irving 1 AST),"[1629651, 202681]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.21,Made,,,,,,,,4.0,,,,,,K. Irving,202681.0,1.0,,
75,PT04M35.00S,2022-12-24T00:53:28.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,80.50262812089356,41.42156862745098,1610612749,20,15,2022-12-24T00:53:36Z,750000,False,-43.0,131.0,1,right,MISS G. Antetokounmpo 13' floating Shot,[203507],1610612749.0,MIL,floating,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,13.77,Missed,,,,,,,,,,,,,,,,,,
76,PT04M34.00S,2022-12-24T00:53:29.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,20,15,2022-12-24T00:53:36Z,760000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,75.0,,,,,,,,,,,,,,,,,
77,PT04M34.00S,2022-12-24T00:53:33.9Z,1,REGULAR,foul,personal,[],203507,,,1610612751,20,15,2022-12-24T00:54:03Z,770000,False,,,0,,G. Antetokounmpo loose ball personal FOUL (1 PF),"[203507, 201142]",1610612749.0,MIL,loose ball,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201245.0,1.0,0.0,Durant,201142.0,,,,,
79,PT04M34.00S,2022-12-24T00:53:40.2Z,1,REGULAR,substitution,out,[],1627732,,,1610612751,20,15,2022-12-24T00:53:56Z,790000,False,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M34.00S,2022-12-24T00:53:40.2Z,1,REGULAR,substitution,out,[],203507,,,1610612751,20,15,2022-12-24T00:53:56Z,800000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M34.00S,2022-12-24T00:53:40.2Z,1,REGULAR,substitution,in,[],203552,,,1610612751,20,15,2022-12-24T00:53:56Z,810000,False,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M34.00S,2022-12-24T00:53:40.2Z,1,REGULAR,substitution,in,[],201572,,,1610612751,20,15,2022-12-24T00:53:56Z,820000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M23.00S,2022-12-24T00:54:13.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,14.4053876478318,37.00980392156863,1610612751,20,15,2022-12-24T00:54:17Z,830000,False,65.0,83.0,1,left,MISS K. Irving 10' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Right,10.53,Missed,,,,,,,,,,,,,,,,,,
84,PT04M18.00S,2022-12-24T00:54:18.6Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,20,15,2022-12-24T00:54:17Z,840000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Right,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,,,
