actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
16,PT10M33.00S,2023-02-16T00:43:19.3Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,4,2,2023-02-16T00:43:20Z,160000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M26.00S,2023-02-16T00:43:26.9Z,1,REGULAR,3pt,Jump Shot,[],1629661,71.69842312746385,22.794117647058822,1610612751,7,2,2023-02-16T00:43:31Z,170000,False,-136.0,214.0,1,right,C. Johnson 25' 3PT  (3 PTS) (M. Bridges 1 AST),"[1629661, 1628969]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,25.31,Made,,,,,3.0,,,,,,M. Bridges,1628969.0,1.0,,,,,
19,PT10M12.00S,2023-02-16T00:43:40.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,16.376478318002626,34.55882352941176,1610612748,7,4,2023-02-16T00:43:44Z,190000,False,77.0,101.0,1,left,B. Adebayo 12' turnaround Jump Shot (2 PTS),[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Right,12.74,Made,,,,,2.0,,,,,,,,,,,,,
20,PT09M48.00S,2023-02-16T00:44:05.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,92.85479632063075,43.38235294117647,1610612751,7,4,2023-02-16T00:44:08Z,200000,False,-33.0,15.0,1,right,MISS N. Claxton Hook,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,3.62,Missed,,,,,,,,,,,,,,,,,,
21,PT09M45.00S,2023-02-16T00:44:08.0Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,7,4,2023-02-16T00:44:08Z,210000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT09M41.00S,2023-02-16T00:44:11.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628997,5.601182654402102,55.14705882352941,1610612748,7,4,2023-02-16T00:44:15Z,220000,False,-26.0,0.0,1,left,MISS C. Martin running Layup - blocked,"[1628997, 1628969]",1610612748.0,MIA,running,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,2.57,Missed,,,,,,,,,,,,,,Bridges,1628969.0,,,
23,PT09M41.00S,2023-02-16T00:44:11.0Z,1,REGULAR,block,,[],1628969,,,1610612748,7,4,2023-02-16T00:44:13Z,230000,False,,,0,,M. Bridges BLOCK (1 BLK),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT09M39.00S,2023-02-16T00:44:13.0Z,1,REGULAR,rebound,offensive,[],1629216,,,1610612748,7,4,2023-02-16T00:44:15Z,240000,False,,,0,,G. Vincent REBOUND (Off:1 Def:0),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,,,
25,PT09M32.00S,2023-02-16T00:44:20.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628389,16.376478318002626,36.27450980392157,1610612748,7,4,2023-02-16T00:44:26Z,250000,False,69.0,101.0,1,left,MISS B. Adebayo 12' turnaround fadeaway Shot,[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Right,12.24,Missed,,,,,,,,,,,,,,,,,,
26,PT09M29.00S,2023-02-16T00:44:23.3Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,7,4,2023-02-16T00:44:26Z,260000,False,,,0,,N. Claxton REBOUND (Off:0 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Right,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,,,
27,PT09M18.00S,2023-02-16T00:44:35.1Z,1,REGULAR,3pt,Jump Shot,[],1628969,80.1084099868594,91.42156862745098,1610612751,7,4,2023-02-16T00:44:39Z,270000,False,207.0,134.0,1,right,MISS M. Bridges 24' 3PT,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,24.69,Missed,,,,,,,,,,,,,,,,,,
28,PT09M15.00S,2023-02-16T00:44:38.1Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,7,4,2023-02-16T00:44:39Z,280000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M03.00S,2023-02-16T00:44:49.7Z,1,REGULAR,2pt,Jump Shot,[],202710,8.09789750328515,28.676470588235293,1610612748,7,4,2023-02-16T00:47:06Z,290000,False,107.0,24.0,1,left,MISS J. Butler 10' Jump Shot,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,10.92,Missed,,,,,,,,,,,,,,,,,,
30,PT09M00.00S,2023-02-16T00:44:52.7Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,7,4,2023-02-16T00:44:54Z,300000,False,,,0,,N. Claxton REBOUND (Off:0 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Right,,,29.0,3.0,3.0,0.0,,,,,,,,,,,,,,
31,PT08M52.00S,2023-02-16T00:45:01.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,93.77463863337714,53.67647058823529,1610612751,9,4,2023-02-16T00:45:05Z,310000,False,18.0,6.0,1,right,C. Johnson driving Layup (5 PTS) (S. Dinwiddie 1 AST),"[1629661, 203915]",1610612751.0,BKN,driving,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,1.94,Made,,,,,5.0,,,,,,S. Dinwiddie,203915.0,1.0,,,,,
33,PT08M37.00S,2023-02-16T00:45:15.5Z,1,REGULAR,3pt,Jump Shot,[],1629622,32.40801576872536,50.98039215686274,1610612748,9,4,2023-02-16T00:45:21Z,330000,False,-5.0,252.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,25.21,Missed,,,,,,,,,,,,,,,,,,
34,PT08M33.00S,2023-02-16T00:45:19.5Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,9,4,2023-02-16T00:45:21Z,340000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,33.0,2.0,1.0,1.0,,,,,,,,,,,,,,
35,PT08M25.00S,2023-02-16T00:45:27.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628997,4.155716162943495,96.81372549019608,1610612748,9,4,2023-02-16T00:45:31Z,350000,False,-234.0,-13.0,1,left,MISS C. Martin 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,23.45,Missed,,,,,,,,,,,,,,,,,,
36,PT08M22.00S,2023-02-16T00:45:30.4Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,9,4,2023-02-16T00:45:31Z,360000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT08M11.00S,2023-02-16T00:45:41.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,93.51182654402102,53.431372549019606,1610612751,9,4,2023-02-16T00:45:46Z,370000,False,17.0,8.0,1,right,MISS D. Finney-Smith driving Layup - blocked,"[1627827, 1628389]",1610612751.0,BKN,driving,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,1.92,Missed,,,,,,,,,,,,,,Adebayo,1628389.0,,,
38,PT08M11.00S,2023-02-16T00:45:41.4Z,1,REGULAR,block,,[],1628389,,,1610612751,9,4,2023-02-16T00:45:44Z,380000,False,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
39,PT08M07.00S,2023-02-16T00:45:45.4Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,9,4,2023-02-16T00:45:46Z,390000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,37.0,3.0,2.0,1.0,,,,,,,,,,,,,,
40,PT08M06.00S,2023-02-16T00:45:47.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629622,7.178055190538765,48.28431372549019,1610612748,9,6,2023-02-16T00:45:52Z,400000,False,9.0,15.0,1,left,M. Strus running Layup (2 PTS) (B. Adebayo 1 AST),"[1629622, 1628389]",1610612748.0,MIA,running,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,2.0,,,,,,B. Adebayo,1628389.0,1.0,,,,,
42,PT08M01.00S,2023-02-16T00:45:53.0Z,1,REGULAR,3pt,Jump Shot,[],1627827,95.48291721419186,4.411764705882353,1610612751,9,6,2023-02-16T00:46:07Z,420000,False,-228.0,-10.0,1,right,MISS D. Finney-Smith 3PT - blocked,"[1627827, 1628997]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,22.81,Missed,,,,,,,,,,,,,,Martin,1628997.0,,,
43,PT08M01.00S,2023-02-16T00:45:53.0Z,1,REGULAR,block,,[],1628997,,,1610612751,9,6,2023-02-16T00:45:57Z,430000,False,,,0,,C. Martin BLOCK (1 BLK),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
44,PT08M00.00S,2023-02-16T00:45:54.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,9,6,2023-02-16T00:46:07Z,440000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Left Corner 3,24+ Left,,,42.0,,,,,,,,,,,,,,,,,
47,PT08M00.00S,2023-02-16T00:46:07.7Z,1,REGULAR,substitution,in,[],1627732,,,1610612751,9,6,2023-02-16T00:46:11Z,470000,False,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M00.00S,2023-02-16T00:46:07.7Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,9,6,2023-02-16T00:46:24Z,480000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M53.00S,2023-02-16T00:46:34.4Z,1,REGULAR,turnover,bad pass,[],1628969,,,1610612751,9,6,2023-02-16T00:46:37Z,490000,False,,,0,,M. Bridges bad pass TURNOVER (1 TO),"[1628969, 1629216]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Vincent,1629216.0
50,PT07M53.00S,2023-02-16T00:46:34.4Z,1,REGULAR,steal,,[],1629216,,,1610612748,9,6,2023-02-16T00:46:36Z,500000,False,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
51,PT07M49.00S,2023-02-16T00:46:38.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202710,5.469776609724048,51.470588235294116,1610612748,9,6,2023-02-16T00:46:45Z,510000,False,-7.0,-1.0,1,left,MISS J. Butler running Layup - blocked,"[202710, 1628969]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,0.75,Missed,,,,,,,,,,,,,,Bridges,1628969.0,,,
52,PT07M49.00S,2023-02-16T00:46:38.9Z,1,REGULAR,block,,[],1628969,,,1610612748,9,6,2023-02-16T00:46:41Z,520000,False,,,0,,M. Bridges BLOCK (2 BLK),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT07M49.00S,2023-02-16T00:46:38.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,9,6,2023-02-16T00:46:45Z,530000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,51.0,,,,,,,,,,,,,,,,,
55,PT07M42.00S,2023-02-16T00:47:09.4Z,1,REGULAR,turnover,out-of-bounds,[],1629622,,,1610612748,9,6,2023-02-16T00:47:14Z,550000,False,,,0,,M. Strus bad pass out-of-bounds TURNOVER (1 TO),[1629622],1610612748.0,MIA,bad pass,,,Strus,M. Strus,,,,,Mid-Range,16-24 Center,,,,,,,,201245.0,,,,,,,,,,1.0,,
56,PT07M32.00S,2023-02-16T00:47:23.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627732,93.64323258869908,47.30392156862745,1610612751,11,6,2023-02-16T00:47:31Z,560000,False,-13.0,7.0,1,right,B. Simmons reverse Layup (2 PTS) (M. Bridges 2 AST),"[1627732, 1628969]",1610612751.0,BKN,reverse,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,1.53,Made,,,,,2.0,,,,,,M. Bridges,1628969.0,2.0,,,,,
58,PT07M08.00S,2023-02-16T00:47:46.5Z,1,REGULAR,3pt,Jump Shot,[],1629622,33.590670170827856,32.1078431372549,1610612748,11,9,2023-02-16T00:47:50Z,580000,False,89.0,263.0,1,left,M. Strus 27' 3PT  (5 PTS) (J. Butler 1 AST),"[1629622, 202710]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,27.81,Made,,,,,5.0,,,,,,J. Butler,202710.0,1.0,,,,,
60,PT06M52.00S,2023-02-16T00:48:03.0Z,1,REGULAR,3pt,Jump Shot,[],1628969,94.69448094612353,2.941176470588235,1610612751,14,9,2023-02-16T00:48:07Z,600000,False,-235.0,-3.0,1,right,M. Bridges 3PT  (5 PTS) (B. Simmons 1 AST),"[1628969, 1627732]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,23.53,Made,,,,,5.0,,,,,,B. Simmons,1627732.0,1.0,,,,,
62,PT06M32.00S,2023-02-16T00:48:25.4Z,1,REGULAR,foul,personal,[],1627732,,,1610612748,14,9,2023-02-16T00:48:36Z,620000,False,,,0,,B. Simmons personal FOUL (1 PF),"[1627732, 1629216]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Center,,,,,,,,1162.0,1.0,0.0,Vincent,1629216.0,,,,,,,,
64,PT06M32.00S,2023-02-16T00:48:39.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,14,9,2023-02-16T00:48:39Z,640000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M32.00S,2023-02-16T00:48:40.1Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,14,9,2023-02-16T00:51:28Z,650000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M32.00S,2023-02-16T00:48:40.1Z,1,REGULAR,substitution,in,[],1631115,,,1610612748,14,9,2023-02-16T00:51:28Z,660000,False,,,0,,SUB in: O. Robinson,[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M23.00S,2023-02-16T00:51:55.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202710,7.046649145860711,49.50980392156863,1610612748,14,11,2023-02-16T00:52:00Z,680000,False,2.0,14.0,1,left,J. Butler cutting DUNK (4 PTS) (M. Strus 1 AST),"[202710, 1629622]",1610612748.0,MIA,cutting,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,4.0,,,,,,M. Strus,1629622.0,1.0,,,,,
70,PT06M07.00S,2023-02-16T00:52:10.6Z,1,REGULAR,2pt,Jump Shot,[],1628969,77.4802890932983,54.65686274509803,1610612751,16,11,2023-02-16T00:52:14Z,700000,False,23.0,159.0,1,right,M. Bridges 16' pullup Jump Shot (7 PTS),[1628969],1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Center,16.09,Made,,,,,7.0,,,,,,,,,,,,,
71,PT05M58.00S,2023-02-16T00:52:20.2Z,1,REGULAR,3pt,Jump Shot,[],1629216,29.122864651773984,26.715686274509803,1610612748,16,14,2023-02-16T00:52:24Z,710000,False,116.0,221.0,1,left,G. Vincent 25' 3PT pullup (3 PTS),[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,25.0,Made,,,,,3.0,,,,,,,,,,,,,
72,PT05M42.00S,2023-02-16T00:52:35.8Z,1,REGULAR,2pt,Jump Shot,[],1628969,78.0059132720105,51.9607843137255,1610612751,18,14,2023-02-16T00:52:39Z,720000,False,10.0,154.0,1,right,M. Bridges 15' pullup Jump Shot (9 PTS) (C. Johnson 1 AST),"[1628969, 1629661]",1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Center,15.45,Made,,,,,9.0,,,,,,C. Johnson,1629661.0,1.0,,,,,
74,PT05M29.00S,2023-02-16T00:52:49.6Z,1,REGULAR,2pt,Jump Shot,[],1628997,20.71287779237845,77.45098039215686,1610612748,18,16,2023-02-16T00:52:53Z,740000,False,-137.0,142.0,1,left,C. Martin 19' Jump Shot (2 PTS) (M. Strus 2 AST),"[1628997, 1629622]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Left Center,19.77,Made,,,,,2.0,,,,,,M. Strus,1629622.0,2.0,,,,,
76,PT05M17.00S,2023-02-16T00:53:01.1Z,1,REGULAR,3pt,Jump Shot,[],1629661,68.28186596583443,37.5,1610612751,18,16,2023-02-16T00:53:06Z,760000,False,-62.0,246.0,1,right,MISS C. Johnson 25' 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,25.35,Missed,,,,,,,,,,,,,,,,,,
77,PT05M14.00S,2023-02-16T00:53:04.1Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,18,16,2023-02-16T00:53:06Z,770000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,,
78,PT04M54.00S,2023-02-16T00:53:23.9Z,1,REGULAR,2pt,Jump Shot,[],1629216,7.835085413929041,73.2843137254902,1610612748,18,16,2023-02-16T00:53:30Z,780000,False,-116.0,21.0,1,left,MISS G. Vincent 11' fadeaway Shot,[1629216],1610612748.0,MIA,fadeaway,,,Vincent,G. Vincent,,,,,Mid-Range,8-16 Left,11.83,Missed,,,,,,,,,,,,,,,,,,
79,PT04M50.00S,2023-02-16T00:53:27.9Z,1,REGULAR,rebound,offensive,[],1631115,,,1610612748,18,16,2023-02-16T00:53:30Z,790000,False,,,0,,O. Robinson REBOUND (Off:1 Def:0),[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,Mid-Range,8-16 Left,,,78.0,1.0,0.0,1.0,,,,,,,,,,,,,,
80,PT04M50.00S,2023-02-16T00:53:28.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631115,5.590000152587891,50.0,1610612748,18,16,2023-02-16T00:53:28Z,800000,False,0.0,0.0,1,left,MISS O. Robinson tip Layup,[1631115],1610612748.0,MIA,tip,,,Robinson,O. Robinson,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
81,PT04M49.00S,2023-02-16T00:53:28.9Z,1,REGULAR,rebound,defensive,[],203915,,,1610612751,18,16,2023-02-16T00:53:28Z,810000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Left,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,,
82,PT04M32.00S,2023-02-16T00:53:46.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627732,89.56964520367937,62.99019607843137,1610612751,18,16,2023-02-16T00:53:50Z,820000,False,65.0,46.0,1,right,MISS B. Simmons 7' turnaround Hook,[1627732],1610612751.0,BKN,turnaround,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,7.93,Missed,,,,,,,,,,,,,,,,,,
83,PT04M30.00S,2023-02-16T00:53:48.3Z,1,REGULAR,rebound,defensive,[],1631115,,,1610612748,18,16,2023-02-16T00:53:50Z,830000,False,,,0,,O. Robinson REBOUND (Off:1 Def:1),[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,82.0,2.0,1.0,1.0,,,,,,,,,,,,,,
84,PT04M25.00S,2023-02-16T00:53:56.4Z,1,REGULAR,foul,personal,['2freethrow'],1629661,,,1610612748,18,16,2023-02-16T00:54:09Z,840000,False,,,0,,C. Johnson shooting personal FOUL (1 PF) (Martin 2 FT),"[1629661, 1628997]",1610612751.0,BKN,shooting,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201245.0,1.0,0.0,Martin,1628997.0,,,,,,,,
