actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
522,PT11M44.00S,2022-10-22T01:25:37.5Z,4,REGULAR,steal,,[],1626220,,,1610612751,78,79,2022-10-22T01:25:39Z,5170000,,,0,,R. O'Neale STEAL (2 STL),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
523,PT11M27.00S,2022-10-22T01:25:55.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202693,31.750985545335087,36.51960784313725,1610612751,81,79,2022-10-22T01:26:03Z,5180000,67.0,246.0,1,left,M. Morris 25' 3PT  (3 PTS) (K. Irving 5 AST),"[202693, 202681]",1610612751.0,BKN,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Center,,,25.51,Made,3.0,K. Irving,202681.0,5.0,,,,,,,,,,,,
526,PT10M59.00S,2022-10-22T01:26:23.4Z,4,REGULAR,2pt,Jump Shot,[],1630173,91.93495400788436,25.98039215686275,1610612761,81,79,2022-10-22T01:43:25Z,5210000,-120.0,23.0,1,right,MISS P. Achiuwa 12' turnaround fadeaway Shot,[1630173],1610612761.0,TOR,turnaround fadeaway,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Left,,,12.23,Missed,,,,,,,,,,,,,,,,
527,PT10M55.00S,2022-10-22T01:26:27.4Z,4,REGULAR,rebound,defensive,[],1627732,,,1610612751,81,79,2022-10-22T01:43:25Z,5220000,,,0,,B. Simmons REBOUND (Off:0 Def:9),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,8-16 Left,,,,,,,,,,,526.0,9.0,9.0,0.0,,,,,,
528,PT10M50.00S,2022-10-22T01:26:31.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1626220,32.40801576872536,57.107843137254896,1610612751,81,79,2022-10-22T01:26:39Z,5230000,-36.0,252.0,1,left,MISS R. O'Neale 25' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,,,25.46,Missed,,,,,,,,,,,,,,,,
529,PT10M49.00S,2022-10-22T01:26:32.8Z,4,REGULAR,rebound,defensive,[],1627832,,,1610612761,81,79,2022-10-22T01:43:04Z,5240000,,,0,,F. VanVleet REBOUND (Off:1 Def:5),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,,,,,,,,,,,528.0,6.0,5.0,1.0,,,,,,
592,PT10M49.00S,2022-10-22T01:26:35.8Z,4,REGULAR,turnover,lost ball,[],1630173,,,1610612761,81,79,2022-10-22T01:42:41Z,5256250,,,0,,P. Achiuwa lost ball TURNOVER (3 TO),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,3.0,,,,,,,,,,,,,,,,,,
531,PT10M28.00S,2022-10-22T01:27:09.7Z,4,REGULAR,2pt,Hook,['fromturnover'],1627732,13.222733245729303,32.1078431372549,1610612751,81,79,2022-10-22T01:27:15Z,5260000,89.0,72.0,1,left,MISS B. Simmons 11' driving Hook,[1627732],1610612751.0,BKN,driving,,,Simmons,B. Simmons,,,,,Mid-Range,8-16 Right,,,11.47,Missed,,,,,,,,,,,,,,,,
532,PT10M26.00S,2022-10-22T01:27:11.7Z,4,REGULAR,rebound,offensive,[],1629651,,,1610612751,81,79,2022-10-22T01:27:15Z,5270000,,,0,,N. Claxton REBOUND (Off:5 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Right,,,,,,,,,,,531.0,8.0,3.0,5.0,,,,,,
533,PT10M26.00S,2022-10-22T01:27:13.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629651,5.590000152587891,50.0,1610612751,81,79,2022-10-22T01:27:13Z,5280000,0.0,0.0,1,left,MISS N. Claxton tip Layup,[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,,,0.0,Missed,,,,,,,,,,,,,,,,
534,PT10M26.00S,2022-10-22T01:27:13.5Z,4,REGULAR,rebound,offensive,[],1629651,,,1610612751,81,79,2022-10-22T01:27:13Z,5290000,,,0,,N. Claxton REBOUND (Off:6 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,,,,,,,,,,,533.0,9.0,3.0,6.0,,,,,,
535,PT10M26.00S,2022-10-22T01:27:16.0Z,4,REGULAR,foul,personal,['2freethrow'],1631132,,,1610612751,81,79,2022-10-22T01:27:27Z,5300000,,,0,,C. Koloko shooting personal FOUL (4 PF) (Claxton 2 FT),"[1631132, 1629651]",1610612761.0,TOR,shooting,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,1628484.0,,,,,,,,,,,,,,4.0,0.0,Claxton,1629651.0,,
537,PT10M26.00S,2022-10-22T01:27:42.4Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629651,,,1610612751,82,79,2022-10-22T01:27:42Z,5320000,,,0,,N. Claxton Free Throw 1 of 2 (14 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,,
538,PT10M26.00S,2022-10-22T01:27:43.4Z,4,REGULAR,substitution,out,[],1630625,,,1610612751,82,79,2022-10-22T01:27:49Z,5330000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT10M26.00S,2022-10-22T01:27:43.4Z,4,REGULAR,substitution,in,[],1630567,,,1610612751,82,79,2022-10-22T01:27:49Z,5340000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT10M26.00S,2022-10-22T01:28:00.7Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629651,,,1610612751,83,79,2022-10-22T01:28:00Z,5350000,,,0,,N. Claxton Free Throw 2 of 2 (15 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,,
541,PT10M12.00S,2022-10-22T01:28:22.6Z,4,REGULAR,foul,personal,[],202681,,,1610612761,83,79,2022-10-22T01:28:28Z,5360000,,,0,,K. Irving personal FOUL (4 PF),"[202681, 1627832]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,1151.0,,,,,,,,,,,,,,4.0,0.0,VanVleet,1627832.0,,
543,PT10M05.00S,2022-10-22T01:28:49.7Z,4,REGULAR,3pt,Jump Shot,[],1630567,69.33311432325887,28.921568627450984,1610612761,83,79,2022-10-22T01:28:54Z,5380000,-105.0,236.0,1,right,MISS S. Barnes 25' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,25.83,Missed,,,,,,,,,,,,,,,,
544,PT10M02.00S,2022-10-22T01:28:52.7Z,4,REGULAR,rebound,defensive,[],1627732,,,1610612751,83,79,2022-10-22T01:28:54Z,5390000,,,0,,B. Simmons REBOUND (Off:0 Def:10),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,543.0,10.0,10.0,0.0,,,,,,
545,PT09M48.00S,2022-10-22T01:29:07.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,12.959921156373195,46.32352941176471,1610612751,83,79,2022-10-22T01:29:11Z,5400000,18.0,69.0,1,left,MISS K. Irving 7' floating Shot - blocked,"[202681, 1628384]",1610612751.0,BKN,floating,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,7.17,Missed,,,,,,,,,,,,,,,Anunoby,1628384.0
546,PT09M48.00S,2022-10-22T01:29:07.1Z,4,REGULAR,block,,[],1628384,,,1610612751,83,79,2022-10-22T01:29:09Z,5410000,,,0,,O. Anunoby BLOCK (1 BLK),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
547,PT09M45.00S,2022-10-22T01:29:10.1Z,4,REGULAR,rebound,offensive,[],1629651,,,1610612751,83,79,2022-10-22T01:29:11Z,5420000,,,0,,N. Claxton REBOUND (Off:7 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,545.0,10.0,3.0,7.0,,,,,,
548,PT09M43.00S,2022-10-22T01:29:13.0Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],202681,6.1268068331143235,11.27450980392157,1610612751,85,79,2022-10-22T01:29:34Z,5430000,194.0,5.0,1,left,K. Irving 19' step back Jump Shot (19 PTS) (R. O'Neale 1 AST),"[202681, 1626220]",1610612751.0,BKN,step back,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right,,,19.37,Made,19.0,R. O'Neale,1626220.0,1.0,,,,,,,,,,,,
549,PT09M43.00S,2022-10-22T01:29:19.3Z,4,REGULAR,foul,personal,['1freethrow'],1628384,,,1610612751,85,79,2022-10-22T01:29:31Z,5440000,,,0,,O. Anunoby shooting personal FOUL (4 PF) (Irving 1 FT),"[1628384, 202681]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Right,1151.0,,,,,,,,,,,,,,4.0,0.0,Irving,202681.0,,
551,PT09M43.00S,2022-10-22T01:29:49.8Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],202681,,,1610612751,86,79,2022-10-22T01:29:49Z,5460000,,,0,,K. Irving Free Throw 1 of 1 (20 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,Made,20.0,,,,,,,,,,,,,,,
553,PT09M33.00S,2022-10-22T01:30:03.4Z,4,REGULAR,3pt,Jump Shot,[],1627832,67.36202365308804,64.95098039215686,1610612761,86,82,2022-10-22T01:30:07Z,5470000,75.0,254.0,1,right,F. VanVleet 26' 3PT  (10 PTS) (S. Barnes 3 AST),"[1627832, 1630567]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,,,26.51,Made,10.0,S. Barnes,1630567.0,3.0,,,,,,,,,,,,
555,PT09M13.00S,2022-10-22T01:30:22.8Z,4,REGULAR,3pt,Jump Shot,[],202681,30.305519053876477,68.13725490196079,1610612751,89,82,2022-10-22T01:30:27Z,5490000,-91.0,232.0,1,left,K. Irving 24' 3PT step back (23 PTS),[202681],1610612751.0,BKN,step back,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,24.95,Made,23.0,,,,,,,,,,,,,,,
556,PT09M00.00S,2022-10-22T01:30:35.0Z,4,REGULAR,3pt,Jump Shot,[],1628384,82.9993429697766,96.07843137254902,1610612761,89,85,2022-10-22T01:30:39Z,5500000,230.0,107.0,1,right,O. Anunoby 25' 3PT  (7 PTS) (F. VanVleet 9 AST),"[1628384, 1627832]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,25.42,Made,7.0,F. VanVleet,1627832.0,9.0,,,,,,,,,,,,
558,PT08M39.00S,2022-10-22T01:30:57.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627732,6.1268068331143235,51.71568627450981,1610612751,91,85,2022-10-22T01:31:02Z,5520000,-9.0,5.0,1,left,B. Simmons cutting Layup (6 PTS) (K. Irving 6 AST),"[1627732, 202681]",1610612751.0,BKN,cutting,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,1.0,Made,6.0,K. Irving,202681.0,6.0,,,,,,,,,,,,
560,PT08M21.00S,2022-10-22T01:31:14.7Z,4,REGULAR,3pt,Jump Shot,[],1627832,69.59592641261499,29.65686274509804,1610612761,91,88,2022-10-22T02:07:46Z,5540000,-102.0,233.0,1,right,F. VanVleet 25' 3PT pullup (13 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,25.45,Made,13.0,,,,,,,,,,,,,,,
561,PT08M16.00S,2022-10-22T01:31:23.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,91,88,2022-10-22T01:31:23Z,5550000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT08M16.00S,2022-10-22T01:31:56.3Z,4,REGULAR,substitution,out,[],1627732,,,1610612751,91,88,2022-10-22T01:33:58Z,5560000,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT08M16.00S,2022-10-22T01:31:56.3Z,4,REGULAR,substitution,out,[],1630173,,,1610612751,91,88,2022-10-22T01:33:58Z,5570000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT08M16.00S,2022-10-22T01:31:56.3Z,4,REGULAR,substitution,in,[],201142,,,1610612751,91,88,2022-10-22T01:33:58Z,5580000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT08M16.00S,2022-10-22T01:31:56.3Z,4,REGULAR,substitution,in,[],1627783,,,1610612751,91,88,2022-10-22T01:33:58Z,5590000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT07M57.00S,2022-10-22T01:34:32.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,5.995400788436268,50.0,1610612751,93,88,2022-10-22T01:34:37Z,5600000,0.0,4.0,1,left,N. Claxton cutting DUNK (17 PTS) (R. O'Neale 2 AST),"[1629651, 1626220]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,0.39,Made,17.0,R. O'Neale,1626220.0,2.0,,,,,,,,,,,,
670,PT07M35.00S,2022-10-22T01:34:43.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,87.69710906701708,49.754901960784316,1610612761,93,88,2022-10-22T02:11:02Z,5615000,-1.0,63.0,1,right,MISS P. Siakam 6' driving floating Shot - blocked,"[1627783, 1626220]",1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,6.31,Missed,,,,,,,,,,,,,,,O'Neale,1626220.0
671,PT07M35.00S,2022-10-22T01:34:43.9Z,4,REGULAR,block,,[],1626220,,,1610612761,93,88,2022-10-22T02:09:29Z,5617500,,,0,,R. O'Neale BLOCK (1 BLK),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
672,PT07M34.00S,2022-10-22T01:34:44.9Z,4,REGULAR,rebound,defensive,[],201142,,,1610612751,93,88,2022-10-22T02:11:02Z,5618750,,,0,,K. Durant REBOUND (Off:1 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,670.0,4.0,3.0,1.0,,,,,,
570,PT07M18.00S,2022-10-22T01:35:13.8Z,4,REGULAR,foul,personal,['2freethrow'],1631132,,,1610612751,93,88,2022-10-22T02:10:44Z,5640000,,,0,,C. Koloko shooting personal FOUL (5 PF) (Irving 2 FT),"[1631132, 202681]",1610612761.0,TOR,shooting,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,1151.0,,,,,,,,,,,,,,5.0,0.0,Irving,202681.0,,
572,PT07M18.00S,2022-10-22T01:35:50.7Z,4,REGULAR,freethrow,1 of 2,[],202681,,,1610612751,94,88,2022-10-22T02:09:45Z,5660000,,,0,,K. Irving Free Throw 1 of 2 (24 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,Made,24.0,,,,,,,,,,,,,,,
573,PT07M18.00S,2022-10-22T01:35:51.3Z,4,REGULAR,substitution,out,[],1631132,,,1610612751,94,88,2022-10-22T01:35:58Z,5670000,,,0,,SUB out: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT07M18.00S,2022-10-22T01:35:51.3Z,4,REGULAR,substitution,in,[],1629018,,,1610612751,94,88,2022-10-22T01:35:58Z,5680000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT07M18.00S,2022-10-22T01:36:19.4Z,4,REGULAR,freethrow,2 of 2,[],202681,,,1610612751,95,88,2022-10-22T02:09:45Z,5690000,,,0,,K. Irving Free Throw 2 of 2 (25 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,Made,25.0,,,,,,,,,,,,,,,
576,PT07M08.00S,2022-10-22T01:36:34.6Z,4,REGULAR,foul,offensive,[],1630567,,,1610612761,95,88,2022-10-22T01:39:02Z,5700000,,,0,,S. Barnes offensive FOUL (2 PF),"[1630567, 202681]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,1148.0,,,,,,,,,,,,,,2.0,0.0,Irving,202681.0,,
580,PT07M08.00S,2022-10-22T01:36:34.6Z,4,REGULAR,turnover,offensive foul,[],1630567,,,1610612761,95,88,2022-10-22T01:36:34Z,5715000,,,0,,S. Barnes offensive foul TURNOVER (3 TO),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,1148.0,3.0,,,,,,,,,,,,,,,,,,
578,PT07M08.00S,2022-10-22T01:37:01.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,95,88,2022-10-22T01:36:34Z,5720000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT06M57.00S,2022-10-22T01:39:58.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202681,32.53942181340342,34.80392156862745,1610612751,98,88,2022-10-22T01:40:03Z,5740000,76.0,253.0,1,left,K. Irving 26' 3PT pullup (28 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,26.46,Made,28.0,,,,,,,,,,,,,,,
582,PT06M32.00S,2022-10-22T01:40:24.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,87.72996057818659,47.549019607843135,1610612761,98,88,2022-10-22T01:40:29Z,5750000,-12.0,63.0,1,right,MISS S. Barnes 6' turnaround Shot,[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,6.4,Missed,,,,,,,,,,,,,,,,
583,PT06M30.00S,2022-10-22T01:40:26.1Z,4,REGULAR,rebound,defensive,[],1629651,,,1610612751,98,88,2022-10-22T01:40:29Z,5760000,,,0,,N. Claxton REBOUND (Off:7 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,582.0,11.0,4.0,7.0,,,,,,
584,PT06M20.00S,2022-10-22T01:40:36.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202681,5.732588699080158,51.225490196078425,1610612751,98,88,2022-10-22T02:11:41Z,5770000,-6.0,1.0,1,left,MISS K. Irving driving finger roll Layup,[202681],1610612751.0,BKN,driving finger roll,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,0.63,Missed,,,,,,,,,,,,,,,,
585,PT06M18.00S,2022-10-22T01:40:38.6Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612761,98,88,2022-10-22T01:40:40Z,5780000,,,0,,O. Anunoby REBOUND (Off:1 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,584.0,3.0,2.0,1.0,,,,,,
586,PT06M15.00S,2022-10-22T01:40:45.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628384,92.72339027595268,53.18627450980392,1610612761,98,88,2022-10-22T01:41:15Z,5790000,16.0,16.0,1,right,MISS O. Anunoby running Layup - blocked,"[1628384, 1626220]",1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,2.25,Missed,,,,,,,,,,,,,,,O'Neale,1626220.0
587,PT06M15.00S,2022-10-22T01:40:45.9Z,4,REGULAR,block,,[],1626220,,,1610612761,98,88,2022-10-22T01:40:51Z,5800000,,,0,,R. O'Neale BLOCK (2 BLK),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
591,PT06M10.00S,2022-10-22T01:40:50.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,98,88,2022-10-22T01:41:15Z,5810000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,586.0,,,,,,,,,
588,PT06M10.00S,2022-10-22T01:41:14.6Z,4,REGULAR,jumpball,recovered,[],1628384,,,1610612761,98,88,2022-10-22T01:41:14Z,5820000,,,0,,Jump Ball O. Anunoby vs. R. O'Neale: Tip to O. Anunoby,"[1628384, 1628384, 1626220]",1610612761.0,TOR,heldball,O. Anunoby,1628384.0,Anunoby,O. Anunoby,Anunoby,1628384.0,O'Neale,1626220.0,,,,,,,,,,,,,,,,,,,,,,
593,PT05M57.00S,2022-10-22T01:41:27.8Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1629018,83.65637319316689,21.568627450980394,1610612761,98,88,2022-10-22T01:41:31Z,5850000,-142.0,101.0,1,right,MISS G. Trent Jr. 17' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Left,,,17.45,Missed,,,,,,,,,,,,,,,,
594,PT05M53.00S,2022-10-22T01:41:31.8Z,4,REGULAR,rebound,defensive,[],1626220,,,1610612751,98,88,2022-10-22T01:41:31Z,5860000,,,0,,R. O'Neale REBOUND (Off:0 Def:3),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Left,,,,,,,,,,,593.0,3.0,3.0,0.0,,,,,,
595,PT05M38.00S,2022-10-22T01:41:45.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,5.601182654402102,50.245098039215684,1610612751,100,88,2022-10-22T01:41:50Z,5870000,-1.0,0.0,1,left,N. Claxton cutting finger roll Layup (19 PTS) (K. Durant 6 AST),"[1629651, 201142]",1610612751.0,BKN,cutting finger roll,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,0.12,Made,19.0,K. Durant,201142.0,6.0,,,,,,,,,,,,
598,PT05M17.00S,2022-10-22T01:42:07.1Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,93.38042049934296,47.30392156862745,1610612761,100,90,2022-10-22T01:42:11Z,5890000,-13.0,10.0,1,right,S. Barnes Hook (15 PTS) (P. Siakam 6 AST),"[1630567, 1627783]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,1.66,Made,15.0,P. Siakam,1627783.0,6.0,,,,,,,,,,,,
600,PT04M54.00S,2022-10-22T01:42:29.7Z,4,REGULAR,3pt,Jump Shot,[],201142,32.670827858081466,55.63725490196079,1610612751,100,90,2022-10-22T01:42:34Z,5910000,-28.0,255.0,1,left,MISS K. Durant 25' pullup 3PT,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,25.62,Missed,,,,,,,,,,,,,,,,
601,PT04M51.00S,2022-10-22T01:42:32.7Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,100,90,2022-10-22T01:42:34Z,5920000,,,0,,P. Siakam REBOUND (Off:1 Def:10),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,,,,,,,,,600.0,11.0,10.0,1.0,,,,,,
602,PT04M47.00S,2022-10-22T01:42:36.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,74.06373193166885,15.931372549019606,1610612761,100,93,2022-10-22T01:42:43Z,5930000,-170.0,191.0,1,right,F. VanVleet 25' 3PT running (16 PTS) (P. Siakam 7 AST),"[1627832, 1627783]",1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,25.61,Made,16.0,P. Siakam,1627783.0,7.0,,,,,,,,,,,,
604,PT04M21.00S,2022-10-22T01:43:02.4Z,4,REGULAR,3pt,Jump Shot,[],202693,3.235873850197109,96.32352941176471,1610612751,100,93,2022-10-22T01:43:07Z,5950000,-232.0,-22.0,1,left,MISS M. Morris 3PT,[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,Left Corner 3,24+ Left,,,23.27,Missed,,,,,,,,,,,,,,,,
605,PT04M18.00S,2022-10-22T01:43:05.4Z,4,REGULAR,rebound,offensive,[],202693,,,1610612751,100,93,2022-10-22T01:43:07Z,5960000,,,0,,M. Morris REBOUND (Off:1 Def:3),[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,Left Corner 3,24+ Left,,,,,,,,,,,604.0,4.0,3.0,1.0,,,,,,
606,PT04M16.00S,2022-10-22T01:43:07.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202693,16.63929040735874,61.274509803921575,1610612751,100,93,2022-10-22T01:43:13Z,5970000,-56.0,104.0,1,left,MISS M. Morris 11' floating Shot,[202693],1610612751.0,BKN,floating,,,Morris,M. Morris,,,,,In The Paint (Non-RA),8-16 Center,,,11.82,Missed,,,,,,,,,,,,,,,,
607,PT04M14.00S,2022-10-22T01:43:09.3Z,4,REGULAR,rebound,defensive,[],1627832,,,1610612761,100,93,2022-10-22T01:43:13Z,5980000,,,0,,F. VanVleet REBOUND (Off:1 Def:6),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,606.0,7.0,6.0,1.0,,,,,,
608,PT03M57.00S,2022-10-22T01:43:27.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630567,94.1688567674113,50.73529411764706,1610612761,100,95,2022-10-22T01:43:51Z,5990000,4.0,2.0,1,right,S. Barnes DUNK (17 PTS) (P. Siakam 8 AST),"[1630567, 1627783]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,0.44,Made,17.0,P. Siakam,1627783.0,8.0,,,,,,,,,,,,
