actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
45,PT07M43.00S,2023-02-10T00:44:15.5Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630549,5.590000152587891,50.0,1610612751,6,2,2023-02-10T00:44:20Z,450000,False,0.0,0.0,1,left,D. Sharpe putback DUNK (2 PTS),[1630549],1610612751.0,BKN,putback,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
46,PT07M27.00S,2023-02-10T00:44:31.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,90.3580814717477,46.568627450980394,1610612741,6,2,2023-02-10T00:44:38Z,460000,False,-17.0,38.0,1,right,MISS A. Dosunmu driving Layup,[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,4.18,Missed,,,,,,,,,,,,,,,,,,
47,PT07M25.00S,2023-02-10T00:44:33.6Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612751,6,2,2023-02-10T00:44:38Z,470000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:2),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,46.0,2.0,2.0,0.0,,,,,,,,,,,,,,
48,PT07M22.00S,2023-02-10T00:44:36.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627827,32.14520367936925,59.55882352941176,1610612751,6,2,2023-02-10T00:44:43Z,480000,False,-48.0,250.0,1,left,MISS D. Finney-Smith 25' running pullup 3PT,[1627827],1610612751.0,BKN,running pullup,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,25.42,Missed,,,,,,,,,,,,,,,,,,
49,PT07M19.00S,2023-02-10T00:44:39.6Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,6,2,2023-02-10T00:44:43Z,490000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,,,48.0,3.0,3.0,0.0,,,,,,,,,,,,,,
50,PT07M10.00S,2023-02-10T00:44:49.0Z,1,REGULAR,turnover,bad pass,[],1630172,,,1610612741,6,2,2023-02-10T00:44:52Z,500000,False,,,0,,P. Williams bad pass TURNOVER (1 TO),"[1630172, 1626220]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,O'Neale,1626220.0,,,,,,,
51,PT07M10.00S,2023-02-10T00:44:49.0Z,1,REGULAR,steal,,[],1626220,,,1610612751,6,2,2023-02-10T00:44:50Z,510000,False,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
52,PT07M04.00S,2023-02-10T00:44:54.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627827,5.863994743758213,46.568627450980394,1610612751,6,2,2023-02-10T00:46:17Z,520000,False,17.0,3.0,1,left,MISS D. Finney-Smith running Layup - blocked,"[1627827, 1630172]",1610612751.0,BKN,running,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,1.74,Missed,,,,,,,,,,,,,Williams,1630172.0,,,,
53,PT07M04.00S,2023-02-10T00:44:54.2Z,1,REGULAR,block,,[],1630172,,,1610612751,6,2,2023-02-10T00:44:57Z,530000,False,,,0,,P. Williams BLOCK (1 BLK),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT07M01.00S,2023-02-10T00:44:57.2Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,6,2,2023-02-10T00:44:59Z,540000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,,
55,PT06M58.00S,2023-02-10T00:45:01.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,92.59198423127464,47.30392156862745,1610612741,6,4,2023-02-10T00:45:29Z,550000,False,-13.0,17.0,1,right,A. Dosunmu driving Layup (2 PTS) (D. DeRozan 2 AST),"[1630245, 201942]",1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,2.18,Made,,,,,2.0,D. DeRozan,201942.0,2.0,,,,,,,,,,
57,PT06M48.00S,2023-02-10T00:45:12.5Z,1,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612751,6,4,2023-02-10T00:45:20Z,570000,False,,,0,,A. Dosunmu shooting personal FOUL (1 PF) (Dinwiddie 2 FT),"[1630245, 203915]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1198.0,,,1.0,0.0,Dinwiddie,203915.0
59,PT06M48.00S,2023-02-10T00:45:32.9Z,1,REGULAR,freethrow,1 of 2,[],203915,,,1610612751,7,4,2023-02-10T00:45:53Z,590000,False,,,0,,S. Dinwiddie Free Throw 1 of 2 (3 PTS),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
60,PT06M48.00S,2023-02-10T00:45:34.1Z,1,REGULAR,substitution,out,[],1630172,,,1610612751,7,4,2023-02-10T00:45:39Z,600000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M48.00S,2023-02-10T00:45:34.1Z,1,REGULAR,substitution,in,[],1627936,,,1610612751,7,4,2023-02-10T00:45:39Z,610000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M48.00S,2023-02-10T00:45:32.9Z,1,REGULAR,freethrow,2 of 2,[],203915,,,1610612751,7,4,2023-02-10T00:45:53Z,620000,False,,,0,,MISS S. Dinwiddie Free Throw 2 of 2,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
63,PT06M45.00S,2023-02-10T00:45:35.9Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,7,4,2023-02-10T00:45:53Z,630000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,62.0,4.0,4.0,0.0,,,,,,,,,,,,,,
64,PT06M29.00S,2023-02-10T00:46:07.6Z,1,REGULAR,2pt,Jump Shot,[],201942,94.69448094612353,8.823529411764707,1610612741,7,6,2023-02-10T00:46:13Z,640000,False,-206.0,-3.0,1,right,D. DeRozan 20' Jump Shot (2 PTS) (Z. LaVine 1 AST),"[201942, 203897]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left,20.59,Made,,,,,2.0,Z. LaVine,203897.0,1.0,,,,,,,,,,
66,PT06M14.00S,2023-02-10T00:46:25.3Z,1,REGULAR,turnover,out-of-bounds,[],203915,,,1610612751,7,6,2023-02-10T00:46:36Z,660000,False,,,0,,S. Dinwiddie bad pass out-of-bounds TURNOVER (1 TO),[203915],1610612751.0,BKN,bad pass,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1.0,,,203591.0,,,,,,
67,PT06M14.00S,2023-02-10T00:46:28.4Z,1,REGULAR,substitution,out,[],1630549,,,1610612741,7,6,2023-02-10T00:46:35Z,670000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M14.00S,2023-02-10T00:46:28.4Z,1,REGULAR,substitution,out,[],1630560,,,1610612741,7,6,2023-02-10T00:46:35Z,680000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M14.00S,2023-02-10T00:46:28.4Z,1,REGULAR,substitution,in,[],1627732,,,1610612741,7,6,2023-02-10T00:46:35Z,690000,False,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M14.00S,2023-02-10T00:46:28.4Z,1,REGULAR,substitution,in,[],201988,,,1610612741,7,6,2023-02-10T00:46:35Z,700000,False,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M02.00S,2023-02-10T00:46:55.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201942,77.21747700394218,72.05882352941177,1610612741,7,6,2023-02-10T00:46:59Z,710000,False,110.0,162.0,1,right,MISS D. DeRozan 19' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,19.57,Missed,,,,,,,,,,,,,,,,,,
72,PT05M59.00S,2023-02-10T00:46:58.1Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612751,7,6,2023-02-10T00:46:59Z,720000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Right Center,,,71.0,2.0,2.0,0.0,,,,,,,,,,,,,,
73,PT05M45.00S,2023-02-10T00:47:11.5Z,1,REGULAR,3pt,Jump Shot,[],1627827,25.706307490144546,82.1078431372549,1610612751,7,6,2023-02-10T00:47:17Z,730000,False,-161.0,189.0,1,left,MISS D. Finney-Smith 24' step back 3PT,[1627827],1610612751.0,BKN,step back,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,24.8,Missed,,,,,,,,,,,,,,,,,,
74,PT05M42.00S,2023-02-10T00:47:14.5Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,7,6,2023-02-10T00:47:17Z,740000,False,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,,
75,PT05M28.00S,2023-02-10T00:47:30.6Z,1,REGULAR,foul,personal,['2freethrow'],1627732,,,1610612741,7,6,2023-02-10T00:47:39Z,750000,False,,,0,,B. Simmons shooting personal FOUL (1 PF) (Caruso 2 FT),"[1627732, 1627936]",1610612751.0,BKN,shooting,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1198.0,,,1.0,0.0,Caruso,1627936.0
77,PT05M28.00S,2023-02-10T00:47:55.9Z,1,REGULAR,freethrow,1 of 2,[],1627936,,,1610612741,7,7,2023-02-10T00:47:55Z,770000,False,,,0,,A. Caruso Free Throw 1 of 2 (1 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
78,PT05M28.00S,2023-02-10T00:47:56.7Z,1,REGULAR,substitution,out,[],1626220,,,1610612741,7,7,2023-02-10T00:48:05Z,780000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M28.00S,2023-02-10T00:47:56.7Z,1,REGULAR,substitution,out,[],201942,,,1610612741,7,7,2023-02-10T00:48:05Z,790000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M28.00S,2023-02-10T00:47:56.7Z,1,REGULAR,substitution,in,[],203925,,,1610612741,7,7,2023-02-10T00:48:05Z,800000,False,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
