actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
534,PT09M55.00S,2022-10-30T01:20:22.1Z,4,REGULAR,substitution,in,[],1630543,,,1610612751,94,98,2022-10-30T01:21:29Z,5210000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT09M55.00S,2022-10-30T01:20:56.3Z,4,REGULAR,freethrow,1 of 1,[],202681,,,1610612751,95,98,2022-10-30T01:20:56Z,5220000,,,0,,K. Irving Free Throw 1 of 1 (31 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,Made,31.0,,,,,,,,,,,,,,
536,PT09M38.00S,2022-10-30T01:21:14.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,93.11760840998686,51.71568627450981,1610612754,95,100,2022-10-30T01:21:21Z,5230000,9.0,12.0,1,right,I. Jackson cutting Layup (12 PTS) (A. Nembhard 4 AST),"[1630543, 1629614]",1610612754.0,IND,cutting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,1.49,Made,12.0,A. Nembhard,1629614.0,4.0,,,,,,,,,,,
538,PT09M26.00S,2022-10-30T01:21:26.5Z,4,REGULAR,3pt,Jump Shot,[],202681,35.43035479632063,61.51960784313726,1610612751,95,100,2022-10-30T01:21:31Z,5250000,-58.0,281.0,1,left,MISS K. Irving 28' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,,28.64,Missed,,,,,,,,,,,,,,,
539,PT09M24.00S,2022-10-30T01:21:28.5Z,4,REGULAR,rebound,defensive,[],1630537,,,1610612754,95,100,2022-10-30T01:21:31Z,5260000,,,0,,C. Duarte REBOUND (Off:0 Def:3),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,538.0,3.0,3.0,0.0,,
540,PT09M07.00S,2022-10-30T01:21:45.8Z,4,REGULAR,3pt,Jump Shot,[],1629614,85.23324572930355,97.05882352941177,1610612754,95,103,2022-10-30T01:21:51Z,5270000,235.0,86.0,1,right,A. Nembhard 25' 3PT  (5 PTS) (B. Hield 7 AST),"[1629614, 1627741]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Right Corner 3,24+ Right,,,,25.06,Made,5.0,B. Hield,1627741.0,7.0,,,,,,,,,,,
542,PT09M06.00S,2022-10-30T01:21:50.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,95,103,2022-10-30T01:21:50Z,5290000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT09M06.00S,2022-10-30T01:21:59.3Z,4,REGULAR,substitution,out,[],1629139,,,1610612751,95,103,2022-10-30T01:24:23Z,5300000,,,0,,SUB out: Y. Watanabe,[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT09M06.00S,2022-10-30T01:21:59.3Z,4,REGULAR,substitution,out,[],1629651,,,1610612751,95,103,2022-10-30T01:24:23Z,5310000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT09M06.00S,2022-10-30T01:21:59.3Z,4,REGULAR,substitution,in,[],201142,,,1610612751,95,103,2022-10-30T01:24:23Z,5320000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT09M06.00S,2022-10-30T01:21:59.3Z,4,REGULAR,substitution,in,[],203925,,,1610612751,95,103,2022-10-30T01:24:23Z,5330000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT08M50.00S,2022-10-30T01:24:58.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201142,7.046649145860711,45.588235294117645,1610612751,95,103,2022-10-30T01:25:06Z,5340000,22.0,14.0,1,left,MISS K. Durant reverse Layup,[201142],1610612751.0,BKN,reverse,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,2.6,Missed,,,,,,,,,,,,,,,
548,PT08M47.00S,2022-10-30T01:25:01.9Z,4,REGULAR,rebound,defensive,[],1627741,,,1610612754,95,103,2022-10-30T01:27:44Z,5350000,,,0,,B. Hield REBOUND (Off:1 Def:6),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,547.0,7.0,6.0,1.0,,
549,PT08M32.00S,2022-10-30T01:25:15.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,91.93495400788436,52.69607843137255,1610612754,95,105,2022-10-30T01:25:20Z,5360000,13.0,23.0,1,right,I. Jackson Layup (14 PTS) (J. Johnson 2 AST),"[1630543, 201949]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,2.69,Made,14.0,J. Johnson,201949.0,2.0,,,,,,,,,,,
551,PT08M21.00S,2022-10-30T01:25:26.7Z,4,REGULAR,3pt,Jump Shot,[],201142,30.042706964520367,29.65686274509804,1610612751,95,105,2022-10-30T01:25:30Z,5380000,102.0,230.0,1,left,MISS K. Durant 25' pullup 3PT,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,25.14,Missed,,,,,,,,,,,,,,,
552,PT08M19.00S,2022-10-30T01:25:28.7Z,4,REGULAR,rebound,defensive,[],1627741,,,1610612754,95,105,2022-10-30T01:25:30Z,5390000,,,0,,B. Hield REBOUND (Off:1 Def:7),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,551.0,8.0,7.0,1.0,,
553,PT07M59.00S,2022-10-30T01:25:50.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,92.59198423127464,42.8921568627451,1610612754,95,105,2022-10-30T01:26:49Z,5400000,-36.0,17.0,1,right,MISS A. Nembhard driving Layup,[1629614],1610612754.0,IND,driving,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,3.94,Missed,,,,,,,,,,,,,,,
554,PT07M58.00S,2022-10-30T01:25:51.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,95,105,2022-10-30T01:26:49Z,5410000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,553.0,,,,,
555,PT07M58.00S,2022-10-30T01:25:56.6Z,4,REGULAR,foul,personal,[],1626220,,,1610612754,95,105,2022-10-30T01:26:19Z,5420000,,,0,,R. O'Neale loose ball personal FOUL (4 PF),"[1626220, 1630543]",1610612751.0,BKN,loose ball,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,,,,,1626302.0,4.0,0.0,Jackson,1630543.0,,,,,,
557,PT07M50.00S,2022-10-30T01:26:21.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630543,84.1819973718791,40.44117647058824,1610612754,95,105,2022-10-30T01:26:26Z,5440000,-48.0,96.0,1,right,MISS I. Jackson 10' pullup Shot,[1630543],1610612754.0,IND,pullup,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,10.74,Missed,,,,,,,,,,,,,,,
558,PT07M47.00S,2022-10-30T01:26:24.5Z,4,REGULAR,rebound,defensive,[],201142,,,1610612751,95,105,2022-10-30T01:26:26Z,5450000,,,0,,K. Durant REBOUND (Off:1 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,557.0,3.0,2.0,1.0,,
559,PT07M42.00S,2022-10-30T01:26:29.3Z,4,REGULAR,2pt,Jump Shot,['fastbreak'],201142,23.99802890932983,68.13725490196079,1610612751,97,105,2022-10-30T01:26:35Z,5460000,-91.0,173.0,1,left,K. Durant 19' running Jump Shot (16 PTS) (B. Simmons 9 AST),"[201142, 1627732]",1610612751.0,BKN,running,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,,,,19.54,Made,16.0,B. Simmons,1627732.0,9.0,,,,,,,,,,,
561,PT07M22.00S,2022-10-30T01:27:00.0Z,4,REGULAR,3pt,Jump Shot,[],201949,93.51182654402102,95.58823529411765,1610612754,97,108,2022-10-30T01:27:05Z,5480000,228.0,8.0,1,right,J. Johnson 3PT  (5 PTS) (A. Nembhard 5 AST),"[201949, 1629614]",1610612754.0,IND,,,,Johnson,J. Johnson,,,,,Right Corner 3,24+ Right,,,,22.81,Made,5.0,A. Nembhard,1629614.0,5.0,,,,,,,,,,,
563,PT07M08.00S,2022-10-30T01:27:13.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,18.347568988173457,37.99019607843137,1610612751,99,108,2022-10-30T01:27:17Z,5500000,60.0,120.0,1,left,K. Durant 13' pullup Jump Shot (18 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,13.42,Made,18.0,,,,,,,,,,,,,,
565,PT06M54.00S,2022-10-30T01:27:33.8Z,4,REGULAR,substitution,out,[],1629614,,,1610612754,99,108,2022-10-30T01:27:41Z,5520000,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT06M54.00S,2022-10-30T01:27:33.8Z,4,REGULAR,substitution,out,[],201949,,,1610612754,99,108,2022-10-30T01:27:41Z,5530000,,,0,,SUB out: J. Johnson,[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT06M54.00S,2022-10-30T01:27:33.8Z,4,REGULAR,substitution,in,[],1630188,,,1610612754,99,108,2022-10-30T01:27:41Z,5540000,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT06M54.00S,2022-10-30T01:27:33.8Z,4,REGULAR,substitution,in,[],1630169,,,1610612754,99,108,2022-10-30T01:27:41Z,5550000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT06M54.00S,2022-10-30T01:27:33.8Z,4,REGULAR,substitution,out,[],1627741,,,1610612754,99,108,2022-10-30T01:27:53Z,5560000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT06M54.00S,2022-10-30T01:27:33.8Z,4,REGULAR,substitution,in,[],1631097,,,1610612754,99,108,2022-10-30T01:27:53Z,5570000,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT06M44.00S,2022-10-30T01:28:12.2Z,4,REGULAR,3pt,Jump Shot,[],1630188,71.04139290407359,20.833333333333336,1610612754,99,108,2022-10-30T01:28:17Z,5580000,-146.0,220.0,1,right,MISS J. Smith 26' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,,26.37,Missed,,,,,,,,,,,,,,,
572,PT06M40.00S,2022-10-30T01:28:16.2Z,4,REGULAR,rebound,defensive,[],201142,,,1610612751,99,108,2022-10-30T01:28:17Z,5590000,,,0,,K. Durant REBOUND (Off:1 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,571.0,4.0,3.0,1.0,,
573,PT06M37.00S,2022-10-30T01:28:21.8Z,4,REGULAR,foul,personal,['2freethrow'],1631097,,,1610612751,99,108,2022-10-30T01:28:30Z,5600000,,,0,,B. Mathurin shooting personal FOUL (2 PF) (Durant 2 FT),"[1631097, 201142]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1626302.0,2.0,0.0,Durant,201142.0,,,,,,
575,PT06M37.00S,2022-10-30T01:28:43.7Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],201142,,,1610612751,100,108,2022-10-30T01:28:43Z,5620000,,,0,,K. Durant Free Throw 1 of 2 (19 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,Made,19.0,,,,,,,,,,,,,,
576,PT06M37.00S,2022-10-30T01:28:57.9Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],201142,,,1610612751,101,108,2022-10-30T01:28:57Z,5630000,,,0,,K. Durant Free Throw 2 of 2 (20 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,Made,20.0,,,,,,,,,,,,,,
577,PT06M14.00S,2022-10-30T01:29:23.3Z,4,REGULAR,3pt,Jump Shot,[],1630537,62.10578186596584,58.08823529411765,1610612754,101,111,2022-10-30T01:29:27Z,5640000,40.0,304.0,1,right,C. Duarte 30' 3PT pullup (9 PTS),[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Center,,,,30.64,Made,9.0,,,,,,,,,,,,,,
578,PT06M01.00S,2022-10-30T01:29:35.7Z,4,REGULAR,3pt,Jump Shot,[],201142,22.28975032851511,88.72549019607843,1610612751,101,111,2022-10-30T01:29:41Z,5650000,-194.0,157.0,1,left,MISS K. Durant 24' pullup 3PT,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,24.93,Missed,,,,,,,,,,,,,,,
579,PT05M58.00S,2022-10-30T01:29:38.7Z,4,REGULAR,rebound,defensive,[],1630169,,,1610612754,101,111,2022-10-30T01:29:41Z,5660000,,,0,,T. Haliburton REBOUND (Off:2 Def:3),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,578.0,5.0,3.0,2.0,,
580,PT05M41.00S,2022-10-30T01:29:57.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,87.59855453350855,49.01960784313725,1610612754,101,111,2022-10-30T01:30:10Z,5670000,-5.0,64.0,1,right,MISS B. Mathurin 6' driving Layup - blocked,"[1631097, 203925]",1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,6.43,Missed,,,,,,,,,,,,,,Harris,203925.0
581,PT05M41.00S,2022-10-30T01:29:57.4Z,4,REGULAR,block,,[],203925,,,1610612754,101,111,2022-10-30T01:30:00Z,5680000,,,0,,J. Harris BLOCK (1 BLK),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
582,PT05M41.00S,2022-10-30T01:29:57.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,101,111,2022-10-30T01:30:10Z,5690000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,580.0,,,,,
584,PT05M41.00S,2022-10-30T01:30:20.5Z,4,REGULAR,foul,personal,['1freethrow'],202681,,,1610612754,101,111,2022-10-30T01:34:32Z,5710000,,,0,,K. Irving away-from-play personal FOUL (2 PF) (Duarte 1 FT),"[202681, 1630537]",1610612751.0,BKN,away-from-play,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,,,,,,,,,,1629178.0,2.0,0.0,Duarte,1630537.0,,,,,,
586,PT05M41.00S,2022-10-30T01:30:46.4Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1630169,,,1610612754,101,112,2022-10-30T01:37:49Z,5730000,,,0,,T. Haliburton away-from-play Free Throw 1 of 1 (24 PTS),[1630169],1610612754.0,IND,away-from-play,,,Haliburton,T. Haliburton,,,,,,,,,,,Made,24.0,,,,,,,,,,,,,,
587,PT05M41.00S,2022-10-30T01:30:50.7Z,4,REGULAR,substitution,out,[],203925,,,1610612751,101,112,2022-10-30T01:30:57Z,5740000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT05M41.00S,2022-10-30T01:30:50.7Z,4,REGULAR,substitution,in,[],1629651,,,1610612751,101,112,2022-10-30T01:30:57Z,5750000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT05M39.00S,2022-10-30T01:31:18.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630543,92.9862023653088,49.26470588235294,1610612754,101,114,2022-10-30T01:35:44Z,5770000,-4.0,13.0,1,right,I. Jackson cutting DUNK (16 PTS) (T. Haliburton 8 AST),"[1630543, 1630169]",1610612754.0,IND,cutting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,1.39,Made,16.0,T. Haliburton,1630169.0,8.0,,,,,,,,,,,
592,PT05M21.00S,2022-10-30T01:31:37.3Z,4,REGULAR,foul,personal,[],1630188,,,1610612751,101,114,2022-10-30T01:32:26Z,5790000,,,0,,J. Smith personal FOUL (2 PF),"[1630188, 1629651]",1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1626302.0,2.0,0.0,Claxton,1629651.0,,,,,,
594,PT05M15.00S,2022-10-30T01:32:11.5Z,4,REGULAR,foul,personal,[],1630537,,,1610612751,101,114,2022-10-30T01:32:22Z,5810000,,,0,,C. Duarte personal FOUL (3 PF),"[1630537, 201142]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1146.0,3.0,0.0,Durant,201142.0,,,,,,
596,PT05M09.00S,2022-10-30T01:32:32.2Z,4,REGULAR,3pt,Jump Shot,[],202681,24.129434954007884,88.97058823529412,1610612751,101,114,2022-10-30T01:32:40Z,5830000,-195.0,174.0,1,left,MISS K. Irving 26' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,,26.15,Missed,,,,,,,,,,,,,,,
597,PT05M07.00S,2022-10-30T01:32:34.2Z,4,REGULAR,rebound,offensive,[],1627732,,,1610612751,101,114,2022-10-30T01:32:40Z,5840000,,,0,,B. Simmons REBOUND (Off:2 Def:4),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,596.0,6.0,4.0,2.0,,
598,PT05M07.00S,2022-10-30T01:32:38.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630543,,,1610612751,101,114,2022-10-30T01:33:02Z,5850000,,,0,,I. Jackson loose ball personal FOUL (2 PF) (Simmons 2 FT),"[1630543, 1627732]",1610612754.0,IND,loose ball,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1626302.0,2.0,0.0,Simmons,1627732.0,,,,,,
600,PT05M07.00S,2022-10-30T01:33:09.5Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1627732,,,1610612751,101,114,2022-10-30T01:33:09Z,5870000,,,0,,MISS B. Simmons Free Throw 1 of 2,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
601,PT05M07.00S,2022-10-30T01:33:09.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,101,114,2022-10-30T01:33:09Z,5880000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,,,,,
602,PT05M07.00S,2022-10-30T01:33:26.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1627732,,,1610612751,102,114,2022-10-30T01:33:26Z,5890000,,,0,,B. Simmons Free Throw 2 of 2 (8 PTS),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
603,PT04M52.00S,2022-10-30T01:33:42.8Z,4,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612754,102,114,2022-10-30T01:33:50Z,5900000,,,0,,N. Claxton shooting personal FOUL (2 PF) (Haliburton 2 FT),"[1629651, 1630169]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1626302.0,2.0,0.0,Haliburton,1630169.0,,,,,,
605,PT04M52.00S,2022-10-30T01:34:09.5Z,4,REGULAR,freethrow,1 of 2,[],1630169,,,1610612754,102,115,2022-10-30T01:34:09Z,5920000,,,0,,T. Haliburton Free Throw 1 of 2 (25 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,Made,25.0,,,,,,,,,,,,,,
606,PT04M52.00S,2022-10-30T01:34:10.2Z,4,REGULAR,substitution,out,[],1629651,,,1610612754,102,115,2022-10-30T01:34:18Z,5930000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT04M52.00S,2022-10-30T01:34:10.2Z,4,REGULAR,substitution,out,[],1630537,,,1610612754,102,115,2022-10-30T01:34:18Z,5940000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT04M52.00S,2022-10-30T01:34:10.2Z,4,REGULAR,substitution,in,[],203925,,,1610612754,102,115,2022-10-30T01:34:18Z,5950000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT04M52.00S,2022-10-30T01:34:10.2Z,4,REGULAR,substitution,in,[],1627741,,,1610612754,102,115,2022-10-30T01:34:18Z,5960000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT04M52.00S,2022-10-30T01:34:32.4Z,4,REGULAR,freethrow,2 of 2,[],1630169,,,1610612754,102,116,2022-10-30T01:34:32Z,5970000,,,0,,T. Haliburton Free Throw 2 of 2 (26 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,Made,26.0,,,,,,,,,,,,,,
611,PT04M46.00S,2022-10-30T01:34:45.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631097,,,1610612751,102,116,2022-10-30T01:34:53Z,5980000,,,0,,B. Mathurin personal FOUL (3 PF) (Simmons 2 FT),"[1631097, 1627732]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Center,,,,,,,,,,1629178.0,3.0,0.0,Simmons,1627732.0,,,,,,
613,PT04M46.00S,2022-10-30T01:35:21.5Z,4,REGULAR,freethrow,1 of 2,[],1627732,,,1610612751,102,116,2022-10-30T01:35:21Z,6000000,,,0,,MISS B. Simmons Free Throw 1 of 2,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
614,PT04M46.00S,2022-10-30T01:35:21.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,102,116,2022-10-30T01:35:21Z,6010000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,613.0,,,,,
615,PT04M46.00S,2022-10-30T01:35:29.6Z,4,REGULAR,freethrow,2 of 2,[],1627732,,,1610612751,103,116,2022-10-30T01:35:29Z,6020000,,,0,,B. Simmons Free Throw 2 of 2 (9 PTS),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
616,PT04M24.00S,2022-10-30T01:35:52.3Z,4,REGULAR,3pt,Jump Shot,[],1630169,92.9862023653088,95.34313725490196,1610612754,103,116,2022-10-30T01:36:07Z,6030000,227.0,13.0,1,right,MISS T. Haliburton 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Right Corner 3,24+ Right,,,,22.71,Missed,,,,,,,,,,,,,,,
617,PT04M20.00S,2022-10-30T01:35:56.4Z,4,REGULAR,rebound,offensive,[],1631097,,,1610612754,103,116,2022-10-30T01:35:56Z,6040000,,,0,,B. Mathurin REBOUND (Off:2 Def:3),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,616.0,5.0,3.0,2.0,,
618,PT04M13.00S,2022-10-30T01:36:02.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631097,74.19513797634691,9.558823529411764,1610612754,103,116,2022-10-30T01:36:10Z,6050000,-202.0,190.0,1,right,MISS B. Mathurin 27' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,,27.75,Missed,,,,,,,,,,,,,,,
619,PT04M10.00S,2022-10-30T01:36:05.8Z,4,REGULAR,rebound,offensive,[],1630188,,,1610612754,103,116,2022-10-30T01:36:10Z,6060000,,,0,,J. Smith REBOUND (Off:5 Def:6),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,618.0,11.0,6.0,5.0,,
620,PT04M08.00S,2022-10-30T01:36:08.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,64.99671484888306,33.57843137254902,1610612754,103,116,2022-10-30T01:36:14Z,6070000,-82.0,277.0,1,right,MISS B. Hield 28' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,28.84,Missed,,,,,,,,,,,,,,,
621,PT04M04.00S,2022-10-30T01:36:12.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,103,116,2022-10-30T01:36:18Z,6080000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,620.0,,,,,
622,PT04M04.00S,2022-10-30T01:36:19.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627732,,,1610612754,103,116,2022-10-30T01:36:35Z,6090000,,,0,,B. Simmons loose ball personal FOUL (4 PF) (Mathurin 2 FT),"[1627732, 1631097]",1610612751.0,BKN,loose ball,,,Simmons,B. Simmons,,,,,Mid-Range,8-16 Left,,,,,,,,,,1629178.0,4.0,0.0,Mathurin,1631097.0,,,,,,
624,PT04M04.00S,2022-10-30T01:36:33.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,103,116,2022-10-30T01:36:33Z,6110000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
