actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
22,PT10M34.00S,2023-01-03T00:42:33.2Z,1,REGULAR,rebound,defensive,[],203552,,,1610612751,4,2,2023-01-03T00:42:33Z,220000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,
23,PT10M29.00S,2023-01-03T00:42:39.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201142,92.85479632063075,52.69607843137255,1610612751,4,2,2023-01-03T00:49:36Z,230000,False,13.0,15.0,1,right,MISS K. Durant driving finger roll Layup,[201142],1610612751.0,BKN,driving finger roll,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,2.0,Missed,,,,,,,,,,,,,,,
24,PT10M29.00S,2023-01-03T00:42:39.2Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,4,2,2023-01-03T00:42:58Z,240000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,
25,PT10M23.00S,2023-01-03T00:42:44.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629640,5.601182654402102,49.754901960784316,1610612759,4,4,2023-01-03T00:43:03Z,250000,False,1.0,0.0,1,left,K. Johnson running Layup (2 PTS) (T. Jones 1 AST),"[1629640, 1630200]",1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,0.12,Made,,,,,,,2.0,T. Jones,1630200.0,1.0,,,,,
27,PT10M05.00S,2023-01-03T00:43:02.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203552,92.9862023653088,54.166666666666664,1610612751,6,4,2023-01-03T00:51:13Z,270000,False,21.0,13.0,1,right,S. Curry driving finger roll Layup (2 PTS),[203552],1610612751.0,BKN,driving finger roll,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,2.47,Made,,,,,,,2.0,,,,,,,,
28,PT09M52.00S,2023-01-03T00:43:16.3Z,1,REGULAR,turnover,out-of-bounds,[],1630200,,,1610612759,6,4,2023-01-03T00:52:57Z,280000,False,,,0,,T. Jones bad pass out-of-bounds TURNOVER (1 TO),[1630200],1610612759.0,SAS,bad pass,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,1.0,,,,,,,,,,,,,,,1151.0,,,,
29,PT09M31.00S,2023-01-03T00:43:48.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627732,93.77463863337714,52.69607843137255,1610612751,8,4,2023-01-03T00:43:56Z,290000,False,13.0,6.0,1,right,B. Simmons driving reverse Layup (2 PTS) (K. Durant 1 AST),"[1627732, 201142]",1610612751.0,BKN,driving reverse,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,,1.48,Made,,,,,,,2.0,K. Durant,201142.0,1.0,,,,,
31,PT09M27.00S,2023-01-03T00:43:57.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,8,4,2023-01-03T00:43:57Z,310000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M17.00S,2023-01-03T00:46:57.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,5.206964520367937,49.50980392156863,1610612759,8,6,2023-01-03T00:57:54Z,320000,False,2.0,-4.0,1,left,J. Sochan cutting Layup (2 PTS) (J. Poeltl 2 AST),"[1631110, 1627751]",1610612759.0,SAS,cutting,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,0.44,Made,,,,,,,2.0,J. Poeltl,1627751.0,2.0,,,,,
34,PT09M17.00S,2023-01-03T00:47:00.7Z,1,REGULAR,foul,personal,['1freethrow'],1627732,,,1610612759,8,6,2023-01-03T00:47:11Z,340000,False,,,0,,B. Simmons shooting personal FOUL (1 PF) (Sochan 1 FT),"[1627732, 1631110]",1610612751.0,BKN,shooting,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627963.0,1.0,0.0,Sochan,1631110.0
36,PT09M17.00S,2023-01-03T00:47:17.8Z,1,REGULAR,freethrow,1 of 1,[],1631110,,,1610612759,8,7,2023-01-03T00:47:17Z,360000,False,,,0,,J. Sochan Free Throw 1 of 1 (3 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,Made,,,,,,,3.0,,,,,,,,
37,PT09M00.00S,2023-01-03T00:47:36.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,85.3646517739816,42.40196078431372,1610612751,8,7,2023-01-03T00:47:42Z,370000,False,-38.0,85.0,1,right,MISS K. Durant 9' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,9.32,Missed,,,,,,,,,,,,,,,
38,PT08M55.00S,2023-01-03T00:47:41.5Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,8,7,2023-01-03T00:47:42Z,380000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,
39,PT08M51.00S,2023-01-03T00:47:44.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631110,5.206964520367937,54.41176470588235,1610612759,8,7,2023-01-03T00:48:05Z,390000,False,-22.0,-4.0,1,left,MISS J. Sochan running Layup - blocked,"[1631110, 201142]",1610612759.0,SAS,running,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,2.24,Missed,Durant,201142.0,,,,,,,,,,,,,
40,PT08M51.00S,2023-01-03T00:47:44.4Z,1,REGULAR,block,,[],201142,,,1610612759,8,7,2023-01-03T00:47:46Z,400000,False,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M49.00S,2023-01-03T00:47:46.4Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,8,7,2023-01-03T00:48:05Z,410000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,
42,PT08M42.00S,2023-01-03T00:47:54.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,81.94809461235218,51.71568627450981,1610612751,10,7,2023-01-03T00:48:14Z,420000,False,9.0,117.0,1,right,K. Irving 11' pullup Jump Shot (2 PTS) (K. Durant 2 AST),"[202681, 201142]",1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,,,,11.75,Made,,,,,,,2.0,K. Durant,201142.0,2.0,,,,,
44,PT08M28.00S,2023-01-03T00:48:08.3Z,1,REGULAR,turnover,lost ball,[],1629640,,,1610612759,10,7,2023-01-03T00:48:17Z,440000,False,,,0,,K. Johnson lost ball TURNOVER (1 TO),"[1629640, 202681]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Right,1.0,Irving,202681.0,,,,,,,,,,,,,,,,,
45,PT08M28.00S,2023-01-03T00:48:08.3Z,1,REGULAR,steal,,[],202681,,,1610612751,10,7,2023-01-03T00:48:10Z,450000,False,,,0,,K. Irving STEAL (1 STL),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
46,PT08M24.00S,2023-01-03T00:48:12.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202681,94.30026281208936,47.30392156862745,1610612751,12,7,2023-01-03T00:48:35Z,460000,False,-13.0,1.0,1,right,K. Irving running Layup (4 PTS),[202681],1610612751.0,BKN,running,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,1.35,Made,,,,,,,4.0,,,,,,,,
47,PT08M24.00S,2023-01-03T00:48:20.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,12,7,2023-01-03T00:48:20Z,470000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M05.00S,2023-01-03T00:51:27.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,17.559132720105126,53.431372549019606,1610612759,12,7,2023-01-03T00:51:32Z,480000,False,-17.0,113.0,1,left,MISS J. Poeltl 11' turnaround Hook,[1627751],1610612759.0,SAS,turnaround,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,11.39,Missed,,,,,,,,,,,,,,,
49,PT08M02.00S,2023-01-03T00:51:30.5Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,12,7,2023-01-03T00:51:32Z,490000,False,,,0,,N. Claxton REBOUND (Off:1 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,48.0,3.0,2.0,1.0,,,,,,,,,
50,PT07M54.00S,2023-01-03T00:51:42.7Z,1,REGULAR,2pt,Jump Shot,[],201142,94.56307490144546,66.42156862745098,1610612751,14,7,2023-01-03T00:51:47Z,500000,False,82.0,-1.0,1,right,K. Durant 8' fadeaway Jump Shot (4 PTS) (B. Simmons 1 AST),"[201142, 1627732]",1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,,,,8.21,Made,,,,,,,4.0,B. Simmons,1627732.0,1.0,,,,,
52,PT07M54.00S,2023-01-03T00:51:46.0Z,1,REGULAR,foul,personal,['1freethrow'],1629640,,,1610612751,14,7,2023-01-03T00:51:53Z,520000,False,,,0,,K. Johnson shooting personal FOUL (1 PF) (Durant 1 FT),"[1629640, 201142]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Durant,201142.0
54,PT07M54.00S,2023-01-03T00:52:07.6Z,1,REGULAR,freethrow,1 of 1,[],201142,,,1610612751,15,7,2023-01-03T00:52:07Z,540000,False,,,0,,K. Durant Free Throw 1 of 1 (5 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,Made,,,,,,,5.0,,,,,,,,
55,PT07M38.00S,2023-01-03T00:52:25.1Z,1,REGULAR,2pt,Jump Shot,[],1630170,23.603810775295663,70.58823529411765,1610612759,15,7,2023-01-03T00:52:30Z,550000,False,-103.0,169.0,1,left,MISS D. Vassell 19' step back Shot,[1630170],1610612759.0,SAS,step back,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left Center,,,,19.82,Missed,,,,,,,,,,,,,,,
56,PT07M33.00S,2023-01-03T00:52:30.1Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612751,15,7,2023-01-03T00:52:30Z,560000,False,,,0,,B. Simmons REBOUND (Off:0 Def:1),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Left Center,,,,,,,,55.0,1.0,1.0,0.0,,,,,,,,,
57,PT07M26.00S,2023-01-03T00:52:37.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203552,93.24901445466492,56.86274509803921,1610612751,15,7,2023-01-03T00:52:43Z,570000,False,34.0,11.0,1,right,MISS S. Curry driving finger roll Layup,[203552],1610612751.0,BKN,driving finger roll,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,3.6,Missed,,,,,,,,,,,,,,,
58,PT07M23.00S,2023-01-03T00:52:40.0Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,15,7,2023-01-03T00:52:43Z,580000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,57.0,2.0,2.0,0.0,,,,,,,,,
59,PT07M20.00S,2023-01-03T00:52:43.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,26.363337713534822,79.65686274509804,1610612759,15,10,2023-01-03T00:53:06Z,590000,False,-148.0,195.0,1,left,D. Vassell 24' 3PT running (3 PTS) (T. Jones 2 AST),"[1630170, 1630200]",1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,,24.52,Made,,,,,,,3.0,T. Jones,1630200.0,2.0,,,,,
61,PT06M55.00S,2023-01-03T00:53:07.5Z,1,REGULAR,3pt,Jump Shot,[],202681,73.14388961892247,81.12745098039215,1610612751,18,10,2023-01-03T00:53:28Z,610000,False,156.0,200.0,1,right,K. Irving 25' 3PT step back (7 PTS),[202681],1610612751.0,BKN,step back,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,,25.33,Made,,,,,,,7.0,,,,,,,,
62,PT06M38.00S,2023-01-03T00:53:24.9Z,1,REGULAR,turnover,bad pass,[],1627751,,,1610612759,18,10,2023-01-03T01:07:16Z,620000,False,,,0,,J. Poeltl bad pass TURNOVER (1 TO),"[1627751, 203552]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Right,1.0,Curry,203552.0,,,,,,,,,,,,,,,,,
63,PT06M38.00S,2023-01-03T00:53:24.9Z,1,REGULAR,steal,,[],203552,,,1610612751,18,10,2023-01-03T00:53:26Z,630000,False,,,0,,S. Curry STEAL (1 STL),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
64,PT06M35.00S,2023-01-03T00:53:28.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629651,93.64323258869908,51.225490196078425,1610612751,20,10,2023-01-03T00:53:50Z,640000,False,6.0,7.0,1,right,N. Claxton running DUNK (4 PTS) (K. Durant 3 AST),"[1629651, 201142]",1610612751.0,BKN,running,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,0.95,Made,,,,,,,4.0,K. Durant,201142.0,3.0,,,,,
66,PT06M15.00S,2023-01-03T00:53:47.6Z,1,REGULAR,2pt,Jump Shot,[],1630200,12.565703022339028,68.62745098039215,1610612759,20,10,2023-01-03T01:09:39Z,660000,False,-93.0,66.0,1,left,MISS T. Jones 11' pullup Shot,[1630200],1610612759.0,SAS,pullup,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,,,,11.39,Missed,,,,,,,,,,,,,,,
67,PT06M15.00S,2023-01-03T00:53:47.6Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,20,10,2023-01-03T00:53:54Z,670000,False,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,,,,,,,,66.0,1.0,1.0,0.0,,,,,,,,,
68,PT06M01.00S,2023-01-03T00:54:03.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627732,92.06636005256242,51.9607843137255,1610612751,20,10,2023-01-03T00:54:09Z,680000,False,10.0,22.0,1,right,MISS B. Simmons Layup,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,,2.42,Missed,,,,,,,,,,,,,,,
69,PT06M01.00S,2023-01-03T00:54:03.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,20,10,2023-01-03T00:54:09Z,690000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,68.0,,,,,,,,,,,,
71,PT06M01.00S,2023-01-03T00:54:09.1Z,1,REGULAR,substitution,out,[],1630170,,,1610612751,20,10,2023-01-03T00:54:15Z,710000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M01.00S,2023-01-03T00:54:09.1Z,1,REGULAR,substitution,out,[],1630200,,,1610612751,20,10,2023-01-03T00:54:15Z,720000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M01.00S,2023-01-03T00:54:09.1Z,1,REGULAR,substitution,in,[],1631103,,,1610612751,20,10,2023-01-03T00:54:15Z,730000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M01.00S,2023-01-03T00:54:09.1Z,1,REGULAR,substitution,in,[],1626196,,,1610612751,20,10,2023-01-03T00:54:15Z,740000,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M57.00S,2023-01-03T00:54:28.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202681,94.30026281208936,50.0,1610612751,22,10,2023-01-03T00:54:32Z,750000,False,0.0,1.0,1,right,K. Irving driving finger roll Layup (9 PTS) (B. Simmons 2 AST),"[202681, 1627732]",1610612751.0,BKN,driving finger roll,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,0.11,Made,,,,,,,9.0,B. Simmons,1627732.0,2.0,,,,,
77,PT05M46.00S,2023-01-03T00:54:39.0Z,1,REGULAR,turnover,bad pass,[],1631103,,,1610612759,22,10,2023-01-03T00:54:46Z,770000,False,,,0,,M. Branham bad pass TURNOVER (1 TO),"[1631103, 1627732]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Mid-Range,16-24 Center,1.0,Simmons,1627732.0,,,,,,,,,,,,,,,,,
78,PT05M46.00S,2023-01-03T00:54:39.0Z,1,REGULAR,steal,,[],1627732,,,1610612751,22,10,2023-01-03T00:54:41Z,780000,False,,,0,,B. Simmons STEAL (1 STL),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
79,PT05M41.00S,2023-01-03T00:54:47.0Z,1,REGULAR,turnover,out-of-bounds,[],201142,,,1610612751,22,10,2023-01-03T00:54:53Z,790000,False,,,0,,K. Durant bad pass out-of-bounds TURNOVER (1 TO),[201142],1610612751.0,BKN,bad pass,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,1.0,,,,,,,,,,,,,,,1151.0,,,,
81,PT05M41.00S,2023-01-03T00:54:52.5Z,1,REGULAR,substitution,out,[],1627751,,,1610612759,22,10,2023-01-03T00:54:58Z,800000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M41.00S,2023-01-03T00:54:52.5Z,1,REGULAR,substitution,in,[],1628380,,,1610612759,22,10,2023-01-03T00:54:58Z,810000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M23.00S,2023-01-03T00:55:23.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629640,12.434296977660972,31.127450980392158,1610612759,22,12,2023-01-03T00:55:27Z,820000,False,94.0,64.0,1,left,K. Johnson 11' driving floating bank Jump Shot (4 PTS) (J. Richardson 1 AST),"[1629640, 1626196]",1610612759.0,SAS,driving floating bank,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Right,,,,11.43,Made,,,,,,,4.0,J. Richardson,1626196.0,1.0,,,,,
85,PT05M11.00S,2023-01-03T00:55:33.5Z,1,REGULAR,3pt,Jump Shot,[],202681,76.69185282522996,88.72549019607843,1610612751,25,12,2023-01-03T00:55:37Z,840000,False,194.0,167.0,1,right,K. Irving 25' 3PT  (12 PTS) (B. Simmons 3 AST),"[202681, 1627732]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,,25.54,Made,,,,,,,12.0,B. Simmons,1627732.0,3.0,,,,,
