actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
40,PT07M30.00S,2024-03-06T01:18:46.3Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,8,9,2024-03-06T01:18:52Z,400000,False,,,0,,J. Sochan REBOUND (Off:0 Def:2),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,39.0,2.0,2.0,0.0,,,,,,,,
41,PT07M25.00S,2024-03-06T01:18:50.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631110,89.43823915900131,52.20588235294118,1610612759,8,11,2024-03-06T02:05:42Z,410000,False,11.0,47.0,1,right,J. Sochan driving floating Jump Shot (4 PTS),[1631110],1610612759.0,SAS,driving floating,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,4.81,Made,4.0,,,,,,,,,,,,,,,,,
42,PT07M01.00S,2024-03-06T01:19:15.0Z,1,REGULAR,3pt,Jump Shot,[],1630224,31.09395532194481,68.87254901960785,1610612745,8,11,2024-03-06T01:19:21Z,420000,False,-94.0,240.0,1,left,MISS J. Green 25' step back 3PT,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.77,Missed,,,,,,,,,,,,,,,,,,
43,PT06M55.00S,2024-03-06T01:19:21.0Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,8,11,2024-03-06T01:19:21Z,430000,False,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,42.0,2.0,2.0,0.0,,,,,,,,
44,PT06M40.00S,2024-03-06T01:19:35.8Z,1,REGULAR,2pt,Jump Shot,[],1630200,93.11760840998686,72.30392156862744,1610612759,8,11,2024-03-06T01:21:37Z,440000,False,112.0,12.0,1,right,MISS T. Jones 11' driving floating Shot,[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,11.22,Missed,,,,,,,,,,,,,,,,,,
45,PT06M38.00S,2024-03-06T01:19:37.8Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,8,11,2024-03-06T01:19:47Z,450000,False,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Right,,,,,,,,,44.0,2.0,2.0,0.0,,,,,,,,
46,PT06M30.00S,2024-03-06T01:19:45.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,6.258212877792378,44.85294117647059,1610612745,10,11,2024-03-06T01:19:52Z,460000,False,26.0,6.0,1,left,J. Green driving Layup (2 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.65,Made,2.0,,,,,,,,,,,,,,,,,
47,PT06M19.00S,2024-03-06T01:19:56.7Z,1,REGULAR,2pt,Jump Shot,[],1630170,74.72076215505913,60.78431372549019,1610612759,10,11,2024-03-06T01:21:52Z,470000,False,54.0,185.0,1,right,MISS D. Vassell 19' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Center,19.28,Missed,,,,,,,,,,,,,,,,,,
48,PT06M18.00S,2024-03-06T01:19:57.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,10,11,2024-03-06T01:20:07Z,480000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,47.0,,,,,,,,,,,
49,PT06M18.00S,2024-03-06T01:20:07.8Z,1,REGULAR,foul,personal,[],1627832,,,1610612759,10,11,2024-03-06T01:20:32Z,490000,False,,,0,,F. VanVleet loose ball personal FOUL (1 PF),"[1627832, 1630577]",1610612745.0,HOU,loose ball,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628484.0,,,,1.0,0.0,Champagnie,1630577.0
51,PT06M18.00S,2024-03-06T01:20:18.2Z,1,REGULAR,substitution,out,[],1630577,,,1610612759,10,11,2024-03-06T01:20:23Z,510000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M18.00S,2024-03-06T01:20:18.2Z,1,REGULAR,substitution,out,[],1641705,,,1610612759,10,11,2024-03-06T01:20:23Z,520000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M18.00S,2024-03-06T01:20:18.2Z,1,REGULAR,substitution,in,[],1629640,,,1610612759,10,11,2024-03-06T01:20:23Z,530000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M18.00S,2024-03-06T01:20:18.2Z,1,REGULAR,substitution,in,[],1628380,,,1610612759,10,11,2024-03-06T01:20:23Z,540000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M09.00S,2024-03-06T01:20:40.7Z,1,REGULAR,turnover,out-of-bounds,[],1630200,,,1610612759,10,11,2024-03-06T01:20:50Z,550000,False,,,0,,T. Jones bad pass out-of-bounds TURNOVER (1 TO),[1630200],1610612759.0,SAS,bad pass,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200833.0,1.0,,,,,,
58,PT05M58.00S,2024-03-06T01:21:10.0Z,1,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612745,10,11,2024-03-06T01:21:18Z,580000,False,,,0,,Z. Collins shooting personal FOUL (1 PF) (Sengun 2 FT),"[1628380, 1630578]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628484.0,,,,1.0,0.0,Sengun,1630578.0
60,PT05M58.00S,2024-03-06T01:21:25.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630578,,,1610612745,11,11,2024-03-06T01:21:25Z,600000,False,,,0,,A. Sengun Free Throw 1 of 2 (3 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
61,PT05M58.00S,2024-03-06T01:21:26.5Z,1,REGULAR,substitution,out,[],1631095,,,1610612745,11,11,2024-03-06T01:21:31Z,610000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT05M58.00S,2024-03-06T01:21:26.5Z,1,REGULAR,substitution,in,[],1641708,,,1610612745,11,11,2024-03-06T01:21:31Z,620000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT05M58.00S,2024-03-06T01:21:25.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630578,,,1610612745,11,11,2024-03-06T01:21:58Z,630000,False,,,0,,MISS A. Sengun Free Throw 2 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
64,PT05M58.00S,2024-03-06T01:21:25.6Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,11,11,2024-03-06T01:21:58Z,640000,False,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,
65,PT05M39.00S,2024-03-06T01:22:06.5Z,1,REGULAR,2pt,Jump Shot,[],1630170,75.90341655716163,62.5,1610612759,11,11,2024-03-06T01:22:14Z,650000,False,62.0,174.0,1,right,MISS D. Vassell 18' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Right Center,18.49,Missed,,,,,,,,,,,,,,,,,,
66,PT05M37.00S,2024-03-06T01:22:08.5Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,11,11,2024-03-06T01:22:14Z,660000,False,,,0,,A. Sengun REBOUND (Off:0 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Right Center,,,,,,,,,65.0,3.0,3.0,0.0,,,,,,,,
67,PT05M19.00S,2024-03-06T01:22:25.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,7.835085413929041,46.07843137254902,1610612745,13,11,2024-03-06T01:22:31Z,670000,False,20.0,21.0,1,left,A. Sengun cutting Layup (5 PTS) (J. Green 1 AST),"[1630578, 1630224]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.88,Made,5.0,J. Green,1630224.0,1.0,,,,,,,,,,,,,,
69,PT05M07.00S,2024-03-06T01:22:37.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630170,93.38042049934296,49.01960784313725,1610612759,13,13,2024-03-06T01:22:43Z,690000,False,-5.0,10.0,1,right,D. Vassell alley-oop DUNK (2 PTS) (Z. Collins 1 AST),"[1630170, 1628380]",1610612759.0,SAS,alley-oop,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,1.09,Made,2.0,Z. Collins,1628380.0,1.0,,,,,,,,,,,,,,
71,PT04M55.00S,2024-03-06T01:22:49.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,13.87976346911958,48.28431372549019,1610612745,15,13,2024-03-06T01:23:55Z,710000,False,9.0,78.0,1,left,A. Sengun 7' bank Hook (7 PTS) (J. Green 2 AST),"[1630578, 1630224]",1610612745.0,HOU,bank,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,7.85,Made,7.0,J. Green,1630224.0,2.0,,,,,,,,,,,,,,
73,PT04M36.00S,2024-03-06T01:23:08.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,92.59198423127464,59.068627450980394,1610612759,15,13,2024-03-06T01:23:14Z,730000,False,45.0,17.0,1,right,MISS Z. Collins Hook,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,4.84,Missed,,,,,,,,,,,,,,,,,,
74,PT04M34.00S,2024-03-06T01:23:10.3Z,1,REGULAR,rebound,offensive,[],1628380,,,1610612759,15,13,2024-03-06T01:23:14Z,740000,False,,,0,,Z. Collins REBOUND (Off:1 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,73.0,2.0,1.0,1.0,,,,,,,,
75,PT04M33.00S,2024-03-06T01:23:11.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628380,93.38042049934296,53.92156862745098,1610612759,15,13,2024-03-06T01:23:21Z,750000,False,20.0,10.0,1,right,MISS Z. Collins putback Layup - blocked,"[1628380, 1641708]",1610612759.0,SAS,putback,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,2.19,Missed,,,,,Thompson,1641708.0,,,,,,,,,,,,
76,PT04M33.00S,2024-03-06T01:23:11.9Z,1,REGULAR,block,,[],1641708,,,1610612759,15,13,2024-03-06T01:23:14Z,760000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
77,PT04M33.00S,2024-03-06T01:23:11.9Z,1,REGULAR,rebound,offensive,[],1630200,,,1610612759,15,13,2024-03-06T01:23:21Z,770000,False,,,0,,T. Jones REBOUND (Off:1 Def:0),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,75.0,1.0,0.0,1.0,,,,,,,,
78,PT04M29.00S,2024-03-06T01:23:16.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630200,93.38042049934296,48.03921568627451,1610612759,15,15,2024-03-06T01:24:37Z,780000,False,-10.0,10.0,1,right,T. Jones driving reverse Layup (4 PTS),[1630200],1610612759.0,SAS,driving reverse,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1.38,Made,4.0,,,,,,,,,,,,,,,,,
79,PT04M13.00S,2024-03-06T01:23:31.1Z,1,REGULAR,3pt,Jump Shot,[],1630224,30.17411300919842,68.62745098039215,1610612745,18,15,2024-03-06T01:23:37Z,790000,False,-93.0,231.0,1,left,J. Green 24' 3PT pullup (5 PTS),[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,24.91,Made,5.0,,,,,,,,,,,,,,,,,
80,PT04M02.00S,2024-03-06T01:23:42.8Z,1,REGULAR,3pt,Jump Shot,[],1631110,74.85216819973719,11.27450980392157,1610612759,18,15,2024-03-06T01:23:49Z,800000,False,-194.0,184.0,1,right,MISS J. Sochan 26' 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,26.7,Missed,,,,,,,,,,,,,,,,,,
81,PT03M57.00S,2024-03-06T01:23:47.8Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612745,18,15,2024-03-06T01:23:49Z,810000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,,,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,
