actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
20,PT10M01.00S,2023-12-28T01:13:25.8Z,1,REGULAR,foul,personal,[],203994,,,1610612745,4,2,2023-12-28T01:13:32Z,200000,False,,,0,,J. Nurkic personal FOUL (1 PF),"[203994, 1630578]",1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Mid-Range,16-24 Center,,,,,,,,203591.0,,1.0,0.0,Sengun,1630578.0,,,,,,,
22,PT09M47.00S,2023-12-28T01:13:54.4Z,1,REGULAR,2pt,Jump Shot,[],1631095,78.26872536136662,32.59803921568628,1610612745,4,2,2023-12-28T01:14:02Z,220000,False,-87.0,152.0,1,right,MISS J. Smith Jr. 17' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Left Center,17.5,Missed,,,,,,,,,,,,,,,,,,
23,PT09M47.00S,2023-12-28T01:13:54.4Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,4,2,2023-12-28T01:14:02Z,230000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT09M39.00S,2023-12-28T01:14:03.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,7.046649145860711,44.36274509803921,1610612756,4,4,2023-12-28T01:14:08Z,240000,False,28.0,14.0,1,left,E. Gordon driving Layup (4 PTS) (K. Durant 1 AST),"[201569, 201142]",1610612756.0,PHX,driving,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,3.14,Made,,,,,4.0,,,,,,,K. Durant,201142.0,1.0,,,,
26,PT09M28.00S,2023-12-28T01:14:14.0Z,1,REGULAR,3pt,Jump Shot,[],1627832,66.44218134034165,46.568627450980394,1610612745,4,4,2023-12-28T01:14:22Z,260000,False,-17.0,263.0,1,right,MISS F. VanVleet 26' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,26.35,Missed,,,,,,,,,,,,,,,,,,
27,PT09M27.00S,2023-12-28T01:14:15.0Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,4,4,2023-12-28T01:14:22Z,270000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:2),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Center,,,26.0,2.0,2.0,0.0,,,,,,,,,,,,,,
29,PT09M16.00S,2023-12-28T01:14:40.5Z,1,REGULAR,foul,technical,['1freethrow'],1630578,,,1610612756,4,4,2023-12-28T01:14:48Z,290000,False,,,0,,A. Sengun defensive-3-second technical FOUL (1 Tech),[1630578],1610612745.0,HOU,defensive-3-second,,,Sengun,A. Sengun,,,,,,,,,,,,,,1628171.0,,0.0,1.0,,,,,,,,,
30,PT09M16.00S,2023-12-28T01:14:49.7Z,1,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,4,5,2023-12-28T01:14:49Z,300000,False,,,0,,D. Booker technical Free Throw 1 of 1 (1 PTS),[1626164],1610612756.0,PHX,technical,,,Booker,D. Booker,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
31,PT09M03.00S,2023-12-28T01:15:16.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,9.017739816031538,51.71568627450981,1610612756,4,5,2023-12-28T01:15:32Z,310000,False,-9.0,32.0,1,left,MISS D. Booker driving finger roll Layup,[1626164],1610612756.0,PHX,driving finger roll,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,3.34,Missed,,,,,,,,,,,,,,,,,,
32,PT09M02.00S,2023-12-28T01:15:20.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,4,5,2023-12-28T01:15:20Z,320000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,31.0,,,,,,,,,,,,,,,,,
34,PT09M00.00S,2023-12-28T01:15:44.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201569,6.1268068331143235,2.941176470588235,1610612756,4,5,2023-12-28T01:15:54Z,340000,False,235.0,5.0,1,left,MISS E. Gordon 3PT,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Right Corner 3,24+ Right,23.54,Missed,,,,,,,,,,,,,,,,,,
35,PT08M59.00S,2023-12-28T01:15:45.4Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,4,5,2023-12-28T01:15:54Z,350000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,34.0,2.0,2.0,0.0,,,,,,,,,,,,,,
36,PT08M43.00S,2023-12-28T01:16:01.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,83.26215505913272,44.6078431372549,1610612745,4,5,2023-12-28T01:16:08Z,360000,False,-27.0,105.0,1,right,MISS A. Sengun 10' turnaround fadeaway Shot,[1630578],1610612745.0,HOU,turnaround fadeaway,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,10.82,Missed,,,,,,,,,,,,,,,,,,
37,PT08M43.00S,2023-12-28T01:16:01.4Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,4,5,2023-12-28T01:16:08Z,370000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:3),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),8-16 Center,,,36.0,3.0,3.0,0.0,,,,,,,,,,,,,,
38,PT08M33.00S,2023-12-28T01:16:10.9Z,1,REGULAR,3pt,Jump Shot,[],1626164,32.14520367936925,65.44117647058823,1610612756,4,5,2023-12-28T01:16:17Z,380000,False,-77.0,250.0,1,left,MISS D. Booker 26' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,26.14,Missed,,,,,,,,,,,,,,,,,,
39,PT08M32.00S,2023-12-28T01:16:11.9Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,4,5,2023-12-28T01:16:17Z,390000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
40,PT08M26.00S,2023-12-28T01:16:19.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627832,94.03745072273325,53.18627450980392,1610612745,6,5,2023-12-28T02:20:21Z,400000,False,16.0,4.0,1,right,F. VanVleet running finger roll Layup (2 PTS),[1627832],1610612745.0,HOU,running finger roll,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,1.63,Made,,,,,2.0,,,,,,,,,,,,,
41,PT08M09.00S,2023-12-28T01:16:35.5Z,1,REGULAR,3pt,Jump Shot,[],203994,34.11629434954008,47.794117647058826,1610612756,6,8,2023-12-28T01:16:42Z,410000,False,11.0,268.0,1,left,J. Nurkic 26' 3PT  (3 PTS) (G. Allen 1 AST),"[203994, 1628960]",1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Center,26.84,Made,,,,,3.0,,,,,,,G. Allen,1628960.0,1.0,,,,
43,PT07M45.00S,2023-12-28T01:17:21.8Z,1,REGULAR,jumpball,recovered,[],201142,,,1610612745,6,8,2023-12-28T01:17:21Z,430000,False,,,0,,Jump Ball D. Booker vs. J. Green: Tip to K. Durant,"[201142, 1626164, 1630224]",1610612756.0,PHX,heldball,K. Durant,201142.0,Durant,K. Durant,Booker,1626164.0,Green,1630224.0,,,,,,,,,,,,,,,,,,,,,,
46,PT07M45.00S,2023-12-28T01:17:21.8Z,1,REGULAR,turnover,lost ball,[],1630224,,,1610612745,6,8,2023-12-28T01:17:21Z,460000,False,,,0,,J. Green lost ball TURNOVER (1 TO),"[1630224, 1626164]",1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,1.0,,,,,,,,Booker,1626164.0,,
47,PT07M45.00S,2023-12-28T01:17:21.8Z,1,REGULAR,steal,,[],1626164,,,1610612756,6,8,2023-12-28T01:17:21Z,470000,False,,,0,,D. Booker STEAL (1 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M38.00S,2023-12-28T01:17:29.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203994,6.783837056504599,53.18627450980392,1610612756,6,8,2023-12-28T01:17:38Z,480000,False,-16.0,11.0,1,left,MISS J. Nurkic turnaround bank Shot,[203994],1610612756.0,PHX,turnaround bank,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,1.95,Missed,,,,,,,,,,,,,,,,,,
49,PT07M37.00S,2023-12-28T01:17:30.7Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,6,8,2023-12-28T01:24:55Z,490000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,48.0,2.0,2.0,0.0,,,,,,,,,,,,,,
105,PT07M36.00S,2023-12-28T01:17:32.0Z,1,REGULAR,turnover,out-of-bounds,[],1631095,,,1610612745,6,8,2023-12-28T01:27:45Z,495000,False,,,0,,J. Smith Jr. bad pass out-of-bounds TURNOVER (1 TO),[1631095],1610612745.0,HOU,bad pass,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1193.0,1.0,,,,,,,,,,,
51,PT07M33.00S,2023-12-28T01:17:49.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203994,6.521024967148489,49.754901960784316,1610612756,6,10,2023-12-28T01:27:26Z,510000,False,1.0,9.0,1,left,J. Nurkic cutting DUNK (5 PTS) (K. Durant 2 AST),"[203994, 201142]",1610612756.0,PHX,cutting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,5.0,,,,,,,K. Durant,201142.0,2.0,,,,
53,PT07M19.00S,2023-12-28T01:18:02.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,93.64323258869908,51.71568627450981,1610612745,8,10,2023-12-28T01:18:08Z,530000,False,9.0,7.0,1,right,A. Sengun driving Layup (2 PTS) (F. VanVleet 1 AST),"[1630578, 1627832]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,2.0,,,,,,,F. VanVleet,1627832.0,1.0,,,,
55,PT07M07.00S,2023-12-28T01:18:15.2Z,1,REGULAR,2pt,Jump Shot,[],1626164,9.937582128777924,27.205882352941174,1610612756,8,10,2023-12-28T01:18:22Z,550000,False,114.0,41.0,1,left,MISS D. Booker 12' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,12.11,Missed,,,,,,,,,,,,,,,,,,
56,PT07M06.00S,2023-12-28T01:18:16.2Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,8,10,2023-12-28T01:18:22Z,560000,False,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Mid-Range,8-16 Right,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,,
57,PT07M02.00S,2023-12-28T01:18:21.0Z,1,REGULAR,foul,personal,[],1626164,,,1610612745,8,10,2023-12-28T01:18:31Z,570000,False,,,0,,D. Booker personal FOUL (1 PF),"[1626164, 1630224]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,,,,,,203591.0,,1.0,0.0,Green,1630224.0,,,,,,,
59,PT06M51.00S,2023-12-28T01:18:45.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,91.40932982917214,48.03921568627451,1610612745,10,10,2023-12-28T01:18:50Z,590000,False,-10.0,28.0,1,right,A. Sengun driving Hook (4 PTS) (J. Green 1 AST),"[1630578, 1630224]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.99,Made,,,,,4.0,,,,,,,J. Green,1630224.0,1.0,,,,
61,PT06M40.00S,2023-12-28T01:18:55.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,18.873193166885677,49.50980392156863,1610612756,10,12,2023-12-28T01:19:22Z,610000,False,2.0,125.0,1,left,D. Booker 12' pullup Jump Shot (3 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,12.49,Made,,,,,3.0,,,,,,,,,,,,,
62,PT06M33.00S,2023-12-28T01:19:04.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,91.93495400788436,45.09803921568628,1610612745,10,12,2023-12-28T01:40:30Z,620000,False,-25.0,23.0,1,right,MISS J. Green driving Layup - blocked,"[1630224, 201142]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.38,Missed,,,,,,,,,,,,,,,,,Durant,201142.0
63,PT06M33.00S,2023-12-28T01:19:04.2Z,1,REGULAR,block,,[],201142,,,1610612745,10,12,2023-12-28T01:19:07Z,630000,False,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
64,PT06M32.00S,2023-12-28T01:19:05.2Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,10,12,2023-12-28T01:40:30Z,640000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:4),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,62.0,4.0,4.0,0.0,,,,,,,,,,,,,,
170,PT06M31.00S,2023-12-28T01:19:07.1Z,1,REGULAR,turnover,bad pass,[],203994,,,1610612756,10,12,2023-12-28T01:41:05Z,645000,False,,,0,,J. Nurkic bad pass TURNOVER (1 TO),"[203994, 1631095]",1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Left,,,,,,,,,1.0,,,,,,,,Smith Jr.,1631095.0,,
171,PT06M31.00S,2023-12-28T01:19:07.1Z,1,REGULAR,steal,,[],1631095,,,1610612745,10,12,2023-12-28T01:41:05Z,647500,False,,,0,,J. Smith Jr. STEAL (1 STL),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
65,PT06M27.00S,2023-12-28T01:19:10.0Z,1,REGULAR,foul,personal,['2freethrow'],203994,,,1610612745,10,12,2023-12-28T01:19:28Z,650000,False,,,0,,J. Nurkic shooting personal FOUL (2 PF) (Smith Jr. 2 FT),"[203994, 1631095]",1610612756.0,PHX,shooting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,1193.0,,2.0,0.0,Smith Jr.,1631095.0,,,,,,,
67,PT06M27.00S,2023-12-28T01:19:23.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,10,12,2023-12-28T01:19:23Z,670000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M27.00S,2023-12-28T01:21:52.6Z,1,REGULAR,substitution,out,[],203994,,,1610612745,10,12,2023-12-28T01:22:23Z,680000,False,,,0,,SUB out: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M27.00S,2023-12-28T01:21:52.6Z,1,REGULAR,substitution,in,[],1628962,,,1610612745,10,12,2023-12-28T01:22:23Z,690000,False,,,0,,SUB in: U. Azubuike,[1628962],1610612756.0,PHX,,,,Azubuike,U. Azubuike,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M27.00S,2023-12-28T01:22:39.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1631095,,,1610612745,11,12,2023-12-28T01:41:05Z,700000,False,,,0,,J. Smith Jr. Free Throw 1 of 2 (1 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
71,PT06M27.00S,2023-12-28T01:23:00.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1631095,,,1610612745,12,12,2023-12-28T01:41:05Z,710000,False,,,0,,J. Smith Jr. Free Throw 2 of 2 (2 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
72,PT06M11.00S,2023-12-28T01:23:18.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628962,7.966491458607096,49.26470588235294,1610612756,12,14,2023-12-28T01:23:25Z,720000,False,4.0,22.0,1,left,U. Azubuike cutting Layup (2 PTS) (K. Durant 3 AST),"[1628962, 201142]",1610612756.0,PHX,cutting,,,Azubuike,U. Azubuike,,,,,Restricted Area,0-8 Center,2.27,Made,,,,,2.0,,,,,,,K. Durant,201142.0,3.0,,,,
74,PT05M51.00S,2023-12-28T01:23:38.1Z,1,REGULAR,2pt,Jump Shot,[],1627832,78.9257555847569,32.35294117647059,1610612745,14,14,2023-12-28T01:23:43Z,740000,False,-88.0,146.0,1,right,F. VanVleet 17' pullup Jump Shot (4 PTS) (A. Sengun 1 AST),"[1627832, 1630578]",1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Left Center,17.02,Made,,,,,4.0,,,,,,,A. Sengun,1630578.0,1.0,,,,
76,PT05M39.00S,2023-12-28T01:23:50.8Z,1,REGULAR,foul,personal,['2freethrow'],1630256,,,1610612756,14,14,2023-12-28T01:23:56Z,760000,False,,,0,,J. Tate shooting personal FOUL (1 PF) (Durant 2 FT),"[1630256, 201142]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1193.0,,1.0,0.0,Durant,201142.0,,,,,,,
78,PT05M39.00S,2023-12-28T01:24:12.5Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612756,14,15,2023-12-28T01:24:12Z,780000,False,,,0,,K. Durant Free Throw 1 of 2 (1 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
79,PT05M39.00S,2023-12-28T01:24:13.4Z,1,REGULAR,substitution,out,[],1630256,,,1610612756,14,15,2023-12-28T01:24:31Z,790000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M39.00S,2023-12-28T01:24:13.4Z,1,REGULAR,substitution,out,[],1630578,,,1610612756,14,15,2023-12-28T01:24:31Z,800000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M39.00S,2023-12-28T01:24:13.4Z,1,REGULAR,substitution,in,[],201145,,,1610612756,14,15,2023-12-28T01:24:31Z,810000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M39.00S,2023-12-28T01:24:13.4Z,1,REGULAR,substitution,in,[],1631106,,,1610612756,14,15,2023-12-28T01:24:31Z,820000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M39.00S,2023-12-28T01:24:46.7Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612756,14,15,2023-12-28T01:24:46Z,830000,False,,,0,,MISS K. Durant Free Throw 2 of 2,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
84,PT05M37.00S,2023-12-28T01:24:47.7Z,1,REGULAR,rebound,defensive,[],201145,,,1610612745,14,15,2023-12-28T01:24:47Z,840000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,,,
85,PT05M23.00S,2023-12-28T01:25:01.4Z,1,REGULAR,3pt,Jump Shot,[],1630224,73.53810775295663,84.80392156862744,1610612745,14,15,2023-12-28T01:25:26Z,850000,False,174.0,196.0,1,right,MISS J. Green 26' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,26.22,Missed,,,,,,,,,,,,,,,,,,
