actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
36,PT09M04.00S,2024-03-22T00:18:49.9Z,1,REGULAR,3pt,Jump Shot,[],1628470,66.70499342969777,27.205882352941174,1610612741,4,8,2024-03-22T00:18:55Z,360000,False,-114.0,260.0,1,right,T. Craig 28' 3PT  (3 PTS) (N. Vucevic 1 AST),"[1628470, 202696]",1610612741.0,CHI,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Left Center,28.44,Made,,,,,,,,,,,,,3.0,N. Vucevic,202696.0,1.0,,
38,PT08M56.00S,2024-03-22T00:19:01.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,7.046649145860711,52.20588235294118,1610612745,6,8,2024-03-22T00:19:07Z,380000,False,-11.0,14.0,1,left,A. Thompson driving Layup (2 PTS),[1641708],1610612745.0,HOU,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,,,,,,,,,2.0,,,,,
39,PT08M56.00S,2024-03-22T00:19:05.0Z,1,REGULAR,foul,personal,['1freethrow'],1630245,,,1610612745,6,8,2024-03-22T00:19:14Z,390000,False,,,0,,A. Dosunmu shooting personal FOUL (1 PF) (Thompson 1 FT),"[1630245, 1641708]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,200832.0,1.0,0.0,Thompson,1641708.0,,,,,,,,,
41,PT08M56.00S,2024-03-22T00:19:27.6Z,1,REGULAR,freethrow,1 of 1,[],1641708,,,1610612745,7,8,2024-03-22T00:19:27Z,410000,False,,,0,,A. Thompson Free Throw 1 of 1 (3 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
42,PT08M37.00S,2024-03-22T00:19:49.1Z,1,REGULAR,2pt,Jump Shot,[],201942,89.56964520367937,73.77450980392157,1610612741,7,10,2024-03-22T00:20:10Z,420000,False,119.0,46.0,1,right,D. DeRozan 12' step back Jump Shot (2 PTS),[201942],1610612741.0,CHI,step back,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,12.73,Made,,,,,,,,,,,,,2.0,,,,,
43,PT08M30.00S,2024-03-22T00:19:55.8Z,1,REGULAR,3pt,Jump Shot,[],1628415,25.837713534822605,16.911764705882355,1610612745,10,10,2024-03-22T00:20:06Z,430000,False,165.0,190.0,1,left,D. Brooks 25' 3PT pullup (5 PTS) (A. Thompson 1 AST),"[1628415, 1641708]",1610612745.0,HOU,pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,25.22,Made,,,,,,,,,,,,,5.0,A. Thompson,1641708.0,1.0,,
45,PT08M26.00S,2024-03-22T00:20:10.0Z,1,REGULAR,foul,technical,['1freethrow'],1627832,,,1610612741,10,10,2024-03-22T00:20:29Z,450000,False,,,0,,F. VanVleet technical FOUL (1 Tech),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,200832.0,1.0,1.0,,,,,,,,,,,
46,PT08M26.00S,2024-03-22T00:20:39.7Z,1,REGULAR,freethrow,1 of 1,[],201942,,,1610612741,10,11,2024-03-22T00:20:39Z,460000,False,,,0,,D. DeRozan technical Free Throw 1 of 1 (3 PTS),[201942],1610612741.0,CHI,technical,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
47,PT08M09.00S,2024-03-22T00:21:11.7Z,1,REGULAR,turnover,bad pass,[],1627936,,,1610612741,10,11,2024-03-22T00:21:23Z,470000,False,,,0,,A. Caruso bad pass TURNOVER (1 TO),"[1627936, 1641708]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Thompson,1641708.0,,,,,,
48,PT08M09.00S,2024-03-22T00:21:11.7Z,1,REGULAR,steal,,[],1641708,,,1610612745,10,11,2024-03-22T00:22:17Z,480000,False,,,0,,A. Thompson STEAL (1 STL),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
49,PT07M57.00S,2024-03-22T00:21:22.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630224,7.440867279894875,49.01960784313725,1610612745,12,11,2024-03-22T00:21:28Z,490000,False,5.0,17.0,1,left,J. Green driving Layup (4 PTS) (F. VanVleet 2 AST),"[1630224, 1627832]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.81,Made,,,,,,,,,,,,,4.0,F. VanVleet,1627832.0,2.0,,
51,PT07M44.00S,2024-03-22T00:21:35.5Z,1,REGULAR,3pt,Jump Shot,[],1628470,86.94152431011827,4.166666666666666,1610612741,12,11,2024-03-22T00:21:46Z,510000,False,-229.0,70.0,1,right,MISS T. Craig 3PT,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Left Corner 3,24+ Left,23.97,Missed,,,,,,,,,,,,,,,,,,
52,PT07M42.00S,2024-03-22T00:21:37.5Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,12,11,2024-03-22T00:21:46Z,520000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Left Corner 3,24+ Left,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,,
53,PT07M30.00S,2024-03-22T00:21:53.1Z,1,REGULAR,foul,offensive,[],1631095,,,1610612745,12,11,2024-03-22T00:21:58Z,530000,False,,,0,,J. Smith Jr. offensive FOUL (2 PF),"[1631095, 1627936]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,,,,,,,201638.0,2.0,0.0,Caruso,1627936.0,,,,,,,,,
55,PT07M30.00S,2024-03-22T00:21:53.1Z,1,REGULAR,turnover,offensive foul,[],1631095,,,1610612745,12,11,2024-03-22T00:21:53Z,550000,False,,,0,,J. Smith Jr. offensive foul TURNOVER (1 TO),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,,,,,,,201638.0,,,,,1.0,,,,,,,,
56,PT07M30.00S,2024-03-22T00:22:02.3Z,1,REGULAR,substitution,out,[],1631095,,,1610612741,12,11,2024-03-22T00:22:06Z,560000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M30.00S,2024-03-22T00:22:02.3Z,1,REGULAR,substitution,in,[],1629111,,,1610612741,12,11,2024-03-22T00:22:06Z,570000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M18.00S,2024-03-22T00:22:31.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202696,89.56964520367937,64.70588235294117,1610612741,12,11,2024-03-22T00:22:39Z,580000,False,74.0,46.0,1,right,MISS N. Vucevic 8' turnaround Hook,[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Right,8.64,Missed,,,,,,,,,,,,,,,,,,
59,PT07M16.00S,2024-03-22T00:22:33.0Z,1,REGULAR,rebound,offensive,[],1628470,,,1610612741,12,11,2024-03-22T00:22:39Z,590000,False,,,0,,T. Craig REBOUND (Off:1 Def:0),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,In The Paint (Non-RA),8-16 Right,,,58.0,1.0,0.0,1.0,,,,,,,,,,,,,,
60,PT07M15.00S,2024-03-22T00:22:34.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628470,93.9060446780552,48.03921568627451,1610612741,12,13,2024-03-22T00:22:43Z,600000,False,-10.0,5.0,1,right,T. Craig putback Layup (5 PTS),[1628470],1610612741.0,CHI,putback,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,1.09,Made,,,,,,,,,,,,,5.0,,,,,
61,PT07M03.00S,2024-03-22T00:22:46.2Z,1,REGULAR,3pt,Jump Shot,[],1627832,28.465834428383708,23.284313725490197,1610612745,15,13,2024-03-22T00:22:50Z,610000,False,134.0,215.0,1,left,F. VanVleet 25' 3PT pullup (3 PTS),[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,25.32,Made,,,,,,,,,,,,,3.0,,,,,
62,PT06M49.00S,2024-03-22T00:23:00.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628470,80.50262812089356,44.11764705882353,1610612741,15,13,2024-03-22T00:23:07Z,620000,False,-29.0,131.0,1,right,MISS T. Craig 13' fadeaway Shot,[1628470],1610612741.0,CHI,fadeaway,,,Craig,T. Craig,,,,,In The Paint (Non-RA),8-16 Center,13.41,Missed,,,,,,,,,,,,,,,,,,
63,PT06M48.00S,2024-03-22T00:23:01.8Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,15,13,2024-03-22T00:23:07Z,630000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,62.0,1.0,1.0,0.0,,,,,,,,,,,,,,
64,PT06M43.00S,2024-03-22T00:23:09.9Z,1,REGULAR,foul,personal,['2freethrow'],1627936,,,1610612745,15,13,2024-03-22T00:23:21Z,640000,False,,,0,,A. Caruso shooting personal FOUL (2 PF) (Landale 2 FT),"[1627936, 1629111]",1610612741.0,CHI,shooting,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,,,1628171.0,2.0,0.0,Landale,1629111.0,,,,,,,,,
66,PT06M43.00S,2024-03-22T00:23:32.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629111,,,1610612745,16,13,2024-03-22T00:23:32Z,660000,False,,,0,,J. Landale Free Throw 1 of 2 (1 PTS),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
67,PT06M43.00S,2024-03-22T00:23:33.2Z,1,REGULAR,substitution,out,[],1627936,,,1610612745,16,13,2024-03-22T00:23:38Z,670000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M43.00S,2024-03-22T00:23:33.2Z,1,REGULAR,substitution,in,[],1629632,,,1610612745,16,13,2024-03-22T00:23:38Z,680000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M43.00S,2024-03-22T00:23:48.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629111,,,1610612745,17,13,2024-03-22T00:23:48Z,690000,False,,,0,,J. Landale Free Throw 2 of 2 (2 PTS),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
70,PT06M32.00S,2024-03-22T00:24:00.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,90.88370565045992,64.4607843137255,1610612741,17,13,2024-03-22T00:24:12Z,700000,False,72.0,33.0,1,right,MISS A. Dosunmu 7' driving Layup,[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,7.96,Missed,,,,,,,,,,,,,,,,,,
71,PT06M31.00S,2024-03-22T00:24:01.6Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,17,13,2024-03-22T00:24:33Z,710000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,70.0,2.0,1.0,1.0,,,,,,,,,,,,,,
72,PT06M31.00S,2024-03-22T00:24:06.7Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",202696,94.40999984741211,50.0,1610612741,17,15,2024-03-22T00:24:38Z,720000,False,0.0,0.0,1,right,N. Vucevic tip DUNK (3 PTS),[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,,,3.0,,,,,
73,PT06M13.00S,2024-03-22T00:24:18.7Z,1,REGULAR,turnover,bad pass,[],1630224,,,1610612745,17,15,2024-03-22T00:24:26Z,730000,False,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630224, 201942]",1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,DeRozan,201942.0,,,,,,
74,PT06M13.00S,2024-03-22T00:24:18.7Z,1,REGULAR,steal,,[],201942,,,1610612741,17,15,2024-03-22T00:24:21Z,740000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
75,PT06M04.00S,2024-03-22T00:24:31.8Z,1,REGULAR,foul,personal,['2freethrow'],1641708,,,1610612741,17,15,2024-03-22T00:24:42Z,750000,False,,,0,,A. Thompson shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1641708, 201942]",1610612745.0,HOU,shooting,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,,,,,,,1628171.0,1.0,0.0,DeRozan,201942.0,,,,,,,,,
77,PT06M04.00S,2024-03-22T00:24:57.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201942,,,1610612741,17,16,2024-03-22T00:24:57Z,770000,False,,,0,,D. DeRozan Free Throw 1 of 2 (4 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
78,PT06M04.00S,2024-03-22T00:25:13.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201942,,,1610612741,17,17,2024-03-22T00:25:13Z,780000,False,,,0,,D. DeRozan Free Throw 2 of 2 (5 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,,,,,,,5.0,,,,,
79,PT05M48.00S,2024-03-22T00:25:30.1Z,1,REGULAR,2pt,Jump Shot,[],1630224,25.443495400788436,54.166666666666664,1610612745,17,17,2024-03-22T00:25:35Z,790000,False,-21.0,187.0,1,left,MISS J. Green 18' step back Shot,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Mid-Range,16-24 Center,18.79,Missed,,,,,,,,,,,,,,,,,,
80,PT05M47.00S,2024-03-22T00:25:34.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,17,17,2024-03-22T00:25:34Z,800000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Mid-Range,16-24 Center,,,79.0,,,,,,,,,,,,,,,,,
82,PT05M47.00S,2024-03-22T00:25:36.5Z,1,REGULAR,substitution,out,[],201942,,,1610612745,17,17,2024-03-22T00:25:42Z,820000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M47.00S,2024-03-22T00:25:36.5Z,1,REGULAR,substitution,in,[],1641931,,,1610612745,17,17,2024-03-22T00:25:42Z,830000,False,,,0,,SUB in: O. Bitim,[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M43.00S,2024-03-22T00:25:59.2Z,1,REGULAR,foul,personal,['2freethrow'],1628470,,,1610612745,17,17,2024-03-22T00:26:08Z,840000,False,,,0,,T. Craig shooting personal FOUL (1 PF) (Thompson 2 FT),"[1628470, 1641708]",1610612741.0,CHI,shooting,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,,,,,1628171.0,1.0,0.0,Thompson,1641708.0,,,,,,,,,
86,PT05M43.00S,2024-03-22T00:26:24.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1641708,,,1610612745,17,17,2024-03-22T00:26:24Z,860000,False,,,0,,MISS A. Thompson Free Throw 1 of 2,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
