actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
17,PT11M16.00S,2023-12-27T01:12:12.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626167,12.171484888304862,49.754901960784316,1610612754,2,0,2023-12-27T01:12:21Z,170000,False,1.0,62.0,1,left,MISS M. Turner 6' turnaround Hook,[1626167],1610612754.0,IND,turnaround,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,6.19,Missed,,,,,,,,,,,,,,,,,,
18,PT11M15.00S,2023-12-27T01:12:13.8Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,2,0,2023-12-27T01:12:21Z,180000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,17.0,,,,,1.0,1.0,0.0,,,,,,,,
19,PT10M56.00S,2023-12-27T01:12:32.8Z,1,REGULAR,3pt,Jump Shot,[],1628415,70.12155059132719,16.911764705882355,1610612745,2,0,2023-12-27T01:12:45Z,190000,False,-165.0,228.0,1,right,MISS D. Brooks 28' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,28.2,Missed,,,,,,,,,,,,,,,,,,
20,PT10M55.00S,2023-12-27T01:12:33.8Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,2,0,2023-12-27T01:20:30Z,200000,False,,,0,,J. Smith REBOUND (Off:0 Def:2),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,,,19.0,,,,,2.0,2.0,0.0,,,,,,,,
23,PT10M32.00S,2023-12-27T01:12:56.8Z,1,REGULAR,3pt,Jump Shot,[],1630188,11.251642575558476,2.450980392156863,1610612754,2,3,2023-12-27T01:13:01Z,230000,False,238.0,53.0,1,left,J. Smith 24' 3PT  (3 PTS) (T. Haliburton 1 AST),"[1630188, 1630169]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Right Corner 3,24+ Right,24.36,Made,,,,3.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,,
25,PT10M15.00S,2023-12-27T01:13:20.3Z,1,REGULAR,foul,personal,[],1630188,,,1610612745,2,3,2023-12-27T01:13:30Z,250000,False,,,0,,J. Smith loose ball personal FOUL (1 PF),"[1630188, 1630224]",1610612754.0,IND,loose ball,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627963.0,1.0,0.0,Green,1630224.0,,,
27,PT10M04.00S,2023-12-27T01:13:47.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,92.85479632063075,53.92156862745098,1610612745,4,3,2023-12-27T01:13:54Z,270000,False,20.0,15.0,1,right,D. Brooks driving finger roll Layup (2 PTS) (J. Green 1 AST),"[1628415, 1630224]",1610612745.0,HOU,driving finger roll,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,2.45,Made,,,,2.0,J. Green,1630224.0,1.0,,,,,,,,,,,
29,PT10M04.00S,2023-12-27T01:13:50.4Z,1,REGULAR,foul,personal,['1freethrow'],1630174,,,1610612745,4,3,2023-12-27T01:14:00Z,290000,False,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Brooks 1 FT),"[1630174, 1628415]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2882.0,1.0,0.0,Brooks,1628415.0,,,
31,PT10M04.00S,2023-12-27T01:14:11.0Z,1,REGULAR,freethrow,1 of 1,[],1628415,,,1610612745,5,3,2023-12-27T01:14:11Z,310000,False,,,0,,D. Brooks Free Throw 1 of 1 (3 PTS),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,Made,,,,3.0,,,,,,,,,,,,,,
32,PT09M47.00S,2023-12-27T01:14:29.5Z,1,REGULAR,3pt,Jump Shot,[],1630174,8.09789750328515,3.1862745098039214,1610612754,5,6,2023-12-27T01:14:33Z,320000,False,234.0,24.0,1,left,A. Nesmith 3PT  (3 PTS) (M. Turner 1 AST),"[1630174, 1626167]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,23.53,Made,,,,3.0,M. Turner,1626167.0,1.0,,,,,,,,,,,
34,PT09M35.00S,2023-12-27T01:14:41.0Z,1,REGULAR,3pt,Jump Shot,[],1627832,66.17936925098554,47.30392156862745,1610612745,8,6,2023-12-27T01:15:52Z,340000,False,-13.0,265.0,1,right,F. VanVleet 26' 3PT pullup (3 PTS) (D. Brooks 1 AST),"[1627832, 1628415]",1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,26.57,Made,,,,3.0,D. Brooks,1628415.0,1.0,,,,,,,,,,,
36,PT09M26.00S,2023-12-27T01:14:50.6Z,1,REGULAR,3pt,Jump Shot,[],1629614,11.12023653088042,98.2843137254902,1610612754,8,9,2023-12-27T01:15:06Z,360000,False,-241.0,52.0,1,left,A. Nembhard 24' 3PT  (3 PTS) (T. Haliburton 2 AST),"[1629614, 1630169]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Left Corner 3,24+ Left,24.69,Made,,,,3.0,T. Haliburton,1630169.0,2.0,,,,,,,,,,,
38,PT09M10.00S,2023-12-27T01:15:05.7Z,1,REGULAR,2pt,Jump Shot,[],1630224,79.71419185282524,26.47058823529412,1610612745,10,9,2023-12-27T01:15:12Z,380000,False,-118.0,138.0,1,right,J. Green 18' pullup Jump Shot (2 PTS),[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,18.15,Made,,,,2.0,,,,,,,,,,,,,,
39,PT08M59.00S,2023-12-27T01:15:17.5Z,1,REGULAR,turnover,bad pass,[],1629614,,,1610612754,10,9,2023-12-27T01:15:21Z,390000,False,,,0,,A. Nembhard bad pass TURNOVER (1 TO),"[1629614, 1630578]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Sengun,1630578.0
40,PT08M59.00S,2023-12-27T01:15:17.5Z,1,REGULAR,steal,,[],1630578,,,1610612745,10,9,2023-12-27T01:15:18Z,400000,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
41,PT08M55.00S,2023-12-27T01:15:22.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630224,72.7496714848883,13.725490196078432,1610612745,10,9,2023-12-27T01:15:35Z,410000,False,-181.0,204.0,1,right,MISS J. Green 27' running pullup 3PT,[1630224],1610612745.0,HOU,running pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,27.28,Missed,,,,,,,,,,,,,,,,,,
42,PT08M53.00S,2023-12-27T01:15:24.2Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,10,9,2023-12-27T01:15:35Z,420000,False,,,0,,J. Smith REBOUND (Off:0 Def:3),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,,,41.0,,,,,3.0,3.0,0.0,,,,,,,,
43,PT08M39.00S,2023-12-27T01:15:37.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,8.229303547963205,44.11764705882353,1610612754,10,11,2023-12-27T01:18:37Z,430000,False,29.0,25.0,1,left,T. Haliburton driving finger roll Layup (2 PTS) (A. Nesmith 1 AST),"[1630169, 1630174]",1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,3.85,Made,,,,2.0,A. Nesmith,1630174.0,1.0,,,,,,,,,,,
45,PT08M22.00S,2023-12-27T01:15:54.0Z,1,REGULAR,3pt,Jump Shot,[],1630224,68.15045992115637,63.970588235294116,1610612745,10,11,2023-12-27T01:16:02Z,450000,False,70.0,247.0,1,right,MISS J. Green 25' step back 3PT,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Center,25.66,Missed,,,,,,,,,,,,,,,,,,
46,PT08M21.00S,2023-12-27T01:15:55.0Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,10,11,2023-12-27T01:16:02Z,460000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,,,,,45.0,,,,,1.0,1.0,0.0,,,,,,,,
47,PT08M08.00S,2023-12-27T01:16:08.6Z,1,REGULAR,3pt,Jump Shot,[],1626167,32.933639947437584,60.5392156862745,1610612754,10,14,2023-12-27T01:16:12Z,470000,False,-53.0,257.0,1,left,M. Turner 26' 3PT  (3 PTS) (T. Haliburton 3 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,26.24,Made,,,,3.0,T. Haliburton,1630169.0,3.0,,,,,,,,,,,
49,PT07M53.00S,2023-12-27T01:16:24.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,90.48948751642575,54.90196078431373,1610612745,10,14,2023-12-27T01:16:33Z,490000,False,25.0,37.0,1,right,MISS F. VanVleet driving Layup,[1627832],1610612745.0,HOU,driving,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,4.43,Missed,,,,,,,,,,,,,,,,,,
50,PT07M51.00S,2023-12-27T01:16:26.0Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,10,14,2023-12-27T01:16:33Z,500000,False,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,49.0,,,,,2.0,1.0,1.0,,,,,,,,
51,PT07M40.00S,2023-12-27T01:16:36.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1631095,93.11760840998686,32.35294117647059,1610612745,10,14,2023-12-27T01:16:44Z,510000,False,-88.0,12.0,1,right,MISS J. Smith Jr. 8' fadeaway Shot,[1631095],1610612745.0,HOU,fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,8.9,Missed,,,,,,,,,,,,,,,,,,
52,PT07M39.00S,2023-12-27T01:16:37.2Z,1,REGULAR,rebound,offensive,[],1628415,,,1610612745,10,14,2023-12-27T01:16:44Z,520000,False,,,0,,D. Brooks REBOUND (Off:1 Def:0),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,,,,,51.0,,,,,1.0,0.0,1.0,,,,,,,,
53,PT07M34.00S,2023-12-27T01:16:42.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627832,92.9862023653088,51.9607843137255,1610612745,12,14,2023-12-27T01:16:48Z,530000,False,10.0,13.0,1,right,F. VanVleet driving Layup (5 PTS) (A. Sengun 1 AST),"[1627832, 1630578]",1610612745.0,HOU,driving,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,1.66,Made,,,,5.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,
55,PT07M24.00S,2023-12-27T01:16:52.0Z,1,REGULAR,turnover,bad pass,[],1629614,,,1610612754,12,14,2023-12-27T01:16:56Z,550000,False,,,0,,A. Nembhard bad pass TURNOVER (2 TO),"[1629614, 1627832]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,VanVleet,1627832.0
56,PT07M24.00S,2023-12-27T01:16:52.0Z,1,REGULAR,steal,,[],1627832,,,1610612745,12,14,2023-12-27T01:16:53Z,560000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
57,PT07M19.00S,2023-12-27T01:16:56.9Z,1,REGULAR,turnover,bad pass,[],1627832,,,1610612745,12,14,2023-12-27T01:17:03Z,570000,False,,,0,,F. VanVleet bad pass TURNOVER (1 TO),"[1627832, 1630169]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,1.0,Haliburton,1630169.0
58,PT07M19.00S,2023-12-27T01:16:56.9Z,1,REGULAR,steal,,[],1630169,,,1610612754,12,14,2023-12-27T01:16:58Z,580000,False,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
59,PT07M12.00S,2023-12-27T01:17:07.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626167,12.171484888304862,38.970588235294116,1610612754,12,16,2023-12-27T01:17:16Z,590000,False,55.0,62.0,1,left,M. Turner 8' driving floating Jump Shot (5 PTS),[1626167],1610612754.0,IND,driving floating,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Right,8.29,Made,,,,5.0,,,,,,,,,,,,,,
60,PT07M12.00S,2023-12-27T01:17:10.4Z,1,REGULAR,foul,personal,['1freethrow'],1631095,,,1610612754,12,16,2023-12-27T01:17:17Z,600000,False,,,0,,J. Smith Jr. shooting personal FOUL (1 PF) (Turner 1 FT),"[1631095, 1626167]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1627963.0,1.0,0.0,Turner,1626167.0,,,
62,PT07M12.00S,2023-12-27T01:17:33.7Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1626167,,,1610612754,12,17,2023-12-27T01:17:33Z,620000,False,,,0,,M. Turner Free Throw 1 of 1 (6 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,,,,6.0,,,,,,,,,,,,,,
63,PT07M02.00S,2023-12-27T01:17:47.8Z,1,REGULAR,foul,personal,[],1630174,,,1610612745,12,17,2023-12-27T01:17:56Z,630000,False,,,0,,A. Nesmith personal FOUL (2 PF),"[1630174, 1627832]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2882.0,2.0,0.0,VanVleet,1627832.0,,,
65,PT07M02.00S,2023-12-27T01:17:59.9Z,1,REGULAR,substitution,out,[],1630174,,,1610612745,12,17,2023-12-27T01:18:14Z,650000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M02.00S,2023-12-27T01:17:59.9Z,1,REGULAR,substitution,in,[],1631097,,,1610612745,12,17,2023-12-27T01:18:14Z,660000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M55.00S,2023-12-27T01:18:19.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,87.46714848883047,41.42156862745098,1610612745,12,17,2023-12-27T01:18:27Z,670000,False,-43.0,65.0,1,right,MISS A. Sengun 7' driving Hook - blocked,"[1630578, 1626167]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,7.81,Missed,Turner,1626167.0,,,,,,,,,,,,,,,,
68,PT06M55.00S,2023-12-27T01:18:19.7Z,1,REGULAR,block,,[],1626167,,,1610612745,12,17,2023-12-27T01:18:22Z,680000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
69,PT06M53.00S,2023-12-27T01:18:21.7Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,12,17,2023-12-27T01:18:27Z,690000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,67.0,,,,,1.0,1.0,0.0,,,,,,,,
70,PT06M39.00S,2023-12-27T01:18:35.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,18.74178712220762,59.068627450980394,1610612754,12,17,2023-12-27T01:18:42Z,700000,False,-45.0,124.0,1,left,MISS M. Turner 13' Jump Shot,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,13.17,Missed,,,,,,,,,,,,,,,,,,
71,PT06M38.00S,2023-12-27T01:18:36.6Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,12,17,2023-12-27T01:18:42Z,710000,False,,,0,,A. Sengun REBOUND (Off:1 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,,70.0,,,,,3.0,2.0,1.0,,,,,,,,
72,PT06M30.00S,2023-12-27T01:18:45.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631095,91.40932982917214,53.18627450980392,1610612745,12,17,2023-12-27T01:18:56Z,720000,False,16.0,28.0,1,right,MISS J. Smith Jr. running finger roll Layup,[1631095],1610612745.0,HOU,running finger roll,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,3.25,Missed,,,,,,,,,,,,,,,,,,
73,PT06M29.00S,2023-12-27T01:18:46.0Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,12,17,2023-12-27T01:18:56Z,730000,False,,,0,,A. Sengun REBOUND (Off:2 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,72.0,,,,,4.0,2.0,2.0,,,,,,,,
74,PT06M18.00S,2023-12-27T01:18:56.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,93.9060446780552,45.588235294117645,1610612745,12,17,2023-12-27T01:19:09Z,740000,False,-22.0,5.0,1,right,MISS A. Sengun driving Layup - blocked,"[1630578, 1626167]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.26,Missed,Turner,1626167.0,,,,,,,,,,,,,,,,
75,PT06M18.00S,2023-12-27T01:18:56.7Z,1,REGULAR,block,,[],1626167,,,1610612745,12,17,2023-12-27T01:18:58Z,750000,False,,,0,,M. Turner BLOCK (2 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
76,PT06M18.00S,2023-12-27T01:18:56.7Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,12,17,2023-12-27T01:19:09Z,760000,False,,,0,,A. Sengun REBOUND (Off:3 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,74.0,,,,,5.0,2.0,3.0,,,,,,,,
77,PT06M17.00S,2023-12-27T01:19:02.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630578,94.40999984741211,50.0,1610612745,14,17,2023-12-27T01:19:15Z,770000,False,0.0,0.0,1,right,A. Sengun putback Layup (4 PTS),[1630578],1610612745.0,HOU,putback,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,0.0,Made,,,,4.0,,,,,,,,,,,,,,
78,PT06M05.00S,2023-12-27T01:19:09.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,17.69053876478318,39.21568627450981,1610612754,14,17,2023-12-27T01:25:14Z,780000,False,54.0,114.0,1,left,MISS B. Mathurin 12' driving floating Shot,[1631097],1610612754.0,IND,driving floating,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,12.59,Missed,,,,,,,,,,,,,,,,,,
79,PT06M05.00S,2023-12-27T01:19:09.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,14,17,2023-12-27T01:24:21Z,790000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,78.0,,,,,,,,,,,,,,,
81,PT06M04.00S,2023-12-27T01:19:17.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,14,17,2023-12-27T01:24:21Z,810000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M04.00S,2023-12-27T01:21:39.7Z,1,REGULAR,substitution,out,[],1629614,,,1610612745,14,17,2023-12-27T01:24:21Z,820000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M04.00S,2023-12-27T01:21:39.7Z,1,REGULAR,substitution,in,[],1627741,,,1610612745,14,17,2023-12-27T01:24:21Z,830000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M49.00S,2023-12-27T01:22:40.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,92.46057818659659,45.588235294117645,1610612745,14,17,2023-12-27T01:22:48Z,840000,False,-22.0,18.0,1,right,MISS A. Sengun turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,,,,,,,,,,,,,
85,PT05M48.00S,2023-12-27T01:22:41.6Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,14,17,2023-12-27T01:22:48Z,850000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,84.0,,,,,2.0,2.0,0.0,,,,,,,,
86,PT05M38.00S,2023-12-27T01:22:49.9Z,1,REGULAR,3pt,Jump Shot,[],1630169,24.129434954007884,88.48039215686273,1610612754,14,20,2023-12-27T01:22:54Z,860000,False,-192.0,174.0,1,left,T. Haliburton 25' 3PT  (5 PTS) (B. Hield 1 AST),"[1630169, 1627741]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,25.96,Made,,,,5.0,B. Hield,1627741.0,1.0,,,,,,,,,,,
