actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
171,PT00M01.50S,2024-03-16T21:35:45.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630241,,,1610612739,34,28,2024-03-16T21:35:45Z,1690000,False,,,0,,S. Merrill Free Throw 1 of 2 (1 PTS),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
172,PT00M01.50S,2024-03-16T21:35:45.7Z,1,REGULAR,substitution,out,[],1630224,,,1610612739,34,28,2024-03-16T21:36:02Z,1700000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT00M01.50S,2024-03-16T21:35:45.7Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,34,28,2024-03-16T21:36:02Z,1710000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT00M01.50S,2024-03-16T21:35:45.7Z,1,REGULAR,substitution,out,[],1628378,,,1610612739,34,28,2024-03-16T21:36:02Z,1720000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M01.50S,2024-03-16T21:35:45.7Z,1,REGULAR,substitution,in,[],1629111,,,1610612739,34,28,2024-03-16T21:36:02Z,1730000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT00M01.50S,2024-03-16T21:35:45.7Z,1,REGULAR,substitution,in,[],1630171,,,1610612739,34,28,2024-03-16T21:36:02Z,1740000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT00M01.50S,2024-03-16T21:35:45.7Z,1,REGULAR,substitution,in,[],202684,,,1610612739,34,28,2024-03-16T21:36:02Z,1750000,False,,,0,,SUB in: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT00M01.50S,2024-03-16T21:36:06.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630241,,,1610612739,34,29,2024-03-16T21:36:06Z,1760000,False,,,0,,S. Merrill Free Throw 2 of 2 (2 PTS),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
179,PT00M00.00S,2024-03-16T21:36:16.9Z,1,REGULAR,period,end,[],0,,,1610612745,34,29,2024-03-16T21:36:16Z,1770000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2024-03-16T21:38:25.0Z,2,REGULAR,substitution,out,['startperiod'],1628415,,,1610612745,34,29,2024-03-16T21:38:48Z,1780000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2024-03-16T21:38:25.0Z,2,REGULAR,substitution,out,['startperiod'],1629111,,,1610612745,34,29,2024-03-16T21:38:48Z,1790000,False,,,0,,SUB out: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2024-03-16T21:38:25.0Z,2,REGULAR,substitution,out,['startperiod'],1630171,,,1610612745,34,29,2024-03-16T21:38:48Z,1800000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2024-03-16T21:38:25.0Z,2,REGULAR,substitution,in,['startperiod'],1630256,,,1610612745,34,29,2024-03-16T21:38:48Z,1810000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2024-03-16T21:38:25.0Z,2,REGULAR,substitution,in,['startperiod'],203493,,,1610612745,34,29,2024-03-16T21:38:48Z,1820000,False,,,0,,SUB in: R. Bullock Jr.,[203493],1610612745.0,HOU,,,,Bullock Jr.,R. Bullock Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2024-03-16T21:38:25.0Z,2,REGULAR,substitution,in,['startperiod'],1629636,,,1610612745,34,29,2024-03-16T21:38:48Z,1830000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2024-03-16T21:39:00.7Z,2,REGULAR,period,start,[],0,,,1610612745,34,29,2024-03-16T21:39:00Z,1840000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT11M41.00S,2024-03-16T21:39:21.1Z,2,REGULAR,foul,personal,['2freethrow'],1627777,,,1610612745,34,29,2024-03-16T21:39:35Z,1850000,False,,,0,,G. Niang shooting personal FOUL (1 PF) (Tate 2 FT),"[1627777, 1630256]",1610612739.0,CLE,shooting,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1155.0,1.0,1.0,Tate,1630256.0
190,PT11M41.00S,2024-03-16T21:39:40.1Z,2,REGULAR,freethrow,1 of 2,[],1630256,,,1610612745,34,29,2024-03-16T21:39:40Z,1870000,False,,,0,,MISS J. Tate Free Throw 1 of 2,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
191,PT11M41.00S,2024-03-16T21:39:40.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,34,29,2024-03-16T21:39:40Z,1880000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,190.0,,,,,,,,
192,PT11M41.00S,2024-03-16T21:39:53.6Z,2,REGULAR,freethrow,2 of 2,[],1630256,,,1610612745,35,29,2024-03-16T21:39:53Z,1890000,False,,,0,,J. Tate Free Throw 2 of 2 (1 PTS),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
193,PT11M21.00S,2024-03-16T21:40:17.2Z,2,REGULAR,3pt,Jump Shot,[],1630241,21.895532194480946,86.51960784313727,1610612739,35,29,2024-03-16T21:40:23Z,1900000,False,-183.0,153.0,1,left,MISS S. Merrill 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,,,,23.84,Missed,,,,,,,,,,,,,,,
194,PT11M21.00S,2024-03-16T21:40:17.2Z,2,REGULAR,rebound,defensive,[],1630256,,,1610612745,35,29,2024-03-16T21:40:23Z,1910000,False,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,193.0,1.0,1.0,0.0,,,,,
195,PT11M12.00S,2024-03-16T21:40:26.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,92.19776609724047,43.627450980392155,1610612745,37,29,2024-03-16T21:40:32Z,1920000,False,-32.0,21.0,1,right,J. Tate driving Layup (3 PTS),[1630256],1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,Restricted Area,0-8 Center,,,,3.81,Made,3.0,,,,,,,,,,,,,,
196,PT10M56.00S,2024-03-16T21:40:41.9Z,2,REGULAR,turnover,lost ball,[],1627777,,,1610612739,37,29,2024-03-16T21:40:46Z,1930000,False,,,0,,G. Niang lost ball TURNOVER (1 TO),"[1627777, 1631095]",1610612739.0,CLE,,,,Niang,G. Niang,,,,,In The Paint (Non-RA),8-16 Left,1.0,Smith Jr.,1631095.0,,,,,,,,,,,,,,,,,
197,PT10M56.00S,2024-03-16T21:40:41.9Z,2,REGULAR,steal,,[],1631095,,,1610612745,37,29,2024-03-16T21:40:43Z,1940000,False,,,0,,J. Smith Jr. STEAL (1 STL),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
198,PT10M41.00S,2024-03-16T21:40:57.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631095,88.38699080157687,49.50980392156863,1610612745,37,29,2024-03-16T21:41:02Z,1950000,False,-2.0,57.0,1,right,MISS J. Smith Jr. driving Layup - blocked,"[1631095, 1627747]",1610612745.0,HOU,driving,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,5.68,Missed,,,,,LeVert,1627747.0,,,,,,,,,
199,PT10M41.00S,2024-03-16T21:40:57.3Z,2,REGULAR,block,,[],1627747,,,1610612745,37,29,2024-03-16T21:40:59Z,1960000,False,,,0,,C. LeVert BLOCK (1 BLK),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
200,PT10M38.00S,2024-03-16T21:41:00.3Z,2,REGULAR,rebound,defensive,[],202684,,,1610612739,37,29,2024-03-16T21:41:57Z,1970000,False,,,0,,T. Thompson REBOUND (Off:1 Def:1),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,198.0,2.0,1.0,1.0,,,,,
201,PT10M36.00S,2024-03-16T21:41:01.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627777,26.62614980289093,85.5392156862745,1610612739,37,32,2024-03-16T21:41:09Z,1980000,False,-178.0,198.0,1,left,G. Niang 26' 3PT running (8 PTS) (S. Merrill 2 AST),"[1627777, 1630241]",1610612739.0,CLE,running,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,,26.59,Made,8.0,S. Merrill,1630241.0,2.0,,,,,,,,,,,
203,PT10M18.00S,2024-03-16T21:41:20.1Z,2,REGULAR,3pt,Jump Shot,[],201145,76.16622864651774,86.51960784313727,1610612745,40,32,2024-03-16T21:41:26Z,2000000,False,183.0,172.0,1,right,J. Green 25' 3PT  (5 PTS) (A. Holiday 2 AST),"[201145, 1628988]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,25.05,Made,5.0,A. Holiday,1628988.0,2.0,,,,,,,,,,,
205,PT09M57.00S,2024-03-16T21:41:44.1Z,2,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612739,40,32,2024-03-16T21:41:55Z,2020000,False,,,0,,J. Smith Jr. shooting personal FOUL (1 PF) (Niang 2 FT),"[1631095, 1627777]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Niang,1627777.0
207,PT09M57.00S,2024-03-16T21:42:14.6Z,2,REGULAR,freethrow,1 of 2,[],1627777,,,1610612739,40,33,2024-03-16T21:42:14Z,2040000,False,,,0,,G. Niang Free Throw 1 of 2 (9 PTS),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
208,PT09M57.00S,2024-03-16T21:42:31.7Z,2,REGULAR,freethrow,2 of 2,[],1627777,,,1610612739,40,34,2024-03-16T21:42:31Z,2050000,False,,,0,,G. Niang Free Throw 2 of 2 (10 PTS),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
209,PT09M44.00S,2024-03-16T21:42:46.8Z,2,REGULAR,3pt,Jump Shot,[],1631095,71.43561103810775,76.47058823529412,1610612745,43,34,2024-03-16T21:42:51Z,2060000,False,132.0,216.0,1,right,J. Smith Jr. 25' 3PT  (7 PTS) (A. Holiday 3 AST),"[1631095, 1628988]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,25.33,Made,7.0,A. Holiday,1628988.0,3.0,,,,,,,,,,,
211,PT09M26.00S,2024-03-16T21:43:08.7Z,2,REGULAR,foul,personal,[],1628988,,,1610612739,43,34,2024-03-16T21:43:24Z,2080000,False,,,0,,A. Holiday personal FOUL (3 PF),"[1628988, 1629636]",1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1627963.0,3.0,0.0,Garland,1629636.0
213,PT09M21.00S,2024-03-16T21:43:33.7Z,2,REGULAR,3pt,Jump Shot,[],1629636,26.888961892247043,15.686274509803921,1610612739,43,34,2024-03-16T21:43:41Z,2100000,False,172.0,200.0,1,left,MISS D. Garland 26' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,,,,26.38,Missed,,,,,,,,,,,,,,,
214,PT09M19.00S,2024-03-16T21:43:35.7Z,2,REGULAR,rebound,defensive,[],1628988,,,1610612745,43,34,2024-03-16T21:43:41Z,2110000,False,,,0,,A. Holiday REBOUND (Off:0 Def:1),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,213.0,1.0,1.0,0.0,,,,,
215,PT09M13.00S,2024-03-16T21:43:42.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630256,89.56964520367937,38.48039215686275,1610612745,45,34,2024-03-16T21:43:49Z,2120000,False,-58.0,46.0,1,right,J. Tate 7' running Layup (5 PTS),[1630256],1610612745.0,HOU,running,,,Tate,J. Tate,,,,,In The Paint (Non-RA),0-8 Center,,,,7.34,Made,5.0,,,,,,,,,,,,,,
216,PT08M59.00S,2024-03-16T21:43:54.8Z,2,REGULAR,3pt,Jump Shot,[],1630241,33.327858081471746,56.61764705882353,1610612739,45,37,2024-03-16T21:44:01Z,2130000,False,-33.0,261.0,1,left,S. Merrill 26' 3PT  (5 PTS) (C. LeVert 2 AST),"[1630241, 1627747]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Center,,,,26.29,Made,5.0,C. LeVert,1627747.0,2.0,,,,,,,,,,,
218,PT08M46.00S,2024-03-16T21:44:08.4Z,2,REGULAR,3pt,Jump Shot,[],1630256,90.22667542706965,5.392156862745098,1610612745,45,37,2024-03-16T21:44:13Z,2150000,False,-223.0,39.0,1,right,MISS J. Tate 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Left Corner 3,24+ Left,,,,22.65,Missed,,,,,,,,,,,,,,,
219,PT08M43.00S,2024-03-16T21:44:11.1Z,2,REGULAR,rebound,offensive,[],1631095,,,1610612745,45,37,2024-03-16T21:44:11Z,2160000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:0),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,218.0,1.0,0.0,1.0,,,,,
220,PT08M41.00S,2024-03-16T21:44:13.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630256,89.17542706964521,2.941176470588235,1610612745,48,37,2024-03-16T21:44:18Z,2170000,False,-235.0,49.0,1,right,J. Tate 24' 3PT  (8 PTS) (J. Smith Jr. 1 AST),"[1630256, 1631095]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,Left Corner 3,24+ Left,,,,24.04,Made,8.0,J. Smith Jr.,1631095.0,1.0,,,,,,,,,,,
222,PT08M24.00S,2024-03-16T21:44:31.3Z,2,REGULAR,turnover,lost ball,[],1627777,,,1610612739,48,37,2024-03-16T21:44:35Z,2190000,False,,,0,,G. Niang lost ball TURNOVER (2 TO),"[1627777, 1630256]",1610612739.0,CLE,,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,2.0,Tate,1630256.0,,,,,,,,,,,,,,,,,
223,PT08M24.00S,2024-03-16T21:44:31.3Z,2,REGULAR,steal,,[],1630256,,,1610612745,48,37,2024-03-16T21:44:33Z,2200000,False,,,0,,J. Tate STEAL (1 STL),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
224,PT08M14.00S,2024-03-16T21:44:41.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628988,69.33311432325887,28.186274509803923,1610612745,48,37,2024-03-16T21:44:50Z,2210000,False,-109.0,236.0,1,right,MISS A. Holiday 25' pullup 3PT,[1628988],1610612745.0,HOU,pullup,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,,,,25.98,Missed,,,,,,,,,,,,,,,
225,PT08M12.00S,2024-03-16T21:44:43.6Z,2,REGULAR,rebound,defensive,[],1630241,,,1610612739,48,37,2024-03-16T21:44:50Z,2220000,False,,,0,,S. Merrill REBOUND (Off:0 Def:1),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,224.0,1.0,1.0,0.0,,,,,
226,PT08M03.00S,2024-03-16T21:44:52.2Z,2,REGULAR,3pt,Jump Shot,[],1627747,20.45006570302234,7.8431372549019605,1610612739,48,37,2024-03-16T21:44:59Z,2230000,False,211.0,140.0,1,left,MISS C. LeVert 25' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,,25.29,Missed,,,,,,,,,,,,,,,
227,PT08M02.00S,2024-03-16T21:44:53.2Z,2,REGULAR,rebound,defensive,[],203493,,,1610612745,48,37,2024-03-16T21:44:59Z,2240000,False,,,0,,R. Bullock Jr. REBOUND (Off:0 Def:1),[203493],1610612745.0,HOU,,,,Bullock Jr.,R. Bullock Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,226.0,1.0,1.0,0.0,,,,,
228,PT07M53.00S,2024-03-16T21:45:01.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631095,91.27792378449409,56.127450980392155,1610612745,48,37,2024-03-16T21:45:06Z,2250000,False,31.0,29.0,1,right,MISS J. Smith Jr. running Layup,[1631095],1610612745.0,HOU,running,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,4.25,Missed,,,,,,,,,,,,,,,
229,PT07M51.00S,2024-03-16T21:45:03.2Z,2,REGULAR,rebound,defensive,[],1629636,,,1610612739,48,37,2024-03-16T21:45:06Z,2260000,False,,,0,,D. Garland REBOUND (Off:0 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,228.0,2.0,2.0,0.0,,,,,
230,PT07M47.00S,2024-03-16T21:45:08.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202684,7.966491458607096,46.32352941176471,1610612739,48,39,2024-03-16T21:45:15Z,2270000,False,18.0,22.0,1,left,T. Thompson running Layup (2 PTS) (C. LeVert 3 AST),"[202684, 1627747]",1610612739.0,CLE,running,,,Thompson,T. Thompson,,,,,Restricted Area,0-8 Center,,,,2.9,Made,2.0,C. LeVert,1627747.0,3.0,,,,,,,,,,,
232,PT07M47.00S,2024-03-16T21:45:13.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,48,39,2024-03-16T21:45:13Z,2290000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M47.00S,2024-03-16T21:47:40.3Z,2,REGULAR,substitution,out,[],1628988,,,1610612745,48,39,2024-03-16T21:48:05Z,2300000,False,,,0,,SUB out: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M47.00S,2024-03-16T21:47:40.3Z,2,REGULAR,substitution,out,[],201145,,,1610612745,48,39,2024-03-16T21:48:05Z,2310000,False,,,0,,SUB out: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M47.00S,2024-03-16T21:47:40.3Z,2,REGULAR,substitution,out,[],202684,,,1610612745,48,39,2024-03-16T21:48:05Z,2320000,False,,,0,,SUB out: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M47.00S,2024-03-16T21:47:40.3Z,2,REGULAR,substitution,out,[],1627777,,,1610612745,48,39,2024-03-16T21:48:05Z,2330000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M47.00S,2024-03-16T21:47:40.3Z,2,REGULAR,substitution,out,[],1629636,,,1610612745,48,39,2024-03-16T21:48:05Z,2340000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M47.00S,2024-03-16T21:47:40.3Z,2,REGULAR,substitution,in,[],1629111,,,1610612745,48,39,2024-03-16T21:48:05Z,2350000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M47.00S,2024-03-16T21:47:40.3Z,2,REGULAR,substitution,in,[],1627832,,,1610612745,48,39,2024-03-16T21:48:05Z,2360000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M47.00S,2024-03-16T21:47:40.3Z,2,REGULAR,substitution,in,[],1630171,,,1610612745,48,39,2024-03-16T21:48:05Z,2370000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M47.00S,2024-03-16T21:47:40.3Z,2,REGULAR,substitution,in,[],1628378,,,1610612745,48,39,2024-03-16T21:48:05Z,2380000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M47.00S,2024-03-16T21:47:40.3Z,2,REGULAR,substitution,in,[],1628386,,,1610612745,48,39,2024-03-16T21:48:05Z,2390000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M31.00S,2024-03-16T21:48:22.4Z,2,REGULAR,turnover,bad pass,[],203493,,,1610612745,48,39,2024-03-16T21:48:27Z,2400000,False,,,0,,R. Bullock Jr. bad pass TURNOVER (1 TO),"[203493, 1628378]",1610612745.0,HOU,,,,Bullock Jr.,R. Bullock Jr.,,,,,Mid-Range,16-24 Left Center,1.0,Mitchell,1628378.0,,,,,,,,,,,,,,,,,
244,PT07M31.00S,2024-03-16T21:48:22.4Z,2,REGULAR,steal,,[],1628378,,,1610612739,48,39,2024-03-16T21:48:24Z,2410000,False,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
245,PT07M28.00S,2024-03-16T21:48:26.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630171,7.440867279894875,52.69607843137255,1610612739,48,39,2024-03-16T21:48:32Z,2420000,False,-13.0,17.0,1,left,MISS I. Okoro running Layup,[1630171],1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,2.2,Missed,,,,,,,,,,,,,,,
246,PT07M26.00S,2024-03-16T21:48:28.0Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,48,39,2024-03-16T21:48:32Z,2430000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,245.0,2.0,1.0,1.0,,,,,
247,PT07M18.00S,2024-03-16T21:48:36.2Z,2,REGULAR,3pt,Jump Shot,[],203493,92.19776609724047,95.34313725490196,1610612745,51,39,2024-03-16T21:49:07Z,2440000,False,227.0,21.0,1,right,R. Bullock Jr. 3PT pullup (3 PTS) (F. VanVleet 7 AST),"[203493, 1627832]",1610612745.0,HOU,pullup,,,Bullock Jr.,R. Bullock Jr.,,,,,Right Corner 3,24+ Right,,,,22.77,Made,3.0,F. VanVleet,1627832.0,7.0,,,,,,,,,,,
249,PT07M02.00S,2024-03-16T21:48:51.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,5.995400788436268,53.67647058823529,1610612739,51,41,2024-03-16T21:48:56Z,2460000,False,-18.0,4.0,1,left,C. LeVert driving Layup (6 PTS),[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,1.88,Made,6.0,,,,,,,,,,,,,,
250,PT06M49.00S,2024-03-16T21:49:04.3Z,2,REGULAR,3pt,Jump Shot,[],1629111,74.85216819973719,87.00980392156863,1610612745,51,41,2024-03-16T21:49:08Z,2470000,False,185.0,184.0,1,right,MISS J. Landale 26' 3PT,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Right Center,,,,26.09,Missed,,,,,,,,,,,,,,,
251,PT06M47.00S,2024-03-16T21:49:06.3Z,2,REGULAR,rebound,offensive,[],1631095,,,1610612745,51,41,2024-03-16T21:49:08Z,2480000,False,,,0,,J. Smith Jr. REBOUND (Off:2 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,250.0,3.0,1.0,2.0,,,,,
252,PT06M46.00S,2024-03-16T21:49:08.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631095,93.51182654402102,51.470588235294116,1610612745,53,41,2024-03-16T21:49:12Z,2490000,False,7.0,8.0,1,right,J. Smith Jr. putback Layup (9 PTS),[1631095],1610612745.0,HOU,putback,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,1.13,Made,9.0,,,,,,,,,,,,,,
253,PT06M24.00S,2024-03-16T21:49:30.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,5.995400788436268,52.69607843137255,1610612739,53,43,2024-03-16T21:49:34Z,2500000,False,-13.0,4.0,1,left,C. LeVert driving Layup (8 PTS),[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,1.41,Made,8.0,,,,,,,,,,,,,,
