actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
40,PT09M37.00S,2023-11-11T01:16:06.2Z,1,REGULAR,2pt,Jump Shot,[],1627742,91.27792378449409,67.40196078431373,1610612740,7,8,2023-11-11T01:16:14Z,400000,False,87.0,29.0,1,right,B. Ingram 9' turnaround fadeaway Jump Shot (2 PTS),[1627742],1610612740.0,NOP,turnaround fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,,,,,,Made,,,,,9.19,2.0,,,,,,,,
42,PT09M25.00S,2023-11-11T01:16:29.5Z,1,REGULAR,foul,personal,['2freethrow'],1629627,,,1610612745,7,8,2023-11-11T01:16:37Z,420000,False,,,0,,Z. Williamson shooting personal FOUL (1 PF) (Green 2 FT),"[1629627, 1630224]",1610612740.0,NOP,shooting,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,2005.0,1.0,0.0,Green,1630224.0,,,,,,,,,,,,,,,
44,PT09M25.00S,2023-11-11T01:16:44.1Z,1,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,8,8,2023-11-11T01:16:44Z,440000,False,,,0,,J. Green Free Throw 1 of 2 (3 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,Made,,,,,,3.0,,,,,,,,
45,PT09M25.00S,2023-11-11T01:16:59.7Z,1,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,9,8,2023-11-11T01:16:59Z,450000,False,,,0,,J. Green Free Throw 2 of 2 (4 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,Made,,,,,,4.0,,,,,,,,
46,PT09M02.00S,2023-11-11T01:17:23.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,94.1688567674113,52.450980392156865,1610612740,9,10,2023-11-11T01:17:31Z,460000,False,12.0,2.0,1,right,Z. Williamson driving Layup (3 PTS) (D. Daniels 1 AST),"[1629627, 1630700]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,1.25,3.0,D. Daniels,1630700.0,1.0,,,,,
49,PT08M45.00S,2023-11-11T01:17:50.8Z,1,REGULAR,foul,personal,[],202685,,,1610612745,9,10,2023-11-11T01:17:57Z,490000,False,,,0,,J. Valanciunas personal FOUL (1 PF),"[202685, 1630578]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Center,204059.0,1.0,0.0,Sengun,1630578.0,,,,,,,,,,,,,,,
51,PT08M33.00S,2023-11-11T01:18:09.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630578,6.652431011826544,47.549019607843135,1610612745,11,10,2023-11-11T01:18:16Z,510000,False,12.0,10.0,1,left,A. Sengun driving DUNK (4 PTS) (F. VanVleet 3 AST),"[1630578, 1627832]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,1.59,4.0,F. VanVleet,1627832.0,3.0,,,,,
53,PT08M21.00S,2023-11-11T01:18:25.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,86.15308804204993,47.794117647058826,1610612740,11,12,2023-11-11T01:18:38Z,530000,False,-11.0,78.0,1,right,Z. Williamson 7' driving floating Jump Shot (5 PTS),[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,,,,7.85,5.0,,,,,,,,
54,PT08M21.00S,2023-11-11T01:18:28.3Z,1,REGULAR,foul,personal,['1freethrow'],1630578,,,1610612740,11,12,2023-11-11T01:18:43Z,540000,False,,,0,,A. Sengun shooting personal FOUL (1 PF) (Williamson 1 FT),"[1630578, 1629627]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,204059.0,1.0,0.0,Williamson,1629627.0,,,,,,,,,,,,,,,
58,PT08M21.00S,2023-11-11T01:18:50.6Z,1,REGULAR,violation,lane,[],1631095,,,1610612740,11,12,2023-11-11T01:19:17Z,555000,False,,,0,,J. Smith Jr. lane VIOLATION,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT08M21.00S,2023-11-11T01:18:50.6Z,1,REGULAR,freethrow,1 of 1,[],1629627,,,1610612740,11,13,2023-11-11T01:19:36Z,560000,False,,,0,,Z. Williamson Free Throw 1 of 1 (6 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Made,,,,,,6.0,,,,,,,,
59,PT07M57.00S,2023-11-11T01:20:06.5Z,1,REGULAR,3pt,Jump Shot,[],1627832,29.517082785808146,21.568627450980394,1610612745,11,13,2023-11-11T01:31:16Z,580000,False,142.0,225.0,1,left,MISS F. VanVleet 26' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,26.62,,,,,,,,,
60,PT07M53.00S,2023-11-11T01:20:10.5Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,11,13,2023-11-11T01:31:16Z,590000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,,,,,,,59.0,2.0,2.0,0.0,,,,,,,,,,
61,PT07M46.00S,2023-11-11T01:20:10.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,92.85479632063075,50.73529411764706,1610612740,11,15,2023-11-11T01:20:17Z,600000,False,4.0,15.0,1,right,B. Ingram driving Layup (4 PTS),[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,1.52,4.0,,,,,,,,
62,PT07M46.00S,2023-11-11T01:20:15.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,11,15,2023-11-11T01:20:15Z,610000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M30.00S,2023-11-11T01:23:29.6Z,1,REGULAR,2pt,Jump Shot,[],1630224,7.046649145860711,33.82352941176471,1610612745,11,15,2023-11-11T01:23:35Z,620000,False,81.0,14.0,1,left,MISS J. Green 8' driving floating bank Shot,[1630224],1610612745.0,HOU,driving floating bank,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,,,8.21,,,,,,,,,
65,PT07M28.00S,2023-11-11T01:23:31.8Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612740,11,15,2023-11-11T01:23:31Z,630000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Right,,,,,,,64.0,1.0,1.0,0.0,,,,,,,,,,
66,PT07M21.00S,2023-11-11T01:23:40.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,82.21090670170827,47.794117647058826,1610612740,11,17,2023-11-11T01:23:44Z,640000,False,-11.0,115.0,1,right,D. Daniels 11' driving floating Jump Shot (2 PTS),[1630700],1610612740.0,NOP,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,,,,11.52,2.0,,,,,,,,
67,PT06M57.00S,2023-11-11T01:24:02.8Z,1,REGULAR,3pt,Jump Shot,[],1631095,29.6484888304862,70.83333333333334,1610612745,11,17,2023-11-11T01:24:08Z,650000,False,-104.0,226.0,1,left,MISS J. Smith Jr. 24' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,24.9,,,,,,,,,
68,PT06M55.00S,2023-11-11T01:24:04.8Z,1,REGULAR,rebound,defensive,[],1641722,,,1610612740,11,17,2023-11-11T01:24:08Z,660000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:1),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,,,,,,,67.0,1.0,1.0,0.0,,,,,,,,,,
69,PT06M42.00S,2023-11-11T01:24:19.2Z,1,REGULAR,3pt,Jump Shot,[],1641722,74.06373193166885,14.460784313725492,1610612740,11,17,2023-11-11T01:24:24Z,670000,False,-178.0,191.0,1,right,MISS J. Hawkins 26' 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,26.11,,,,,,,,,
70,PT06M37.00S,2023-11-11T01:24:24.2Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,11,17,2023-11-11T01:24:24Z,680000,False,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Above the Break 3,24+ Left Center,,,,,,,69.0,1.0,1.0,0.0,,,,,,,,,,
71,PT06M28.00S,2023-11-11T01:24:31.6Z,1,REGULAR,3pt,Jump Shot,[],1630256,28.07161629434954,17.647058823529413,1610612745,11,17,2023-11-11T01:24:36Z,690000,False,162.0,211.0,1,left,MISS J. Tate 26' 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,26.62,,,,,,,,,
72,PT06M26.00S,2023-11-11T01:24:33.6Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,11,17,2023-11-11T01:24:36Z,700000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,,,,,,,71.0,3.0,3.0,0.0,,,,,,,,,,
73,PT06M07.00S,2023-11-11T01:24:53.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,83.65637319316689,37.254901960784316,1610612740,11,17,2023-11-11T01:24:58Z,710000,False,-64.0,101.0,1,right,MISS Z. Williamson 11' driving floating Shot,[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Missed,,,,,11.95,,,,,,,,,
74,PT06M05.00S,2023-11-11T01:24:55.3Z,1,REGULAR,rebound,offensive,[],1629627,,,1610612740,11,17,2023-11-11T01:24:58Z,720000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:0),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,73.0,1.0,0.0,1.0,,,,,,,,,,
75,PT06M04.00S,2023-11-11T01:24:56.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,92.85479632063075,48.28431372549019,1610612740,11,19,2023-11-11T01:25:05Z,730000,False,-9.0,15.0,1,right,Z. Williamson putback Layup (8 PTS),[1629627],1610612740.0,NOP,putback,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,1.7,8.0,,,,,,,,
79,PT05M50.00S,2023-11-11T01:25:13.9Z,1,REGULAR,substitution,out,[],1630224,,,1610612745,11,19,2023-11-11T01:25:30Z,735000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M50.00S,2023-11-11T01:25:13.9Z,1,REGULAR,substitution,out,[],1631095,,,1610612745,11,19,2023-11-11T01:25:30Z,737500,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M50.00S,2023-11-11T01:25:13.9Z,1,REGULAR,substitution,out,[],1629627,,,1610612745,11,19,2023-11-11T01:25:30Z,738750,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M50.00S,2023-11-11T01:25:13.9Z,1,REGULAR,substitution,out,[],1641722,,,1610612745,11,19,2023-11-11T01:25:30Z,739375,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M50.00S,2023-11-11T01:25:13.9Z,1,REGULAR,substitution,in,[],1628988,,,1610612745,11,19,2023-11-11T01:25:30Z,739687,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M50.00S,2023-11-11T01:25:13.9Z,1,REGULAR,substitution,in,[],1631106,,,1610612745,11,19,2023-11-11T01:25:30Z,739843,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M50.00S,2023-11-11T01:25:13.9Z,1,REGULAR,substitution,in,[],1630346,,,1610612745,11,19,2023-11-11T01:25:30Z,739921,False,,,0,,SUB in: M. Ryan,[1630346],1610612740.0,NOP,,,,Ryan,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M50.00S,2023-11-11T01:25:13.9Z,1,REGULAR,substitution,in,[],1631220,,,1610612745,11,19,2023-11-11T01:25:30Z,739960,False,,,0,,SUB in: D. Seabron,[1631220],1610612740.0,NOP,,,,Seabron,D. Seabron,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M50.00S,2023-11-11T01:25:15.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,5.863994743758213,42.15686274509804,1610612745,11,19,2023-11-11T01:33:05Z,740000,False,39.0,3.0,1,left,MISS F. VanVleet driving Layup,[1627832],1610612745.0,HOU,driving,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,3.93,,,,,,,,,
77,PT05M50.00S,2023-11-11T01:25:15.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,11,19,2023-11-11T01:33:05Z,750000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,76.0,,,,,,,,,,,,,
87,PT05M43.00S,2023-11-11T01:25:46.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630578,10.068988173455978,14.460784313725492,1610612745,13,19,2023-11-11T01:25:53Z,850000,False,178.0,42.0,1,left,A. Sengun 18' fadeaway Jump Shot (6 PTS),[1630578],1610612745.0,HOU,fadeaway,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Right,,,,,,Made,,,,,18.26,6.0,,,,,,,,
88,PT05M27.00S,2023-11-11T01:26:04.2Z,1,REGULAR,turnover,out-of-bounds,[],1627742,,,1610612740,13,19,2023-11-11T01:26:14Z,860000,False,,,0,,B. Ingram bad pass out-of-bounds TURNOVER (1 TO),[1627742],1610612740.0,NOP,bad pass,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,2005.0,,,,,,,,,,,,,,,,,1.0,,
89,PT05M09.00S,2023-11-11T01:26:27.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628988,24.655059132720105,11.029411764705882,1610612745,13,19,2023-11-11T01:26:32Z,870000,False,195.0,179.0,1,left,MISS A. Holiday 26' 3PT,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,26.48,,,,,,,,,
90,PT05M06.00S,2023-11-11T01:26:30.9Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612740,13,19,2023-11-11T01:26:32Z,880000,False,,,0,,D. Daniels REBOUND (Off:0 Def:2),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,,,89.0,2.0,2.0,0.0,,,,,,,,,,
