actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
175,PT11M03.00S,2023-12-14T01:40:44.0Z,2,REGULAR,freethrow,1 of 2,[],1631106,,,1610612745,33,25,2023-12-14T01:41:02Z,1730000,False,,,0,,T. Eason Free Throw 1 of 2 (4 PTS),[1631106],1610612745.0,HOU,,,,,,,,,,,,Eason,T. Eason,,,,Made,,,,,,,4.0,,,,,,
176,PT11M03.00S,2023-12-14T01:40:44.0Z,2,REGULAR,freethrow,2 of 2,[],1631106,,,1610612745,33,25,2023-12-14T01:41:02Z,1740000,False,,,0,,MISS T. Eason Free Throw 2 of 2,[1631106],1610612745.0,HOU,,,,,,,,,,,,Eason,T. Eason,,,,Missed,,,,,,,,,,,,,
177,PT11M01.00S,2023-12-14T01:40:46.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612763,33,25,2023-12-14T01:41:02Z,1750000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,176.0,,,,,,,,,,
179,PT10M53.00S,2023-12-14T01:41:14.4Z,2,REGULAR,turnover,out-of-bounds,[],1630533,,,1610612763,33,25,2023-12-14T01:41:21Z,1770000,False,,,0,,Z. Williams lost ball out-of-bounds TURNOVER (1 TO),[1630533],1610612763.0,MEM,lost ball,,,,,,Left Corner 3,24+ Left,1626301.0,,,Williams,Z. Williams,,,,,,,,,,,,,,,1.0,,
180,PT10M37.00S,2023-12-14T01:41:35.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629111,7.440867279894875,43.38235294117647,1610612745,33,25,2023-12-14T01:41:39Z,1780000,False,33.0,17.0,1,left,MISS J. Landale Layup - blocked,"[1629111, 1630583]",1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,,Landale,J. Landale,,,3.74,Missed,Aldama,1630583.0,,,,,,,,,,,
181,PT10M37.00S,2023-12-14T01:41:35.2Z,2,REGULAR,block,,[],1630583,,,1610612745,33,25,2023-12-14T01:41:37Z,1790000,False,,,0,,S. Aldama BLOCK (1 BLK),[1630583],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,
182,PT10M33.00S,2023-12-14T01:41:39.2Z,2,REGULAR,rebound,offensive,[],1629111,,,1610612745,33,25,2023-12-14T01:41:39Z,1800000,False,,,0,,J. Landale REBOUND (Off:1 Def:0),[1629111],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,,Landale,J. Landale,,,,,,,180.0,1.0,0.0,1.0,,,,,,,
183,PT10M33.00S,2023-12-14T01:41:38.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629111,5.863994743758213,48.529411764705884,1610612745,35,25,2023-12-14T01:44:30Z,1810000,False,7.0,3.0,1,left,J. Landale putback Layup (2 PTS),[1629111],1610612745.0,HOU,putback,,,,,,Restricted Area,0-8 Center,,,,Landale,J. Landale,,,0.78,Made,,,,,,,2.0,,,,,,
184,PT10M29.00S,2023-12-14T01:41:46.3Z,2,REGULAR,foul,personal,['2freethrow'],1630256,,,1610612763,35,25,2023-12-14T01:42:03Z,1820000,False,,,0,,J. Tate shooting personal FOUL (1 PF) (Rose 2 FT),"[1630256, 201565]",1610612745.0,HOU,shooting,,,,,,Restricted Area,0-8 Center,2714.0,1.0,0.0,Tate,J. Tate,Rose,201565.0,,,,,,,,,,,,,,,
186,PT10M29.00S,2023-12-14T01:42:18.2Z,2,REGULAR,freethrow,1 of 2,[],201565,,,1610612763,35,26,2023-12-14T01:42:18Z,1840000,False,,,0,,D. Rose Free Throw 1 of 2 (3 PTS),[201565],1610612763.0,MEM,,,,,,,,,,,,Rose,D. Rose,,,,Made,,,,,,,3.0,,,,,,
187,PT10M29.00S,2023-12-14T01:42:33.9Z,2,REGULAR,freethrow,2 of 2,[],201565,,,1610612763,35,27,2023-12-14T01:42:33Z,1850000,False,,,0,,D. Rose Free Throw 2 of 2 (4 PTS),[201565],1610612763.0,MEM,,,,,,,,,,,,Rose,D. Rose,,,,Made,,,,,,,4.0,,,,,,
188,PT10M14.00S,2023-12-14T01:42:51.0Z,2,REGULAR,3pt,Jump Shot,[],1631106,28.991458607095925,71.32352941176471,1610612745,35,27,2023-12-14T01:42:56Z,1860000,False,-107.0,220.0,1,left,MISS T. Eason 24' 3PT,[1631106],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,Eason,T. Eason,,,24.45,Missed,,,,,,,,,,,,,
189,PT10M13.00S,2023-12-14T01:42:52.0Z,2,REGULAR,rebound,offensive,[],1629111,,,1610612745,35,27,2023-12-14T01:42:56Z,1870000,False,,,0,,J. Landale REBOUND (Off:2 Def:0),[1629111],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,Landale,J. Landale,,,,,,,188.0,2.0,0.0,2.0,,,,,,,
190,PT10M04.00S,2023-12-14T01:43:00.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631106,10.726018396846255,56.61764705882353,1610612745,35,27,2023-12-14T01:43:05Z,1880000,False,-33.0,48.0,1,left,MISS T. Eason Layup,[1631106],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Eason,T. Eason,,,5.86,Missed,,,,,,,,,,,,,
191,PT10M01.00S,2023-12-14T01:43:04.3Z,2,REGULAR,rebound,offensive,[],1630256,,,1610612745,35,27,2023-12-14T01:43:04Z,1890000,False,,,0,,J. Tate REBOUND (Off:1 Def:2),[1630256],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Tate,J. Tate,,,,,,,190.0,3.0,2.0,1.0,,,,,,,
192,PT09M58.00S,2023-12-14T01:43:06.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203493,32.013797634691194,61.51960784313726,1610612745,35,27,2023-12-14T01:43:10Z,1900000,False,-58.0,248.0,1,left,MISS R. Bullock Jr. 25' 3PT,[203493],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,,Bullock Jr.,R. Bullock Jr.,,,25.5,Missed,,,,,,,,,,,,,
193,PT09M57.00S,2023-12-14T01:43:07.6Z,2,REGULAR,rebound,offensive,[],1631106,,,1610612745,35,27,2023-12-14T01:43:10Z,1910000,False,,,0,,T. Eason REBOUND (Off:1 Def:2),[1631106],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,,Eason,T. Eason,,,,,,,192.0,3.0,2.0,1.0,,,,,,,
194,PT09M57.00S,2023-12-14T01:43:09.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631106,6.1268068331143235,49.01960784313725,1610612745,37,27,2023-12-14T01:43:15Z,1920000,False,5.0,5.0,1,left,T. Eason putback Layup (6 PTS),[1631106],1610612745.0,HOU,putback,,,,,,Restricted Area,0-8 Center,,,,Eason,T. Eason,,,0.71,Made,,,,,,,6.0,,,,,,
195,PT09M57.00S,2023-12-14T01:43:16.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,37,27,2023-12-14T01:43:16Z,1930000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M57.00S,2023-12-14T01:45:45.6Z,2,REGULAR,substitution,out,[],1630533,,,1610612763,37,27,2023-12-14T01:46:08Z,1940000,False,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,,,,,,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,
201,PT09M57.00S,2023-12-14T01:45:45.6Z,2,REGULAR,substitution,in,[],202687,,,1610612763,37,27,2023-12-14T01:46:08Z,1950000,False,,,0,,SUB in: B. Biyombo,[202687],1610612763.0,MEM,,,,,,,,,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,
202,PT09M46.00S,2023-12-14T01:46:17.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201565,91.01511169513797,42.40196078431372,1610612763,37,27,2023-12-14T01:46:29Z,1960000,False,-38.0,32.0,1,right,MISS D. Rose driving finger roll Layup,[201565],1610612763.0,MEM,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,,,,Rose,D. Rose,,,4.97,Missed,,,,,,,,,,,,,
204,PT09M43.00S,2023-12-14T01:46:20.6Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612745,37,27,2023-12-14T01:46:23Z,1980000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:3),[1627832],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,,VanVleet,F. VanVleet,,,,,,,202.0,3.0,3.0,0.0,,,,,,,
205,PT09M34.00S,2023-12-14T01:46:29.8Z,2,REGULAR,3pt,Jump Shot,[],203493,10.726018396846255,95.83333333333334,1610612745,40,27,2023-12-14T01:50:38Z,1990000,False,-229.0,48.0,1,left,R. Bullock Jr. 3PT step back (6 PTS) (F. VanVleet 3 AST),"[203493, 1627832]",1610612745.0,HOU,step back,,,,,,Left Corner 3,24+ Left,,,,Bullock Jr.,R. Bullock Jr.,,,23.42,Made,,,,,,,6.0,F. VanVleet,1627832.0,3.0,,,
207,PT09M17.00S,2023-12-14T01:46:47.2Z,2,REGULAR,3pt,Jump Shot,[],1630583,67.88764783180025,30.392156862745097,1610612763,40,30,2023-12-14T01:46:52Z,2010000,False,-98.0,249.0,1,right,S. Aldama 26' 3PT  (5 PTS) (J. LaRavia 1 AST),"[1630583, 1631222]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,,,,Aldama,S. Aldama,,,26.8,Made,,,,,,,5.0,J. LaRavia,1631222.0,1.0,,,
209,PT09M01.00S,2023-12-14T01:47:03.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,6.389618922470433,52.20588235294118,1610612745,40,30,2023-12-14T01:47:10Z,2030000,False,-11.0,8.0,1,left,MISS J. Tate driving Layup,[1630256],1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,,,,Tate,J. Tate,,,1.34,Missed,,,,,,,,,,,,,
210,PT09M00.00S,2023-12-14T01:47:04.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612763,40,30,2023-12-14T01:47:10Z,2040000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,209.0,,,,,,,,,,
212,PT08M49.00S,2023-12-14T01:47:25.5Z,2,REGULAR,3pt,Jump Shot,[],1629723,67.88764783180025,63.725490196078425,1610612763,40,30,2023-12-14T01:47:30Z,2060000,False,69.0,249.0,1,right,MISS J. Konchar 25' 3PT,[1629723],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Konchar,J. Konchar,,,25.87,Missed,,,,,,,,,,,,,
213,PT08M48.00S,2023-12-14T01:47:26.5Z,2,REGULAR,rebound,defensive,[],1631106,,,1610612745,40,30,2023-12-14T01:47:30Z,2070000,False,,,0,,T. Eason REBOUND (Off:1 Def:3),[1631106],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,,Eason,T. Eason,,,,,,,212.0,4.0,3.0,1.0,,,,,,,
214,PT08M38.00S,2023-12-14T01:47:37.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,7.178055190538765,53.92156862745098,1610612745,42,30,2023-12-14T01:47:41Z,2080000,False,-20.0,15.0,1,left,J. Tate driving Layup (5 PTS),[1630256],1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,,,,Tate,J. Tate,,,2.47,Made,,,,,,,5.0,,,,,,
215,PT08M24.00S,2023-12-14T01:47:51.3Z,2,REGULAR,turnover,bad pass,[],202687,,,1610612763,42,30,2023-12-14T01:47:55Z,2090000,False,,,0,,B. Biyombo bad pass TURNOVER (2 TO),"[202687, 1631106]",1610612763.0,MEM,,,,,,,Mid-Range,16-24 Left Center,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,2.0,Eason,1631106.0
216,PT08M24.00S,2023-12-14T01:47:51.3Z,2,REGULAR,steal,,[],1631106,,,1610612745,42,30,2023-12-14T01:47:53Z,2100000,False,,,0,,T. Eason STEAL (1 STL),[1631106],1610612745.0,HOU,,,,,,,Mid-Range,16-24 Left Center,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,
217,PT08M21.00S,2023-12-14T01:47:54.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631106,6.521024967148489,48.77450980392157,1610612745,44,30,2023-12-14T01:48:01Z,2110000,False,6.0,9.0,1,left,T. Eason running DUNK (8 PTS),[1631106],1610612745.0,HOU,running,,,,,,Restricted Area,0-8 Center,,,,Eason,T. Eason,,,1.07,Made,,,,,,,8.0,,,,,,
218,PT07M51.00S,2023-12-14T01:48:23.3Z,2,REGULAR,turnover,lost ball,[],1630583,,,1610612763,44,30,2023-12-14T01:48:27Z,2120000,False,,,0,,S. Aldama lost ball TURNOVER (1 TO),"[1630583, 1627832]",1610612763.0,MEM,,,,,,,Mid-Range,8-16 Right,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,1.0,VanVleet,1627832.0
219,PT07M51.00S,2023-12-14T01:48:23.3Z,2,REGULAR,steal,,[],1627832,,,1610612745,44,30,2023-12-14T01:48:25Z,2130000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612745.0,HOU,,,,,,,Mid-Range,8-16 Right,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,
220,PT07M48.00S,2023-12-14T01:48:27.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631106,6.1268068331143235,47.794117647058826,1610612745,46,30,2023-12-14T01:48:35Z,2140000,False,11.0,5.0,1,left,T. Eason running alley-oop DUNK (10 PTS) (J. Tate 2 AST),"[1631106, 1630256]",1610612745.0,HOU,running alley-oop,,,,,,Restricted Area,0-8 Center,,,,Eason,T. Eason,,,1.21,Made,,,,,,,10.0,J. Tate,1630256.0,2.0,,,
222,PT07M48.00S,2023-12-14T01:48:34.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,46,30,2023-12-14T01:48:34Z,2160000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M48.00S,2023-12-14T01:51:09.0Z,2,REGULAR,substitution,out,[],1629111,,,1610612763,46,30,2023-12-14T01:51:29Z,2170000,False,,,0,,SUB out: J. Landale,[1629111],1610612745.0,HOU,,,,,,,,,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,
224,PT07M48.00S,2023-12-14T01:51:09.0Z,2,REGULAR,substitution,out,[],1630583,,,1610612763,46,30,2023-12-14T01:51:29Z,2180000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,,,,,,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,
225,PT07M48.00S,2023-12-14T01:51:09.0Z,2,REGULAR,substitution,out,[],1629723,,,1610612763,46,30,2023-12-14T01:51:29Z,2190000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,,,,,,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,
226,PT07M48.00S,2023-12-14T01:51:09.0Z,2,REGULAR,substitution,in,[],1630578,,,1610612763,46,30,2023-12-14T01:51:29Z,2200000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,
227,PT07M48.00S,2023-12-14T01:51:09.0Z,2,REGULAR,substitution,in,[],1631246,,,1610612763,46,30,2023-12-14T01:51:29Z,2210000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,,,,,,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,
228,PT07M48.00S,2023-12-14T01:51:09.0Z,2,REGULAR,substitution,in,[],1631223,,,1610612763,46,30,2023-12-14T01:51:29Z,2220000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,,,,,,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,
229,PT07M24.00S,2023-12-14T01:51:50.4Z,2,REGULAR,3pt,Jump Shot,[],1631222,75.3777923784494,84.31372549019608,1610612763,46,30,2023-12-14T01:52:00Z,2230000,False,172.0,179.0,1,right,MISS J. LaRavia 24' 3PT,[1631222],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,LaRavia,J. LaRavia,,,24.79,Missed,,,,,,,,,,,,,
230,PT07M23.00S,2023-12-14T01:51:51.4Z,2,REGULAR,rebound,defensive,[],1630256,,,1610612745,46,30,2023-12-14T01:52:00Z,2240000,False,,,0,,J. Tate REBOUND (Off:1 Def:3),[1630256],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,,Tate,J. Tate,,,,,,,229.0,4.0,3.0,1.0,,,,,,,
231,PT07M10.00S,2023-12-14T01:52:08.9Z,2,REGULAR,turnover,traveling,[],1630578,,,1610612745,46,30,2023-12-14T01:52:13Z,2250000,False,,,0,,A. Sengun traveling TURNOVER (1 TO),[1630578],1610612745.0,HOU,,,,,,,Mid-Range,8-16 Right,1628953.0,,,Sengun,A. Sengun,,,,,,,,,,,,,,,1.0,,
232,PT07M10.00S,2023-12-14T01:52:18.6Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612763,46,30,2023-12-14T01:52:24Z,2260000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612745.0,HOU,,,,,,,,,2714.0,,,,,,,,,,,,,,,,,,,,,
233,PT06M58.00S,2023-12-14T01:52:33.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201565,92.59198423127464,49.01960784313725,1610612763,46,32,2023-12-14T01:52:38Z,2270000,False,-5.0,17.0,1,right,D. Rose driving Layup (6 PTS),[201565],1610612763.0,MEM,driving,,,,,,Restricted Area,0-8 Center,,,,Rose,D. Rose,,,1.78,Made,,,,,,,6.0,,,,,,
234,PT06M42.00S,2023-12-14T01:52:49.4Z,2,REGULAR,3pt,Jump Shot,[],203493,6.258212877792378,2.2058823529411766,1610612745,46,32,2023-12-14T01:52:55Z,2280000,False,239.0,6.0,1,left,MISS R. Bullock Jr. 3PT,[203493],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,,,,Bullock Jr.,R. Bullock Jr.,,,23.91,Missed,,,,,,,,,,,,,
235,PT06M42.00S,2023-12-14T01:52:49.4Z,2,REGULAR,rebound,defensive,[],1631246,,,1610612763,46,32,2023-12-14T01:52:55Z,2290000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:2),[1631246],1610612763.0,MEM,,,,,,,Right Corner 3,24+ Right,,,,Williams Jr.,V. Williams Jr.,,,,,,,234.0,2.0,2.0,0.0,,,,,,,
236,PT06M32.00S,2023-12-14T01:52:59.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631246,82.47371879106439,55.88235294117647,1610612763,46,32,2023-12-14T01:53:07Z,2300000,False,29.0,112.0,1,right,MISS V. Williams Jr. 11' driving floating Shot,[1631246],1610612763.0,MEM,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,,,Williams Jr.,V. Williams Jr.,,,11.6,Missed,,,,,,,,,,,,,
237,PT06M31.00S,2023-12-14T01:53:00.8Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,46,32,2023-12-14T01:53:07Z,2310000,False,,,0,,A. Sengun REBOUND (Off:1 Def:6),[1630578],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Sengun,A. Sengun,,,,,,,236.0,7.0,6.0,1.0,,,,,,,
238,PT06M24.00S,2023-12-14T01:53:07.5Z,2,REGULAR,turnover,bad pass,[],1627832,,,1610612745,46,32,2023-12-14T01:53:12Z,2320000,False,,,0,,F. VanVleet bad pass TURNOVER (2 TO),"[1627832, 1631223]",1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,2.0,Roddy,1631223.0
239,PT06M24.00S,2023-12-14T01:53:07.5Z,2,REGULAR,steal,,[],1631223,,,1610612763,46,32,2023-12-14T02:23:45Z,2330000,False,,,0,,D. Roddy STEAL (1 STL),[1631223],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,
240,PT06M14.00S,2023-12-14T01:53:17.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1631222,76.2976346911958,56.127450980392155,1610612763,46,34,2023-12-14T01:53:24Z,2340000,False,31.0,170.0,1,right,J. LaRavia 17' step back Jump Shot (2 PTS),[1631222],1610612763.0,MEM,step back,,,,,,Mid-Range,16-24 Center,,,,LaRavia,J. LaRavia,,,17.3,Made,,,,,,,2.0,,,,,,
241,PT05M53.00S,2023-12-14T01:53:37.6Z,2,REGULAR,3pt,Jump Shot,[],1627832,32.40801576872536,52.69607843137255,1610612745,46,34,2023-12-14T01:53:45Z,2350000,False,-13.0,252.0,1,left,MISS F. VanVleet 25' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,,,,Above the Break 3,24+ Center,,,,VanVleet,F. VanVleet,,,25.25,Missed,,,,,,,,,,,,,
242,PT05M53.00S,2023-12-14T01:53:37.6Z,2,REGULAR,rebound,defensive,[],202687,,,1610612763,46,34,2023-12-14T01:53:45Z,2360000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:3),[202687],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Biyombo,B. Biyombo,,,,,,,241.0,3.0,3.0,0.0,,,,,,,
243,PT05M41.00S,2023-12-14T01:53:50.2Z,2,REGULAR,2pt,Jump Shot,[],201565,77.4802890932983,47.05882352941176,1610612763,46,34,2023-12-14T01:53:57Z,2370000,False,-15.0,159.0,1,right,MISS D. Rose 15' driving floating Shot,[201565],1610612763.0,MEM,driving floating,,,,,,Mid-Range,8-16 Center,,,,Rose,D. Rose,,,15.99,Missed,,,,,,,,,,,,,
244,PT05M41.00S,2023-12-14T01:53:50.2Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612745,46,34,2023-12-14T01:53:57Z,2380000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:4),[1627832],1610612745.0,HOU,,,,,,,Mid-Range,8-16 Center,,,,VanVleet,F. VanVleet,,,,,,,243.0,4.0,4.0,0.0,,,,,,,
245,PT05M33.00S,2023-12-14T01:54:01.6Z,2,REGULAR,turnover,traveling,[],1627832,,,1610612745,46,34,2023-12-14T01:54:07Z,2390000,False,,,0,,F. VanVleet traveling TURNOVER (3 TO),[1627832],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,1626301.0,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,3.0,,
246,PT05M33.00S,2023-12-14T01:54:06.0Z,2,REGULAR,substitution,out,[],1630256,,,1610612763,46,34,2023-12-14T01:54:26Z,2400000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,
247,PT05M33.00S,2023-12-14T01:54:06.0Z,2,REGULAR,substitution,out,[],1631106,,,1610612763,46,34,2023-12-14T01:54:26Z,2410000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,,,,,,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,
248,PT05M33.00S,2023-12-14T01:54:06.0Z,2,REGULAR,substitution,out,[],203493,,,1610612763,46,34,2023-12-14T01:54:26Z,2420000,False,,,0,,SUB out: R. Bullock Jr.,[203493],1610612745.0,HOU,,,,,,,,,,,,Bullock Jr.,R. Bullock Jr.,,,,,,,,,,,,,,,,,
249,PT05M33.00S,2023-12-14T01:54:06.0Z,2,REGULAR,substitution,out,[],1631222,,,1610612763,46,34,2023-12-14T01:54:26Z,2430000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,,,,,,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,
250,PT05M33.00S,2023-12-14T01:54:06.0Z,2,REGULAR,substitution,out,[],201565,,,1610612763,46,34,2023-12-14T01:54:26Z,2440000,False,,,0,,SUB out: D. Rose,[201565],1610612763.0,MEM,,,,,,,,,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,
251,PT05M33.00S,2023-12-14T01:54:06.0Z,2,REGULAR,substitution,in,[],1630224,,,1610612763,46,34,2023-12-14T01:54:26Z,2450000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,
252,PT05M33.00S,2023-12-14T01:54:06.0Z,2,REGULAR,substitution,in,[],1628415,,,1610612763,46,34,2023-12-14T01:54:26Z,2460000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,
253,PT05M33.00S,2023-12-14T01:54:06.0Z,2,REGULAR,substitution,in,[],1631095,,,1610612763,46,34,2023-12-14T01:54:26Z,2470000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,
254,PT05M33.00S,2023-12-14T01:54:06.0Z,2,REGULAR,substitution,in,[],1629669,,,1610612763,46,34,2023-12-14T01:54:26Z,2480000,False,,,0,,SUB in: J. Nowell,[1629669],1610612763.0,MEM,,,,,,,,,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,
255,PT05M33.00S,2023-12-14T01:54:06.0Z,2,REGULAR,substitution,in,[],1628991,,,1610612763,46,34,2023-12-14T01:54:26Z,2490000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
256,PT05M16.00S,2023-12-14T01:54:38.2Z,2,REGULAR,turnover,lost ball,[],1628991,,,1610612763,46,34,2023-12-14T01:54:44Z,2500000,False,,,0,,J. Jackson Jr. lost ball TURNOVER (1 TO),"[1628991, 1631095]",1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,1.0,Smith Jr.,1631095.0
257,PT05M16.00S,2023-12-14T01:54:38.2Z,2,REGULAR,steal,,[],1631095,,,1610612745,46,34,2023-12-14T01:54:41Z,2510000,False,,,0,,J. Smith Jr. STEAL (1 STL),[1631095],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,
258,PT05M11.00S,2023-12-14T01:54:43.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630224,8.886333771353483,50.98039215686274,1610612745,46,34,2023-12-14T02:01:25Z,2520000,False,-5.0,31.0,1,left,MISS J. Green running reverse Layup,[1630224],1610612745.0,HOU,running reverse,,,,,,Restricted Area,0-8 Center,,,,Green,J. Green,,,3.14,Missed,,,,,,,,,,,,,
