actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
38,PT09M18.00S,2024-04-06T00:15:35.5Z,1,REGULAR,steal,,[],202710,,,1610612748,9,7,2024-04-06T00:15:37Z,380000,False,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
39,PT09M10.00S,2024-04-06T00:15:48.1Z,1,REGULAR,turnover,out-of-bounds,[],202710,,,1610612748,9,7,2024-04-06T00:19:01Z,390000,False,,,0,,J. Butler lost ball out-of-bounds TURNOVER (2 TO),[202710],1610612748.0,MIA,lost ball,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,,,,,201638.0,,,,,,2.0,,,,,,,
40,PT08M58.00S,2024-04-06T00:16:07.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201145,92.72339027595268,55.88235294117647,1610612745,11,7,2024-04-06T00:19:41Z,400000,False,29.0,16.0,1,right,J. Green cutting Layup (5 PTS) (J. Green 1 AST),"[201145, 1630224]",1610612745.0,HOU,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.34,Made,5.0,J. Green,1630224.0,1.0,,,,,,,,,,,,,,
42,PT08M45.00S,2024-04-06T00:16:20.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,10.5946123521682,44.11764705882353,1610612748,11,9,2024-04-06T00:20:10Z,420000,False,29.0,47.0,1,left,J. Butler driving floating Jump Shot (2 PTS),[202710],1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,5.55,Made,2.0,,,,,,,,,,,,,,,,,
43,PT08M33.00S,2024-04-06T00:16:31.4Z,1,REGULAR,3pt,Jump Shot,[],1628415,69.85873850197109,25.0,1610612745,14,9,2024-04-06T00:16:35Z,430000,False,-125.0,231.0,1,right,D. Brooks 26' 3PT  (5 PTS) (F. VanVleet 3 AST),"[1628415, 1627832]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,26.25,Made,5.0,F. VanVleet,1627832.0,3.0,,,,,,,,,,,,,,
45,PT08M13.00S,2024-04-06T00:16:51.1Z,1,REGULAR,3pt,Jump Shot,[],1631107,19.66162943495401,3.6764705882352944,1610612748,14,9,2024-04-06T00:16:58Z,450000,False,232.0,132.0,1,left,MISS N. Jovic 26' 3PT,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Right Center,26.67,Missed,,,,,,,,,,,,,,,,,,
46,PT08M11.00S,2024-04-06T00:16:53.1Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,14,9,2024-04-06T00:16:58Z,460000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,45.0,,,,1.0,1.0,0.0,,
47,PT08M01.00S,2024-04-06T00:17:03.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,92.85479632063075,46.07843137254902,1610612745,14,9,2024-04-06T00:21:14Z,470000,False,-20.0,15.0,1,right,MISS D. Brooks driving finger roll Layup,[1628415],1610612745.0,HOU,driving finger roll,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,,,,
48,PT07M59.00S,2024-04-06T00:17:05.6Z,1,REGULAR,rebound,defensive,[],1631107,,,1610612748,14,9,2024-04-06T00:17:09Z,480000,False,,,0,,N. Jovic REBOUND (Off:0 Def:1),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,47.0,,,,1.0,1.0,0.0,,
49,PT07M54.00S,2024-04-06T00:17:11.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202710,27.677398160315374,17.15686274509804,1610612748,14,9,2024-04-06T00:17:26Z,490000,False,164.0,208.0,1,left,MISS J. Butler 26' running pullup 3PT,[202710],1610612748.0,MIA,running pullup,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,26.48,Missed,,,,,,,,,,,,,,,,,,
50,PT07M51.00S,2024-04-06T00:17:14.3Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,14,9,2024-04-06T00:17:20Z,500000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,49.0,,,,1.0,1.0,0.0,,
51,PT07M35.00S,2024-04-06T00:17:33.4Z,1,REGULAR,foul,personal,[],202710,,,1610612745,14,9,2024-04-06T00:17:44Z,510000,False,,,0,,J. Butler personal FOUL (1 PF),"[202710, 1630224]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left Center,,,,,,,2530.0,1.0,0.0,Green,1630224.0,,,,,,,,,
53,PT07M28.00S,2024-04-06T00:17:57.4Z,1,REGULAR,3pt,Jump Shot,[],1631095,68.67608409986859,36.51960784313725,1610612745,14,9,2024-04-06T00:18:04Z,530000,False,-67.0,242.0,1,right,MISS J. Smith Jr. 25' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,25.11,Missed,,,,,,,,,,,,,,,,,,
54,PT07M26.00S,2024-04-06T00:17:59.4Z,1,REGULAR,rebound,defensive,[],1631107,,,1610612748,14,9,2024-04-06T00:18:04Z,540000,False,,,0,,N. Jovic REBOUND (Off:0 Def:2),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,53.0,,,,2.0,2.0,0.0,,
55,PT07M18.00S,2024-04-06T00:18:06.3Z,1,REGULAR,2pt,Hook,"['fastbreak', 'pointsinthepaint']",1628389,9.149145860709593,40.68627450980392,1610612748,14,9,2024-04-06T00:23:24Z,550000,False,47.0,34.0,1,left,MISS B. Adebayo turnaround bank Hook,[1628389],1610612748.0,MIA,turnaround bank,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,5.74,Missed,,,,,,,,,,,,,,,,,,
56,PT07M17.00S,2024-04-06T00:18:07.3Z,1,REGULAR,rebound,defensive,[],201145,,,1610612745,14,9,2024-04-06T00:18:14Z,560000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,55.0,,,,1.0,1.0,0.0,,
57,PT07M07.00S,2024-04-06T00:18:16.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201145,92.85479632063075,41.66666666666667,1610612745,14,9,2024-04-06T00:18:23Z,570000,False,-42.0,15.0,1,right,MISS J. Green cutting finger roll Layup,[201145],1610612745.0,HOU,cutting finger roll,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,4.42,Missed,,,,,,,,,,,,,,,,,,
58,PT07M07.00S,2024-04-06T00:18:16.7Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,14,9,2024-04-06T00:18:23Z,580000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,57.0,,,,1.0,1.0,0.0,,
59,PT06M45.00S,2024-04-06T00:18:39.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631107,7.703679369250986,55.88235294117647,1610612748,14,11,2024-04-06T00:18:44Z,590000,False,-29.0,20.0,1,left,N. Jovic driving Layup (2 PTS) (B. Adebayo 2 AST),"[1631107, 1628389]",1610612748.0,MIA,driving,,,Jovic,N. Jovic,,,,,Restricted Area,0-8 Center,3.55,Made,2.0,B. Adebayo,1628389.0,2.0,,,,,,,,,,,,,,
61,PT06M28.00S,2024-04-06T00:18:58.4Z,1,REGULAR,foul,personal,['2freethrow'],1626179,,,1610612745,14,11,2024-04-06T00:19:25Z,610000,False,,,0,,T. Rozier shooting personal FOUL (1 PF) (Brooks 2 FT),"[1626179, 1628415]",1610612748.0,MIA,shooting,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628172.0,1.0,0.0,Brooks,1628415.0,,,,,,,,,
63,PT06M28.00S,2024-04-06T00:19:21.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,14,11,2024-04-06T00:19:21Z,630000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M28.00S,2024-04-06T00:21:27.3Z,1,REGULAR,substitution,out,[],1630224,,,1610612745,14,11,2024-04-06T00:22:20Z,640000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M28.00S,2024-04-06T00:21:27.3Z,1,REGULAR,substitution,out,[],201145,,,1610612745,14,11,2024-04-06T00:22:20Z,650000,False,,,0,,SUB out: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M28.00S,2024-04-06T00:21:27.3Z,1,REGULAR,substitution,in,[],1629111,,,1610612745,14,11,2024-04-06T00:22:20Z,660000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M28.00S,2024-04-06T00:21:27.3Z,1,REGULAR,substitution,in,[],1641715,,,1610612745,14,11,2024-04-06T00:22:20Z,670000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M28.00S,2024-04-06T00:22:21.6Z,1,REGULAR,freethrow,1 of 2,[],1628415,,,1610612745,15,11,2024-04-06T00:22:38Z,680000,False,,,0,,D. Brooks Free Throw 1 of 2 (6 PTS),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
69,PT06M28.00S,2024-04-06T00:22:21.6Z,1,REGULAR,freethrow,2 of 2,[],1628415,,,1610612745,15,11,2024-04-06T00:22:38Z,690000,False,,,0,,MISS D. Brooks Free Throw 2 of 2,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
70,PT06M28.00S,2024-04-06T00:22:21.6Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,15,11,2024-04-06T00:22:38Z,700000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,69.0,,,,2.0,2.0,0.0,,
71,PT06M14.00S,2024-04-06T00:22:40.4Z,1,REGULAR,3pt,Jump Shot,[],1631107,33.065045992115635,40.931372549019606,1610612748,15,11,2024-04-06T00:22:50Z,710000,False,45.0,258.0,1,left,MISS N. Jovic 26' step back 3PT,[1631107],1610612748.0,MIA,step back,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Center,26.22,Missed,,,,,,,,,,,,,,,,,,
72,PT06M13.00S,2024-04-06T00:22:41.4Z,1,REGULAR,rebound,defensive,[],1641715,,,1610612745,15,11,2024-04-06T00:22:50Z,720000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:1),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,71.0,,,,1.0,1.0,0.0,,
73,PT06M03.00S,2024-04-06T00:22:51.0Z,1,REGULAR,3pt,Jump Shot,[],1627832,79.31997371879106,91.42156862745098,1610612745,15,11,2024-04-06T00:25:50Z,730000,False,207.0,142.0,1,right,MISS F. VanVleet 25' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,25.1,Missed,,,,,,,,,,,,,,,,,,
74,PT06M02.00S,2024-04-06T00:22:52.0Z,1,REGULAR,rebound,defensive,[],1631107,,,1610612748,15,11,2024-04-06T00:22:57Z,740000,False,,,0,,N. Jovic REBOUND (Off:0 Def:3),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,73.0,,,,3.0,3.0,0.0,,
75,PT05M50.00S,2024-04-06T00:23:03.6Z,1,REGULAR,3pt,Jump Shot,[],1629130,29.77989487516426,30.14705882352941,1610612748,15,11,2024-04-06T00:23:11Z,750000,False,99.0,227.0,1,left,MISS D. Robinson 24' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,24.81,Missed,,,,,,,,,,,,,,,,,,
76,PT05M49.00S,2024-04-06T00:23:04.6Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612745,15,11,2024-04-06T00:23:11Z,760000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,75.0,,,,1.0,1.0,0.0,,
77,PT05M33.00S,2024-04-06T00:23:21.2Z,1,REGULAR,3pt,Jump Shot,[],1628415,69.99014454664915,71.56862745098039,1610612745,18,11,2024-04-06T00:23:25Z,770000,False,108.0,230.0,1,right,D. Brooks 25' 3PT  (9 PTS) (J. Smith Jr. 1 AST),"[1628415, 1631095]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,25.36,Made,9.0,J. Smith Jr.,1631095.0,1.0,,,,,,,,,,,,,,
79,PT05M19.00S,2024-04-06T00:23:37.9Z,1,REGULAR,foul,personal,['2freethrow'],1641715,,,1610612748,18,11,2024-04-06T00:23:49Z,790000,False,,,0,,C. Whitmore shooting personal FOUL (1 PF) (Butler 2 FT),"[1641715, 202710]",1610612745.0,HOU,shooting,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,,,,,,,1628172.0,1.0,0.0,Butler,202710.0,,,,,,,,,
81,PT05M19.00S,2024-04-06T00:24:02.4Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,18,12,2024-04-06T00:24:02Z,810000,False,,,0,,J. Butler Free Throw 1 of 2 (3 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
82,PT05M19.00S,2024-04-06T00:24:03.1Z,1,REGULAR,substitution,out,[],1631107,,,1610612748,18,12,2024-04-06T00:24:10Z,820000,False,,,0,,SUB out: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M19.00S,2024-04-06T00:24:03.1Z,1,REGULAR,substitution,in,[],1628997,,,1610612748,18,12,2024-04-06T00:24:10Z,830000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M19.00S,2024-04-06T00:24:20.5Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,18,13,2024-04-06T00:24:20Z,840000,False,,,0,,J. Butler Free Throw 2 of 2 (4 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
85,PT05M06.00S,2024-04-06T00:24:38.5Z,1,REGULAR,turnover,backcourt,[],1641715,,,1610612745,18,13,2024-04-06T00:24:49Z,850000,False,,,0,,C. Whitmore backcourt TURNOVER (1 TO),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Center,,,,,,,201638.0,,,,,,1.0,,,,,,,
86,PT04M55.00S,2024-04-06T00:25:03.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202710,7.178055190538765,54.166666666666664,1610612748,18,15,2024-04-06T00:25:08Z,860000,False,-21.0,15.0,1,left,J. Butler driving Layup (6 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,2.56,Made,6.0,,,,,,,,,,,,,,,,,
87,PT04M45.00S,2024-04-06T00:25:12.6Z,1,REGULAR,3pt,Jump Shot,[],1627832,67.36202365308804,47.30392156862745,1610612745,18,15,2024-04-06T00:25:21Z,870000,False,-13.0,254.0,1,right,MISS F. VanVleet 25' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
