actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
28,PT10M06.00S,2023-12-07T01:13:59.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,13.748357424441524,51.9607843137255,1610612760,2,4,2023-12-07T01:14:10Z,280000,False,-10.0,77.0,1,left,MISS J. Giddey 7' driving Layup,[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,7.73,,,,,,,,,,,,
29,PT10M04.00S,2023-12-07T01:14:01.8Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,2,4,2023-12-07T01:14:01Z,290000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,28.0,2.0,2.0,0.0,,,,,
30,PT09M55.00S,2023-12-07T01:14:11.7Z,1,REGULAR,3pt,Jump Shot,[],1630224,73.01248357424441,14.460784313725492,1610612745,5,4,2023-12-07T01:14:16Z,300000,False,-178.0,201.0,1,right,J. Green 26' 3PT  (3 PTS) (F. VanVleet 1 AST),"[1630224, 1627832]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,26.84,F. VanVleet,1627832.0,1.0,,,,,,,,,
32,PT09M43.00S,2023-12-07T01:14:31.4Z,1,REGULAR,foul,technical,['1freethrow'],1630578,,,1610612760,5,4,2023-12-07T01:14:41Z,320000,False,,,0,,A. Sengun defensive-3-second technical FOUL (1 Tech),[1630578],1610612745.0,HOU,defensive-3-second,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Right,202053.0,0.0,1.0,,,,,,,,,,,,,,,,,
33,PT09M43.00S,2023-12-07T01:14:44.4Z,1,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,5,5,2023-12-07T01:14:44Z,330000,False,,,0,,S. Gilgeous-Alexander technical Free Throw 1 of 1 (1 PTS),[1628983],1610612760.0,OKC,technical,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
34,PT09M35.00S,2023-12-07T01:15:03.8Z,1,REGULAR,3pt,Jump Shot,[],1631096,30.17411300919842,25.98039215686275,1610612760,5,5,2023-12-07T01:15:11Z,340000,False,120.0,231.0,1,left,MISS C. Holmgren 26' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,26.04,,,,,,,,,,,,
35,PT09M31.00S,2023-12-07T01:15:07.8Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612745,5,5,2023-12-07T01:15:11Z,350000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,34.0,1.0,1.0,0.0,,,,,
36,PT09M24.00S,2023-12-07T01:15:13.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending', 'fastbreak']",1630578,93.38042049934296,56.127450980392155,1610612745,7,5,2023-12-07T01:19:18Z,360000,False,31.0,10.0,1,right,A. Sengun running Layup (4 PTS) (F. VanVleet 2 AST),"[1630578, 1627832]",1610612745.0,HOU,running,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,3.21,F. VanVleet,1627832.0,2.0,,,,,,,,,
39,PT09M24.00S,2023-12-07T01:15:32.0Z,1,REGULAR,violation,defensive goaltending,[],1631096,,,1610612745,7,5,2023-12-07T01:15:46Z,390000,False,,,0,,C. Holmgren defensive goaltending VIOLATION,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,202053.0,,,,,,,,,,,,,,,,,,,
41,PT09M11.00S,2023-12-07T01:15:52.3Z,1,REGULAR,3pt,Jump Shot,[],1629652,9.674770039421814,96.32352941176471,1610612760,7,5,2023-12-07T01:15:59Z,410000,False,-232.0,38.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,,,,,,Missed,,23.48,,,,,,,,,,,,
42,PT09M08.00S,2023-12-07T01:15:55.3Z,1,REGULAR,rebound,offensive,[],1629652,,,1610612760,7,5,2023-12-07T01:15:59Z,420000,False,,,0,,L. Dort REBOUND (Off:1 Def:0),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,41.0,1.0,0.0,1.0,,,,,
43,PT09M05.00S,2023-12-07T01:15:58.3Z,1,REGULAR,turnover,bad pass,[],1629652,,,1610612760,7,5,2023-12-07T01:16:03Z,430000,False,,,0,,L. Dort bad pass TURNOVER (1 TO),"[1629652, 1627832]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,VanVleet,1627832.0
44,PT09M05.00S,2023-12-07T01:15:58.3Z,1,REGULAR,steal,,[],1627832,,,1610612745,7,5,2023-12-07T01:29:20Z,440000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
45,PT09M01.00S,2023-12-07T01:16:01.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630224,94.56307490144546,52.450980392156865,1610612745,9,5,2023-12-07T01:16:18Z,450000,False,12.0,-1.0,1,right,J. Green running alley-oop DUNK (5 PTS) (F. VanVleet 3 AST),"[1630224, 1627832]",1610612745.0,HOU,running alley-oop,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,1.24,F. VanVleet,1627832.0,3.0,,,,,,,,,
47,PT08M42.00S,2023-12-07T01:16:20.8Z,1,REGULAR,3pt,Jump Shot,[],1630581,26.231931668856767,80.14705882352942,1610612760,9,5,2023-12-07T01:16:28Z,470000,False,-151.0,194.0,1,left,MISS J. Giddey 24' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,24.57,,,,,,,,,,,,
48,PT08M40.00S,2023-12-07T01:16:22.8Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,9,5,2023-12-07T01:16:28Z,480000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,47.0,1.0,1.0,0.0,,,,,
49,PT08M35.00S,2023-12-07T01:16:32.9Z,1,REGULAR,foul,personal,[],1631114,,,1610612745,9,5,2023-12-07T01:16:39Z,490000,False,,,0,,J. Williams personal FOUL (1 PF),"[1631114, 1628415]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Right,202041.0,1.0,0.0,Brooks,1628415.0,,,,,,,,,,,,,,,
52,PT08M28.00S,2023-12-07T01:17:00.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,93.11760840998686,53.67647058823529,1610612745,11,5,2023-12-07T01:17:06Z,510000,False,18.0,12.0,1,right,D. Brooks driving Layup (2 PTS) (A. Sengun 1 AST),"[1628415, 1630578]",1610612745.0,HOU,driving,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.21,A. Sengun,1630578.0,1.0,,,,,,,,,
53,PT08M09.00S,2023-12-07T01:17:18.7Z,1,REGULAR,2pt,Jump Shot,[],1629652,26.757555847568987,48.77450980392157,1610612760,11,5,2023-12-07T01:17:25Z,520000,False,6.0,199.0,1,left,MISS L. Dort 19' pullup Shot,[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,Mid-Range,16-24 Center,,,,,,Missed,,19.91,,,,,,,,,,,,
54,PT08M09.00S,2023-12-07T01:17:18.7Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,11,5,2023-12-07T01:17:25Z,530000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,53.0,2.0,2.0,0.0,,,,,
55,PT07M57.00S,2023-12-07T01:17:33.7Z,1,REGULAR,turnover,traveling,[],1630578,,,1610612745,11,5,2023-12-07T01:17:45Z,540000,False,,,0,,A. Sengun traveling TURNOVER (1 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,202041.0,,,,,,,,,,,,,,,,,1.0,,
57,PT07M32.00S,2023-12-07T01:18:07.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630581,16.113666228646515,94.85294117647058,1610612760,11,5,2023-12-07T01:18:12Z,550000,False,-224.0,99.0,1,left,MISS J. Giddey 24' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,24.52,,,,,,,,,,,,
58,PT07M32.00S,2023-12-07T01:18:07.5Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,11,5,2023-12-07T01:18:12Z,560000,False,,,0,,J. Green REBOUND (Off:0 Def:3),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,57.0,3.0,3.0,0.0,,,,,
59,PT07M22.00S,2023-12-07T01:18:17.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,93.9060446780552,53.431372549019606,1610612745,13,5,2023-12-07T01:18:30Z,570000,False,17.0,5.0,1,right,J. Green driving finger roll Layup (7 PTS),[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,1.79,,,,,,,,,,,,
61,PT07M03.00S,2023-12-07T01:18:35.9Z,1,REGULAR,3pt,Jump Shot,[],1630581,32.40801576872536,58.57843137254902,1610612760,13,8,2023-12-07T01:18:41Z,580000,False,-43.0,252.0,1,left,J. Giddey 25' 3PT  (3 PTS) (S. Gilgeous-Alexander 1 AST),"[1630581, 1628983]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,25.57,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,
63,PT06M55.00S,2023-12-07T01:18:46.5Z,1,REGULAR,turnover,out-of-bounds,[],1630224,,,1610612745,13,8,2023-12-07T01:18:52Z,600000,False,,,0,,J. Green lost ball out-of-bounds TURNOVER (1 TO),[1630224],1610612745.0,HOU,lost ball,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,1629178.0,,,,,,,,,,,,,,,,,1.0,,
64,PT06M55.00S,2023-12-07T01:18:52.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,13,8,2023-12-07T01:18:52Z,610000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M39.00S,2023-12-07T01:22:00.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628983,21.50131406044678,61.76470588235294,1610612760,13,8,2023-12-07T01:22:07Z,620000,False,-59.0,150.0,1,left,MISS S. Gilgeous-Alexander 16' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,16.07,,,,,,,,,,,,
66,PT06M38.00S,2023-12-07T01:22:01.5Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,13,8,2023-12-07T01:22:07Z,630000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:3),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,65.0,3.0,3.0,0.0,,,,,
67,PT06M17.00S,2023-12-07T01:22:22.2Z,1,REGULAR,turnover,bad pass,[],1631095,,,1610612745,13,8,2023-12-07T01:56:55Z,640000,False,,,0,,J. Smith Jr. bad pass TURNOVER (1 TO),"[1631095, 1631096]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,1.0,Holmgren,1631096.0
68,PT06M17.00S,2023-12-07T01:22:22.2Z,1,REGULAR,steal,,[],1631096,,,1610612760,13,8,2023-12-07T01:22:25Z,650000,False,,,0,,C. Holmgren STEAL (1 STL),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
69,PT06M06.00S,2023-12-07T01:22:39.3Z,1,REGULAR,foul,personal,[],1631095,,,1610612760,13,8,2023-12-07T01:22:54Z,660000,False,,,0,,J. Smith Jr. personal FOUL (1 PF),"[1631095, 1631096]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,202053.0,1.0,0.0,Holmgren,1631096.0,,,,,,,,,,,,,,,
71,PT05M59.00S,2023-12-07T01:23:02.2Z,1,REGULAR,turnover,out-of-bounds,[],1631114,,,1610612760,13,8,2023-12-07T01:23:25Z,680000,False,,,0,,J. Williams bad pass out-of-bounds TURNOVER (1 TO),[1631114],1610612760.0,OKC,bad pass,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,1.0,,
72,PT05M40.00S,2023-12-07T01:23:29.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628415,78.79434954007884,61.51960784313726,1610612745,15,8,2023-12-07T01:23:37Z,690000,False,58.0,147.0,1,right,D. Brooks 15' turnaround fadeaway Jump Shot (4 PTS),[1628415],1610612745.0,HOU,turnaround fadeaway,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Center,,,,,,Made,4.0,15.77,,,,,,,,,,,,
73,PT05M19.00S,2023-12-07T01:23:49.5Z,1,REGULAR,3pt,Jump Shot,[],1630581,28.33442838370565,75.73529411764706,1610612760,15,11,2023-12-07T01:23:54Z,700000,False,-129.0,214.0,1,left,J. Giddey 24' 3PT  (6 PTS) (C. Holmgren 1 AST),"[1630581, 1631096]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,Made,6.0,24.95,C. Holmgren,1631096.0,1.0,,,,,,,,,
75,PT05M02.00S,2023-12-07T01:24:07.2Z,1,REGULAR,3pt,Jump Shot,[],1630224,69.85873850197109,21.07843137254902,1610612745,15,11,2023-12-07T01:24:13Z,720000,False,-145.0,231.0,1,right,MISS J. Green 27' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,27.24,,,,,,,,,,,,
76,PT05M01.00S,2023-12-07T01:24:08.2Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,15,11,2023-12-07T01:24:13Z,730000,False,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,75.0,1.0,0.0,1.0,,,,,
77,PT04M55.00S,2023-12-07T01:24:13.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631095,67.09921156373193,55.14705882352941,1610612745,18,11,2023-12-07T01:24:18Z,740000,False,26.0,257.0,1,right,J. Smith Jr. 25' 3PT  (3 PTS) (A. Sengun 2 AST),"[1631095, 1630578]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,25.81,A. Sengun,1630578.0,2.0,,,,,,,,,
79,PT04M43.00S,2023-12-07T01:24:26.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,6.1268068331143235,54.65686274509803,1610612760,18,13,2023-12-07T01:24:31Z,760000,False,-23.0,5.0,1,left,C. Holmgren driving Layup (2 PTS) (J. Giddey 2 AST),"[1631096, 1630581]",1610612760.0,OKC,driving,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.39,J. Giddey,1630581.0,2.0,,,,,,,,,
81,PT04M20.00S,2023-12-07T01:24:49.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,90.3580814717477,44.36274509803921,1610612745,20,13,2023-12-07T01:25:02Z,780000,False,-28.0,38.0,1,right,D. Brooks driving finger roll Layup (6 PTS) (F. VanVleet 4 AST),"[1628415, 1627832]",1610612745.0,HOU,driving finger roll,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,6.0,4.74,F. VanVleet,1627832.0,4.0,,,,,,,,,
83,PT03M56.00S,2023-12-07T01:25:13.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631114,7.703679369250986,43.13725490196079,1610612760,20,13,2023-12-07T01:25:20Z,800000,False,34.0,20.0,1,left,MISS J. Williams driving Hook,[1631114],1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.97,,,,,,,,,,,,
84,PT03M55.00S,2023-12-07T01:25:14.5Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,20,13,2023-12-07T01:25:20Z,810000,False,,,0,,J. Green REBOUND (Off:0 Def:4),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,83.0,4.0,4.0,0.0,,,,,
