actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
33,PT08M56.00S,2021-10-25T23:43:55.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,32.53942181340342,65.44117647058823,1610612761,7,6,2021-10-25T23:44:02Z,320000,-77.0,253.0,1,left,MISS G. Trent Jr. 26' running 3PT,[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,,,,26.49,Missed,,,,,,,,,,,,,,,
34,PT08M54.00S,2021-10-25T23:43:57.9Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,7,6,2021-10-25T23:44:02Z,330000,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,,,,
35,PT08M47.00S,2021-10-25T23:44:05.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,84.44480946123521,44.6078431372549,1610612741,7,6,2021-10-25T23:44:10Z,340000,-27.0,94.0,1,right,MISS D. DeRozan 9' driving floating Shot,[201942],1610612741.0,CHI,driving floating,,,DeRozan,D. DeRozan,,,,,,,,9.75,Missed,,,,,,,,,,,,,,,
36,PT08M43.00S,2021-10-25T23:44:09.4Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,7,6,2021-10-25T23:44:10Z,350000,,,0,,P. Achiuwa REBOUND (Off:0 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,35.0,3.0,3.0,0.0,,,,,,,,,,,
37,PT08M34.00S,2021-10-25T23:44:17.2Z,1,REGULAR,3pt,Jump Shot,[],1628384,23.866622864651774,85.5392156862745,1610612761,7,6,2021-10-25T23:44:24Z,360000,-178.0,172.0,1,left,MISS O. Anunoby 24' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,24.72,Missed,,,,,,,,,,,,,,,
38,PT08M29.00S,2021-10-25T23:44:22.2Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,7,6,2021-10-25T23:44:24Z,370000,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,37.0,2.0,2.0,0.0,,,,,,,,,,,
39,PT08M18.00S,2021-10-25T23:44:33.4Z,1,REGULAR,3pt,Jump Shot,[],1628366,75.90341655716163,9.803921568627452,1610612741,7,6,2021-10-25T23:44:37Z,380000,-201.0,174.0,1,right,MISS L. Ball 26' 3PT,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,26.59,Missed,,,,,,,,,,,,,,,
40,PT08M15.00S,2021-10-25T23:44:36.4Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,7,6,2021-10-25T23:44:37Z,390000,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,39.0,2.0,2.0,0.0,,,,,,,,,,,
41,PT08M04.00S,2021-10-25T23:44:47.2Z,1,REGULAR,2pt,Jump Shot,[],1629018,4.418528252299605,15.686274509803921,1610612761,9,6,2021-10-25T23:44:53Z,400000,172.0,-11.0,1,left,G. Trent Jr. 17' step back Jump Shot (7 PTS) (P. Achiuwa 1 AST),"[1629018, 1630173]",1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,,,,17.2,Made,,,,,7.0,P. Achiuwa,1630173.0,1.0,,,,,,,
43,PT08M03.00S,2021-10-25T23:44:53.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,9,6,2021-10-25T23:44:53Z,420000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT07M51.00S,2021-10-25T23:47:58.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,87.33574244415243,58.82352941176471,1610612741,9,8,2021-10-25T23:48:03Z,430000,44.0,67.0,1,right,N. Vucevic 7' Hook (2 PTS) (L. Ball 1 AST),"[202696, 1628366]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,7.98,Made,,,,,2.0,L. Ball,1628366.0,1.0,,,,,,,
46,PT07M28.00S,2021-10-25T23:48:20.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630173,9.543363994743759,50.49019607843137,1610612761,11,8,2021-10-25T23:51:26Z,450000,-2.0,37.0,1,left,P. Achiuwa turnaround Hook (2 PTS) (F. VanVleet 2 AST),"[1630173, 1627832]",1610612761.0,TOR,turnaround,,,Achiuwa,P. Achiuwa,,,,,,,,3.73,Made,,,,,2.0,F. VanVleet,1627832.0,2.0,,,,,,,
48,PT07M11.00S,2021-10-25T23:48:37.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,89.56964520367937,63.725490196078425,1610612741,11,8,2021-10-25T23:48:44Z,470000,69.0,46.0,1,right,MISS D. DeRozan 8' fadeaway Shot,[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,,,,8.23,Missed,,,,,,,,,,,,,,,
49,PT07M09.00S,2021-10-25T23:48:39.5Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,11,8,2021-10-25T23:48:44Z,480000,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,,
50,PT07M05.00S,2021-10-25T23:48:44.2Z,1,REGULAR,turnover,bad pass,[],1630567,,,1610612761,11,8,2021-10-25T23:48:50Z,490000,,,0,,S. Barnes bad pass TURNOVER (1 TO),"[1630567, 1628366]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,1.0,Ball,1628366.0,,,,,,,,,,,,,,,,,
51,PT07M05.00S,2021-10-25T23:48:44.2Z,1,REGULAR,steal,,[],1628366,,,1610612741,11,8,2021-10-25T23:48:46Z,500000,,,0,,L. Ball STEAL (1 STL),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M58.00S,2021-10-25T23:48:52.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201942,81.02825229960578,36.27450980392157,1610612741,11,10,2021-10-25T23:48:58Z,510000,-69.0,126.0,1,right,D. DeRozan 14' pullup Jump Shot (5 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,,,,14.33,Made,,,,,5.0,,,,,,,,,,
53,PT06M58.00S,2021-10-25T23:48:57.0Z,1,REGULAR,foul,personal,['1freethrow'],1630567,,,1610612741,11,10,2021-10-25T23:49:04Z,520000,,,0,,S. Barnes shooting personal FOUL (1 PF) (DeRozan 1 FT),"[1630567, 201942]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,202058.0,1.0,0.0,DeRozan,201942.0,,
55,PT06M58.00S,2021-10-25T23:49:21.5Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],201942,,,1610612741,11,11,2021-10-25T23:49:21Z,540000,,,0,,D. DeRozan Free Throw 1 of 1 (6 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,Made,,,,,6.0,,,,,,,,,,
56,PT06M38.00S,2021-10-25T23:49:41.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,8.886333771353483,48.28431372549019,1610612761,11,11,2021-10-25T23:49:55Z,550000,9.0,31.0,1,left,MISS P. Achiuwa alley-oop Layup,[1630173],1610612761.0,TOR,alley-oop,,,Achiuwa,P. Achiuwa,,,,,,,,3.22,Missed,,,,,,,,,,,,,,,
57,PT06M36.00S,2021-10-25T23:49:43.7Z,1,REGULAR,rebound,offensive,[],1627832,,,1610612761,11,11,2021-10-25T23:49:55Z,560000,,,0,,F. VanVleet REBOUND (Off:1 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,56.0,2.0,1.0,1.0,,,,,,,,,,,
58,PT06M36.00S,2021-10-25T23:49:44.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628384,22.421156373193167,90.93137254901961,1610612761,11,11,2021-10-25T23:49:59Z,570000,-205.0,158.0,1,left,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,25.88,Missed,,,,,,,,,,,,,,,
59,PT06M34.00S,2021-10-25T23:49:46.4Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,11,11,2021-10-25T23:49:46Z,580000,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,
60,PT06M28.00S,2021-10-25T23:49:51.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,87.86136662286465,39.705882352941174,1610612741,11,11,2021-10-25T23:50:04Z,590000,-51.0,62.0,1,right,MISS D. DeRozan 8' floating Shot,[201942],1610612741.0,CHI,floating,,,DeRozan,D. DeRozan,,,,,,,,8.03,Missed,,,,,,,,,,,,,,,
61,PT06M25.00S,2021-10-25T23:49:57.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,11,11,2021-10-25T23:49:57Z,600000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,
62,PT06M25.00S,2021-10-25T23:49:59.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,11,11,2021-10-25T23:49:59Z,610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M19.00S,2021-10-25T23:50:14.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202696,89.04402102496715,50.49019607843137,1610612741,11,11,2021-10-25T23:50:19Z,620000,2.0,50.0,1,right,MISS N. Vucevic turnaround Hook,[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,,,,5.06,Missed,,,,,,,,,,,,,,,
64,PT06M16.00S,2021-10-25T23:50:17.3Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,11,11,2021-10-25T23:50:19Z,630000,,,0,,O. Anunoby REBOUND (Off:0 Def:3),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,63.0,3.0,3.0,0.0,,,,,,,,,,,
65,PT06M09.00S,2021-10-25T23:50:24.7Z,1,REGULAR,3pt,Jump Shot,[],1629018,17.95335085413929,94.36274509803921,1610612761,11,11,2021-10-25T23:50:29Z,640000,-222.0,116.0,1,left,MISS G. Trent Jr. 25' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,25.04,Missed,,,,,,,,,,,,,,,
66,PT06M06.00S,2021-10-25T23:50:27.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,11,11,2021-10-25T23:50:29Z,650000,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,65.0,2.0,2.0,0.0,,,,,,,,,,,
67,PT05M56.00S,2021-10-25T23:50:38.2Z,1,REGULAR,3pt,Jump Shot,[],201942,94.43166885676742,97.54901960784314,1610612741,11,11,2021-10-25T23:50:43Z,660000,238.0,0.0,1,right,MISS D. DeRozan 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,23.77,Missed,,,,,,,,,,,,,,,
68,PT05M52.00S,2021-10-25T23:50:42.2Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,11,11,2021-10-25T23:50:43Z,670000,,,0,,P. Achiuwa REBOUND (Off:0 Def:4),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,67.0,4.0,4.0,0.0,,,,,,,,,,,
69,PT05M42.00S,2021-10-25T23:50:52.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,5.601182654402102,47.794117647058826,1610612761,11,11,2021-10-25T23:51:02Z,680000,11.0,0.0,1,left,MISS P. Achiuwa alley-oop Layup,[1630173],1610612761.0,TOR,alley-oop,,,Achiuwa,P. Achiuwa,,,,,,,,1.1,Missed,,,,,,,,,,,,,,,
70,PT05M39.00S,2021-10-25T23:50:55.0Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,11,11,2021-10-25T23:51:02Z,690000,,,0,,D. DeRozan REBOUND (Off:0 Def:3),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,69.0,3.0,3.0,0.0,,,,,,,,,,,
71,PT05M25.00S,2021-10-25T23:51:08.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,89.43823915900131,51.470588235294116,1610612741,11,11,2021-10-25T23:51:17Z,700000,7.0,47.0,1,right,MISS Z. LaVine driving finger roll Layup,[203897],1610612741.0,CHI,driving finger roll,,,LaVine,Z. LaVine,,,,,,,,4.74,Missed,,,,,,,,,,,,,,,
73,PT05M25.00S,2021-10-25T23:51:08.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,11,11,2021-10-25T23:51:17Z,720000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,
74,PT05M25.00S,2021-10-25T23:51:14.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,11,11,2021-10-25T23:51:14Z,730000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M25.00S,2021-10-25T23:51:16.9Z,1,REGULAR,substitution,out,[],1630173,,,1610612761,11,11,2021-10-25T23:51:43Z,740000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M25.00S,2021-10-25T23:51:16.9Z,1,REGULAR,substitution,out,[],201942,,,1610612761,11,11,2021-10-25T23:51:43Z,750000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M25.00S,2021-10-25T23:51:16.9Z,1,REGULAR,substitution,out,[],1630172,,,1610612761,11,11,2021-10-25T23:51:43Z,760000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M25.00S,2021-10-25T23:51:16.9Z,1,REGULAR,substitution,in,[],203920,,,1610612761,11,11,2021-10-25T23:51:43Z,770000,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M25.00S,2021-10-25T23:51:16.9Z,1,REGULAR,substitution,in,[],1628972,,,1610612761,11,11,2021-10-25T23:51:43Z,780000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M25.00S,2021-10-25T23:51:16.9Z,1,REGULAR,substitution,in,[],1629750,,,1610612761,11,11,2021-10-25T23:51:43Z,790000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M11.00S,2021-10-25T23:51:45.6Z,1,REGULAR,2pt,Jump Shot,[],1627832,10.5946123521682,18.137254901960784,1610612761,11,11,2021-10-25T23:51:50Z,800000,159.0,47.0,1,left,MISS F. VanVleet 16' pullup Shot,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,,,16.61,Missed,,,,,,,,,,,,,,,
82,PT05M09.00S,2021-10-25T23:51:47.6Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,11,11,2021-10-25T23:51:50Z,810000,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,81.0,3.0,3.0,0.0,,,,,,,,,,,
83,PT05M01.00S,2021-10-25T23:51:56.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,89.83245729303549,48.03921568627451,1610612741,11,11,2021-10-25T23:52:02Z,820000,-10.0,43.0,1,right,MISS J. Green driving finger roll Layup,[1629750],1610612741.0,CHI,driving finger roll,,,Green,J. Green,,,,,,,,4.42,Missed,,,,,,,,,,,,,,,
84,PT04M56.00S,2021-10-25T23:52:01.2Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,11,11,2021-10-25T23:52:02Z,830000,,,0,,N. Vucevic REBOUND (Off:1 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,83.0,4.0,3.0,1.0,,,,,,,,,,,
85,PT04M56.00S,2021-10-25T23:52:00.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,94.40999984741211,50.0,1610612741,11,13,2021-10-25T23:52:00Z,840000,0.0,0.0,1,right,N. Vucevic putback Layup (4 PTS),[202696],1610612741.0,CHI,putback,,,Vucevic,N. Vucevic,,,,,,,,0.0,Made,,,,,4.0,,,,,,,,,,
86,PT04M36.00S,2021-10-25T23:52:24.9Z,1,REGULAR,turnover,out-of-bounds,[],1627832,,,1610612761,11,13,2021-10-25T23:52:54Z,850000,,,0,,F. VanVleet step out-of-bounds TURNOVER (1 TO),[1627832],1610612761.0,TOR,step,,,VanVleet,F. VanVleet,,,,,1.0,,,,,,,,,,,,,202058.0,,,,,,
87,PT04M36.00S,2021-10-25T23:52:30.4Z,1,REGULAR,substitution,out,[],202696,,,1610612741,11,13,2021-10-25T23:52:33Z,860000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
