actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
524,PT08M14.00S,2022-04-09T01:24:08.5Z,4,REGULAR,block,,[],1627783,,,1610612745,96,102,2022-04-09T01:24:11Z,5190000,,,0,,P. Siakam BLOCK (1 BLK),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
525,PT08M10.00S,2022-04-09T01:24:12.5Z,4,REGULAR,rebound,defensive,[],1629139,,,1610612761,96,102,2022-04-09T01:24:17Z,5200000,,,0,,Y. Watanabe REBOUND (Off:0 Def:2),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,523.0,2.0,2.0,0.0,,,,,,,,,,
526,PT08M06.00S,2022-04-09T01:24:19.0Z,4,REGULAR,foul,personal,[],1630586,,,1610612761,96,102,2022-04-09T01:24:36Z,5210000,,,0,,U. Garuba personal FOUL (3 PF),"[1630586, 1630567]",1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,202026.0,,3.0,0.0,Barnes,1630567.0,,,,
528,PT08M06.00S,2022-04-09T01:24:32.4Z,4,REGULAR,substitution,out,[],203920,,,1610612761,96,102,2022-04-09T01:24:40Z,5230000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
529,PT08M06.00S,2022-04-09T01:24:32.4Z,4,REGULAR,substitution,in,[],1629018,,,1610612761,96,102,2022-04-09T01:24:40Z,5240000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
530,PT07M56.00S,2022-04-09T01:25:01.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629018,6.915243101182654,49.754901960784316,1610612761,98,102,2022-04-09T01:25:06Z,5250000,1.0,13.0,1,left,G. Trent Jr. driving DUNK (19 PTS),[1629018],1610612761.0,TOR,driving,,,Trent Jr.,G. Trent Jr.,,,,,1.26,Made,19.0,,,,,,,,,,,,,,,,,
531,PT07M33.00S,2022-04-09T01:25:24.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630227,94.03745072273325,49.50980392156863,1610612745,98,104,2022-04-09T01:25:28Z,5260000,-2.0,4.0,1,right,D. Nix driving Layup (4 PTS) (K. Martin Jr. 2 AST),"[1630227, 1630231]",1610612745.0,HOU,driving,,,Nix,D. Nix,,,,,0.43,Made,4.0,K. Martin Jr.,1630231.0,2.0,,,,,,,,,,,,,,
533,PT07M13.00S,2022-04-09T01:25:44.1Z,4,REGULAR,turnover,lost ball,[],1630567,,,1610612761,98,104,2022-04-09T01:25:48Z,5280000,,,0,,S. Barnes lost ball TURNOVER (2 TO),"[1630567, 1630586]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,2.0,,,,,Garuba,1630586.0,,
534,PT07M13.00S,2022-04-09T01:25:44.1Z,4,REGULAR,steal,,[],1630586,,,1610612745,98,104,2022-04-09T01:29:01Z,5290000,,,0,,U. Garuba STEAL (2 STL),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,
535,PT07M07.00S,2022-04-09T01:25:49.9Z,4,REGULAR,turnover,lost ball,[],1629726,,,1610612745,98,104,2022-04-09T01:25:54Z,5300000,,,0,,G. Mathews lost ball TURNOVER (2 TO),"[1629726, 1629139]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,2.0,,,,,Watanabe,1629139.0,,
536,PT07M07.00S,2022-04-09T01:25:49.9Z,4,REGULAR,steal,,[],1629139,,,1610612761,98,104,2022-04-09T01:25:52Z,5310000,,,0,,Y. Watanabe STEAL (1 STL),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,
537,PT07M07.00S,2022-04-09T01:25:55.5Z,4,REGULAR,foul,personal,[],1630227,,,1610612761,98,104,2022-04-09T01:28:03Z,5320000,,,0,,D. Nix take personal FOUL (1 PF),"[1630227, 1629139]",1610612745.0,HOU,take,,,Nix,D. Nix,,,,,,,,,,,,,,,1626301.0,,1.0,0.0,Watanabe,1629139.0,,,,
539,PT06M56.00S,2022-04-09T01:26:23.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629018,32.53942181340342,24.509803921568626,1610612761,98,104,2022-04-09T01:26:28Z,5340000,127.0,253.0,1,left,MISS G. Trent Jr. 28' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,28.37,Missed,,,,,,,,,,,,,,,,,,
540,PT06M52.00S,2022-04-09T01:26:27.1Z,4,REGULAR,rebound,defensive,[],1630231,,,1610612745,98,104,2022-04-09T01:26:28Z,5350000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:2),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,539.0,2.0,2.0,0.0,,,,,,,,,,
541,PT06M47.00S,2022-04-09T01:26:34.8Z,4,REGULAR,foul,personal,[],1627783,,,1610612745,98,104,2022-04-09T01:26:42Z,5360000,,,0,,P. Siakam personal FOUL (4 PF),"[1627783, 1630227]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,2004.0,,4.0,0.0,Nix,1630227.0,,,,
543,PT06M47.00S,2022-04-09T01:26:43.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,98,104,2022-04-09T01:26:43Z,5380000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT06M47.00S,2022-04-09T01:28:24.3Z,4,REGULAR,substitution,out,[],1629726,,,1610612745,98,104,2022-04-09T01:29:01Z,5390000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
545,PT06M47.00S,2022-04-09T01:28:24.3Z,4,REGULAR,substitution,in,[],1630224,,,1610612745,98,104,2022-04-09T01:29:01Z,5400000,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
546,PT06M37.00S,2022-04-09T01:29:42.1Z,4,REGULAR,violation,kicked ball,[],1627783,,,1610612745,98,104,2022-04-09T01:30:08Z,5410000,,,0,,P. Siakam kicked ball VIOLATION,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,202026.0,,,,,,,,,
547,PT06M27.00S,2022-04-09T01:30:09.4Z,4,REGULAR,turnover,lost ball,[],1630528,,,1610612745,98,104,2022-04-09T01:30:13Z,5420000,,,0,,J. Christopher lost ball TURNOVER (3 TO),"[1630528, 201152]",1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,3.0,,,,,Young,201152.0,,
548,PT06M27.00S,2022-04-09T01:30:09.4Z,4,REGULAR,steal,,[],201152,,,1610612761,98,104,2022-04-09T01:30:11Z,5430000,,,0,,T. Young STEAL (1 STL),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
549,PT06M21.00S,2022-04-09T01:30:15.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201152,6.915243101182654,52.69607843137255,1610612761,100,104,2022-04-09T01:30:21Z,5440000,-13.0,13.0,1,left,T. Young running Layup (10 PTS),[201152],1610612761.0,TOR,running,,,Young,T. Young,,,,,1.84,Made,10.0,,,,,,,,,,,,,,,,,
550,PT06M01.00S,2022-04-09T01:30:34.5Z,4,REGULAR,3pt,Jump Shot,[],1630231,93.24901445466492,5.147058823529411,1610612745,100,104,2022-04-09T01:30:39Z,5450000,-224.0,11.0,1,right,MISS K. Martin Jr. 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,22.46,Missed,,,,,,,,,,,,,,,,,,
551,PT05M58.00S,2022-04-09T01:30:37.5Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,100,104,2022-04-09T01:30:39Z,5460000,,,0,,P. Siakam REBOUND (Off:2 Def:8),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,550.0,10.0,8.0,2.0,,,,,,,,,,
552,PT05M50.00S,2022-04-09T01:30:46.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,14.011169513797633,43.13725490196079,1610612761,100,104,2022-04-09T01:30:51Z,5470000,34.0,79.0,1,left,MISS P. Siakam 8' driving floating bank Shot,[1627783],1610612761.0,TOR,driving floating bank,,,Siakam,P. Siakam,,,,,8.63,Missed,,,,,,,,,,,,,,,,,,
553,PT05M47.00S,2022-04-09T01:30:48.6Z,4,REGULAR,rebound,defensive,[],1630227,,,1610612745,100,104,2022-04-09T01:30:48Z,5480000,,,0,,D. Nix REBOUND (Off:1 Def:1),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,552.0,2.0,1.0,1.0,,,,,,,,,,
554,PT05M37.00S,2022-04-09T01:30:59.6Z,4,REGULAR,turnover,bad pass,[],1630227,,,1610612745,100,104,2022-04-09T01:31:09Z,5490000,,,0,,D. Nix bad pass TURNOVER (3 TO),"[1630227, 1629139]",1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,3.0,,,,,Watanabe,1629139.0,,
555,PT05M37.00S,2022-04-09T01:30:59.6Z,4,REGULAR,steal,,[],1629139,,,1610612761,100,104,2022-04-09T01:31:01Z,5500000,,,0,,Y. Watanabe STEAL (2 STL),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,
556,PT05M31.00S,2022-04-09T01:31:05.4Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1630567,26.757555847568987,44.36274509803921,1610612761,102,104,2022-04-09T01:31:14Z,5510000,28.0,199.0,1,left,S. Barnes 20' running pullup Jump Shot (12 PTS),[1630567],1610612761.0,TOR,running pullup,,,Barnes,S. Barnes,,,,,20.1,Made,12.0,,,,,,,,,,,,,,,,,
557,PT05M09.00S,2022-04-09T01:31:29.2Z,4,REGULAR,foul,personal,['2freethrow'],201152,,,1610612745,102,104,2022-04-09T01:31:38Z,5520000,,,0,,T. Young shooting personal FOUL (3 PF) (Green 2 FT),"[201152, 1630224]",1610612761.0,TOR,shooting,,,Young,T. Young,,,,,,,,,,,,,,,202026.0,,3.0,0.0,Green,1630224.0,,,,
559,PT05M09.00S,2022-04-09T01:32:03.7Z,4,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,102,105,2022-04-09T01:32:25Z,5540000,,,0,,J. Green Free Throw 1 of 2 (7 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
560,PT05M09.00S,2022-04-09T01:32:04.5Z,4,REGULAR,substitution,out,[],1630227,,,1610612745,102,105,2022-04-09T01:32:09Z,5550000,,,0,,SUB out: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,
561,PT05M09.00S,2022-04-09T01:32:04.5Z,4,REGULAR,substitution,out,[],1630586,,,1610612745,102,105,2022-04-09T01:32:09Z,5560000,,,0,,SUB out: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,
562,PT05M09.00S,2022-04-09T01:32:04.5Z,4,REGULAR,substitution,in,[],1630578,,,1610612745,102,105,2022-04-09T01:32:09Z,5570000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
563,PT05M09.00S,2022-04-09T01:32:04.5Z,4,REGULAR,substitution,in,[],1629645,,,1610612745,102,105,2022-04-09T01:32:09Z,5580000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
564,PT05M09.00S,2022-04-09T01:32:03.7Z,4,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,102,105,2022-04-09T01:32:25Z,5590000,,,0,,MISS J. Green Free Throw 2 of 2,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,Missed,,,,,,,,,,,,,,,,,,
565,PT05M08.00S,2022-04-09T01:32:04.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612761,102,105,2022-04-09T01:32:25Z,5600000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,564.0,,,,,,,,,,,,,
566,PT05M08.00S,2022-04-09T01:32:24.4Z,4,REGULAR,foul,personal,[],1630528,,,1610612761,102,105,2022-04-09T01:32:32Z,5610000,,,0,,J. Christopher loose ball personal FOUL (3 PF),"[1630528, 201152]",1610612745.0,HOU,loose ball,,,Christopher,J. Christopher,,,,,,,,,,,,,,,1626301.0,,3.0,0.0,Young,201152.0,,,,
568,PT04M52.00S,2022-04-09T01:32:48.3Z,4,REGULAR,3pt,Jump Shot,[],1629018,33.327858081471746,49.754901960784316,1610612761,105,105,2022-04-09T01:32:53Z,5630000,1.0,261.0,1,left,G. Trent Jr. 26' 3PT pullup (22 PTS),[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,26.08,Made,22.0,,,,,,,,,,,,,,,,,
569,PT04M34.00S,2022-04-09T01:33:07.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,89.30683311432325,58.08823529411765,1610612745,105,105,2022-04-09T01:33:11Z,5640000,40.0,48.0,1,right,MISS K. Porter Jr. 6' driving finger roll Layup,[1629645],1610612745.0,HOU,driving finger roll,,,Porter Jr.,K. Porter Jr.,,,,,6.27,Missed,,,,,,,,,,,,,,,,,,
570,PT04M32.00S,2022-04-09T01:33:09.1Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,105,105,2022-04-09T01:33:11Z,5650000,,,0,,S. Barnes REBOUND (Off:2 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,569.0,3.0,1.0,2.0,,,,,,,,,,
571,PT04M29.00S,2022-04-09T01:33:12.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629139,7.966491458607096,50.0,1610612761,105,105,2022-04-09T01:33:18Z,5660000,0.0,22.0,1,left,MISS Y. Watanabe running DUNK,[1629139],1610612761.0,TOR,running,,,Watanabe,Y. Watanabe,,,,,2.24,Missed,,,,,,,,,,,,,,,,,,
572,PT04M27.00S,2022-04-09T01:33:14.3Z,4,REGULAR,rebound,defensive,[],1630528,,,1610612745,105,105,2022-04-09T01:33:18Z,5670000,,,0,,J. Christopher REBOUND (Off:0 Def:4),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,571.0,4.0,4.0,0.0,,,,,,,,,,
573,PT04M24.00S,2022-04-09T01:33:16.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630231,94.56307490144546,49.754901960784316,1610612745,105,107,2022-04-09T01:33:23Z,5680000,-1.0,-1.0,1,right,K. Martin Jr. running DUNK (5 PTS) (J. Christopher 3 AST),"[1630231, 1630528]",1610612745.0,HOU,running,,,Martin Jr.,K. Martin Jr.,,,,,0.18,Made,5.0,J. Christopher,1630528.0,3.0,,,,,,,,,,,,,,
575,PT04M01.00S,2022-04-09T01:33:40.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630224,,,1610612761,105,107,2022-04-09T01:33:51Z,5700000,,,0,,J. Green shooting personal FOUL (1 PF) (Trent Jr. 2 FT),"[1630224, 1629018]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,,,,,,,,,,,202026.0,,1.0,0.0,Trent Jr.,1629018.0,,,,
577,PT04M01.00S,2022-04-09T01:34:03.4Z,4,REGULAR,freethrow,1 of 2,[],1629018,,,1610612761,106,107,2022-04-09T01:34:03Z,5720000,,,0,,G. Trent Jr. Free Throw 1 of 2 (23 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
578,PT04M01.00S,2022-04-09T01:34:04.2Z,4,REGULAR,substitution,out,[],1630231,,,1610612761,106,107,2022-04-09T01:34:07Z,5730000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
579,PT04M01.00S,2022-04-09T01:34:04.2Z,4,REGULAR,substitution,in,[],1630256,,,1610612761,106,107,2022-04-09T01:34:07Z,5740000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
580,PT04M01.00S,2022-04-09T01:34:25.3Z,4,REGULAR,freethrow,2 of 2,[],1629018,,,1610612761,107,107,2022-04-09T01:34:25Z,5750000,,,0,,G. Trent Jr. Free Throw 2 of 2 (24 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,Made,24.0,,,,,,,,,,,,,,,,,
581,PT03M52.00S,2022-04-09T01:34:36.4Z,4,REGULAR,turnover,lost ball,[],1630224,,,1610612745,107,107,2022-04-09T01:42:33Z,5760000,,,0,,J. Green lost ball TURNOVER (5 TO),"[1630224, 1629018]",1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,5.0,,,,,Trent Jr.,1629018.0,,
582,PT03M52.00S,2022-04-09T01:34:36.4Z,4,REGULAR,steal,,[],1629018,,,1610612761,107,107,2022-04-09T01:34:38Z,5770000,,,0,,G. Trent Jr. STEAL (3 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
583,PT03M40.00S,2022-04-09T01:34:47.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630567,7.046649145860711,53.431372549019606,1610612761,109,107,2022-04-09T01:34:54Z,5780000,-17.0,14.0,1,left,S. Barnes driving Layup (14 PTS) (P. Siakam 6 AST),"[1630567, 1627783]",1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,2.2,Made,14.0,P. Siakam,1627783.0,6.0,,,,,,,,,,,,,,
585,PT03M25.00S,2022-04-09T01:35:02.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,88.78120893561103,49.26470588235294,1610612745,109,107,2022-04-09T01:35:10Z,5800000,-4.0,53.0,1,right,MISS K. Porter Jr. driving Layup,[1629645],1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,5.31,Missed,,,,,,,,,,,,,,,,,,
586,PT03M24.00S,2022-04-09T01:35:03.6Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,109,107,2022-04-09T01:35:10Z,5810000,,,0,,P. Siakam REBOUND (Off:2 Def:9),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,585.0,11.0,9.0,2.0,,,,,,,,,,
587,PT03M21.00S,2022-04-09T01:35:07.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630567,7.046649145860711,51.225490196078425,1610612761,111,107,2022-04-09T01:35:14Z,5820000,-6.0,14.0,1,left,S. Barnes running DUNK (16 PTS) (P. Siakam 7 AST),"[1630567, 1627783]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,1.5,Made,16.0,P. Siakam,1627783.0,7.0,,,,,,,,,,,,,,
589,PT03M21.00S,2022-04-09T01:35:16.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,111,107,2022-04-09T01:35:16Z,5840000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT02M57.00S,2022-04-09T01:38:25.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,90.09526938239159,52.94117647058824,1610612745,111,107,2022-04-09T01:38:30Z,5850000,15.0,41.0,1,right,MISS A. Sengun driving finger roll Layup,[1630578],1610612745.0,HOU,driving finger roll,,,Sengun,A. Sengun,,,,,4.32,Missed,,,,,,,,,,,,,,,,,,
591,PT02M56.00S,2022-04-09T01:38:26.5Z,4,REGULAR,rebound,offensive,[],1630256,,,1610612745,111,107,2022-04-09T01:38:30Z,5860000,,,0,,J. Tate REBOUND (Off:3 Def:3),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,590.0,6.0,3.0,3.0,,,,,,,,,,
592,PT02M55.00S,2022-04-09T01:38:29.0Z,4,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612745,111,107,2022-04-09T01:38:42Z,5870000,,,0,,P. Siakam shooting personal FOUL (5 PF) (Tate 2 FT),"[1627783, 1630256]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,,,,,,,,,,,1626301.0,,5.0,0.0,Tate,1630256.0,,,,
594,PT02M55.00S,2022-04-09T01:39:05.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630256,,,1610612745,111,107,2022-04-09T01:39:05Z,5890000,,,0,,MISS J. Tate Free Throw 1 of 2,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,Missed,,,,,,,,,,,,,,,,,,
595,PT02M55.00S,2022-04-09T01:39:05.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,111,107,2022-04-09T01:39:05Z,5900000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,594.0,,,,,,,,,,,,,
596,PT02M55.00S,2022-04-09T01:39:19.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630256,,,1610612745,111,108,2022-04-09T01:39:19Z,5910000,,,0,,J. Tate Free Throw 2 of 2 (10 PTS),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
597,PT02M32.00S,2022-04-09T01:39:47.2Z,4,REGULAR,2pt,Jump Shot,[],1629018,20.71287779237845,71.81372549019608,1610612761,111,108,2022-04-09T01:40:12Z,5920000,-109.0,142.0,1,left,MISS G. Trent Jr. 17' step back bank Shot,[1629018],1610612761.0,TOR,step back bank,,,Trent Jr.,G. Trent Jr.,,,,,17.92,Missed,,,,,,,,,,,,,,,,,,
598,PT02M31.00S,2022-04-09T01:39:48.2Z,4,REGULAR,rebound,offensive,[],1627783,,,1610612761,111,108,2022-04-09T01:40:12Z,5930000,,,0,,P. Siakam REBOUND (Off:3 Def:9),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,597.0,12.0,9.0,3.0,,,,,,,,,,
599,PT02M31.00S,2022-04-09T01:39:54.3Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612761,111,108,2022-04-09T01:40:02Z,5940000,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,2004.0,,,,,,,,,
600,PT02M21.00S,2022-04-09T01:40:10.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629645,89.56964520367937,42.64705882352941,1610612745,111,108,2022-04-09T01:40:17Z,5950000,-37.0,46.0,1,right,MISS K. Porter Jr. driving finger roll Layup,[1629645],1610612745.0,HOU,driving finger roll,,,Porter Jr.,K. Porter Jr.,,,,,5.85,Missed,,,,,,,,,,,,,,,,,,
601,PT02M19.00S,2022-04-09T01:40:12.0Z,4,REGULAR,rebound,defensive,[],1629139,,,1610612761,111,108,2022-04-09T01:40:17Z,5960000,,,0,,Y. Watanabe REBOUND (Off:0 Def:3),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,600.0,3.0,3.0,0.0,,,,,,,,,,
602,PT02M13.00S,2022-04-09T01:40:18.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,10.988830486202366,43.872549019607845,1610612761,111,108,2022-04-09T01:40:25Z,5970000,31.0,51.0,1,left,MISS P. Siakam driving floating Shot,[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,5.93,Missed,,,,,,,,,,,,,,,,,,
604,PT02M10.00S,2022-04-09T01:40:21.0Z,4,REGULAR,rebound,defensive,[],1630528,,,1610612745,111,108,2022-04-09T01:40:25Z,5990000,,,0,,J. Christopher REBOUND (Off:0 Def:5),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,602.0,5.0,5.0,0.0,,,,,,,,,,
605,PT02M08.00S,2022-04-09T01:40:23.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629645,94.30026281208936,47.549019607843135,1610612745,111,110,2022-04-09T01:40:32Z,6000000,-12.0,1.0,1,right,K. Porter Jr. running DUNK (33 PTS) (J. Christopher 4 AST),"[1629645, 1630528]",1610612745.0,HOU,running,,,Porter Jr.,K. Porter Jr.,,,,,1.23,Made,33.0,J. Christopher,1630528.0,4.0,,,,,,,,,,,,,,
607,PT01M41.00S,2022-04-09T01:40:49.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,10.463206307490145,43.38235294117647,1610612761,111,110,2022-04-09T01:41:07Z,6020000,33.0,46.0,1,left,MISS P. Siakam driving floating Shot,[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,5.66,Missed,,,,,,,,,,,,,,,,,,
608,PT01M41.00S,2022-04-09T01:40:49.2Z,4,REGULAR,rebound,offensive,[],201152,,,1610612761,111,110,2022-04-09T01:41:07Z,6030000,,,0,,T. Young REBOUND (Off:1 Def:3),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,607.0,4.0,3.0,1.0,,,,,,,,,,
609,PT01M40.00S,2022-04-09T01:40:52.2Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201152,5.590000152587891,50.0,1610612761,113,110,2022-04-09T01:41:42Z,6040000,0.0,0.0,1,left,T. Young tip Layup (12 PTS),[201152],1610612761.0,TOR,tip,,,Young,T. Young,,,,,0.0,Made,12.0,,,,,,,,,,,,,,,,,
610,PT01M25.00S,2022-04-09T01:41:18.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629018,,,1610612745,113,110,2022-04-09T01:41:25Z,6050000,,,0,,G. Trent Jr. personal FOUL (2 PF) (Green 2 FT),"[1629018, 1630224]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,1626301.0,,2.0,0.0,Green,1630224.0,,,,
612,PT01M25.00S,2022-04-09T01:41:41.4Z,4,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,113,110,2022-04-09T01:41:41Z,6070000,,,0,,MISS J. Green Free Throw 1 of 2,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,Missed,,,,,,,,,,,,,,,,,,
