actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
523,PT06M03.00S,2021-12-11T02:27:59.7Z,4,REGULAR,rebound,defensive,[],201565,,,1610612752,77,75,2021-12-11T02:28:02Z,5220000,,,0,,D. Rose REBOUND (Off:0 Def:3),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,522.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
524,PT06M01.00S,2021-12-11T02:28:03.3Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201565,90.3580814717477,49.26470588235294,1610612752,77,75,2021-12-11T02:29:00Z,5230000,-4.0,38.0,1,right,MISS D. Rose running Layup,[201565],1610612752.0,NYK,running,,,Rose,D. Rose,,,,,3.83,Missed,,,,,,,,,,,,,,,,,,,
525,PT05M59.00S,2021-12-11T02:28:05.3Z,4,REGULAR,rebound,defensive,[],1627832,,,1610612761,77,75,2021-12-11T02:28:09Z,5240000,,,0,,F. VanVleet REBOUND (Off:2 Def:4),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,524.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
526,PT05M44.00S,2021-12-11T02:28:19.6Z,4,REGULAR,2pt,Jump Shot,[],1627832,8.886333771353483,16.176470588235293,1610612761,77,75,2021-12-11T02:28:24Z,5250000,169.0,31.0,1,left,MISS F. VanVleet 17' step back Shot,[1627832],1610612761.0,TOR,step back,,,VanVleet,F. VanVleet,,,,,17.19,Missed,,,,,,,,,,,,,,,,,,,
527,PT05M39.00S,2021-12-11T02:28:24.6Z,4,REGULAR,rebound,defensive,[],201565,,,1610612752,77,75,2021-12-11T02:28:24Z,5260000,,,0,,D. Rose REBOUND (Off:0 Def:4),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,526.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
528,PT05M38.00S,2021-12-11T02:28:27.4Z,4,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612752,77,75,2021-12-11T02:28:35Z,5270000,,,0,,P. Siakam shooting personal FOUL (3 PF) (Toppin 2 FT),"[1627783, 1630167]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,,,,,,,,2004.0,,,,,,,3.0,0.0,Toppin,1630167.0,,,
530,PT05M38.00S,2021-12-11T02:28:47.5Z,4,REGULAR,instantreplay,request,[],0,,,1610612752,77,75,2021-12-11T02:29:36Z,5290000,,,0,,,[],,,support,,,,,,,,,,,,,,,,2004.0,,,,,,,,,,,,,Common Foul Upheld
531,PT05M38.00S,2021-12-11T02:29:48.6Z,4,REGULAR,substitution,out,[],1629004,,,1610612752,77,75,2021-12-11T02:30:18Z,5300000,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT05M38.00S,2021-12-11T02:29:48.6Z,4,REGULAR,substitution,in,[],1628449,,,1610612752,77,75,2021-12-11T02:30:18Z,5310000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT05M38.00S,2021-12-11T02:30:20.8Z,4,REGULAR,freethrow,1 of 2,[],1630167,,,1610612752,77,76,2021-12-11T02:30:20Z,5320000,,,0,,O. Toppin Free Throw 1 of 2 (18 PTS),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,Made,,,,,18.0,,,,,,,,,,,,,,
534,PT05M38.00S,2021-12-11T02:30:27.0Z,4,REGULAR,freethrow,2 of 2,[],1630167,,,1610612752,77,77,2021-12-11T02:30:27Z,5330000,,,0,,O. Toppin Free Throw 2 of 2 (19 PTS),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,Made,,,,,19.0,,,,,,,,,,,,,,
535,PT05M14.00S,2021-12-11T02:30:51.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,10.726018396846255,56.127450980392155,1610612761,79,77,2021-12-11T02:30:57Z,5340000,-31.0,48.0,1,left,S. Barnes driving floating Jump Shot (10 PTS),[1630567],1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,5.72,Made,,,,,10.0,,,,,,,,,,,,,,
536,PT04M51.00S,2021-12-11T02:31:13.9Z,4,REGULAR,3pt,Jump Shot,[],1630167,77.08607095926413,11.029411764705882,1610612752,79,77,2021-12-11T02:31:19Z,5350000,-195.0,163.0,1,right,MISS O. Toppin 25' 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,25.4,Missed,,,,,,,,,,,,,,,,,,,
537,PT04M47.00S,2021-12-11T02:31:17.3Z,4,REGULAR,rebound,offensive,[],201565,,,1610612752,79,77,2021-12-11T02:31:17Z,5360000,,,0,,D. Rose REBOUND (Off:1 Def:4),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,536.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
538,PT04M47.00S,2021-12-11T02:31:18.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201565,92.85479632063075,47.549019607843135,1610612752,79,77,2021-12-11T02:31:33Z,5370000,-12.0,15.0,1,right,MISS D. Rose reverse Layup - blocked,"[201565, 1628449]",1610612752.0,NYK,reverse,,,Rose,D. Rose,,,,,1.92,Missed,,,,,,,,,,,,,,,,,Boucher,1628449.0,
539,PT04M47.00S,2021-12-11T02:31:18.2Z,4,REGULAR,block,,[],1628449,,,1610612752,79,77,2021-12-11T02:31:20Z,5380000,,,0,,C. Boucher BLOCK (1 BLK),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT04M47.00S,2021-12-11T02:31:18.2Z,4,REGULAR,rebound,offensive,[],201565,,,1610612752,79,77,2021-12-11T02:31:33Z,5390000,,,0,,D. Rose REBOUND (Off:2 Def:4),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,538.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
541,PT04M47.00S,2021-12-11T02:31:22.6Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612752,79,77,2021-12-11T02:31:39Z,5400000,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,202026.0,,,,,,,,,,,,,
542,PT04M47.00S,2021-12-11T02:31:26.5Z,4,REGULAR,substitution,out,[],202692,,,1610612761,79,77,2021-12-11T02:31:32Z,5410000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT04M47.00S,2021-12-11T02:31:26.5Z,4,REGULAR,substitution,in,[],1629628,,,1610612761,79,77,2021-12-11T02:31:32Z,5420000,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT04M29.00S,2021-12-11T02:31:53.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,30.436925098554536,25.49019607843137,1610612761,82,77,2021-12-11T02:32:07Z,5430000,123.0,234.0,1,left,F. VanVleet 26' 3PT  (17 PTS) (P. Siakam 3 AST),"[1627832, 1627783]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,26.38,Made,,,,,17.0,,P. Siakam,1627783.0,3.0,,,,,,,,,,
546,PT04M06.00S,2021-12-11T02:32:16.9Z,4,REGULAR,3pt,Jump Shot,[],1630167,94.56307490144546,3.431372549019608,1610612752,82,77,2021-12-11T02:32:21Z,5450000,-233.0,-1.0,1,right,MISS O. Toppin 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
547,PT04M02.00S,2021-12-11T02:32:20.9Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,82,77,2021-12-11T02:32:21Z,5460000,,,0,,S. Barnes REBOUND (Off:3 Def:11),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,546.0,14.0,11.0,3.0,,,,,,,,,,,,,,,
548,PT03M52.00S,2021-12-11T02:32:30.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,14.14257555847569,39.950980392156865,1610612761,82,77,2021-12-11T02:32:36Z,5470000,50.0,80.0,1,left,MISS F. VanVleet 9' driving finger roll Layup,[1627832],1610612761.0,TOR,driving finger roll,,,VanVleet,F. VanVleet,,,,,9.48,Missed,,,,,,,,,,,,,,,,,,,
549,PT03M50.00S,2021-12-11T02:32:32.2Z,4,REGULAR,rebound,defensive,[],1630167,,,1610612752,82,77,2021-12-11T02:34:23Z,5480000,,,0,,O. Toppin REBOUND (Off:2 Def:8),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,548.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
550,PT03M45.00S,2021-12-11T02:32:37.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,65.25952693823915,21.813725490196077,1610612752,82,77,2021-12-11T02:32:44Z,5490000,-141.0,274.0,1,right,MISS I. Quickley 30' running 3PT,[1630193],1610612752.0,NYK,running,,,Quickley,I. Quickley,,,,,30.82,Missed,,,,,,,,,,,,,,,,,,,
551,PT03M42.00S,2021-12-11T02:32:40.6Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,82,77,2021-12-11T02:32:44Z,5500000,,,0,,P. Siakam REBOUND (Off:0 Def:10),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,550.0,10.0,10.0,0.0,,,,,,,,,,,,,,,
552,PT03M40.00S,2021-12-11T02:32:45.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630193,,,1610612761,82,77,2021-12-11T02:32:58Z,5510000,,,0,,I. Quickley shooting personal FOUL (4 PF) (Siakam 2 FT),"[1630193, 1627783]",1610612752.0,NYK,shooting,,,Quickley,I. Quickley,,,,,,,,,,,,2004.0,,,,,,,4.0,0.0,Siakam,1627783.0,,,
554,PT03M40.00S,2021-12-11T02:33:22.5Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1627783,,,1610612761,83,77,2021-12-11T02:33:22Z,5530000,,,0,,P. Siakam Free Throw 1 of 2 (12 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,,,,,12.0,,,,,,,,,,,,,,
555,PT03M40.00S,2021-12-11T02:33:23.3Z,4,REGULAR,substitution,out,[],1630193,,,1610612761,83,77,2021-12-11T02:33:27Z,5540000,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT03M40.00S,2021-12-11T02:33:23.3Z,4,REGULAR,substitution,in,[],202692,,,1610612761,83,77,2021-12-11T02:33:27Z,5550000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT03M40.00S,2021-12-11T02:33:34.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,83,77,2021-12-11T02:33:34Z,5560000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT03M40.00S,2021-12-11T02:33:37.6Z,4,REGULAR,substitution,out,[],1630167,,,1610612761,83,77,2021-12-11T02:35:30Z,5570000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT03M40.00S,2021-12-11T02:33:37.6Z,4,REGULAR,substitution,in,[],203095,,,1610612761,83,77,2021-12-11T02:35:30Z,5580000,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT03M40.00S,2021-12-11T02:36:42.6Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1627783,,,1610612761,84,77,2021-12-11T02:36:42Z,5590000,,,0,,P. Siakam Free Throw 2 of 2 (13 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,,,,,13.0,,,,,,,,,,,,,,
561,PT03M27.00S,2021-12-11T02:36:59.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203944,92.9862023653088,54.41176470588235,1610612752,84,79,2021-12-11T02:37:06Z,5600000,22.0,13.0,1,right,J. Randle cutting Layup (12 PTS) (D. Rose 4 AST),"[203944, 201565]",1610612752.0,NYK,cutting,,,Randle,J. Randle,,,,,2.58,Made,,,,,12.0,,D. Rose,201565.0,4.0,,,,,,,,,,
563,PT03M27.00S,2021-12-11T02:37:02.4Z,4,REGULAR,foul,personal,['1freethrow'],1628449,,,1610612752,84,79,2021-12-11T02:37:10Z,5620000,,,0,,C. Boucher shooting personal FOUL (5 PF) (Randle 1 FT),"[1628449, 203944]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,,,,,,,,2004.0,,,,,,,5.0,0.0,Randle,203944.0,,,
565,PT03M27.00S,2021-12-11T02:37:26.8Z,4,REGULAR,freethrow,1 of 1,[],203944,,,1610612752,84,80,2021-12-11T02:37:26Z,5640000,,,0,,J. Randle Free Throw 1 of 1 (13 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,,,,,13.0,,,,,,,,,,,,,,
566,PT03M12.00S,2021-12-11T02:37:43.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630567,6.521024967148489,48.77450980392157,1610612761,86,80,2021-12-11T02:37:48Z,5650000,6.0,9.0,1,left,S. Barnes cutting DUNK (12 PTS) (P. Siakam 4 AST),"[1630567, 1627783]",1610612761.0,TOR,cutting,,,Barnes,S. Barnes,,,,,1.07,Made,,,,,12.0,,P. Siakam,1627783.0,4.0,,,,,,,,,,
568,PT02M48.00S,2021-12-11T02:38:07.1Z,4,REGULAR,3pt,Jump Shot,[],1629628,68.80749014454665,63.48039215686274,1610612752,86,83,2021-12-11T02:38:12Z,5670000,67.0,241.0,1,right,R. Barrett 25' 3PT  (17 PTS) (A. Burks 4 AST),"[1629628, 202692]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,25.0,Made,,,,,17.0,,A. Burks,202692.0,4.0,,,,,,,,,,
570,PT02M23.00S,2021-12-11T02:38:33.0Z,4,REGULAR,3pt,Jump Shot,[],1627832,31.225361366622867,70.58823529411765,1610612761,86,83,2021-12-11T02:38:38Z,5690000,-103.0,241.0,1,left,MISS F. VanVleet 26' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,,
571,PT02M22.00S,2021-12-11T02:38:35.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612752,86,83,2021-12-11T02:38:35Z,5700000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,570.0,,,,,,,,,,,,,,,,,,
572,PT02M22.00S,2021-12-11T02:38:37.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,86,83,2021-12-11T02:38:37Z,5710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT02M05.00S,2021-12-11T02:39:03.2Z,4,REGULAR,2pt,Jump Shot,[],1629628,92.85479632063075,31.372549019607842,1610612752,86,85,2021-12-11T02:39:07Z,5720000,-93.0,15.0,1,right,R. Barrett 9' driving floating Jump Shot (19 PTS) (A. Burks 5 AST),"[1629628, 202692]",1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,9.43,Made,,,,,19.0,,A. Burks,202692.0,5.0,,,,,,,,,,
575,PT01M51.00S,2021-12-11T02:39:19.9Z,4,REGULAR,foul,offensive,[],1629018,,,1610612761,86,85,2021-12-11T02:39:30Z,5740000,,,0,,G. Trent Jr. offensive FOUL (1 PF),"[1629018, 202692]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,202026.0,,,,,,,1.0,0.0,Burks,202692.0,,,
577,PT01M51.00S,2021-12-11T02:39:19.9Z,4,REGULAR,turnover,offensive foul,[],1629018,,,1610612761,86,85,2021-12-11T02:39:19Z,5760000,,,0,,G. Trent Jr. offensive foul TURNOVER (2 TO),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,202026.0,,,,2.0,,,,,,,,,
578,PT01M42.00S,2021-12-11T02:39:41.4Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],201565,86.94152431011827,17.15686274509804,1610612752,86,87,2021-12-11T02:39:45Z,5770000,-164.0,70.0,1,right,D. Rose 17' pullup Jump Shot (11 PTS),[201565],1610612752.0,NYK,pullup,,,Rose,D. Rose,,,,,17.86,Made,,,,,11.0,,,,,,,,,,,,,,
579,PT01M20.00S,2021-12-11T02:40:05.6Z,4,REGULAR,2pt,Jump Shot,[],1629018,29.517082785808146,37.254901960784316,1610612761,86,87,2021-12-11T02:40:24Z,5780000,64.0,225.0,1,left,MISS G. Trent Jr. 23' step back Shot,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,23.38,Missed,,,,,,,,,,,,,,,,,,,
580,PT01M17.00S,2021-12-11T02:40:08.6Z,4,REGULAR,rebound,offensive,[],1627783,,,1610612761,86,87,2021-12-11T02:40:12Z,5790000,,,0,,P. Siakam REBOUND (Off:1 Def:10),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,579.0,11.0,10.0,1.0,,,,,,,,,,,,,,,
581,PT01M15.00S,2021-12-11T02:40:10.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,30.831143232588698,71.56862745098039,1610612761,86,87,2021-12-11T02:40:16Z,5800000,-108.0,237.0,1,left,MISS F. VanVleet 26' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,26.06,Missed,,,,,,,,,,,,,,,,,,,
582,PT01M13.00S,2021-12-11T02:40:12.2Z,4,REGULAR,rebound,offensive,[],1630567,,,1610612761,86,87,2021-12-11T02:40:12Z,5810000,,,0,,S. Barnes REBOUND (Off:4 Def:11),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,581.0,15.0,11.0,4.0,,,,,,,,,,,,,,,
583,PT01M11.00S,2021-12-11T02:40:14.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629018,31.882391590013142,21.813725490196077,1610612761,89,87,2021-12-11T02:40:19Z,5820000,141.0,247.0,1,left,G. Trent Jr. 28' 3PT  (23 PTS) (F. VanVleet 11 AST),"[1629018, 1627832]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,28.45,Made,,,,,23.0,,F. VanVleet,1627832.0,11.0,,,,,,,,,,
585,PT01M11.00S,2021-12-11T02:40:21.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,89,87,2021-12-11T02:40:21Z,5840000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT01M11.00S,2021-12-11T02:41:00.9Z,4,REGULAR,substitution,out,[],1628449,,,1610612752,89,87,2021-12-11T02:41:41Z,5850000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT01M11.00S,2021-12-11T02:41:00.9Z,4,REGULAR,substitution,in,[],1630551,,,1610612752,89,87,2021-12-11T02:41:41Z,5860000,,,0,,SUB in: J. Champagnie,[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT00M51.90S,2021-12-11T02:42:18.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,90.88370565045992,42.8921568627451,1610612752,89,87,2021-12-11T02:42:24Z,5870000,-36.0,33.0,1,right,MISS R. Barrett driving floating Shot,[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,4.86,Missed,,,,,,,,,,,,,,,,,,,
589,PT00M51.20S,2021-12-11T02:42:18.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612752,89,87,2021-12-11T02:46:07Z,5880000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,588.0,,,,,,,,,,,,,,,,,,
590,PT00M51.00S,2021-12-11T02:42:24.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,89,87,2021-12-11T02:45:23Z,5890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT00M51.00S,2021-12-11T02:42:34.6Z,4,REGULAR,stoppage,court clean up,[],0,,,1610612752,89,87,2021-12-11T02:45:23Z,5900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT00M51.00S,2021-12-11T02:42:49.9Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612752,89,87,2021-12-11T02:47:37Z,5930000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT00M51.20S,2021-12-11T02:42:53.6Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612752,89,87,2021-12-11T02:46:20Z,5940000,,,0,,,[],1610612752.0,NYK,overturned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
598,PT00M45.50S,2021-12-11T02:46:05.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,89,87,2021-12-11T02:46:05Z,5970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT00M36.00S,2021-12-11T02:46:35.4Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202692,86.67871222076215,49.50980392156863,1610612752,89,87,2021-12-11T02:46:40Z,5980000,-2.0,73.0,1,right,MISS A. Burks 7' bank Hook,[202692],1610612752.0,NYK,bank,,,Burks,A. Burks,,,,,7.27,Missed,,,,,,,,,,,,,,,,,,,
600,PT00M33.80S,2021-12-11T02:46:37.7Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,89,87,2021-12-11T02:46:37Z,5990000,,,0,,P. Siakam REBOUND (Off:1 Def:11),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,599.0,12.0,11.0,1.0,,,,,,,,,,,,,,,
601,PT00M13.30S,2021-12-11T02:46:58.2Z,4,REGULAR,2pt,Jump Shot,[],1627783,23.078186596583443,30.88235294117647,1610612761,89,87,2021-12-11T02:47:05Z,6000000,96.0,164.0,1,left,MISS P. Siakam 19' pullup Shot,[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,19.02,Missed,,,,,,,,,,,,,,,,,,,
602,PT00M08.50S,2021-12-11T02:47:03.0Z,4,REGULAR,rebound,defensive,[],203944,,,1610612752,89,87,2021-12-11T02:47:05Z,6010000,,,0,,J. Randle REBOUND (Off:3 Def:11),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,601.0,14.0,11.0,3.0,,,,,,,,,,,,,,,
603,PT00M03.20S,2021-12-11T02:47:08.2Z,4,REGULAR,3pt,Jump Shot,[],203944,67.7562417871222,65.44117647058823,1610612752,89,87,2021-12-11T02:47:25Z,6020000,77.0,251.0,1,right,MISS J. Randle 26' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,,
604,PT00M00.90S,2021-12-11T02:47:11.4Z,4,REGULAR,rebound,defensive,[],1629018,,,1610612761,89,87,2021-12-11T02:47:11Z,6030000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,603.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
605,PT00M00.90S,2021-12-11T02:47:13.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202692,,,1610612761,89,87,2021-12-11T02:48:53Z,6040000,,,0,,A. Burks take personal FOUL (4 PF) (Trent Jr. 2 FT),"[202692, 1629018]",1610612752.0,NYK,take,,,Burks,A. Burks,,,,,,,,,,,,1627964.0,,,,,,,4.0,0.0,Trent Jr.,1629018.0,,,
607,PT00M00.90S,2021-12-11T02:47:44.6Z,4,REGULAR,freethrow,1 of 2,[],1629018,,,1610612761,90,87,2021-12-11T02:47:44Z,6060000,,,0,,G. Trent Jr. Free Throw 1 of 2 (24 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,Made,,,,,24.0,,,,,,,,,,,,,,
608,PT00M00.90S,2021-12-11T02:47:44.6Z,4,REGULAR,freethrow,2 of 2,[],1629018,,,1610612761,90,87,2021-12-11T02:48:02Z,6070000,,,0,,MISS G. Trent Jr. Free Throw 2 of 2,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
609,PT00M00.60S,2021-12-11T02:47:44.9Z,4,REGULAR,rebound,defensive,[],1629628,,,1610612752,90,87,2021-12-11T02:48:02Z,6080000,,,0,,R. Barrett REBOUND (Off:3 Def:3),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,608.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
610,PT00M00.60S,2021-12-11T02:48:02.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,90,87,2021-12-11T02:48:02Z,6090000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT00M00.60S,2021-12-11T02:49:38.2Z,4,REGULAR,stoppage,court clean up,[],0,,,1610612752,90,87,2021-12-11T02:49:38Z,6100000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT00M00.20S,2021-12-11T02:50:00.3Z,4,REGULAR,3pt,Jump Shot,[],1629628,78.9257555847569,90.93137254901961,1610612752,90,87,2021-12-11T02:50:16Z,6110000,205.0,146.0,1,right,MISS R. Barrett 25' turnaround 3PT,[1629628],1610612752.0,NYK,turnaround,,,Barrett,R. Barrett,,,,,25.12,Missed,,,,,,,,,,,,,,,,,,,
613,PT00M00.10S,2021-12-11T02:50:00.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612752,90,87,2021-12-11T02:50:16Z,6120000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,612.0,,,,,,,,,,,,,,,,,,
614,PT00M00.00S,2021-12-11T02:50:19.6Z,4,REGULAR,period,end,[],0,,,1610612752,90,87,2021-12-11T02:50:19Z,6130000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT00M00.00S,2021-12-11T02:50:22.8Z,4,REGULAR,game,end,[],0,,,0,90,87,2021-12-11T02:50:22Z,6140000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
