actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
44,PT08M04.00S,2021-10-27T23:45:25.1Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612754,7,2,2021-10-27T23:45:33Z,440000,,,0,,D. Sabonis REBOUND (Off:1 Def:0),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,43.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
45,PT08M01.00S,2021-10-27T23:45:27.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,7.30946123521682,50.0,1610612754,7,4,2021-10-27T23:45:36Z,450000,0.0,16.0,1,left,D. Sabonis Layup (4 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,1.62,Made,,,,,,,,,,4.0,,,,,,,,,
46,PT07M48.00S,2021-10-27T23:45:41.1Z,1,REGULAR,3pt,Jump Shot,[],1629018,66.17936925098554,37.00980392156863,1610612761,7,4,2021-10-27T23:45:45Z,460000,-65.0,265.0,1,right,MISS G. Trent Jr. 27' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,27.32,Missed,,,,,,,,,,,,,,,,,,,
47,PT07M44.00S,2021-10-27T23:45:45.1Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,7,4,2021-10-27T23:45:45Z,470000,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,46.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
48,PT07M37.00S,2021-10-27T23:45:51.0Z,1,REGULAR,2pt,Jump Shot,[],203200,23.73521681997372,46.81372549019608,1610612754,7,4,2021-10-27T23:45:57Z,480000,16.0,171.0,1,left,MISS J. Holiday 17' pullup Shot,[203200],1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,17.13,Missed,,,,,,,,,,,,,,,,,,,
49,PT07M36.00S,2021-10-27T23:45:52.0Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612754,7,4,2021-10-27T23:48:16Z,490000,,,0,,D. Sabonis REBOUND (Off:2 Def:0),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,48.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
58,PT07M35.00S,2021-10-27T23:45:59.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,10.561760840998687,49.754901960784316,1610612754,7,6,2021-10-27T23:49:03Z,495000,1.0,47.0,1,left,D. Sabonis tip Layup (6 PTS),[1627734],1610612754.0,IND,tip,,,Sabonis,D. Sabonis,,,,,4.68,Made,,,,,,,,,,6.0,,,,,,,,,
50,PT07M21.00S,2021-10-27T23:46:07.2Z,1,REGULAR,3pt,Jump Shot,[],1628384,67.7562417871222,40.44117647058824,1610612761,7,6,2021-10-27T23:46:13Z,500000,-48.0,251.0,1,right,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,25.51,Missed,,,,,,,,,,,,,,,,,,,
51,PT07M18.00S,2021-10-27T23:46:10.2Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,7,6,2021-10-27T23:46:13Z,510000,,,0,,D. Sabonis REBOUND (Off:2 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,50.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
52,PT07M00.00S,2021-10-27T23:46:28.5Z,1,REGULAR,2pt,Jump Shot,[],1626167,7.490144546649145,91.68964460784314,1610612754,7,8,2021-10-27T23:47:51Z,520000,-208.0,18.0,1,left,M. Turner 20' Jump Shot (2 PTS) (M. Brogdon 2 AST),"[1626167, 1627763]",1610612754.0,IND,,,,Turner,M. Turner,,,,,20.92,Made,,,,,,,,,,2.0,M. Brogdon,1627763.0,2.0,,,,,,
54,PT06M46.00S,2021-10-27T23:46:42.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,93.77463863337714,44.11764705882353,1610612761,9,8,2021-10-27T23:46:48Z,540000,-29.0,6.0,1,right,F. VanVleet driving finger roll Layup (5 PTS),[1627832],1610612761.0,TOR,driving finger roll,,,VanVleet,F. VanVleet,,,,,3.0,Made,,,,,,,,,,5.0,,,,,,,,,
55,PT06M41.00S,2021-10-27T23:46:54.0Z,1,REGULAR,foul,personal,[],1630567,,,1610612754,9,8,2021-10-27T23:46:58Z,550000,,,0,,S. Barnes personal FOUL (1 PF),"[1630567, 1626167]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,202026.0,1.0,0.0,Turner,1626167.0,,,,,,,,,,
57,PT06M41.00S,2021-10-27T23:47:03.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,9,8,2021-10-27T23:47:03Z,570000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M41.00S,2021-10-27T23:49:24.9Z,1,REGULAR,substitution,out,[],1630537,,,1610612754,9,8,2021-10-27T23:49:42Z,580000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M41.00S,2021-10-27T23:49:24.9Z,1,REGULAR,substitution,out,[],1627734,,,1610612754,9,8,2021-10-27T23:49:42Z,590000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M41.00S,2021-10-27T23:49:24.9Z,1,REGULAR,substitution,in,[],203087,,,1610612754,9,8,2021-10-27T23:49:42Z,600000,,,0,,SUB in: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M41.00S,2021-10-27T23:49:24.9Z,1,REGULAR,substitution,in,[],1629052,,,1610612754,9,8,2021-10-27T23:49:42Z,610000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M31.00S,2021-10-27T23:50:01.9Z,1,REGULAR,foul,technical,['1freethrow'],1630173,,,1610612754,9,8,2021-10-27T23:50:10Z,620000,,,0,,P. Achiuwa defensive-3-second technical FOUL (1 Tech),[1630173],1610612761.0,TOR,defensive-3-second,,,Achiuwa,P. Achiuwa,,,,,,,,,,,2005.0,1.0,1.0,,,,,,,,,,,,
64,PT06M31.00S,2021-10-27T23:50:17.8Z,1,REGULAR,freethrow,1 of 1,[],1627763,,,1610612754,9,9,2021-10-27T23:50:17Z,630000,,,0,,M. Brogdon technical Free Throw 1 of 1 (1 PTS),[1627763],1610612754.0,IND,technical,,,Brogdon,M. Brogdon,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
65,PT06M24.00S,2021-10-27T23:50:35.0Z,1,REGULAR,3pt,Jump Shot,[],1629052,8.623521681997373,95.09803921568627,1610612754,9,9,2021-10-27T23:50:40Z,640000,-225.0,29.0,1,left,MISS O. Brissett 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,22.73,Missed,,,,,,,,,,,,,,,,,,,
66,PT06M20.00S,2021-10-27T23:50:39.0Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,9,9,2021-10-27T23:50:40Z,650000,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,65.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
67,PT06M15.00S,2021-10-27T23:50:43.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630567,94.82588699080158,54.90196078431373,1610612761,9,9,2021-10-27T23:50:49Z,660000,25.0,-4.0,1,right,MISS S. Barnes running Layup,[1630567],1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,2.48,Missed,,,,,,,,,,,,,,,,,,,
68,PT06M13.00S,2021-10-27T23:50:45.7Z,1,REGULAR,rebound,offensive,[],1627832,,,1610612761,9,9,2021-10-27T23:50:45Z,670000,,,0,,F. VanVleet REBOUND (Off:2 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,67.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
69,PT06M12.00S,2021-10-27T23:50:47.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628384,65.25952693823915,44.85294117647059,1610612761,12,9,2021-10-27T23:50:52Z,680000,-26.0,274.0,1,right,O. Anunoby 27' 3PT  (7 PTS) (F. VanVleet 2 AST),"[1628384, 1627832]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,27.53,Made,,,,,,,,,,7.0,F. VanVleet,1627832.0,2.0,,,,,,
71,PT06M00.00S,2021-10-27T23:50:59.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,7.178055190538765,45.34313725490196,1610612754,12,9,2021-10-27T23:51:15Z,700000,23.0,15.0,1,left,MISS M. Brogdon driving Layup - blocked,"[1627763, 1630567]",1610612754.0,IND,driving,,,Brogdon,M. Brogdon,,,,,2.77,Missed,,,,,,,,,,,,,,Barnes,1630567.0,,,,
72,PT06M00.00S,2021-10-27T23:50:59.5Z,1,REGULAR,block,,[],1630567,,,1610612754,12,9,2021-10-27T23:51:15Z,710000,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M00.00S,2021-10-27T23:50:59.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,12,9,2021-10-27T23:51:15Z,720000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,
74,PT06M00.00S,2021-10-27T23:51:05.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,12,9,2021-10-27T23:51:05Z,730000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M53.00S,2021-10-27T23:51:21.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626167,15.325229960578188,46.32352941176471,1610612754,12,11,2021-10-27T23:51:38Z,740000,18.0,92.0,1,left,M. Turner 9' turnaround Jump Shot (4 PTS),[1626167],1610612754.0,IND,turnaround,,,Turner,M. Turner,,,,,9.34,Made,,,,,,,,,,4.0,,,,,,,,,
76,PT05M41.00S,2021-10-27T23:51:34.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,87.99277266754271,50.98039215686274,1610612761,12,11,2021-10-27T23:51:42Z,750000,5.0,60.0,1,right,MISS G. Trent Jr. 6' floating Shot,[1629018],1610612761.0,TOR,floating,,,Trent Jr.,G. Trent Jr.,,,,,6.06,Missed,,,,,,,,,,,,,,,,,,,
77,PT05M41.00S,2021-10-27T23:51:34.7Z,1,REGULAR,rebound,offensive,[],1629018,,,1610612761,12,11,2021-10-27T23:51:42Z,760000,,,0,,G. Trent Jr. REBOUND (Off:1 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,76.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
78,PT05M27.00S,2021-10-27T23:51:48.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627832,94.69448094612353,55.392156862745104,1610612761,12,11,2021-10-27T23:51:58Z,770000,27.0,-3.0,1,right,MISS F. VanVleet driving finger roll Layup - blocked,"[1627832, 1626167]",1610612761.0,TOR,driving finger roll,,,VanVleet,F. VanVleet,,,,,2.71,Missed,,,,,,,,,,,,,,Turner,1626167.0,,,,
79,PT05M27.00S,2021-10-27T23:51:48.6Z,1,REGULAR,block,,[],1626167,,,1610612761,12,11,2021-10-27T23:51:51Z,780000,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M27.00S,2021-10-27T23:51:48.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,12,11,2021-10-27T23:51:58Z,790000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,
81,PT05M27.00S,2021-10-27T23:51:54.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,12,11,2021-10-27T23:51:54Z,800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M24.00S,2021-10-27T23:52:09.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628384,86.28449408672799,44.85294117647059,1610612761,14,11,2021-10-27T23:52:20Z,810000,-26.0,76.0,1,right,O. Anunoby 8' turnaround fadeaway Jump Shot (9 PTS) (S. Barnes 1 AST),"[1628384, 1630567]",1610612761.0,TOR,turnaround fadeaway,,,Anunoby,O. Anunoby,,,,,8.06,Made,,,,,,,,,,9.0,S. Barnes,1630567.0,1.0,,,,,,
84,PT05M06.00S,2021-10-27T23:52:28.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,6.783837056504599,52.20588235294118,1610612754,14,13,2021-10-27T23:52:36Z,830000,-11.0,11.0,1,left,O. Brissett cutting finger roll Layup (2 PTS) (M. Brogdon 3 AST),"[1629052, 1627763]",1610612754.0,IND,cutting finger roll,,,Brissett,O. Brissett,,,,,1.58,Made,,,,,,,,,,2.0,M. Brogdon,1627763.0,3.0,,,,,,
86,PT04M57.00S,2021-10-27T23:52:37.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629018,86.67871222076215,50.245098039215684,1610612761,16,13,2021-10-27T23:52:45Z,850000,1.0,73.0,1,right,G. Trent Jr. 7' turnaround Hook (2 PTS),[1629018],1610612761.0,TOR,turnaround,,,Trent Jr.,G. Trent Jr.,,,,,7.27,Made,,,,,,,,,,2.0,,,,,,,,,
