actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
35,PT08M49.00S,2021-12-19T00:45:07.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630228,12.040078843626807,47.30392156862745,1610612744,7,5,2021-12-19T00:45:13Z,350000,13.0,61.0,1,left,J. Kuminga 6' turnaround Hook (2 PTS) (J. Toscano-Anderson 1 AST),"[1630228, 1629308]",1610612744.0,GSW,turnaround,,,Kuminga,J. Kuminga,,,,,6.22,Made,,,,,2.0,J. Toscano-Anderson,1629308.0,1.0,,,,,,,,,,
36,PT08M34.00S,2021-12-19T00:45:22.0Z,1,REGULAR,3pt,Jump Shot,[],1627832,76.82325886990802,8.333333333333332,1610612761,10,5,2021-12-19T00:45:27Z,360000,-208.0,165.0,1,right,F. VanVleet 26' 3PT  (3 PTS) (S. Barnes 1 AST),"[1627832, 1630567]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,26.6,Made,,,,,3.0,S. Barnes,1630567.0,1.0,,,,,,,,,,
38,PT08M20.00S,2021-12-19T00:45:37.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630228,6.783837056504599,49.26470588235294,1610612744,10,7,2021-12-19T00:45:42Z,380000,4.0,11.0,1,left,J. Kuminga driving DUNK (4 PTS) (K. Looney 1 AST),"[1630228, 1626172]",1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,1.19,Made,,,,,4.0,K. Looney,1626172.0,1.0,,,,,,,,,,
40,PT08M08.00S,2021-12-19T00:45:48.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,88.38699080157687,59.068627450980394,1610612761,12,7,2021-12-19T00:45:53Z,400000,45.0,57.0,1,right,S. Barnes 7' turnaround bank Jump Shot (4 PTS) (F. VanVleet 2 AST),"[1630567, 1627832]",1610612761.0,TOR,turnaround bank,,,Barnes,S. Barnes,,,,,7.26,Made,,,,,4.0,F. VanVleet,1627832.0,2.0,,,,,,,,,,
42,PT08M02.00S,2021-12-19T00:45:54.5Z,1,REGULAR,turnover,lost ball,[],1629185,,,1610612744,12,7,2021-12-19T00:45:59Z,420000,,,0,,C. Chiozza lost ball TURNOVER (1 TO),"[1629185, 1627832]",1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,1.0,VanVleet,1627832.0,,,,,,,
43,PT08M02.00S,2021-12-19T00:45:54.5Z,1,REGULAR,steal,,[],1627832,,,1610612761,12,7,2021-12-19T00:45:57Z,430000,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,
44,PT07M54.00S,2021-12-19T00:46:02.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627832,89.70105124835742,44.36274509803921,1610612761,14,7,2021-12-19T00:50:10Z,440000,-28.0,44.0,1,right,F. VanVleet driving Layup (5 PTS),[1627832],1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,5.25,Made,,,,,5.0,,,,,,,,,,,,,
45,PT07M46.00S,2021-12-19T00:46:14.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,14,7,2021-12-19T00:46:14Z,450000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M31.00S,2021-12-19T00:49:33.8Z,1,REGULAR,3pt,Jump Shot,[],1627814,31.882391590013142,70.09803921568627,1610612744,14,7,2021-12-19T00:49:38Z,460000,-100.0,247.0,1,left,MISS D. Lee 26' 3PT,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,26.68,Missed,,,,,,,,,,,,,,,,,,
48,PT07M28.00S,2021-12-19T00:49:36.8Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,14,7,2021-12-19T00:49:38Z,470000,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,
49,PT07M22.00S,2021-12-19T00:49:43.8Z,1,REGULAR,2pt,Jump Shot,[],1629018,89.83245729303549,21.07843137254902,1610612761,16,7,2021-12-19T00:49:49Z,480000,-145.0,43.0,1,right,G. Trent Jr. 15' turnaround Jump Shot (2 PTS),[1629018],1610612761.0,TOR,turnaround,,,Trent Jr.,G. Trent Jr.,,,,,15.09,Made,,,,,2.0,,,,,,,,,,,,,
50,PT07M22.00S,2021-12-19T00:49:47.2Z,1,REGULAR,foul,personal,['1freethrow'],1629185,,,1610612761,16,7,2021-12-19T00:49:54Z,490000,,,0,,C. Chiozza shooting personal FOUL (1 PF) (Trent Jr. 1 FT),"[1629185, 1629018]",1610612744.0,GSW,shooting,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,1627519.0,1.0,0.0,Trent Jr.,1629018.0,,
52,PT07M22.00S,2021-12-19T00:50:05.9Z,1,REGULAR,freethrow,1 of 1,[],1629018,,,1610612761,16,7,2021-12-19T00:50:09Z,510000,,,0,,MISS G. Trent Jr. Free Throw 1 of 1,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,
53,PT07M20.00S,2021-12-19T00:50:07.9Z,1,REGULAR,rebound,defensive,[],1629308,,,1610612744,16,7,2021-12-19T00:50:09Z,520000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:3),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,52.0,3.0,3.0,0.0,,,,,,,,,,,,,,
54,PT07M00.00S,2021-12-19T00:50:28.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630228,6.915243101182654,51.225490196078425,1610612744,16,7,2021-12-19T00:50:32Z,530000,-6.0,13.0,1,left,MISS J. Kuminga cutting DUNK,[1630228],1610612744.0,GSW,cutting,,,Kuminga,J. Kuminga,,,,,1.39,Missed,,,,,,,,,,,,,,,,,,
55,PT06M57.00S,2021-12-19T00:50:31.3Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,16,7,2021-12-19T00:50:32Z,540000,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT06M55.00S,2021-12-19T00:50:33.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629018,91.5407358738502,46.07843137254902,1610612761,18,7,2021-12-19T00:50:38Z,550000,-20.0,27.0,1,right,G. Trent Jr. running Layup (4 PTS) (F. VanVleet 3 AST),"[1629018, 1627832]",1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,3.34,Made,,,,,4.0,F. VanVleet,1627832.0,3.0,,,,,,,,,,
58,PT06M39.00S,2021-12-19T00:50:47.4Z,1,REGULAR,2pt,Jump Shot,[],1626172,27.54599211563732,47.549019607843135,1610612744,18,7,2021-12-19T00:50:52Z,570000,12.0,206.0,1,left,MISS K. Looney 20' Jump Shot,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,20.68,Missed,,,,,,,,,,,,,,,,,,
59,PT06M37.00S,2021-12-19T00:50:49.4Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,18,7,2021-12-19T00:50:52Z,580000,,,0,,C. Boucher REBOUND (Off:0 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,58.0,2.0,2.0,0.0,,,,,,,,,,,,,,
60,PT06M31.00S,2021-12-19T00:50:56.1Z,1,REGULAR,3pt,Jump Shot,[],1629018,76.03482260183968,9.068627450980392,1610612761,18,7,2021-12-19T00:51:01Z,590000,-205.0,173.0,1,right,MISS G. Trent Jr. 26' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,26.79,Missed,,,,,,,,,,,,,,,,,,
61,PT06M27.00S,2021-12-19T00:50:59.4Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,18,7,2021-12-19T00:50:59Z,600000,,,0,,S. Barnes REBOUND (Off:1 Def:0),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,60.0,1.0,0.0,1.0,,,,,,,,,,,,,,
62,PT06M26.00S,2021-12-19T00:51:00.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,67.09921156373193,63.48039215686274,1610612761,18,7,2021-12-19T00:51:05Z,610000,67.0,257.0,1,right,MISS F. VanVleet 26' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,
63,PT06M23.00S,2021-12-19T00:51:03.6Z,1,REGULAR,rebound,defensive,[],1629185,,,1610612744,18,7,2021-12-19T00:51:05Z,620000,,,0,,C. Chiozza REBOUND (Off:0 Def:1),[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,,,,,,,
64,PT06M15.00S,2021-12-19T00:51:13.5Z,1,REGULAR,turnover,out-of-bounds,[],1629308,,,1610612744,18,7,2021-12-19T00:51:21Z,630000,,,0,,J. Toscano-Anderson bad pass out-of-bounds TURNOVER (1 TO),[1629308],1610612744.0,GSW,bad pass,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,1.0,,,2882.0,,,,,,
65,PT06M15.00S,2021-12-19T00:51:19.4Z,1,REGULAR,substitution,out,[],1630228,,,1610612761,18,7,2021-12-19T00:51:32Z,640000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M15.00S,2021-12-19T00:51:19.4Z,1,REGULAR,substitution,out,[],1629185,,,1610612761,18,7,2021-12-19T00:51:32Z,650000,,,0,,SUB out: C. Chiozza,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M15.00S,2021-12-19T00:51:19.4Z,1,REGULAR,substitution,in,[],1627780,,,1610612761,18,7,2021-12-19T00:51:32Z,660000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M15.00S,2021-12-19T00:51:19.4Z,1,REGULAR,substitution,in,[],1630288,,,1610612761,18,7,2021-12-19T00:51:32Z,670000,,,0,,SUB in: J. Dowtin,[1630288],1610612744.0,GSW,,,,Dowtin,J. Dowtin,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M04.00S,2021-12-19T00:51:40.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629018,78.53153745072274,27.450980392156865,1610612761,18,7,2021-12-19T00:51:49Z,680000,-113.0,149.0,1,right,MISS G. Trent Jr. 18' step back Shot,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,18.71,Missed,,,,,,,,,,,,,,,,,,
70,PT06M00.00S,2021-12-19T00:51:44.4Z,1,REGULAR,rebound,offensive,[],1628449,,,1610612761,18,7,2021-12-19T00:51:44Z,690000,,,0,,C. Boucher REBOUND (Off:1 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,69.0,3.0,2.0,1.0,,,,,,,,,,,,,,
71,PT05M57.00S,2021-12-19T00:51:47.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627832,92.06636005256242,3.9215686274509802,1610612761,21,7,2021-12-19T00:51:56Z,700000,-230.0,22.0,1,right,F. VanVleet 3PT  (8 PTS) (S. Barnes 2 AST),"[1627832, 1630567]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,23.15,Made,,,,,8.0,S. Barnes,1630567.0,2.0,,,,,,,,,,
73,PT05M37.00S,2021-12-19T00:52:06.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,7.5722733245729295,49.26470588235294,1610612744,21,9,2021-12-19T00:52:11Z,720000,4.0,19.0,1,left,K. Looney cutting DUNK (2 PTS) (J. Dowtin 1 AST),"[1626172, 1630288]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,1.91,Made,,,,,2.0,J. Dowtin,1630288.0,1.0,,,,,,,,,,
75,PT05M25.00S,2021-12-19T00:52:18.9Z,1,REGULAR,3pt,Jump Shot,[],1628384,72.88107752956637,13.970588235294118,1610612761,21,9,2021-12-19T00:52:23Z,740000,-180.0,202.0,1,right,MISS O. Anunoby 27' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,27.09,Missed,,,,,,,,,,,,,,,,,,
76,PT05M23.00S,2021-12-19T00:52:20.9Z,1,REGULAR,rebound,defensive,[],1629308,,,1610612744,21,9,2021-12-19T00:52:23Z,750000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:4),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,75.0,4.0,4.0,0.0,,,,,,,,,,,,,,
77,PT05M13.00S,2021-12-19T00:52:31.3Z,1,REGULAR,3pt,Jump Shot,[],1627780,6.783837056504599,96.56862745098039,1610612744,21,9,2021-12-19T00:53:45Z,760000,-233.0,11.0,1,left,MISS G. Payton II 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,23.31,Missed,,,,,,,,,,,,,,,,,,
78,PT05M10.00S,2021-12-19T00:52:34.3Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,21,9,2021-12-19T00:52:35Z,770000,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,77.0,2.0,2.0,0.0,,,,,,,,,,,,,,
79,PT05M07.00S,2021-12-19T00:52:38.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628449,94.03745072273325,49.26470588235294,1610612761,23,9,2021-12-19T00:52:45Z,780000,-4.0,4.0,1,right,C. Boucher running reverse Layup (7 PTS) (F. VanVleet 4 AST),"[1628449, 1627832]",1610612761.0,TOR,running reverse,,,Boucher,C. Boucher,,,,,0.51,Made,,,,,7.0,F. VanVleet,1627832.0,4.0,,,,,,,,,,
81,PT04M52.00S,2021-12-19T00:52:52.5Z,1,REGULAR,3pt,Jump Shot,[],1629308,28.728646517739815,79.65686274509804,1610612744,23,9,2021-12-19T00:52:57Z,800000,-148.0,218.0,1,left,MISS J. Toscano-Anderson 26' 3PT,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,26.32,Missed,,,,,,,,,,,,,,,,,,
82,PT04M49.00S,2021-12-19T00:52:55.5Z,1,REGULAR,rebound,offensive,[],1627780,,,1610612744,23,9,2021-12-19T00:52:57Z,810000,,,0,,G. Payton II REBOUND (Off:1 Def:0),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,81.0,1.0,0.0,1.0,,,,,,,,,,,,,,
83,PT04M48.00S,2021-12-19T00:52:57.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627814,32.276609724047304,29.65686274509804,1610612744,23,9,2021-12-19T00:53:04Z,820000,102.0,251.0,1,left,MISS D. Lee 27' 3PT,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,27.07,Missed,,,,,,,,,,,,,,,,,,
84,PT04M42.00S,2021-12-19T00:53:03.2Z,1,REGULAR,rebound,offensive,[],1629308,,,1610612744,23,9,2021-12-19T00:53:04Z,830000,,,0,,J. Toscano-Anderson REBOUND (Off:1 Def:4),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,83.0,5.0,4.0,1.0,,,,,,,,,,,,,,
85,PT04M41.00S,2021-12-19T00:53:04.8Z,1,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612744,23,9,2021-12-19T00:53:14Z,840000,,,0,,O. Anunoby shooting personal FOUL (1 PF) (Toscano-Anderson 2 FT),"[1628384, 1629308]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,1627519.0,1.0,0.0,Toscano-Anderson,1629308.0,,
87,PT04M41.00S,2021-12-19T00:53:29.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629308,,,1610612744,23,10,2021-12-19T00:54:11Z,860000,,,0,,J. Toscano-Anderson Free Throw 1 of 2 (1 PTS),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
88,PT04M41.00S,2021-12-19T00:53:30.2Z,1,REGULAR,substitution,out,[],1628384,,,1610612744,23,10,2021-12-19T00:53:33Z,870000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,
