actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
611,PT05M23.00S,2021-12-01T02:35:57.1Z,4,REGULAR,substitution,out,[],1630173,,,1610612763,77,86,2021-12-01T02:36:15Z,5990000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT05M23.00S,2021-12-01T02:35:57.1Z,4,REGULAR,substitution,in,[],1629139,,,1610612763,77,86,2021-12-01T02:36:15Z,6000000,,,0,,SUB in: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT05M12.00S,2021-12-01T02:36:31.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1626145,12.828515111695138,26.715686274509803,1610612763,77,88,2021-12-01T02:36:41Z,6010000,116.0,68.0,1,left,T. Jones 13' driving floating Jump Shot (4 PTS),[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,13.49,Made,4.0,,,,,,,,,,,,,,,,,,
614,PT04M57.00S,2021-12-01T02:36:48.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,93.64323258869908,48.77450980392157,1610612761,79,88,2021-12-01T02:37:18Z,6020000,-6.0,7.0,1,right,P. Siakam driving Layup (17 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,0.95,Made,17.0,,,,,,,,,,,,,,,,,,
615,PT04M57.00S,2021-12-01T02:36:50.8Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203937,,,1610612761,79,88,2021-12-01T02:36:57Z,6030000,,,0,,K. Anderson shooting personal FOUL (1 PF) (Siakam 1 FT),"[203937, 1627783]",1610612763.0,MEM,shooting,,,Anderson,K. Anderson,,,,,,,,,,,,,1179.0,1.0,0.0,Siakam,1627783.0,,,,,,,,
617,PT04M57.00S,2021-12-01T02:37:19.2Z,4,REGULAR,freethrow,1 of 1,[],1627783,,,1610612761,80,88,2021-12-01T02:37:19Z,6050000,,,0,,P. Siakam Free Throw 1 of 1 (18 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
618,PT04M44.00S,2021-12-01T02:37:34.4Z,4,REGULAR,3pt,Jump Shot,[],1626145,23.340998685939553,90.19607843137256,1610612763,80,88,2021-12-01T02:37:42Z,6060000,-201.0,167.0,1,left,MISS T. Jones 26' 3PT - blocked,"[1626145, 1627783]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,26.13,Missed,,,,,,,,,,,,,,,,,Siakam,1627783.0,
627,PT04M44.00S,2021-12-01T02:37:34.4Z,4,REGULAR,block,,[],1627783,,,1610612763,80,88,2021-12-01T02:38:06Z,6065000,,,0,,P. Siakam BLOCK (3 BLK),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT04M41.00S,2021-12-01T02:37:37.4Z,4,REGULAR,rebound,offensive,[],1629001,,,1610612763,80,88,2021-12-01T02:37:37Z,6070000,,,0,,D. Melton REBOUND (Off:4 Def:5),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,618.0,9.0,5.0,4.0,,,,,,,,,,,,,,
620,PT04M36.00S,2021-12-01T02:37:42.0Z,4,REGULAR,turnover,bad pass,[],1626145,,,1610612763,80,88,2021-12-01T02:53:01Z,6080000,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1626145, 1627832]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,1.0,,,,,,VanVleet,1627832.0,,,,,,
621,PT04M36.00S,2021-12-01T02:37:42.0Z,4,REGULAR,steal,,[],1627832,,,1610612761,80,88,2021-12-01T02:53:01Z,6090000,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT04M31.00S,2021-12-01T02:37:48.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627832,92.32917214191852,41.17647058823529,1610612761,80,88,2021-12-01T02:37:57Z,6100000,-44.0,20.0,1,right,MISS F. VanVleet running Layup - blocked,"[1627832, 1628415]",1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,4.83,Missed,,,,,,,,,,,,,,,,,Brooks,1628415.0,
623,PT04M31.00S,2021-12-01T02:37:48.1Z,4,REGULAR,block,,[],1628415,,,1610612761,80,88,2021-12-01T02:37:51Z,6110000,,,0,,D. Brooks BLOCK (1 BLK),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT04M31.00S,2021-12-01T02:37:48.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612763,80,88,2021-12-01T02:37:57Z,6120000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,622.0,,,,,,,,,,,,,,,,,
625,PT04M31.00S,2021-12-01T02:37:55.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,80,88,2021-12-01T02:38:30Z,6130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT04M28.00S,2021-12-01T02:38:03.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612763,80,88,2021-12-01T02:38:03Z,6140000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT04M28.00S,2021-12-01T02:38:49.8Z,4,REGULAR,substitution,out,[],1629001,,,1610612763,80,88,2021-12-01T02:39:15Z,6150000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT04M28.00S,2021-12-01T02:38:49.8Z,4,REGULAR,substitution,out,[],203937,,,1610612763,80,88,2021-12-01T02:39:15Z,6160000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT04M28.00S,2021-12-01T02:38:49.8Z,4,REGULAR,substitution,out,[],203500,,,1610612763,80,88,2021-12-01T02:39:15Z,6170000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT04M28.00S,2021-12-01T02:38:49.8Z,4,REGULAR,substitution,in,[],1630217,,,1610612763,80,88,2021-12-01T02:39:15Z,6180000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT04M28.00S,2021-12-01T02:38:49.8Z,4,REGULAR,substitution,in,[],1628991,,,1610612763,80,88,2021-12-01T02:39:15Z,6190000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT04M28.00S,2021-12-01T02:38:49.8Z,4,REGULAR,substitution,in,[],1629634,,,1610612763,80,88,2021-12-01T02:39:15Z,6200000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT04M19.00S,2021-12-01T02:39:33.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,14.4053876478318,48.77450980392157,1610612763,80,88,2021-12-01T02:39:38Z,6210000,6.0,83.0,1,left,MISS B. Clarke 8' driving floating Shot,[1629634],1610612763.0,MEM,driving floating,,,Clarke,B. Clarke,,,,,8.31,Missed,,,,,,,,,,,,,,,,,,,
635,PT04M17.00S,2021-12-01T02:39:35.3Z,4,REGULAR,rebound,offensive,[],1629634,,,1610612763,80,88,2021-12-01T02:39:35Z,6220000,,,0,,B. Clarke REBOUND (Off:2 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,634.0,4.0,2.0,2.0,,,,,,,,,,,,,,
636,PT04M15.00S,2021-12-01T02:39:41.1Z,4,REGULAR,turnover,traveling,[],1628415,,,1610612763,80,88,2021-12-01T02:39:48Z,6230000,,,0,,D. Brooks traveling TURNOVER (5 TO),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,5.0,1627519.0,,,,,,,,,,,,
637,PT04M08.00S,2021-12-01T02:39:54.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630201,69.33311432325887,18.627450980392158,1610612761,80,88,2021-12-01T02:53:48Z,6240000,-157.0,236.0,1,right,MISS M. Flynn 28' 3PT,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,28.32,Missed,,,,,,,,,,,,,,,,,,,
638,PT04M03.00S,2021-12-01T02:39:59.4Z,4,REGULAR,rebound,offensive,[],1629139,,,1610612761,80,88,2021-12-01T02:39:59Z,6250000,,,0,,Y. Watanabe REBOUND (Off:2 Def:3),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,637.0,5.0,3.0,2.0,,,,,,,,,,,,,,
639,PT04M00.00S,2021-12-01T02:40:02.2Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629139,68.01905387647832,26.47058823529412,1610612761,80,88,2021-12-01T02:40:10Z,6260000,-118.0,248.0,1,right,MISS Y. Watanabe 27' pullup 3PT,[1629139],1610612761.0,TOR,pullup,,,Watanabe,Y. Watanabe,,,,,27.46,Missed,,,,,,,,,,,,,,,,,,,
640,PT03M56.00S,2021-12-01T02:40:06.2Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,80,88,2021-12-01T02:40:10Z,6270000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:5),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,639.0,6.0,5.0,1.0,,,,,,,,,,,,,,
641,PT03M39.00S,2021-12-01T02:40:23.6Z,4,REGULAR,turnover,lost ball,[],1626145,,,1610612763,80,88,2021-12-01T02:40:31Z,6280000,,,0,,T. Jones lost ball TURNOVER (2 TO),"[1626145, 1630567]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,2.0,,,,,,Barnes,1630567.0,,,,,,
642,PT03M39.00S,2021-12-01T02:40:23.6Z,4,REGULAR,steal,,[],1630567,,,1610612761,80,88,2021-12-01T02:40:25Z,6290000,,,0,,S. Barnes STEAL (2 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT03M35.00S,2021-12-01T02:40:27.2Z,4,REGULAR,turnover,lost ball,[],1630567,,,1610612761,80,88,2021-12-01T02:40:39Z,6300000,,,0,,S. Barnes lost ball TURNOVER (3 TO),"[1630567, 1628415]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,3.0,,,,,,Brooks,1628415.0,,,,,,
644,PT03M35.00S,2021-12-01T02:40:27.2Z,4,REGULAR,steal,,[],1628415,,,1610612763,80,88,2021-12-01T02:40:29Z,6310000,,,0,,D. Brooks STEAL (4 STL),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT03M30.00S,2021-12-01T02:40:42.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,80,88,2021-12-01T02:40:42Z,6320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT03M18.00S,2021-12-01T02:41:01.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630217,6.652431011826544,42.40196078431372,1610612763,80,88,2021-12-01T02:41:07Z,6330000,38.0,10.0,1,left,MISS D. Bane driving finger roll Layup - blocked,"[1630217, 1630567]",1610612763.0,MEM,driving finger roll,,,Bane,D. Bane,,,,,3.93,Missed,,,,,,,,,,,,,,,,,Barnes,1630567.0,
660,PT03M18.00S,2021-12-01T02:41:01.9Z,4,REGULAR,block,,[],1630567,,,1610612763,80,88,2021-12-01T02:42:13Z,6335000,,,0,,S. Barnes BLOCK (3 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT03M15.00S,2021-12-01T02:41:04.9Z,4,REGULAR,rebound,offensive,[],1629634,,,1610612763,80,88,2021-12-01T02:42:13Z,6340000,,,0,,B. Clarke REBOUND (Off:3 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,646.0,5.0,2.0,3.0,,,,,,,,,,,,,,
648,PT03M11.00S,2021-12-01T02:41:08.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629634,6.258212877792378,49.50980392156863,1610612763,80,90,2021-12-01T02:42:13Z,6350000,2.0,6.0,1,left,B. Clarke tip Layup (6 PTS),[1629634],1610612763.0,MEM,tip,,,Clarke,B. Clarke,,,,,0.68,Made,6.0,,,,,,,,,,,,,,,,,,
650,PT03M02.00S,2021-12-01T02:41:18.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,89.56964520367937,43.872549019607845,1610612761,82,90,2021-12-01T02:41:27Z,6370000,-31.0,46.0,1,right,P. Siakam driving finger roll Layup (20 PTS),[1627783],1610612761.0,TOR,driving finger roll,,,Siakam,P. Siakam,,,,,5.48,Made,20.0,,,,,,,,,,,,,,,,,,
651,PT02M37.00S,2021-12-01T02:41:42.4Z,4,REGULAR,2pt,Jump Shot,[],1630217,20.45006570302234,71.56862745098039,1610612763,82,90,2021-12-01T02:42:17Z,6380000,-108.0,140.0,1,left,MISS D. Bane 17' Jump Shot,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,17.65,Missed,,,,,,,,,,,,,,,,,,,
652,PT02M35.00S,2021-12-01T02:41:44.4Z,4,REGULAR,rebound,defensive,[],1627832,,,1610612761,82,90,2021-12-01T02:42:17Z,6390000,,,0,,F. VanVleet REBOUND (Off:0 Def:8),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,651.0,8.0,8.0,0.0,,,,,,,,,,,,,,
653,PT02M29.00S,2021-12-01T02:41:50.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,93.11760840998686,44.85294117647059,1610612761,82,90,2021-12-01T02:42:20Z,6400000,-26.0,12.0,1,right,MISS P. Siakam driving Layup - blocked,"[1627783, 1628991]",1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,2.84,Missed,,,,,,,,,,,,,,,,,Jackson Jr.,1628991.0,
654,PT02M29.00S,2021-12-01T02:41:50.6Z,4,REGULAR,block,,[],1628991,,,1610612761,82,90,2021-12-01T02:41:53Z,6410000,,,0,,J. Jackson Jr. BLOCK (5 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT02M25.00S,2021-12-01T02:41:54.6Z,4,REGULAR,rebound,defensive,[],1626145,,,1610612763,82,90,2021-12-01T02:42:20Z,6420000,,,0,,T. Jones REBOUND (Off:0 Def:3),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,653.0,3.0,3.0,0.0,,,,,,,,,,,,,,
656,PT02M25.00S,2021-12-01T02:41:56.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,8.229303547963205,52.20588235294118,1610612763,82,90,2021-12-01T02:42:25Z,6430000,-11.0,25.0,1,left,MISS D. Bane driving Layup - blocked,"[1630217, 1630567]",1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,2.72,Missed,,,,,,,,,,,,,,,,,Barnes,1630567.0,
657,PT02M25.00S,2021-12-01T02:41:56.5Z,4,REGULAR,block,,[],1630567,,,1610612763,82,90,2021-12-01T02:42:01Z,6440000,,,0,,S. Barnes BLOCK (4 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT02M25.00S,2021-12-01T02:41:56.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612763,82,90,2021-12-01T02:42:25Z,6450000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,656.0,,,,,,,,,,,,,,,,,
659,PT02M25.00S,2021-12-01T02:42:04.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,82,90,2021-12-01T02:42:04Z,6460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT02M23.00S,2021-12-01T02:42:25.3Z,4,REGULAR,foul,offensive,['inpenalty'],1628991,,,1610612763,82,90,2021-12-01T02:42:47Z,6470000,,,0,,J. Jackson Jr. offensive FOUL (5 PF),"[1628991, 1629139]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,1199.0,5.0,0.0,Watanabe,1629139.0,,,,,,,,
663,PT02M23.00S,2021-12-01T02:42:25.3Z,4,REGULAR,turnover,offensive foul,[],1628991,,,1610612763,82,90,2021-12-01T02:42:25Z,6490000,,,0,,J. Jackson Jr. offensive foul TURNOVER (2 TO),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,2.0,1199.0,,,,,,,,,,,,
664,PT02M14.00S,2021-12-01T02:42:46.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627783,67.36202365308804,49.754901960784316,1610612761,82,90,2021-12-01T02:42:54Z,6500000,-1.0,254.0,1,right,MISS P. Siakam 25' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,25.43,Missed,,,,,,,,,,,,,,,,,,,
665,PT02M13.00S,2021-12-01T02:42:47.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612763,82,90,2021-12-01T02:42:54Z,6510000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,664.0,,,,,,,,,,,,,,,,,
666,PT02M13.00S,2021-12-01T02:42:52.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,82,90,2021-12-01T02:42:52Z,6520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT01M51.00S,2021-12-01T02:43:26.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628415,13.61695137976347,48.03921568627451,1610612763,82,90,2021-12-01T02:43:30Z,6530000,10.0,75.0,1,left,MISS D. Brooks 7' driving Hook,[1628415],1610612763.0,MEM,driving,,,Brooks,D. Brooks,,,,,7.61,Missed,,,,,,,,,,,,,,,,,,,
668,PT01M48.00S,2021-12-01T02:43:29.0Z,4,REGULAR,rebound,defensive,[],1629139,,,1610612761,82,90,2021-12-01T02:43:30Z,6540000,,,0,,Y. Watanabe REBOUND (Off:2 Def:4),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,667.0,6.0,4.0,2.0,,,,,,,,,,,,,,
669,PT01M42.00S,2021-12-01T02:43:34.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630201,75.1149802890933,8.333333333333332,1610612761,85,90,2021-12-01T02:43:45Z,6550000,-208.0,181.0,1,right,M. Flynn 27' 3PT running (5 PTS) (F. VanVleet 3 AST),"[1630201, 1627832]",1610612761.0,TOR,running,,,Flynn,M. Flynn,,,,,27.62,Made,5.0,,,,,,,,,,,,,F. VanVleet,1627832.0,3.0,,,
671,PT01M30.00S,2021-12-01T02:43:53.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612763,85,90,2021-12-01T02:43:53Z,6570000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT01M18.00S,2021-12-01T02:45:34.4Z,4,REGULAR,3pt,Jump Shot,[],1630217,31.61957950065703,29.411764705882355,1610612763,85,93,2021-12-01T02:45:39Z,6580000,103.0,245.0,1,left,D. Bane 26' 3PT  (22 PTS) (B. Clarke 2 AST),"[1630217, 1629634]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,26.55,Made,22.0,,,,,,,,,,,,,B. Clarke,1629634.0,2.0,,,
674,PT01M11.00S,2021-12-01T02:45:48.0Z,4,REGULAR,3pt,Jump Shot,[],1627783,66.44218134034165,40.931372549019606,1610612761,85,93,2021-12-01T02:45:54Z,6600000,-45.0,263.0,1,right,MISS P. Siakam 26' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,26.68,Missed,,,,,,,,,,,,,,,,,,,
675,PT01M07.00S,2021-12-01T02:45:52.0Z,4,REGULAR,rebound,defensive,[],1630217,,,1610612763,85,93,2021-12-01T02:45:54Z,6610000,,,0,,D. Bane REBOUND (Off:2 Def:5),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,674.0,7.0,5.0,2.0,,,,,,,,,,,,,,
676,PT01M04.00S,2021-12-01T02:45:57.0Z,4,REGULAR,foul,personal,[],1627832,,,1610612763,85,93,2021-12-01T02:46:21Z,6620000,,,0,,F. VanVleet personal FOUL (2 PF),"[1627832, 1628415]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,1627519.0,2.0,0.0,Brooks,1628415.0,,,,,,,,
678,PT00M41.30S,2021-12-01T02:46:41.9Z,4,REGULAR,3pt,Jump Shot,[],1628415,25.04927726675427,87.74509803921569,1610612763,85,93,2021-12-01T02:46:54Z,6640000,-189.0,183.0,1,left,MISS D. Brooks 26' 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,,
680,PT00M37.50S,2021-12-01T02:46:45.7Z,4,REGULAR,rebound,defensive,[],1627832,,,1610612761,85,93,2021-12-01T02:46:54Z,6660000,,,0,,F. VanVleet REBOUND (Off:0 Def:9),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,678.0,9.0,9.0,0.0,,,,,,,,,,,,,,
681,PT00M31.50S,2021-12-01T02:46:52.3Z,4,REGULAR,3pt,Jump Shot,[],1630567,78.13731931668858,91.17647058823529,1610612761,88,93,2021-12-01T02:46:58Z,6670000,206.0,153.0,1,right,S. Barnes 25' 3PT  (16 PTS) (P. Siakam 4 AST),"[1630567, 1627783]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,25.65,Made,16.0,,,,,,,,,,,,,P. Siakam,1627783.0,4.0,,,
683,PT00M24.00S,2021-12-01T02:47:06.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628991,7.440867279894875,49.754901960784316,1610612763,88,95,2021-12-01T02:47:12Z,6690000,1.0,17.0,1,left,J. Jackson Jr. cutting DUNK (25 PTS) (T. Jones 6 AST),"[1628991, 1626145]",1610612763.0,MEM,cutting,,,Jackson Jr.,J. Jackson Jr.,,,,,1.74,Made,25.0,,,,,,,,,,,,,T. Jones,1626145.0,6.0,,,
685,PT00M24.00S,2021-12-01T02:47:11.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,88,95,2021-12-01T02:47:11Z,6710000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,PT00M24.00S,2021-12-01T02:48:12.9Z,4,REGULAR,substitution,out,[],1626145,,,1610612761,88,95,2021-12-01T02:48:26Z,6720000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT00M24.00S,2021-12-01T02:48:12.9Z,4,REGULAR,substitution,in,[],1629001,,,1610612761,88,95,2021-12-01T02:48:26Z,6730000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
689,PT00M19.50S,2021-12-01T02:48:46.0Z,4,REGULAR,3pt,Jump Shot,[],1630567,66.04796320630749,50.98039215686274,1610612761,91,95,2021-12-01T02:48:51Z,6740000,5.0,267.0,1,right,S. Barnes 26' 3PT  (19 PTS) (P. Siakam 5 AST),"[1630567, 1627783]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,26.66,Made,19.0,,,,,,,,,,,,,P. Siakam,1627783.0,5.0,,,
691,PT00M16.50S,2021-12-01T02:48:55.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630201,,,1610612763,91,95,2021-12-01T02:57:18Z,6760000,,,0,,M. Flynn take personal FOUL (2 PF) (Brooks 2 FT),"[1630201, 1628415]",1610612761.0,TOR,take,,,Flynn,M. Flynn,,,,,,,,,,,,,1179.0,2.0,0.0,Brooks,1628415.0,,,,,,,,
693,PT00M16.50S,2021-12-01T02:49:26.6Z,4,REGULAR,freethrow,1 of 2,[],1628415,,,1610612763,91,96,2021-12-01T02:49:26Z,6780000,,,0,,D. Brooks Free Throw 1 of 2 (16 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
694,PT00M16.50S,2021-12-01T02:49:43.6Z,4,REGULAR,freethrow,2 of 2,[],1628415,,,1610612763,91,97,2021-12-01T02:49:43Z,6790000,,,0,,D. Brooks Free Throw 2 of 2 (17 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
695,PT00M16.50S,2021-12-01T02:49:51.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,91,97,2021-12-01T02:49:51Z,6800000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,PT00M10.70S,2021-12-01T02:51:22.2Z,4,REGULAR,turnover,bad pass,[],1630567,,,1610612761,91,97,2021-12-01T02:51:33Z,6810000,,,0,,S. Barnes bad pass TURNOVER (4 TO),"[1630567, 1629634]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,4.0,,,,,,Clarke,1629634.0,,,,,,
697,PT00M10.70S,2021-12-01T02:51:22.2Z,4,REGULAR,steal,,[],1629634,,,1610612763,91,97,2021-12-01T02:51:24Z,6820000,,,0,,B. Clarke STEAL (1 STL),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
698,PT00M09.20S,2021-12-01T02:51:27.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,91,97,2021-12-01T02:51:27Z,6830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,PT00M09.20S,2021-12-01T02:51:46.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612763,91,97,2021-12-01T02:51:46Z,6840000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,PT00M09.20S,2021-12-01T02:52:28.3Z,4,REGULAR,substitution,out,[],1629634,,,1610612763,91,97,2021-12-01T02:53:00Z,6850000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
