actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
26,PT09M17.00S,2022-01-01T00:43:41.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,94.30026281208936,53.431372549019606,1610612746,9,6,2022-01-01T00:43:46Z,260000,17.0,1.0,1,right,MISS T. Mann driving reverse Layup,[1629611],1610612746.0,LAC,driving reverse,,,Mann,T. Mann,,,,,1.72,Missed,,,,,,,,,,,,,,,,,,,
27,PT09M15.00S,2022-01-01T00:43:43.2Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,9,6,2022-01-01T00:43:46Z,270000,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,
28,PT09M12.00S,2022-01-01T00:43:46.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,26.363337713534822,18.872549019607842,1610612761,12,6,2022-01-01T00:43:54Z,280000,156.0,195.0,1,left,F. VanVleet 24' 3PT running (3 PTS) (P. Siakam 1 AST),"[1627832, 1627783]",1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,24.97,Made,3.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,,,
30,PT08M57.00S,2022-01-01T00:44:01.7Z,1,REGULAR,3pt,Jump Shot,[],1629611,95.48291721419186,96.07843137254902,1610612746,12,6,2022-01-01T00:44:08Z,300000,230.0,-10.0,1,right,MISS T. Mann 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,23.06,Missed,,,,,,,,,,,,,,,,,,,
31,PT08M53.00S,2022-01-01T00:44:05.7Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,12,6,2022-01-01T00:44:08Z,310000,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,30.0,2.0,2.0,0.0,,,,,,,,,,,
32,PT08M49.00S,2022-01-01T00:44:10.4Z,1,REGULAR,turnover,lost ball,[],1627783,,,1610612761,12,6,2022-01-01T00:45:33Z,320000,,,0,,P. Siakam lost ball TURNOVER (1 TO),"[1627783, 202694]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,1.0,Morris Sr.,202694.0,,,,,
33,PT08M49.00S,2022-01-01T00:44:10.4Z,1,REGULAR,steal,,[],202694,,,1610612746,12,6,2022-01-01T00:44:12Z,330000,,,0,,M. Morris Sr. STEAL (1 STL),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT08M49.00S,2022-01-01T00:44:13.3Z,1,REGULAR,foul,personal,[],1628384,,,1610612746,12,6,2022-01-01T00:56:48Z,340000,,,0,,O. Anunoby take personal FOUL (1 PF),"[1628384, 202694]",1610612761.0,TOR,take,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,202049.0,,,,,,1.0,0.0,Morris Sr.,202694.0,
36,PT08M49.00S,2022-01-01T00:44:32.7Z,1,REGULAR,instantreplay,request,[],0,,,1610612746,12,6,2022-01-01T00:45:06Z,360000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,202049.0,,,,,,,,,,Common Foul Upheld
37,PT08M39.00S,2022-01-01T00:45:39.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",201586,91.5407358738502,53.431372549019606,1610612746,12,6,2022-01-01T00:45:43Z,370000,17.0,27.0,1,right,MISS S. Ibaka Hook,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,3.2,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M36.00S,2022-01-01T00:45:42.9Z,1,REGULAR,rebound,defensive,[],203920,,,1610612761,12,6,2022-01-01T00:45:43Z,380000,,,0,,K. Birch REBOUND (Off:1 Def:2),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,37.0,3.0,2.0,1.0,,,,,,,,,,,
39,PT08M27.00S,2022-01-01T00:45:56.6Z,1,REGULAR,foul,technical,['1freethrow'],202694,,,1610612761,12,6,2022-01-01T00:46:14Z,390000,,,0,,M. Morris Sr. defensive-3-second technical FOUL (1 Tech),[202694],1610612746.0,LAC,defensive-3-second,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,1626300.0,,,,,,0.0,1.0,,,
40,PT08M27.00S,2022-01-01T00:46:17.1Z,1,REGULAR,freethrow,1 of 1,[],1627832,,,1610612761,13,6,2022-01-01T00:46:17Z,400000,,,0,,F. VanVleet technical Free Throw 1 of 1 (4 PTS),[1627832],1610612761.0,TOR,technical,,,VanVleet,F. VanVleet,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
42,PT08M24.00S,2022-01-01T00:46:34.0Z,1,REGULAR,foul,personal,[],1628379,,,1610612761,13,6,2022-01-01T00:46:41Z,410000,,,0,,L. Kennard personal FOUL (1 PF),"[1628379, 1627783]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,202049.0,,,,,,1.0,0.0,Siakam,1627783.0,
44,PT08M19.00S,2022-01-01T00:46:57.1Z,1,REGULAR,3pt,Jump Shot,[],1629018,24.26084099868594,87.25490196078431,1610612761,16,6,2022-01-01T00:47:03Z,430000,-186.0,176.0,1,left,G. Trent Jr. 25' 3PT pullup (6 PTS) (P. Siakam 2 AST),"[1629018, 1627783]",1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,25.6,Made,6.0,P. Siakam,1627783.0,2.0,,,,,,,,,,,,,,,
46,PT07M58.00S,2022-01-01T00:47:17.5Z,1,REGULAR,2pt,Jump Shot,[],201586,93.38042049934296,78.92156862745098,1610612746,16,6,2022-01-01T00:47:21Z,450000,145.0,10.0,1,right,MISS S. Ibaka 14' Jump Shot,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,14.49,Missed,,,,,,,,,,,,,,,,,,,
47,PT07M56.00S,2022-01-01T00:47:19.5Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,16,6,2022-01-01T00:47:21Z,460000,,,0,,P. Siakam REBOUND (Off:0 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,46.0,3.0,3.0,0.0,,,,,,,,,,,
48,PT07M47.00S,2022-01-01T00:47:28.8Z,1,REGULAR,turnover,lost ball,[],1627783,,,1610612761,16,6,2022-01-01T00:47:34Z,470000,,,0,,P. Siakam lost ball TURNOVER (2 TO),"[1627783, 202704]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,2.0,Jackson,202704.0,,,,,
49,PT07M47.00S,2022-01-01T00:47:28.8Z,1,REGULAR,steal,,[],202704,,,1610612746,16,6,2022-01-01T00:47:30Z,480000,,,0,,R. Jackson STEAL (1 STL),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M43.00S,2022-01-01T00:47:33.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628379,93.9060446780552,53.67647058823529,1610612746,16,6,2022-01-01T00:47:44Z,490000,18.0,5.0,1,right,MISS L. Kennard driving Layup - blocked,"[1628379, 1627783]",1610612746.0,LAC,driving,,,Kennard,L. Kennard,,,,,1.9,Missed,,,,,,,,,,Siakam,1627783.0,,,,,,,,
89,PT07M43.00S,2022-01-01T00:47:33.1Z,1,REGULAR,block,,[],1627783,,,1610612746,16,6,2022-01-01T00:54:41Z,500000,,,0,,P. Siakam BLOCK (1 BLK),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M40.00S,2022-01-01T00:47:36.1Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,16,6,2022-01-01T00:47:44Z,510000,,,0,,P. Siakam REBOUND (Off:0 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,50.0,4.0,4.0,0.0,,,,,,,,,,,
53,PT07M26.00S,2022-01-01T00:47:49.8Z,1,REGULAR,3pt,Jump Shot,[],1627783,31.225361366622867,26.715686274509803,1610612761,19,6,2022-01-01T00:47:56Z,520000,116.0,241.0,1,left,P. Siakam 26' 3PT  (5 PTS) (F. VanVleet 2 AST),"[1627783, 1627832]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,26.76,Made,5.0,F. VanVleet,1627832.0,2.0,,,,,,,,,,,,,,,
55,PT07M25.00S,2022-01-01T00:48:12.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,19,6,2022-01-01T00:48:12Z,540000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M15.00S,2022-01-01T00:51:04.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202704,94.1688567674113,54.65686274509803,1610612746,19,6,2022-01-01T00:51:09Z,550000,23.0,2.0,1,right,MISS R. Jackson driving Layup,[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,2.34,Missed,,,,,,,,,,,,,,,,,,,
57,PT07M13.00S,2022-01-01T00:51:06.6Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,19,6,2022-01-01T00:51:09Z,560000,,,0,,P. Siakam REBOUND (Off:0 Def:5),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,56.0,5.0,5.0,0.0,,,,,,,,,,,
58,PT07M08.00S,2022-01-01T00:51:12.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,6.521024967148489,2.696078431372549,1610612761,19,6,2022-01-01T00:51:32Z,570000,237.0,9.0,1,left,MISS G. Trent Jr. 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,23.67,Missed,,,,,,,,,,,,,,,,,,,
59,PT07M06.00S,2022-01-01T00:51:14.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,19,6,2022-01-01T00:51:32Z,580000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,
60,PT07M06.00S,2022-01-01T00:51:17.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,19,6,2022-01-01T00:51:17Z,590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M49.00S,2022-01-01T00:51:39.2Z,1,REGULAR,2pt,Jump Shot,[],202694,77.87450722733246,58.08823529411765,1610612746,19,6,2022-01-01T00:51:45Z,600000,40.0,155.0,1,right,MISS M. Morris Sr. 16' Jump Shot,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,16.07,Missed,,,,,,,,,,,,,,,,,,,
62,PT06M46.00S,2022-01-01T00:51:42.2Z,1,REGULAR,rebound,offensive,[],201586,,,1610612746,19,6,2022-01-01T00:51:45Z,610000,,,0,,S. Ibaka REBOUND (Off:1 Def:0),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,61.0,1.0,0.0,1.0,,,,,,,,,,,
63,PT06M45.00S,2022-01-01T00:51:44.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201586,93.9060446780552,53.92156862745098,1610612746,19,6,2022-01-01T00:51:51Z,620000,20.0,5.0,1,right,MISS S. Ibaka Layup - blocked,"[201586, 1627832]",1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,2.02,Missed,,,,,,,,,,VanVleet,1627832.0,,,,,,,,
64,PT06M45.00S,2022-01-01T00:51:44.2Z,1,REGULAR,block,,[],1627832,,,1610612746,19,6,2022-01-01T00:51:47Z,630000,,,0,,F. VanVleet BLOCK (1 BLK),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M45.00S,2022-01-01T00:51:44.2Z,1,REGULAR,rebound,defensive,[],203920,,,1610612761,19,6,2022-01-01T00:51:51Z,640000,,,0,,K. Birch REBOUND (Off:1 Def:3),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,63.0,4.0,3.0,1.0,,,,,,,,,,,
67,PT06M36.00S,2022-01-01T00:51:52.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203920,15.850854139290407,50.0,1610612761,21,6,2022-01-01T00:52:17Z,660000,0.0,96.0,1,left,K. Birch 9' floating Jump Shot (4 PTS) (F. VanVleet 3 AST),"[203920, 1627832]",1610612761.0,TOR,floating,,,Birch,K. Birch,,,,,9.65,Made,4.0,F. VanVleet,1627832.0,3.0,,,,,,,,,,,,,,,
69,PT06M09.00S,2022-01-01T00:52:19.7Z,1,REGULAR,3pt,Jump Shot,[],202704,67.62483574244416,55.392156862745104,1610612746,21,9,2022-01-01T00:52:24Z,680000,27.0,252.0,1,right,R. Jackson 25' 3PT pullup (3 PTS),[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,25.32,Made,3.0,,,,,,,,,,,,,,,,,,
70,PT05M47.00S,2022-01-01T00:52:44.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,12.302890932982917,57.35294117647059,1610612761,21,9,2022-01-01T01:49:09Z,690000,-37.0,63.0,1,left,MISS F. VanVleet 7' driving Layup - blocked,"[1627832, 1628379]",1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,7.3,Missed,,,,,,,,,,Kennard,1628379.0,,,,,,,,
71,PT05M47.00S,2022-01-01T00:52:44.5Z,1,REGULAR,block,,[],1628379,,,1610612761,21,9,2022-01-01T00:52:48Z,700000,,,0,,L. Kennard BLOCK (1 BLK),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M46.00S,2022-01-01T00:52:45.5Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,21,9,2022-01-01T01:49:09Z,710000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:2),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,70.0,2.0,2.0,0.0,,,,,,,,,,,
73,PT05M40.00S,2022-01-01T00:52:49.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629611,93.38042049934296,55.392156862745104,1610612746,21,11,2022-01-01T01:01:08Z,720000,27.0,10.0,1,right,T. Mann driving Layup (2 PTS),[1629611],1610612746.0,LAC,driving,,,Mann,T. Mann,,,,,2.87,Made,2.0,,,,,,,,,,,,,,,,,,
74,PT05M40.00S,2022-01-01T00:53:04.5Z,1,REGULAR,violation,defensive goaltending,[],203920,,,1610612746,21,11,2022-01-01T00:54:30Z,730000,,,0,,K. Birch defensive goaltending VIOLATION,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,202049.0,,,,,,,,,,
75,PT05M24.00S,2022-01-01T00:53:19.7Z,1,REGULAR,3pt,Jump Shot,[],1628384,24.129434954007884,89.95098039215686,1610612761,21,11,2022-01-01T00:53:32Z,740000,-200.0,174.0,1,left,MISS O. Anunoby 26' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,26.51,Missed,,,,,,,,,,,,,,,,,,,
76,PT05M22.00S,2022-01-01T00:53:23.0Z,1,REGULAR,rebound,defensive,[],202704,,,1610612746,21,11,2022-01-01T00:53:23Z,750000,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,75.0,1.0,1.0,0.0,,,,,,,,,,,
77,PT05M04.00S,2022-01-01T00:53:42.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,21,11,2022-01-01T00:53:42Z,760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M04.00S,2022-01-01T00:53:43.9Z,1,REGULAR,substitution,out,[],1628384,,,1610612746,21,11,2022-01-01T00:54:26Z,770000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M04.00S,2022-01-01T00:53:43.9Z,1,REGULAR,substitution,out,[],201586,,,1610612746,21,11,2022-01-01T00:54:26Z,780000,,,0,,SUB out: S. Ibaka,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M04.00S,2022-01-01T00:53:43.9Z,1,REGULAR,substitution,out,[],202704,,,1610612746,21,11,2022-01-01T00:54:26Z,790000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M04.00S,2022-01-01T00:53:43.9Z,1,REGULAR,substitution,out,[],1628379,,,1610612746,21,11,2022-01-01T00:54:26Z,800000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M04.00S,2022-01-01T00:53:43.9Z,1,REGULAR,substitution,in,[],1629139,,,1610612746,21,11,2022-01-01T00:54:26Z,810000,,,0,,SUB in: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M04.00S,2022-01-01T00:53:43.9Z,1,REGULAR,substitution,in,[],202339,,,1610612746,21,11,2022-01-01T00:54:26Z,820000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M04.00S,2022-01-01T00:53:43.9Z,1,REGULAR,substitution,in,[],1629599,,,1610612746,21,11,2022-01-01T00:54:26Z,830000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M04.00S,2022-01-01T00:53:43.9Z,1,REGULAR,substitution,in,[],1626159,,,1610612746,21,11,2022-01-01T00:54:26Z,840000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M04.00S,2022-01-01T00:53:43.9Z,1,REGULAR,substitution,out,[],203920,,,1610612746,21,11,2022-01-01T00:55:37Z,845000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M04.00S,2022-01-01T00:53:43.9Z,1,REGULAR,substitution,in,[],1630173,,,1610612746,21,11,2022-01-01T00:55:37Z,847500,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
