actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
87,PT04M54.00S,2022-01-08T00:52:28.0Z,1,REGULAR,freethrow,2 of 3,[],1627832,,,1610612761,13,26,2022-01-08T00:52:28Z,860000,,,0,,F. VanVleet Free Throw 2 of 3 (4 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,,,,,,,,,,,4.0,,,,,,,,
88,PT04M54.00S,2022-01-08T00:52:28.7Z,1,REGULAR,substitution,out,[],1628384,,,1610612761,13,26,2022-01-08T00:52:35Z,870000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M54.00S,2022-01-08T00:52:28.7Z,1,REGULAR,substitution,out,[],1629018,,,1610612761,13,26,2022-01-08T00:52:35Z,880000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M54.00S,2022-01-08T00:52:28.7Z,1,REGULAR,substitution,in,[],1628449,,,1610612761,13,26,2022-01-08T00:52:35Z,890000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M54.00S,2022-01-08T00:52:28.7Z,1,REGULAR,substitution,in,[],1630551,,,1610612761,13,26,2022-01-08T00:52:35Z,900000,,,0,,SUB in: J. Champagnie,[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M54.00S,2022-01-08T00:52:42.7Z,1,REGULAR,freethrow,3 of 3,[],1627832,,,1610612761,14,26,2022-01-08T00:52:42Z,910000,,,0,,F. VanVleet Free Throw 3 of 3 (5 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,,,,,,,,,,,5.0,,,,,,,,
93,PT04M39.00S,2022-01-08T00:52:58.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630235,90.75229960578186,60.049019607843135,1610612762,14,26,2022-01-08T00:53:03Z,920000,50.0,34.0,1,right,MISS T. Forrest 6' driving Hook,[1630235],1610612762.0,UTA,driving,,,Forrest,T. Forrest,,,,,6.09,Missed,,,,,,,,,,,,,,,,,,,
94,PT04M37.00S,2022-01-08T00:53:00.6Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612761,14,26,2022-01-08T00:53:03Z,930000,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,93.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
95,PT04M19.00S,2022-01-08T00:53:19.3Z,1,REGULAR,3pt,Jump Shot,[],1627832,25.837713534822605,16.176470588235293,1610612761,14,26,2022-01-08T00:53:24Z,940000,169.0,190.0,1,left,MISS F. VanVleet 25' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,,
96,PT04M17.00S,2022-01-08T00:53:21.3Z,1,REGULAR,rebound,offensive,[],1630551,,,1610612761,14,26,2022-01-08T00:53:24Z,950000,,,0,,J. Champagnie REBOUND (Off:1 Def:1),[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,95.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
97,PT04M14.00S,2022-01-08T00:53:25.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627783,25.969119579500656,84.06862745098039,1610612761,17,26,2022-01-08T00:53:33Z,960000,-170.0,192.0,1,left,P. Siakam 25' 3PT  (3 PTS) (F. VanVleet 4 AST),"[1627783, 1627832]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,25.63,Made,,,,,,,,,,,3.0,F. VanVleet,1627832.0,4.0,,,,,
99,PT04M00.00S,2022-01-08T00:53:40.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629672,93.51182654402102,53.67647058823529,1610612762,17,28,2022-01-08T00:53:53Z,980000,18.0,8.0,1,right,E. Paschall driving Layup (13 PTS),[1629672],1610612762.0,UTA,driving,,,Paschall,E. Paschall,,,,,2.03,Made,,,,,,,,,,,13.0,,,,,,,,
100,PT04M00.00S,2022-01-08T00:53:43.6Z,1,REGULAR,foul,personal,['1freethrow'],1630551,,,1610612762,17,28,2022-01-08T00:53:51Z,990000,,,0,,J. Champagnie shooting personal FOUL (1 PF) (Paschall 1 FT),"[1630551, 1629672]",1610612761.0,TOR,shooting,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,203591.0,,,,,,,1.0,0.0,Paschall,1629672.0,
102,PT04M00.00S,2022-01-08T00:54:02.9Z,1,REGULAR,freethrow,1 of 1,[],1629672,,,1610612762,17,28,2022-01-08T00:54:07Z,1010000,,,0,,MISS E. Paschall Free Throw 1 of 1,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,Missed,,,,,,,,,,,,,,,,,,,
103,PT03M57.00S,2022-01-08T00:54:05.9Z,1,REGULAR,rebound,offensive,[],1629672,,,1610612762,17,28,2022-01-08T00:54:07Z,1020000,,,0,,E. Paschall REBOUND (Off:1 Def:1),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,102.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
104,PT03M55.00S,2022-01-08T00:54:05.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629672,93.11760840998686,51.9607843137255,1610612762,17,30,2022-01-08T00:54:11Z,1030000,10.0,12.0,1,right,E. Paschall DUNK (15 PTS),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,1.56,Made,,,,,,,,,,,15.0,,,,,,,,
105,PT03M43.00S,2022-01-08T00:54:23.0Z,1,REGULAR,foul,technical,['1freethrow'],1628962,,,1610612761,17,30,2022-01-08T00:54:30Z,1040000,,,0,,U. Azubuike defensive-3-second technical FOUL (1 Tech),[1628962],1610612762.0,UTA,defensive-3-second,,,Azubuike,U. Azubuike,,,,,,,,,,,,,,203591.0,,,,,,,0.0,1.0,,,
106,PT03M43.00S,2022-01-08T00:54:41.5Z,1,REGULAR,freethrow,1 of 1,[],1627832,,,1610612761,18,30,2022-01-08T00:54:41Z,1050000,,,0,,F. VanVleet technical Free Throw 1 of 1 (6 PTS),[1627832],1610612761.0,TOR,technical,,,VanVleet,F. VanVleet,,,,,,Made,,,,,,,,,,,6.0,,,,,,,,
107,PT03M35.00S,2022-01-08T00:55:04.4Z,1,REGULAR,3pt,Jump Shot,[],1627783,32.933639947437584,50.245098039215684,1610612761,18,30,2022-01-08T00:55:10Z,1060000,-1.0,257.0,1,left,MISS P. Siakam 25' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,,
108,PT03M29.00S,2022-01-08T00:55:10.4Z,1,REGULAR,rebound,defensive,[],1629672,,,1610612762,18,30,2022-01-08T00:55:10Z,1070000,,,0,,E. Paschall REBOUND (Off:1 Def:2),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,107.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
109,PT03M24.00S,2022-01-08T00:55:14.9Z,1,REGULAR,3pt,Jump Shot,[],1627863,95.0886990801577,96.32352941176471,1610612762,18,30,2022-01-08T00:55:27Z,1080000,232.0,-6.0,1,right,MISS D. House Jr. 3PT,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,23.17,Missed,,,,,,,,,,,,,,,,,,,
110,PT03M21.00S,2022-01-08T00:55:18.1Z,1,REGULAR,rebound,offensive,[],1628962,,,1610612762,18,30,2022-01-08T00:55:18Z,1090000,,,0,,U. Azubuike REBOUND (Off:1 Def:0),[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,,,109.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
111,PT03M16.00S,2022-01-08T00:55:24.1Z,1,REGULAR,foul,personal,['3freethrow'],1630551,,,1610612762,18,30,2022-01-08T00:55:32Z,1100000,,,0,,J. Champagnie shooting personal FOUL (2 PF) (Paschall 3 FT),"[1630551, 1629672]",1610612761.0,TOR,shooting,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,203591.0,,,,,,,2.0,0.0,Paschall,1629672.0,
113,PT03M16.00S,2022-01-08T00:55:46.8Z,1,REGULAR,freethrow,1 of 3,['2ndchance'],1629672,,,1610612762,18,30,2022-01-08T00:55:46Z,1120000,,,0,,MISS E. Paschall Free Throw 1 of 3,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,Missed,,,,,,,,,,,,,,,,,,,
114,PT03M16.00S,2022-01-08T00:55:46.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,18,30,2022-01-08T00:55:46Z,1130000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,113.0,,,,,,,,,,,,,,,,,,
115,PT03M16.00S,2022-01-08T00:56:03.6Z,1,REGULAR,freethrow,2 of 3,['2ndchance'],1629672,,,1610612762,18,31,2022-01-08T00:56:03Z,1140000,,,0,,E. Paschall Free Throw 2 of 3 (16 PTS),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,Made,,,,,,,,,,,16.0,,,,,,,,
116,PT03M16.00S,2022-01-08T00:56:04.3Z,1,REGULAR,substitution,out,[],1627783,,,1610612762,18,31,2022-01-08T00:56:19Z,1150000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M16.00S,2022-01-08T00:56:04.3Z,1,REGULAR,substitution,out,[],1630235,,,1610612762,18,31,2022-01-08T00:56:19Z,1160000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M16.00S,2022-01-08T00:56:04.3Z,1,REGULAR,substitution,out,[],1628962,,,1610612762,18,31,2022-01-08T00:56:19Z,1170000,,,0,,SUB out: U. Azubuike,[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M16.00S,2022-01-08T00:56:04.3Z,1,REGULAR,substitution,out,[],1630190,,,1610612762,18,31,2022-01-08T00:56:19Z,1180000,,,0,,SUB out: E. Hughes,[1630190],1610612762.0,UTA,,,,Hughes,E. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M16.00S,2022-01-08T00:56:04.3Z,1,REGULAR,substitution,in,[],1630567,,,1610612762,18,31,2022-01-08T00:56:19Z,1190000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M16.00S,2022-01-08T00:56:04.3Z,1,REGULAR,substitution,in,[],1630238,,,1610612762,18,31,2022-01-08T00:56:19Z,1200000,,,0,,SUB in: M. Fitts,[1630238],1610612762.0,UTA,,,,Fitts,M. Fitts,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M16.00S,2022-01-08T00:56:04.3Z,1,REGULAR,substitution,in,[],202355,,,1610612762,18,31,2022-01-08T00:56:19Z,1210000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M16.00S,2022-01-08T00:56:04.3Z,1,REGULAR,substitution,in,[],1630215,,,1610612762,18,31,2022-01-08T00:56:19Z,1220000,,,0,,SUB in: J. Butler,[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M16.00S,2022-01-08T00:56:27.3Z,1,REGULAR,freethrow,3 of 3,['2ndchance'],1629672,,,1610612762,18,32,2022-01-08T00:56:27Z,1230000,,,0,,E. Paschall Free Throw 3 of 3 (17 PTS),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,Made,,,,,,,,,,,17.0,,,,,,,,
125,PT02M54.00S,2022-01-08T00:56:52.5Z,1,REGULAR,3pt,Jump Shot,[],1630551,21.23850197109067,89.70588235294117,1610612761,18,32,2022-01-08T00:56:58Z,1240000,-199.0,147.0,1,left,MISS J. Champagnie 24' 3PT,[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,24.71,Missed,,,,,,,,,,,,,,,,,,,
126,PT02M54.00S,2022-01-08T00:56:52.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,18,32,2022-01-08T00:56:58Z,1250000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,
127,PT02M54.00S,2022-01-08T00:56:57.6Z,1,REGULAR,foul,personal,[],1628449,,,1610612762,18,32,2022-01-08T00:58:18Z,1260000,,,0,,C. Boucher loose ball personal FOUL (1 PF),"[1628449, 202355]",1610612761.0,TOR,loose ball,,,Boucher,C. Boucher,,,,,,,,,,,,,,203591.0,,,,,,,1.0,0.0,Whiteside,202355.0,
129,PT02M54.00S,2022-01-08T00:57:11.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,18,32,2022-01-08T00:57:11Z,1280000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M54.00S,2022-01-08T00:58:13.1Z,1,REGULAR,substitution,out,[],1630551,,,1610612762,18,32,2022-01-08T00:59:29Z,1290000,,,0,,SUB out: J. Champagnie,[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M54.00S,2022-01-08T00:58:13.1Z,1,REGULAR,substitution,in,[],1628384,,,1610612762,18,32,2022-01-08T00:59:29Z,1300000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M41.00S,2022-01-08T01:00:06.3Z,1,REGULAR,3pt,Jump Shot,[],1629672,78.0059132720105,9.558823529411764,1610612762,18,32,2022-01-08T01:00:11Z,1310000,-202.0,154.0,1,right,MISS E. Paschall 25' pullup 3PT,[1629672],1610612762.0,UTA,pullup,,,Paschall,E. Paschall,,,,,25.43,Missed,,,,,,,,,,,,,,,,,,,
133,PT02M38.00S,2022-01-08T01:00:09.3Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,18,32,2022-01-08T01:00:11Z,1320000,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,132.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
134,PT02M23.00S,2022-01-08T01:00:24.7Z,1,REGULAR,3pt,Jump Shot,[],1628449,6.1268068331143235,94.36274509803921,1610612761,18,32,2022-01-08T01:00:29Z,1330000,-222.0,5.0,1,left,MISS C. Boucher 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,22.19,Missed,,,,,,,,,,,,,,,,,,,
135,PT02M19.00S,2022-01-08T01:00:28.7Z,1,REGULAR,rebound,offensive,[],1628384,,,1610612761,18,32,2022-01-08T01:00:29Z,1340000,,,0,,O. Anunoby REBOUND (Off:1 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,134.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
136,PT02M18.00S,2022-01-08T01:00:28.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628384,17.16491458607096,47.794117647058826,1610612761,20,32,2022-01-08T01:00:34Z,1350000,11.0,109.0,1,left,O. Anunoby 10' fadeaway Jump Shot (5 PTS),[1628384],1610612761.0,TOR,fadeaway,,,Anunoby,O. Anunoby,,,,,10.95,Made,,,,,,,,,,,5.0,,,,,,,,
137,PT01M55.00S,2022-01-08T01:00:51.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630215,84.05059132720105,55.392156862745104,1610612762,20,32,2022-01-08T01:00:57Z,1360000,27.0,97.0,1,right,MISS J. Butler 10' driving floating Shot,[1630215],1610612762.0,UTA,driving floating,,,Butler,J. Butler,,,,,10.11,Missed,,,,,,,,,,,,,,,,,,,
138,PT01M53.00S,2022-01-08T01:00:53.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,20,32,2022-01-08T01:00:57Z,1370000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,137.0,,,,,,,,,,,,,,,,,,
139,PT01M53.00S,2022-01-08T01:00:58.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,20,32,2022-01-08T01:00:58Z,1380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M49.00S,2022-01-08T01:01:16.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630238,91.14651773981603,49.01960784313725,1610612762,20,32,2022-01-08T01:01:27Z,1390000,-5.0,31.0,1,right,MISS M. Fitts driving floating Shot,[1630238],1610612762.0,UTA,driving floating,,,Fitts,M. Fitts,,,,,3.11,Missed,,,,,,,,,,,,,,,,,,,
141,PT01M47.00S,2022-01-08T01:01:18.1Z,1,REGULAR,rebound,offensive,[],202355,,,1610612762,20,32,2022-01-08T01:01:18Z,1400000,,,0,,H. Whiteside REBOUND (Off:1 Def:2),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,140.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
142,PT01M46.00S,2022-01-08T01:01:18.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202355,93.24901445466492,51.225490196078425,1610612762,20,32,2022-01-08T01:01:32Z,1410000,6.0,11.0,1,right,MISS H. Whiteside putback Layup,[202355],1610612762.0,UTA,putback,,,Whiteside,H. Whiteside,,,,,1.26,Missed,,,,,,,,,,,,,,,,,,,
143,PT01M44.00S,2022-01-08T01:01:20.8Z,1,REGULAR,rebound,defensive,[],203920,,,1610612761,20,32,2022-01-08T01:01:32Z,1420000,,,0,,K. Birch REBOUND (Off:0 Def:1),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
144,PT01M37.00S,2022-01-08T01:01:29.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,8.09789750328515,46.07843137254902,1610612761,22,32,2022-01-08T01:01:35Z,1430000,20.0,24.0,1,left,C. Boucher Layup (2 PTS) (O. Anunoby 2 AST),"[1628449, 1628384]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,3.07,Made,,,,,,,,,,,2.0,O. Anunoby,1628384.0,2.0,,,,,
146,PT01M37.00S,2022-01-08T01:01:33.0Z,1,REGULAR,foul,personal,['1freethrow'],202355,,,1610612761,22,32,2022-01-08T01:01:43Z,1450000,,,0,,H. Whiteside shooting personal FOUL (1 PF) (Boucher 1 FT),"[202355, 1628449]",1610612762.0,UTA,shooting,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,1628485.0,,,,,,,1.0,0.0,Boucher,1628449.0,
148,PT01M37.00S,2022-01-08T01:01:54.7Z,1,REGULAR,freethrow,1 of 1,[],1628449,,,1610612761,23,32,2022-01-08T01:01:54Z,1470000,,,0,,C. Boucher Free Throw 1 of 1 (3 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,,,,,,,,,,,3.0,,,,,,,,
149,PT01M26.00S,2022-01-08T01:02:07.1Z,1,REGULAR,3pt,Jump Shot,[],1627863,94.69448094612353,5.392156862745098,1610612762,23,35,2022-01-08T01:02:13Z,1480000,-223.0,-3.0,1,right,D. House Jr. 3PT  (8 PTS) (J. Butler 2 AST),"[1627863, 1630215]",1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,22.3,Made,,,,,,,,,,,8.0,J. Butler,1630215.0,2.0,,,,,
151,PT01M11.00S,2022-01-08T01:02:22.7Z,1,REGULAR,2pt,Jump Shot,[],1627832,20.581471747700395,36.27450980392157,1610612761,23,35,2022-01-08T01:04:21Z,1500000,69.0,141.0,1,left,MISS F. VanVleet 15' pullup Shot,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,15.68,Missed,,,,,,,,,,,,,,,,,,,
152,PT01M09.00S,2022-01-08T01:02:24.7Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,23,35,2022-01-08T01:02:28Z,1510000,,,0,,H. Whiteside REBOUND (Off:1 Def:3),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,151.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
153,PT00M59.50S,2022-01-08T01:02:34.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629672,85.75886990801577,48.03921568627451,1610612762,23,35,2022-01-08T01:02:40Z,1520000,-10.0,81.0,1,right,MISS E. Paschall 8' driving floating Shot,[1629672],1610612762.0,UTA,driving floating,,,Paschall,E. Paschall,,,,,8.2,Missed,,,,,,,,,,,,,,,,,,,
154,PT00M57.20S,2022-01-08T01:02:37.0Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,23,35,2022-01-08T01:02:40Z,1530000,,,0,,F. VanVleet REBOUND (Off:0 Def:3),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,153.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
155,PT00M38.90S,2022-01-08T01:02:56.2Z,1,REGULAR,3pt,Jump Shot,[],203920,5.863994743758213,94.36274509803921,1610612761,23,35,2022-01-08T01:03:01Z,1540000,-222.0,3.0,1,left,MISS K. Birch 3PT,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,22.18,Missed,,,,,,,,,,,,,,,,,,,
156,PT00M36.60S,2022-01-08T01:02:58.5Z,1,REGULAR,rebound,offensive,[],1628449,,,1610612761,23,35,2022-01-08T01:03:01Z,1550000,,,0,,C. Boucher REBOUND (Off:1 Def:0),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,155.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
157,PT00M36.60S,2022-01-08T01:02:59.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,7.835085413929041,49.26470588235294,1610612761,25,35,2022-01-08T01:03:06Z,1560000,4.0,21.0,1,left,C. Boucher putback Layup (5 PTS),[1628449],1610612761.0,TOR,putback,,,Boucher,C. Boucher,,,,,2.14,Made,,,,,,,,,,,5.0,,,,,,,,
158,PT00M30.70S,2022-01-08T01:03:11.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202355,94.30026281208936,49.754901960784316,1610612762,25,37,2022-01-08T01:03:16Z,1570000,-1.0,1.0,1,right,H. Whiteside alley-oop DUNK (4 PTS) (J. Butler 3 AST),"[202355, 1630215]",1610612762.0,UTA,alley-oop,,,Whiteside,H. Whiteside,,,,,0.16,Made,,,,,,,,,,,4.0,J. Butler,1630215.0,3.0,,,,,
160,PT00M05.90S,2022-01-08T01:03:42.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612761,25,37,2022-01-08T01:03:55Z,1590000,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,1628485.0,,,,,,,,,,,
161,PT00M01.30S,2022-01-08T01:04:05.1Z,1,REGULAR,turnover,out-of-bounds,[],1630215,,,1610612762,25,37,2022-01-08T01:04:12Z,1600000,,,0,,J. Butler lost ball out-of-bounds TURNOVER (1 TO),[1630215],1610612762.0,UTA,lost ball,,,Butler,J. Butler,,,,,,,,,,,1.0,,,1628485.0,,,,,,,,,,,
162,PT00M00.50S,2022-01-08T01:04:21.4Z,1,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,25,37,2022-01-08T01:04:28Z,1610000,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (1 TO),[1630567],1610612761.0,TOR,bad pass,,,Barnes,S. Barnes,,,,,,,,,,,1.0,,,2002.0,,,,,,,,,,,
163,PT00M00.00S,2022-01-08T01:04:29.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630238,47.91392904073587,8.57843137254902,1610612762,25,40,2022-01-08T01:04:48Z,1620000,-207.0,437.0,1,right,M. Fitts 48' 3PT driving floating bank (3 PTS) (D. House Jr. 1 AST),"[1630238, 1627863]",1610612762.0,UTA,driving floating bank,,,Fitts,M. Fitts,,,,,48.37,Made,,,,,,,,,,,3.0,D. House Jr.,1627863.0,1.0,,,,,
166,PT00M00.00S,2022-01-08T01:05:08.0Z,1,REGULAR,instantreplay,request,[],0,,,1610612761,25,40,2022-01-08T01:05:27Z,1650000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,2002.0,,,,,,,,,,,End Period - Good Basket
167,PT00M00.00S,2022-01-08T01:05:30.5Z,1,REGULAR,period,end,[],0,,,1610612761,25,40,2022-01-08T01:05:30Z,1660000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-01-08T01:06:06.1Z,2,REGULAR,substitution,out,['startperiod'],1627832,,,1610612761,25,40,2022-01-08T01:07:04Z,1670000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-01-08T01:06:06.1Z,2,REGULAR,substitution,out,['startperiod'],203920,,,1610612761,25,40,2022-01-08T01:07:04Z,1680000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-01-08T01:06:06.1Z,2,REGULAR,substitution,out,['startperiod'],1628384,,,1610612761,25,40,2022-01-08T01:07:04Z,1690000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-01-08T01:06:06.1Z,2,REGULAR,substitution,out,['startperiod'],1629672,,,1610612761,25,40,2022-01-08T01:07:04Z,1700000,,,0,,SUB out: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-01-08T01:06:06.1Z,2,REGULAR,substitution,in,['startperiod'],1629018,,,1610612761,25,40,2022-01-08T01:07:04Z,1710000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
