actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
256,PT06M03.00S,2022-01-08T01:18:50.4Z,2,REGULAR,foul,personal,['1freethrow'],1628449,,,1610612762,36,53,2022-01-08T01:19:03Z,2540000,,,0,,C. Boucher shooting personal FOUL (2 PF) (Azubuike 1 FT),"[1628449, 1628962]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,,,,,,,,,,2002.0,,,,,,,2.0,0.0,Azubuike,1628962.0,
258,PT06M03.00S,2022-01-08T01:18:58.8Z,2,REGULAR,substitution,out,[],1628449,,,1610612762,36,53,2022-01-08T01:19:20Z,2560000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M03.00S,2022-01-08T01:18:58.8Z,2,REGULAR,substitution,in,[],1627783,,,1610612762,36,53,2022-01-08T01:19:20Z,2570000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M03.00S,2022-01-08T01:19:19.2Z,2,REGULAR,freethrow,1 of 1,[],1628962,,,1610612762,36,53,2022-01-08T01:20:44Z,2580000,,,0,,MISS U. Azubuike Free Throw 1 of 1,[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,,Missed,,,,,,,,,,,,,,,,,,,
261,PT06M03.00S,2022-01-08T01:19:19.2Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,36,53,2022-01-08T01:20:44Z,2590000,,,0,,P. Achiuwa REBOUND (Off:2 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,260.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
262,PT06M03.00S,2022-01-08T01:19:22.2Z,2,REGULAR,foul,personal,['1freethrow'],1629672,,,1610612761,36,53,2022-01-08T01:21:11Z,2600000,,,0,,E. Paschall personal FOUL (2 PF) (Achiuwa 1 FT),"[1629672, 1630173]",1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,1628485.0,,,,,,,2.0,0.0,Achiuwa,1630173.0,
264,PT05M47.00S,2022-01-08T01:19:47.0Z,2,REGULAR,2pt,Jump Shot,[],1629018,24.655059132720105,50.49019607843137,1610612761,38,53,2022-01-08T01:19:53Z,2620000,-2.0,179.0,1,left,G. Trent Jr. 17' fadeaway Jump Shot (2 PTS),[1629018],1610612761.0,TOR,fadeaway,,,Trent Jr.,G. Trent Jr.,,,,,17.93,Made,,,,,,,,,,,2.0,,,,,,,,
265,PT05M40.00S,2022-01-08T01:19:53.7Z,2,REGULAR,turnover,bad pass,[],1630235,,,1610612762,38,53,2022-01-08T01:19:59Z,2630000,,,0,,T. Forrest bad pass TURNOVER (3 TO),"[1630235, 1630173]",1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,3.0,Achiuwa,1630173.0,,,,,,,,,,,,
266,PT05M40.00S,2022-01-08T01:19:53.7Z,2,REGULAR,steal,,[],1630173,,,1610612761,38,53,2022-01-08T01:19:56Z,2640000,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M34.00S,2022-01-08T01:19:59.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629018,6.783837056504599,3.1862745098039214,1610612761,38,53,2022-01-08T01:20:07Z,2650000,234.0,11.0,1,left,MISS G. Trent Jr. running 3PT,[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,23.44,Missed,,,,,,,,,,,,,,,,,,,
268,PT05M30.00S,2022-01-08T01:20:03.2Z,2,REGULAR,rebound,defensive,[],1630238,,,1610612762,38,53,2022-01-08T01:20:07Z,2660000,,,0,,M. Fitts REBOUND (Off:0 Def:2),[1630238],1610612762.0,UTA,,,,Fitts,M. Fitts,,,,,,,267.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
269,PT05M26.00S,2022-01-08T01:20:10.2Z,2,REGULAR,turnover,out-of-bounds,[],1630238,,,1610612762,38,53,2022-01-08T01:20:15Z,2670000,,,0,,M. Fitts step out-of-bounds TURNOVER (2 TO),[1630238],1610612762.0,UTA,step,,,Fitts,M. Fitts,,,,,,,,,,,2.0,,,1628485.0,,,,,,,,,,,
270,PT05M26.00S,2022-01-08T01:20:13.5Z,2,REGULAR,substitution,out,[],1630173,,,1610612761,38,53,2022-01-08T01:20:18Z,2680000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M26.00S,2022-01-08T01:20:13.5Z,2,REGULAR,substitution,in,[],1630567,,,1610612761,38,53,2022-01-08T01:20:18Z,2690000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M10.00S,2022-01-08T01:20:42.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628384,21.369908015768726,90.44117647058823,1610612761,41,53,2022-01-08T01:20:49Z,2700000,-202.0,148.0,1,left,O. Anunoby 25' 3PT  (8 PTS) (F. VanVleet 5 AST),"[1628384, 1627832]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,25.08,Made,,,,,,,,,,,8.0,F. VanVleet,1627832.0,5.0,,,,,
274,PT04M50.00S,2022-01-08T01:21:01.8Z,2,REGULAR,2pt,Jump Shot,[],1629672,89.43823915900131,71.07843137254902,1610612762,41,53,2022-01-08T01:21:06Z,2720000,105.0,47.0,1,right,MISS E. Paschall 11' pullup Shot,[1629672],1610612762.0,UTA,pullup,,,Paschall,E. Paschall,,,,,11.53,Missed,,,,,,,,,,,,,,,,,,,
275,PT04M48.00S,2022-01-08T01:21:03.8Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,41,53,2022-01-08T01:21:06Z,2730000,,,0,,F. VanVleet REBOUND (Off:0 Def:5),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,274.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
276,PT04M38.00S,2022-01-08T01:21:14.4Z,2,REGULAR,3pt,Jump Shot,[],1630567,11.251642575558476,4.411764705882353,1610612761,41,53,2022-01-08T01:21:19Z,2740000,228.0,53.0,1,left,MISS S. Barnes 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,23.4,Missed,,,,,,,,,,,,,,,,,,,
277,PT04M35.00S,2022-01-08T01:21:17.4Z,2,REGULAR,rebound,defensive,[],1630190,,,1610612762,41,53,2022-01-08T01:21:19Z,2750000,,,0,,E. Hughes REBOUND (Off:0 Def:5),[1630190],1610612762.0,UTA,,,,Hughes,E. Hughes,,,,,,,276.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
278,PT04M24.00S,2022-01-08T01:21:28.2Z,2,REGULAR,3pt,Jump Shot,[],1630238,92.72339027595268,4.901960784313726,1610612762,41,56,2022-01-08T01:21:34Z,2760000,-225.0,16.0,1,right,M. Fitts 3PT  (6 PTS) (E. Hughes 4 AST),"[1630238, 1630190]",1610612762.0,UTA,,,,Fitts,M. Fitts,,,,,22.61,Made,,,,,,,,,,,6.0,E. Hughes,1630190.0,4.0,,,,,
280,PT04M13.00S,2022-01-08T01:21:39.4Z,2,REGULAR,2pt,Jump Shot,[],1627783,28.33442838370565,50.73529411764706,1610612761,41,56,2022-01-08T01:21:43Z,2780000,-4.0,214.0,1,left,MISS P. Siakam 21' pullup Shot,[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,21.38,Missed,,,,,,,,,,,,,,,,,,,
281,PT04M11.00S,2022-01-08T01:21:41.7Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,41,56,2022-01-08T01:21:41Z,2790000,,,0,,S. Barnes REBOUND (Off:3 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,280.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
282,PT04M08.00S,2022-01-08T01:21:45.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628384,18.2161629434954,4.411764705882353,1610612761,41,56,2022-01-08T01:21:50Z,2800000,228.0,119.0,1,left,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,25.7,Missed,,,,,,,,,,,,,,,,,,,
283,PT04M02.00S,2022-01-08T01:21:49.6Z,2,REGULAR,rebound,defensive,[],1630238,,,1610612762,41,56,2022-01-08T01:21:49Z,2810000,,,0,,M. Fitts REBOUND (Off:0 Def:3),[1630238],1610612762.0,UTA,,,,Fitts,M. Fitts,,,,,,,282.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
284,PT03M50.00S,2022-01-08T01:22:02.5Z,2,REGULAR,3pt,Jump Shot,[],1629672,85.75886990801577,95.83333333333334,1610612762,41,56,2022-01-08T01:22:06Z,2820000,229.0,81.0,1,right,MISS E. Paschall 24' 3PT,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,24.32,Missed,,,,,,,,,,,,,,,,,,,
285,PT03M47.00S,2022-01-08T01:22:05.5Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612761,41,56,2022-01-08T01:22:06Z,2830000,,,0,,O. Anunoby REBOUND (Off:1 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,284.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
286,PT03M34.00S,2022-01-08T01:22:17.8Z,2,REGULAR,3pt,Jump Shot,[],1627832,22.815374507227332,89.2156862745098,1610612761,41,56,2022-01-08T01:22:23Z,2840000,-196.0,162.0,1,left,MISS F. VanVleet 25' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,,
287,PT03M31.00S,2022-01-08T01:22:20.8Z,2,REGULAR,rebound,defensive,[],1630238,,,1610612762,41,56,2022-01-08T01:22:23Z,2850000,,,0,,M. Fitts REBOUND (Off:0 Def:4),[1630238],1610612762.0,UTA,,,,Fitts,M. Fitts,,,,,,,286.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
288,PT03M20.00S,2022-01-08T01:22:33.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630235,94.82588699080158,52.69607843137255,1610612762,41,58,2022-01-08T01:22:41Z,2860000,13.0,-4.0,1,right,T. Forrest driving finger roll Layup (4 PTS),[1630235],1610612762.0,UTA,driving finger roll,,,Forrest,T. Forrest,,,,,1.41,Made,,,,,,,,,,,4.0,,,,,,,,
290,PT02M59.00S,2022-01-08T01:22:53.2Z,2,REGULAR,3pt,Jump Shot,[],1627832,31.225361366622867,68.13725490196079,1610612761,44,58,2022-01-08T01:23:01Z,2880000,-91.0,241.0,1,left,F. VanVleet 25' 3PT pullup (9 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,25.75,Made,,,,,,,,,,,9.0,,,,,,,,
291,PT02M59.00S,2022-01-08T01:23:02.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,44,58,2022-01-08T01:23:02Z,2890000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M59.00S,2022-01-08T01:24:53.7Z,2,REGULAR,substitution,out,[],1629018,,,1610612762,44,58,2022-01-08T01:25:44Z,2900000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M59.00S,2022-01-08T01:24:53.7Z,2,REGULAR,substitution,out,[],1628962,,,1610612762,44,58,2022-01-08T01:25:44Z,2910000,,,0,,SUB out: U. Azubuike,[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M59.00S,2022-01-08T01:24:53.7Z,2,REGULAR,substitution,out,[],1630238,,,1610612762,44,58,2022-01-08T01:25:44Z,2920000,,,0,,SUB out: M. Fitts,[1630238],1610612762.0,UTA,,,,Fitts,M. Fitts,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M59.00S,2022-01-08T01:24:53.7Z,2,REGULAR,substitution,out,[],1630190,,,1610612762,44,58,2022-01-08T01:25:44Z,2930000,,,0,,SUB out: E. Hughes,[1630190],1610612762.0,UTA,,,,Hughes,E. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M59.00S,2022-01-08T01:24:53.7Z,2,REGULAR,substitution,in,[],203920,,,1610612762,44,58,2022-01-08T01:25:44Z,2940000,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M59.00S,2022-01-08T01:24:53.7Z,2,REGULAR,substitution,in,[],202355,,,1610612762,44,58,2022-01-08T01:25:44Z,2950000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M59.00S,2022-01-08T01:24:53.7Z,2,REGULAR,substitution,in,[],1627863,,,1610612762,44,58,2022-01-08T01:25:44Z,2960000,,,0,,SUB in: D. House Jr.,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M59.00S,2022-01-08T01:24:53.7Z,2,REGULAR,substitution,in,[],1630215,,,1610612762,44,58,2022-01-08T01:25:44Z,2970000,,,0,,SUB in: J. Butler,[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M47.00S,2022-01-08T01:26:07.7Z,2,REGULAR,3pt,Jump Shot,[],1630215,71.30420499342969,74.01960784313727,1610612762,44,58,2022-01-08T01:26:12Z,2980000,120.0,217.0,1,right,MISS J. Butler 24' pullup 3PT,[1630215],1610612762.0,UTA,pullup,,,Butler,J. Butler,,,,,24.82,Missed,,,,,,,,,,,,,,,,,,,
301,PT02M45.00S,2022-01-08T01:26:09.7Z,2,REGULAR,rebound,defensive,[],203920,,,1610612761,44,58,2022-01-08T01:26:12Z,2990000,,,0,,K. Birch REBOUND (Off:0 Def:2),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,300.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
302,PT02M39.00S,2022-01-08T01:26:18.9Z,2,REGULAR,foul,personal,[],1627863,,,1610612761,44,58,2022-01-08T01:26:27Z,3000000,,,0,,D. House Jr. personal FOUL (1 PF),"[1627863, 1628384]",1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,2002.0,,,,,,,1.0,0.0,Anunoby,1628384.0,
304,PT02M28.00S,2022-01-08T01:26:48.6Z,2,REGULAR,foul,personal,[],1629672,,,1610612761,44,58,2022-01-08T01:27:13Z,3020000,,,0,,E. Paschall loose ball personal FOUL (3 PF),"[1629672, 203920]",1610612762.0,UTA,loose ball,,,Paschall,E. Paschall,,,,,,,,,,,,,,203591.0,,,,,,,3.0,0.0,Birch,203920.0,
306,PT02M28.00S,2022-01-08T01:27:15.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612761,44,58,2022-01-08T01:27:15Z,3040000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M28.00S,2022-01-08T01:27:17.4Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612761,44,58,2022-01-08T01:28:49Z,3050000,,,0,,,[],1610612762.0,UTA,support,,,,,,,,,,,,,,,,,,2002.0,,,,,,,,,,,
308,PT02M28.00S,2022-01-08T01:28:55.1Z,2,REGULAR,substitution,out,[],1629672,,,1610612761,44,58,2022-01-08T01:29:05Z,3060000,,,0,,SUB out: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M28.00S,2022-01-08T01:28:55.1Z,2,REGULAR,substitution,in,[],1630190,,,1610612761,44,58,2022-01-08T01:29:05Z,3070000,,,0,,SUB in: E. Hughes,[1630190],1610612762.0,UTA,,,,Hughes,E. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M17.00S,2022-01-08T01:29:06.8Z,2,REGULAR,3pt,Jump Shot,[],1627832,8.229303547963205,4.166666666666666,1610612761,44,58,2022-01-08T01:29:11Z,3080000,229.0,25.0,1,left,MISS F. VanVleet 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,23.05,Missed,,,,,,,,,,,,,,,,,,,
311,PT02M15.00S,2022-01-08T01:29:08.8Z,2,REGULAR,rebound,defensive,[],202355,,,1610612762,44,58,2022-01-08T01:29:11Z,3090000,,,0,,H. Whiteside REBOUND (Off:1 Def:5),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,310.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
312,PT02M08.00S,2022-01-08T01:29:15.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202355,85.10183968462549,50.98039215686274,1610612762,44,58,2022-01-08T01:29:23Z,3100000,5.0,88.0,1,right,MISS H. Whiteside 8' floating Shot,[202355],1610612762.0,UTA,floating,,,Whiteside,H. Whiteside,,,,,8.76,Missed,,,,,,,,,,,,,,,,,,,
313,PT02M08.00S,2022-01-08T01:29:15.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,44,58,2022-01-08T01:29:23Z,3110000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,312.0,,,,,,,,,,,,,,,,,,
314,PT02M08.00S,2022-01-08T01:29:21.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,44,58,2022-01-08T01:29:21Z,3120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT01M54.00S,2022-01-08T01:29:45.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630215,93.9060446780552,71.81372549019608,1610612762,44,60,2022-01-08T01:29:52Z,3130000,109.0,5.0,1,right,J. Butler 10' fadeaway Jump Shot (5 PTS),[1630215],1610612762.0,UTA,fadeaway,,,Butler,J. Butler,,,,,10.92,Made,,,,,,,,,,,5.0,,,,,,,,
316,PT01M52.00S,2022-01-08T01:29:51.7Z,2,REGULAR,foul,personal,[],202355,,,1610612761,44,60,2022-01-08T01:30:06Z,3140000,,,0,,H. Whiteside double personal FOUL (2 PF),"[202355, 203920]",1610612762.0,UTA,double,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,203591.0,,,,,,,2.0,0.0,Birch,203920.0,
318,PT01M52.00S,2022-01-08T01:29:51.7Z,2,REGULAR,foul,personal,[],203920,,,1610612761,44,60,2022-01-08T01:29:58Z,3160000,,,0,,K. Birch double personal FOUL (1 PF),"[203920, 202355]",1610612761.0,TOR,double,,,Birch,K. Birch,,,,,,,,,,,,,,203591.0,,,,,,,1.0,0.0,Whiteside,202355.0,
320,PT01M36.00S,2022-01-08T01:30:18.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,7.966491458607096,48.77450980392157,1610612761,46,60,2022-01-08T01:30:22Z,3180000,6.0,22.0,1,left,O. Anunoby cutting DUNK (10 PTS) (S. Barnes 2 AST),"[1628384, 1630567]",1610612761.0,TOR,cutting,,,Anunoby,O. Anunoby,,,,,2.32,Made,,,,,,,,,,,10.0,S. Barnes,1630567.0,2.0,,,,,
322,PT01M20.00S,2022-01-08T01:30:34.2Z,2,REGULAR,3pt,Jump Shot,[],1630190,95.87713534822602,96.32352941176471,1610612762,46,60,2022-01-08T01:30:38Z,3200000,232.0,-14.0,1,right,MISS E. Hughes 3PT,[1630190],1610612762.0,UTA,,,,Hughes,E. Hughes,,,,,23.2,Missed,,,,,,,,,,,,,,,,,,,
323,PT01M18.00S,2022-01-08T01:30:36.2Z,2,REGULAR,rebound,defensive,[],203920,,,1610612761,46,60,2022-01-08T01:30:38Z,3210000,,,0,,K. Birch REBOUND (Off:0 Def:3),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,322.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
324,PT01M06.00S,2022-01-08T01:30:48.6Z,2,REGULAR,3pt,Jump Shot,[],1627832,6.521024967148489,94.85294117647058,1610612761,46,60,2022-01-08T01:30:55Z,3220000,-224.0,9.0,1,left,MISS F. VanVleet step back 3PT,[1627832],1610612761.0,TOR,step back,,,VanVleet,F. VanVleet,,,,,22.45,Missed,,,,,,,,,,,,,,,,,,,
325,PT01M03.00S,2022-01-08T01:30:51.6Z,2,REGULAR,rebound,offensive,[],1627832,,,1610612761,46,60,2022-01-08T01:30:55Z,3230000,,,0,,F. VanVleet REBOUND (Off:1 Def:5),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,324.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
326,PT00M54.30S,2022-01-08T01:31:01.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630567,16.113666228646515,51.225490196078425,1610612761,48,60,2022-01-08T01:31:15Z,3240000,-6.0,99.0,1,left,S. Barnes 9' driving floating Jump Shot (8 PTS),[1630567],1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,9.92,Made,,,,,,,,,,,8.0,,,,,,,,
328,PT00M31.50S,2022-01-08T01:31:27.0Z,2,REGULAR,foul,personal,['2freethrow'],203920,,,1610612762,48,60,2022-01-08T01:31:41Z,3260000,,,0,,K. Birch shooting personal FOUL (2 PF) (Butler 2 FT),"[203920, 1630215]",1610612761.0,TOR,shooting,,,Birch,K. Birch,,,,,,,,,,,,,,1628485.0,,,,,,,2.0,0.0,Butler,1630215.0,
330,PT00M31.50S,2022-01-08T01:31:58.4Z,2,REGULAR,freethrow,1 of 2,[],1630215,,,1610612762,48,61,2022-01-08T01:31:58Z,3280000,,,0,,J. Butler Free Throw 1 of 2 (6 PTS),[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,Made,,,,,,,,,,,6.0,,,,,,,,
331,PT00M31.50S,2022-01-08T01:32:11.5Z,2,REGULAR,freethrow,2 of 2,[],1630215,,,1610612762,48,62,2022-01-08T01:32:11Z,3290000,,,0,,J. Butler Free Throw 2 of 2 (7 PTS),[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,Made,,,,,,,,,,,7.0,,,,,,,,
332,PT00M20.50S,2022-01-08T01:32:27.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630215,,,1610612761,48,62,2022-01-08T01:32:41Z,3300000,,,0,,J. Butler personal FOUL (2 PF) (Barnes 2 FT),"[1630215, 1630567]",1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,,,,,,,1628485.0,,,,,,,2.0,0.0,Barnes,1630567.0,
334,PT00M20.50S,2022-01-08T01:32:51.3Z,2,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,49,62,2022-01-08T01:32:51Z,3320000,,,0,,S. Barnes Free Throw 1 of 2 (9 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,Made,,,,,,,,,,,9.0,,,,,,,,
335,PT00M20.50S,2022-01-08T01:32:51.3Z,2,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,49,62,2022-01-08T01:33:08Z,3330000,,,0,,MISS S. Barnes Free Throw 2 of 2,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,Missed,,,,,,,,,,,,,,,,,,,
336,PT00M18.20S,2022-01-08T01:32:53.6Z,2,REGULAR,rebound,defensive,[],1630235,,,1610612762,49,62,2022-01-08T01:33:08Z,3340000,,,0,,T. Forrest REBOUND (Off:1 Def:2),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,335.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
337,PT00M01.60S,2022-01-08T01:33:24.1Z,2,REGULAR,3pt,Jump Shot,[],1627863,92.19776609724047,5.637254901960785,1610612762,49,62,2022-01-08T01:33:29Z,3350000,-222.0,21.0,1,right,MISS D. House Jr. 3PT,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,22.28,Missed,,,,,,,,,,,,,,,,,,,
338,PT00M01.60S,2022-01-08T01:33:24.1Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,49,62,2022-01-08T01:33:29Z,3360000,,,0,,S. Barnes REBOUND (Off:3 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,337.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
339,PT00M00.00S,2022-01-08T01:33:29.1Z,2,REGULAR,period,end,[],0,,,1610612761,49,62,2022-01-08T01:33:29Z,3370000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-01-08T01:47:50.4Z,3,REGULAR,substitution,out,['startperiod'],203920,,,1610612761,49,62,2022-01-08T01:48:29Z,3380000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-01-08T01:47:50.4Z,3,REGULAR,substitution,out,['startperiod'],1627863,,,1610612761,49,62,2022-01-08T01:48:29Z,3390000,,,0,,SUB out: D. House Jr.,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2022-01-08T01:47:50.4Z,3,REGULAR,substitution,in,['startperiod'],1629018,,,1610612761,49,62,2022-01-08T01:48:29Z,3400000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2022-01-08T01:47:50.4Z,3,REGULAR,substitution,in,['startperiod'],1629672,,,1610612761,49,62,2022-01-08T01:48:29Z,3410000,,,0,,SUB in: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2022-01-08T01:48:44.6Z,3,REGULAR,period,start,[],0,,,1610612761,49,62,2022-01-08T01:48:44Z,3420000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT11M48.00S,2022-01-08T01:48:55.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,94.03745072273325,54.41176470588235,1610612761,51,62,2022-01-08T01:49:02Z,3430000,22.0,4.0,1,right,O. Anunoby Layup (12 PTS) (S. Barnes 3 AST),"[1628384, 1630567]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,2.24,Made,,,,,,,,,,,12.0,S. Barnes,1630567.0,3.0,,,,,
