actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
22,PT10M50.00S,2021-11-28T23:12:46.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,90.62089356110381,41.17647058823529,1610612738,0,4,2021-11-28T23:13:20Z,220000,-44.0,36.0,1,right,MISS J. Brown driving bank Shot,[1627759],1610612738.0,BOS,driving bank,,,Brown,J. Brown,,,,,,,,,,Missed,,5.67,,,,,,,,,,,,,
23,PT10M49.00S,2021-11-28T23:12:48.8Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,0,4,2021-11-28T23:12:48Z,230000,,,0,,A. Horford REBOUND (Off:1 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,22.0,2.0,1.0,1.0,,,,,,,,,
24,PT10M35.00S,2021-11-28T23:13:02.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612738,0,4,2021-11-28T23:13:24Z,240000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,1628484.0,,,,,,,,,,,,,,,,,,,,
25,PT10M25.00S,2021-11-28T23:13:25.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627783,28.728646517739815,78.92156862745098,1610612761,0,4,2021-11-28T23:13:37Z,250000,-145.0,218.0,1,left,MISS P. Siakam 26' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Missed,,26.12,,,,,,,,,,,,,
26,PT10M24.00S,2021-11-28T23:13:26.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,0,4,2021-11-28T23:13:38Z,260000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,
27,PT10M24.00S,2021-11-28T23:13:39.6Z,1,REGULAR,foul,personal,[],1630173,,,1610612738,0,4,2021-11-28T23:14:03Z,270000,,,0,,P. Achiuwa loose ball personal FOUL (1 PF),"[1630173, 201143]",1610612761.0,TOR,loose ball,,,Achiuwa,P. Achiuwa,,,,,1193.0,1.0,0.0,Horford,201143.0,,,,,,,,,,,,,,,,
29,PT10M24.00S,2021-11-28T23:13:48.6Z,1,REGULAR,substitution,out,[],1630567,,,1610612738,0,4,2021-11-28T23:14:02Z,290000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT10M24.00S,2021-11-28T23:13:48.6Z,1,REGULAR,substitution,in,[],1629139,,,1610612738,0,4,2021-11-28T23:14:02Z,300000,,,0,,SUB in: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT10M14.00S,2021-11-28T23:14:03.4Z,1,REGULAR,2pt,Jump Shot,[],1628369,81.2089356110381,25.513174019607842,1610612738,0,4,2021-11-28T23:15:43Z,310000,-122.0,124.0,1,right,MISS J. Tatum 17' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,Missed,,17.43,,,,,,,,,,,,,
32,PT10M12.00S,2021-11-28T23:14:05.4Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,0,4,2021-11-28T23:15:43Z,320000,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,
33,PT10M05.00S,2021-11-28T23:14:14.5Z,1,REGULAR,foul,personal,['2freethrow'],203935,,,1610612761,0,4,2021-11-28T23:15:00Z,330000,,,0,,M. Smart shooting personal FOUL (1 PF) (Siakam 2 FT),"[203935, 1627783]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,1628484.0,1.0,0.0,Siakam,1627783.0,,,,,,,,,,,,,,,,
35,PT10M05.00S,2021-11-28T23:14:36.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627783,,,1610612761,1,4,2021-11-28T23:14:36Z,350000,,,0,,P. Siakam Free Throw 1 of 2 (1 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
36,PT10M05.00S,2021-11-28T23:14:55.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627783,,,1610612761,2,4,2021-11-28T23:14:55Z,360000,,,0,,P. Siakam Free Throw 2 of 2 (2 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
37,PT09M52.00S,2021-11-28T23:15:12.8Z,1,REGULAR,foul,offensive,[],1627759,,,1610612738,2,4,2021-11-28T23:19:42Z,370000,,,0,,J. Brown charge offensive FOUL (1 PF),"[1627759, 1629139]",1610612738.0,BOS,charge,,,Brown,J. Brown,,,,,1628484.0,1.0,0.0,Watanabe,1629139.0,,,,,,,,,,,,,,,,
41,PT09M52.00S,2021-11-28T23:15:12.8Z,1,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,2,4,2021-11-28T23:15:12Z,385000,,,0,,J. Brown offensive foul TURNOVER (1 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,1628484.0,,,,,,,,,,,,,,,1.0,,,,,
39,PT09M52.00S,2021-11-28T23:15:36.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,2,4,2021-11-28T23:15:12Z,390000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT09M52.00S,2021-11-28T23:15:37.6Z,1,REGULAR,instantreplay,challenge,[],0,,,1610612761,2,4,2021-11-29T00:36:14Z,400000,,,0,,,[],1610612761.0,TOR,overturned,,,,,,,,,1162.0,,,,,,,,,,,,,,,,,,,,Corrected to Offensive Foul on J. Brown
42,PT09M44.00S,2021-11-28T23:19:09.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629004,28.07161629434954,17.892156862745097,1610612761,2,4,2021-11-28T23:19:18Z,410000,161.0,211.0,1,left,MISS S. Mykhailiuk 26' 3PT,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,Missed,,26.54,,,,,,,,,,,,,
43,PT09M38.00S,2021-11-28T23:19:15.4Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612761,2,4,2021-11-28T23:19:18Z,420000,,,0,,P. Achiuwa REBOUND (Off:1 Def:0),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,42.0,1.0,0.0,1.0,,,,,,,,,
44,PT09M38.00S,2021-11-28T23:19:14.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630173,5.590000152587891,50.0,1610612761,2,4,2021-11-28T23:19:14Z,430000,0.0,0.0,1,left,MISS P. Achiuwa tip Layup,[1630173],1610612761.0,TOR,tip,,,Achiuwa,P. Achiuwa,,,,,,,,,,Missed,,0.0,,,,,,,,,,,,,
45,PT09M37.00S,2021-11-28T23:19:15.3Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,2,4,2021-11-28T23:19:15Z,440000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,
46,PT09M34.00S,2021-11-28T23:19:21.0Z,1,REGULAR,turnover,traveling,[],1628369,,,1610612738,2,4,2021-11-28T23:19:40Z,450000,,,0,,J. Tatum traveling TURNOVER (1 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1628484.0,,,,,,,,,,,,,,,1.0,,,,,
47,PT09M25.00S,2021-11-28T23:19:41.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627783,24.392247043363994,32.59803921568628,1610612761,4,4,2021-11-28T23:19:53Z,460000,87.0,177.0,1,left,P. Siakam 19' step back Jump Shot (4 PTS),[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,,,,,,Made,4.0,19.7,,,,,,,,,,,,,
48,PT09M14.00S,2021-11-28T23:19:52.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,90.22667542706965,45.34313725490196,1610612738,4,4,2021-11-28T23:20:01Z,470000,-23.0,39.0,1,right,MISS J. Brown driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,,,,,,Missed,,4.58,,,,,,,,,,,,,
49,PT09M12.00S,2021-11-28T23:19:54.5Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,4,4,2021-11-28T23:20:01Z,480000,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,,
50,PT09M09.00S,2021-11-28T23:19:57.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,34.510512483574246,37.254901960784316,1610612761,7,4,2021-11-28T23:20:07Z,490000,64.0,272.0,1,left,F. VanVleet 27' 3PT running pullup (3 PTS),[1627832],1610612761.0,TOR,running pullup,,,VanVleet,F. VanVleet,,,,,,,,,,Made,3.0,27.93,,,,,,,,,,,,,
51,PT08M45.00S,2021-11-28T23:20:20.7Z,1,REGULAR,3pt,Jump Shot,[],1629684,93.38042049934296,96.81372549019608,1610612738,7,7,2021-11-28T23:20:25Z,500000,234.0,10.0,1,right,G. Williams 3PT  (3 PTS) (J. Tatum 2 AST),"[1629684, 1628369]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,Made,3.0,23.43,,,,,J. Tatum,1628369.0,2.0,,,,,,
53,PT08M29.00S,2021-11-28T23:20:36.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,17.871222076215506,58.35631127450981,1610612761,7,7,2021-11-28T23:23:18Z,520000,-42.0,115.0,1,left,MISS P. Siakam 12' step back Shot,[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,,,,,,Missed,,12.28,,,,,,,,,,,,,
54,PT08M26.00S,2021-11-28T23:20:39.8Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,7,7,2021-11-28T23:20:47Z,530000,,,0,,A. Horford REBOUND (Off:1 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,53.0,3.0,2.0,1.0,,,,,,,,,
55,PT08M14.00S,2021-11-28T23:20:51.4Z,1,REGULAR,2pt,Jump Shot,[],1629684,95.3515111695138,25.49019607843137,1610612738,7,7,2021-11-28T23:24:04Z,540000,-123.0,-9.0,1,right,MISS G. Williams 12' Jump Shot,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,Missed,,12.28,,,,,,,,,,,,,
56,PT08M11.00S,2021-11-28T23:20:54.4Z,1,REGULAR,rebound,defensive,[],1629004,,,1610612761,7,7,2021-11-28T23:20:59Z,550000,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:1),[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,55.0,1.0,1.0,0.0,,,,,,,,,
57,PT08M07.00S,2021-11-28T23:20:59.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak']",1629004,10.85742444152431,42.15686274509804,1610612761,9,7,2021-11-28T23:21:05Z,560000,39.0,50.0,1,left,S. Mykhailiuk 6' driving bank Hook (2 PTS),[1629004],1610612761.0,TOR,driving bank,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,Made,2.0,6.32,,,,,,,,,,,,,
58,PT07M54.00S,2021-11-28T23:21:11.5Z,1,REGULAR,3pt,Jump Shot,[],1628369,67.06430683311432,48.60600490196079,1610612738,9,7,2021-11-28T23:21:43Z,570000,-7.0,257.0,1,right,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,Missed,,25.72,,,,,,,,,,,,,
59,PT07M52.00S,2021-11-28T23:21:13.5Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,9,7,2021-11-28T23:21:19Z,580000,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,58.0,2.0,2.0,0.0,,,,,,,,,
60,PT07M44.00S,2021-11-28T23:21:22.4Z,1,REGULAR,3pt,Jump Shot,[],1629139,9.543363994743759,1.4705882352941175,1610612761,9,7,2021-11-28T23:21:27Z,590000,243.0,37.0,1,left,MISS Y. Watanabe 24' 3PT,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,Missed,,24.54,,,,,,,,,,,,,
61,PT07M42.00S,2021-11-28T23:21:24.4Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,9,7,2021-11-28T23:21:27Z,600000,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,60.0,4.0,3.0,1.0,,,,,,,,,
62,PT07M28.00S,2021-11-28T23:21:38.4Z,1,REGULAR,3pt,Jump Shot,[],203935,70.30223390275953,75.51317401960785,1610612738,9,7,2021-11-28T23:22:05Z,610000,128.0,227.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Missed,,26.01,,,,,,,,,,,,,
63,PT07M25.00S,2021-11-28T23:21:41.4Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,9,7,2021-11-28T23:21:48Z,620000,,,0,,P. Achiuwa REBOUND (Off:1 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,62.0,2.0,1.0,1.0,,,,,,,,,
64,PT07M11.00S,2021-11-28T23:21:55.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,11.432325886990801,55.59512867647059,1610612761,11,7,2021-11-28T23:22:16Z,630000,-28.0,55.0,1,left,P. Siakam 6' driving Hook (6 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,,,,,,Made,6.0,6.17,,,,,,,,,,,,,
65,PT06M59.00S,2021-11-28T23:22:07.1Z,1,REGULAR,3pt,Jump Shot,[],1628369,74.37582128777925,86.29748774509804,1610612738,11,10,2021-11-28T23:22:22Z,640000,181.0,188.0,1,right,J. Tatum 26' 3PT  (3 PTS) (A. Horford 1 AST),"[1628369, 201143]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,3.0,26.16,,,,,A. Horford,201143.0,1.0,,,,,,
67,PT06M43.00S,2021-11-28T23:22:22.4Z,1,REGULAR,2pt,Jump Shot,[],1627783,25.443495400788436,58.333333333333336,1610612761,13,10,2021-11-28T23:22:37Z,660000,-42.0,187.0,1,left,P. Siakam 19' pullup Jump Shot (8 PTS),[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,,,,,,Made,8.0,19.13,,,,,,,,,,,,,
68,PT06M30.00S,2021-11-28T23:22:37.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.50985545335085,53.67264093137255,1610612738,13,10,2021-11-28T23:25:20Z,670000,18.0,18.0,1,right,MISS J. Tatum driving finger roll Layup,[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,,,,,,Missed,,2.57,,,,,,,,,,,,,
69,PT06M29.00S,2021-11-28T23:22:38.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,13,10,2021-11-28T23:25:44Z,680000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,
70,PT06M29.00S,2021-11-28T23:22:44.9Z,1,REGULAR,turnover,traveling,[],1628369,,,1610612738,13,10,2021-11-28T23:25:39Z,690000,,,0,,J. Tatum traveling TURNOVER (2 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1162.0,,,,,,,,,,,,,,,2.0,,,,,
71,PT06M29.00S,2021-11-28T23:22:57.8Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612761,13,10,2021-11-28T23:24:12Z,700000,,,0,,TEAM delay-of-game VIOLATION,[],1610612738.0,BOS,,,,,,,,,,1628484.0,,,,,,,,,,,,,,,,,,,,
72,PT06M20.00S,2021-11-28T23:23:07.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629004,27.020367936925098,86.51960784313727,1610612761,13,10,2021-11-28T23:23:58Z,710000,-183.0,201.0,1,left,MISS S. Mykhailiuk 27' 3PT,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,Missed,,27.19,,,,,,,,,,,,,
73,PT06M20.00S,2021-11-28T23:23:07.3Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612761,13,10,2021-11-28T23:23:58Z,720000,,,0,,P. Achiuwa REBOUND (Off:2 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,72.0,3.0,1.0,2.0,,,,,,,,,
74,PT06M10.00S,2021-11-28T23:23:17.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627832,20.18725361366623,62.5,1610612761,13,10,2021-11-28T23:24:09Z,730000,-62.0,137.0,1,left,MISS F. VanVleet 15' fadeaway Shot,[1627832],1610612761.0,TOR,fadeaway,,,VanVleet,F. VanVleet,,,,,,,,,,Missed,,15.09,,,,,,,,,,,,,
75,PT06M08.00S,2021-11-28T23:23:19.2Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,13,10,2021-11-28T23:24:09Z,740000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,74.0,1.0,1.0,0.0,,,,,,,,,
76,PT06M02.00S,2021-11-28T23:23:25.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,88.12417871222075,46.81372549019608,1610612738,13,12,2021-11-28T23:24:41Z,750000,-16.0,59.0,1,right,J. Brown 6' driving floating Jump Shot (2 PTS) (A. Horford 2 AST),"[1627759, 201143]",1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,,,,,,Made,2.0,6.12,,,,,A. Horford,201143.0,2.0,,,,,,
77,PT05M43.00S,2021-11-28T23:23:43.6Z,1,REGULAR,3pt,Jump Shot,[],1629004,26.62614980289093,82.1078431372549,1610612761,16,12,2021-11-28T23:23:49Z,760000,-161.0,198.0,1,left,S. Mykhailiuk 25' 3PT  (5 PTS) (Y. Watanabe 1 AST),"[1629004, 1629139]",1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,Made,5.0,25.47,,,,,Y. Watanabe,1629139.0,1.0,,,,,,
79,PT05M42.00S,2021-11-28T23:23:50.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,16,12,2021-11-28T23:23:54Z,780000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M42.00S,2021-11-28T23:25:57.9Z,1,REGULAR,substitution,out,[],1630173,,,1610612738,16,12,2021-11-28T23:26:31Z,790000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M42.00S,2021-11-28T23:25:57.9Z,1,REGULAR,substitution,out,[],1629139,,,1610612738,16,12,2021-11-28T23:26:31Z,800000,,,0,,SUB out: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M42.00S,2021-11-28T23:25:57.9Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,16,12,2021-11-28T23:26:31Z,810000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M42.00S,2021-11-28T23:25:57.9Z,1,REGULAR,substitution,in,[],1629067,,,1610612738,16,12,2021-11-28T23:26:31Z,820000,,,0,,SUB in: I. Bonga,[1629067],1610612761.0,TOR,,,,Bonga,I. Bonga,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M42.00S,2021-11-28T23:25:57.9Z,1,REGULAR,substitution,in,[],1630567,,,1610612738,16,12,2021-11-28T23:26:31Z,830000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M42.00S,2021-11-28T23:25:57.9Z,1,REGULAR,substitution,in,[],1626196,,,1610612738,16,12,2021-11-28T23:26:31Z,840000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
