actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
17,PT11M02.00S,2021-12-05T23:12:01.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,65.65374507227332,54.41176470588235,1610612761,0,0,2021-12-05T23:12:05Z,170000,22.0,270.0,1,right,MISS F. VanVleet 27' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,,,,,,,VanVleet,F. VanVleet,,,27.13,Missed,,,,,,,,,,,,,
18,PT10M59.00S,2021-12-05T23:12:04.1Z,1,REGULAR,rebound,defensive,[],203484,,,1610612764,0,0,2021-12-05T23:12:05Z,180000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612764.0,WAS,,,,,,,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,17.0,1.0,1.0,0.0,,,,,,,,,
19,PT10M56.00S,2021-12-05T23:12:08.9Z,1,REGULAR,foul,personal,[],1627832,,,1610612764,0,0,2021-12-05T23:12:17Z,190000,,,0,,F. VanVleet personal FOUL (1 PF),"[1627832, 1629655]",1610612761.0,TOR,,,,,,,204059.0,1.0,0.0,VanVleet,F. VanVleet,Gafford,1629655.0,,,,,,,,,,,,,,,
21,PT10M56.00S,2021-12-05T23:12:29.6Z,1,REGULAR,foul,offensive,[],1629655,,,1610612764,0,0,2021-12-05T23:14:16Z,210000,,,0,,D. Gafford off-the-ball offensive FOUL (1 PF),"[1629655, 1627783]",1610612764.0,WAS,off-the-ball,,,,,,204059.0,1.0,0.0,Gafford,D. Gafford,Siakam,1627783.0,,,,,,,,,,,,,,,
23,PT10M56.00S,2021-12-05T23:12:29.6Z,1,REGULAR,turnover,offensive foul,[],1629655,,,1610612764,0,0,2021-12-05T23:12:29Z,230000,,,0,,D. Gafford offensive foul TURNOVER (1 TO),[1629655],1610612764.0,WAS,,,,,,,204059.0,,,Gafford,D. Gafford,,,,,,,,,1.0,,,,,,,,
24,PT10M49.00S,2021-12-05T23:12:41.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627783,84.97043363994744,41.911764705882355,1610612761,0,0,2021-12-05T23:12:50Z,240000,-40.0,89.0,1,right,MISS P. Siakam 9' fadeaway Shot,[1627783],1610612761.0,TOR,fadeaway,,,,,,,,,Siakam,P. Siakam,,,9.76,Missed,,,,,,,,,,,,,
25,PT10M44.00S,2021-12-05T23:12:46.9Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,0,0,2021-12-05T23:12:50Z,250000,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,,,,,,,Kuzma,K. Kuzma,,,,,24.0,1.0,1.0,0.0,,,,,,,,,
26,PT10M37.00S,2021-12-05T23:12:52.9Z,1,REGULAR,3pt,Jump Shot,[],1628398,28.07161629434954,82.59803921568627,1610612764,0,0,2021-12-05T23:12:58Z,260000,-163.0,211.0,1,left,MISS K. Kuzma 26' 3PT,[1628398],1610612764.0,WAS,,,,,,,,,,Kuzma,K. Kuzma,,,26.69,Missed,,,,,,,,,,,,,
27,PT10M36.00S,2021-12-05T23:12:53.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,0,0,2021-12-05T23:12:58Z,270000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,
28,PT10M36.00S,2021-12-05T23:12:57.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,0,0,2021-12-05T23:12:57Z,280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT10M24.00S,2021-12-05T23:13:13.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,93.51182654402102,56.86274509803921,1610612761,0,0,2021-12-05T23:13:19Z,290000,34.0,8.0,1,right,MISS F. VanVleet driving floating Shot - blocked,"[1627832, 1628398]",1610612761.0,TOR,driving floating,,,,,,,,,VanVleet,F. VanVleet,,,3.53,Missed,,,,,,Kuzma,1628398.0,,,,,,
30,PT10M24.00S,2021-12-05T23:13:13.1Z,1,REGULAR,block,,[],1628398,,,1610612761,0,0,2021-12-05T23:13:15Z,300000,,,0,,K. Kuzma BLOCK (1 BLK),[1628398],1610612764.0,WAS,,,,,,,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,
31,PT10M21.00S,2021-12-05T23:13:16.1Z,1,REGULAR,rebound,defensive,[],203484,,,1610612764,0,0,2021-12-05T23:13:19Z,310000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612764.0,WAS,,,,,,,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,29.0,2.0,2.0,0.0,,,,,,,,,
32,PT10M18.00S,2021-12-05T23:13:19.1Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203078,17.821944809461236,22.058823529411764,1610612764,0,2,2021-12-05T23:15:49Z,320000,140.0,115.0,1,left,B. Beal 18' running pullup Jump Shot (2 PTS) (K. Caldwell-Pope 1 AST),"[203078, 203484]",1610612764.0,WAS,running pullup,,,,,,,,,Beal,B. Beal,,,18.09,Made,,,,,,,,2.0,K. Caldwell-Pope,203484.0,1.0,,
35,PT10M07.00S,2021-12-05T23:13:29.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,82.07950065703022,38.23529411764706,1610612761,2,2,2021-12-05T23:13:34Z,350000,-59.0,116.0,1,right,P. Achiuwa 13' Jump Shot (2 PTS) (P. Siakam 1 AST),"[1630173, 1627783]",1610612761.0,TOR,,,,,,,,,,Achiuwa,P. Achiuwa,,,13.01,Made,,,,,,,,2.0,P. Siakam,1627783.0,1.0,,
37,PT09M55.00S,2021-12-05T23:13:42.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,7.178055190538765,44.6078431372549,1610612764,2,2,2021-12-05T23:13:45Z,370000,27.0,15.0,1,left,MISS D. Gafford Layup,[1629655],1610612764.0,WAS,,,,,,,,,,Gafford,D. Gafford,,,3.09,Missed,,,,,,,,,,,,,
38,PT09M53.00S,2021-12-05T23:13:44.0Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,2,2,2021-12-05T23:13:45Z,380000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,,,,,,,Trent Jr.,G. Trent Jr.,,,,,37.0,1.0,1.0,0.0,,,,,,,,,
39,PT09M41.00S,2021-12-05T23:13:56.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,81.42247043363994,62.00980392156863,1610612761,4,2,2021-12-05T23:14:00Z,390000,60.0,122.0,1,right,F. VanVleet 13' Jump Shot (2 PTS),[1627832],1610612761.0,TOR,,,,,,,,,,VanVleet,F. VanVleet,,,13.6,Made,,,,,,,,2.0,,,,,
40,PT09M30.00S,2021-12-05T23:14:06.3Z,1,REGULAR,3pt,Jump Shot,[],1628398,23.73521681997372,9.558823529411764,1610612764,4,2,2021-12-05T23:14:10Z,400000,202.0,171.0,1,left,MISS K. Kuzma 26' 3PT,[1628398],1610612764.0,WAS,,,,,,,,,,Kuzma,K. Kuzma,,,26.46,Missed,,,,,,,,,,,,,
41,PT09M27.00S,2021-12-05T23:14:09.3Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,4,2,2021-12-05T23:14:10Z,410000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:2),[1629018],1610612761.0,TOR,,,,,,,,,,Trent Jr.,G. Trent Jr.,,,,,40.0,2.0,2.0,0.0,,,,,,,,,
42,PT09M22.00S,2021-12-05T23:14:15.9Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612761,4,2,2021-12-05T23:14:24Z,420000,,,0,,D. Gafford shooting personal FOUL (2 PF) (Siakam 2 FT),"[1629655, 1627783]",1610612764.0,WAS,shooting,,,,,,204059.0,2.0,0.0,Gafford,D. Gafford,Siakam,1627783.0,,,,,,,,,,,,,,,
44,PT09M22.00S,2021-12-05T23:14:46.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627783,,,1610612761,5,2,2021-12-05T23:14:46Z,440000,,,0,,P. Siakam Free Throw 1 of 2 (1 PTS),[1627783],1610612761.0,TOR,,,,,,,,,,Siakam,P. Siakam,,,,Made,,,,,,,,1.0,,,,,
45,PT09M22.00S,2021-12-05T23:14:47.2Z,1,REGULAR,substitution,out,[],1629655,,,1610612761,5,2,2021-12-05T23:14:53Z,450000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,,,,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,
46,PT09M22.00S,2021-12-05T23:14:47.2Z,1,REGULAR,substitution,in,[],1626149,,,1610612761,5,2,2021-12-05T23:14:53Z,460000,,,0,,SUB in: M. Harrell,[1626149],1610612764.0,WAS,,,,,,,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,
47,PT09M22.00S,2021-12-05T23:15:15.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627783,,,1610612761,6,2,2021-12-05T23:15:15Z,470000,,,0,,P. Siakam Free Throw 2 of 2 (2 PTS),[1627783],1610612761.0,TOR,,,,,,,,,,Siakam,P. Siakam,,,,Made,,,,,,,,2.0,,,,,
48,PT09M02.00S,2021-12-05T23:15:37.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,17.69053876478318,58.82352941176471,1610612764,6,2,2021-12-05T23:15:41Z,480000,-44.0,114.0,1,left,MISS S. Dinwiddie 12' pullup Shot,[203915],1610612764.0,WAS,pullup,,,,,,,,,Dinwiddie,S. Dinwiddie,,,12.2,Missed,,,,,,,,,,,,,
49,PT08M59.00S,2021-12-05T23:15:40.1Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,6,2,2021-12-05T23:15:41Z,490000,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,48.0,1.0,1.0,0.0,,,,,,,,,
50,PT08M54.00S,2021-12-05T23:15:45.1Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1627783,76.69185282522996,73.2843137254902,1610612761,6,2,2021-12-05T23:15:53Z,500000,116.0,167.0,1,right,MISS P. Siakam 20' running pullup Shot,[1627783],1610612761.0,TOR,running pullup,,,,,,,,,Siakam,P. Siakam,,,20.32,Missed,,,,,,,,,,,,,
51,PT08M50.00S,2021-12-05T23:15:49.1Z,1,REGULAR,rebound,defensive,[],203915,,,1610612764,6,2,2021-12-05T23:15:53Z,510000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612764.0,WAS,,,,,,,,,,Dinwiddie,S. Dinwiddie,,,,,50.0,1.0,1.0,0.0,,,,,,,,,
52,PT08M42.00S,2021-12-05T23:15:57.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203484,11.251642575558476,43.13725490196079,1610612764,6,4,2021-12-05T23:16:02Z,520000,34.0,53.0,1,left,K. Caldwell-Pope 6' driving Hook (2 PTS) (M. Harrell 1 AST),"[203484, 1626149]",1610612764.0,WAS,driving,,,,,,,,,Caldwell-Pope,K. Caldwell-Pope,,,6.34,Made,,,,,,,,2.0,M. Harrell,1626149.0,1.0,,
54,PT08M17.00S,2021-12-05T23:16:23.0Z,1,REGULAR,foul,personal,['2freethrow'],203484,,,1610612761,6,4,2021-12-05T23:16:28Z,540000,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Siakam 2 FT),"[203484, 1627783]",1610612764.0,WAS,shooting,,,,,,1628159.0,1.0,0.0,Caldwell-Pope,K. Caldwell-Pope,Siakam,1627783.0,,,,,,,,,,,,,,,
56,PT08M17.00S,2021-12-05T23:16:53.7Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,6,4,2021-12-05T23:16:53Z,560000,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612761.0,TOR,,,,,,,,,,Siakam,P. Siakam,,,,Missed,,,,,,,,,,,,,
57,PT08M17.00S,2021-12-05T23:16:53.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,6,4,2021-12-05T23:16:53Z,570000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,
58,PT08M17.00S,2021-12-05T23:17:13.1Z,1,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,7,4,2021-12-05T23:17:13Z,580000,,,0,,P. Siakam Free Throw 2 of 2 (3 PTS),[1627783],1610612761.0,TOR,,,,,,,,,,Siakam,P. Siakam,,,,Made,,,,,,,,3.0,,,,,
59,PT08M05.00S,2021-12-05T23:17:28.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,7.835085413929041,40.68627450980392,1610612764,7,4,2021-12-05T23:17:33Z,590000,47.0,21.0,1,left,MISS B. Beal driving Layup,[203078],1610612764.0,WAS,driving,,,,,,,,,Beal,B. Beal,,,5.12,Missed,,,,,,,,,,,,,
61,PT08M00.00S,2021-12-05T23:17:33.3Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,7,4,2021-12-05T23:17:33Z,610000,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612761.0,TOR,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,59.0,2.0,2.0,0.0,,,,,,,,,
62,PT07M56.00S,2021-12-05T23:17:38.1Z,1,REGULAR,foul,personal,['2freethrow'],1626149,,,1610612761,7,4,2021-12-05T23:17:53Z,620000,,,0,,M. Harrell shooting personal FOUL (1 PF) (Siakam 2 FT),"[1626149, 1627783]",1610612764.0,WAS,shooting,,,,,,201640.0,1.0,0.0,Harrell,M. Harrell,Siakam,1627783.0,,,,,,,,,,,,,,,
64,PT07M56.00S,2021-12-05T23:18:05.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627783,,,1610612761,8,4,2021-12-05T23:18:05Z,640000,,,0,,P. Siakam Free Throw 1 of 2 (4 PTS),[1627783],1610612761.0,TOR,,,,,,,,,,Siakam,P. Siakam,,,,Made,,,,,,,,4.0,,,,,
65,PT07M56.00S,2021-12-05T23:18:24.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627783,,,1610612761,9,4,2021-12-05T23:18:24Z,650000,,,0,,P. Siakam Free Throw 2 of 2 (5 PTS),[1627783],1610612761.0,TOR,,,,,,,,,,Siakam,P. Siakam,,,,Made,,,,,,,,5.0,,,,,
66,PT07M39.00S,2021-12-05T23:18:46.3Z,1,REGULAR,3pt,Jump Shot,[],203078,23.866622864651774,89.70588235294117,1610612764,9,4,2021-12-05T23:18:51Z,660000,-199.0,172.0,1,left,MISS B. Beal 26' 3PT,[203078],1610612764.0,WAS,,,,,,,,,,Beal,B. Beal,,,26.25,Missed,,,,,,,,,,,,,
67,PT07M35.00S,2021-12-05T23:18:50.3Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,9,4,2021-12-05T23:18:51Z,670000,,,0,,P. Achiuwa REBOUND (Off:0 Def:3),[1630173],1610612761.0,TOR,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,66.0,3.0,3.0,0.0,,,,,,,,,
68,PT07M24.00S,2021-12-05T23:19:01.2Z,1,REGULAR,2pt,Jump Shot,[],1627783,93.64323258869908,27.450980392156865,1610612761,9,4,2021-12-05T23:19:09Z,680000,-113.0,7.0,1,right,MISS P. Siakam 11' turnaround fadeaway Shot,[1627783],1610612761.0,TOR,turnaround fadeaway,,,,,,,,,Siakam,P. Siakam,,,11.29,Missed,,,,,,,,,,,,,
69,PT07M20.00S,2021-12-05T23:19:05.2Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612761,9,4,2021-12-05T23:19:09Z,690000,,,0,,P. Achiuwa REBOUND (Off:1 Def:3),[1630173],1610612761.0,TOR,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,68.0,4.0,3.0,1.0,,,,,,,,,
70,PT07M20.00S,2021-12-05T23:19:05.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,94.40999984741211,50.0,1610612761,11,4,2021-12-05T23:19:05Z,700000,0.0,0.0,1,right,P. Achiuwa tip Layup (4 PTS),[1630173],1610612761.0,TOR,tip,,,,,,,,,Achiuwa,P. Achiuwa,,,0.0,Made,,,,,,,,4.0,,,,,
71,PT06M56.00S,2021-12-05T23:19:29.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203484,17.296320630749015,43.872549019607845,1610612764,11,4,2021-12-05T23:19:35Z,710000,31.0,110.0,1,left,MISS K. Caldwell-Pope 11' floating Shot,[203484],1610612764.0,WAS,floating,,,,,,,,,Caldwell-Pope,K. Caldwell-Pope,,,11.43,Missed,,,,,,,,,,,,,
72,PT06M54.00S,2021-12-05T23:19:31.3Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,11,4,2021-12-05T23:19:35Z,720000,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,,,,,,,Barnes,S. Barnes,,,,,71.0,1.0,1.0,0.0,,,,,,,,,
73,PT06M48.00S,2021-12-05T23:19:37.9Z,1,REGULAR,2pt,Jump Shot,[],1630173,91.5407358738502,26.96078431372549,1610612761,11,4,2021-12-05T23:19:42Z,730000,-115.0,27.0,1,right,MISS P. Achiuwa 11' turnaround fadeaway Shot,[1630173],1610612761.0,TOR,turnaround fadeaway,,,,,,,,,Achiuwa,P. Achiuwa,,,11.83,Missed,,,,,,,,,,,,,
74,PT06M45.00S,2021-12-05T23:19:40.9Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,11,4,2021-12-05T23:19:42Z,740000,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,,,,,,,Kuzma,K. Kuzma,,,,,73.0,2.0,2.0,0.0,,,,,,,,,
75,PT06M34.00S,2021-12-05T23:19:50.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626149,12.171484888304862,48.03921568627451,1610612764,11,4,2021-12-05T23:19:55Z,750000,10.0,62.0,1,left,MISS M. Harrell 6' driving Hook,[1626149],1610612764.0,WAS,driving,,,,,,,,,Harrell,M. Harrell,,,6.27,Missed,,,,,,,,,,,,,
76,PT06M32.00S,2021-12-05T23:19:52.7Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,11,4,2021-12-05T23:19:55Z,760000,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,,,,,,,Siakam,P. Siakam,,,,,75.0,2.0,2.0,0.0,,,,,,,,,
77,PT06M24.00S,2021-12-05T23:20:00.8Z,1,REGULAR,3pt,Jump Shot,[],1629018,70.51576872536137,20.098039215686274,1610612761,14,4,2021-12-05T23:20:05Z,770000,-150.0,225.0,1,right,G. Trent Jr. 26' 3PT  (3 PTS) (F. VanVleet 1 AST),"[1629018, 1627832]",1610612761.0,TOR,,,,,,,,,,Trent Jr.,G. Trent Jr.,,,26.99,Made,,,,,,,,3.0,F. VanVleet,1627832.0,1.0,,
79,PT06M23.00S,2021-12-05T23:20:06.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,14,4,2021-12-05T23:20:06Z,790000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M58.00S,2021-12-05T23:23:24.7Z,1,REGULAR,2pt,Jump Shot,[],203078,4.944152431011826,26.225490196078432,1610612764,14,4,2021-12-05T23:23:33Z,800000,119.0,-6.0,1,left,MISS B. Beal 11' floating Shot,[203078],1610612764.0,WAS,floating,,,,,,,,,Beal,B. Beal,,,11.91,Missed,,,,,,,,,,,,,
81,PT05M56.00S,2021-12-05T23:23:26.7Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,14,4,2021-12-05T23:23:33Z,810000,,,0,,P. Achiuwa REBOUND (Off:1 Def:4),[1630173],1610612761.0,TOR,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,80.0,5.0,4.0,1.0,,,,,,,,,
82,PT05M51.00S,2021-12-05T23:23:31.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630567,67.62483574244416,25.735294117647058,1610612761,14,4,2021-12-05T23:23:37Z,820000,-121.0,252.0,1,right,MISS S. Barnes 27' running 3PT,[1630567],1610612761.0,TOR,running,,,,,,,,,Barnes,S. Barnes,,,27.95,Missed,,,,,,,,,,,,,
83,PT05M48.00S,2021-12-05T23:23:34.6Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,14,4,2021-12-05T23:23:37Z,830000,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612764.0,WAS,,,,,,,,,,Beal,B. Beal,,,,,82.0,1.0,1.0,0.0,,,,,,,,,
84,PT05M43.00S,2021-12-05T23:23:41.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,7.178055190538765,49.754901960784316,1610612764,14,4,2021-12-05T23:30:11Z,840000,1.0,15.0,1,left,MISS M. Harrell Layup,[1626149],1610612764.0,WAS,,,,,,,,,,Harrell,M. Harrell,,,1.5,Missed,,,,,,,,,,,,,
86,PT05M42.00S,2021-12-05T23:23:42.9Z,1,REGULAR,rebound,offensive,[],1626149,,,1610612764,14,4,2021-12-05T23:30:11Z,860000,,,0,,M. Harrell REBOUND (Off:1 Def:0),[1626149],1610612764.0,WAS,,,,,,,,,,Harrell,M. Harrell,,,,,84.0,1.0,0.0,1.0,,,,,,,,,
87,PT05M37.00S,2021-12-05T23:23:45.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626149,7.046649145860711,51.71568627450981,1610612764,14,4,2021-12-05T23:23:50Z,870000,-9.0,14.0,1,left,MISS M. Harrell Layup - blocked,"[1626149, 1630567]",1610612764.0,WAS,,,,,,,,,,Harrell,M. Harrell,,,1.62,Missed,,,,,,Barnes,1630567.0,,,,,,
129,PT05M37.00S,2021-12-05T23:23:45.8Z,1,REGULAR,block,,[],1630567,,,1610612764,14,4,2021-12-05T23:31:05Z,875000,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,,,,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,
88,PT05M35.00S,2021-12-05T23:23:47.8Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,14,4,2021-12-05T23:23:50Z,880000,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,,,,,,,Barnes,S. Barnes,,,,,87.0,2.0,2.0,0.0,,,,,,,,,
