actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
17,PT10M15.00S,2021-10-23T23:42:39.3Z,1,REGULAR,3pt,Jump Shot,[],203501,4.944152431011826,95.34313725490196,1610612742,4,2,2021-10-23T23:42:44Z,170000,-227.0,-6.0,1,left,MISS T. Hardaway Jr. 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,22.68,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M12.00S,2021-10-23T23:42:42.3Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,4,2,2021-10-23T23:42:44Z,180000,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
19,PT10M06.00S,2021-10-23T23:42:47.8Z,1,REGULAR,3pt,Jump Shot,[],1627832,93.51182654402102,2.450980392156863,1610612761,7,2,2021-10-23T23:42:53Z,190000,-238.0,8.0,1,right,F. VanVleet 3PT pullup (3 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,23.79,Made,,,,,3.0,,,,,,,,,,,,,,
20,PT09M52.00S,2021-10-23T23:43:02.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,9.806176084099869,42.15686274509804,1610612742,7,2,2021-10-23T23:43:07Z,200000,39.0,40.0,1,left,MISS L. Doncic driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,5.58,Missed,,,,,,,,,,,,,,,,,,,
21,PT09M50.00S,2021-10-23T23:43:04.1Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,7,2,2021-10-23T23:43:07Z,210000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
22,PT09M45.00S,2021-10-23T23:43:09.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629018,84.31340341655716,52.450980392156865,1610612761,7,2,2021-10-23T23:43:16Z,220000,12.0,95.0,1,right,MISS G. Trent Jr. 9' running pullup Shot,[1629018],1610612761.0,TOR,running pullup,,,Trent Jr.,G. Trent Jr.,,,,,9.58,Missed,,,,,,,,,,,,,,,,,,,
23,PT09M42.00S,2021-10-23T23:43:12.1Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,7,2,2021-10-23T23:43:16Z,230000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
24,PT09M24.00S,2021-10-23T23:43:29.8Z,1,REGULAR,2pt,Jump Shot,[],204001,12.171484888304862,22.058823529411764,1610612742,7,2,2021-10-23T23:43:36Z,240000,140.0,62.0,1,left,MISS K. Porzingis 15' fadeaway Shot,[204001],1610612742.0,DAL,fadeaway,,,Porzingis,K. Porzingis,,,,,15.28,Missed,,,,,,,,,,,,,,,,,,,
25,PT09M20.00S,2021-10-23T23:43:33.8Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612742,7,2,2021-10-23T23:43:36Z,250000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:0),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,24.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
26,PT09M20.00S,2021-10-23T23:43:37.4Z,1,REGULAR,foul,personal,[],1627832,,,1610612742,7,2,2021-10-23T23:43:44Z,260000,,,0,,F. VanVleet personal FOUL (1 PF),"[1627832, 1627827]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,1626302.0,,,,1.0,0.0,Finney-Smith,1627827.0,,,
28,PT09M11.00S,2021-10-23T23:44:02.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203501,5.732588699080158,3.1862745098039214,1610612742,7,2,2021-10-23T23:44:07Z,280000,234.0,1.0,1,left,MISS T. Hardaway Jr. 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M08.00S,2021-10-23T23:44:05.3Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,7,2,2021-10-23T23:44:07Z,290000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:2),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,28.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
30,PT09M00.00S,2021-10-23T23:44:17.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,7,2,2021-10-23T23:44:17Z,300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT08M48.00S,2021-10-23T23:44:43.8Z,1,REGULAR,2pt,Jump Shot,[],1628384,76.5604467805519,71.07843137254902,1610612761,9,2,2021-10-23T23:44:50Z,310000,105.0,168.0,1,right,O. Anunoby 19' step back Jump Shot (6 PTS) (P. Achiuwa 1 AST),"[1628384, 1630173]",1610612761.0,TOR,step back,,,Anunoby,O. Anunoby,,,,,19.82,Made,,,,,6.0,,,,,P. Achiuwa,1630173.0,1.0,,,,,,,
33,PT08M29.00S,2021-10-23T23:45:01.9Z,1,REGULAR,3pt,Jump Shot,[],1629029,32.802233902759525,52.94117647058824,1610612742,9,2,2021-10-23T23:45:08Z,330000,-15.0,256.0,1,left,MISS L. Doncic 25' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,25.62,Missed,,,,,,,,,,,,,,,,,,,
34,PT08M26.00S,2021-10-23T23:45:04.9Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,9,2,2021-10-23T23:45:08Z,340000,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
35,PT08M18.00S,2021-10-23T23:45:12.9Z,1,REGULAR,2pt,Jump Shot,[],1630567,91.93495400788436,20.833333333333336,1610612761,9,2,2021-10-23T23:45:18Z,350000,-146.0,23.0,1,right,MISS S. Barnes 14' Jump Shot,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,14.77,Missed,,,,,,,,,,,,,,,,,,,
36,PT08M14.00S,2021-10-23T23:45:16.9Z,1,REGULAR,rebound,defensive,[],204001,,,1610612742,9,2,2021-10-23T23:45:18Z,360000,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
37,PT08M10.00S,2021-10-23T23:45:20.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627827,17.69053876478318,7.598039215686274,1610612742,9,2,2021-10-23T23:45:28Z,370000,212.0,114.0,1,left,MISS D. Finney-Smith 24' running 3PT,[1627827],1610612742.0,DAL,running,,,Finney-Smith,D. Finney-Smith,,,,,24.06,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M07.00S,2021-10-23T23:45:23.7Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,9,2,2021-10-23T23:45:28Z,380000,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
39,PT07M54.00S,2021-10-23T23:45:37.9Z,1,REGULAR,turnover,bad pass,[],1627832,,,1610612761,9,2,2021-10-23T23:45:42Z,390000,,,0,,F. VanVleet bad pass TURNOVER (1 TO),"[1627832, 204001]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,1.0,Porzingis,204001.0,,,,,,,,,,,
40,PT07M54.00S,2021-10-23T23:45:37.9Z,1,REGULAR,steal,,[],204001,,,1610612742,9,2,2021-10-23T23:48:56Z,400000,,,0,,K. Porzingis STEAL (1 STL),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT07M38.00S,2021-10-23T23:45:53.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],204001,17.0335085413929,25.735294117647058,1610612742,9,2,2021-10-23T23:46:00Z,410000,121.0,108.0,1,left,MISS K. Porzingis 16' turnaround Shot - blocked,"[204001, 1628384]",1610612742.0,DAL,turnaround,,,Porzingis,K. Porzingis,,,,,16.21,Missed,,,,,,,,,,,,,,,,,Anunoby,1628384.0,
42,PT07M38.00S,2021-10-23T23:45:53.4Z,1,REGULAR,block,,[],1628384,,,1610612742,9,2,2021-10-23T23:45:56Z,420000,,,0,,O. Anunoby BLOCK (1 BLK),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M37.00S,2021-10-23T23:45:54.4Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,9,2,2021-10-23T23:46:00Z,430000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:3),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,41.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
44,PT07M37.00S,2021-10-23T23:46:01.1Z,1,REGULAR,foul,personal,[],204001,,,1610612761,9,2,2021-10-23T23:46:10Z,440000,,,0,,K. Porzingis personal FOUL (1 PF),"[204001, 1628384]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,1627534.0,,,,1.0,0.0,Anunoby,1628384.0,,,
46,PT07M26.00S,2021-10-23T23:46:35.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,93.38042049934296,52.69607843137255,1610612761,11,2,2021-10-23T23:50:28Z,460000,13.0,10.0,1,right,S. Barnes driving Layup (2 PTS),[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,1.66,Made,,,,,2.0,,,,,,,,,,,,,,
47,PT07M26.00S,2021-10-23T23:46:41.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,11,2,2021-10-23T23:46:41Z,470000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M08.00S,2021-10-23T23:49:50.1Z,1,REGULAR,turnover,bad pass,[],1627827,,,1610612742,11,2,2021-10-23T23:49:54Z,480000,,,0,,D. Finney-Smith bad pass TURNOVER (1 TO),"[1627827, 1627832]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,1.0,VanVleet,1627832.0,,,,,,,,,,,
49,PT07M08.00S,2021-10-23T23:49:50.1Z,1,REGULAR,steal,,[],1627832,,,1610612761,11,2,2021-10-23T23:49:52Z,490000,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M03.00S,2021-10-23T23:49:55.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627832,92.9862023653088,95.34313725490196,1610612761,11,2,2021-10-23T23:50:02Z,500000,227.0,13.0,1,right,MISS F. VanVleet 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,22.71,Missed,,,,,,,,,,,,,,,,,,,
51,PT06M59.00S,2021-10-23T23:49:59.1Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612761,11,2,2021-10-23T23:49:59Z,510000,,,0,,P. Achiuwa REBOUND (Off:1 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,50.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
52,PT06M58.00S,2021-10-23T23:50:01.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630173,92.72339027595268,48.529411764705884,1610612761,11,2,2021-10-23T23:50:05Z,520000,-7.0,16.0,1,right,MISS P. Achiuwa Layup,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,1.75,Missed,,,,,,,,,,,,,,,,,,,
53,PT06M58.00S,2021-10-23T23:50:01.0Z,1,REGULAR,rebound,defensive,[],204001,,,1610612742,11,2,2021-10-23T23:50:05Z,530000,,,0,,K. Porzingis REBOUND (Off:0 Def:2),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,52.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
54,PT06M39.00S,2021-10-23T23:50:19.7Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,11,2,2021-10-23T23:50:26Z,540000,,,0,,L. Doncic bad pass TURNOVER (2 TO),"[1629029, 1629018]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,2.0,Trent Jr.,1629018.0,,,,,,,,,,,
55,PT06M39.00S,2021-10-23T23:50:19.7Z,1,REGULAR,steal,,[],1629018,,,1610612761,11,2,2021-10-23T23:53:36Z,550000,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M34.00S,2021-10-23T23:50:24.3Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1629018,73.01248357424441,32.84313725490196,1610612761,13,2,2021-10-23T23:50:33Z,560000,-86.0,201.0,1,right,G. Trent Jr. 21' running pullup Jump Shot (2 PTS) (F. VanVleet 1 AST),"[1629018, 1627832]",1610612761.0,TOR,running pullup,,,Trent Jr.,G. Trent Jr.,,,,,21.87,Made,,,,,2.0,,,,,F. VanVleet,1627832.0,1.0,,,,,,,
58,PT06M18.00S,2021-10-23T23:50:40.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,4.944152431011826,45.588235294117645,1610612742,13,2,2021-10-23T23:50:48Z,580000,22.0,-6.0,1,left,MISS D. Finney-Smith cutting Layup - blocked,"[1627827, 1628384]",1610612742.0,DAL,cutting,,,Finney-Smith,D. Finney-Smith,,,,,2.29,Missed,,,,,,,,,,,,,,,,,Anunoby,1628384.0,
104,PT06M18.00S,2021-10-23T23:50:40.6Z,1,REGULAR,block,,[],1628384,,,1610612742,13,2,2021-10-23T23:57:16Z,585000,,,0,,O. Anunoby BLOCK (2 BLK),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M15.00S,2021-10-23T23:50:43.6Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,13,2,2021-10-23T23:50:48Z,590000,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,58.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
60,PT05M58.00S,2021-10-23T23:51:00.8Z,1,REGULAR,3pt,Jump Shot,[],1629018,71.96123521681997,15.196078431372548,1610612761,16,2,2021-10-23T23:51:06Z,600000,-174.0,211.0,1,right,G. Trent Jr. 27' 3PT pullup (5 PTS),[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,27.36,Made,,,,,5.0,,,,,,,,,,,,,,
61,PT05M45.00S,2021-10-23T23:51:16.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,12.434296977660972,54.166666666666664,1610612742,16,4,2021-10-23T23:51:22Z,610000,-21.0,64.0,1,left,L. Doncic 6' driving floating Jump Shot (2 PTS),[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,6.77,Made,,,,,2.0,,,,,,,,,,,,,,
62,PT05M45.00S,2021-10-23T23:51:20.3Z,1,REGULAR,foul,personal,['1freethrow'],1630567,,,1610612742,16,4,2021-10-23T23:51:44Z,620000,,,0,,S. Barnes shooting personal FOUL (1 PF) (Doncic 1 FT),"[1630567, 1629029]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,,,,,,,,,,,1627534.0,,,,1.0,0.0,Doncic,1629029.0,,,
64,PT05M45.00S,2021-10-23T23:51:26.8Z,1,REGULAR,substitution,out,[],204001,,,1610612742,16,4,2021-10-23T23:51:43Z,640000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M45.00S,2021-10-23T23:51:26.8Z,1,REGULAR,substitution,out,[],203939,,,1610612742,16,4,2021-10-23T23:51:43Z,650000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M45.00S,2021-10-23T23:51:26.8Z,1,REGULAR,substitution,in,[],1626161,,,1610612742,16,4,2021-10-23T23:51:43Z,660000,,,0,,SUB in: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M45.00S,2021-10-23T23:51:26.8Z,1,REGULAR,substitution,in,[],1628973,,,1610612742,16,4,2021-10-23T23:51:43Z,670000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M45.00S,2021-10-23T23:51:55.1Z,1,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,16,5,2021-10-23T23:51:55Z,680000,,,0,,L. Doncic Free Throw 1 of 1 (3 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
69,PT05M24.00S,2021-10-23T23:52:19.7Z,1,REGULAR,3pt,Jump Shot,[],1630567,68.01905387647832,67.8921568627451,1610612761,16,5,2021-10-23T23:52:24Z,690000,89.0,248.0,1,right,MISS S. Barnes 26' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,,
70,PT05M21.00S,2021-10-23T23:52:22.7Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,16,5,2021-10-23T23:52:24Z,700000,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
71,PT05M15.00S,2021-10-23T23:52:27.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627827,5.469776609724048,49.50980392156863,1610612742,16,7,2021-10-23T23:52:36Z,710000,2.0,-1.0,1,left,D. Finney-Smith running DUNK (2 PTS) (L. Doncic 2 AST),"[1627827, 1629029]",1610612742.0,DAL,running,,,Finney-Smith,D. Finney-Smith,,,,,0.27,Made,,,,,2.0,,,,,L. Doncic,1629029.0,2.0,,,,,,,
73,PT04M57.00S,2021-10-23T23:52:45.8Z,1,REGULAR,3pt,Jump Shot,[],1628384,92.9862023653088,95.34313725490196,1610612761,19,7,2021-10-23T23:52:50Z,730000,227.0,13.0,1,right,O. Anunoby 3PT  (9 PTS) (F. VanVleet 2 AST),"[1628384, 1627832]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,22.71,Made,,,,,9.0,,,,,F. VanVleet,1627832.0,2.0,,,,,,,
75,PT04M45.00S,2021-10-23T23:53:01.8Z,1,REGULAR,foul,personal,[],1627832,,,1610612742,19,7,2021-10-23T23:53:32Z,750000,,,0,,F. VanVleet personal FOUL (2 PF),"[1627832, 1628973]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,1626302.0,,,,2.0,0.0,Brunson,1628973.0,,,
77,PT04M45.00S,2021-10-23T23:53:11.8Z,1,REGULAR,substitution,out,[],1630567,,,1610612742,19,7,2021-10-23T23:53:21Z,770000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M45.00S,2021-10-23T23:53:11.8Z,1,REGULAR,substitution,out,[],1630173,,,1610612742,19,7,2021-10-23T23:53:21Z,780000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M45.00S,2021-10-23T23:53:11.8Z,1,REGULAR,substitution,out,[],1629018,,,1610612742,19,7,2021-10-23T23:53:21Z,790000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M45.00S,2021-10-23T23:53:11.8Z,1,REGULAR,substitution,in,[],203920,,,1610612742,19,7,2021-10-23T23:53:21Z,800000,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M45.00S,2021-10-23T23:53:11.8Z,1,REGULAR,substitution,in,[],201609,,,1610612742,19,7,2021-10-23T23:53:21Z,810000,,,0,,SUB in: G. Dragic,[201609],1610612761.0,TOR,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M45.00S,2021-10-23T23:53:11.8Z,1,REGULAR,substitution,in,[],1629004,,,1610612742,19,7,2021-10-23T23:53:21Z,820000,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M37.00S,2021-10-23T23:53:40.7Z,1,REGULAR,3pt,Jump Shot,[],203501,26.62614980289093,85.04901960784314,1610612742,19,7,2021-10-23T23:53:45Z,830000,-175.0,198.0,1,left,MISS T. Hardaway Jr. 26' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,26.42,Missed,,,,,,,,,,,,,,,,,,,
84,PT04M34.00S,2021-10-23T23:53:43.7Z,1,REGULAR,rebound,defensive,[],203920,,,1610612761,19,7,2021-10-23T23:53:45Z,840000,,,0,,K. Birch REBOUND (Off:0 Def:1),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
