actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
24,PT10M07.00S,2022-03-04T00:44:01.6Z,1,REGULAR,foul,personal,[],203924,,,1610612761,1,4,2022-03-04T00:44:12Z,240000,,,0,,J. Grant personal FOUL (1 PF),"[203924, 1630567]",1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,1830.0,1.0,0.0,Barnes,1630567.0,,,,,,,,,
26,PT09M57.00S,2022-03-04T00:44:32.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,91.01511169513797,58.57843137254902,1610612761,3,4,2022-03-04T00:44:37Z,260000,43.0,32.0,1,right,P. Siakam turnaround bank Jump Shot (2 PTS),[1627783],1610612761.0,TOR,turnaround bank,,,Siakam,P. Siakam,,,,,5.35,Made,,,,,2.0,,,,,,,,,,,,,,
27,PT09M48.00S,2022-03-04T00:44:41.3Z,1,REGULAR,2pt,Jump Shot,[],1630595,21.895532194480946,35.294117647058826,1610612765,3,6,2022-03-04T00:44:46Z,270000,74.0,153.0,1,left,C. Cunningham 17' pullup Jump Shot (2 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,17.0,Made,,,,,2.0,,,,,,,,,,,,,,
28,PT09M37.00S,2022-03-04T00:44:53.3Z,1,REGULAR,3pt,Jump Shot,[],1629018,72.7496714848883,17.401960784313726,1610612761,3,6,2022-03-04T00:45:00Z,280000,-163.0,204.0,1,right,MISS G. Trent Jr. 26' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M33.00S,2022-03-04T00:44:57.7Z,1,REGULAR,rebound,offensive,[],203920,,,1610612761,3,6,2022-03-04T00:44:57Z,290000,,,0,,K. Birch REBOUND (Off:1 Def:0),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,28.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
30,PT09M28.00S,2022-03-04T00:45:02.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203920,83.919185282523,41.911764705882355,1610612761,5,6,2022-03-04T00:45:08Z,300000,-40.0,99.0,1,right,K. Birch 10' driving floating Jump Shot (2 PTS) (G. Trent Jr. 1 AST),"[203920, 1629018]",1610612761.0,TOR,driving floating,,,Birch,K. Birch,,,,,10.66,Made,,,,,2.0,,,,,,G. Trent Jr.,1629018.0,1.0,,,,,,
32,PT09M09.00S,2022-03-04T00:45:20.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,8.229303547963205,57.59803921568627,1610612765,5,8,2022-03-04T00:45:26Z,320000,-38.0,25.0,1,left,S. Bey driving floating bank Jump Shot (4 PTS),[1630180],1610612765.0,DET,driving floating bank,,,Bey,S. Bey,,,,,4.54,Made,,,,,4.0,,,,,,,,,,,,,,
33,PT08M54.00S,2022-03-04T00:45:36.8Z,1,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612761,5,8,2022-03-04T00:45:47Z,330000,,,0,,I. Stewart shooting personal FOUL (2 PF) (Barnes 2 FT),"[1630191, 1630567]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,,,,,,,,1830.0,2.0,0.0,Barnes,1630567.0,,,,,,,,,
35,PT08M54.00S,2022-03-04T00:46:10.2Z,1,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,5,8,2022-03-04T00:46:10Z,350000,,,0,,MISS S. Barnes Free Throw 1 of 2,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,Missed,,,,,,,,,,,,,,,,,,,
36,PT08M54.00S,2022-03-04T00:46:10.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,5,8,2022-03-04T00:46:10Z,360000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,
37,PT08M54.00S,2022-03-04T00:46:11.8Z,1,REGULAR,substitution,out,[],1630191,,,1610612761,5,8,2022-03-04T00:46:15Z,370000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M54.00S,2022-03-04T00:46:11.8Z,1,REGULAR,substitution,in,[],203482,,,1610612761,5,8,2022-03-04T00:46:15Z,380000,,,0,,SUB in: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M54.00S,2022-03-04T00:46:31.4Z,1,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,6,8,2022-03-04T00:46:31Z,390000,,,0,,S. Barnes Free Throw 2 of 2 (2 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
40,PT08M39.00S,2022-03-04T00:46:47.5Z,1,REGULAR,turnover,bad pass,[],203482,,,1610612765,6,8,2022-03-04T00:46:54Z,400000,,,0,,K. Olynyk bad pass TURNOVER (1 TO),"[203482, 1630567]",1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,1.0,Barnes,1630567.0,,,
41,PT08M39.00S,2022-03-04T00:46:47.5Z,1,REGULAR,steal,,[],1630567,,,1610612761,6,8,2022-03-04T00:48:17Z,410000,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M34.00S,2022-03-04T00:46:52.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,94.1688567674113,49.26470588235294,1610612761,8,8,2022-03-04T00:46:58Z,420000,-4.0,2.0,1,right,P. Siakam running Layup (4 PTS),[1627783],1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,0.44,Made,,,,,4.0,,,,,,,,,,,,,,
43,PT08M21.00S,2022-03-04T00:47:05.2Z,1,REGULAR,turnover,lost ball,[],1630180,,,1610612765,8,8,2022-03-04T00:47:09Z,430000,,,0,,S. Bey lost ball TURNOVER (1 TO),"[1630180, 1629018]",1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,1.0,Trent Jr.,1629018.0,,,
44,PT08M21.00S,2022-03-04T00:47:05.2Z,1,REGULAR,steal,,[],1629018,,,1610612761,8,8,2022-03-04T00:47:07Z,440000,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M07.00S,2022-03-04T00:47:19.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630201,65.65374507227332,45.09803921568628,1610612761,11,8,2022-03-04T00:47:50Z,450000,-25.0,270.0,1,right,M. Flynn 27' 3PT  (3 PTS) (P. Siakam 1 AST),"[1630201, 1627783]",1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,27.15,Made,,,,,3.0,,,,,,P. Siakam,1627783.0,1.0,,,,,,
47,PT07M39.00S,2022-03-04T00:47:46.9Z,1,REGULAR,3pt,Jump Shot,[],1630180,32.53942181340342,23.52941176470588,1610612765,11,11,2022-03-04T00:47:54Z,470000,132.0,253.0,1,left,S. Bey 28' 3PT fadeaway (7 PTS) (J. Grant 1 AST),"[1630180, 203924]",1610612765.0,DET,fadeaway,,,Bey,S. Bey,,,,,28.59,Made,,,,,7.0,,,,,,J. Grant,203924.0,1.0,,,,,,
49,PT07M24.00S,2022-03-04T00:48:01.7Z,1,REGULAR,3pt,Jump Shot,[],1629018,67.09921156373193,62.254901960784316,1610612761,11,11,2022-03-04T00:48:09Z,490000,61.0,257.0,1,right,MISS G. Trent Jr. 26' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,26.4,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M23.00S,2022-03-04T00:48:02.7Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,11,11,2022-03-04T00:48:57Z,500000,,,0,,S. Barnes REBOUND (Off:1 Def:0),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,49.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
51,PT07M22.00S,2022-03-04T00:48:07.7Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630567,94.40999984741211,50.0,1610612761,11,11,2022-03-04T00:48:35Z,510000,0.0,0.0,1,right,MISS S. Barnes tip DUNK,[1630567],1610612761.0,TOR,tip,,,Barnes,S. Barnes,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
52,PT07M21.00S,2022-03-04T00:48:08.7Z,1,REGULAR,rebound,defensive,[],203482,,,1610612765,11,11,2022-03-04T00:48:35Z,520000,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
53,PT07M19.00S,2022-03-04T00:48:10.6Z,1,REGULAR,foul,personal,[],1627783,,,1610612765,11,11,2022-03-04T00:50:50Z,530000,,,0,,P. Siakam personal FOUL (1 PF),"[1627783, 1630595]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,1627962.0,1.0,0.0,Cunningham,1630595.0,,,,,,,,,
55,PT07M11.00S,2022-03-04T00:48:38.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202709,6.389618922470433,48.28431372549019,1610612765,11,13,2022-03-04T00:48:44Z,550000,9.0,8.0,1,left,C. Joseph reverse Layup (2 PTS) (K. Olynyk 1 AST),"[202709, 203482]",1610612765.0,DET,reverse,,,Joseph,C. Joseph,,,,,1.15,Made,,,,,2.0,,,,,,K. Olynyk,203482.0,1.0,,,,,,
57,PT06M59.00S,2022-03-04T00:48:51.8Z,1,REGULAR,2pt,Jump Shot,[],1627783,75.77201051248358,38.72549019607843,1610612761,13,13,2022-03-04T00:49:01Z,570000,-56.0,175.0,1,right,P. Siakam 18' pullup Jump Shot (6 PTS),[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,18.41,Made,,,,,6.0,,,,,,,,,,,,,,
58,PT06M41.00S,2022-03-04T00:49:09.1Z,1,REGULAR,3pt,Jump Shot,[],1630180,31.09395532194481,74.26470588235294,1610612765,13,13,2022-03-04T00:49:13Z,580000,-121.0,240.0,1,left,MISS S. Bey 26' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,26.87,Missed,,,,,,,,,,,,,,,,,,,
59,PT06M38.00S,2022-03-04T00:49:12.1Z,1,REGULAR,rebound,defensive,[],1630201,,,1610612761,13,13,2022-03-04T00:49:13Z,590000,,,0,,M. Flynn REBOUND (Off:0 Def:1),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
60,PT06M34.00S,2022-03-04T00:49:16.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203920,89.96386333771353,41.911764705882355,1610612761,13,13,2022-03-04T00:49:26Z,600000,-40.0,42.0,1,right,MISS K. Birch cutting Layup - blocked,"[203920, 202709]",1610612761.0,TOR,cutting,,,Birch,K. Birch,,,,,5.81,Missed,,,,,,,,,,,,,,,,,Joseph,202709.0,
61,PT06M34.00S,2022-03-04T00:49:16.6Z,1,REGULAR,block,,[],202709,,,1610612761,13,13,2022-03-04T00:49:19Z,610000,,,0,,C. Joseph BLOCK (1 BLK),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M31.00S,2022-03-04T00:49:19.6Z,1,REGULAR,rebound,defensive,[],202709,,,1610612765,13,13,2022-03-04T00:49:26Z,620000,,,0,,C. Joseph REBOUND (Off:0 Def:2),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,60.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
63,PT06M28.00S,2022-03-04T00:49:22.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,28.597240473061763,79.16666666666666,1610612765,13,13,2022-03-04T00:49:31Z,630000,-146.0,216.0,1,left,MISS S. Bey 26' running 3PT,[1630180],1610612765.0,DET,running,,,Bey,S. Bey,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,,
64,PT06M28.00S,2022-03-04T00:49:22.5Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,13,13,2022-03-04T00:49:31Z,640000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
65,PT06M19.00S,2022-03-04T00:49:32.6Z,1,REGULAR,foul,personal,['2freethrow'],1630180,,,1610612761,13,13,2022-03-04T00:52:27Z,650000,,,0,,S. Bey shooting personal FOUL (1 PF) (Siakam 2 FT),"[1630180, 1627783]",1610612765.0,DET,shooting,,,Bey,S. Bey,,,,,,,,,,,,1627962.0,1.0,0.0,Siakam,1627783.0,,,,,,,,,
67,PT06M19.00S,2022-03-04T00:49:48.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,13,13,2022-03-04T00:49:48Z,670000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M19.00S,2022-03-04T00:49:51.9Z,1,REGULAR,substitution,out,[],203920,,,1610612761,13,13,2022-03-04T00:52:25Z,680000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M19.00S,2022-03-04T00:49:51.9Z,1,REGULAR,substitution,in,[],1630173,,,1610612761,13,13,2022-03-04T00:52:25Z,690000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M19.00S,2022-03-04T00:52:51.0Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,14,13,2022-03-04T00:53:23Z,700000,,,0,,P. Siakam Free Throw 1 of 2 (7 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
71,PT06M19.00S,2022-03-04T00:52:51.0Z,1,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,14,13,2022-03-04T00:53:23Z,710000,,,0,,MISS P. Siakam Free Throw 2 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Missed,,,,,,,,,,,,,,,,,,,
72,PT06M18.00S,2022-03-04T00:52:52.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,14,13,2022-03-04T00:53:23Z,720000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,
73,PT06M18.00S,2022-03-04T00:53:14.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,14,13,2022-03-04T00:53:14Z,730000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M04.00S,2022-03-04T00:53:48.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630173,77.34888304862024,72.30392156862744,1610612761,14,13,2022-03-04T00:53:53Z,740000,112.0,160.0,1,right,MISS P. Achiuwa 19' pullup Shot,[1630173],1610612761.0,TOR,pullup,,,Achiuwa,P. Achiuwa,,,,,19.53,Missed,,,,,,,,,,,,,,,,,,,
75,PT06M00.00S,2022-03-04T00:53:52.9Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,14,13,2022-03-04T00:53:53Z,750000,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,74.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
76,PT05M39.00S,2022-03-04T00:54:12.8Z,1,REGULAR,3pt,Jump Shot,[],1630595,5.732588699080158,2.2058823529411766,1610612765,14,16,2022-03-04T00:54:17Z,760000,239.0,1.0,1,left,C. Cunningham 3PT  (5 PTS) (C. Joseph 1 AST),"[1630595, 202709]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,23.9,Made,,,,,5.0,,,,,,C. Joseph,202709.0,1.0,,,,,,
78,PT05M16.00S,2022-03-04T00:54:36.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,93.38042049934296,45.83333333333333,1610612761,14,16,2022-03-04T00:54:41Z,780000,-21.0,10.0,1,right,MISS G. Trent Jr. driving Layup,[1629018],1610612761.0,TOR,driving,,,Trent Jr.,G. Trent Jr.,,,,,2.3,Missed,,,,,,,,,,,,,,,,,,,
79,PT05M14.00S,2022-03-04T00:54:38.1Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612761,14,16,2022-03-04T00:54:41Z,790000,,,0,,P. Achiuwa REBOUND (Off:1 Def:0),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,78.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
80,PT05M13.00S,2022-03-04T00:54:38.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,92.32917214191852,49.50980392156863,1610612761,16,16,2022-03-04T00:54:44Z,800000,-2.0,20.0,1,right,P. Achiuwa putback Layup (2 PTS),[1630173],1610612761.0,TOR,putback,,,Achiuwa,P. Achiuwa,,,,,1.98,Made,,,,,2.0,,,,,,,,,,,,,,
81,PT05M08.00S,2022-03-04T00:54:44.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203482,6.521024967148489,50.245098039215684,1610612765,16,18,2022-03-04T00:56:00Z,810000,-1.0,9.0,1,left,K. Olynyk cutting finger roll Layup (2 PTS) (C. Cunningham 1 AST),"[203482, 1630595]",1610612765.0,DET,cutting finger roll,,,Olynyk,K. Olynyk,,,,,0.89,Made,,,,,2.0,,,,,,C. Cunningham,1630595.0,1.0,,,,,,
83,PT04M45.00S,2022-03-04T00:55:07.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,87.59855453350855,50.245098039215684,1610612761,16,18,2022-03-04T00:55:14Z,830000,1.0,64.0,1,right,MISS P. Achiuwa 6' driving floating Shot - blocked,"[1630173, 1630180]",1610612761.0,TOR,driving floating,,,Achiuwa,P. Achiuwa,,,,,6.41,Missed,,,,,,,,,,,,,,,,,Bey,1630180.0,
97,PT04M45.00S,2022-03-04T00:55:07.6Z,1,REGULAR,block,,[],1630180,,,1610612761,16,18,2022-03-04T00:57:36Z,835000,,,0,,S. Bey BLOCK (1 BLK),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M42.00S,2022-03-04T00:55:10.6Z,1,REGULAR,rebound,defensive,[],203482,,,1610612765,16,18,2022-03-04T00:55:14Z,840000,,,0,,K. Olynyk REBOUND (Off:0 Def:2),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,83.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
85,PT04M31.00S,2022-03-04T00:55:21.4Z,1,REGULAR,3pt,Jump Shot,[],202709,26.363337713534822,81.12745098039215,1610612765,16,18,2022-03-04T00:55:30Z,850000,-156.0,195.0,1,left,MISS C. Joseph 24' 3PT,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,24.97,Missed,,,,,,,,,,,,,,,,,,,
86,PT04M30.00S,2022-03-04T00:55:22.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,16,18,2022-03-04T00:55:47Z,860000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,
87,PT04M30.00S,2022-03-04T00:55:32.9Z,1,REGULAR,foul,personal,[],1630567,,,1610612765,16,18,2022-03-04T00:56:59Z,870000,,,0,,S. Barnes loose ball personal FOUL (1 PF),"[1630567, 203482]",1610612761.0,TOR,loose ball,,,Barnes,S. Barnes,,,,,,,,,,,,1627962.0,1.0,0.0,Olynyk,203482.0,,,,,,,,,
