actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,value
454,PT03M02.00S,2022-01-26T01:47:49.2Z,3,REGULAR,rebound,defensive,[],1626162,,,1610612766,94,84,2022-01-26T01:47:53Z,4440000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:3),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,453.0,3.0,3.0,0.0,,,
455,PT02M48.00S,2022-01-26T01:48:04.7Z,3,REGULAR,turnover,out-of-bounds,[],1626179,,,1610612766,94,84,2022-01-26T01:48:12Z,4450000,,,0,,T. Rozier bad pass out-of-bounds TURNOVER (1 TO),[1626179],1610612766.0,CHA,bad pass,,,Rozier,T. Rozier,,,,,201246.0,,,,,,,,,,,1.0,,,,,,,,,
456,PT02M31.00S,2022-01-26T01:48:31.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203486,,,1610612761,94,84,2022-01-26T01:48:40Z,4460000,,,0,,M. Plumlee shooting personal FOUL (3 PF) (Siakam 2 FT),"[203486, 1627783]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,203592.0,3.0,0.0,Siakam,1627783.0,,,,,,,,,,,,,,,,
458,PT02M31.00S,2022-01-26T01:49:02.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1627783,,,1610612761,95,84,2022-01-26T01:49:02Z,4480000,,,0,,P. Siakam Free Throw 1 of 2 (21 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Made,21.0,,,,,,,,,,,,,,
459,PT02M31.00S,2022-01-26T01:49:21.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1627783,,,1610612761,96,84,2022-01-26T01:49:21Z,4490000,,,0,,P. Siakam Free Throw 2 of 2 (22 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Made,22.0,,,,,,,,,,,,,,
460,PT02M14.00S,2022-01-26T01:49:44.0Z,3,REGULAR,violation,kicked ball,[],1628449,,,1610612766,96,84,2022-01-26T01:49:51Z,4500000,,,0,,C. Boucher kicked ball VIOLATION,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,1628487.0,,,,,,,,,,,,,,,,,,,,
461,PT02M14.00S,2022-01-26T01:49:50.3Z,3,REGULAR,substitution,out,[],1627783,,,1610612766,96,84,2022-01-26T01:49:53Z,4510000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT02M14.00S,2022-01-26T01:49:50.3Z,3,REGULAR,substitution,in,[],1628384,,,1610612766,96,84,2022-01-26T01:49:53Z,4520000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M07.00S,2022-01-26T01:50:03.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,94.03745072273325,47.549019607843135,1610612766,96,84,2022-01-26T01:50:08Z,4530000,-12.0,4.0,1,right,MISS M. Plumlee alley-oop DUNK,[203486],1610612766.0,CHA,alley-oop,,,Plumlee,M. Plumlee,,,,,,,,,,Missed,,1.28,,,,,,,,,,,,,
464,PT02M04.00S,2022-01-26T01:50:05.6Z,3,REGULAR,rebound,defensive,[],1629139,,,1610612761,96,84,2022-01-26T01:50:05Z,4540000,,,0,,Y. Watanabe REBOUND (Off:0 Def:3),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,463.0,3.0,3.0,0.0,,,
465,PT01M54.00S,2022-01-26T01:50:15.2Z,3,REGULAR,2pt,Jump Shot,[],1629018,21.632720105124836,47.05882352941176,1610612761,96,84,2022-01-26T01:50:20Z,4550000,15.0,151.0,1,left,MISS G. Trent Jr. 15' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,Missed,,15.15,,,,,,,,,,,,,
466,PT01M52.00S,2022-01-26T01:50:17.2Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,96,84,2022-01-26T01:50:20Z,4560000,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,465.0,4.0,4.0,0.0,,,
467,PT01M51.00S,2022-01-26T01:50:23.5Z,3,REGULAR,violation,kicked ball,[],1628449,,,1610612766,96,84,2022-01-26T01:50:35Z,4570000,,,0,,C. Boucher kicked ball VIOLATION,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,203592.0,,,,,,,,,,,,,,,,,,,,
468,PT01M45.00S,2022-01-26T01:50:44.3Z,3,REGULAR,3pt,Jump Shot,[],1626162,66.83639947437582,38.72549019607843,1610612766,96,84,2022-01-26T01:50:50Z,4580000,-56.0,259.0,1,right,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,Missed,,26.53,,,,,,,,,,,,,
469,PT01M41.00S,2022-01-26T01:50:48.3Z,3,REGULAR,rebound,defensive,[],1630625,,,1610612761,96,84,2022-01-26T01:50:50Z,4590000,,,0,,D. Banton REBOUND (Off:0 Def:1),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,468.0,1.0,1.0,0.0,,,
470,PT01M35.00S,2022-01-26T01:50:54.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630625,16.90210249671485,46.07843137254902,1610612761,96,84,2022-01-26T01:51:00Z,4600000,20.0,106.0,1,left,MISS D. Banton 10' floating Shot,[1630625],1610612761.0,TOR,floating,,,Banton,D. Banton,,,,,,,,,,Missed,,10.82,,,,,,,,,,,,,
471,PT01M33.00S,2022-01-26T01:50:56.0Z,3,REGULAR,rebound,defensive,[],1630547,,,1610612766,96,84,2022-01-26T01:51:00Z,4610000,,,0,,J. Bouknight REBOUND (Off:0 Def:1),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,470.0,1.0,1.0,0.0,,,
472,PT01M29.00S,2022-01-26T01:51:00.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630547,91.14651773981603,48.03921568627451,1610612766,96,84,2022-01-26T01:51:08Z,4620000,-10.0,31.0,1,right,MISS J. Bouknight running Layup,[1630547],1610612766.0,CHA,running,,,Bouknight,J. Bouknight,,,,,,,,,,Missed,,3.22,,,,,,,,,,,,,
473,PT01M26.00S,2022-01-26T01:51:02.7Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,96,84,2022-01-26T01:51:02Z,4630000,,,0,,O. Anunoby REBOUND (Off:1 Def:4),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,472.0,5.0,4.0,1.0,,,
474,PT01M24.00S,2022-01-26T01:51:06.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628970,,,1610612761,96,84,2022-01-26T01:51:18Z,4640000,,,0,,M. Bridges shooting personal FOUL (1 PF) (Boucher 2 FT),"[1628970, 1628449]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,1628487.0,1.0,0.0,Boucher,1628449.0,,,,,,,,,,,,,,,,
476,PT01M24.00S,2022-01-26T01:51:34.5Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1628449,,,1610612761,97,84,2022-01-26T01:51:34Z,4660000,,,0,,C. Boucher Free Throw 1 of 2 (6 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
477,PT01M24.00S,2022-01-26T01:51:35.5Z,3,REGULAR,substitution,out,[],1626179,,,1610612761,97,84,2022-01-26T01:51:38Z,4670000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT01M24.00S,2022-01-26T01:51:35.5Z,3,REGULAR,substitution,in,[],1630163,,,1610612761,97,84,2022-01-26T01:51:38Z,4680000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT01M24.00S,2022-01-26T01:51:48.4Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1628449,,,1610612761,98,84,2022-01-26T01:51:48Z,4690000,,,0,,C. Boucher Free Throw 2 of 2 (7 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
480,PT01M16.00S,2022-01-26T01:52:00.0Z,3,REGULAR,foul,offensive,['inpenalty'],1628970,,,1610612766,98,84,2022-01-26T01:52:10Z,4700000,,,0,,M. Bridges off-the-ball offensive FOUL (2 PF),"[1628970, 1629018]",1610612766.0,CHA,off-the-ball,,,Bridges,M. Bridges,,,,,201246.0,2.0,0.0,Trent Jr.,1629018.0,,,,,,,,,,,,,,,,
482,PT01M16.00S,2022-01-26T01:52:00.0Z,3,REGULAR,turnover,offensive foul,[],1628970,,,1610612766,98,84,2022-01-26T01:52:00Z,4720000,,,0,,M. Bridges offensive foul TURNOVER (3 TO),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,201246.0,,,,,,,,,,,3.0,,,,,,,,,
483,PT01M05.00S,2022-01-26T01:52:25.5Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629018,21.369908015768726,72.05882352941177,1610612761,100,84,2022-01-26T01:52:32Z,4730000,-110.0,148.0,1,left,G. Trent Jr. 18' fadeaway Jump Shot (25 PTS),[1629018],1610612761.0,TOR,fadeaway,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,Made,25.0,18.49,,,,,,,,,,,,,
484,PT00M39.20S,2022-01-26T01:52:50.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,88.12417871222075,53.431372549019606,1610612766,100,84,2022-01-26T01:52:58Z,4740000,17.0,59.0,1,right,MISS M. Bridges 6' driving finger roll Layup - blocked,"[1628970, 1630625]",1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,,,,,,Missed,,6.16,,,,,Banton,1630625.0,,,,,,,
485,PT00M39.20S,2022-01-26T01:52:50.5Z,3,REGULAR,block,,[],1630625,,,1610612766,100,84,2022-01-26T01:52:53Z,4750000,,,0,,D. Banton BLOCK (3 BLK),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT00M37.10S,2022-01-26T01:52:52.6Z,3,REGULAR,rebound,defensive,[],1628449,,,1610612761,100,84,2022-01-26T01:52:58Z,4760000,,,0,,C. Boucher REBOUND (Off:0 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,484.0,3.0,3.0,0.0,,,
487,PT00M34.40S,2022-01-26T01:52:56.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630625,5.732588699080158,95.83333333333334,1610612761,100,84,2022-01-26T01:53:04Z,4770000,-229.0,1.0,1,left,MISS D. Banton running 3PT,[1630625],1610612761.0,TOR,running,,,Banton,D. Banton,,,,,,,,,,Missed,,22.92,,,,,,,,,,,,,
488,PT00M34.40S,2022-01-26T01:52:56.3Z,3,REGULAR,rebound,offensive,[],1628384,,,1610612761,100,84,2022-01-26T01:53:04Z,4780000,,,0,,O. Anunoby REBOUND (Off:2 Def:4),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,487.0,6.0,4.0,2.0,,,
489,PT00M30.90S,2022-01-26T01:53:02.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626162,,,1610612761,100,84,2022-01-26T01:53:11Z,4790000,,,0,,K. Oubre Jr. personal FOUL (3 PF) (Anunoby 2 FT),"[1626162, 1628384]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,203592.0,3.0,0.0,Anunoby,1628384.0,,,,,,,,,,,,,,,,
491,PT00M30.90S,2022-01-26T01:53:23.5Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628384,,,1610612761,101,84,2022-01-26T01:53:57Z,4810000,,,0,,O. Anunoby Free Throw 1 of 2 (16 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
492,PT00M30.90S,2022-01-26T01:53:24.2Z,3,REGULAR,substitution,out,[],1630625,,,1610612761,101,84,2022-01-26T01:53:28Z,4820000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT00M30.90S,2022-01-26T01:53:24.2Z,3,REGULAR,substitution,in,[],1630201,,,1610612761,101,84,2022-01-26T01:53:28Z,4830000,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT00M30.90S,2022-01-26T01:53:23.5Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628384,,,1610612761,101,84,2022-01-26T01:53:57Z,4840000,,,0,,MISS O. Anunoby Free Throw 2 of 2,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,Missed,,,,,,,,,,,,,,,
495,PT00M29.20S,2022-01-26T01:53:25.2Z,3,REGULAR,rebound,defensive,[],1630547,,,1610612766,101,84,2022-01-26T01:53:57Z,4850000,,,0,,J. Bouknight REBOUND (Off:0 Def:2),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,494.0,2.0,2.0,0.0,,,
496,PT00M21.40S,2022-01-26T01:53:54.6Z,3,REGULAR,3pt,Jump Shot,[],1626162,93.51182654402102,3.1862745098039214,1610612766,101,84,2022-01-26T01:54:00Z,4860000,-234.0,8.0,1,right,MISS K. Oubre Jr. 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,Missed,,23.43,,,,,,,,,,,,,
497,PT00M18.80S,2022-01-26T01:53:57.2Z,3,REGULAR,rebound,defensive,[],1628449,,,1610612761,101,84,2022-01-26T01:53:57Z,4870000,,,0,,C. Boucher REBOUND (Off:0 Def:4),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,496.0,4.0,4.0,0.0,,,
498,PT00M01.10S,2022-01-26T01:54:15.2Z,3,REGULAR,foul,personal,"['inpenalty', '3freethrow']",203486,,,1610612761,101,84,2022-01-26T01:54:24Z,4880000,,,0,,M. Plumlee shooting personal FOUL (4 PF) (Trent Jr. 3 FT),"[203486, 1629018]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,201246.0,4.0,0.0,Trent Jr.,1629018.0,,,,,,,,,,,,,,,,
500,PT00M01.10S,2022-01-26T01:54:44.2Z,3,REGULAR,freethrow,1 of 3,[],1629018,,,1610612761,102,84,2022-01-26T01:54:44Z,4900000,,,0,,G. Trent Jr. Free Throw 1 of 3 (26 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,Made,26.0,,,,,,,,,,,,,,
501,PT00M01.10S,2022-01-26T01:54:57.5Z,3,REGULAR,freethrow,2 of 3,[],1629018,,,1610612761,103,84,2022-01-26T01:54:57Z,4910000,,,0,,G. Trent Jr. Free Throw 2 of 3 (27 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,Made,27.0,,,,,,,,,,,,,,
502,PT00M01.10S,2022-01-26T01:55:13.0Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1628970,,,1610612761,103,84,2022-01-26T02:12:04Z,4920000,,,0,,M. Bridges technical FOUL (1 Tech),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,203592.0,2.0,1.0,,,,,,,,,,,,,,,,,,
503,PT00M01.10S,2022-01-26T01:55:22.8Z,3,REGULAR,freethrow,1 of 1,[],1629018,,,1610612761,104,84,2022-01-26T01:55:22Z,4930000,,,0,,G. Trent Jr. technical Free Throw 1 of 1 (28 PTS),[1629018],1610612761.0,TOR,technical,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,Made,28.0,,,,,,,,,,,,,,
504,PT00M01.10S,2022-01-26T01:55:34.9Z,3,REGULAR,freethrow,3 of 3,[],1629018,,,1610612761,105,84,2022-01-26T01:55:34Z,4940000,,,0,,G. Trent Jr. Free Throw 3 of 3 (29 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,Made,29.0,,,,,,,,,,,,,,
505,PT00M00.00S,2022-01-26T01:55:39.6Z,3,REGULAR,2pt,Jump Shot,[],1630163,87.07293035479631,20.588235294117645,1610612766,105,86,2022-01-26T01:55:49Z,4950000,-147.0,69.0,1,right,L. Ball 16' fadeaway Jump Shot (20 PTS) (M. Bridges 3 AST),"[1630163, 1628970]",1610612766.0,CHA,fadeaway,,,Ball,L. Ball,,,,,,,,,,Made,20.0,16.25,M. Bridges,1628970.0,3.0,,,,,,,,,,
507,PT00M00.00S,2022-01-26T01:55:53.9Z,3,REGULAR,instantreplay,request,[],0,,,1610612761,105,86,2022-01-26T01:56:10Z,4970000,,,0,,,[],,,support,,,,,,,,,201246.0,,,,,,,,,,,,,,,,,,,,End Period - Good Basket
508,PT00M00.00S,2022-01-26T01:56:13.5Z,3,REGULAR,period,end,[],0,,,1610612761,105,86,2022-01-26T01:56:13Z,4980000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2022-01-26T01:57:40.2Z,4,REGULAR,substitution,out,['startperiod'],1629018,,,1610612761,105,86,2022-01-26T01:57:55Z,4990000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2022-01-26T01:57:40.2Z,4,REGULAR,substitution,out,['startperiod'],1628970,,,1610612761,105,86,2022-01-26T01:57:55Z,5000000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2022-01-26T01:57:40.2Z,4,REGULAR,substitution,in,['startperiod'],1627783,,,1610612761,105,86,2022-01-26T01:57:55Z,5010000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2022-01-26T01:57:40.2Z,4,REGULAR,substitution,in,['startperiod'],1628998,,,1610612761,105,86,2022-01-26T01:57:55Z,5020000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2022-01-26T01:58:19.8Z,4,REGULAR,period,start,[],0,,,1610612766,105,86,2022-01-26T01:58:19Z,5030000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT11M42.00S,2022-01-26T01:58:37.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203486,88.64980289093299,58.08823529411765,1610612766,105,86,2022-01-26T01:58:42Z,5040000,40.0,54.0,1,right,MISS M. Plumlee 6' cutting Layup - blocked,"[203486, 1628384]",1610612766.0,CHA,cutting,,,Plumlee,M. Plumlee,,,,,,,,,,Missed,,6.76,,,,,Anunoby,1628384.0,,,,,,,
515,PT11M42.00S,2022-01-26T01:58:37.2Z,4,REGULAR,block,,[],1628384,,,1610612766,105,86,2022-01-26T01:58:39Z,5050000,,,0,,O. Anunoby BLOCK (1 BLK),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT11M39.00S,2022-01-26T01:58:40.2Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612761,105,86,2022-01-26T01:58:42Z,5060000,,,0,,O. Anunoby REBOUND (Off:2 Def:5),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,514.0,7.0,5.0,2.0,,,
517,PT11M32.00S,2022-01-26T01:58:46.8Z,4,REGULAR,3pt,Jump Shot,[],1628384,34.510512483574246,39.21568627450981,1610612761,108,86,2022-01-26T01:59:02Z,5070000,54.0,272.0,1,left,O. Anunoby 27' 3PT  (19 PTS) (P. Siakam 12 AST),"[1628384, 1627783]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,Made,19.0,27.72,P. Siakam,1627783.0,12.0,,,,,,,,,,
519,PT11M21.00S,2022-01-26T01:58:57.9Z,4,REGULAR,3pt,Jump Shot,[],1630547,74.85216819973719,13.23529411764706,1610612766,108,89,2022-01-26T01:59:11Z,5090000,-184.0,184.0,1,right,J. Bouknight 26' 3PT  (16 PTS) (L. Ball 6 AST),"[1630547, 1630163]",1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,Made,16.0,26.0,L. Ball,1630163.0,6.0,,,,,,,,,,
521,PT10M56.00S,2022-01-26T01:59:22.8Z,4,REGULAR,3pt,Jump Shot,[],1628449,32.14520367936925,39.46078431372549,1610612761,111,89,2022-01-26T01:59:28Z,5110000,53.0,250.0,1,left,C. Boucher 25' 3PT  (10 PTS) (M. Flynn 2 AST),"[1628449, 1630201]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,Made,10.0,25.52,M. Flynn,1630201.0,2.0,,,,,,,,,,
523,PT10M39.00S,2022-01-26T01:59:41.0Z,4,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612766,111,89,2022-01-26T01:59:49Z,5130000,,,0,,C. Boucher shooting personal FOUL (4 PF) (Plumlee 2 FT),"[1628449, 203486]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,201246.0,4.0,0.0,Plumlee,203486.0,,,,,,,,,,,,,,,,
525,PT10M39.00S,2022-01-26T02:00:10.8Z,4,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,111,89,2022-01-26T02:00:10Z,5150000,,,0,,MISS M. Plumlee Free Throw 1 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,Missed,,,,,,,,,,,,,,,
526,PT10M39.00S,2022-01-26T02:00:10.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,111,89,2022-01-26T02:00:10Z,5160000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,525.0,,,,,,
527,PT10M39.00S,2022-01-26T02:00:30.3Z,4,REGULAR,freethrow,2 of 2,[],203486,,,1610612766,111,89,2022-01-26T02:00:30Z,5170000,,,0,,MISS M. Plumlee Free Throw 2 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,Missed,,,,,,,,,,,,,,,
528,PT10M36.00S,2022-01-26T02:00:32.5Z,4,REGULAR,rebound,offensive,[],1628998,,,1610612766,111,89,2022-01-26T02:00:32Z,5180000,,,0,,C. Martin REBOUND (Off:3 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,527.0,5.0,2.0,3.0,,,
529,PT10M34.00S,2022-01-26T02:00:34.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203486,94.30026281208936,50.0,1610612766,111,91,2022-01-26T02:00:40Z,5190000,0.0,1.0,1,right,M. Plumlee cutting finger roll Layup (10 PTS) (C. Martin 2 AST),"[203486, 1628998]",1610612766.0,CHA,cutting finger roll,,,Plumlee,M. Plumlee,,,,,,,,,,Made,10.0,0.11,C. Martin,1628998.0,2.0,,,,,,,,,,
531,PT10M23.00S,2022-01-26T02:00:47.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,111,91,2022-01-26T02:00:47Z,5210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT10M16.00S,2022-01-26T02:01:09.7Z,4,REGULAR,turnover,traveling,[],1628449,,,1610612761,111,91,2022-01-26T02:01:17Z,5220000,,,0,,C. Boucher traveling TURNOVER (1 TO),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,201246.0,,,,,,,,,,,1.0,,,,,,,,,
533,PT10M06.00S,2022-01-26T02:01:28.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628998,92.06636005256242,45.588235294117645,1610612766,111,91,2022-01-26T02:01:33Z,5230000,-22.0,22.0,1,right,MISS C. Martin cutting Layup - blocked,"[1628998, 1628449]",1610612766.0,CHA,cutting,,,Martin,C. Martin,,,,,,,,,,Missed,,3.13,,,,,Boucher,1628449.0,,,,,,,
534,PT10M06.00S,2022-01-26T02:01:28.7Z,4,REGULAR,block,,[],1628449,,,1610612766,111,91,2022-01-26T02:01:31Z,5240000,,,0,,C. Boucher BLOCK (2 BLK),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT10M03.00S,2022-01-26T02:01:31.7Z,4,REGULAR,rebound,defensive,[],1630201,,,1610612761,111,91,2022-01-26T02:01:33Z,5250000,,,0,,M. Flynn REBOUND (Off:0 Def:1),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,533.0,1.0,1.0,0.0,,,
536,PT10M02.00S,2022-01-26T02:01:34.1Z,4,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612761,111,91,2022-01-26T02:01:51Z,5260000,,,0,,L. Ball shooting personal FOUL (4 PF) (Watanabe 2 FT),"[1630163, 1629139]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,1628487.0,4.0,1.0,Watanabe,1629139.0,,,,,,,,,,,,,,,,
538,PT10M02.00S,2022-01-26T02:02:03.8Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629139,,,1610612761,111,91,2022-01-26T02:02:03Z,5280000,,,0,,MISS Y. Watanabe Free Throw 1 of 2,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,Missed,,,,,,,,,,,,,,,
539,PT10M02.00S,2022-01-26T02:02:03.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,111,91,2022-01-26T02:02:03Z,5290000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,538.0,,,,,,
540,PT10M02.00S,2022-01-26T02:02:17.5Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629139,,,1610612761,111,91,2022-01-26T02:02:17Z,5300000,,,0,,MISS Y. Watanabe Free Throw 2 of 2,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,Missed,,,,,,,,,,,,,,,
