actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
263,PT01M52.00S,2022-01-12T01:25:33.8Z,2,REGULAR,turnover,backcourt,[],1628449,,,1610612761,43,42,2022-01-12T01:25:42Z,2600000,,,0,,C. Boucher backcourt TURNOVER (1 TO),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,1.0,,,1626302.0,,,,,,,,,,,,,,,,,
264,PT01M43.00S,2022-01-12T01:25:54.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",101108,83.39356110381078,59.55882352941176,1610612756,43,42,2022-01-12T01:25:59Z,2610000,48.0,104.0,1,right,MISS C. Paul 11' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,,,,,11.41,Missed,,,,,,,,,,,,,,,
265,PT01M40.00S,2022-01-12T01:25:57.4Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,43,42,2022-01-12T01:25:59Z,2620000,,,0,,P. Siakam REBOUND (Off:0 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,264.0,3.0,3.0,0.0,,,,,,,
267,PT01M29.00S,2022-01-12T01:26:08.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628449,7.5722733245729295,48.77450980392157,1610612761,45,42,2022-01-12T01:26:13Z,2630000,6.0,19.0,1,left,C. Boucher cutting DUNK (4 PTS) (K. Birch 2 AST),"[1628449, 203920]",1610612761.0,TOR,cutting,,,Boucher,C. Boucher,,,,,,,,,1.97,Made,4.0,K. Birch,203920.0,2.0,,,,,,,,,,,
269,PT01M16.00S,2022-01-12T01:26:23.9Z,2,REGULAR,foul,personal,[],1627783,,,1610612756,45,42,2022-01-12T01:26:31Z,2650000,,,0,,P. Siakam personal FOUL (2 PF),"[1627783, 1626164]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,1626302.0,,,,,,,,,,,2.0,0.0,Booker,1626164.0,,,
271,PT01M14.00S,2022-01-12T01:26:43.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628384,,,1610612756,45,42,2022-01-12T01:26:54Z,2670000,,,0,,O. Anunoby personal FOUL (2 PF) (Booker 2 FT),"[1628384, 1626164]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,1627519.0,,,,,,,,,,,2.0,0.0,Booker,1626164.0,,,
273,PT01M14.00S,2022-01-12T01:27:09.2Z,2,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,45,42,2022-01-12T01:27:09Z,2690000,,,0,,MISS D. Booker Free Throw 1 of 2,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,Missed,,,,,,,,,,,,,,,
274,PT01M14.00S,2022-01-12T01:27:09.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,45,42,2022-01-12T01:27:09Z,2700000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,273.0,,,,,,,,,,
275,PT01M14.00S,2022-01-12T01:27:20.9Z,2,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,45,43,2022-01-12T01:27:20Z,2710000,,,0,,D. Booker Free Throw 2 of 2 (4 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
276,PT00M52.20S,2022-01-12T01:27:48.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,7.178055190538765,44.11764705882353,1610612761,47,43,2022-01-12T01:27:52Z,2720000,29.0,15.0,1,left,P. Siakam Layup (12 PTS) (F. VanVleet 2 AST),"[1627783, 1627832]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,3.3,Made,12.0,F. VanVleet,1627832.0,2.0,,,,,,,,,,,
278,PT00M52.20S,2022-01-12T01:27:51.0Z,2,REGULAR,foul,personal,['1freethrow'],1629028,,,1610612761,47,43,2022-01-12T01:27:59Z,2740000,,,0,,D. Ayton shooting personal FOUL (2 PF) (Siakam 1 FT),"[1629028, 1627783]",1610612756.0,PHX,shooting,,,Ayton,D. Ayton,,,,,,,,1626302.0,,,,,,,,,,,2.0,0.0,Siakam,1627783.0,,,
280,PT00M52.20S,2022-01-12T01:28:15.9Z,2,REGULAR,freethrow,1 of 1,[],1627783,,,1610612761,48,43,2022-01-12T01:28:15Z,2760000,,,0,,P. Siakam Free Throw 1 of 1 (13 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
281,PT00M33.40S,2022-01-12T01:28:39.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,48,43,2022-01-12T01:28:39Z,2770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT00M31.50S,2022-01-12T01:28:59.5Z,2,REGULAR,3pt,Jump Shot,[],203109,69.72733245729303,71.07843137254902,1610612756,48,46,2022-01-12T01:29:04Z,2780000,105.0,232.0,1,right,J. Crowder 25' 3PT  (16 PTS) (C. Paul 5 AST),"[203109, 101108]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,25.49,Made,16.0,C. Paul,101108.0,5.0,,,,,,,,,,,
284,PT00M10.00S,2022-01-12T01:29:25.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,19.136005256241788,56.86274509803921,1610612761,48,46,2022-01-12T01:31:37Z,2800000,-34.0,127.0,1,left,MISS P. Siakam 13' fadeaway Shot,[1627783],1610612761.0,TOR,fadeaway,,,Siakam,P. Siakam,,,,,,,,,13.19,Missed,,,,,,,,,,,,,,,
285,PT00M05.70S,2022-01-12T01:29:29.7Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,48,46,2022-01-12T01:29:34Z,2810000,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,284.0,2.0,2.0,0.0,,,,,,,
286,PT00M00.70S,2022-01-12T01:29:34.8Z,2,REGULAR,3pt,Jump Shot,[],203109,71.17279894875165,75.73529411764706,1610612756,48,46,2022-01-12T01:32:38Z,2820000,129.0,218.0,1,right,MISS J. Crowder 25' pullup 3PT,[203109],1610612756.0,PHX,pullup,,,Crowder,J. Crowder,,,,,,,,,25.36,Missed,,,,,,,,,,,,,,,
287,PT00M00.70S,2022-01-12T01:29:34.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,48,46,2022-01-12T01:29:42Z,2830000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,286.0,,,,,,,,,,
288,PT00M00.00S,2022-01-12T01:29:39.5Z,2,REGULAR,period,end,[],0,,,1610612756,48,46,2022-01-12T01:29:39Z,2840000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT12M00.00S,2022-01-12T01:44:23.3Z,3,REGULAR,substitution,out,['startperiod'],1628449,,,1610612756,48,46,2022-01-12T01:44:48Z,2850000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT12M00.00S,2022-01-12T01:44:23.3Z,3,REGULAR,substitution,in,['startperiod'],1629139,,,1610612756,48,46,2022-01-12T01:44:48Z,2860000,,,0,,SUB in: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT12M00.00S,2022-01-12T01:44:58.1Z,3,REGULAR,period,start,[],0,,,1610612761,48,46,2022-01-12T01:44:58Z,2870000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT11M41.00S,2022-01-12T01:45:16.2Z,3,REGULAR,2pt,Jump Shot,[],1627832,78.53153745072274,25.98039215686275,1610612761,48,46,2022-01-12T01:45:20Z,2880000,-120.0,149.0,1,right,MISS F. VanVleet 19' pullup Shot,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,,,,19.16,Missed,,,,,,,,,,,,,,,
293,PT11M38.00S,2022-01-12T01:45:19.2Z,3,REGULAR,rebound,offensive,[],203920,,,1610612761,48,46,2022-01-12T01:45:20Z,2890000,,,0,,K. Birch REBOUND (Off:3 Def:2),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,292.0,5.0,2.0,3.0,,,,,,,
294,PT11M37.00S,2022-01-12T01:45:21.1Z,3,REGULAR,turnover,lost ball,[],203920,,,1610612761,48,46,2022-01-12T01:47:57Z,2900000,,,0,,K. Birch lost ball TURNOVER (1 TO),"[203920, 101108]",1610612761.0,TOR,,,,Birch,K. Birch,,,,,1.0,Paul,101108.0,,,,,,,,,,,,,,,,,,
295,PT11M37.00S,2022-01-12T01:45:21.1Z,3,REGULAR,steal,,[],101108,,,1610612756,48,46,2022-01-12T01:46:54Z,2910000,,,0,,C. Paul STEAL (2 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT11M32.00S,2022-01-12T01:45:25.3Z,3,REGULAR,turnover,bad pass,[],1628969,,,1610612756,48,46,2022-01-12T01:45:29Z,2920000,,,0,,M. Bridges bad pass TURNOVER (1 TO),"[1628969, 1628384]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,1.0,Anunoby,1628384.0,,,,,,,,,,,,,,,,,,
297,PT11M32.00S,2022-01-12T01:45:25.3Z,3,REGULAR,steal,,[],1628384,,,1610612761,48,46,2022-01-12T01:45:27Z,2930000,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT11M16.00S,2022-01-12T01:45:43.1Z,3,REGULAR,turnover,lost ball,[],1627832,,,1610612761,48,46,2022-01-12T01:45:47Z,2940000,,,0,,F. VanVleet lost ball TURNOVER (2 TO),"[1627832, 101108]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,2.0,Paul,101108.0,,,,,,,,,,,,,,,,,,
299,PT11M16.00S,2022-01-12T01:45:43.1Z,3,REGULAR,steal,,[],101108,,,1610612756,48,46,2022-01-12T01:45:45Z,2950000,,,0,,C. Paul STEAL (3 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT11M16.00S,2022-01-12T01:45:46.6Z,3,REGULAR,foul,personal,[],1627832,,,1610612756,48,46,2022-01-12T01:53:49Z,2960000,,,0,,F. VanVleet take personal FOUL (2 PF),"[1627832, 101108]",1610612761.0,TOR,take,,,VanVleet,F. VanVleet,,,,,,,,1626302.0,,,,,,,,,,,2.0,0.0,Paul,101108.0,,,
302,PT10M59.00S,2022-01-12T01:46:14.2Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629028,11.777266754270697,52.20588235294118,1610612756,48,48,2022-01-12T01:46:19Z,2980000,-11.0,58.0,1,left,D. Ayton turnaround Hook (6 PTS) (J. Crowder 2 AST),"[1629028, 203109]",1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,,,,,5.92,Made,6.0,J. Crowder,203109.0,2.0,,,,,,,,,,,
304,PT10M36.00S,2022-01-12T01:46:37.0Z,3,REGULAR,turnover,lost ball,[],1627783,,,1610612761,48,48,2022-01-12T01:46:41Z,3000000,,,0,,P. Siakam lost ball TURNOVER (2 TO),"[1627783, 101108]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,2.0,Paul,101108.0,,,,,,,,,,,,,,,,,,
305,PT10M36.00S,2022-01-12T01:46:37.0Z,3,REGULAR,steal,,[],101108,,,1610612756,48,48,2022-01-12T01:46:39Z,3010000,,,0,,C. Paul STEAL (4 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT10M36.00S,2022-01-12T01:46:41.2Z,3,REGULAR,foul,personal,[],1627783,,,1610612756,48,48,2022-01-12T01:46:48Z,3020000,,,0,,P. Siakam personal FOUL (3 PF),"[1627783, 101108]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,1626302.0,,,,,,,,,,,3.0,0.0,Paul,101108.0,,,
308,PT10M25.00S,2022-01-12T01:47:07.0Z,3,REGULAR,foul,offensive,[],1629028,,,1610612756,48,48,2022-01-12T01:55:17Z,3040000,,,0,,D. Ayton offensive FOUL (3 PF),"[1629028, 203920]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,1626302.0,,,,,,,,,,,3.0,0.0,Birch,203920.0,,,
310,PT10M25.00S,2022-01-12T01:47:07.0Z,3,REGULAR,turnover,offensive foul,[],1629028,,,1610612756,48,48,2022-01-12T01:47:07Z,3060000,,,0,,D. Ayton offensive foul TURNOVER (2 TO),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,2.0,,,1626302.0,,,,,,,,,,,,,,,,,
311,PT10M16.00S,2022-01-12T01:47:25.2Z,3,REGULAR,turnover,bad pass,[],1628384,,,1610612761,48,48,2022-01-12T01:47:29Z,3070000,,,0,,O. Anunoby bad pass TURNOVER (1 TO),"[1628384, 1628969]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,1.0,Bridges,1628969.0,,,,,,,,,,,,,,,,,,
312,PT10M16.00S,2022-01-12T01:47:25.2Z,3,REGULAR,steal,,[],1628969,,,1610612756,48,48,2022-01-12T01:47:27Z,3080000,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT10M11.00S,2022-01-12T01:47:30.2Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203109,6.4881734559789805,98.03921568627452,1610612756,48,48,2022-01-12T01:56:29Z,3090000,-240.0,8.0,1,left,MISS J. Crowder 24' running 3PT,[203109],1610612756.0,PHX,running,,,Crowder,J. Crowder,,,,,,,,,24.04,Missed,,,,,,,,,,,,,,,
314,PT10M07.00S,2022-01-12T01:47:34.2Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,48,48,2022-01-12T01:47:37Z,3100000,,,0,,P. Siakam REBOUND (Off:0 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,313.0,4.0,4.0,0.0,,,,,,,
315,PT09M53.00S,2022-01-12T01:47:47.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,93.38042049934296,57.107843137254896,1610612761,50,48,2022-01-12T01:47:53Z,3110000,36.0,10.0,1,right,P. Siakam driving floating bank Jump Shot (15 PTS),[1627783],1610612761.0,TOR,driving floating bank,,,Siakam,P. Siakam,,,,,,,,,3.68,Made,15.0,,,,,,,,,,,,,,
316,PT09M36.00S,2022-01-12T01:48:04.0Z,3,REGULAR,3pt,Jump Shot,[],1626164,28.07161629434954,84.80392156862744,1610612756,50,51,2022-01-12T01:48:08Z,3120000,-174.0,211.0,1,left,D. Booker 27' 3PT  (7 PTS) (C. Paul 6 AST),"[1626164, 101108]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,27.38,Made,7.0,C. Paul,101108.0,6.0,,,,,,,,,,,
318,PT09M17.00S,2022-01-12T01:48:22.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629139,84.44480946123521,52.94117647058824,1610612761,50,51,2022-01-12T01:48:34Z,3140000,15.0,94.0,1,right,MISS Y. Watanabe 9' floating Shot,[1629139],1610612761.0,TOR,floating,,,Watanabe,Y. Watanabe,,,,,,,,,9.48,Missed,,,,,,,,,,,,,,,
319,PT09M15.00S,2022-01-12T01:48:24.9Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,50,51,2022-01-12T01:48:34Z,3150000,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,318.0,2.0,2.0,0.0,,,,,,,
320,PT09M11.00S,2022-01-12T01:48:32.1Z,3,REGULAR,turnover,out-of-bounds,[],203109,,,1610612756,50,51,2022-01-12T01:48:39Z,3160000,,,0,,J. Crowder bad pass out-of-bounds TURNOVER (2 TO),[203109],1610612756.0,PHX,bad pass,,,Crowder,J. Crowder,,,,,2.0,,,1179.0,,,,,,,,,,,,,,,,,
321,PT08M46.00S,2022-01-12T01:49:01.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627832,90.88370565045992,52.20588235294118,1610612761,50,51,2022-01-12T01:49:10Z,3170000,11.0,33.0,1,right,MISS F. VanVleet driving floating Shot,[1627832],1610612761.0,TOR,driving floating,,,VanVleet,F. VanVleet,,,,,,,,,3.5,Missed,,,,,,,,,,,,,,,
322,PT08M46.00S,2022-01-12T01:49:03.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,50,51,2022-01-12T01:49:03Z,3180000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,321.0,,,,,,,,,,
323,PT08M46.00S,2022-01-12T01:49:04.7Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612761,50,51,2022-01-12T01:49:28Z,3190000,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,,,,1627519.0,,,,,,,,,,,,,,,,,
324,PT08M38.00S,2022-01-12T01:49:27.5Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],101108,18.74178712220762,31.61764705882353,1610612756,50,53,2022-01-12T01:49:43Z,3200000,92.0,124.0,1,left,C. Paul 15' fadeaway Jump Shot (9 PTS),[101108],1610612756.0,PHX,fadeaway,,,Paul,C. Paul,,,,,,,,,15.41,Made,9.0,,,,,,,,,,,,,,
325,PT08M23.00S,2022-01-12T01:49:41.3Z,3,REGULAR,3pt,Jump Shot,[],1628384,80.6340341655716,5.637254901960785,1610612761,53,53,2022-01-12T01:49:45Z,3210000,-222.0,130.0,1,right,O. Anunoby 25' 3PT  (14 PTS) (P. Siakam 6 AST),"[1628384, 1627783]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,25.68,Made,14.0,P. Siakam,1627783.0,6.0,,,,,,,,,,,
327,PT08M13.00S,2022-01-12T01:49:53.2Z,3,REGULAR,foul,offensive,[],1626164,,,1610612756,53,53,2022-01-12T01:52:45Z,3230000,,,0,,D. Booker offensive FOUL (2 PF),"[1626164, 1628384]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,1179.0,,,,,,,,,,,2.0,0.0,Anunoby,1628384.0,,,
331,PT08M13.00S,2022-01-12T01:49:53.2Z,3,REGULAR,turnover,offensive foul,[],1626164,,,1610612756,53,53,2022-01-12T01:49:53Z,3245000,,,0,,D. Booker offensive foul TURNOVER (2 TO),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,2.0,,,1179.0,,,,,,,,,,,,,,,,,
329,PT08M13.00S,2022-01-12T01:50:19.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,53,53,2022-01-12T01:49:53Z,3250000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT08M13.00S,2022-01-12T01:50:28.3Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612761,53,53,2022-01-12T01:49:53Z,3260000,,,0,,,[],1610612761.0,TOR,overturned,,,,,,,,,,,,1179.0,,,,,,,,,,,,,,,Corrected to Offensive Foul on D. Booker,,
332,PT08M13.00S,2022-01-12T01:52:50.0Z,3,REGULAR,substitution,out,[],1629139,,,1610612761,53,53,2022-01-12T01:53:04Z,3270000,,,0,,SUB out: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT08M13.00S,2022-01-12T01:52:50.0Z,3,REGULAR,substitution,in,[],1628449,,,1610612761,53,53,2022-01-12T01:53:04Z,3280000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT07M55.00S,2022-01-12T01:53:27.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627832,81.94809461235218,37.99019607843137,1610612761,53,53,2022-01-12T01:53:37Z,3290000,-60.0,117.0,1,right,MISS F. VanVleet 13' fadeaway Shot,[1627832],1610612761.0,TOR,fadeaway,,,VanVleet,F. VanVleet,,,,,,,,,13.17,Missed,,,,,,,,,,,,,,,
335,PT07M52.00S,2022-01-12T01:53:30.6Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,53,53,2022-01-12T01:53:37Z,3300000,,,0,,D. Ayton REBOUND (Off:0 Def:3),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,334.0,3.0,3.0,0.0,,,,,,,
336,PT07M41.00S,2022-01-12T01:54:38.4Z,3,REGULAR,jumpball,recovered,[],1626164,,,1610612756,53,53,2022-01-12T01:54:38Z,3310000,,,0,,Jump Ball D. Ayton vs. F. VanVleet: Tip to D. Booker,"[1626164, 1629028, 1627832]",1610612756.0,PHX,heldball,D. Booker,1626164.0,Booker,D. Booker,Ayton,1629028.0,VanVleet,1627832.0,,,,,,,,,,,,,,,,,,,,,
339,PT07M36.00S,2022-01-12T01:54:43.1Z,3,REGULAR,3pt,Jump Shot,[],1628969,5.469776609724048,3.431372549019608,1610612756,53,53,2022-01-12T01:54:47Z,3340000,233.0,-1.0,1,left,MISS M. Bridges 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,23.28,Missed,,,,,,,,,,,,,,,
340,PT07M33.00S,2022-01-12T01:54:46.1Z,3,REGULAR,rebound,offensive,[],1629028,,,1610612756,53,53,2022-01-12T01:54:47Z,3350000,,,0,,D. Ayton REBOUND (Off:1 Def:3),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,339.0,4.0,3.0,1.0,,,,,,,
341,PT07M31.00S,2022-01-12T01:54:48.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626164,33.459264126149804,46.81372549019608,1610612756,53,56,2022-01-12T01:54:53Z,3360000,16.0,262.0,1,left,D. Booker 26' 3PT pullup (10 PTS) (C. Paul 7 AST),"[1626164, 101108]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,,,,,26.25,Made,10.0,C. Paul,101108.0,7.0,,,,,,,,,,,
343,PT07M19.00S,2022-01-12T01:55:02.0Z,3,REGULAR,turnover,out-of-bounds,[],1627832,,,1610612761,53,56,2022-01-12T01:55:09Z,3380000,,,0,,F. VanVleet bad pass out-of-bounds TURNOVER (3 TO),[1627832],1610612761.0,TOR,bad pass,,,VanVleet,F. VanVleet,,,,,3.0,,,1627519.0,,,,,,,,,,,,,,,,,
344,PT07M10.00S,2022-01-12T01:55:18.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",101108,20.05584756898817,40.931372549019606,1610612756,53,56,2022-01-12T01:55:22Z,3390000,45.0,136.0,1,left,MISS C. Paul 14' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,,,,,14.33,Missed,,,,,,,,,,,,,,,
345,PT07M10.00S,2022-01-12T01:55:18.0Z,3,REGULAR,rebound,defensive,[],1628449,,,1610612761,53,56,2022-01-12T01:56:01Z,3400000,,,0,,C. Boucher REBOUND (Off:3 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,344.0,6.0,3.0,3.0,,,,,,,
346,PT06M57.00S,2022-01-12T01:55:32.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,86.28449408672799,40.68627450980392,1610612761,55,56,2022-01-12T01:55:37Z,3410000,-47.0,76.0,1,right,P. Siakam 8' turnaround fadeaway Jump Shot (17 PTS),[1627783],1610612761.0,TOR,turnaround fadeaway,,,Siakam,P. Siakam,,,,,,,,,8.95,Made,17.0,,,,,,,,,,,,,,
347,PT06M57.00S,2022-01-12T01:55:35.5Z,3,REGULAR,foul,personal,['1freethrow'],1628969,,,1610612761,55,56,2022-01-12T01:56:03Z,3420000,,,0,,M. Bridges shooting personal FOUL (1 PF) (Siakam 1 FT),"[1628969, 1627783]",1610612756.0,PHX,shooting,,,Bridges,M. Bridges,,,,,,,,1179.0,,,,,,,,,,,1.0,0.0,Siakam,1627783.0,,,
349,PT06M57.00S,2022-01-12T01:56:04.5Z,3,REGULAR,freethrow,1 of 1,[],1627783,,,1610612761,56,56,2022-01-12T01:56:04Z,3440000,,,0,,P. Siakam Free Throw 1 of 1 (18 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Made,18.0,,,,,,,,,,,,,,
350,PT06M41.00S,2022-01-12T01:56:21.2Z,3,REGULAR,2pt,Jump Shot,[],1626164,6.389618922470433,19.852941176470587,1610612756,56,56,2022-01-12T01:56:42Z,3450000,151.0,8.0,1,left,MISS D. Booker 15' fadeaway Shot,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,,,,,15.09,Missed,,,,,,,,,,,,,,,
351,PT06M39.00S,2022-01-12T01:56:23.2Z,3,REGULAR,rebound,offensive,[],1629028,,,1610612756,56,56,2022-01-12T01:56:42Z,3460000,,,0,,D. Ayton REBOUND (Off:2 Def:3),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,350.0,5.0,3.0,2.0,,,,,,,
352,PT06M39.00S,2022-01-12T01:56:25.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,5.590000152587891,50.0,1610612756,56,56,2022-01-12T01:56:25Z,3470000,0.0,0.0,1,left,MISS D. Ayton tip Layup,[1629028],1610612756.0,PHX,tip,,,Ayton,D. Ayton,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,
353,PT06M39.00S,2022-01-12T01:56:36.1Z,3,REGULAR,rebound,offensive,[],1629028,,,1610612756,56,56,2022-01-12T01:56:36Z,3480000,,,0,,D. Ayton REBOUND (Off:3 Def:3),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,352.0,6.0,3.0,3.0,,,,,,,
354,PT06M39.00S,2022-01-12T01:56:39.8Z,3,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612756,56,56,2022-01-12T01:57:02Z,3490000,,,0,,C. Boucher shooting personal FOUL (2 PF) (Ayton 2 FT),"[1628449, 1629028]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,,,,1627519.0,,,,,,,,,,,2.0,0.0,Ayton,1629028.0,,,
