actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT11M24.00S,2022-01-23T23:10:56.1Z,1,REGULAR,stoppage,other,[],0,,,1610612761,0,2,2022-01-23T23:11:02Z,160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,PT11M06.00S,2022-01-23T23:11:17.4Z,1,REGULAR,2pt,Hook,[],1627783,86.41590013140605,69.11764705882352,1610612761,0,2,2022-01-23T23:11:22Z,170000,96.0,75.0,1,right,MISS P. Siakam 12' turnaround Hook,[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,,,,,12.16,Missed,,,,,,,,,,,,,,
18,PT11M04.00S,2022-01-23T23:11:19.4Z,1,REGULAR,rebound,offensive,[],1627832,,,1610612761,0,2,2022-01-23T23:11:19Z,180000,,,0,,F. VanVleet REBOUND (Off:1 Def:0),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,17.0,1.0,0.0,1.0,,,,,,
19,PT11M02.00S,2022-01-23T23:11:21.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630567,89.96386333771353,96.81372549019608,1610612761,0,2,2022-01-23T23:11:29Z,190000,234.0,42.0,1,right,MISS S. Barnes 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,23.78,Missed,,,,,,,,,,,,,,
20,PT10M59.00S,2022-01-23T23:11:24.1Z,1,REGULAR,rebound,defensive,[],203468,,,1610612757,0,2,2022-01-23T23:11:29Z,200000,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,
21,PT10M49.00S,2022-01-23T23:11:34.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,14.273981603153747,55.88235294117647,1610612757,0,2,2022-01-23T23:11:41Z,210000,-29.0,82.0,1,left,MISS A. Simons 8' driving floating Shot,[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,,,,,8.68,Missed,,,,,,,,,,,,,,
22,PT10M48.00S,2022-01-23T23:11:35.1Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,0,2,2022-01-23T23:11:41Z,220000,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,
23,PT10M41.00S,2022-01-23T23:11:42.3Z,1,REGULAR,3pt,Jump Shot,[],1627832,70.25295663600527,17.401960784313726,1610612761,0,2,2022-01-23T23:11:46Z,230000,-163.0,227.0,1,right,MISS F. VanVleet 27' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,27.95,Missed,,,,,,,,,,,,,,
24,PT10M39.00S,2022-01-23T23:11:44.3Z,1,REGULAR,rebound,defensive,[],203468,,,1610612757,0,2,2022-01-23T23:11:46Z,240000,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,23.0,2.0,2.0,0.0,,,,,,
25,PT10M34.00S,2022-01-23T23:11:49.7Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203468,7.440867279894875,73.2843137254902,1610612757,0,4,2022-01-23T23:11:56Z,250000,-116.0,17.0,1,left,C. McCollum 11' step back Jump Shot (2 PTS),[203468],1610612757.0,POR,step back,,,McCollum,C. McCollum,,,,,,,,,11.77,Made,2.0,,,,,,,,,,,,,
26,PT10M15.00S,2022-01-23T23:12:07.9Z,1,REGULAR,3pt,Jump Shot,[],1629018,67.49342969776609,31.862745098039213,1610612761,0,4,2022-01-23T23:12:14Z,260000,-91.0,253.0,1,right,MISS G. Trent Jr. 26' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,,,,,26.89,Missed,,,,,,,,,,,,,,
27,PT10M12.00S,2022-01-23T23:12:10.9Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,0,4,2022-01-23T23:12:14Z,270000,,,0,,J. Nurkic REBOUND (Off:0 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,
28,PT09M59.00S,2022-01-23T23:12:23.8Z,1,REGULAR,3pt,Jump Shot,[],1629642,6.258212877792378,96.07843137254902,1610612757,0,7,2022-01-23T23:12:28Z,280000,-230.0,6.0,1,left,N. Little 3PT  (5 PTS) (A. Simons 1 AST),"[1629642, 1629014]",1610612757.0,POR,,,,Little,N. Little,,,,,,,,,23.05,Made,5.0,A. Simons,1629014.0,1.0,,,,,,,,,,
30,PT09M37.00S,2022-01-23T23:12:45.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,94.43166885676742,52.94117647058824,1610612761,2,7,2022-01-23T23:12:50Z,300000,15.0,0.0,1,right,P. Siakam driving finger roll Layup (2 PTS),[1627783],1610612761.0,TOR,driving finger roll,,,Siakam,P. Siakam,,,,,,,,,1.47,Made,2.0,,,,,,,,,,,,,
31,PT09M22.00S,2022-01-23T23:13:01.1Z,1,REGULAR,turnover,lost ball,[],1629014,,,1610612757,2,7,2022-01-23T23:13:06Z,310000,,,0,,A. Simons lost ball TURNOVER (1 TO),"[1629014, 1629018]",1610612757.0,POR,,,,Simons,A. Simons,,,,,1.0,Trent Jr.,1629018.0,,,,,,,,,,,,,,,,,
32,PT09M22.00S,2022-01-23T23:13:01.1Z,1,REGULAR,steal,,[],1629018,,,1610612761,2,7,2022-01-23T23:13:03Z,320000,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M18.00S,2022-01-23T23:13:05.3Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629018,90.22667542706965,57.35294117647059,1610612761,2,7,2022-01-23T23:20:53Z,330000,37.0,39.0,1,right,MISS G. Trent Jr. driving floating Shot,[1629018],1610612761.0,TOR,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,,,,,5.39,Missed,,,,,,,,,,,,,,
34,PT09M16.00S,2022-01-23T23:13:07.3Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,2,7,2022-01-23T23:13:19Z,340000,,,0,,J. Nurkic REBOUND (Off:0 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,33.0,2.0,2.0,0.0,,,,,,
35,PT09M11.00S,2022-01-23T23:13:14.5Z,1,REGULAR,foul,personal,[],1627832,,,1610612757,2,7,2022-01-23T23:13:32Z,350000,,,0,,F. VanVleet personal FOUL (1 PF),"[1627832, 1629014]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,202056.0,,,,,,,,,,,1.0,0.0,Simons,1629014.0,,
37,PT09M07.00S,2022-01-23T23:13:36.2Z,1,REGULAR,3pt,Jump Shot,[],203468,33.327858081471746,27.941176470588236,1610612757,2,10,2022-01-23T23:13:40Z,370000,110.0,261.0,1,left,C. McCollum 28' 3PT  (5 PTS) (A. Simons 2 AST),"[203468, 1629014]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,28.32,Made,5.0,A. Simons,1629014.0,2.0,,,,,,,,,,
39,PT08M56.00S,2022-01-23T23:13:46.0Z,1,REGULAR,2pt,Jump Shot,[],1630567,85.89027595269383,29.901960784313726,1610612761,2,10,2022-01-23T23:13:52Z,390000,-100.0,80.0,1,right,MISS S. Barnes 12' turnaround Shot,[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,,,,,12.85,Missed,,,,,,,,,,,,,,
40,PT08M54.00S,2022-01-23T23:13:48.0Z,1,REGULAR,rebound,defensive,[],203468,,,1610612757,2,10,2022-01-23T23:13:52Z,400000,,,0,,C. McCollum REBOUND (Off:0 Def:3),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,39.0,3.0,3.0,0.0,,,,,,
41,PT08M39.00S,2022-01-23T23:14:04.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203994,8.09789750328515,56.61764705882353,1610612757,2,10,2022-01-23T23:14:09Z,410000,-33.0,24.0,1,left,MISS J. Nurkic turnaround bank Shot,[203994],1610612757.0,POR,turnaround bank,,,Nurkic,J. Nurkic,,,,,,,,,4.07,Missed,,,,,,,,,,,,,,
42,PT08M36.00S,2022-01-23T23:14:06.5Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,2,10,2022-01-23T23:14:06Z,420000,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,41.0,1.0,1.0,0.0,,,,,,
43,PT08M34.00S,2022-01-23T23:14:14.8Z,1,REGULAR,foul,personal,['2freethrow'],1629014,,,1610612761,2,10,2022-01-23T23:14:24Z,430000,,,0,,A. Simons shooting personal FOUL (1 PF) (VanVleet 2 FT),"[1629014, 1627832]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,,,,101283.0,,,,,,,,,,,1.0,0.0,VanVleet,1627832.0,,
45,PT08M34.00S,2022-01-23T23:14:36.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627832,,,1610612761,3,10,2022-01-23T23:14:36Z,450000,,,0,,F. VanVleet Free Throw 1 of 2 (1 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
46,PT08M34.00S,2022-01-23T23:14:49.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627832,,,1610612761,4,10,2022-01-23T23:14:49Z,460000,,,0,,F. VanVleet Free Throw 2 of 2 (2 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
47,PT08M25.00S,2022-01-23T23:15:02.4Z,1,REGULAR,3pt,Jump Shot,[],1629642,7.966491458607096,3.6764705882352944,1610612757,4,13,2022-01-23T23:15:06Z,470000,232.0,22.0,1,left,N. Little 3PT  (8 PTS) (R. Covington 1 AST),"[1629642, 203496]",1610612757.0,POR,,,,Little,N. Little,,,,,,,,,23.27,Made,8.0,R. Covington,203496.0,1.0,,,,,,,,,,
49,PT08M11.00S,2022-01-23T23:15:15.2Z,1,REGULAR,3pt,Jump Shot,[],1628384,93.64323258869908,3.431372549019608,1610612761,4,13,2022-01-23T23:15:19Z,490000,-233.0,7.0,1,right,MISS O. Anunoby 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,23.29,Missed,,,,,,,,,,,,,,
50,PT08M09.00S,2022-01-23T23:15:17.2Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,4,13,2022-01-23T23:15:19Z,500000,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,
51,PT08M00.00S,2022-01-23T23:15:27.6Z,1,REGULAR,3pt,Jump Shot,[],1629014,30.962549277266753,72.30392156862744,1610612757,4,16,2022-01-23T23:15:32Z,510000,-112.0,239.0,1,left,A. Simons 26' 3PT  (3 PTS) (J. Nurkic 1 AST),"[1629014, 203994]",1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,26.33,Made,3.0,J. Nurkic,203994.0,1.0,,,,,,,,,,
53,PT07M58.00S,2022-01-23T23:15:33.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,4,16,2022-01-23T23:15:33Z,530000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M38.00S,2022-01-23T23:18:40.8Z,1,REGULAR,3pt,Jump Shot,[],1627832,91.5407358738502,3.6764705882352944,1610612761,4,16,2022-01-23T23:18:46Z,540000,-232.0,27.0,1,right,MISS F. VanVleet step back 3PT,[1627832],1610612761.0,TOR,step back,,,VanVleet,F. VanVleet,,,,,,,,,23.32,Missed,,,,,,,,,,,,,,
55,PT07M35.00S,2022-01-23T23:18:43.8Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,4,16,2022-01-23T23:18:46Z,550000,,,0,,S. Barnes REBOUND (Off:1 Def:0),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,54.0,1.0,0.0,1.0,,,,,,
56,PT07M30.00S,2022-01-23T23:18:48.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,93.11760840998686,94.36274509803921,1610612761,4,16,2022-01-23T23:18:57Z,560000,222.0,12.0,1,right,MISS F. VanVleet 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,22.21,Missed,,,,,,,,,,,,,,
57,PT07M26.00S,2022-01-23T23:18:52.1Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,4,16,2022-01-23T23:18:57Z,570000,,,0,,S. Barnes REBOUND (Off:2 Def:0),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,56.0,2.0,0.0,2.0,,,,,,
58,PT07M23.00S,2022-01-23T23:18:55.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629018,84.1819973718791,39.21568627450981,1610612761,4,16,2022-01-23T23:19:01Z,580000,-54.0,96.0,1,right,MISS G. Trent Jr. 11' turnaround Shot,[1629018],1610612761.0,TOR,turnaround,,,Trent Jr.,G. Trent Jr.,,,,,,,,,11.03,Missed,,,,,,,,,,,,,,
59,PT07M23.00S,2022-01-23T23:18:55.4Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,4,16,2022-01-23T23:19:01Z,590000,,,0,,A. Simons REBOUND (Off:0 Def:2),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,58.0,2.0,2.0,0.0,,,,,,
60,PT07M08.00S,2022-01-23T23:19:14.5Z,1,REGULAR,foul,technical,['1freethrow'],1628384,,,1610612757,4,16,2022-01-23T23:19:26Z,600000,,,0,,O. Anunoby defensive-3-second technical FOUL (1 Tech),[1628384],1610612761.0,TOR,defensive-3-second,,,Anunoby,O. Anunoby,,,,,,,,202056.0,,,,,,,,,,,0.0,1.0,,,,
61,PT07M08.00S,2022-01-23T23:19:33.7Z,1,REGULAR,freethrow,1 of 1,[],1629014,,,1610612757,4,17,2022-01-23T23:19:33Z,610000,,,0,,A. Simons technical Free Throw 1 of 1 (4 PTS),[1629014],1610612757.0,POR,technical,,,Simons,A. Simons,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
62,PT07M02.00S,2022-01-23T23:19:52.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,9.806176084099869,44.11764705882353,1610612757,4,17,2022-01-23T23:19:58Z,620000,29.0,40.0,1,left,MISS C. McCollum driving finger roll Layup,[203468],1610612757.0,POR,driving finger roll,,,McCollum,C. McCollum,,,,,,,,,4.94,Missed,,,,,,,,,,,,,,
63,PT07M02.00S,2022-01-23T23:19:52.4Z,1,REGULAR,rebound,offensive,[],203994,,,1610612757,4,17,2022-01-23T23:19:58Z,630000,,,0,,J. Nurkic REBOUND (Off:1 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,62.0,3.0,2.0,1.0,,,,,,
64,PT07M02.00S,2022-01-23T23:19:56.2Z,1,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612757,4,17,2022-01-23T23:20:04Z,640000,,,0,,P. Siakam shooting personal FOUL (1 PF) (Nurkic 2 FT),"[1627783, 203994]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,,,,202056.0,,,,,,,,,,,1.0,0.0,Nurkic,203994.0,,
66,PT07M02.00S,2022-01-23T23:20:16.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203994,,,1610612757,4,18,2022-01-23T23:20:49Z,660000,,,0,,J. Nurkic Free Throw 1 of 2 (1 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
67,PT07M02.00S,2022-01-23T23:20:20.4Z,1,REGULAR,substitution,out,[],1630567,,,1610612757,4,18,2022-01-23T23:20:31Z,670000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M02.00S,2022-01-23T23:20:20.4Z,1,REGULAR,substitution,out,[],1629018,,,1610612757,4,18,2022-01-23T23:20:31Z,680000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M02.00S,2022-01-23T23:20:20.4Z,1,REGULAR,substitution,in,[],1628449,,,1610612757,4,18,2022-01-23T23:20:31Z,690000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M02.00S,2022-01-23T23:20:20.4Z,1,REGULAR,substitution,in,[],1630173,,,1610612757,4,18,2022-01-23T23:20:31Z,700000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,
71,PT07M02.00S,2022-01-23T23:20:16.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203994,,,1610612757,4,18,2022-01-23T23:20:49Z,710000,,,0,,MISS J. Nurkic Free Throw 2 of 2,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,Missed,,,,,,,,,,,,,,
72,PT07M00.00S,2022-01-23T23:20:18.1Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,4,18,2022-01-23T23:20:49Z,720000,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,71.0,2.0,2.0,0.0,,,,,,
73,PT06M40.00S,2022-01-23T23:21:05.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,94.30026281208936,44.85294117647059,1610612761,4,18,2022-01-23T23:21:10Z,730000,-26.0,1.0,1,right,MISS P. Siakam driving Layup - blocked,"[1627783, 203994]",1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,,,,,2.57,Missed,,,,,,,,,,,,,Nurkic,203994.0
74,PT06M40.00S,2022-01-23T23:21:05.9Z,1,REGULAR,block,,[],203994,,,1610612761,4,18,2022-01-23T23:21:08Z,740000,,,0,,J. Nurkic BLOCK (1 BLK),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M37.00S,2022-01-23T23:21:08.9Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612757,4,18,2022-01-23T23:21:10Z,750000,,,0,,N. Little REBOUND (Off:0 Def:1),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,73.0,1.0,1.0,0.0,,,,,,
76,PT06M28.00S,2022-01-23T23:21:18.3Z,1,REGULAR,3pt,Jump Shot,[],203468,7.178055190538765,94.85294117647058,1610612757,4,18,2022-01-23T23:21:24Z,760000,-224.0,15.0,1,left,MISS C. McCollum 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,22.48,Missed,,,,,,,,,,,,,,
77,PT06M25.00S,2022-01-23T23:21:22.1Z,1,REGULAR,rebound,offensive,[],203496,,,1610612757,4,18,2022-01-23T23:21:22Z,770000,,,0,,R. Covington REBOUND (Off:1 Def:0),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,76.0,1.0,0.0,1.0,,,,,,
78,PT06M23.00S,2022-01-23T23:21:23.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629014,23.078186596583443,9.313725490196079,1610612757,4,18,2022-01-23T23:21:28Z,780000,203.0,164.0,1,left,MISS A. Simons 26' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,26.15,Missed,,,,,,,,,,,,,,
79,PT06M20.00S,2022-01-23T23:21:26.8Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,4,18,2022-01-23T23:21:28Z,790000,,,0,,F. VanVleet REBOUND (Off:1 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,78.0,2.0,1.0,1.0,,,,,,
80,PT06M08.00S,2022-01-23T23:21:38.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,94.43166885676742,46.32352941176471,1610612761,4,18,2022-01-23T23:21:49Z,800000,-18.0,0.0,1,right,MISS O. Anunoby driving reverse Layup,[1628384],1610612761.0,TOR,driving reverse,,,Anunoby,O. Anunoby,,,,,,,,,1.84,Missed,,,,,,,,,,,,,,
81,PT06M02.00S,2022-01-23T23:21:44.4Z,1,REGULAR,rebound,offensive,[],1628449,,,1610612761,4,18,2022-01-23T23:26:40Z,810000,,,0,,C. Boucher REBOUND (Off:1 Def:0),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,80.0,1.0,0.0,1.0,,,,,,
82,PT06M02.00S,2022-01-23T23:21:44.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628449,94.40999984741211,50.0,1610612761,4,18,2022-01-23T23:26:45Z,820000,0.0,0.0,1,right,MISS C. Boucher tip Layup,[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,
83,PT06M01.00S,2022-01-23T23:21:45.2Z,1,REGULAR,rebound,defensive,[],203468,,,1610612757,4,18,2022-01-23T23:21:52Z,830000,,,0,,C. McCollum REBOUND (Off:0 Def:4),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,82.0,4.0,4.0,0.0,,,,,,
84,PT05M56.00S,2022-01-23T23:21:50.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203994,7.046649145860711,48.529411764705884,1610612757,4,20,2022-01-23T23:21:57Z,840000,7.0,14.0,1,left,J. Nurkic cutting DUNK (3 PTS) (R. Covington 2 AST),"[203994, 203496]",1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,,,,,1.56,Made,3.0,R. Covington,203496.0,2.0,,,,,,,,,,
