actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
29,PT08M42.00S,2024-01-01T20:14:44.9Z,1,REGULAR,3pt,Jump Shot,[],203944,73.14388961892247,20.833333333333336,1610612752,9,12,2024-01-01T20:15:01Z,290000,False,-146.0,200.0,1,right,J. Randle 24' 3PT pullup (6 PTS) (J. Brunson 2 AST),"[203944, 1628973]",1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,24.74,Made,6.0,J. Brunson,1628973.0,2.0,,,,,,,,,,,,,,
30,PT08M16.00S,2024-01-01T20:15:11.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,9.937582128777924,50.245098039215684,1610612750,9,12,2024-01-01T20:17:06Z,300000,False,-1.0,41.0,1,left,MISS R. Gobert driving Layup,[203497],1610612750.0,MIN,driving,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,4.09,Missed,,,,,,,,,,,,,,,,,,
31,PT08M14.00S,2024-01-01T20:15:13.0Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,9,12,2024-01-01T20:15:20Z,310000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,30.0,,1.0,1.0,0.0,,,,,,,,,
33,PT08M06.00S,2024-01-01T20:15:21.4Z,1,REGULAR,2pt,Jump Shot,[],203944,84.83902759526939,65.93137254901961,1610612752,9,12,2024-01-01T20:17:36Z,320000,False,80.0,90.0,1,right,MISS J. Randle 12' step back Shot,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,12.02,Missed,,,,,,,,,,,,,,,,,,
34,PT08M04.00S,2024-01-01T20:15:23.4Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612752,9,12,2024-01-01T20:15:29Z,330000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Right,,,,,,,33.0,,2.0,1.0,1.0,,,,,,,,,
35,PT07M56.00S,2024-01-01T20:15:31.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628978,75.1149802890933,15.441176470588236,1610612752,12,12,2024-01-01T20:15:35Z,340000,False,-173.0,181.0,1,right,D. DiVincenzo 25' 3PT  (3 PTS) (J. Brunson 3 AST),"[1628978, 1628973]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,25.05,Made,3.0,J. Brunson,1628973.0,3.0,,,,,,,,,,,,,,
106,PT07M41.00S,2024-01-01T20:15:43.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,6.619579500657039,48.529411764705884,1610612750,12,12,2024-01-01T20:31:23Z,365000,False,7.0,10.0,1,left,MISS R. Gobert alley-oop Layup,[203497],1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.22,Missed,,,,,,,,,,,,,,,,,,
107,PT07M41.00S,2024-01-01T20:15:43.9Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,12,12,2024-01-01T20:31:23Z,372500,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,106.0,,1.0,1.0,0.0,,,,,,,,,
39,PT07M37.00S,2024-01-01T20:15:56.8Z,1,REGULAR,turnover,out-of-bounds,[],203944,,,1610612752,12,12,2024-01-01T20:16:07Z,380000,False,,,0,,J. Randle step out-of-bounds TURNOVER (1 TO),[203944],1610612752.0,NYK,step,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,,,,,,,,2004.0,,,,1.0,,,,,,,,
40,PT07M25.00S,2024-01-01T20:16:14.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,26.62614980289093,79.41176470588235,1610612750,12,12,2024-01-01T20:23:53Z,390000,False,-147.0,198.0,1,left,MISS A. Edwards 24' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,24.65,Missed,,,,,,,,,,,,,,,,,,
41,PT07M22.00S,2024-01-01T20:16:17.5Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,12,12,2024-01-01T20:16:17Z,400000,False,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,,,,,40.0,,2.0,2.0,0.0,,,,,,,,,
44,PT07M11.00S,2024-01-01T20:16:29.3Z,1,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612752,12,12,2024-01-01T20:16:43Z,410000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Randle 2 FT),"[1630183, 203944]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1626301.0,,,,,1.0,0.0,Randle,203944.0,,,,
46,PT07M11.00S,2024-01-01T20:17:12.4Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,13,12,2024-01-01T20:17:12Z,430000,False,,,0,,J. Randle Free Throw 1 of 2 (7 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
47,PT07M11.00S,2024-01-01T20:17:34.1Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,14,12,2024-01-01T20:17:34Z,440000,False,,,0,,J. Randle Free Throw 2 of 2 (8 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
48,PT06M56.00S,2024-01-01T20:17:51.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,7.046649145860711,47.794117647058826,1610612750,14,12,2024-01-01T20:24:48Z,450000,False,11.0,14.0,1,left,MISS R. Gobert cutting DUNK - blocked,"[203497, 1628392]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,Hartenstein,1628392.0,,
49,PT06M56.00S,2024-01-01T20:17:51.9Z,1,REGULAR,block,,[],1628392,,,1610612750,14,12,2024-01-01T20:17:54Z,460000,False,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
50,PT06M54.00S,2024-01-01T20:17:53.9Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612752,14,12,2024-01-01T20:17:56Z,470000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,48.0,,1.0,1.0,0.0,,,,,,,,,
51,PT06M51.00S,2024-01-01T20:17:57.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,81.68528252299606,92.8921568627451,1610612752,14,12,2024-01-01T20:25:47Z,480000,False,214.0,120.0,1,right,MISS J. Brunson 24' running 3PT,[1628973],1610612752.0,NYK,running,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,24.56,Missed,,,,,,,,,,,,,,,,,,
52,PT06M49.00S,2024-01-01T20:17:59.8Z,1,REGULAR,rebound,offensive,[],1628384,,,1610612752,14,12,2024-01-01T20:18:07Z,490000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:0),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,,,51.0,,1.0,0.0,1.0,,,,,,,,,
53,PT06M47.00S,2024-01-01T20:18:02.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628384,93.77463863337714,48.529411764705884,1610612752,14,12,2024-01-01T20:26:30Z,500000,False,-7.0,6.0,1,right,MISS O. Anunoby putback Layup,[1628384],1610612752.0,NYK,putback,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.95,Missed,,,,,,,,,,,,,,,,,,
54,PT06M46.00S,2024-01-01T20:18:03.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,14,12,2024-01-01T20:18:12Z,510000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,53.0,,,,,,,,,,,,,
56,PT06M46.00S,2024-01-01T20:18:10.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,14,12,2024-01-01T20:18:10Z,530000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M36.00S,2024-01-01T20:21:20.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203944,81.68528252299606,50.49019607843137,1610612752,16,12,2024-01-01T20:21:24Z,540000,False,2.0,120.0,1,right,J. Randle 11' pullup Jump Shot (10 PTS),[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,11.97,Made,10.0,,,,,,,,,,,,,,,,,
59,PT06M15.00S,2024-01-01T20:21:42.3Z,1,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612750,16,12,2024-01-01T20:22:01Z,550000,False,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (Edwards 2 FT),"[1628392, 1630162]",1610612752.0,NYK,shooting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,1626301.0,,,,,1.0,0.0,Edwards,1630162.0,,,,
61,PT06M15.00S,2024-01-01T20:22:04.1Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,16,13,2024-01-01T20:22:04Z,570000,False,,,0,,A. Edwards Free Throw 1 of 2 (6 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
62,PT06M15.00S,2024-01-01T20:22:34.2Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,16,14,2024-01-01T20:22:34Z,580000,False,,,0,,A. Edwards Free Throw 2 of 2 (7 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
63,PT05M56.00S,2024-01-01T20:22:53.9Z,1,REGULAR,3pt,Jump Shot,[],1628978,81.15965834428384,92.8921568627451,1610612752,16,14,2024-01-01T20:22:59Z,590000,False,214.0,125.0,1,right,MISS D. DiVincenzo 24' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,24.81,Missed,,,,,,,,,,,,,,,,,,
64,PT05M54.00S,2024-01-01T20:22:55.9Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,16,14,2024-01-01T20:22:59Z,600000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,,,63.0,,2.0,2.0,0.0,,,,,,,,,
65,PT05M45.00S,2024-01-01T20:23:08.2Z,1,REGULAR,turnover,out-of-bounds,[],1630162,,,1610612750,16,14,2024-01-01T20:23:16Z,610000,False,,,0,,A. Edwards lost ball out-of-bounds TURNOVER (1 TO),[1630162],1610612750.0,MIN,lost ball,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,2004.0,,,,1.0,,,,,,,,
66,PT05M27.00S,2024-01-01T20:23:28.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203944,81.94809461235218,35.294117647058826,1610612752,16,14,2024-01-01T20:23:37Z,620000,False,-74.0,117.0,1,right,MISS J. Randle 13' turnaround Shot,[203944],1610612752.0,NYK,turnaround,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Left,13.83,Missed,,,,,,,,,,,,,,,,,,
67,PT05M25.00S,2024-01-01T20:23:30.5Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,16,14,2024-01-01T20:23:37Z,630000,False,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,66.0,,3.0,3.0,0.0,,,,,,,,,
68,PT05M18.00S,2024-01-01T20:23:41.0Z,1,REGULAR,foul,personal,[],203944,,,1610612750,16,14,2024-01-01T20:23:50Z,640000,False,,,0,,J. Randle personal FOUL (1 PF),"[203944, 1626157]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left,,,,,,,,2004.0,,,,,1.0,0.0,Towns,1626157.0,,,,
70,PT05M18.00S,2024-01-01T20:23:41.1Z,1,REGULAR,substitution,out,[],1628973,,,1610612750,16,14,2024-01-01T20:24:14Z,660000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M18.00S,2024-01-01T20:23:41.1Z,1,REGULAR,substitution,out,[],203497,,,1610612750,16,14,2024-01-01T20:24:14Z,680000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M18.00S,2024-01-01T20:23:41.1Z,1,REGULAR,substitution,out,[],201144,,,1610612750,16,14,2024-01-01T20:24:14Z,690000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M18.00S,2024-01-01T20:23:41.1Z,1,REGULAR,substitution,in,[],1628404,,,1610612750,16,14,2024-01-01T20:24:14Z,700000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M18.00S,2024-01-01T20:23:41.1Z,1,REGULAR,substitution,in,[],1630540,,,1610612750,16,14,2024-01-01T20:24:14Z,710000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M18.00S,2024-01-01T20:23:41.1Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,16,14,2024-01-01T20:24:14Z,720000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M18.00S,2024-01-01T20:23:41.1Z,1,REGULAR,substitution,in,[],1629638,,,1610612750,16,14,2024-01-01T20:24:14Z,730000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M18.00S,2024-01-01T20:23:41.1Z,1,REGULAR,substitution,out,[],1628384,,,1610612750,16,14,2024-01-01T20:24:26Z,740000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M09.00S,2024-01-01T20:24:35.6Z,1,REGULAR,2pt,Jump Shot,[],1626157,23.73521681997372,79.90196078431373,1610612750,16,16,2024-01-01T20:24:45Z,750000,False,-150.0,171.0,1,left,K. Towns 22' Jump Shot (6 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Left Center,22.68,Made,6.0,,,,,,,,,,,,,,,,,
81,PT04M52.00S,2024-01-01T20:24:52.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,89.56964520367937,50.0,1610612752,16,16,2024-01-01T20:24:57Z,770000,False,0.0,46.0,1,right,MISS J. Randle Layup,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,4.55,Missed,,,,,,,,,,,,,,,,,,
82,PT04M50.00S,2024-01-01T20:24:54.4Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,16,16,2024-01-01T20:24:57Z,780000,False,,,0,,J. Randle REBOUND (Off:1 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,81.0,,2.0,1.0,1.0,,,,,,,,,
83,PT04M49.00S,2024-01-01T20:24:55.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,93.64323258869908,48.77450980392157,1610612752,18,16,2024-01-01T20:25:00Z,790000,False,-6.0,7.0,1,right,J. Randle putback Layup (12 PTS),[203944],1610612752.0,NYK,putback,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,0.95,Made,12.0,,,,,,,,,,,,,,,,,
84,PT04M25.00S,2024-01-01T20:25:19.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,7.703679369250986,49.754901960784316,1610612750,18,16,2024-01-01T20:33:53Z,800000,False,1.0,20.0,1,left,MISS J. McDaniels driving Layup - blocked,"[1630183, 1628978]",1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,,,,,,,DiVincenzo,1628978.0,,
85,PT04M25.00S,2024-01-01T20:25:19.6Z,1,REGULAR,block,,[],1628978,,,1610612750,18,16,2024-01-01T20:25:22Z,810000,False,,,0,,D. DiVincenzo BLOCK (1 BLK),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
86,PT04M23.00S,2024-01-01T20:25:21.6Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,18,16,2024-01-01T20:25:25Z,820000,False,,,0,,J. Randle REBOUND (Off:1 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,84.0,,3.0,2.0,1.0,,,,,,,,,
87,PT04M17.00S,2024-01-01T20:25:27.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,94.56307490144546,48.28431372549019,1610612752,20,16,2024-01-01T20:35:06Z,830000,False,-9.0,-1.0,1,right,J. Randle driving Layup (14 PTS),[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,0.87,Made,14.0,,,,,,,,,,,,,,,,,
88,PT04M00.00S,2024-01-01T20:25:44.5Z,1,REGULAR,3pt,Jump Shot,[],1626157,31.488173455978973,43.872549019607845,1610612750,20,19,2024-01-01T20:25:49Z,840000,False,31.0,243.0,1,left,K. Towns 24' 3PT  (9 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,24.54,Made,9.0,,,,,,,,,,,,,,,,,
