actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
16,PT11M00.00S,2024-01-19T00:43:18.3Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,0,2,2024-01-19T00:43:23Z,160000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,
17,PT10M50.00S,2024-01-19T00:43:27.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,92.06636005256242,49.26470588235294,1610612764,0,2,2024-01-19T00:43:34Z,170000,False,-4.0,22.0,1,right,MISS D. Avdija driving Layup - blocked,"[1630166, 1628384]",1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.24,,,,,Anunoby,1628384.0,,,,,,
18,PT10M50.00S,2024-01-19T00:43:27.9Z,1,REGULAR,block,,[],1628384,,,1610612764,0,2,2024-01-19T00:43:30Z,180000,False,,,0,,O. Anunoby BLOCK (1 BLK),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT10M48.00S,2024-01-19T00:43:29.9Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,0,2,2024-01-19T00:58:47Z,190000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,
20,PT10M46.00S,2024-01-19T00:43:37.5Z,1,REGULAR,turnover,out-of-bounds,[],203944,,,1610612752,0,2,2024-01-19T00:43:47Z,200000,False,,,0,,J. Randle lost ball out-of-bounds TURNOVER (1 TO),[203944],1610612752.0,NYK,lost ball,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,1179.0,,,,,,,,,,,,,,1.0,,,,,
22,PT10M29.00S,2024-01-19T00:43:57.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628963,95.22010512483574,47.30392156862745,1610612764,0,2,2024-01-19T01:46:48Z,220000,False,-13.0,-8.0,1,right,MISS M. Bagley III cutting Layup,[1628963],1610612764.0,WAS,cutting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.55,,,,,,,,,,,,
23,PT10M28.00S,2024-01-19T00:43:59.2Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,0,2,2024-01-19T00:43:59Z,230000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:2),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,22.0,2.0,2.0,0.0,,,,,,,,
24,PT10M20.00S,2024-01-19T00:44:06.8Z,1,REGULAR,foul,personal,['2freethrow'],1628398,,,1610612752,0,2,2024-01-19T00:44:20Z,240000,False,,,0,,K. Kuzma shooting personal FOUL (1 PF) (Anunoby 2 FT),"[1628398, 1628384]",1610612764.0,WAS,shooting,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,1628954.0,1.0,0.0,Anunoby,1628384.0,,,,,,,,,,,,,,,
26,PT10M20.00S,2024-01-19T00:44:33.4Z,1,REGULAR,freethrow,1 of 2,[],1628384,,,1610612752,1,2,2024-01-19T00:44:33Z,260000,False,,,0,,O. Anunoby Free Throw 1 of 2 (1 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
27,PT10M20.00S,2024-01-19T00:44:50.5Z,1,REGULAR,freethrow,2 of 2,[],1628384,,,1610612752,2,2,2024-01-19T00:44:50Z,270000,False,,,0,,O. Anunoby Free Throw 2 of 2 (2 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
28,PT10M05.00S,2024-01-19T00:45:07.1Z,1,REGULAR,3pt,Jump Shot,[],1626145,70.77858081471747,75.24509803921569,1610612764,2,2,2024-01-19T00:45:12Z,280000,False,126.0,222.0,1,right,MISS T. Jones 25' 3PT,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.55,,,,,,,,,,,,
29,PT10M03.00S,2024-01-19T00:45:09.1Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612752,2,2,2024-01-19T00:45:12Z,290000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,
30,PT09M53.00S,2024-01-19T00:45:19.2Z,1,REGULAR,3pt,Jump Shot,[],203944,30.305519053876477,30.392156862745097,1610612752,2,2,2024-01-19T00:45:53Z,300000,False,98.0,232.0,1,left,MISS J. Randle 25' pullup 3PT,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.22,,,,,,,,,,,,
31,PT09M51.00S,2024-01-19T00:45:21.2Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,2,2,2024-01-19T00:45:26Z,310000,False,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,,,,30.0,2.0,2.0,0.0,,,,,,,,
32,PT09M39.00S,2024-01-19T00:45:32.7Z,1,REGULAR,2pt,Jump Shot,[],1629673,80.89684625492772,28.186274509803923,1610612764,2,4,2024-01-19T00:46:22Z,320000,False,-109.0,127.0,1,right,J. Poole 16' step back Jump Shot (2 PTS) (D. Avdija 1 AST),"[1629673, 1630166]",1610612764.0,WAS,step back,,,Poole,J. Poole,,,,,Mid-Range,16-24 Left Center,,,,,,Made,2.0,16.75,,,,,,,,D. Avdija,1630166.0,1.0,,
34,PT09M25.00S,2024-01-19T00:45:51.3Z,1,REGULAR,foul,offensive,[],1628384,,,1610612752,2,4,2024-01-19T00:46:06Z,340000,False,,,0,,O. Anunoby offensive FOUL (1 PF),"[1628384, 1629673]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Center,200833.0,1.0,0.0,Poole,1629673.0,,,,,,,,,,,,,,,
36,PT09M25.00S,2024-01-19T00:45:51.3Z,1,REGULAR,turnover,offensive foul,[],1628384,,,1610612752,2,4,2024-01-19T00:45:51Z,360000,False,,,0,,O. Anunoby offensive foul TURNOVER (1 TO),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Center,200833.0,,,,,,,,,,,,,,1.0,,,,,
37,PT09M12.00S,2024-01-19T00:46:25.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630166,94.43166885676742,51.470588235294116,1610612764,2,6,2024-01-19T00:46:56Z,370000,False,7.0,0.0,1,right,D. Avdija cutting Layup (4 PTS) (M. Bagley III 1 AST),"[1630166, 1628963]",1610612764.0,WAS,cutting,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,0.74,,,,,,,,M. Bagley III,1628963.0,1.0,,
39,PT08M58.00S,2024-01-19T00:46:39.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628392,5.732588699080158,49.26470588235294,1610612752,4,6,2024-01-19T00:46:44Z,390000,False,4.0,1.0,1,left,I. Hartenstein DUNK (2 PTS) (D. DiVincenzo 1 AST),"[1628392, 1628978]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.4,,,,,,,,D. DiVincenzo,1628978.0,1.0,,
41,PT08M42.00S,2024-01-19T00:46:54.7Z,1,REGULAR,3pt,Jump Shot,[],1629673,63.02562417871223,67.8921568627451,1610612764,4,6,2024-01-19T00:47:01Z,410000,False,89.0,295.0,1,right,MISS J. Poole 30' step back 3PT,[1629673],1610612764.0,WAS,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,,,Missed,,30.84,,,,,,,,,,,,
42,PT08M41.00S,2024-01-19T00:46:55.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,4,6,2024-01-19T00:47:01Z,420000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,41.0,,,,,,,,,,,
44,PT08M27.00S,2024-01-19T00:47:19.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,9.674770039421814,50.0,1610612752,6,6,2024-01-19T00:47:51Z,440000,False,0.0,38.0,1,left,J. Randle driving floating Jump Shot (2 PTS),[203944],1610612752.0,NYK,driving floating,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,3.84,,,,,,,,,,,,
45,PT08M09.00S,2024-01-19T00:47:36.3Z,1,REGULAR,3pt,Jump Shot,[],1630166,70.25295663600527,23.52941176470588,1610612764,6,6,2024-01-19T00:47:40Z,450000,False,-132.0,227.0,1,right,MISS D. Avdija 26' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.29,,,,,,,,,,,,
46,PT08M07.00S,2024-01-19T00:47:38.3Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,6,6,2024-01-19T00:47:40Z,460000,False,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,45.0,2.0,2.0,0.0,,,,,,,,
47,PT08M04.00S,2024-01-19T00:47:43.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'defensivegoaltending']",203944,6.783837056504599,49.50980392156863,1610612752,8,6,2024-01-19T00:47:58Z,470000,False,2.0,11.0,1,left,J. Randle running Layup (4 PTS) (J. Brunson 1 AST),"[203944, 1628973]",1610612752.0,NYK,running,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,1.16,,,,,,,,J. Brunson,1628973.0,1.0,,
49,PT08M04.00S,2024-01-19T00:47:48.1Z,1,REGULAR,violation,defensive goaltending,[],1630166,,,1610612752,8,6,2024-01-19T00:47:58Z,490000,False,,,0,,D. Avdija defensive goaltending VIOLATION,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,1179.0,,,,,,,,,,,,,,,,,,,
50,PT07M47.00S,2024-01-19T00:48:05.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,92.72339027595268,45.588235294117645,1610612764,8,6,2024-01-19T00:48:09Z,500000,False,-22.0,16.0,1,right,MISS M. Bagley III driving Layup,[1628963],1610612764.0,WAS,driving,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.72,,,,,,,,,,,,
51,PT07M45.00S,2024-01-19T00:48:07.1Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,8,6,2024-01-19T00:48:09Z,510000,False,,,0,,J. Brunson REBOUND (Off:0 Def:3),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,,50.0,3.0,3.0,0.0,,,,,,,,
52,PT07M36.00S,2024-01-19T00:48:16.4Z,1,REGULAR,3pt,Jump Shot,[],203944,33.590670170827856,55.392156862745104,1610612752,11,6,2024-01-19T00:48:20Z,520000,False,-27.0,263.0,1,left,J. Randle 26' 3PT  (7 PTS) (J. Brunson 2 AST),"[203944, 1628973]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,,,Made,7.0,26.47,,,,,,,,J. Brunson,1628973.0,2.0,,
54,PT07M34.00S,2024-01-19T00:48:22.0Z,1,REGULAR,timeout,full,['team'],0,,,1610612764,11,6,2024-01-19T00:48:22Z,540000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M23.00S,2024-01-19T00:51:21.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,86.28449408672799,44.6078431372549,1610612764,11,6,2024-01-19T00:51:29Z,550000,False,-27.0,76.0,1,right,MISS T. Jones 8' driving floating Shot,[1626145],1610612764.0,WAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,8.1,,,,,,,,,,,,
56,PT07M21.00S,2024-01-19T00:51:23.8Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,11,6,2024-01-19T00:51:29Z,560000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,55.0,1.0,1.0,0.0,,,,,,,,
57,PT07M13.00S,2024-01-19T00:51:32.5Z,1,REGULAR,3pt,Jump Shot,[],203944,31.488173455978973,63.970588235294116,1610612752,14,6,2024-01-19T00:51:37Z,570000,False,-70.0,243.0,1,left,J. Randle 25' 3PT step back (10 PTS) (O. Anunoby 1 AST),"[203944, 1628384]",1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,,,Made,10.0,25.33,,,,,,,,O. Anunoby,1628384.0,1.0,,
59,PT06M59.00S,2024-01-19T00:51:45.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,95.48291721419186,47.05882352941176,1610612764,14,8,2024-01-19T00:52:06Z,590000,False,-15.0,-10.0,1,right,D. Avdija driving finger roll Layup (6 PTS) (T. Jones 1 AST),"[1630166, 1626145]",1610612764.0,WAS,driving finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,1.78,,,,,,,,T. Jones,1626145.0,1.0,,
61,PT06M41.00S,2024-01-19T00:52:03.5Z,1,REGULAR,3pt,Jump Shot,[],203944,26.49474375821288,81.37254901960785,1610612752,14,8,2024-01-19T00:52:34Z,610000,False,-157.0,197.0,1,left,MISS J. Randle 25' step back 3PT,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.15,,,,,,,,,,,,
62,PT06M39.00S,2024-01-19T00:52:05.5Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612752,14,8,2024-01-19T00:52:09Z,620000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:2),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,,,,,,,61.0,3.0,2.0,1.0,,,,,,,,
63,PT06M38.00S,2024-01-19T00:52:06.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628392,6.652431011826544,50.0,1610612752,14,8,2024-01-19T00:52:17Z,630000,False,0.0,10.0,1,left,MISS I. Hartenstein putback DUNK - blocked,"[1628392, 1628398]",1610612752.0,NYK,putback,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.0,,,,,Kuzma,1628398.0,,,,,,
64,PT06M38.00S,2024-01-19T00:52:06.4Z,1,REGULAR,block,,[],1628398,,,1610612752,14,8,2024-01-19T00:52:08Z,640000,False,,,0,,K. Kuzma BLOCK (1 BLK),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
65,PT06M36.00S,2024-01-19T00:52:08.4Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,14,8,2024-01-19T00:52:17Z,650000,False,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,,,,63.0,2.0,2.0,0.0,,,,,,,,
66,PT06M31.00S,2024-01-19T00:52:13.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630166,90.75229960578186,95.09803921568627,1610612764,14,8,2024-01-19T00:53:07Z,660000,False,225.0,34.0,1,right,MISS D. Avdija running 3PT,[1630166],1610612764.0,WAS,running,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,,,,,,Missed,,22.81,,,,,,,,,,,,
67,PT06M27.00S,2024-01-19T00:52:17.2Z,1,REGULAR,rebound,offensive,[],1630166,,,1610612764,14,8,2024-01-19T00:52:17Z,670000,False,,,0,,D. Avdija REBOUND (Off:1 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,,,,,,,,,66.0,3.0,2.0,1.0,,,,,,,,
68,PT06M23.00S,2024-01-19T00:52:20.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629673,67.49342969776609,47.05882352941176,1610612764,14,8,2024-01-19T00:52:29Z,680000,False,-15.0,253.0,1,right,MISS J. Poole 25' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.35,,,,,,,,,,,,
69,PT06M21.00S,2024-01-19T00:52:22.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,14,8,2024-01-19T00:52:29Z,690000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,68.0,,,,,,,,,,,
71,PT06M12.00S,2024-01-19T00:52:44.0Z,1,REGULAR,2pt,Jump Shot,[],1628973,22.026938239159,31.127450980392158,1610612752,16,8,2024-01-19T00:54:08Z,710000,False,94.0,155.0,1,left,J. Brunson 18' step back Jump Shot (2 PTS),[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,,,,,,Made,2.0,18.11,,,,,,,,,,,,
72,PT05M53.00S,2024-01-19T00:53:03.3Z,1,REGULAR,turnover,bad pass,[],1628398,,,1610612764,16,8,2024-01-19T00:53:10Z,720000,False,,,0,,K. Kuzma bad pass TURNOVER (1 TO),"[1628398, 1628392]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,,,,Hartenstein,1628392.0
73,PT05M53.00S,2024-01-19T00:53:03.3Z,1,REGULAR,steal,,[],1628392,,,1610612752,16,8,2024-01-19T00:53:05Z,730000,False,,,0,,I. Hartenstein STEAL (1 STL),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
74,PT05M50.00S,2024-01-19T00:53:08.3Z,1,REGULAR,turnover,out-of-bounds,[],1628978,,,1610612752,16,8,2024-01-19T00:53:12Z,740000,False,,,0,,D. DiVincenzo bad pass out-of-bounds TURNOVER (1 TO),[1628978],1610612752.0,NYK,bad pass,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,200833.0,,,,,,,,,,,,,,1.0,,,,,
75,PT05M50.00S,2024-01-19T00:53:08.4Z,1,REGULAR,substitution,out,[],1630166,,,1610612764,16,8,2024-01-19T00:53:18Z,750000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M50.00S,2024-01-19T00:53:08.4Z,1,REGULAR,substitution,in,[],1641731,,,1610612764,16,8,2024-01-19T00:53:18Z,760000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M36.00S,2024-01-19T00:53:35.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628963,92.72339027595268,55.88235294117647,1610612764,16,10,2024-01-19T00:53:47Z,770000,False,29.0,16.0,1,right,M. Bagley III driving floating Jump Shot (2 PTS) (T. Jones 2 AST),"[1628963, 1626145]",1610612764.0,WAS,driving floating,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,3.34,,,,,,,,T. Jones,1626145.0,2.0,,
79,PT05M12.00S,2024-01-19T00:53:59.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,11.908672798948752,45.34313725490196,1610612752,18,10,2024-01-19T00:54:11Z,790000,False,23.0,59.0,1,left,D. DiVincenzo 6' driving floating Jump Shot (2 PTS) (I. Hartenstein 1 AST),"[1628978, 1628392]",1610612752.0,NYK,driving floating,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,6.38,,,,,,,,I. Hartenstein,1628392.0,1.0,,
81,PT05M02.00S,2024-01-19T00:54:10.0Z,1,REGULAR,3pt,Jump Shot,[],1641731,72.61826544021025,21.07843137254902,1610612764,18,10,2024-01-19T00:55:15Z,810000,False,-145.0,205.0,1,right,MISS B. Coulibaly 25' pullup 3PT,[1641731],1610612764.0,WAS,pullup,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.08,,,,,,,,,,,,
82,PT05M02.00S,2024-01-19T00:54:10.0Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,18,10,2024-01-19T00:55:15Z,820000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:3),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,,,,,,,81.0,4.0,3.0,1.0,,,,,,,,
83,PT04M46.00S,2024-01-19T00:54:27.6Z,1,REGULAR,turnover,out-of-bounds,[],203944,,,1610612752,18,10,2024-01-19T00:54:32Z,830000,False,,,0,,J. Randle bad pass out-of-bounds TURNOVER (2 TO),[203944],1610612752.0,NYK,bad pass,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,200833.0,,,,,,,,,,,,,,2.0,,,,,
84,PT04M46.00S,2024-01-19T00:54:27.7Z,1,REGULAR,substitution,out,[],1628978,,,1610612764,18,10,2024-01-19T00:54:36Z,840000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
