actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
257,PT01M07.00S,2024-02-25T02:33:52.4Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1628404,,,1610612752,56,60,2024-02-25T02:33:52Z,2440000,False,,,0,,MISS J. Hart Free Throw 1 of 1,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
258,PT01M04.00S,2024-02-25T02:33:54.4Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,56,60,2024-02-25T02:33:54Z,2450000,False,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,257.0,3.0,3.0,0.0,,,,,,,,,,,,,
259,PT00M49.30S,2024-02-25T02:34:11.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,7.046649145860711,44.6078431372549,1610612738,56,62,2024-02-25T02:34:14Z,2460000,False,27.0,14.0,1,left,J. Holiday driving Layup (9 PTS),[201950],1610612738.0,BOS,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,3.03,Made,9.0,,,,,,,,,,,,,,,,,
260,PT00M25.30S,2024-02-25T02:34:39.0Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612752,56,62,2024-02-25T02:34:53Z,2470000,False,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,201246.0,,,,,,,,,
261,PT00M04.50S,2024-02-25T02:35:12.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,8.492115637319317,54.65686274509803,1610612738,56,62,2024-02-25T02:35:18Z,2480000,False,-23.0,27.0,1,left,MISS J. Brown driving Layup - blocked,"[1627759, 1630173]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.59,Missed,,,,,,,,,,,,,,,,,Achiuwa,1630173.0
262,PT00M04.50S,2024-02-25T02:35:12.9Z,2,REGULAR,block,,[],1630173,,,1610612738,56,62,2024-02-25T02:35:16Z,2490000,False,,,0,,P. Achiuwa BLOCK (1 BLK),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
263,PT00M00.10S,2024-02-25T02:35:17.3Z,2,REGULAR,rebound,defensive,[],1630540,,,1610612752,56,62,2024-02-25T02:35:18Z,2500000,False,,,0,,M. McBride REBOUND (Off:1 Def:1),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,,,,261.0,2.0,1.0,1.0,,,,,,,,,,,,,
264,PT00M00.10S,2024-02-25T02:35:18.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,92.9862023653088,49.50980392156863,1610612752,58,62,2024-02-25T02:35:25Z,2510000,False,-2.0,13.0,1,right,J. Hart running Layup (7 PTS) (M. McBride 1 AST),"[1628404, 1630540]",1610612752.0,NYK,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,1.36,Made,7.0,,,,,M. McBride,1630540.0,1.0,,,,,,,,,,
266,PT00M00.00S,2024-02-25T02:35:24.9Z,2,REGULAR,period,end,[],0,,,1610612738,58,62,2024-02-25T02:35:24Z,2530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT12M00.00S,2024-02-25T02:52:03.8Z,3,REGULAR,substitution,out,['startperiod'],1630540,,,1610612738,58,62,2024-02-25T02:52:12Z,2540000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT12M00.00S,2024-02-25T02:52:03.8Z,3,REGULAR,substitution,in,['startperiod'],1628392,,,1610612738,58,62,2024-02-25T02:52:12Z,2550000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT12M00.00S,2024-02-25T02:52:08.5Z,3,REGULAR,period,start,[],0,,,1610612752,58,62,2024-02-25T02:52:13Z,2560000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT11M45.00S,2024-02-25T02:52:23.3Z,3,REGULAR,3pt,Jump Shot,[],1628973,26.231931668856767,84.06862745098039,1610612752,58,62,2024-02-25T02:52:28Z,2570000,False,-170.0,194.0,1,left,MISS J. Brunson 25' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,,
271,PT11M40.00S,2024-02-25T02:52:28.3Z,3,REGULAR,rebound,offensive,[],1628392,,,1610612752,58,62,2024-02-25T02:52:28Z,2580000,False,,,0,,I. Hartenstein REBOUND (Off:3 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,,270.0,4.0,1.0,3.0,,,,,,,,,,,,,
272,PT11M28.00S,2024-02-25T02:52:39.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628404,27.151773981603156,16.42156862745098,1610612752,61,62,2024-02-25T02:52:42Z,2590000,False,168.0,203.0,1,left,J. Hart 26' 3PT  (10 PTS) (J. Brunson 4 AST),"[1628404, 1628973]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,26.32,Made,10.0,,,,,J. Brunson,1628973.0,4.0,,,,,,,,,,
274,PT11M07.00S,2024-02-25T02:53:00.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,93.24901445466492,60.5392156862745,1610612738,61,64,2024-02-25T02:53:04Z,2610000,False,53.0,11.0,1,right,D. White driving floating Jump Shot (10 PTS) (J. Holiday 3 AST),"[1628401, 201950]",1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,5.38,Made,10.0,,,,,J. Holiday,201950.0,3.0,,,,,,,,,,
276,PT10M47.00S,2024-02-25T02:53:22.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,14.011169513797633,50.49019607843137,1610612752,63,64,2024-02-25T02:53:26Z,2630000,False,-2.0,79.0,1,left,J. Brunson 7' driving floating Jump Shot (21 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,7.92,Made,21.0,,,,,,,,,,,,,,,,,
277,PT10M47.00S,2024-02-25T02:53:25.2Z,3,REGULAR,foul,personal,['1freethrow'],201950,,,1610612752,63,64,2024-02-25T02:53:34Z,2640000,False,,,0,,J. Holiday shooting personal FOUL (1 PF) (Brunson 1 FT),"[201950, 1628973]",1610612738.0,BOS,shooting,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1162.0,,1.0,0.0,,,Brunson,1628973.0,,
279,PT10M47.00S,2024-02-25T02:53:53.2Z,3,REGULAR,freethrow,1 of 1,[],1628973,,,1610612752,64,64,2024-02-25T02:53:53Z,2660000,False,,,0,,J. Brunson Free Throw 1 of 1 (22 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
280,PT10M30.00S,2024-02-25T02:54:13.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.38042049934296,53.431372549019606,1610612738,64,64,2024-02-25T02:54:16Z,2670000,False,17.0,10.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.97,Missed,,,,,,,,,,,,,,,,,,
281,PT10M27.00S,2024-02-25T02:54:16.4Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612752,64,64,2024-02-25T02:54:16Z,2680000,False,,,0,,P. Achiuwa REBOUND (Off:2 Def:4),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,280.0,6.0,4.0,2.0,,,,,,,,,,,,,
282,PT10M22.00S,2024-02-25T02:54:20.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,31.882391590013142,20.833333333333336,1610612752,64,64,2024-02-25T02:54:25Z,2690000,False,146.0,247.0,1,left,MISS J. Brunson 28' running pullup 3PT,[1628973],1610612752.0,NYK,running pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,28.7,Missed,,,,,,,,,,,,,,,,,,
283,PT10M18.00S,2024-02-25T02:54:24.9Z,3,REGULAR,rebound,offensive,[],1628392,,,1610612752,64,64,2024-02-25T03:08:55Z,2700000,False,,,0,,I. Hartenstein REBOUND (Off:4 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,,282.0,5.0,1.0,4.0,,,,,,,,,,,,,
284,PT10M07.00S,2024-02-25T02:54:34.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628978,24.655059132720105,10.53921568627451,1610612752,64,64,2024-02-25T02:54:39Z,2710000,False,197.0,179.0,1,left,MISS D. DiVincenzo 26' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,26.66,Missed,,,,,,,,,,,,,,,,,,
285,PT10M05.00S,2024-02-25T02:54:36.8Z,3,REGULAR,rebound,offensive,[],1628978,,,1610612752,64,64,2024-02-25T02:54:39Z,2720000,False,,,0,,D. DiVincenzo REBOUND (Off:2 Def:0),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,284.0,2.0,0.0,2.0,,,,,,,,,,,,,
286,PT10M04.00S,2024-02-25T02:54:39.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628978,6.521024967148489,45.34313725490196,1610612752,64,64,2024-02-25T02:54:54Z,2730000,False,23.0,9.0,1,left,MISS D. DiVincenzo putback Layup - blocked,"[1628978, 1628369]",1610612752.0,NYK,putback,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,2.49,Missed,,,,,,,,,,,,,,,,,Tatum,1628369.0
287,PT10M04.00S,2024-02-25T02:54:39.0Z,3,REGULAR,block,,[],1628369,,,1610612752,64,64,2024-02-25T02:54:40Z,2740000,False,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
288,PT10M04.00S,2024-02-25T02:54:39.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,64,64,2024-02-25T02:54:47Z,2750000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,286.0,,,,,,,,,,,,,,,,
289,PT10M04.00S,2024-02-25T02:54:47.5Z,3,REGULAR,foul,personal,[],1628392,,,1610612738,64,64,2024-02-25T02:54:56Z,2760000,False,,,0,,I. Hartenstein loose ball personal FOUL (2 PF),"[1628392, 204001]",1610612752.0,NYK,loose ball,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Right,,,,,,,,,,,202053.0,,2.0,0.0,,,Porzingis,204001.0,,
291,PT09M53.00S,2024-02-25T02:55:12.3Z,3,REGULAR,3pt,Jump Shot,[],1628401,74.98357424441524,84.31372549019608,1610612738,64,67,2024-02-25T02:55:17Z,2780000,False,172.0,183.0,1,right,D. White 25' 3PT  (13 PTS) (K. Porzingis 3 AST),"[1628401, 204001]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,25.07,Made,13.0,,,,,K. Porzingis,204001.0,3.0,,,,,,,,,,
293,PT09M25.00S,2024-02-25T02:55:39.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,16.770696452036795,52.450980392156865,1610612752,64,67,2024-02-25T02:55:42Z,2800000,False,-12.0,105.0,1,left,MISS J. Hart 10' turnaround fadeaway Shot,[1628404],1610612752.0,NYK,turnaround fadeaway,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,10.58,Missed,,,,,,,,,,,,,,,,,,
294,PT09M23.00S,2024-02-25T02:55:42.2Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,64,67,2024-02-25T02:55:42Z,2810000,False,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,293.0,4.0,4.0,0.0,,,,,,,,,,,,,
295,PT09M17.00S,2024-02-25T02:55:50.8Z,3,REGULAR,foul,personal,[],1628392,,,1610612738,64,67,2024-02-25T02:55:55Z,2820000,False,,,0,,I. Hartenstein personal FOUL (3 PF),"[1628392, 204001]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,201246.0,,3.0,0.0,,,Porzingis,204001.0,,
312,PT09M14.00S,2024-02-25T02:56:18.7Z,3,REGULAR,foul,offensive,[],201950,,,1610612738,64,67,2024-02-25T02:59:13Z,2860000,False,,,0,,J. Holiday charge offensive FOUL (2 PF),"[201950, 1628973]",1610612738.0,BOS,charge,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1162.0,,2.0,0.0,,,Brunson,1628973.0,,
313,PT09M14.00S,2024-02-25T02:56:18.7Z,3,REGULAR,turnover,offensive foul,[],201950,,,1610612738,64,67,2024-02-25T02:56:18Z,2875000,False,,,0,,J. Holiday offensive foul TURNOVER (1 TO),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1162.0,1.0,,,,,,,,
302,PT09M00.00S,2024-02-25T02:56:46.6Z,3,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612752,64,67,2024-02-25T02:56:52Z,2890000,False,,,0,,J. Tatum shooting personal FOUL (2 PF) (Hartenstein 2 FT),"[1628369, 1628392]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,,2.0,0.0,,,Hartenstein,1628392.0,,
304,PT09M00.00S,2024-02-25T02:57:10.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628392,,,1610612752,65,67,2024-02-25T02:56:18Z,2910000,False,,,0,,I. Hartenstein Free Throw 1 of 2 (3 PTS),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
305,PT09M00.00S,2024-02-25T02:57:24.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628392,,,1610612752,66,67,2024-02-25T02:56:18Z,2920000,False,,,0,,I. Hartenstein Free Throw 2 of 2 (4 PTS),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
306,PT08M46.00S,2024-02-25T02:57:41.2Z,3,REGULAR,3pt,Jump Shot,[],204001,68.01905387647832,70.09803921568627,1610612738,66,70,2024-02-25T02:57:48Z,2930000,False,100.0,248.0,1,right,K. Porzingis 26' 3PT  (10 PTS) (J. Tatum 3 AST),"[204001, 1628369]",1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,26.77,Made,10.0,,,,,J. Tatum,1628369.0,3.0,,,,,,,,,,
308,PT08M31.00S,2024-02-25T02:57:56.1Z,3,REGULAR,3pt,Jump Shot,[],1630173,28.465834428383708,75.0,1610612752,66,70,2024-02-25T02:58:00Z,2950000,False,-125.0,215.0,1,left,MISS P. Achiuwa 24' 3PT,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,24.88,Missed,,,,,,,,,,,,,,,,,,
309,PT08M28.00S,2024-02-25T02:57:59.1Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,66,70,2024-02-25T02:58:00Z,2960000,False,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,308.0,4.0,3.0,1.0,,,,,,,,,,,,,
310,PT08M24.00S,2024-02-25T02:58:03.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,67.09921156373193,49.50980392156863,1610612738,66,73,2024-02-25T02:58:08Z,2970000,False,-2.0,257.0,1,right,J. Tatum 25' 3PT running pullup (10 PTS),[1628369],1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.68,Made,10.0,,,,,,,,,,,,,,,,,
311,PT08M21.00S,2024-02-25T02:58:10.4Z,3,REGULAR,timeout,full,['team'],0,,,1610612752,66,73,2024-02-25T02:58:10Z,2980000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT08M01.00S,2024-02-25T03:01:54.0Z,3,REGULAR,turnover,traveling,[],1628392,,,1610612752,66,73,2024-02-25T03:02:02Z,2990000,False,,,0,,I. Hartenstein traveling TURNOVER (2 TO),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,2.0,,,,,,,,
316,PT07M49.00S,2024-02-25T03:02:16.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,89.70105124835742,97.54901960784314,1610612738,66,76,2024-02-25T03:02:20Z,3000000,False,238.0,44.0,1,right,J. Brown 24' 3PT  (23 PTS) (J. Holiday 4 AST),"[1627759, 201950]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,24.18,Made,23.0,,,,,J. Holiday,201950.0,4.0,,,,,,,,,,
318,PT07M26.00S,2024-02-25T03:02:39.3Z,3,REGULAR,2pt,Jump Shot,[],1628973,26.363337713534822,35.78431372549019,1610612752,68,76,2024-02-25T03:02:45Z,3020000,False,71.0,195.0,1,left,J. Brunson 20' step back Jump Shot (24 PTS),[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,20.78,Made,24.0,,,,,,,,,,,,,,,,,
319,PT07M26.00S,2024-02-25T03:02:43.9Z,3,REGULAR,foul,personal,['1freethrow'],204001,,,1610612752,68,76,2024-02-25T03:02:53Z,3030000,False,,,0,,K. Porzingis shooting personal FOUL (1 PF) (Brunson 1 FT),"[204001, 1628973]",1610612738.0,BOS,shooting,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,201246.0,,1.0,3.0,,,Brunson,1628973.0,,
321,PT07M26.00S,2024-02-25T03:03:13.2Z,3,REGULAR,freethrow,1 of 1,[],1628973,,,1610612752,69,76,2024-02-25T03:03:13Z,3050000,False,,,0,,J. Brunson Free Throw 1 of 1 (25 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
322,PT07M07.00S,2024-02-25T03:03:38.5Z,3,REGULAR,foul,personal,[],1628404,,,1610612738,69,76,2024-02-25T03:03:47Z,3060000,False,,,0,,J. Hart personal FOUL (1 PF),"[1628404, 204001]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1162.0,,1.0,0.0,,,Porzingis,204001.0,,
324,PT06M56.00S,2024-02-25T03:04:14.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.51182654402102,50.73529411764706,1610612738,69,78,2024-02-25T03:04:18Z,3080000,False,4.0,8.0,1,right,J. Brown driving finger roll Layup (25 PTS),[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.93,Made,25.0,,,,,,,,,,,,,,,,,
325,PT06M38.00S,2024-02-25T03:04:31.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,15.062417871222076,47.05882352941176,1610612752,69,78,2024-02-25T03:04:38Z,3090000,False,15.0,89.0,1,left,MISS J. Brunson 9' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,9.03,Missed,,,,,,,,,,,,,,,,,,
326,PT06M35.00S,2024-02-25T03:04:34.9Z,3,REGULAR,rebound,defensive,[],204001,,,1610612738,69,78,2024-02-25T03:04:38Z,3100000,False,,,0,,K. Porzingis REBOUND (Off:1 Def:2),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,,,,325.0,3.0,2.0,1.0,,,,,,,,,,,,,
327,PT06M18.00S,2024-02-25T03:04:51.7Z,3,REGULAR,3pt,Jump Shot,[],1627759,95.6143232588699,2.696078431372549,1610612738,69,78,2024-02-25T03:04:55Z,3110000,False,-237.0,-11.0,1,right,MISS J. Brown 3PT - blocked,"[1627759, 1628978]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,23.68,Missed,,,,,,,,,,,,,,,,,DiVincenzo,1628978.0
328,PT06M18.00S,2024-02-25T03:04:51.7Z,3,REGULAR,block,,[],1628978,,,1610612738,69,78,2024-02-25T03:04:54Z,3120000,False,,,0,,D. DiVincenzo BLOCK (1 BLK),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
329,PT06M15.00S,2024-02-25T03:04:54.7Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612752,69,78,2024-02-25T03:04:55Z,3130000,False,,,0,,I. Hartenstein REBOUND (Off:4 Def:2),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Left Corner 3,24+ Left,,,,327.0,6.0,2.0,4.0,,,,,,,,,,,,,
330,PT06M09.00S,2024-02-25T03:05:01.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,6.389618922470433,47.05882352941176,1610612752,71,78,2024-02-25T03:05:05Z,3140000,False,15.0,8.0,1,left,J. Hart driving reverse Layup (12 PTS) (J. Brunson 5 AST),"[1628404, 1628973]",1610612752.0,NYK,driving reverse,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,1.65,Made,12.0,,,,,J. Brunson,1628973.0,5.0,,,,,,,,,,
332,PT05M52.00S,2024-02-25T03:05:17.0Z,3,REGULAR,3pt,Jump Shot,[],204001,66.70499342969777,68.38235294117648,1610612738,71,81,2024-02-25T03:05:21Z,3160000,False,92.0,260.0,1,right,K. Porzingis 27' 3PT  (13 PTS) (J. Tatum 4 AST),"[204001, 1628369]",1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,27.62,Made,13.0,,,,,J. Tatum,1628369.0,4.0,,,,,,,,,,
334,PT05M27.00S,2024-02-25T03:05:42.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630173,8.754927726675426,47.05882352941176,1610612752,71,81,2024-02-25T03:05:45Z,3180000,False,15.0,30.0,1,left,MISS P. Achiuwa driving bank Hook,[1630173],1610612752.0,NYK,driving bank,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,3.32,Missed,,,,,,,,,,,,,,,,,,
335,PT05M24.00S,2024-02-25T03:05:45.8Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,71,81,2024-02-25T03:05:45Z,3190000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,334.0,2.0,2.0,0.0,,,,,,,,,,,,,
336,PT05M12.00S,2024-02-25T03:05:57.7Z,3,REGULAR,3pt,Jump Shot,[],201950,95.22010512483574,5.147058823529411,1610612738,71,84,2024-02-25T03:06:02Z,3200000,False,-224.0,-8.0,1,right,J. Holiday 3PT  (12 PTS) (D. White 3 AST),"[201950, 1628401]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,22.44,Made,12.0,,,,,D. White,1628401.0,3.0,,,,,,,,,,
338,PT05M09.00S,2024-02-25T03:06:05.8Z,3,REGULAR,timeout,full,['team'],0,,,1610612752,71,84,2024-02-25T03:06:05Z,3220000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT05M09.00S,2024-02-25T03:06:05.9Z,3,REGULAR,substitution,out,[],1628392,,,1610612752,71,84,2024-02-25T03:09:24Z,3230000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT05M09.00S,2024-02-25T03:06:05.9Z,3,REGULAR,substitution,out,[],201950,,,1610612752,71,84,2024-02-25T03:09:24Z,3240000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT05M09.00S,2024-02-25T03:06:05.9Z,3,REGULAR,substitution,in,[],1630579,,,1610612752,71,84,2024-02-25T03:09:24Z,3250000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT05M09.00S,2024-02-25T03:06:05.9Z,3,REGULAR,substitution,in,[],201143,,,1610612752,71,84,2024-02-25T03:09:24Z,3260000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT04M45.00S,2024-02-25T03:09:50.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,7.5722733245729295,55.63725490196079,1610612752,71,84,2024-02-25T03:09:53Z,3270000,False,-28.0,19.0,1,left,MISS D. DiVincenzo driving floating Shot,[1628978],1610612752.0,NYK,driving floating,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,3.38,Missed,,,,,,,,,,,,,,,,,,
344,PT04M42.00S,2024-02-25T03:09:53.6Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,71,84,2024-02-25T03:10:36Z,3280000,False,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,343.0,5.0,5.0,0.0,,,,,,,,,,,,,
345,PT04M22.00S,2024-02-25T03:10:13.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,94.03745072273325,49.01960784313725,1610612738,71,86,2024-02-25T03:10:20Z,3290000,False,-5.0,4.0,1,right,J. Tatum driving Layup (12 PTS) (J. Brown 3 AST),"[1628369, 1627759]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.6,Made,12.0,,,,,J. Brown,1627759.0,3.0,,,,,,,,,,
