actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
20,PT10M01.00S,2024-03-25T23:45:36.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630164,91.93495400788436,49.26470588235294,1610612765,6,3,2024-03-25T23:45:41Z,200000,False,-4.0,23.0,1,right,MISS J. Wiseman driving Layup - blocked,"[1630164, 1628392]",1610612765.0,DET,driving,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,,2.36,Missed,,,,,,,,,Hartenstein,1628392.0,,
36,PT10M01.00S,2024-03-25T23:45:36.9Z,1,REGULAR,block,,[],1628392,,,1610612765,6,3,2024-03-25T23:50:22Z,205000,False,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M01.00S,2024-03-25T23:45:36.9Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,6,3,2024-03-25T23:50:22Z,210000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,20.0,1.0,1.0,0.0,,,,
22,PT09M47.00S,2024-03-25T23:45:51.2Z,1,REGULAR,3pt,Jump Shot,[],1628978,32.013797634691194,59.55882352941176,1610612752,9,3,2024-03-25T23:45:54Z,220000,False,-48.0,248.0,1,left,D. DiVincenzo 25' 3PT  (5 PTS) (J. Brunson 1 AST),"[1628978, 1628973]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,,,,,,,25.3,Made,5.0,J. Brunson,1628973.0,1.0,,,,,,,,
24,PT09M46.00S,2024-03-25T23:45:57.1Z,1,REGULAR,timeout,full,['team'],0,,,1610612765,9,3,2024-03-25T23:45:57Z,240000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT09M32.00S,2024-03-25T23:49:00.3Z,1,REGULAR,3pt,Jump Shot,[],1641787,92.59198423127464,96.56862745098039,1610612765,9,6,2024-03-25T23:49:04Z,250000,False,233.0,17.0,1,right,T. Evbuomwan 3PT  (3 PTS) (M. Sasser 1 AST),"[1641787, 1631204]",1610612765.0,DET,,,,Evbuomwan,T. Evbuomwan,,,,,Right Corner 3,24+ Right,,,,,,,23.34,Made,3.0,M. Sasser,1631204.0,1.0,,,,,,,,
27,PT09M06.00S,2024-03-25T23:49:26.4Z,1,REGULAR,3pt,Jump Shot,[],1628978,2.9730617608409986,97.05882352941177,1610612752,9,6,2024-03-25T23:49:34Z,270000,False,-235.0,-25.0,1,left,MISS D. DiVincenzo 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,,,,,,,23.66,Missed,,,,,,,,,,,,
28,PT09M03.00S,2024-03-25T23:49:29.4Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612765,9,6,2024-03-25T23:49:34Z,280000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,
29,PT08M56.00S,2024-03-25T23:49:36.2Z,1,REGULAR,3pt,Jump Shot,[],1628972,72.61826544021025,78.92156862745098,1610612765,9,6,2024-03-25T23:51:06Z,290000,False,145.0,205.0,1,right,MISS T. Brown Jr. 25' 3PT,[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,25.08,Missed,,,,,,,,,,,,
30,PT08M51.00S,2024-03-25T23:49:41.2Z,1,REGULAR,rebound,offensive,[],1631093,,,1610612765,9,6,2024-03-25T23:51:06Z,300000,False,,,0,,J. Ivey REBOUND (Off:1 Def:0),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,29.0,1.0,0.0,1.0,,,,
31,PT08M48.00S,2024-03-25T23:49:44.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631093,72.61826544021025,77.69607843137256,1610612765,9,6,2024-03-25T23:49:48Z,310000,False,138.0,205.0,1,right,MISS J. Ivey 24' 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,,,,,24.73,Missed,,,,,,,,,,,,
32,PT08M45.00S,2024-03-25T23:49:47.3Z,1,REGULAR,rebound,offensive,[],1628972,,,1610612765,9,6,2024-03-25T23:49:48Z,320000,False,,,0,,T. Brown Jr. REBOUND (Off:1 Def:1),[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,31.0,2.0,1.0,1.0,,,,
33,PT08M45.00S,2024-03-25T23:49:49.5Z,1,REGULAR,foul,personal,['2freethrow'],1628973,,,1610612765,9,6,2024-03-25T23:49:57Z,330000,False,,,0,,J. Brunson shooting personal FOUL (1 PF) (Brown Jr. 2 FT),"[1628973, 1628972]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,202053.0,1.0,0.0,Brown Jr.,1628972.0,,,,,,,,,,,,,,,
35,PT08M45.00S,2024-03-25T23:50:11.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628972,,,1610612765,9,7,2024-03-25T23:50:11Z,350000,False,,,0,,T. Brown Jr. Free Throw 1 of 2 (1 PTS),[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,
37,PT08M45.00S,2024-03-25T23:50:26.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628972,,,1610612765,9,8,2024-03-25T23:50:26Z,360000,False,,,0,,T. Brown Jr. Free Throw 2 of 2 (2 PTS),[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,
38,PT08M35.00S,2024-03-25T23:50:39.4Z,1,REGULAR,3pt,Jump Shot,[],1630540,26.62614980289093,78.18627450980392,1610612752,12,8,2024-03-25T23:50:45Z,370000,False,-141.0,198.0,1,left,M. McBride 24' 3PT  (3 PTS) (J. Brunson 2 AST),"[1630540, 1628973]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,,,,,,,24.29,Made,3.0,J. Brunson,1628973.0,2.0,,,,,,,,
40,PT08M22.00S,2024-03-25T23:50:53.1Z,1,REGULAR,turnover,lost ball,[],1631093,,,1610612765,12,8,2024-03-25T23:50:56Z,390000,False,,,0,,J. Ivey lost ball TURNOVER (1 TO),"[1631093, 1628978]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Left Center,,,,,,1.0,,,,,,,,,,,,,DiVincenzo,1628978.0
41,PT08M22.00S,2024-03-25T23:50:53.1Z,1,REGULAR,steal,,[],1628978,,,1610612752,12,8,2024-03-25T23:50:54Z,400000,False,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
42,PT08M19.00S,2024-03-25T23:50:57.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628978,6.389618922470433,47.549019607843135,1610612752,14,8,2024-03-25T23:51:01Z,410000,False,12.0,8.0,1,left,D. DiVincenzo running Layup (7 PTS) (I. Hartenstein 3 AST),"[1628978, 1628392]",1610612752.0,NYK,running,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,1.45,Made,7.0,I. Hartenstein,1628392.0,3.0,,,,,,,,
44,PT08M19.00S,2024-03-25T23:51:00.2Z,1,REGULAR,foul,personal,['1freethrow'],1641787,,,1610612752,14,8,2024-03-25T23:51:12Z,430000,False,,,0,,T. Evbuomwan shooting personal FOUL (1 PF) (DiVincenzo 1 FT),"[1641787, 1628978]",1610612765.0,DET,shooting,,,Evbuomwan,T. Evbuomwan,,,,,Restricted Area,0-8 Center,202053.0,1.0,0.0,DiVincenzo,1628978.0,,,,,,,,,,,,,,,
46,PT08M19.00S,2024-03-25T23:51:20.6Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1628978,,,1610612752,14,8,2024-03-25T23:51:22Z,450000,False,,,0,,MISS D. DiVincenzo Free Throw 1 of 1,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
47,PT08M17.00S,2024-03-25T23:51:22.6Z,1,REGULAR,rebound,defensive,[],1630164,,,1610612765,14,8,2024-03-25T23:51:22Z,460000,False,,,0,,J. Wiseman REBOUND (Off:0 Def:1),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,46.0,1.0,1.0,0.0,,,,
48,PT07M54.00S,2024-03-25T23:51:43.9Z,1,REGULAR,turnover,lost ball,[],1628972,,,1610612765,14,8,2024-03-25T23:51:48Z,470000,False,,,0,,T. Brown Jr. lost ball TURNOVER (1 TO),"[1628972, 1628392]",1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1.0,,,,,,,,,,,,,Hartenstein,1628392.0
49,PT07M54.00S,2024-03-25T23:51:43.9Z,1,REGULAR,steal,,[],1628392,,,1610612752,14,8,2024-03-25T23:51:45Z,480000,False,,,0,,I. Hartenstein STEAL (1 STL),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
50,PT07M47.00S,2024-03-25T23:51:51.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628404,33.327858081471746,44.11764705882353,1610612752,17,8,2024-03-25T23:51:55Z,490000,False,29.0,261.0,1,left,J. Hart 26' 3PT  (5 PTS) (M. McBride 1 AST),"[1628404, 1630540]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,,,,,26.25,Made,5.0,M. McBride,1630540.0,1.0,,,,,,,,
52,PT07M31.00S,2024-03-25T23:52:07.1Z,1,REGULAR,2pt,Jump Shot,[],1630164,70.90998685939553,51.71568627450981,1610612765,17,8,2024-03-25T23:52:11Z,510000,False,9.0,221.0,1,right,MISS J. Wiseman 22' Jump Shot,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Mid-Range,16-24 Center,,,,,,,22.11,Missed,,,,,,,,,,,,
53,PT07M28.00S,2024-03-25T23:52:10.1Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,17,8,2024-03-25T23:52:11Z,520000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,52.0,1.0,1.0,0.0,,,,
54,PT07M17.00S,2024-03-25T23:52:21.5Z,1,REGULAR,3pt,Jump Shot,[],1628973,7.440867279894875,4.166666666666666,1610612752,20,8,2024-03-25T23:52:24Z,530000,False,229.0,17.0,1,left,J. Brunson 3PT  (3 PTS) (J. Hart 2 AST),"[1628973, 1628404]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,,,,,,,22.99,Made,3.0,J. Hart,1628404.0,2.0,,,,,,,,
56,PT06M52.00S,2024-03-25T23:52:46.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631204,80.6340341655716,56.372549019607845,1610612765,20,8,2024-03-25T23:52:49Z,550000,False,32.0,130.0,1,right,MISS M. Sasser 13' pullup Shot,[1631204],1610612765.0,DET,pullup,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,13.34,Missed,,,,,,,,,,,,
57,PT06M50.00S,2024-03-25T23:52:48.2Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,20,8,2024-03-25T23:52:49Z,560000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:2),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,56.0,2.0,2.0,0.0,,,,
58,PT06M45.00S,2024-03-25T23:52:53.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,28.728646517739815,25.245098039215684,1610612752,20,8,2024-03-25T23:52:58Z,570000,False,124.0,218.0,1,left,MISS J. Brunson 25' running pullup 3PT,[1628973],1610612752.0,NYK,running pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,,25.03,Missed,,,,,,,,,,,,
59,PT06M43.00S,2024-03-25T23:52:55.3Z,1,REGULAR,rebound,defensive,[],1641787,,,1610612765,20,8,2024-03-25T23:52:58Z,580000,False,,,0,,T. Evbuomwan REBOUND (Off:0 Def:1),[1641787],1610612765.0,DET,,,,Evbuomwan,T. Evbuomwan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,58.0,1.0,1.0,0.0,,,,
60,PT06M38.00S,2024-03-25T23:53:00.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631093,73.14388961892247,17.401960784313726,1610612765,20,8,2024-03-25T23:55:01Z,590000,False,-163.0,200.0,1,right,MISS J. Ivey 25' running pullup 3PT,[1631093],1610612765.0,DET,running pullup,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,,,,,,,25.79,Missed,,,,,,,,,,,,
61,PT06M34.00S,2024-03-25T23:53:04.9Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612752,20,8,2024-03-25T23:53:06Z,600000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,60.0,1.0,1.0,0.0,,,,
62,PT06M24.00S,2024-03-25T23:53:14.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,17.69053876478318,47.794117647058826,1610612752,20,8,2024-03-25T23:53:18Z,610000,False,11.0,114.0,1,left,MISS I. Hartenstein 11' floating Shot,[1628392],1610612752.0,NYK,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,11.43,Missed,,,,,,,,,,,,
63,PT06M22.00S,2024-03-25T23:53:16.1Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612752,20,8,2024-03-25T23:53:18Z,620000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:2),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,62.0,3.0,2.0,1.0,,,,
64,PT06M21.00S,2024-03-25T23:53:17.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628392,5.601182654402102,50.0,1610612752,22,8,2024-03-25T23:53:20Z,630000,False,0.0,0.0,1,left,I. Hartenstein putback Layup (4 PTS),[1628392],1610612752.0,NYK,putback,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,0.02,Made,4.0,,,,,,,,,,,
65,PT06M14.00S,2024-03-25T23:53:27.4Z,1,REGULAR,foul,personal,[],1628973,,,1610612765,22,8,2024-03-25T23:53:42Z,640000,False,,,0,,J. Brunson personal FOUL (2 PF),"[1628973, 1631093]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,200834.0,2.0,0.0,Ivey,1631093.0,,,,,,,,,,,,,,,
67,PT06M14.00S,2024-03-25T23:53:27.5Z,1,REGULAR,substitution,out,[],1628972,,,1610612765,22,8,2024-03-25T23:53:40Z,660000,False,,,0,,SUB out: T. Brown Jr.,[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M14.00S,2024-03-25T23:53:27.5Z,1,REGULAR,substitution,in,[],1630201,,,1610612765,22,8,2024-03-25T23:53:40Z,670000,False,,,0,,SUB in: M. Flynn,[1630201],1610612765.0,DET,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M04.00S,2024-03-25T23:54:02.4Z,1,REGULAR,3pt,Jump Shot,[],1631204,94.95729303547962,2.941176470588235,1610612765,22,8,2024-03-25T23:54:09Z,680000,False,-235.0,-5.0,1,right,MISS M. Sasser 3PT,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Left Corner 3,24+ Left,,,,,,,23.54,Missed,,,,,,,,,,,,
70,PT06M01.00S,2024-03-25T23:54:05.4Z,1,REGULAR,rebound,defensive,[],1630540,,,1610612752,22,8,2024-03-25T23:54:15Z,690000,False,,,0,,M. McBride REBOUND (Off:0 Def:1),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,69.0,1.0,1.0,0.0,,,,
71,PT05M48.00S,2024-03-25T23:54:20.7Z,1,REGULAR,foul,personal,[],1630164,,,1610612752,22,8,2024-03-25T23:54:30Z,700000,False,,,0,,J. Wiseman personal FOUL (1 PF),"[1630164, 1628392]",1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,200834.0,1.0,0.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,
73,PT05M45.00S,2024-03-25T23:54:42.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630540,6.652431011826544,49.01960784313725,1610612752,22,8,2024-03-25T23:54:53Z,720000,False,5.0,10.0,1,left,MISS M. McBride alley-oop Layup,[1630540],1610612752.0,NYK,alley-oop,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,,,,,,,1.11,Missed,,,,,,,,,,,,
74,PT05M43.00S,2024-03-25T23:54:44.6Z,1,REGULAR,rebound,defensive,[],1630164,,,1610612765,22,8,2024-03-25T23:54:47Z,730000,False,,,0,,J. Wiseman REBOUND (Off:0 Def:2),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,73.0,2.0,2.0,0.0,,,,
75,PT05M33.00S,2024-03-25T23:54:54.5Z,1,REGULAR,3pt,Jump Shot,[],1631093,67.36202365308804,38.23529411764706,1610612765,22,8,2024-03-25T23:56:52Z,740000,False,-59.0,254.0,1,right,MISS J. Ivey 26' 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,,,,,,,26.1,Missed,,,,,,,,,,,,
76,PT05M31.00S,2024-03-25T23:54:56.5Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,22,8,2024-03-25T23:54:58Z,750000,False,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,75.0,2.0,2.0,0.0,,,,
77,PT05M30.00S,2024-03-25T23:55:02.0Z,1,REGULAR,foul,personal,[],1631093,,,1610612752,22,8,2024-03-25T23:55:13Z,760000,False,,,0,,J. Ivey personal FOUL (1 PF),"[1631093, 1628978]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,202053.0,1.0,0.0,DiVincenzo,1628978.0,,,,,,,,,,,,,,,
79,PT05M21.00S,2024-03-25T23:55:33.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,6.1268068331143235,55.63725490196079,1610612752,24,8,2024-03-25T23:55:54Z,780000,False,-28.0,5.0,1,left,I. Hartenstein cutting Layup (6 PTS),[1628392],1610612752.0,NYK,cutting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,2.87,Made,6.0,,,,,,,,,,,
80,PT05M14.00S,2024-03-25T23:55:40.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,93.51182654402102,47.30392156862745,1610612765,24,8,2024-03-25T23:55:48Z,790000,False,-13.0,8.0,1,right,MISS J. Ivey driving Layup,[1631093],1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,1.6,Missed,,,,,,,,,,,,
81,PT05M14.00S,2024-03-25T23:55:40.1Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,24,8,2024-03-25T23:55:48Z,800000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:3),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,80.0,4.0,3.0,1.0,,,,
82,PT05M09.00S,2024-03-25T23:55:50.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,6.783837056504599,49.26470588235294,1610612752,24,8,2024-03-25T23:56:02Z,810000,False,4.0,11.0,1,left,MISS J. Hart driving Layup - blocked,"[1628404, 1630201]",1610612752.0,NYK,driving,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,1.19,Missed,,,,,,,,,Flynn,1630201.0,,
83,PT05M09.00S,2024-03-25T23:55:50.4Z,1,REGULAR,block,,[],1630201,,,1610612752,24,8,2024-03-25T23:55:53Z,820000,False,,,0,,M. Flynn BLOCK (1 BLK),[1630201],1610612765.0,DET,,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
84,PT05M08.00S,2024-03-25T23:55:51.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,24,8,2024-03-25T23:56:02Z,830000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,82.0,,,,,,,
