actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
19,PT10M08.00S,2024-02-27T00:43:22.7Z,1,REGULAR,foul,personal,['2freethrow'],1628978,,,1610612765,4,5,2024-02-27T00:43:36Z,190000,False,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (Thompson 2 FT),"[1628978, 1641709]",1610612752.0,NYK,shooting,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,1155.0,,,,,,,,,,,,1.0,0.0,Thompson,1641709.0,,,,
21,PT10M08.00S,2024-02-27T00:43:49.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1641709,,,1610612765,4,5,2024-02-27T00:44:19Z,210000,False,,,0,,MISS A. Thompson Free Throw 1 of 2,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
22,PT10M08.00S,2024-02-27T00:43:49.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612765,4,5,2024-02-27T00:44:19Z,220000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,
23,PT10M08.00S,2024-02-27T00:43:49.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1641709,,,1610612765,4,5,2024-02-27T00:44:19Z,230000,False,,,0,,MISS A. Thompson Free Throw 2 of 2,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
24,PT10M06.00S,2024-02-27T00:43:51.9Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612752,4,5,2024-02-27T00:44:19Z,240000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,23.0,2.0,1.0,1.0,,,,,,,,,,,,
25,PT10M02.00S,2024-02-27T00:44:24.4Z,1,REGULAR,foul,personal,[],1641709,,,1610612752,4,5,2024-02-27T00:44:28Z,250000,False,,,0,,A. Thompson personal FOUL (1 PF),"[1641709, 1628973]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,1627529.0,,,,,,,,,,,,1.0,0.0,Brunson,1628973.0,,,,
27,PT09M54.00S,2024-02-27T00:44:45.3Z,1,REGULAR,3pt,Jump Shot,[],1628978,71.96123521681997,81.12745098039215,1610612752,4,5,2024-02-27T00:44:51Z,270000,False,156.0,211.0,1,right,MISS D. DiVincenzo 26' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,26.22,Missed,,,,,,,,,,,,,,,,
28,PT09M52.00S,2024-02-27T00:44:47.3Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,4,5,2024-02-27T00:44:51Z,280000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,
29,PT09M38.00S,2024-02-27T00:45:01.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631323,6.389618922470433,45.83333333333333,1610612765,4,7,2024-02-27T00:45:06Z,290000,False,21.0,8.0,1,left,S. Fontecchio driving Layup (2 PTS) (J. Ivey 2 AST),"[1631323, 1631093]",1610612765.0,DET,driving,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,,,2.21,Made,,,,,2.0,J. Ivey,1631093.0,2.0,,,,,,,,
31,PT09M21.00S,2024-02-27T00:45:18.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,93.64323258869908,45.83333333333333,1610612752,6,7,2024-02-27T00:45:21Z,310000,False,-21.0,7.0,1,right,J. Brunson driving Layup (4 PTS),[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,2.2,Made,,,,,4.0,,,,,,,,,,,
32,PT09M09.00S,2024-02-27T00:45:29.8Z,1,REGULAR,3pt,Jump Shot,[],1630595,13.87976346911958,4.6568627450980395,1610612765,6,10,2024-02-27T00:46:00Z,320000,False,227.0,78.0,1,left,C. Cunningham 3PT pullup (6 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Right Corner 3,24+ Right,,,23.97,Made,,,,,6.0,,,,,,,,,,,
33,PT08M43.00S,2024-02-27T00:45:55.9Z,1,REGULAR,3pt,Jump Shot,[],1628978,71.56701708278581,81.61764705882352,1610612752,6,10,2024-02-27T00:46:00Z,330000,False,158.0,215.0,1,right,MISS D. DiVincenzo 26' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,26.67,Missed,,,,,,,,,,,,,,,,
34,PT08M41.00S,2024-02-27T00:45:57.9Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,6,10,2024-02-27T00:46:00Z,340000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,
35,PT08M36.00S,2024-02-27T00:46:03.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631093,6.1268068331143235,52.450980392156865,1610612765,6,10,2024-02-27T00:46:11Z,350000,False,-12.0,5.0,1,left,MISS J. Ivey running Layup,[1631093],1610612765.0,DET,running,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,1.33,Missed,,,,,,,,,,,,,,,,
36,PT08M34.00S,2024-02-27T00:46:05.7Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,6,10,2024-02-27T00:46:11Z,360000,False,,,0,,J. Duren REBOUND (Off:1 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,35.0,1.0,0.0,1.0,,,,,,,,,,,,
37,PT08M34.00S,2024-02-27T00:46:07.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1631105,5.590000152587891,50.0,1610612765,6,10,2024-02-27T00:47:37Z,370000,False,0.0,0.0,1,left,MISS J. Duren tip Layup,[1631105],1610612765.0,DET,tip,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
38,PT08M32.00S,2024-02-27T00:46:09.7Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,6,10,2024-02-27T00:46:18Z,380000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,
39,PT08M23.00S,2024-02-27T00:46:19.4Z,1,REGULAR,foul,personal,['2freethrow'],1631323,,,1610612752,6,10,2024-02-27T00:46:25Z,390000,False,,,0,,S. Fontecchio shooting personal FOUL (1 PF) (Hartenstein 2 FT),"[1631323, 1628392]",1610612765.0,DET,shooting,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,202058.0,,,,,,,,,,,,1.0,0.0,Hartenstein,1628392.0,,,,
41,PT08M23.00S,2024-02-27T00:46:45.5Z,1,REGULAR,freethrow,1 of 2,[],1628392,,,1610612752,7,10,2024-02-27T00:46:45Z,410000,False,,,0,,I. Hartenstein Free Throw 1 of 2 (1 PTS),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
42,PT08M23.00S,2024-02-27T00:47:01.1Z,1,REGULAR,freethrow,2 of 2,[],1628392,,,1610612752,8,10,2024-02-27T00:47:01Z,420000,False,,,0,,I. Hartenstein Free Throw 2 of 2 (2 PTS),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,
43,PT08M03.00S,2024-02-27T00:47:23.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,15.719448094612352,44.6078431372549,1610612765,8,10,2024-02-27T00:47:30Z,430000,False,27.0,95.0,1,left,MISS J. Ivey 9' driving floating Shot,[1631093],1610612765.0,DET,driving floating,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,,,9.91,Missed,,,,,,,,,,,,,,,,
44,PT08M01.00S,2024-02-27T00:47:25.1Z,1,REGULAR,rebound,offensive,[],1631093,,,1610612765,8,10,2024-02-27T00:47:30Z,440000,False,,,0,,J. Ivey REBOUND (Off:1 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,,,,,43.0,2.0,1.0,1.0,,,,,,,,,,,,
45,PT07M59.00S,2024-02-27T00:47:26.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631093,6.389618922470433,51.71568627450981,1610612765,8,12,2024-02-27T00:47:34Z,450000,False,-9.0,8.0,1,left,J. Ivey putback Layup (2 PTS),[1631093],1610612765.0,DET,putback,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,1.15,Made,,,,,2.0,,,,,,,,,,,
46,PT07M47.00S,2024-02-27T00:47:38.7Z,1,REGULAR,3pt,Jump Shot,[],1628973,72.61826544021025,78.92156862745098,1610612752,8,12,2024-02-27T00:47:44Z,460000,False,145.0,205.0,1,right,MISS J. Brunson 25' 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,25.08,Missed,,,,,,,,,,,,,,,,
47,PT07M45.00S,2024-02-27T00:47:40.7Z,1,REGULAR,rebound,defensive,[],1631323,,,1610612765,8,12,2024-02-27T00:47:44Z,470000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:1),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,
48,PT07M36.00S,2024-02-27T00:47:50.1Z,1,REGULAR,2pt,Jump Shot,[],1630595,7.835085413929041,29.166666666666668,1610612765,8,14,2024-02-27T00:47:54Z,480000,False,104.0,21.0,1,left,C. Cunningham 10' driving floating Jump Shot (8 PTS),[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Right,,,10.63,Made,,,,,8.0,,,,,,,,,,,
49,PT07M28.00S,2024-02-27T00:48:00.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,8,14,2024-02-27T00:48:00Z,490000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M17.00S,2024-02-27T00:51:17.3Z,1,REGULAR,2pt,Jump Shot,[],1628973,83.65637319316689,32.1078431372549,1610612752,10,14,2024-02-27T00:51:20Z,500000,False,-89.0,101.0,1,right,J. Brunson 13' pullup Jump Shot (6 PTS) (D. DiVincenzo 1 AST),"[1628973, 1628978]",1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,,,13.5,Made,,,,,6.0,D. DiVincenzo,1628978.0,1.0,,,,,,,,
52,PT07M02.00S,2024-02-27T00:51:31.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,9.411957950065702,47.05882352941176,1610612765,10,14,2024-02-27T00:51:36Z,520000,False,15.0,36.0,1,left,MISS J. Duren driving Layup - blocked,"[1631105, 1630173]",1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,3.89,Missed,,,,,,,,,,,,,Achiuwa,1630173.0,,
53,PT07M02.00S,2024-02-27T00:51:31.7Z,1,REGULAR,block,,[],1630173,,,1610612765,10,14,2024-02-27T00:51:33Z,530000,False,,,0,,P. Achiuwa BLOCK (1 BLK),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT07M01.00S,2024-02-27T00:51:32.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,10,14,2024-02-27T00:51:36Z,540000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,52.0,,,,,,,,,,,,,,,
56,PT06M40.00S,2024-02-27T00:51:59.6Z,1,REGULAR,turnover,bad pass,[],1628392,,,1610612752,10,14,2024-02-27T01:13:52Z,560000,False,,,0,,I. Hartenstein bad pass TURNOVER (1 TO),"[1628392, 1631093]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,16-24 Left Center,,1.0,,,,,,,,,,,,,,,,,Ivey,1631093.0
57,PT06M40.00S,2024-02-27T00:51:59.6Z,1,REGULAR,steal,,[],1631093,,,1610612765,10,14,2024-02-27T01:11:56Z,570000,False,,,0,,J. Ivey STEAL (1 STL),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
58,PT06M35.00S,2024-02-27T00:52:04.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631093,28.203022339027594,22.30392156862745,1610612765,10,14,2024-02-27T00:52:11Z,580000,False,138.0,213.0,1,left,MISS J. Ivey 25' running pullup 3PT,[1631093],1610612765.0,DET,running pullup,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,25.37,Missed,,,,,,,,,,,,,,,,
59,PT06M33.00S,2024-02-27T00:52:06.7Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,10,14,2024-02-27T00:52:06Z,590000,False,,,0,,J. Duren REBOUND (Off:2 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,58.0,2.0,0.0,2.0,,,,,,,,,,,,
60,PT06M31.00S,2024-02-27T00:52:08.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631093,27.414586070959263,21.07843137254902,1610612765,10,17,2024-02-27T00:52:13Z,600000,False,145.0,205.0,1,left,J. Ivey 25' 3PT  (5 PTS) (A. Thompson 1 AST),"[1631093, 1641709]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,25.1,Made,,,,,5.0,A. Thompson,1641709.0,1.0,,,,,,,,
62,PT06M05.00S,2024-02-27T00:52:34.0Z,1,REGULAR,3pt,Jump Shot,[],1628973,69.59592641261499,79.41176470588235,1610612752,13,17,2024-02-27T00:52:38Z,620000,False,147.0,233.0,1,right,J. Brunson 27' 3PT pullup (9 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,27.58,Made,,,,,9.0,,,,,,,,,,,
63,PT05M51.00S,2024-02-27T00:52:48.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,6.521024967148489,51.225490196078425,1610612765,13,17,2024-02-27T00:52:54Z,630000,False,-6.0,9.0,1,left,MISS J. Ivey driving Layup,[1631093],1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,1.07,Missed,,,,,,,,,,,,,,,,
64,PT05M49.00S,2024-02-27T00:52:50.0Z,1,REGULAR,rebound,offensive,[],1630595,,,1610612765,13,17,2024-02-27T00:52:54Z,640000,False,,,0,,C. Cunningham REBOUND (Off:1 Def:0),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,63.0,1.0,0.0,1.0,,,,,,,,,,,,
65,PT05M39.00S,2024-02-27T00:52:59.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641709,28.203022339027594,78.43137254901961,1610612765,13,17,2024-02-27T00:53:06Z,650000,False,-142.0,213.0,1,left,MISS A. Thompson 25' 3PT,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,25.58,Missed,,,,,,,,,,,,,,,,
66,PT05M36.00S,2024-02-27T00:53:02.3Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,13,17,2024-02-27T00:53:06Z,660000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:2),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,,,65.0,2.0,2.0,0.0,,,,,,,,,,,,
67,PT05M30.00S,2024-02-27T00:53:08.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,71.96123521681997,18.627450980392158,1610612752,16,17,2024-02-27T01:48:29Z,670000,False,-157.0,211.0,1,right,J. Brunson 26' 3PT running (12 PTS) (D. DiVincenzo 2 AST),"[1628973, 1628978]",1610612752.0,NYK,running,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,26.3,Made,,,,,12.0,D. DiVincenzo,1628978.0,2.0,,,,,,,,
69,PT05M22.00S,2024-02-27T00:53:19.2Z,1,REGULAR,foul,personal,['2freethrow'],1628973,,,1610612765,16,17,2024-02-27T00:53:26Z,690000,False,,,0,,J. Brunson shooting personal FOUL (1 PF) (Ivey 2 FT),"[1628973, 1631093]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1155.0,,,,,,,,,,,,1.0,0.0,Ivey,1631093.0,,,,
71,PT05M22.00S,2024-02-27T00:53:55.3Z,1,REGULAR,freethrow,1 of 2,[],1631093,,,1610612765,16,18,2024-02-27T00:53:55Z,710000,False,,,0,,J. Ivey Free Throw 1 of 2 (6 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,
72,PT05M22.00S,2024-02-27T00:53:55.4Z,1,REGULAR,substitution,out,[],1628392,,,1610612765,16,18,2024-02-27T00:54:01Z,720000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M22.00S,2024-02-27T00:53:55.4Z,1,REGULAR,substitution,in,[],1630579,,,1610612765,16,18,2024-02-27T00:54:01Z,730000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M22.00S,2024-02-27T00:54:22.6Z,1,REGULAR,freethrow,2 of 2,[],1631093,,,1610612765,16,19,2024-02-27T00:54:22Z,740000,False,,,0,,J. Ivey Free Throw 2 of 2 (7 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,
75,PT05M12.00S,2024-02-27T00:54:34.4Z,1,REGULAR,3pt,Jump Shot,[],1628973,73.80091984231275,18.137254901960784,1610612752,16,19,2024-02-27T00:54:41Z,750000,False,-159.0,194.0,1,right,MISS J. Brunson 25' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,25.09,Missed,,,,,,,,,,,,,,,,
76,PT05M10.00S,2024-02-27T00:54:36.4Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,16,19,2024-02-27T00:54:41Z,760000,False,,,0,,J. Duren REBOUND (Off:2 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,75.0,3.0,1.0,2.0,,,,,,,,,,,,
77,PT05M04.00S,2024-02-27T00:54:42.6Z,1,REGULAR,3pt,Jump Shot,[],1631093,28.991458607095925,15.441176470588236,1610612765,16,19,2024-02-27T00:54:47Z,770000,False,173.0,220.0,1,left,MISS J. Ivey 27' 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,27.97,Missed,,,,,,,,,,,,,,,,
78,PT05M03.00S,2024-02-27T00:54:43.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,16,19,2024-02-27T00:54:47Z,780000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,77.0,,,,,,,,,,,,,,,
80,PT05M03.00S,2024-02-27T00:54:46.6Z,1,REGULAR,substitution,out,[],1631093,,,1610612752,16,19,2024-02-27T00:54:53Z,800000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M03.00S,2024-02-27T00:54:46.6Z,1,REGULAR,substitution,in,[],1629656,,,1610612752,16,19,2024-02-27T00:54:53Z,810000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612765.0,DET,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M50.00S,2024-02-27T00:55:19.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630579,90.22667542706965,50.245098039215684,1610612752,16,19,2024-02-27T00:55:24Z,820000,False,1.0,39.0,1,right,MISS J. Sims Layup - blocked,"[1630579, 1631105]",1610612752.0,NYK,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,3.94,Missed,,,,,,,,,,,,,Duren,1631105.0,,
83,PT04M50.00S,2024-02-27T00:55:19.5Z,1,REGULAR,block,,[],1631105,,,1610612752,16,19,2024-02-27T01:11:38Z,830000,False,,,0,,J. Duren BLOCK (1 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
84,PT04M49.00S,2024-02-27T00:55:20.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,16,19,2024-02-27T00:55:24Z,840000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,82.0,,,,,,,,,,,,,,,
