actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
21,PT10M03.00S,2024-02-07T00:43:44.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631246,79.45137976346912,7.107843137254902,1610612763,4,0,2024-02-07T00:43:48Z,210000,False,-214.0,141.0,1,right,MISS V. Williams Jr. 25' 3PT,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Left Center,25.65,Missed,,,,,,,,,,,,,,,,,,
22,PT10M01.00S,2024-02-07T00:43:46.2Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,4,0,2024-02-07T00:43:48Z,220000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,
23,PT09M49.00S,2024-02-07T00:43:57.9Z,1,REGULAR,3pt,Jump Shot,[],1628978,24.129434954007884,10.53921568627451,1610612752,7,0,2024-02-07T00:44:04Z,230000,False,197.0,174.0,1,left,D. DiVincenzo 26' 3PT  (3 PTS) (J. Brunson 1 AST),"[1628978, 1628973]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,26.33,Made,3.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,,,,
25,PT09M22.00S,2024-02-07T00:44:25.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629723,90.22667542706965,59.80392156862745,1610612763,7,2,2024-02-07T00:44:31Z,250000,False,49.0,39.0,1,right,J. Konchar 6' driving floating bank Jump Shot (2 PTS) (T. Jemison 1 AST),"[1629723, 1641998]",1610612763.0,MEM,driving floating bank,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),0-8 Center,6.29,Made,2.0,T. Jemison,1641998.0,1.0,,,,,,,,,,,,,,
27,PT09M01.00S,2024-02-07T00:44:46.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,17.0335085413929,49.01960784313725,1610612752,9,2,2024-02-07T00:44:51Z,270000,False,5.0,108.0,1,left,J. Brunson 10' turnaround Jump Shot (4 PTS),[1628973],1610612752.0,NYK,turnaround,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,10.77,Made,4.0,,,,,,,,,,,,,,,,,
28,PT08M43.00S,2024-02-07T00:45:04.1Z,1,REGULAR,2pt,Jump Shot,[],1641998,92.59198423127464,32.59803921568628,1610612763,9,2,2024-02-07T00:45:13Z,280000,False,-87.0,17.0,1,right,MISS T. Jemison 8' turnaround Shot,[1641998],1610612763.0,MEM,turnaround,,,Jemison,T. Jemison,,,,,Mid-Range,8-16 Left,8.87,Missed,,,,,,,,,,,,,,,,,,
29,PT08M41.00S,2024-02-07T00:45:06.1Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612752,9,2,2024-02-07T00:45:13Z,290000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Left,,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,,
30,PT08M35.00S,2024-02-07T00:45:11.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,27.151773981603156,79.90196078431373,1610612752,12,2,2024-02-07T00:45:58Z,300000,False,-150.0,203.0,1,left,J. Brunson 25' 3PT running pullup (7 PTS) (D. DiVincenzo 2 AST),"[1628973, 1628978]",1610612752.0,NYK,running pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,25.19,Made,7.0,D. DiVincenzo,1628978.0,2.0,,,,,,,,,,,,,,
32,PT08M35.00S,2024-02-07T00:45:16.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612763,12,2,2024-02-07T00:45:16Z,320000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT08M21.00S,2024-02-07T00:48:44.1Z,1,REGULAR,3pt,Jump Shot,[],1631246,70.77858081471747,71.81372549019608,1610612763,12,2,2024-02-07T00:48:51Z,330000,False,109.0,222.0,1,right,MISS V. Williams Jr. 24' 3PT,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Right Center,24.75,Missed,,,,,,,,,,,,,,,,,,
34,PT08M19.00S,2024-02-07T00:48:46.1Z,1,REGULAR,rebound,offensive,[],1629723,,,1610612763,12,2,2024-02-07T00:48:51Z,340000,False,,,0,,J. Konchar REBOUND (Off:1 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,33.0,2.0,1.0,1.0,,,,,,,
35,PT08M12.00S,2024-02-07T00:48:51.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641998,94.30026281208936,48.529411764705884,1610612763,12,4,2024-02-07T00:49:38Z,350000,False,-7.0,1.0,1,right,T. Jemison cutting DUNK (2 PTS) (S. Aldama 1 AST),"[1641998, 1630583]",1610612763.0,MEM,cutting,,,Jemison,T. Jemison,,,,,Restricted Area,0-8 Center,0.75,Made,2.0,S. Aldama,1630583.0,1.0,,,,,,,,,,,,,,
37,PT07M42.00S,2024-02-07T00:49:22.2Z,1,REGULAR,3pt,Jump Shot,[],1630173,10.85742444152431,97.30392156862744,1610612752,15,4,2024-02-07T00:49:27Z,370000,False,-237.0,50.0,1,left,P. Achiuwa 24' 3PT  (3 PTS) (D. DiVincenzo 3 AST),"[1630173, 1628978]",1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,24.16,Made,3.0,D. DiVincenzo,1628978.0,3.0,,,,,,,,,,,,,,
39,PT07M17.00S,2024-02-07T00:49:47.7Z,1,REGULAR,3pt,Jump Shot,[],1631367,78.53153745072274,7.8431372549019605,1610612763,15,7,2024-02-07T00:49:51Z,390000,False,-211.0,149.0,1,right,J. Gilyard 25' 3PT  (3 PTS) (S. Aldama 2 AST),"[1631367, 1630583]",1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,Above the Break 3,24+ Left Center,25.83,Made,3.0,S. Aldama,1630583.0,2.0,,,,,,,,,,,,,,
41,PT06M53.00S,2024-02-07T00:50:12.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,6.783837056504599,52.69607843137255,1610612752,17,7,2024-02-07T00:50:16Z,410000,False,-13.0,11.0,1,left,J. Brunson driving floating bank Jump Shot (9 PTS) (I. Hartenstein 1 AST),"[1628973, 1628392]",1610612752.0,NYK,driving floating bank,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.76,Made,9.0,I. Hartenstein,1628392.0,1.0,,,,,,,,,,,,,,
43,PT06M44.00S,2024-02-07T00:50:20.7Z,1,REGULAR,3pt,Jump Shot,[],1630583,92.06636005256242,3.9215686274509802,1610612763,17,10,2024-02-07T00:50:24Z,430000,False,-230.0,22.0,1,right,S. Aldama 3PT  (3 PTS) (J. Konchar 1 AST),"[1630583, 1629723]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,23.15,Made,3.0,J. Konchar,1629723.0,1.0,,,,,,,,,,,,,,
45,PT06M25.00S,2024-02-07T00:50:40.0Z,1,REGULAR,3pt,Jump Shot,[],1628973,33.327858081471746,58.08823529411765,1610612752,17,10,2024-02-07T00:50:46Z,450000,False,-40.0,261.0,1,left,MISS J. Brunson 26' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,26.39,Missed,,,,,,,,,,,,,,,,,,
46,PT06M22.00S,2024-02-07T00:50:43.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,17,10,2024-02-07T00:50:46Z,460000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,45.0,,,,,,,,,,
48,PT06M22.00S,2024-02-07T00:50:46.3Z,1,REGULAR,substitution,out,[],1629723,,,1610612763,17,10,2024-02-07T00:50:51Z,480000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT06M22.00S,2024-02-07T00:50:46.3Z,1,REGULAR,substitution,in,[],1628379,,,1610612763,17,10,2024-02-07T00:50:51Z,490000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT06M01.00S,2024-02-07T00:51:21.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631246,94.95729303547962,51.470588235294116,1610612763,17,10,2024-02-07T00:51:36Z,500000,False,7.0,-5.0,1,right,MISS V. Williams Jr. driving Layup - blocked,"[1631246, 1628392]",1610612763.0,MEM,driving,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,0.9,Missed,,,,,,,,,,,,,Hartenstein,1628392.0,,,,
51,PT06M01.00S,2024-02-07T00:51:21.8Z,1,REGULAR,block,,[],1628392,,,1610612763,17,10,2024-02-07T00:51:23Z,510000,False,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
52,PT06M00.00S,2024-02-07T00:51:22.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,17,10,2024-02-07T00:51:36Z,520000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,50.0,,,,,,,,,,
54,PT05M42.00S,2024-02-07T00:51:46.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628392,6.521024967148489,50.49019607843137,1610612752,19,10,2024-02-07T00:53:00Z,540000,False,-2.0,9.0,1,left,I. Hartenstein cutting DUNK (4 PTS) (J. Hart 1 AST),"[1628392, 1628404]",1610612752.0,NYK,cutting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.91,Made,4.0,J. Hart,1628404.0,1.0,,,,,,,,,,,,,,
56,PT05M26.00S,2024-02-07T00:52:01.5Z,1,REGULAR,3pt,Jump Shot,[],1631246,69.07030223390277,30.88235294117647,1610612763,19,13,2024-02-07T00:52:06Z,560000,False,-96.0,238.0,1,right,V. Williams Jr. 25' 3PT step back (3 PTS),[1631246],1610612763.0,MEM,step back,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Left Center,25.67,Made,3.0,,,,,,,,,,,,,,,,,
57,PT05M14.00S,2024-02-07T00:52:12.5Z,1,REGULAR,2pt,Jump Shot,[],1628973,19.267411300919843,25.245098039215684,1610612752,19,13,2024-02-07T00:53:39Z,570000,False,124.0,129.0,1,left,MISS J. Brunson 17' step back Shot,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,17.85,Missed,,,,,,,,,,,,,,,,,,
58,PT05M12.00S,2024-02-07T00:52:14.5Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612752,19,13,2024-02-07T00:54:45Z,580000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,57.0,3.0,1.0,2.0,,,,,,,
59,PT05M09.00S,2024-02-07T00:52:18.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628973,7.966491458607096,49.50980392156863,1610612752,21,13,2024-02-07T00:54:19Z,590000,False,2.0,22.0,1,left,J. Brunson driving floating Jump Shot (11 PTS) (J. Hart 2 AST),"[1628973, 1628404]",1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,2.25,Made,11.0,J. Hart,1628404.0,2.0,,,,,,,,,,,,,,
61,PT04M45.00S,2024-02-07T00:52:41.6Z,1,REGULAR,3pt,Jump Shot,[],1631367,75.50919842312747,83.82352941176471,1610612763,21,13,2024-02-07T00:52:47Z,610000,False,169.0,178.0,1,right,MISS J. Gilyard 24' step back 3PT,[1631367],1610612763.0,MEM,step back,,,Gilyard,J. Gilyard,,,,,Above the Break 3,24+ Right Center,24.53,Missed,,,,,,,,,,,,,,,,,,
62,PT04M43.00S,2024-02-07T00:52:43.6Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,21,13,2024-02-07T00:52:47Z,620000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:2),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,61.0,4.0,2.0,2.0,,,,,,,
63,PT04M34.00S,2024-02-07T00:52:54.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630173,5.601182654402102,50.0,1610612752,23,13,2024-02-07T00:52:57Z,630000,False,0.0,0.0,1,left,P. Achiuwa cutting DUNK (5 PTS) (I. Hartenstein 2 AST),"[1630173, 1628392]",1610612752.0,NYK,cutting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,0.02,Made,5.0,I. Hartenstein,1628392.0,2.0,,,,,,,,,,,,,,
65,PT04M13.00S,2024-02-07T00:53:14.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631246,93.9060446780552,58.333333333333336,1610612763,23,13,2024-02-07T00:53:31Z,650000,False,42.0,5.0,1,right,MISS V. Williams Jr. driving Layup,[1631246],1610612763.0,MEM,driving,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,4.2,Missed,,,,,,,,,,,,,,,,,,
67,PT04M11.00S,2024-02-07T00:53:16.9Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612752,23,13,2024-02-07T00:53:31Z,670000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,65.0,1.0,1.0,0.0,,,,,,,
68,PT04M07.00S,2024-02-07T00:53:25.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630173,6.521024967148489,49.01960784313725,1610612752,25,13,2024-02-07T00:53:50Z,680000,False,5.0,9.0,1,left,P. Achiuwa running DUNK (7 PTS) (D. DiVincenzo 4 AST),"[1630173, 1628978]",1610612752.0,NYK,running,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,1.01,Made,7.0,D. DiVincenzo,1628978.0,4.0,,,,,,,,,,,,,,
70,PT04M07.00S,2024-02-07T00:53:32.6Z,1,REGULAR,timeout,full,['team'],0,,,1610612763,25,13,2024-02-07T00:53:32Z,700000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT04M07.00S,2024-02-07T00:53:32.7Z,1,REGULAR,substitution,out,[],1628404,,,1610612763,25,13,2024-02-07T00:56:25Z,710000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M07.00S,2024-02-07T00:53:32.7Z,1,REGULAR,substitution,out,[],1628392,,,1610612763,25,13,2024-02-07T00:56:25Z,720000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT04M07.00S,2024-02-07T00:53:32.7Z,1,REGULAR,substitution,out,[],1631367,,,1610612763,25,13,2024-02-07T00:56:25Z,730000,False,,,0,,SUB out: J. Gilyard,[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M07.00S,2024-02-07T00:53:32.7Z,1,REGULAR,substitution,out,[],1630583,,,1610612763,25,13,2024-02-07T00:56:25Z,740000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M07.00S,2024-02-07T00:53:32.7Z,1,REGULAR,substitution,out,[],1641998,,,1610612763,25,13,2024-02-07T00:56:25Z,750000,False,,,0,,SUB out: T. Jemison,[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M07.00S,2024-02-07T00:53:32.7Z,1,REGULAR,substitution,in,[],1630540,,,1610612763,25,13,2024-02-07T00:56:25Z,760000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M07.00S,2024-02-07T00:53:32.7Z,1,REGULAR,substitution,in,[],201959,,,1610612763,25,13,2024-02-07T00:56:25Z,770000,False,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M07.00S,2024-02-07T00:53:32.7Z,1,REGULAR,substitution,in,[],201565,,,1610612763,25,13,2024-02-07T00:56:25Z,780000,False,,,0,,SUB in: D. Rose,[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M07.00S,2024-02-07T00:53:32.7Z,1,REGULAR,substitution,in,[],1641787,,,1610612763,25,13,2024-02-07T00:56:25Z,790000,False,,,0,,SUB in: T. Evbuomwan,[1641787],1610612763.0,MEM,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M07.00S,2024-02-07T00:53:32.7Z,1,REGULAR,substitution,in,[],1641713,,,1610612763,25,13,2024-02-07T00:56:25Z,800000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT03M51.00S,2024-02-07T00:56:40.4Z,1,REGULAR,turnover,bad pass,[],201565,,,1610612763,25,13,2024-02-07T00:56:45Z,810000,False,,,0,,D. Rose bad pass TURNOVER (1 TO),"[201565, 1628973]",1610612763.0,MEM,,,,Rose,D. Rose,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Brunson,1628973.0,,,,,,,,,,,
82,PT03M51.00S,2024-02-07T00:56:40.4Z,1,REGULAR,steal,,[],1628973,,,1610612752,25,13,2024-02-07T00:56:43Z,820000,False,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
83,PT03M46.00S,2024-02-07T00:56:45.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630540,7.046649145860711,3.1862745098039214,1610612752,25,13,2024-02-07T00:57:26Z,830000,False,234.0,14.0,1,left,MISS M. McBride running 3PT,[1630540],1610612752.0,NYK,running,,,McBride,M. McBride,,,,,Right Corner 3,24+ Right,23.45,Missed,,,,,,,,,,,,,,,,,,
84,PT03M44.00S,2024-02-07T00:56:47.9Z,1,REGULAR,rebound,defensive,[],1641713,,,1610612763,25,13,2024-02-07T00:57:00Z,840000,False,,,0,,G. Jackson REBOUND (Off:0 Def:1),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Right Corner 3,24+ Right,,,,,,,,,,83.0,1.0,1.0,0.0,,,,,,,
85,PT03M31.00S,2024-02-07T00:57:00.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641713,95.0886990801577,34.55882352941176,1610612763,25,13,2024-02-07T00:58:06Z,850000,False,-77.0,-6.0,1,right,MISS G. Jackson 7' driving floating Shot,[1641713],1610612763.0,MEM,driving floating,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),0-8 Center,7.75,Missed,,,,,,,,,,,,,,,,,,
