actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
15,PT10M54.00S,2023-10-25T23:15:22.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,92.85479632063075,49.01960784313725,1610612752,0,0,2023-10-25T23:17:22Z,150000,False,-5.0,15.0,1,right,MISS J. Randle putback Layup,[203944],1610612752.0,NYK,putback,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.55,Missed,,,,,,,,,,,,,,,,,,
16,PT10M53.00S,2023-10-25T23:15:23.8Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,0,0,2023-10-25T23:17:22Z,160000,False,,,0,,J. Randle REBOUND (Off:2 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,15.0,3.0,1.0,2.0,,,,,,,,,,,,,,
17,PT10M52.00S,2023-10-25T23:15:25.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203944,94.40999984741211,50.0,1610612752,0,0,2023-10-25T23:17:46Z,170000,False,0.0,0.0,1,right,MISS J. Randle tip Layup,[203944],1610612752.0,NYK,tip,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
18,PT10M51.00S,2023-10-25T23:15:26.5Z,1,REGULAR,rebound,defensive,[],201950,,,1610612738,0,0,2023-10-25T23:17:46Z,180000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M42.00S,2023-10-25T23:15:33.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,7.703679369250986,54.166666666666664,1610612738,0,2,2023-10-25T23:15:38Z,190000,False,-21.0,20.0,1,left,J. Tatum bank Jump Shot (2 PTS),[1628369],1610612738.0,BOS,bank,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.88,Made,,,,,2.0,,,,,,,,,,,,,
21,PT10M20.00S,2023-10-25T23:15:55.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,92.85479632063075,49.26470588235294,1610612752,0,2,2023-10-25T23:16:11Z,210000,False,-4.0,15.0,1,right,MISS J. Randle driving Layup - blocked,"[203944, 201950]",1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.52,Missed,,,,,,Holiday,201950.0,,,,,,,,,,,
22,PT10M20.00S,2023-10-25T23:15:55.8Z,1,REGULAR,block,,[],201950,,,1610612752,0,2,2023-10-25T23:16:23Z,220000,False,,,0,,J. Holiday BLOCK (1 BLK),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M18.00S,2023-10-25T23:15:57.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,0,2,2023-10-25T23:16:11Z,230000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,21.0,,,,,,,,,,,,,,,,,
25,PT10M17.00S,2023-10-25T23:16:23.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629628,89.35611038107753,91.93474264705883,1610612752,0,2,2023-10-25T23:16:48Z,250000,False,210.0,48.0,1,right,MISS R. Barrett 21' Jump Shot - blocked,"[1629628, 201950]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Right,21.5,Missed,,,,,,Holiday,201950.0,,,,,,,,,,,
26,PT10M17.00S,2023-10-25T23:16:23.6Z,1,REGULAR,block,,[],201950,,,1610612752,0,2,2023-10-25T23:16:27Z,260000,False,,,0,,J. Holiday BLOCK (2 BLK),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
27,PT10M16.00S,2023-10-25T23:16:24.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,0,2,2023-10-25T23:16:36Z,270000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Right Corner 3,24+ Right,,,25.0,,,,,,,,,,,,,,,,,
28,PT10M15.00S,2023-10-25T23:16:29.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612752,0,2,2023-10-25T23:16:41Z,280000,False,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,,,,203592.0,,,,,,,,,,
29,PT10M05.00S,2023-10-25T23:16:47.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",204001,6.915243101182654,49.50980392156863,1610612738,0,4,2023-10-25T23:16:51Z,290000,False,2.0,13.0,1,left,K. Porzingis alley-oop DUNK (2 PTS) (D. White 1 AST),"[204001, 1628401]",1610612738.0,BOS,alley-oop,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,1.27,Made,,,,,2.0,,,,D. White,1628401.0,1.0,,,,,,,
31,PT09M52.00S,2023-10-25T23:16:59.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,90.09526938239159,46.568627450980394,1610612752,0,4,2023-10-25T23:17:04Z,310000,False,-17.0,41.0,1,right,MISS J. Brunson driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,4.41,Missed,,,,,,,,,,,,,,,,,,
32,PT09M50.00S,2023-10-25T23:17:01.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,0,4,2023-10-25T23:17:04Z,320000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
33,PT09M43.00S,2023-10-25T23:17:09.1Z,1,REGULAR,3pt,Jump Shot,[],1627759,25.969119579500656,82.1078431372549,1610612738,0,4,2023-10-25T23:17:16Z,330000,False,-161.0,192.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,24.99,Missed,,,,,,,,,,,,,,,,,,
34,PT09M41.00S,2023-10-25T23:17:11.1Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,0,4,2023-10-25T23:17:16Z,340000,False,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Left Center,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT09M37.00S,2023-10-25T23:17:17.4Z,1,REGULAR,foul,personal,['2freethrow'],204001,,,1610612752,0,4,2023-10-25T23:17:22Z,350000,False,,,0,,K. Porzingis shooting personal FOUL (1 PF) (Randle 2 FT),"[204001, 203944]",1610612738.0,BOS,shooting,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,,203592.0,,,,1.0,0.0,Randle,203944.0,,,
37,PT09M37.00S,2023-10-25T23:17:46.5Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,0,4,2023-10-25T23:18:07Z,370000,False,,,0,,MISS J. Randle Free Throw 1 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
38,PT09M37.00S,2023-10-25T23:17:46.5Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612752,0,4,2023-10-25T23:18:07Z,380000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,
39,PT09M37.00S,2023-10-25T23:17:46.5Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,0,4,2023-10-25T23:18:07Z,390000,False,,,0,,MISS J. Randle Free Throw 2 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
40,PT09M35.00S,2023-10-25T23:17:48.5Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,0,4,2023-10-25T23:18:07Z,400000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,,,
41,PT09M23.00S,2023-10-25T23:18:43.1Z,1,REGULAR,jumpball,recovered,[],201950,,,1610612738,0,4,2023-10-25T23:18:43Z,410000,False,,,0,,Jump Ball J. Tatum vs. Q. Grimes: Tip to J. Holiday,"[201950, 1628369, 1629656]",1610612738.0,BOS,heldball,J. Holiday,201950.0,Holiday,J. Holiday,Tatum,1628369.0,Grimes,1629656.0,,,,,,,,,,,,,,,,,,,,,,
44,PT09M21.00S,2023-10-25T23:18:45.3Z,1,REGULAR,3pt,Jump Shot,[],201950,30.042706964520367,28.921568627450984,1610612738,0,4,2023-10-25T23:18:50Z,440000,False,105.0,230.0,1,left,MISS J. Holiday 25' step back 3PT,[201950],1610612738.0,BOS,step back,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,25.29,Missed,,,,,,,,,,,,,,,,,,
45,PT09M19.00S,2023-10-25T23:18:47.3Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,0,4,2023-10-25T23:18:50Z,450000,False,,,0,,M. Robinson REBOUND (Off:0 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Right Center,,,44.0,2.0,2.0,0.0,,,,,,,,,,,,,,
46,PT09M05.00S,2023-10-25T23:19:01.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,93.9060446780552,49.01960784313725,1610612752,2,4,2023-10-25T23:19:05Z,460000,False,-5.0,5.0,1,right,M. Robinson DUNK (2 PTS) (J. Randle 1 AST),"[1629011, 203944]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.69,Made,,,,,2.0,,,,J. Randle,203944.0,1.0,,,,,,,
48,PT08M46.00S,2023-10-25T23:19:20.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204001,6.521024967148489,50.73529411764706,1610612738,2,4,2023-10-25T23:19:30Z,480000,False,-4.0,9.0,1,left,MISS K. Porzingis driving Layup,[204001],1610612738.0,BOS,driving,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,0.95,Missed,,,,,,,,,,,,,,,,,,
49,PT08M44.00S,2023-10-25T23:19:22.6Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,2,4,2023-10-25T23:19:30Z,490000,False,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,48.0,2.0,2.0,0.0,,,,,,,,,,,,,,
50,PT08M40.00S,2023-10-25T23:19:26.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628973,90.88370565045992,45.588235294117645,1610612752,2,4,2023-10-25T23:19:41Z,500000,False,-22.0,33.0,1,right,MISS J. Brunson driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,3.99,Missed,,,,,,,,,,,,,,,,,,
51,PT08M39.00S,2023-10-25T23:19:27.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,2,4,2023-10-25T23:19:41Z,510000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,50.0,,,,,,,,,,,,,,,,,
53,PT08M24.00S,2023-10-25T23:19:50.4Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,2,4,2023-10-25T23:19:55Z,530000,False,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 1628973]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Brunson,1628973.0
54,PT08M24.00S,2023-10-25T23:19:50.4Z,1,REGULAR,steal,,[],1628973,,,1610612752,2,4,2023-10-25T23:19:52Z,540000,False,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
55,PT08M20.00S,2023-10-25T23:19:54.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629628,93.64323258869908,50.73529411764706,1610612752,4,4,2023-10-25T23:20:02Z,550000,False,4.0,7.0,1,right,R. Barrett running DUNK (2 PTS) (J. Brunson 1 AST),"[1629628, 1628973]",1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.82,Made,,,,,2.0,,,,J. Brunson,1628973.0,1.0,,,,,,,
57,PT08M07.00S,2023-10-25T23:20:07.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,6.389618922470433,49.01960784313725,1610612738,4,6,2023-10-25T23:20:20Z,570000,False,5.0,8.0,1,left,K. Porzingis cutting DUNK (4 PTS) (J. Brown 1 AST),"[204001, 1627759]",1610612738.0,BOS,cutting,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,0.9,Made,,,,,4.0,,,,J. Brown,1627759.0,1.0,,,,,,,
59,PT07M45.00S,2023-10-25T23:20:28.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,86.41590013140605,50.0,1610612752,4,6,2023-10-25T23:20:36Z,590000,False,0.0,75.0,1,right,MISS J. Randle 7' turnaround Shot,[203944],1610612752.0,NYK,turnaround,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,7.52,Missed,,,,,,,,,,,,,,,,,,
60,PT07M43.00S,2023-10-25T23:20:30.8Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,4,6,2023-10-25T23:20:36Z,600000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,,
61,PT07M40.00S,2023-10-25T23:20:36.9Z,1,REGULAR,foul,offensive,[],1628401,,,1610612738,4,6,2023-10-25T23:20:48Z,610000,False,,,0,,D. White charge offensive FOUL (1 PF),"[1628401, 1628973]",1610612738.0,BOS,charge,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1627962.0,,,,1.0,0.0,Brunson,1628973.0,,,
63,PT07M40.00S,2023-10-25T23:20:36.9Z,1,REGULAR,turnover,offensive foul,[],1628401,,,1610612738,4,6,2023-10-25T23:20:36Z,630000,False,,,0,,D. White offensive foul TURNOVER (1 TO),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1627962.0,,,,,,,,1.0,,
64,PT07M30.00S,2023-10-25T23:21:03.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629628,87.86136662286465,50.73529411764706,1610612752,4,6,2023-10-25T23:21:13Z,640000,False,4.0,62.0,1,right,MISS R. Barrett 6' turnaround Shot,[1629628],1610612752.0,NYK,turnaround,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,6.17,Missed,,,,,,,,,,,,,,,,,,
65,PT07M28.00S,2023-10-25T23:21:05.7Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,4,6,2023-10-25T23:21:13Z,650000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,64.0,2.0,2.0,0.0,,,,,,,,,,,,,,
66,PT07M19.00S,2023-10-25T23:21:14.5Z,1,REGULAR,3pt,Jump Shot,[],1628369,27.283180026281208,78.18627450980392,1610612738,4,9,2023-10-25T23:27:02Z,660000,False,-141.0,204.0,1,left,J. Tatum 24' 3PT step back (5 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,24.79,Made,,,,,5.0,,,,,,,,,,,,,
67,PT07M04.00S,2023-10-25T23:21:29.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,94.03745072273325,46.568627450980394,1610612752,4,9,2023-10-25T23:21:39Z,670000,False,-17.0,4.0,1,right,MISS R. Barrett driving Layup,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
68,PT07M03.00S,2023-10-25T23:21:30.9Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,4,9,2023-10-25T23:21:30Z,680000,False,,,0,,J. Randle REBOUND (Off:3 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,67.0,4.0,1.0,3.0,,,,,,,,,,,,,,
69,PT06M57.00S,2023-10-25T23:21:37.7Z,1,REGULAR,foul,personal,['3freethrow'],1628401,,,1610612752,4,9,2023-10-25T23:21:54Z,690000,False,,,0,,D. White shooting personal FOUL (2 PF) (Barrett 3 FT),"[1628401, 1629628]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Left Corner 3,24+ Left,,,,,,,,,,202049.0,,,,2.0,0.0,Barrett,1629628.0,,,
71,PT06M57.00S,2023-10-25T23:21:57.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,4,9,2023-10-25T23:21:57Z,710000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M57.00S,2023-10-25T23:21:57.9Z,1,REGULAR,substitution,out,[],1628401,,,1610612752,4,9,2023-10-25T23:25:06Z,720000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M57.00S,2023-10-25T23:21:57.9Z,1,REGULAR,substitution,in,[],201143,,,1610612752,4,9,2023-10-25T23:25:06Z,730000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M57.00S,2023-10-25T23:25:35.9Z,1,REGULAR,freethrow,1 of 3,['2ndchance'],1629628,,,1610612752,4,9,2023-10-25T23:25:35Z,740000,False,,,0,,MISS R. Barrett Free Throw 1 of 3,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
76,PT06M57.00S,2023-10-25T23:25:35.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,4,9,2023-10-25T23:25:35Z,750000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,
77,PT06M57.00S,2023-10-25T23:25:47.9Z,1,REGULAR,freethrow,2 of 3,['2ndchance'],1629628,,,1610612752,5,9,2023-10-25T23:25:47Z,760000,False,,,0,,R. Barrett Free Throw 2 of 3 (3 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
78,PT06M57.00S,2023-10-25T23:25:58.4Z,1,REGULAR,freethrow,3 of 3,['2ndchance'],1629628,,,1610612752,6,9,2023-10-25T23:25:58Z,770000,False,,,0,,R. Barrett Free Throw 3 of 3 (4 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
79,PT06M37.00S,2023-10-25T23:26:20.5Z,1,REGULAR,2pt,Jump Shot,[],1628369,21.76412614980289,60.5392156862745,1610612738,6,11,2023-10-25T23:26:26Z,780000,False,-53.0,152.0,1,left,J. Tatum 16' turnaround Jump Shot (7 PTS),[1628369],1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,16.1,Made,,,,,7.0,,,,,,,,,,,,,
80,PT06M18.00S,2023-10-25T23:26:38.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,94.69448094612353,46.568627450980394,1610612752,8,11,2023-10-25T23:26:43Z,790000,False,-17.0,-3.0,1,right,R. Barrett driving finger roll Layup (6 PTS),[1629628],1610612752.0,NYK,driving finger roll,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.74,Made,,,,,6.0,,,,,,,,,,,,,
82,PT06M06.00S,2023-10-25T23:26:55.1Z,1,REGULAR,foul,personal,[],1629011,,,1610612738,8,11,2023-10-25T23:27:00Z,810000,False,,,0,,M. Robinson personal FOUL (1 PF),"[1629011, 204001]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,203592.0,,,,1.0,0.0,Porzingis,204001.0,,,
84,PT06M06.00S,2023-10-25T23:26:55.2Z,1,REGULAR,substitution,out,[],1629628,,,1610612738,8,11,2023-10-25T23:27:14Z,830000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M06.00S,2023-10-25T23:26:55.2Z,1,REGULAR,substitution,in,[],1628404,,,1610612738,8,11,2023-10-25T23:27:14Z,840000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M58.00S,2023-10-25T23:27:32.5Z,1,REGULAR,3pt,Jump Shot,[],204001,33.327858081471746,43.872549019607845,1610612738,8,14,2023-10-25T23:27:36Z,850000,False,31.0,261.0,1,left,K. Porzingis 26' 3PT  (7 PTS) (J. Holiday 1 AST),"[204001, 201950]",1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,26.26,Made,,,,,7.0,,,,J. Holiday,201950.0,1.0,,,,,,,
88,PT05M32.00S,2023-10-25T23:27:57.7Z,1,REGULAR,3pt,Jump Shot,[],203944,72.48685939553219,80.3921568627451,1610612752,11,14,2023-10-25T23:28:03Z,870000,False,152.0,206.0,1,right,J. Randle 25' 3PT  (3 PTS) (J. Brunson 2 AST),"[203944, 1628973]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,25.61,Made,,,,,3.0,,,,J. Brunson,1628973.0,2.0,,,,,,,
