actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
179,PT09M39.00S,2024-01-15T20:44:39.5Z,2,REGULAR,foul,personal,[],1628404,,,1610612753,29,30,2024-01-15T20:44:47Z,1680000,False,,,0,,J. Hart personal FOUL (2 PF),"[1628404, 1628976]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,203591.0,2.0,0.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,
181,PT09M32.00S,2024-01-15T20:45:07.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,6.389618922470433,50.0,1610612753,29,32,2024-01-15T20:45:12Z,1700000,False,0.0,8.0,1,left,W. Carter Jr. alley-oop DUNK (4 PTS) (C. Anthony 2 AST),"[1628976, 1630175]",1610612753.0,ORL,alley-oop,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,0.76,Made,,,,,4.0,C. Anthony,1630175.0,2.0,,,,,
183,PT09M17.00S,2024-01-15T20:46:02.2Z,2,REGULAR,jumpball,recovered,[],1630175,,,1610612752,29,32,2024-01-15T20:47:34Z,1720000,False,,,0,,Jump Ball W. Carter Jr. vs. P. Achiuwa: Tip to C. Anthony,"[1630175, 1628976, 1630173]",1610612753.0,ORL,unclearpass,C. Anthony,1630175.0,Anthony,C. Anthony,Carter Jr.,1628976.0,Achiuwa,1630173.0,,,,,,,,,,,,,,,,,,,,,,
186,PT09M17.00S,2024-01-15T20:46:02.2Z,2,REGULAR,turnover,out-of-bounds,[],1629656,,,1610612752,29,32,2024-01-15T20:47:40Z,1750000,False,,,0,,Q. Grimes bad pass out-of-bounds TURNOVER (2 TO),[1629656],1610612752.0,NYK,bad pass,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,2.0,,
188,PT09M04.00S,2024-01-15T20:46:11.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630175,6.389618922470433,51.225490196078425,1610612753,29,32,2024-01-15T20:46:16Z,1770000,False,-6.0,8.0,1,left,MISS C. Anthony driving Layup,[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,,0.97,Missed,,,,,,,,,,,,,
189,PT09M00.00S,2024-01-15T20:46:15.2Z,2,REGULAR,rebound,offensive,[],1628371,,,1610612753,29,32,2024-01-15T20:46:16Z,1780000,False,,,0,,J. Isaac REBOUND (Off:1 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,,,,188.0,2.0,1.0,1.0,,,,,,,,,
190,PT09M00.00S,2024-01-15T20:46:15.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628371,5.590000152587891,50.0,1610612753,29,34,2024-01-15T20:46:15Z,1790000,False,0.0,0.0,1,left,J. Isaac tip Layup (5 PTS),[1628371],1610612753.0,ORL,tip,,,Isaac,J. Isaac,,,,,Mid-Range,8-16 Left,,,,,,0.0,Made,,,,,5.0,,,,,,,,
191,PT08M51.00S,2024-01-15T20:46:24.6Z,2,REGULAR,3pt,Jump Shot,[],1630201,75.1149802890933,16.911764705882355,1610612752,29,34,2024-01-15T20:48:56Z,1800000,False,-165.0,181.0,1,right,MISS M. Flynn 24' pullup 3PT,[1630201],1610612752.0,NYK,pullup,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Left Center,,,,,,24.55,Missed,,,,,,,,,,,,,
192,PT08M48.00S,2024-01-15T20:46:26.9Z,2,REGULAR,rebound,offensive,[],1628404,,,1610612752,29,34,2024-01-15T20:46:26Z,1810000,False,,,0,,J. Hart REBOUND (Off:1 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,,,,,191.0,2.0,1.0,1.0,,,,,,,,,
193,PT08M44.00S,2024-01-15T20:46:33.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628384,87.07293035479631,68.13725490196079,1610612752,29,34,2024-01-15T20:47:16Z,1820000,False,91.0,69.0,1,right,MISS O. Anunoby 11' pullup Shot,[1628384],1610612752.0,NYK,pullup,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Right,,,,,,11.4,Missed,,,,,,,,,,,,,
194,PT08M42.00S,2024-01-15T20:46:35.0Z,2,REGULAR,rebound,offensive,[],1630173,,,1610612752,29,34,2024-01-15T20:47:16Z,1830000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Right,,,,,,,,193.0,2.0,1.0,1.0,,,,,,,,,
195,PT08M41.00S,2024-01-15T20:46:44.1Z,2,REGULAR,foul,personal,['2freethrow'],1628365,,,1610612752,29,34,2024-01-15T20:47:03Z,1840000,False,,,0,,M. Fultz shooting personal FOUL (1 PF) (Achiuwa 2 FT),"[1628365, 1630173]",1610612753.0,ORL,shooting,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,1204.0,1.0,0.0,Achiuwa,1630173.0,,,,,,,,,,,,,,,
197,PT08M41.00S,2024-01-15T20:47:07.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630173,,,1610612752,30,34,2024-01-15T20:47:07Z,1860000,False,,,0,,P. Achiuwa Free Throw 1 of 2 (1 PTS),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,,
198,PT08M41.00S,2024-01-15T20:47:27.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630173,,,1610612752,31,34,2024-01-15T20:47:27Z,1870000,False,,,0,,P. Achiuwa Free Throw 2 of 2 (2 PTS),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,Made,,,,,2.0,,,,,,,,
199,PT08M28.00S,2024-01-15T20:47:45.6Z,2,REGULAR,foul,personal,[],1628384,,,1610612753,31,34,2024-01-15T20:47:59Z,1880000,False,,,0,,O. Anunoby personal FOUL (2 PF),"[1628384, 1628976]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,203591.0,2.0,0.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,
201,PT08M25.00S,2024-01-15T20:48:09.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204060,7.703679369250986,51.225490196078425,1610612753,31,36,2024-01-15T20:48:15Z,1900000,False,-6.0,20.0,1,left,J. Ingles cutting Layup (4 PTS) (M. Fultz 1 AST),"[204060, 1628365]",1610612753.0,ORL,cutting,,,Ingles,J. Ingles,,,,,Restricted Area,0-8 Center,,,,,,2.08,Made,,,,,4.0,M. Fultz,1628365.0,1.0,,,,,
203,PT08M09.00S,2024-01-15T20:48:24.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,93.38042049934296,48.03921568627451,1610612752,31,36,2024-01-15T20:48:28Z,1920000,False,-10.0,10.0,1,right,MISS O. Anunoby driving DUNK - blocked,"[1628384, 1628976]",1610612752.0,NYK,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,1.38,Missed,,,,,,,,,Carter Jr.,1628976.0,,,
204,PT08M09.00S,2024-01-15T20:48:24.4Z,2,REGULAR,block,,[],1628976,,,1610612752,31,36,2024-01-15T20:49:43Z,1930000,False,,,0,,W. Carter Jr. BLOCK (1 BLK),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
205,PT08M06.00S,2024-01-15T20:48:27.4Z,2,REGULAR,rebound,offensive,[],1630173,,,1610612752,31,36,2024-01-15T20:48:28Z,1940000,False,,,0,,P. Achiuwa REBOUND (Off:2 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,203.0,3.0,1.0,2.0,,,,,,,,,
206,PT08M05.00S,2024-01-15T20:48:28.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,92.85479632063075,47.05882352941176,1610612752,31,36,2024-01-15T20:48:32Z,1950000,False,-15.0,15.0,1,right,MISS P. Achiuwa putback Layup,[1630173],1610612752.0,NYK,putback,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,2.08,Missed,,,,,,,,,,,,,
207,PT08M03.00S,2024-01-15T20:48:30.9Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,31,36,2024-01-15T20:48:32Z,1960000,False,,,0,,C. Anthony REBOUND (Off:0 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,,,,206.0,2.0,2.0,0.0,,,,,,,,,
208,PT08M02.00S,2024-01-15T20:48:31.3Z,2,REGULAR,turnover,bad pass,[],1630175,,,1610612753,31,36,2024-01-15T20:48:35Z,1970000,False,,,0,,C. Anthony bad pass TURNOVER (1 TO),"[1630175, 1629656]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,1.0,Grimes,1629656.0
209,PT08M02.00S,2024-01-15T20:48:31.3Z,2,REGULAR,steal,,[],1629656,,,1610612752,31,36,2024-01-15T20:48:33Z,1980000,False,,,0,,Q. Grimes STEAL (1 STL),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
210,PT08M00.00S,2024-01-15T20:48:34.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628384,94.69448094612353,50.245098039215684,1610612752,31,36,2024-01-15T20:48:39Z,1990000,False,1.0,-3.0,1,right,MISS O. Anunoby driving Layup - blocked,"[1628384, 1628371]",1610612752.0,NYK,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,0.29,Missed,,,,,,,,,Isaac,1628371.0,,,
211,PT08M00.00S,2024-01-15T20:48:34.6Z,2,REGULAR,block,,[],1628371,,,1610612752,31,36,2024-01-15T20:48:37Z,2000000,False,,,0,,J. Isaac BLOCK (1 BLK),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
212,PT08M00.00S,2024-01-15T20:48:34.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,31,36,2024-01-15T20:48:39Z,2010000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,210.0,,,,,,,,,,,,
214,PT07M48.00S,2024-01-15T20:49:14.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628404,94.69448094612353,50.73529411764706,1610612752,33,36,2024-01-15T20:54:14Z,2030000,False,4.0,-3.0,1,right,J. Hart driving finger roll Layup (2 PTS) (Q. Grimes 1 AST),"[1628404, 1629656]",1610612752.0,NYK,driving finger roll,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,0.45,Made,,,,,2.0,Q. Grimes,1629656.0,1.0,,,,,
216,PT07M37.00S,2024-01-15T20:49:24.8Z,2,REGULAR,3pt,Jump Shot,[],1628976,27.151773981603156,79.65686274509804,1610612753,33,39,2024-01-15T20:49:28Z,2050000,False,-148.0,203.0,1,left,W. Carter Jr. 25' 3PT  (7 PTS) (C. Anthony 3 AST),"[1628976, 1630175]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,25.12,Made,,,,,7.0,C. Anthony,1630175.0,3.0,,,,,
218,PT07M12.00S,2024-01-15T20:49:48.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,86.28449408672799,55.63725490196079,1610612752,35,39,2024-01-15T20:49:52Z,2070000,False,28.0,76.0,1,right,P. Achiuwa 8' driving floating Jump Shot (4 PTS),[1630173],1610612752.0,NYK,driving floating,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.14,Made,,,,,4.0,,,,,,,,
219,PT06M50.00S,2024-01-15T20:50:10.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628976,10.85742444152431,46.07843137254902,1610612753,35,41,2024-01-15T20:50:15Z,2080000,False,20.0,50.0,1,left,W. Carter Jr. turnaround Hook (9 PTS) (M. Fultz 2 AST),"[1628976, 1628365]",1610612753.0,ORL,turnaround,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.33,Made,,,,,9.0,M. Fultz,1628365.0,2.0,,,,,
221,PT06M45.00S,2024-01-15T20:50:19.3Z,2,REGULAR,foul,personal,[],1630175,,,1610612752,35,41,2024-01-15T20:50:27Z,2100000,False,,,0,,C. Anthony personal FOUL (1 PF),"[1630175, 1628404]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,1204.0,1.0,0.0,Hart,1628404.0,,,,,,,,,,,,,,,
223,PT06M45.00S,2024-01-15T20:50:33.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,35,41,2024-01-15T20:50:33Z,2120000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M45.00S,2024-01-15T20:50:33.2Z,2,REGULAR,substitution,out,[],1628371,,,1610612752,35,41,2024-01-15T20:53:00Z,2130000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M45.00S,2024-01-15T20:50:33.2Z,2,REGULAR,substitution,out,[],1628976,,,1610612752,35,41,2024-01-15T20:53:00Z,2140000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M45.00S,2024-01-15T20:50:33.2Z,2,REGULAR,substitution,in,[],1631094,,,1610612752,35,41,2024-01-15T20:53:00Z,2150000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M45.00S,2024-01-15T20:50:33.2Z,2,REGULAR,substitution,in,[],1629048,,,1610612752,35,41,2024-01-15T20:53:00Z,2160000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M37.00S,2024-01-15T20:53:24.5Z,2,REGULAR,foul,personal,['2freethrow'],1630175,,,1610612752,35,41,2024-01-15T20:53:32Z,2170000,False,,,0,,C. Anthony shooting personal FOUL (2 PF) (Flynn 2 FT),"[1630175, 1630201]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,1151.0,2.0,0.0,Flynn,1630201.0,,,,,,,,,,,,,,,
231,PT06M37.00S,2024-01-15T20:53:37.4Z,2,REGULAR,substitution,out,[],1630173,,,1610612752,35,41,2024-01-15T20:53:59Z,2185000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M37.00S,2024-01-15T20:53:37.4Z,2,REGULAR,substitution,out,[],1629656,,,1610612752,35,41,2024-01-15T20:53:59Z,2187500,False,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M37.00S,2024-01-15T20:53:37.4Z,2,REGULAR,substitution,in,[],1628392,,,1610612752,35,41,2024-01-15T20:53:59Z,2188750,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M37.00S,2024-01-15T20:53:37.4Z,2,REGULAR,substitution,in,[],203944,,,1610612752,35,41,2024-01-15T20:53:59Z,2189375,False,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M37.00S,2024-01-15T20:53:50.4Z,2,REGULAR,freethrow,1 of 2,[],1630201,,,1610612752,36,41,2024-01-15T20:54:09Z,2190000,False,,,0,,M. Flynn Free Throw 1 of 2 (1 PTS),[1630201],1610612752.0,NYK,,,,Flynn,M. Flynn,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,,
235,PT06M37.00S,2024-01-15T20:53:50.4Z,2,REGULAR,freethrow,2 of 2,[],1630201,,,1610612752,36,41,2024-01-15T20:54:09Z,2200000,False,,,0,,MISS M. Flynn Free Throw 2 of 2,[1630201],1610612752.0,NYK,,,,Flynn,M. Flynn,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
236,PT06M35.00S,2024-01-15T20:53:52.4Z,2,REGULAR,rebound,defensive,[],1629048,,,1610612753,36,41,2024-01-15T20:54:09Z,2210000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:2),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,235.0,3.0,2.0,1.0,,,,,,,,,
237,PT06M22.00S,2024-01-15T20:54:20.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204060,10.200394218134035,52.94117647058824,1610612753,36,41,2024-01-15T20:54:23Z,2220000,False,-15.0,43.0,1,left,MISS J. Ingles driving floating Shot,[204060],1610612753.0,ORL,driving floating,,,Ingles,J. Ingles,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.58,Missed,,,,,,,,,,,,,
238,PT06M21.00S,2024-01-15T20:54:21.7Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,36,41,2024-01-15T20:54:23Z,2230000,False,,,0,,J. Hart REBOUND (Off:1 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,237.0,3.0,2.0,1.0,,,,,,,,,
239,PT06M07.00S,2024-01-15T20:54:36.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,95.22010512483574,49.01960784313725,1610612752,38,41,2024-01-15T20:54:41Z,2240000,False,-5.0,-8.0,1,right,O. Anunoby cutting DUNK (11 PTS) (I. Hartenstein 2 AST),"[1628384, 1628392]",1610612752.0,NYK,cutting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,0.9,Made,,,,,11.0,I. Hartenstein,1628392.0,2.0,,,,,
241,PT05M42.00S,2024-01-15T20:55:00.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,16.63929040735874,35.53921568627451,1610612753,38,41,2024-01-15T20:58:04Z,2260000,False,72.0,104.0,1,left,MISS M. Fultz 12' pullup Shot,[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),8-16 Right,,,,,,12.66,Missed,,,,,,,,,,,,,
242,PT05M40.00S,2024-01-15T20:55:02.6Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,38,41,2024-01-15T20:55:03Z,2270000,False,,,0,,J. Hart REBOUND (Off:1 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,241.0,4.0,3.0,1.0,,,,,,,,,
243,PT05M35.00S,2024-01-15T20:55:08.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,94.30026281208936,47.794117647058826,1610612752,40,41,2024-01-15T20:55:11Z,2280000,False,-11.0,1.0,1,right,J. Hart running Layup (4 PTS),[1628404],1610612752.0,NYK,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,1.11,Made,,,,,4.0,,,,,,,,
244,PT05M18.00S,2024-01-15T20:55:25.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628365,8.886333771353483,44.36274509803921,1610612753,40,41,2024-01-15T20:55:28Z,2290000,False,28.0,31.0,1,left,MISS M. Fultz driving Hook,[1628365],1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,,,,,,4.19,Missed,,,,,,,,,,,,,
245,PT05M15.00S,2024-01-15T20:55:28.7Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612752,40,41,2024-01-15T20:55:28Z,2300000,False,,,0,,I. Hartenstein REBOUND (Off:3 Def:3),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,244.0,6.0,3.0,3.0,,,,,,,,,
246,PT05M03.00S,2024-01-15T20:55:40.0Z,2,REGULAR,3pt,Jump Shot,[],1630201,72.48685939553219,19.11764705882353,1610612752,40,41,2024-01-15T20:55:44Z,2310000,False,-154.0,206.0,1,right,MISS M. Flynn 25' pullup 3PT,[1630201],1610612752.0,NYK,pullup,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Left Center,,,,,,25.75,Missed,,,,,,,,,,,,,
247,PT05M00.00S,2024-01-15T20:55:43.0Z,2,REGULAR,rebound,defensive,[],1629048,,,1610612753,40,41,2024-01-15T20:55:44Z,2320000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:3),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Left Center,,,,,,,,246.0,4.0,3.0,1.0,,,,,,,,,
248,PT04M52.00S,2024-01-15T20:55:50.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204060,8.623521681997373,50.73529411764706,1610612753,40,41,2024-01-15T20:59:02Z,2330000,False,-4.0,29.0,1,left,MISS J. Ingles driving finger roll Layup,[204060],1610612753.0,ORL,driving finger roll,,,Ingles,J. Ingles,,,,,Restricted Area,0-8 Center,,,,,,2.88,Missed,,,,,,,,,,,,,
249,PT04M50.00S,2024-01-15T20:55:52.9Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612752,40,41,2024-01-15T20:55:54Z,2340000,False,,,0,,I. Hartenstein REBOUND (Off:3 Def:4),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,248.0,7.0,4.0,3.0,,,,,,,,,
250,PT04M38.00S,2024-01-15T20:56:08.0Z,2,REGULAR,foul,personal,[],204060,,,1610612752,40,41,2024-01-15T20:56:14Z,2350000,False,,,0,,J. Ingles personal FOUL (2 PF),"[204060, 1628392]",1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,Restricted Area,0-8 Center,1151.0,2.0,0.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,
252,PT04M38.00S,2024-01-15T20:56:08.1Z,2,REGULAR,substitution,out,[],1628404,,,1610612752,40,41,2024-01-15T20:56:37Z,2370000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M38.00S,2024-01-15T20:56:08.1Z,2,REGULAR,substitution,out,[],1630201,,,1610612752,40,41,2024-01-15T20:56:37Z,2380000,False,,,0,,SUB out: M. Flynn,[1630201],1610612752.0,NYK,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M38.00S,2024-01-15T20:56:08.1Z,2,REGULAR,substitution,out,[],204060,,,1610612752,40,41,2024-01-15T20:56:37Z,2390000,False,,,0,,SUB out: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M38.00S,2024-01-15T20:56:08.1Z,2,REGULAR,substitution,out,[],1628365,,,1610612752,40,41,2024-01-15T20:56:37Z,2400000,False,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M38.00S,2024-01-15T20:56:08.1Z,2,REGULAR,substitution,out,[],1630175,,,1610612752,40,41,2024-01-15T20:56:37Z,2410000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M38.00S,2024-01-15T20:56:08.1Z,2,REGULAR,substitution,in,[],1630540,,,1610612752,40,41,2024-01-15T20:56:37Z,2420000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M38.00S,2024-01-15T20:56:08.1Z,2,REGULAR,substitution,in,[],1628978,,,1610612752,40,41,2024-01-15T20:56:37Z,2430000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M38.00S,2024-01-15T20:56:08.1Z,2,REGULAR,substitution,in,[],1631216,,,1610612752,40,41,2024-01-15T20:56:37Z,2440000,False,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M38.00S,2024-01-15T20:56:08.1Z,2,REGULAR,substitution,in,[],1630591,,,1610612752,40,41,2024-01-15T20:56:37Z,2450000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M38.00S,2024-01-15T20:56:08.1Z,2,REGULAR,substitution,in,[],1629643,,,1610612752,40,41,2024-01-15T20:56:37Z,2460000,False,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M33.00S,2024-01-15T20:56:39.8Z,2,REGULAR,3pt,Jump Shot,[],203944,78.53153745072274,10.294117647058822,1610612752,40,41,2024-01-15T20:56:43Z,2470000,False,-199.0,149.0,1,right,MISS J. Randle 24' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,24.84,Missed,,,,,,,,,,,,,
263,PT04M30.00S,2024-01-15T20:56:42.8Z,2,REGULAR,rebound,defensive,[],1630591,,,1610612753,40,41,2024-01-15T20:56:43Z,2480000,False,,,0,,J. Suggs REBOUND (Off:0 Def:4),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,,,,,,,,262.0,4.0,4.0,0.0,,,,,,,,,
