actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
19,PT11M08.00S,2024-03-06T00:43:58.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,94.1688567674113,46.568627450980394,1610612752,0,0,2024-03-06T00:44:02Z,190000,False,-17.0,2.0,1,right,MISS I. Hartenstein driving Layup - blocked,"[1628392, 203991]",1610612752.0,NYK,driving,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,1.74,Missed,Capela,203991.0,,,,,,,,,,,,,,,,
20,PT11M08.00S,2024-03-06T00:43:58.3Z,1,REGULAR,block,,[],203991,,,1610612752,0,0,2024-03-06T00:44:00Z,200000,False,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
21,PT11M06.00S,2024-03-06T00:44:00.3Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,0,0,2024-03-06T00:44:02Z,210000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,
22,PT11M01.00S,2024-03-06T00:44:05.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630552,6.1268068331143235,50.73529411764706,1610612737,0,2,2024-03-06T00:44:10Z,220000,False,-4.0,5.0,1,left,J. Johnson running Layup (2 PTS),[1630552],1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,,,2.0,,,,,,,,,,,
24,PT10M46.00S,2024-03-06T00:44:19.9Z,1,REGULAR,3pt,Jump Shot,[],1628978,79.71419185282524,6.372549019607843,1610612752,0,2,2024-03-06T00:44:25Z,240000,False,-218.0,138.0,1,right,MISS D. DiVincenzo 25' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,,
25,PT10M44.00S,2024-03-06T00:44:21.9Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,0,2,2024-03-06T00:44:25Z,250000,False,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,
26,PT10M30.00S,2024-03-06T00:44:36.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,14.4053876478318,52.20588235294118,1610612737,0,4,2024-03-06T00:44:40Z,260000,False,-11.0,83.0,1,left,J. Johnson 8' turnaround Jump Shot (4 PTS),[1630552],1610612737.0,ATL,turnaround,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,8.36,Made,,,,,,,4.0,,,,,,,,,,,
28,PT10M08.00S,2024-03-06T00:44:58.0Z,1,REGULAR,3pt,Jump Shot,[],1630540,92.32917214191852,3.1862745098039214,1610612752,0,4,2024-03-06T00:45:03Z,280000,False,-234.0,20.0,1,right,MISS M. McBride 3PT,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Left Corner 3,24+ Left,23.49,Missed,,,,,,,,,,,,,,,,,,
29,PT10M06.00S,2024-03-06T00:45:00.0Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,0,4,2024-03-06T00:45:03Z,290000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Left Corner 3,24+ Left,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,
30,PT09M56.00S,2024-03-06T00:45:10.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,6.389618922470433,52.20588235294118,1610612737,0,4,2024-03-06T00:45:16Z,300000,False,-11.0,8.0,1,left,MISS C. Capela Hook,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.34,Missed,,,,,,,,,,,,,,,,,,
31,PT09M54.00S,2024-03-06T00:45:12.7Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,0,4,2024-03-06T00:45:16Z,310000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,
32,PT09M45.00S,2024-03-06T00:45:21.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628392,89.56964520367937,49.26470588235294,1610612752,0,4,2024-03-06T00:45:27Z,320000,False,-4.0,46.0,1,right,MISS I. Hartenstein driving Hook,[1628392],1610612752.0,NYK,driving,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,4.57,Missed,,,,,,,,,,,,,,,,,,
33,PT09M43.00S,2024-03-06T00:45:23.0Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,0,4,2024-03-06T00:45:27Z,330000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,
34,PT09M38.00S,2024-03-06T00:45:28.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203991,6.783837056504599,51.225490196078425,1610612737,0,4,2024-03-06T00:45:37Z,340000,False,-6.0,11.0,1,left,MISS C. Capela running reverse Layup,[203991],1610612737.0,ATL,running reverse,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.28,Missed,,,,,,,,,,,,,,,,,,
35,PT09M36.00S,2024-03-06T00:45:30.8Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,0,4,2024-03-06T00:45:37Z,350000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,
36,PT09M28.00S,2024-03-06T00:45:38.1Z,1,REGULAR,3pt,Jump Shot,[],1628978,69.46452036793693,31.127450980392158,1610612752,0,4,2024-03-06T00:45:46Z,360000,False,-94.0,235.0,1,right,MISS D. DiVincenzo 25' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,25.28,Missed,,,,,,,,,,,,,,,,,,
37,PT09M26.00S,2024-03-06T00:45:40.1Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,0,4,2024-03-06T00:45:46Z,370000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,36.0,2.0,2.0,0.0,,,,,,,,,,,,
38,PT09M18.00S,2024-03-06T00:45:49.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,6.652431011826544,52.20588235294118,1610612737,0,4,2024-03-06T00:45:56Z,380000,False,-11.0,10.0,1,left,MISS J. Johnson driving Layup,[1630552],1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,,,,,,,,
39,PT09M17.00S,2024-03-06T00:45:50.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,0,4,2024-03-06T00:45:56Z,390000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,38.0,,,,,,,,,,,,,,,
41,PT09M14.00S,2024-03-06T00:46:12.4Z,1,REGULAR,turnover,traveling,[],1630180,,,1610612737,0,4,2024-03-06T00:46:17Z,410000,False,,,0,,S. Bey traveling TURNOVER (1 TO),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2714.0,1.0,,,,,,,,,
42,PT08M58.00S,2024-03-06T00:46:42.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628404,90.22667542706965,65.68627450980392,1610612752,0,4,2024-03-06T00:46:46Z,420000,False,78.0,39.0,1,right,MISS J. Hart 8' pullup Shot,[1628404],1610612752.0,NYK,pullup,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Right,8.77,Missed,,,,,,,,,,,,,,,,,,
43,PT08M56.00S,2024-03-06T00:46:44.2Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612737,0,4,2024-03-06T00:46:46Z,430000,False,,,0,,S. Bey REBOUND (Off:1 Def:1),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Right,,,,,42.0,2.0,1.0,1.0,,,,,,,,,,,,
44,PT08M45.00S,2024-03-06T00:46:55.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,16.770696452036795,59.55882352941176,1610612737,0,6,2024-03-06T00:46:59Z,440000,False,-48.0,105.0,1,left,J. Johnson 11' pullup Jump Shot (6 PTS) (D. Murray 1 AST),"[1630552, 1627749]",1610612737.0,ATL,pullup,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,11.55,Made,,,,,,,6.0,,,D. Murray,1627749.0,1.0,,,,,,
46,PT08M28.00S,2024-03-06T00:47:13.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,92.59198423127464,53.67647058823529,1610612752,0,6,2024-03-06T00:47:25Z,460000,False,18.0,17.0,1,right,MISS D. DiVincenzo driving floating Shot,[1628978],1610612752.0,NYK,driving floating,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,2.51,Missed,,,,,,,,,,,,,,,,,,
47,PT08M27.00S,2024-03-06T00:47:14.0Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612752,0,6,2024-03-06T00:47:25Z,470000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,46.0,2.0,1.0,1.0,,,,,,,,,,,,
48,PT08M26.00S,2024-03-06T00:47:17.0Z,1,REGULAR,foul,personal,['2freethrow'],203991,,,1610612752,0,6,2024-03-06T00:47:28Z,480000,False,,,0,,C. Capela shooting personal FOUL (1 PF) (Hartenstein 2 FT),"[203991, 1628392]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,202901.0,,,,,1.0,0.0,Hartenstein,1628392.0,,
50,PT08M26.00S,2024-03-06T00:47:41.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628392,,,1610612752,0,6,2024-03-06T00:47:41Z,500000,False,,,0,,MISS I. Hartenstein Free Throw 1 of 2,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
51,PT08M26.00S,2024-03-06T00:47:41.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,0,6,2024-03-06T00:47:41Z,510000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,
52,PT08M26.00S,2024-03-06T00:47:55.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628392,,,1610612752,1,6,2024-03-06T00:47:55Z,520000,False,,,0,,I. Hartenstein Free Throw 2 of 2 (1 PTS),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
54,PT08M06.00S,2024-03-06T00:48:28.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,6.521024967148489,51.225490196078425,1610612737,1,8,2024-03-06T00:55:28Z,540000,False,-6.0,9.0,1,left,C. Capela cutting Layup (2 PTS) (J. Johnson 1 AST),"[203991, 1630552]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,,,2.0,,,J. Johnson,1630552.0,1.0,,,,,,
56,PT07M54.00S,2024-03-06T00:48:40.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630173,94.43166885676742,49.26470588235294,1610612752,3,8,2024-03-06T00:48:44Z,560000,False,-4.0,0.0,1,right,P. Achiuwa driving DUNK (2 PTS) (J. Hart 1 AST),"[1630173, 1628404]",1610612752.0,NYK,driving,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,0.37,Made,,,,,,,2.0,,,J. Hart,1628404.0,1.0,,,,,,
58,PT07M41.00S,2024-03-06T00:48:53.3Z,1,REGULAR,3pt,Jump Shot,[],203992,14.668199737187912,3.1862745098039214,1610612737,3,8,2024-03-06T00:48:57Z,580000,False,234.0,85.0,1,left,MISS B. Bogdanovic 24' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Right Corner 3,24+ Right,24.92,Missed,,,,,,,,,,,,,,,,,,
59,PT07M40.00S,2024-03-06T00:48:54.3Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612752,3,8,2024-03-06T00:48:57Z,590000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,
60,PT07M27.00S,2024-03-06T00:49:07.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,85.49605781865965,53.431372549019606,1610612752,5,8,2024-03-06T00:49:14Z,600000,False,17.0,84.0,1,right,I. Hartenstein 8' floating Jump Shot (3 PTS) (D. DiVincenzo 1 AST),"[1628392, 1628978]",1610612752.0,NYK,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,8.55,Made,,,,,,,3.0,,,D. DiVincenzo,1628978.0,1.0,,,,,,
62,PT07M12.00S,2024-03-06T00:49:23.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,5.863994743758213,46.568627450980394,1610612737,5,10,2024-03-06T00:49:30Z,620000,False,17.0,3.0,1,left,S. Bey driving reverse Layup (2 PTS) (C. Capela 1 AST),"[1630180, 203991]",1610612737.0,ATL,driving reverse,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1.74,Made,,,,,,,2.0,,,C. Capela,203991.0,1.0,,,,,,
64,PT07M05.00S,2024-03-06T00:49:30.0Z,1,REGULAR,3pt,Jump Shot,[],1628978,80.3712220762155,6.862745098039216,1610612752,5,10,2024-03-06T00:49:36Z,640000,False,-216.0,132.0,1,right,MISS D. DiVincenzo 25' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,25.29,Missed,,,,,,,,,,,,,,,,,,
65,PT07M03.00S,2024-03-06T00:49:32.0Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,5,10,2024-03-06T00:49:36Z,650000,False,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,64.0,2.0,2.0,0.0,,,,,,,,,,,,
66,PT06M51.00S,2024-03-06T00:49:43.9Z,1,REGULAR,turnover,bad pass,[],203992,,,1610612737,5,10,2024-03-06T00:49:46Z,660000,False,,,0,,B. Bogdanovic bad pass TURNOVER (1 TO),"[203992, 1630173]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,,,,,,,,Achiuwa,1630173.0
67,PT06M51.00S,2024-03-06T00:49:43.9Z,1,REGULAR,steal,,[],1630173,,,1610612752,5,10,2024-03-06T00:49:45Z,670000,False,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
68,PT06M32.00S,2024-03-06T00:50:03.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628392,94.82588699080158,47.794117647058826,1610612752,5,10,2024-03-06T00:50:06Z,680000,False,-11.0,-4.0,1,right,MISS I. Hartenstein Layup,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,1.17,Missed,,,,,,,,,,,,,,,,,,
69,PT06M30.00S,2024-03-06T00:50:05.1Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,5,10,2024-03-06T00:50:06Z,690000,False,,,0,,C. Capela REBOUND (Off:0 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,68.0,3.0,3.0,0.0,,,,,,,,,,,,
70,PT06M26.00S,2024-03-06T00:50:08.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630552,17.95335085413929,95.58823529411765,1610612737,5,13,2024-03-06T00:50:14Z,700000,False,-228.0,116.0,1,left,J. Johnson 25' 3PT running (9 PTS) (B. Bogdanovic 1 AST),"[1630552, 203992]",1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,25.59,Made,,,,,,,9.0,,,B. Bogdanovic,203992.0,1.0,,,,,,
72,PT06M10.00S,2024-03-06T00:50:24.7Z,1,REGULAR,3pt,Jump Shot,[],1628978,75.1149802890933,87.74509803921569,1610612752,8,13,2024-03-06T00:50:28Z,720000,False,189.0,181.0,1,right,D. DiVincenzo 26' 3PT  (3 PTS) (P. Achiuwa 1 AST),"[1628978, 1630173]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,26.18,Made,,,,,,,3.0,,,P. Achiuwa,1630173.0,1.0,,,,,,
74,PT05M55.00S,2024-03-06T00:50:39.7Z,1,REGULAR,3pt,Jump Shot,[],1627749,26.10052562417871,82.1078431372549,1610612737,8,16,2024-03-06T00:50:43Z,740000,False,-161.0,193.0,1,left,D. Murray 25' 3PT pullup (3 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,25.09,Made,,,,,,,3.0,,,,,,,,,,,
75,PT05M48.00S,2024-03-06T00:50:51.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,8,16,2024-03-06T00:50:51Z,750000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M48.00S,2024-03-06T00:50:51.5Z,1,REGULAR,substitution,out,[],1628392,,,1610612752,8,16,2024-03-06T00:53:45Z,760000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M48.00S,2024-03-06T00:50:51.5Z,1,REGULAR,substitution,out,[],203992,,,1610612752,8,16,2024-03-06T00:53:45Z,770000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M48.00S,2024-03-06T00:50:51.5Z,1,REGULAR,substitution,out,[],203991,,,1610612752,8,16,2024-03-06T00:53:45Z,780000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M48.00S,2024-03-06T00:50:51.5Z,1,REGULAR,substitution,out,[],1630552,,,1610612752,8,16,2024-03-06T00:53:45Z,790000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M48.00S,2024-03-06T00:50:51.5Z,1,REGULAR,substitution,in,[],1630579,,,1610612752,8,16,2024-03-06T00:53:45Z,800000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M48.00S,2024-03-06T00:50:51.5Z,1,REGULAR,substitution,in,[],1629631,,,1610612752,8,16,2024-03-06T00:53:45Z,810000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M48.00S,2024-03-06T00:50:51.5Z,1,REGULAR,substitution,in,[],1629726,,,1610612752,8,16,2024-03-06T00:53:45Z,820000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M48.00S,2024-03-06T00:50:51.5Z,1,REGULAR,substitution,in,[],1628981,,,1610612752,8,16,2024-03-06T00:53:45Z,830000,False,,,0,,SUB in: B. Fernando,[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M40.00S,2024-03-06T00:54:02.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630579,94.43166885676742,49.754901960784316,1610612752,10,16,2024-03-06T00:54:10Z,840000,False,-1.0,0.0,1,right,J. Sims alley-oop DUNK (2 PTS) (M. McBride 1 AST),"[1630579, 1630540]",1610612752.0,NYK,alley-oop,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,0.12,Made,,,,,,,2.0,,,M. McBride,1630540.0,1.0,,,,,,
86,PT05M21.00S,2024-03-06T00:54:20.7Z,1,REGULAR,turnover,bad pass,[],1628981,,,1610612737,10,16,2024-03-06T00:54:24Z,860000,False,,,0,,B. Fernando bad pass TURNOVER (1 TO),"[1628981, 1630579]",1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,,,,,,,,Sims,1630579.0
87,PT05M21.00S,2024-03-06T00:54:20.7Z,1,REGULAR,steal,,[],1630579,,,1610612752,10,16,2024-03-06T00:54:22Z,870000,False,,,0,,J. Sims STEAL (1 STL),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
