actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
21,PT09M50.00S,2024-03-10T23:16:14.8Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,2,4,2024-03-10T23:16:18Z,210000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT09M37.00S,2024-03-10T23:16:28.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,87.20433639947439,52.69607843137255,1610612752,2,4,2024-03-10T23:16:40Z,220000,False,13.0,68.0,1,right,MISS J. Hart 6' pullup Shot,[1628404],1610612752.0,NYK,pullup,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,6.91,Missed,,,,,,,,,,,,,,,,,,
23,PT09M35.00S,2024-03-10T23:16:30.2Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612752,2,4,2024-03-10T23:29:14Z,230000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:0),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,,,
24,PT09M35.00S,2024-03-10T23:16:39.4Z,1,REGULAR,foul,personal,[],200768,,,1610612752,2,4,2024-03-10T23:29:19Z,240000,False,,,0,,K. Lowry personal FOUL (1 PF),"[200768, 1628392]",1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,,,,,,,,,,1.0,0.0,Hartenstein,1628392.0
26,PT09M29.00S,2024-03-10T23:16:52.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628978,73.27529566360053,20.588235294117645,1610612752,5,4,2024-03-10T23:17:30Z,260000,False,-147.0,199.0,1,right,D. DiVincenzo 24' 3PT pullup (3 PTS) (I. Hartenstein 1 AST),"[1628978, 1628392]",1610612752.0,NYK,pullup,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,24.72,Made,,,,,,,3.0,I. Hartenstein,1628392.0,1.0,,,,,,,,
28,PT09M13.00S,2024-03-10T23:17:08.2Z,1,REGULAR,3pt,Jump Shot,[],1628964,4.681340341655716,2.941176470588235,1610612755,5,4,2024-03-10T23:17:15Z,280000,False,235.0,-8.0,1,left,MISS M. Bamba 3PT,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Right Corner 3,24+ Right,23.55,Missed,,,,,,,,,,,,,,,,,,
29,PT09M11.00S,2024-03-10T23:17:10.2Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612752,5,4,2024-03-10T23:17:15Z,290000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT08M50.00S,2024-03-10T23:17:31.3Z,1,REGULAR,2pt,Jump Shot,[],1628973,83.39356110381078,31.127450980392158,1610612752,5,4,2024-03-10T23:17:37Z,300000,False,-94.0,104.0,1,right,MISS J. Brunson 14' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,14.02,Missed,,,,,,,,,,,,,,,,,,
31,PT08M48.00S,2024-03-10T23:17:33.3Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612755,5,4,2024-03-10T23:17:37Z,310000,False,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Mid-Range,8-16 Left,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT08M40.00S,2024-03-10T23:17:41.1Z,1,REGULAR,3pt,Jump Shot,[],202699,31.488173455978973,37.745098039215684,1610612755,5,4,2024-03-10T23:17:47Z,320000,False,61.0,243.0,1,left,MISS T. Harris 25' pullup 3PT,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,25.11,Missed,,,,,,,,,,,,,,,,,,
33,PT08M38.00S,2024-03-10T23:17:43.1Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,5,4,2024-03-10T23:17:47Z,330000,False,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,,,
34,PT08M30.00S,2024-03-10T23:17:54.0Z,1,REGULAR,foul,personal,[],1626162,,,1610612752,5,4,2024-03-10T23:17:59Z,340000,False,,,0,,K. Oubre Jr. personal FOUL (1 PF),"[1626162, 1628973]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Right,,,,,,,201245.0,,,,,,,,,,1.0,0.0,Brunson,1628973.0
36,PT08M20.00S,2024-03-10T23:18:16.3Z,1,REGULAR,3pt,Jump Shot,[],1628404,90.22667542706965,94.11764705882352,1610612752,5,4,2024-03-10T23:18:23Z,360000,False,221.0,39.0,1,right,MISS J. Hart 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,22.41,Missed,,,,,,,,,,,,,,,,,,
37,PT08M18.00S,2024-03-10T23:18:18.3Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,5,4,2024-03-10T23:18:23Z,370000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,
38,PT08M08.00S,2024-03-10T23:18:29.1Z,1,REGULAR,3pt,Jump Shot,[],200768,27.151773981603156,11.76470588235294,1610612755,5,4,2024-03-10T23:18:35Z,380000,False,191.0,203.0,1,left,MISS K. Lowry 27' 3PT,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,27.86,Missed,,,,,,,,,,,,,,,,,,
39,PT08M06.00S,2024-03-10T23:18:31.1Z,1,REGULAR,rebound,offensive,[],202699,,,1610612755,5,4,2024-03-10T23:18:35Z,390000,False,,,0,,T. Harris REBOUND (Off:1 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,38.0,2.0,1.0,1.0,,,,,,,,,,,,,,
40,PT08M04.00S,2024-03-10T23:18:33.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",202699,5.075558475689881,50.98039215686274,1610612755,5,6,2024-03-10T23:18:40Z,400000,False,-5.0,-5.0,1,left,T. Harris putback DUNK (4 PTS),[202699],1610612755.0,PHI,putback,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,0.69,Made,,,,,,,4.0,,,,,,,,,,,
41,PT07M47.00S,2024-03-10T23:18:52.1Z,1,REGULAR,turnover,out-of-bounds,[],1628404,,,1610612752,5,6,2024-03-10T23:18:59Z,410000,False,,,0,,J. Hart step out-of-bounds TURNOVER (2 TO),[1628404],1610612752.0,NYK,step,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,,,,,,,201245.0,2.0,,,,,,,,,,,,
42,PT07M36.00S,2024-03-10T23:19:15.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626166,12.828515111695138,33.33333333333333,1610612755,5,6,2024-03-10T23:19:20Z,420000,False,83.0,68.0,1,left,MISS C. Payne 10' driving floating Shot,[1626166],1610612755.0,PHI,driving floating,,,Payne,C. Payne,,,,,Mid-Range,8-16 Right,10.76,Missed,,,,,,,,,,,,,,,,,,
43,PT07M35.00S,2024-03-10T23:19:16.2Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612752,5,6,2024-03-10T23:19:31Z,430000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Right,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT07M34.00S,2024-03-10T23:19:21.1Z,1,REGULAR,foul,personal,[],1626166,,,1610612752,5,6,2024-03-10T23:19:27Z,440000,False,,,0,,C. Payne personal FOUL (1 PF),"[1626166, 1628978]",1610612755.0,PHI,,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,,,,,,,,,,1.0,0.0,DiVincenzo,1628978.0
46,PT07M14.00S,2024-03-10T23:19:55.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,92.9862023653088,51.225490196078425,1610612752,7,6,2024-03-10T23:20:08Z,460000,False,6.0,13.0,1,right,J. Hart cutting finger roll Layup (2 PTS) (I. Hartenstein 2 AST),"[1628404, 1628392]",1610612752.0,NYK,cutting finger roll,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,2.0,I. Hartenstein,1628392.0,2.0,,,,,,,,
48,PT06M57.00S,2024-03-10T23:20:11.7Z,1,REGULAR,3pt,Jump Shot,[],1626162,32.14520367936925,64.70588235294117,1610612755,7,6,2024-03-10T23:20:18Z,480000,False,-74.0,250.0,1,left,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,26.03,Missed,,,,,,,,,,,,,,,,,,
49,PT06M55.00S,2024-03-10T23:20:13.7Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612752,7,6,2024-03-10T23:20:18Z,490000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:2),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,,,48.0,2.0,2.0,0.0,,,,,,,,,,,,,,
50,PT06M47.00S,2024-03-10T23:20:24.7Z,1,REGULAR,turnover,traveling,[],1628404,,,1610612752,7,6,2024-03-10T23:20:29Z,500000,False,,,0,,J. Hart traveling TURNOVER (3 TO),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,,,,1628951.0,3.0,,,,,,,,,,,,
51,PT06M47.00S,2024-03-10T23:20:28.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,7,6,2024-03-10T23:20:28Z,510000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M37.00S,2024-03-10T23:24:06.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,29.122864651773984,73.2843137254902,1610612755,7,6,2024-03-10T23:24:13Z,520000,False,-116.0,221.0,1,left,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,25.0,Missed,,,,,,,,,,,,,,,,,,
53,PT06M35.00S,2024-03-10T23:24:08.9Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,7,6,2024-03-10T23:24:13Z,530000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,52.0,2.0,1.0,1.0,,,,,,,,,,,,,,
54,PT06M12.00S,2024-03-10T23:24:31.6Z,1,REGULAR,3pt,Jump Shot,[],1630173,90.48948751642575,95.09803921568627,1610612752,10,6,2024-03-10T23:24:36Z,540000,False,225.0,37.0,1,right,P. Achiuwa 3PT  (3 PTS) (D. DiVincenzo 1 AST),"[1630173, 1628978]",1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,22.85,Made,,,,,,,3.0,D. DiVincenzo,1628978.0,1.0,,,,,,,,
56,PT05M56.00S,2024-03-10T23:24:47.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,12.302890932982917,49.01960784313725,1610612755,10,8,2024-03-10T23:24:52Z,560000,False,5.0,63.0,1,left,T. Harris 6' Jump Shot (6 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,6.33,Made,,,,,,,6.0,,,,,,,,,,,
58,PT05M37.00S,2024-03-10T23:25:09.5Z,1,REGULAR,turnover,out-of-bounds,[],1630173,,,1610612752,10,8,2024-03-10T23:25:15Z,580000,False,,,0,,P. Achiuwa bad pass out-of-bounds TURNOVER (1 TO),[1630173],1610612752.0,NYK,bad pass,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628951.0,1.0,,,,,,,,,,,,
59,PT05M37.00S,2024-03-10T23:25:09.6Z,1,REGULAR,substitution,out,[],1628392,,,1610612755,10,8,2024-03-10T23:25:39Z,590000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT05M37.00S,2024-03-10T23:25:09.6Z,1,REGULAR,substitution,out,[],1626162,,,1610612755,10,8,2024-03-10T23:25:39Z,600000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT05M37.00S,2024-03-10T23:25:09.6Z,1,REGULAR,substitution,out,[],1626166,,,1610612755,10,8,2024-03-10T23:25:39Z,610000,False,,,0,,SUB out: C. Payne,[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT05M37.00S,2024-03-10T23:25:09.6Z,1,REGULAR,substitution,in,[],1630579,,,1610612755,10,8,2024-03-10T23:25:39Z,620000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT05M37.00S,2024-03-10T23:25:09.6Z,1,REGULAR,substitution,in,[],201587,,,1610612755,10,8,2024-03-10T23:25:39Z,630000,False,,,0,,SUB in: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M37.00S,2024-03-10T23:25:09.6Z,1,REGULAR,substitution,in,[],1627741,,,1610612755,10,8,2024-03-10T23:25:39Z,640000,False,,,0,,SUB in: B. Hield,[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M18.00S,2024-03-10T23:25:53.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628964,5.601182654402102,49.50980392156863,1610612755,10,10,2024-03-10T23:26:26Z,650000,False,2.0,0.0,1,left,M. Bamba cutting DUNK (2 PTS) (K. Lowry 2 AST),"[1628964, 200768]",1610612755.0,PHI,cutting,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,0.25,Made,,,,,,,2.0,K. Lowry,200768.0,2.0,,,,,,,,
67,PT05M08.00S,2024-03-10T23:26:03.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630579,94.1688567674113,49.01960784313725,1610612752,12,10,2024-03-10T23:26:47Z,670000,False,-5.0,2.0,1,right,J. Sims cutting DUNK (2 PTS) (D. DiVincenzo 2 AST),"[1630579, 1628978]",1610612752.0,NYK,cutting,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,,,2.0,D. DiVincenzo,1628978.0,2.0,,,,,,,,
69,PT04M57.00S,2024-03-10T23:26:13.3Z,1,REGULAR,2pt,Jump Shot,[],202699,7.440867279894875,67.64705882352942,1610612755,12,10,2024-03-10T23:26:18Z,690000,False,-88.0,17.0,1,left,MISS T. Harris 8' turnaround Shot,[202699],1610612755.0,PHI,turnaround,,,Harris,T. Harris,,,,,Mid-Range,8-16 Left,8.99,Missed,,,,,,,,,,,,,,,,,,
70,PT04M55.00S,2024-03-10T23:26:15.3Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,12,10,2024-03-10T23:26:18Z,700000,False,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Left,,,69.0,3.0,3.0,0.0,,,,,,,,,,,,,,
71,PT04M36.00S,2024-03-10T23:26:35.3Z,1,REGULAR,3pt,Jump Shot,[],1628973,67.09921156373193,71.81372549019608,1610612752,12,10,2024-03-10T23:26:41Z,710000,False,109.0,257.0,1,right,MISS J. Brunson 27' 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,27.9,Missed,,,,,,,,,,,,,,,,,,
72,PT04M34.00S,2024-03-10T23:26:37.3Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612755,12,10,2024-03-10T23:26:41Z,720000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,,
73,PT04M24.00S,2024-03-10T23:26:46.6Z,1,REGULAR,3pt,Jump Shot,[],201587,4.155716162943495,97.05882352941177,1610612755,12,10,2024-03-10T23:26:52Z,730000,False,-235.0,-13.0,1,left,MISS N. Batum 3PT,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,Left Corner 3,24+ Left,23.57,Missed,,,,,,,,,,,,,,,,,,
74,PT04M22.00S,2024-03-10T23:26:48.6Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,12,10,2024-03-10T23:26:52Z,740000,False,,,0,,J. Sims REBOUND (Off:0 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Left Corner 3,24+ Left,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,,
75,PT04M11.00S,2024-03-10T23:26:59.7Z,1,REGULAR,3pt,Jump Shot,[],1628404,80.76544021024968,5.88235294117647,1610612752,12,10,2024-03-10T23:27:07Z,750000,False,-221.0,128.0,1,right,MISS J. Hart 25' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,25.52,Missed,,,,,,,,,,,,,,,,,,
76,PT04M09.00S,2024-03-10T23:27:01.7Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,12,10,2024-03-10T23:27:07Z,760000,False,,,0,,T. Harris REBOUND (Off:1 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,75.0,3.0,2.0,1.0,,,,,,,,,,,,,,
77,PT04M04.00S,2024-03-10T23:27:07.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,8.360709592641262,2.941176470588235,1610612755,12,10,2024-03-10T23:27:14Z,770000,False,235.0,26.0,1,left,MISS B. Hield running 3PT,[1627741],1610612755.0,PHI,running,,,Hield,B. Hield,,,,,Right Corner 3,24+ Right,23.67,Missed,,,,,,,,,,,,,,,,,,
78,PT04M02.00S,2024-03-10T23:27:09.0Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612752,12,10,2024-03-10T23:27:14Z,780000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,,,77.0,2.0,2.0,0.0,,,,,,,,,,,,,,
79,PT03M57.00S,2024-03-10T23:27:18.0Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,12,10,2024-03-10T23:27:18Z,790000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT03M57.00S,2024-03-10T23:27:18.1Z,1,REGULAR,substitution,out,[],1628973,,,1610612752,12,10,2024-03-10T23:30:23Z,800000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT03M57.00S,2024-03-10T23:27:18.1Z,1,REGULAR,substitution,out,[],1628964,,,1610612752,12,10,2024-03-10T23:30:23Z,810000,False,,,0,,SUB out: M. Bamba,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
